station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
5.0, 95.0, 0.0, 0.0, 5.0, 0.0, 6.0, 1994-10-15 06:20:00, 0.0, 0.0
7.0, 84.0, 0.0, 0.0, 4.0, 0.0, 7.0, 1994-10-15 15:55:00, 0.0, 0.0
4.0, 97.0, 0.0, 0.0, 3.5, 0.0, 7.0, 1994-10-16 06:35:00, 36.0, 0.0
6.5, 97.0, 0.0, 0.0, 4.0, 0.0, 6.5, 1994-10-16 15:55:00, 33.0, 0.0
2.5, 97.0, 0.0, 0.0, 2.5, 0.0, 6.5, 1994-10-17 06:25:00, 6.0, 0.0
5.5, 96.0, 0.0, 0.0, 2.5, 0.0, 5.5, 1994-10-17 15:55:00, 7.0, 0.0
3.5, 96.0, 0.0, 0.0, 3.5, 0.0, 5.5, 1994-10-18 06:20:00, 2.0, 0.0
4.0, 95.0, 0.0, 0.0, 3.0, 0.0, 4.0, 1994-10-18 15:55:00, 1.0, 0.0
2.0, 96.0, 0.0, 0.0, 2.0, 0.0, 4.0, 1994-10-19 06:15:00, 4.0, 0.0
4.5, 97.0, 0.0, 0.0, 3.0, 0.0, 4.5, 1994-10-19 15:55:00, 2.0, 0.0
2.0, 98.0, 0.0, 0.0, 2.0, 0.0, 5.0, 1994-10-20 06:25:00, 8.0, 0.0
5.5, 97.0, 0.0, 0.0, 2.0, 0.0, 5.5, 1994-10-20 16:55:00, 3.0, 0.0
3.0, 97.0, 0.0, 0.0, 3.0, 0.0, 5.5, 1994-10-21 07:50:00, 0.0, 0.0
5.0, 97.0, 0.0, 0.0, 3.0, 0.0, 5.0, 1994-10-21 16:05:00, 2.0, 0.0
2.0, 97.0, 0.0, 0.0, 2.0, 0.0, 5.0, 1994-10-22 06:30:00, 2.0, 0.0
2.5, 97.0, 0.0, 0.0, 2.0, 0.0, 4.0, 1994-10-22 15:50:00, 4.0, 0.0
-1.0, 97.0, 0.1, 0.1, -1.0, 0.1, 2.5, 1994-10-23 06:15:00, 0.0, 0.1
2.0, 97.0, 0.0, 0.0, -1.0, 0.0, 2.0, 1994-10-23 16:00:00, 0.0, 0.0
0.0, 97.0, 2.0, 2.0, 0.0, 2.0, 2.0, 1994-10-24 06:45:00, 23.0, 2.0
1.5, 97.0, 0.0, 0.0, 0.0, 0.0, 1.5, 1994-10-24 15:55:00, 5.0, 1.0
1.5, 97.0, 0.0, 0.0, 1.5, 0.0, 1.5, 1994-10-25 06:35:00, 6.0, 0.0
5.0, 89.0, 0.0, 0.0, 1.5, 0.0, 5.0, 1994-10-25 16:05:00, 6.0, 0.0
3.0, 97.0, 0.0, 0.0, 2.5, 0.0, 5.0, 1994-10-26 06:10:00, 24.0, 0.0
4.5, 85.0, 0.0, 0.0, 3.0, 0.0, 5.0, 1994-10-26 15:55:00, 3.0, 0.0
2.0, 97.0, 0.0, 0.0, 1.0, 0.0, 4.5, 1994-10-27 06:25:00, 17.0, 0.0
2.5, 97.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1994-10-27 15:55:00, 4.0, 0.0
0.5, 97.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1994-10-28 06:20:00, 3.0, 0.0
3.5, 95.0, 0.0, 0.0, 0.5, 0.0, 3.5, 1994-10-28 15:55:00, 0.0, 0.0
2.0, 92.0, 0.0, 0.0, 1.5, 0.0, 3.5, 1994-10-29 06:10:00, 1.0, 0.0
2.5, 97.0, 0.0, 0.0, 0.0, 0.0, 2.5, 1994-10-29 15:55:00, 4.0, 0.0
-1.0, 97.0, 0.0, 0.0, -1.0, 0.0, 3.0, 1994-10-30 06:30:00, 2.0, 0.0
-0.5, 97.0, 0.0, 0.0, -1.5, 0.0, 0.0, 1994-10-30 15:45:00, 0.0, 0.0
-1.0, 97.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1994-10-31 06:45:00, 0.0, 0.0
0.5, 82.0, 0.0, 0.0, -1.0, None, 1.0, 1994-10-31 15:55:00, 0.0, 0.0
-4.0, 87.0, 0.0, 0.0, -4.0, 0.0, 0.5, 1994-11-01 06:15:00, 0.0, 0.0
-2.0, 80.0, 0.0, 0.0, -4.0, None, 0.0, 1994-11-01 15:55:00, 0.0, 0.0
-7.5, 94.0, 0.0, 0.0, -7.5, 0.0, -2.0, 1994-11-02 06:20:00, 0.0, 0.0
-3.0, 78.0, 0.0, 0.0, -7.5, 0.0, -3.0, 1994-11-02 15:55:00, 0.0, 0.0
-5.0, 100.0, 9.0, 9.0, -5.0, 9.0, -3.0, 1994-11-03 07:05:00, 7.0, 9.0
-1.5, 100.0, 25.0, 19.0, -5.0, 19.0, -1.5, 1994-11-03 15:55:00, 13.0, 25.0
-2.0, 100.0, 36.0, 14.0, -2.0, 14.0, -1.0, 1994-11-04 06:50:00, 8.0, 36.0
-0.5, 100.0, 45.0, 16.0, -2.0, 16.0, -0.5, 1994-11-04 15:55:00, 7.0, 45.0
-3.0, 100.0, 50.0, 14.0, -3.0, 14.0, -0.5, 1994-11-05 06:35:00, 3.0, 50.0
