station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
3.0, 93.0, 0.0, 2.0, 8.0, 1991-03-22 06:20:00, 6.0, None, 0.0
8.0, 47.0, 0.0, 2.0, 9.0, 1991-03-22 15:00:00, 0.0, None, 0.0
7.0, 60.0, 0.0, 4.0, 10.5, 1991-03-23 08:00:00, 0.0, 15.0, 0.0
8.0, 52.0, 0.0, 4.0, 11.0, 1991-03-23 14:45:00, 0.0, 15.0, 0.0
7.0, 45.0, 0.0, 2.0, 13.0, 1991-03-24 07:45:00, 0.0, 25.0, 0.0
10.0, 32.0, 0.0, 7.0, 17.0, 1991-03-24 14:45:00, 0.0, 20.0, 0.0
6.0, 35.0, 0.0, 5.0, 10.0, 1991-03-25 07:50:00, 0.0, 40.0, 0.0
9.0, 30.0, 0.0, 4.5, 9.0, 1991-03-25 15:00:00, 0.0, 40.0, 0.0
4.0, 35.0, 0.0, 2.0, 10.0, 1991-03-26 06:55:00, 0.0, 22.0, 0.0
11.0, 28.0, 0.0, 3.0, 11.5, 1991-03-26 15:00:00, 0.0, 35.0, 0.0
0.0, 80.0, 0.0, -2.0, 13.0, 1991-03-27 06:55:00, 0.0, 22.0, 0.0
14.0, 31.0, 0.0, -0.5, 14.0, 1991-03-27 15:00:00, 0.0, 33.0, 0.0
6.0, 80.0, 0.0, 2.0, 14.0, 1991-03-28 06:55:00, 0.0, 22.0, 0.0
12.0, 54.0, 0.0, 6.0, 12.5, 1991-03-28 15:00:00, 0.0, 35.0, 0.0
7.0, 78.0, 0.0, 6.0, 13.0, 1991-03-29 08:10:00, 0.0, 30.0, 0.0
9.0, 70.0, 0.0, 7.0, 9.0, 1991-03-29 14:00:00, 0.0, 8.0, 0.0
7.0, 90.0, 0.0, 5.5, 9.5, 1991-03-30 08:00:00, 0.0, 5.0, 0.0
17.0, 54.0, 0.0, 7.0, 17.5, 1991-03-30 14:00:00, 0.0, 4.0, 0.0
10.0, 72.0, 0.0, 8.0, 18.5, 1991-03-31 08:15:00, 0.0, 10.0, 0.0
20.0, 40.0, 0.0, 10.0, 21.5, 1991-03-31 14:00:00, 0.0, 20.0, 0.0
10.0, 90.0, 0.0, 8.0, 22.0, 1991-04-01 08:30:00, 1.0, 5.0, 0.0
9.0, 92.0, 0.0, 8.0, 10.0, 1991-04-01 14:00:00, 1.0, 5.0, 0.0
8.0, 84.0, 0.0, 7.0, 10.0, 1991-04-02 07:00:00, 4.0, None, 0.0
8.0, 70.0, 0.0, 7.0, 10.0, 1991-04-02 15:00:00, 3.0, 25.0, 0.0
4.0, 92.0, 0.0, 3.5, 11.0, 1991-04-03 07:00:00, 4.0, 30.0, 0.0
4.0, 92.0, 0.0, 4.0, 6.0, 1991-04-03 15:00:00, 3.0, 25.0, 0.0
6.5, 94.0, 0.0, 4.0, 10.0, 1991-04-04 07:00:00, 23.0, None, 0.0
10.0, 75.0, 0.0, 6.5, 11.0, 1991-04-04 15:00:00, 1.0, None, 0.0
6.0, 92.0, 0.0, 5.0, 10.5, 1991-04-05 07:30:00, 22.0, None, 0.0
11.0, 50.0, 0.0, 6.0, 12.0, 1991-04-05 14:30:00, 6.0, None, 0.0
6.0, 65.0, 0.0, 5.0, 11.0, 1991-04-06 07:48:00, 1.0, None, 0.0
9.0, 75.0, 0.0, 5.0, 14.0, 1991-04-06 14:00:00, 1.0, None, 0.0
6.0, 85.0, 0.0, 4.0, 9.0, 1991-04-07 07:20:00, 5.0, None, 0.0
9.0, 62.0, 0.0, 5.0, 12.0, 1991-04-07 15:00:00, 1.0, None, 0.0
4.0, 79.0, 0.0, 3.0, 12.0, 1991-04-08 07:20:00, 0.0, None, 0.0
10.0, 44.0, 0.0, 3.0, 11.0, 1991-04-08 15:30:00, 0.0, None, 0.0
4.0, 92.0, 0.0, 3.5, 10.0, 1991-04-09 07:20:00, 16.0, None, 0.0
10.0, 40.0, 0.0, 3.5, 11.5, 1991-04-09 16:00:00, 2.0, None, 0.0
2.0, 88.0, 0.0, 2.0, 10.0, 1991-04-10 07:15:00, 3.0, None, 0.0
11.0, 50.0, 0.0, 2.0, 11.5, 1991-04-10 15:30:00, 3.0, None, 0.0
4.0, 72.0, 0.0, 1.0, 11.0, 1991-04-11 07:10:00, 0.0, None, 0.0
17.0, 34.0, 0.0, 4.0, 17.5, 1991-04-11 15:30:00, 0.0, None, 0.0
6.0, 75.0, 0.0, 4.0, 20.5, 1991-04-12 07:00:00, 0.0, None, 0.0
8.0, 75.0, None, 2.0, 11.0, 1991-04-12 15:00:00, None, None, None
7.0, 60.0, 0.0, 3.0, 19.0, 1991-04-13 08:00:00, 0.0, None, 0.0
19.0, 60.0, 0.0, 4.0, 20.0, 1991-04-13 14:30:00, 0.0, None, 0.0
17.0, 89.0, 0.0, 4.0, 20.0, 1991-04-14 08:00:00, None, None, 0.0
19.0, 65.0, 0.0, 6.0, 20.0, 1991-04-14 14:30:00, 0.0, None, 0.0
7.0, 90.0, 0.0, 6.0, 19.5, 1991-04-15 07:10:00, 1.0, None, 0.0
17.0, 55.0, 0.0, 7.0, 18.5, 1991-04-15 15:30:00, 0.0, None, 0.0
10.0, 65.0, 0.0, 8.5, 17.5, 1991-04-16 07:30:00, 0.0, None, 0.0
22.0, 25.0, 0.0, 10.0, 24.0, 1991-04-16 15:45:00, 0.0, None, 0.0
10.0, 65.0, 0.0, 3.5, 22.0, 1991-04-17 08:00:00, 0.0, None, 0.0
17.0, 59.0, 0.0, 10.5, 18.0, 1991-04-17 15:30:00, 0.0, None, 0.0
8.0, 87.0, 0.0, 2.5, 17.0, 1991-04-18 07:30:00, 0.0, None, 0.0
19.0, 55.0, 0.0, 8.0, 19.0, 1991-04-18 15:30:00, 0.0, None, 0.0
5.0, 90.0, 0.0, 4.0, 19.0, 1991-04-19 07:10:00, 0.0, None, 0.0
22.5, 35.0, 0.0, 5.0, 23.5, 1991-04-19 15:30:00, 0.0, None, 0.0
5.0, 65.0, 0.0, 4.0, 22.5, 1991-04-20 07:30:00, 0.0, None, 0.0
22.0, 40.0, 0.0, 5.0, 24.0, 1991-04-20 14:30:00, 0.0, None, 0.0
9.0, 60.0, 0.0, 5.0, 22.0, 1991-04-21 08:30:00, 0.0, None, 0.0
19.0, 50.0, 0.0, 5.0, 22.0, 1991-04-21 15:00:00, 0.0, None, 0.0
10.0, 92.0, 0.0, 8.0, 19.0, 1991-04-22 07:30:00, 0.0, 10.0, 0.0
12.0, 80.0, 0.0, 10.0, 12.0, 1991-04-22 15:30:00, 0.0, 10.0, 0.0
10.0, 88.0, 0.0, 5.5, 12.0, 1991-04-23 07:35:00, 0.0, None, 0.0
13.0, 69.0, 0.0, 10.0, 16.5, 1991-04-23 16:30:00, 0.0, 5.0, 0.0
6.0, 90.0, 0.0, 6.0, 13.0, 1991-04-24 08:00:00, 12.0, None, 0.0
12.0, 51.0, 0.0, 5.0, 12.5, 1991-04-24 16:30:00, 2.0, 15.0, 0.0
7.0, 86.0, 0.0, 4.5, 12.0, 1991-04-25 08:00:00, 4.0, 5.0, 0.0
10.0, 70.0, 0.0, 7.0, 12.0, 1991-04-25 15:30:00, 1.0, 5.0, 0.0
7.5, 80.0, 0.0, 4.5, 13.5, 1991-04-26 07:10:00, 2.0, None, 0.0
13.0, 45.0, 0.0, 7.0, 14.5, 1991-04-26 15:25:00, 0.0, None, 0.0
8.0, 90.0, 0.0, 3.0, 14.0, 1991-04-27 08:00:00, 0.0, None, 0.0
14.0, 85.0, 0.0, 7.0, 16.0, 1991-04-27 15:30:00, None, 11.0, 0.0
9.0, 85.0, 0.0, 3.0, 14.0, 1991-04-28 07:30:00, 1.0, 5.0, 0.0
10.0, 80.0, 0.0, 2.0, 13.0, 1991-04-28 15:00:00, 4.0, 10.0, 0.0
9.0, 96.0, 0.0, 5.0, 10.0, 1991-04-29 08:00:00, 2.0, None, 0.0
17.0, 53.0, 0.0, 9.0, 17.0, 1991-04-29 16:25:00, 0.0, None, 0.0
12.0, 55.0, 0.0, 7.0, 18.0, 1991-04-30 08:00:00, 0.0, 35.0, 0.0
24.0, 24.0, 0.0, 11.0, 24.0, 1991-04-30 16:00:00, 0.0, 10.0, 0.0
9.0, None, None, None, None, 1991-10-15 07:00:00, 0.0, None, None
23.0, 60.0, 0.0, 12.0, 24.0, 1991-10-15 15:55:00, 0.0, None, 0.0
13.0, 94.0, None, 13.0, 25.0, 1991-10-16 07:00:00, None, None, None
13.0, 51.0, 0.0, 7.0, 14.0, 1991-10-16 16:00:00, 2.0, None, 0.0
5.0, 85.0, None, 5.0, 6.0, 1991-10-17 07:10:00, 0.0, None, None
12.0, 50.0, None, 4.0, 14.0, 1991-10-17 16:20:00, 0.0, None, None
6.0, 80.0, None, 2.0, 14.0, 1991-10-18 07:05:00, 0.0, None, None
4.0, 95.0, None, 2.0, 8.0, 1991-10-18 16:50:00, 0.0, None, None
9.0, 80.0, None, 4.0, 11.0, 1991-10-19 07:00:00, 0.0, None, None
15.0, 65.0, None, 8.0, 15.0, 1991-10-19 16:00:00, 0.0, None, None
10.0, 95.0, None, 9.0, 15.0, 1991-10-20 07:15:00, 0.0, None, None
13.0, 75.0, None, 9.0, 14.0, 1991-10-20 16:00:00, 0.0, None, None
12.0, 84.0, None, 11.0, 14.0, 1991-10-21 07:13:00, 6.0, None, None
14.0, 68.0, None, 10.0, 14.0, 1991-10-21 16:20:00, 0.0, None, None
6.0, 84.0, None, 6.0, 7.0, 1991-10-22 07:15:00, 12.0, None, None
11.0, 44.0, None, 10.0, 12.0, 1991-10-22 16:15:00, 0.0, None, None
5.0, 70.0, None, 5.0, 6.0, 1991-10-23 07:15:00, 0.0, None, None
6.0, 92.0, None, 5.0, 7.0, 1991-10-23 16:10:00, 1.0, None, None
6.0, 92.0, None, 5.0, 7.0, 1991-10-24 07:20:00, 7.0, None, None
8.0, 85.0, None, 7.0, 8.0, 1991-10-24 16:15:00, 0.0, None, None
5.0, 95.0, None, 5.0, 9.0, 1991-10-25 07:00:00, 14.0, None, None
9.0, 70.0, None, 7.0, 9.0, 1991-10-25 16:15:00, 1.0, None, None
6.0, 45.0, None, 5.0, 9.0, 1991-10-26 06:50:00, 0.0, None, None
9.0, 40.0, None, 8.0, 9.0, 1991-10-26 16:00:00, 0.0, None, None
4.0, 45.0, None, 4.0, 10.0, 1991-10-27 07:00:00, 0.0, None, None
5.0, 50.0, None, 4.0, 5.0, 1991-10-27 16:00:00, 0.0, None, None
-2.0, 40.0, None, -8.0, 7.0, 1991-10-28 07:15:00, 0.0, None, None
2.0, 54.0, None, 1.0, 2.0, 1991-10-28 16:15:00, 0.0, None, None
0.0, 40.0, None, -8.0, 3.0, 1991-10-29 07:15:00, 0.0, None, None
8.0, 28.0, None, 7.0, 8.0, 1991-10-29 16:05:00, 0.0, None, None
0.0, 70.0, None, -6.0, 9.0, 1991-10-30 07:15:00, 0.0, None, None
5.0, 61.0, None, 0.0, 5.0, 1991-10-30 16:05:00, 0.0, None, None
4.0, 90.0, None, -2.0, 6.0, 1991-10-31 07:15:00, 2.0, None, None
7.0, 80.0, None, 4.0, 7.0, 1991-10-31 16:00:00, 1.0, None, None
6.0, 50.0, None, 2.0, 7.0, 1991-11-01 06:50:00, 0.0, None, None
9.0, 40.0, None, 6.0, 9.0, 1991-11-01 15:50:00, 0.0, None, None
4.0, 45.0, None, 4.0, 9.0, 1991-11-02 06:55:00, 0.0, None, None
9.0, 40.0, None, 4.0, 9.0, 1991-11-02 16:00:00, 0.0, None, None
5.0, 50.0, None, 5.0, 9.0, 1991-11-03 07:00:00, 0.0, None, None
9.0, 45.0, None, 5.0, 9.0, 1991-11-03 15:45:00, 0.0, None, None
8.0, 90.0, None, 6.0, 9.0, 1991-11-04 07:20:00, 26.0, None, None
8.0, 90.0, None, 7.0, 8.0, 1991-11-04 16:05:00, 3.0, None, None
9.0, 95.0, None, 8.0, 9.0, 1991-11-05 07:15:00, 12.0, None, None
12.0, 90.0, None, 9.0, 13.0, 1991-11-05 16:05:00, 2.0, None, None
5.0, 94.0, None, 5.0, 11.0, 1991-11-06 07:15:00, 0.0, None, None
12.0, 78.0, None, 6.0, 13.0, 1991-11-06 16:05:00, 0.0, None, None
9.0, 85.0, None, 9.0, 12.0, 1991-11-07 07:20:00, 1.0, None, None
10.0, 85.0, None, 8.0, 10.0, 1991-11-07 16:05:00, 2.0, None, None
11.0, 95.0, None, 9.0, 11.0, 1991-11-08 07:00:00, 10.0, None, None
15.0, 70.0, None, 11.0, 15.0, 1991-11-08 15:50:00, 0.0, None, None
9.0, 95.0, None, 8.0, 16.0, 1991-11-09 06:50:00, 0.0, None, None
12.0, 60.0, None, 9.0, 13.0, 1991-11-09 16:00:00, 1.0, None, None
10.0, 85.0, None, 10.0, 13.0, 1991-11-10 06:50:00, 1.0, None, None
12.0, 90.0, None, 10.0, 12.0, 1991-11-10 15:50:00, 0.0, None, None
8.0, 90.0, None, 3.0, 13.0, 1991-11-11 06:50:00, 9.0, None, None
16.0, 75.0, None, 8.0, 16.0, 1991-11-11 15:40:00, 20.0, None, None
10.0, 86.0, None, 10.0, 16.0, 1991-11-12 07:20:00, 0.0, None, None
13.0, 81.0, None, 9.0, 15.0, 1991-11-12 16:00:00, 4.0, None, None
9.0, 76.0, None, 8.0, 13.0, 1991-11-13 07:20:00, 2.0, None, None
7.0, 92.0, None, 7.0, 10.0, 1991-11-13 16:00:00, 5.0, None, None
4.0, 94.0, None, 4.0, 8.0, 1991-11-14 07:20:00, 1.0, None, None
8.0, 87.0, None, 4.0, 9.0, 1991-11-14 16:25:00, 0.0, None, None
3.0, 90.0, None, 1.0, 8.0, 1991-11-15 06:50:00, 0.0, None, None
9.0, 70.0, None, 3.0, 9.0, 1991-11-15 16:00:00, 0.0, None, None
8.0, 80.0, None, 6.0, 10.0, 1991-11-16 07:00:00, 1.0, None, None
9.0, 85.0, None, 8.0, 14.0, 1991-11-16 15:50:00, 7.0, None, None
8.0, 70.0, None, 6.0, 12.0, 1991-11-17 06:45:00, 7.0, None, None
9.0, 85.0, None, 7.0, 12.0, 1991-11-17 16:20:00, 2.0, None, None
9.0, 60.0, None, 6.0, 9.0, 1991-11-18 07:00:00, 11.0, None, None
10.0, 80.0, None, 6.0, 11.0, 1991-11-18 16:05:00, 1.0, None, None
7.0, 95.0, None, 5.0, 10.0, 1991-11-19 06:45:00, 8.0, None, None
8.0, 95.0, None, 7.0, 10.0, 1991-11-19 16:15:00, 14.0, None, None
9.0, 75.0, None, 9.0, 12.0, 1991-11-20 06:55:00, 16.0, None, None
8.0, 82.0, None, 7.1, 10.0, 1991-11-20 16:30:00, 2.0, None, None
6.0, 90.0, None, 5.0, 7.0, 1991-11-21 06:50:00, 1.0, None, None
7.0, 82.0, None, 5.0, 8.0, 1991-11-21 16:20:00, 0.0, None, None
2.0, 95.0, None, 1.0, 8.0, 1991-11-22 06:30:00, 0.0, None, None
7.0, 60.0, None, 5.0, 8.0, 1991-11-22 16:25:00, 0.0, None, None
7.0, 55.0, None, 5.0, 7.0, 1991-11-23 06:30:00, 0.0, None, None
6.0, 83.0, None, 6.0, 7.0, 1991-11-23 16:20:00, 1.0, None, None
7.0, 90.0, None, 5.0, 9.0, 1991-11-24 06:40:00, 6.0, None, None
8.0, 95.0, None, 6.0, 8.0, 1991-11-24 16:20:00, 7.0, None, None
10.0, 95.0, None, 7.0, 11.0, 1991-11-25 06:50:00, 8.0, None, None
10.0, 80.0, None, 7.0, 13.0, 1991-11-25 16:15:00, 1.0, None, None
8.0, 95.0, None, 6.0, 10.0, 1991-11-26 06:55:00, 5.0, None, None
8.0, 91.0, None, 6.0, 10.0, 1991-11-26 16:15:00, 1.0, None, None
6.0, 95.0, None, 5.0, 8.0, 1991-11-27 06:45:00, 10.0, None, None
8.0, 85.0, None, 6.0, 9.0, 1991-11-27 16:15:00, 1.0, None, None
7.0, 90.0, None, 6.0, 8.0, 1991-11-28 06:50:00, 5.0, None, None
3.0, 95.0, None, 3.0, 9.0, 1991-11-28 16:15:00, 3.0, None, None
1.0, 85.0, None, -5.0, 6.0, 1991-11-29 06:15:00, 0.0, None, None
5.0, 67.0, None, 1.0, 6.0, 1991-11-29 16:05:00, 3.0, None, None
3.0, 90.0, None, 0.0, 5.0, 1991-11-30 06:20:00, 0.0, None, None
4.0, 85.0, None, 2.0, 5.0, 1991-11-30 16:20:00, 0.0, None, None
4.0, 95.0, None, 2.0, 4.0, 1991-12-01 06:55:00, 2.0, None, None
8.0, 90.0, None, 6.0, 12.0, 1991-12-01 16:15:00, 4.0, None, None
7.0, 80.0, None, 6.0, 8.0, 1991-12-02 06:55:00, 1.0, None, None
8.0, 75.0, None, 7.0, 9.0, 1991-12-02 16:20:00, 0.0, None, None
7.0, 95.0, None, 4.0, 8.0, 1991-12-03 06:50:00, 4.0, None, None
8.0, 94.0, None, 6.0, 9.0, 1991-12-03 16:25:00, 1.0, None, None
10.0, 70.0, None, 6.0, 11.0, 1991-12-04 06:50:00, 5.0, None, None
10.0, 76.0, None, 7.0, 12.0, 1991-12-04 16:20:00, 1.0, None, None
8.0, 92.0, None, 6.0, 11.0, 1991-12-05 06:50:00, 5.0, None, None
12.0, 87.0, None, 7.0, 13.0, 1991-12-05 16:20:00, 18.0, None, None
8.0, 83.0, None, 6.0, 13.0, 1991-12-06 06:20:00, 1.0, None, None
8.0, 94.0, None, 7.0, 12.0, 1991-12-06 16:00:00, 10.0, None, None
8.0, 80.0, None, 7.0, 8.0, 1991-12-07 06:30:00, 0.0, None, None
7.0, 80.0, None, 7.0, 9.0, 1991-12-07 16:15:00, 1.0, None, None
6.0, 95.0, None, 5.0, 10.0, 1991-12-08 06:55:00, 7.0, None, None
10.0, 90.0, None, 7.0, 10.0, 1991-12-08 16:15:00, 2.0, None, None
9.0, 80.0, None, 5.0, 13.0, 1991-12-09 06:55:00, 11.0, None, None
7.0, 73.0, None, 7.0, 11.0, 1991-12-09 16:30:00, 1.0, None, None
3.0, 92.0, None, 1.0, 8.0, 1991-12-10 06:50:00, 0.0, None, None
7.0, 70.0, None, 2.0, 8.0, 1991-12-10 16:15:00, 1.0, None, None
9.0, 90.0, None, 7.0, 10.0, 1991-12-11 06:50:00, 4.0, None, None
7.0, 72.0, None, 7.0, 9.0, 1991-12-11 16:30:00, 1.0, None, None
8.0, 72.0, None, 5.0, 10.0, 1991-12-12 06:55:00, 3.0, None, None
7.0, 50.0, None, 6.0, 9.0, 1991-12-12 16:20:00, 1.0, None, None
3.0, 73.0, None, 2.0, 7.0, 1991-12-13 06:20:00, 0.0, None, None
5.0, 72.0, None, 2.0, 7.0, 1991-12-13 16:00:00, 0.0, None, None
3.0, 91.0, None, 2.0, 6.0, 1991-12-14 06:20:00, None, None, None
4.0, 71.0, None, 2.0, 6.0, 1991-12-14 16:15:00, 0.0, None, None
2.0, 78.0, None, -1.0, 4.0, 1991-12-15 06:50:00, 0.0, None, None
4.0, 80.0, None, 2.0, 5.0, 1991-12-15 16:20:00, 0.0, None, None
2.0, 90.0, None, -2.0, 4.0, 1991-12-16 06:55:00, 0.0, None, None
5.0, 64.0, None, 0.0, 6.0, 1991-12-16 16:25:00, 0.0, None, None
4.0, 65.0, None, 1.0, 6.0, 1991-12-17 06:55:00, 0.0, None, None
5.0, 64.0, None, 3.0, 5.0, 1991-12-17 16:20:00, 0.0, None, None
7.0, 65.0, None, 3.0, 16.0, 1991-12-18 06:55:00, 0.0, None, None
8.0, 70.0, None, 4.0, 13.0, 1991-12-18 16:25:00, 6.0, None, None
6.0, 85.0, None, 4.0, 8.0, 1991-12-19 06:50:00, 1.0, None, None
6.0, 84.0, None, 3.0, 8.0, 1991-12-19 16:25:00, 0.0, None, None
4.0, 86.0, None, 2.0, 7.0, 1991-12-20 06:30:00, 0.0, None, None
7.0, 70.0, None, 3.0, 7.0, 1991-12-20 16:10:00, 0.0, None, None
6.0, 95.0, None, 4.0, 8.0, 1991-12-21 06:30:00, 2.0, None, None
7.0, 90.0, None, 5.0, 9.0, 1991-12-21 16:20:00, 0.0, None, None
5.0, 82.0, None, 0.0, 7.0, 1991-12-22 06:55:00, 0.0, None, None
6.0, 68.0, None, 5.0, 7.0, 1991-12-22 16:20:00, 0.0, None, None
5.0, 80.0, None, 3.0, 7.0, 1991-12-23 07:00:00, 0.0, None, None
6.0, 75.0, None, 4.0, 6.0, 1991-12-23 16:20:00, 0.0, None, None
6.0, 82.0, None, 3.0, 7.0, 1991-12-24 07:05:00, 0.0, None, None
7.0, 90.0, None, 4.0, 7.0, 1991-12-24 16:15:00, 2.0, None, None
7.0, 85.0, None, 3.0, 7.0, 1991-12-25 06:50:00, 4.0, None, None
9.0, 72.0, None, 9.0, 9.0, 1991-12-25 16:15:00, 0.0, None, None
5.0, 73.0, None, 3.0, 10.0, 1991-12-26 06:35:00, 20.0, None, None
5.0, 77.0, None, 4.0, 11.0, 1991-12-26 16:20:00, 0.0, None, None
4.0, 89.0, None, 3.0, 11.0, 1991-12-27 06:20:00, 5.0, None, None
5.0, 72.0, None, 3.0, 11.0, 1991-12-27 16:15:00, 1.0, None, None
3.0, 65.0, None, 3.0, 11.0, 1991-12-28 06:20:00, 0.0, None, None
4.0, 65.0, None, 2.0, 11.0, 1991-12-28 16:15:00, 0.0, None, None
6.0, 88.0, None, 2.0, 10.0, 1991-12-29 06:20:00, 2.0, None, None
6.0, 77.0, None, 0.0, 10.0, 1991-12-29 16:20:00, 0.0, None, None
6.0, 76.0, None, 5.0, 8.0, 1991-12-30 06:20:00, 0.0, None, None
7.0, 77.0, None, 5.0, 8.0, 1991-12-30 16:20:00, 0.0, None, None
5.0, 89.0, None, 5.0, 8.0, 1992-01-01 06:45:00, 20.0, None, None
7.0, 81.0, None, 5.0, 7.0, 1992-01-01 16:10:00, 0.0, None, None
8.0, 80.0, None, 5.0, 9.0, 1992-01-02 06:40:00, 25.0, None, None
7.0, 74.0, None, 6.0, 7.0, 1992-01-02 16:20:00, 0.0, None, None
6.0, 55.0, None, 2.0, 9.0, 1992-01-03 06:35:00, 0.0, None, None
5.0, 80.0, None, 5.0, 9.0, 1992-01-03 16:15:00, 0.0, None, None
5.0, 100.0, None, 5.0, 8.0, 1992-01-04 06:20:00, 5.0, None, None
7.0, 75.0, None, 5.0, 8.0, 1992-01-04 16:20:00, 9.0, None, None
4.0, 70.0, None, -1.0, 7.0, 1992-01-05 07:00:00, None, None, 0.0
5.0, 60.0, None, 0.0, 8.0, 1992-01-05 16:25:00, 0.0, None, None
-3.0, 92.0, None, -8.0, 6.0, 1992-01-06 06:50:00, 0.0, None, None
2.0, 75.0, None, -4.0, 5.0, 1992-01-06 16:20:00, 0.0, None, None
1.0, 52.0, None, -4.0, 3.0, 1992-01-07 07:00:00, 0.0, None, None
2.0, 54.0, None, -3.0, 3.0, 1992-01-07 16:25:00, 0.0, None, None
3.0, 70.0, None, -2.0, 4.0, 1992-01-08 06:55:00, 0.0, None, None
4.0, 64.0, None, 0.0, 4.0, 1992-01-08 16:05:00, 0.0, None, None
4.0, 95.0, None, 1.0, 6.0, 1992-01-09 07:00:00, 5.0, None, None
7.0, 88.0, None, 3.0, 7.0, 1992-01-09 16:10:00, 4.0, None, None
7.0, 100.0, None, 6.0, 8.0, 1992-01-10 06:20:00, 9.0, None, None
7.0, 91.0, None, 6.0, 8.0, 1992-01-10 16:15:00, 10.0, None, None
7.0, 95.0, None, 5.0, 9.0, 1992-01-11 06:20:00, 6.0, None, None
6.0, 91.0, None, 5.0, 9.0, 1992-01-11 16:15:00, 7.0, None, None
4.0, 95.0, None, 2.0, 6.0, 1992-01-12 07:00:00, 1.0, None, None
5.0, 87.0, None, 3.0, 6.0, 1992-01-12 16:15:00, 0.0, None, None
3.0, 95.0, None, 1.0, 6.0, 1992-01-13 07:00:00, 1.0, None, None
6.0, 85.0, None, 1.0, 7.0, 1992-01-13 16:10:00, 1.0, None, None
5.0, 95.0, None, 3.0, 6.0, 1992-01-14 07:00:00, 0.0, None, None
7.0, 87.0, None, 4.0, 7.0, 1992-01-14 16:20:00, 0.0, None, None
6.0, 87.0, None, 5.0, 7.0, 1992-01-15 07:10:00, 0.0, None, None
11.0, 81.0, None, 5.0, 11.0, 1992-01-15 16:25:00, 0.0, None, None
7.0, 70.0, None, 6.0, 12.0, 1992-01-16 07:00:00, 18.0, None, None
8.0, 55.0, None, 6.0, 12.0, 1992-01-16 16:05:00, 0.0, None, None
4.0, 70.0, None, 3.0, 9.0, 1992-01-17 06:30:00, 0.0, None, None
7.0, 58.0, None, 3.0, 9.0, 1992-01-17 16:20:00, 0.0, None, None
4.0, 80.0, None, 3.0, 9.0, 1992-01-18 06:20:00, 0.0, None, None
7.0, 67.0, None, 3.0, 9.0, 1992-01-18 16:20:00, 0.0, None, None
4.0, 82.0, None, 0.0, 7.0, 1992-01-19 07:00:00, 0.0, None, None
8.0, 67.0, None, 2.0, 9.0, 1992-01-19 16:15:00, 0.0, None, None
3.0, 80.0, None, 0.0, 9.0, 1992-01-20 07:05:00, 0.0, None, None
6.0, 64.0, None, 2.0, 9.0, 1992-01-20 16:20:00, 0.0, None, None
7.0, 86.0, None, 5.0, 14.0, 1992-01-21 06:30:00, 5.0, None, None
8.0, 66.0, None, 5.0, 9.0, 1992-01-21 16:00:00, 4.0, None, None
6.0, 82.0, None, 3.0, 9.0, 1992-01-22 07:00:00, 1.0, None, None
3.0, 94.0, None, 2.0, 4.0, 1992-01-22 16:10:00, 6.0, None, None
4.0, 90.0, None, 3.0, 5.0, 1992-01-23 07:00:00, 24.0, None, None
6.0, 95.0, None, 2.0, 6.0, 1992-01-23 16:15:00, 31.0, None, None
9.0, 95.0, None, 6.0, 11.0, 1992-01-24 06:30:00, 8.0, None, None
9.0, 89.0, None, 6.0, 11.0, 1992-01-24 16:15:00, 1.0, None, None
11.0, 65.0, None, 7.0, 12.0, 1992-01-25 06:20:00, 0.0, None, None
10.0, 75.0, None, 9.0, 12.0, 1992-01-25 16:15:00, 2.0, None, None
6.0, 83.0, None, 3.0, 11.0, 1992-01-26 07:00:00, 0.0, None, None
8.0, 75.0, None, 4.0, 11.0, 1992-01-26 16:15:00, 0.0, None, None
7.0, 92.0, None, 5.0, 9.0, 1992-01-27 07:00:00, 5.0, None, None
8.0, 87.0, None, 6.0, 9.0, 1992-01-27 16:20:00, 4.0, None, None
10.0, 95.0, None, 6.0, 13.0, 1992-01-28 07:00:00, 19.0, None, None
10.0, 70.0, None, 7.0, 12.0, 1992-01-28 16:15:00, 3.0, None, None
7.0, 93.0, None, 5.0, 12.0, 1992-01-29 07:00:00, 5.0, None, None
8.0, 92.0, None, 6.0, 11.0, 1992-01-29 16:30:00, 5.0, None, None
9.0, 95.0, None, 7.0, 13.0, 1992-01-30 07:00:00, 7.0, None, None
9.0, 94.0, None, 7.0, 11.0, 1992-01-30 16:30:00, 10.0, None, None
7.0, 90.0, None, 7.0, 10.0, 1992-01-31 06:20:00, 21.0, None, None
15.0, 48.0, None, 6.0, 16.0, 1992-01-31 16:10:00, 2.0, None, None
7.0, 94.0, None, 7.0, 11.0, 1992-02-01 06:20:00, 6.0, None, None
9.0, 90.0, None, 7.0, 11.0, 1992-02-01 16:15:00, 4.0, None, None
6.0, 82.0, None, 4.0, 11.0, 1992-02-02 07:00:00, 4.0, None, None
7.0, 92.0, None, 5.0, 10.0, 1992-02-02 16:20:00, 11.0, None, None
10.0, 78.0, None, 5.0, 23.0, 1992-02-03 06:50:00, 2.0, None, None
13.0, 72.0, None, 7.0, 23.0, 1992-02-03 16:15:00, 0.0, None, None
