station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
7.0, 82.0, None, 0.0, 14.0, 1992-02-04 06:55:00, 0.0, None, None
11.0, 69.0, None, 6.0, 14.0, 1992-02-04 16:25:00, 0.0, None, None
7.0, 80.0, None, 3.0, 15.0, 1992-02-05 07:00:00, 0.0, None, None
10.0, 76.0, None, 2.0, 12.0, 1992-02-05 16:10:00, 0.0, None, None
5.0, 73.0, None, 0.0, 12.0, 1992-02-06 06:40:00, 0.0, None, None
11.0, 51.0, None, 1.0, 12.0, 1992-02-06 16:15:00, 0.0, None, None
5.0, 70.0, None, 0.0, 12.0, 1992-02-07 06:20:00, 0.0, None, None
7.0, 89.0, None, 4.0, 11.0, 1992-02-07 16:20:00, 0.0, None, None
4.0, 74.0, None, 3.0, 7.0, 1992-02-08 06:45:00, 0.0, None, None
7.0, 64.0, None, 4.0, 7.0, 1992-02-08 16:20:00, 0.0, None, None
6.0, 83.0, None, 3.0, 9.0, 1992-02-09 06:55:00, 1.0, None, None
8.0, 70.0, None, 4.0, 10.0, 1992-02-09 16:15:00, 1.0, None, None
7.0, 62.0, None, 4.0, 10.0, 1992-02-10 07:00:00, 0.0, None, None
11.0, 52.0, None, 6.0, 11.0, 1992-02-10 16:25:00, 0.0, None, None
7.0, 65.0, None, 0.0, 13.0, 1992-02-11 07:05:00, 0.0, None, None
10.0, 59.0, None, 6.0, 11.0, 1992-02-11 16:10:00, 0.0, None, None
8.0, 71.0, None, 5.0, 11.0, 1992-02-12 07:00:00, 3.0, None, None
9.0, 85.0, None, 6.0, 12.0, 1992-02-12 16:30:00, 2.0, None, None
7.0, 81.0, None, 2.0, 9.0, 1992-02-13 06:50:00, 2.0, None, None
10.0, 78.0, None, 6.0, 10.0, 1992-02-13 16:15:00, 1.0, None, None
7.0, 90.0, None, 7.0, 11.0, 1992-02-14 06:20:00, 6.0, None, None
13.0, 56.0, None, 6.0, 13.0, 1992-02-14 16:15:00, 1.0, None, None
4.0, 95.0, None, 4.0, 13.0, 1992-02-15 06:20:00, 9.0, None, None
8.0, 77.0, None, 4.0, 8.0, 1992-02-15 16:20:00, 2.0, None, None
3.0, 96.0, None, 0.0, 8.0, 1992-02-16 06:55:00, 1.0, None, None
10.0, 60.0, None, 0.0, 10.0, 1992-02-16 16:15:00, 0.0, None, None
6.0, 85.0, None, 1.0, 11.0, 1992-02-17 07:05:00, 1.0, None, None
6.0, 91.0, None, 2.0, 16.0, 1992-02-17 16:00:00, 3.0, None, None
6.0, 90.0, None, 3.0, 8.0, 1992-02-18 07:00:00, 4.0, None, None
7.0, 66.0, None, 4.0, 9.0, 1992-02-18 16:25:00, 2.0, None, None
4.0, 80.0, None, 0.0, 8.0, 1992-02-19 07:00:00, 3.0, None, None
8.0, 55.0, None, 2.0, 8.0, 1992-02-19 16:20:00, 1.0, None, None
4.0, 95.0, None, 2.0, 8.0, 1992-02-20 06:55:00, 4.0, None, None
3.0, 93.0, None, 2.0, 9.0, 1992-02-20 16:00:00, 8.0, None, None
5.0, 85.0, None, 3.0, 5.0, 1992-02-21 06:20:00, 2.0, None, None
13.0, 68.0, None, 3.0, 14.0, 1992-02-21 16:10:00, 6.0, None, None
7.0, 80.0, None, 6.0, 13.0, 1992-02-22 06:20:00, 10.0, None, None
10.0, 58.0, None, 6.0, 13.0, 1992-02-22 16:15:00, 1.0, None, None
6.0, 76.0, None, 3.0, 12.0, 1992-02-23 06:55:00, 0.0, None, None
6.0, 92.0, None, 5.0, 11.0, 1992-02-23 16:15:00, 5.0, None, None
6.0, 95.0, None, 5.0, 8.0, 1992-02-24 06:25:00, 2.0, None, None
10.0, 76.0, None, 6.0, 11.0, 1992-02-24 16:05:00, 1.0, None, None
9.0, 84.0, None, 9.0, 11.0, 1992-02-25 06:20:00, 0.0, None, None
16.0, 58.0, None, 8.0, 17.0, 1992-02-25 16:15:00, 0.0, None, None
10.0, 72.0, None, 3.0, 15.0, 1992-02-26 06:50:00, 0.0, None, None
17.0, 50.0, None, 9.0, 18.0, 1992-02-26 16:10:00, 0.0, None, None
8.0, 75.0, None, 3.0, 19.0, 1992-02-27 06:55:00, 0.0, None, None
17.0, 50.0, None, 8.0, 19.0, 1992-02-27 16:00:00, 0.0, None, None
8.0, 80.0, None, 8.0, 19.0, 1992-02-28 06:30:00, 0.0, None, None
16.0, 59.0, None, 8.0, 17.0, 1992-02-28 16:30:00, 0.0, None, None
8.0, 90.0, None, 7.0, 17.0, 1992-02-29 06:30:00, None, None, None
11.0, 87.0, None, 8.0, 12.0, 1992-02-29 16:15:00, 1.0, None, None
9.0, 90.0, None, 4.0, 13.0, 1992-03-01 07:05:00, 2.0, None, None
14.0, 70.0, None, 9.0, 14.0, 1992-03-01 16:15:00, 0.0, None, None
8.0, 94.0, None, 3.0, 9.0, 1992-03-02 07:00:00, 6.0, None, None
15.0, 55.0, None, 9.0, 16.0, 1992-03-02 16:25:00, 1.0, None, None
8.0, 70.0, None, 7.0, 12.0, 1992-03-03 06:45:00, 0.0, None, None
9.0, 97.0, None, 7.0, 16.0, 1992-03-03 16:30:00, 2.0, None, None
9.0, 80.0, None, 7.0, 13.0, 1992-03-04 05:50:00, 0.0, None, None
11.0, 76.0, None, 7.0, 13.0, 1992-03-04 16:30:00, 1.0, None, None
9.0, 91.0, None, 3.0, 14.0, 1992-03-05 06:55:00, 4.0, None, None
11.0, 90.0, None, 8.0, 13.0, 1992-03-05 16:25:00, 2.0, None, None
6.0, 95.0, None, 6.0, 13.0, 1992-03-06 06:45:00, 5.0, None, None
13.0, 70.0, None, 8.0, 14.0, 1992-03-06 16:20:00, 1.0, None, None
7.0, 93.0, None, 7.0, 14.0, 1992-03-07 06:30:00, 1.0, None, None
14.0, 65.0, None, 7.0, 16.0, 1992-03-07 16:20:00, 0.0, None, None
8.0, 45.0, None, 2.0, 14.0, 1992-03-08 07:05:00, 0.0, None, None
18.0, 30.0, None, 5.0, 18.0, 1992-03-08 16:28:00, 0.0, None, None
4.0, 82.0, None, 1.0, 21.0, 1992-03-09 07:00:00, 0.0, None, None
16.0, 45.0, None, 1.0, 21.0, 1992-03-09 16:29:00, 0.0, None, None
4.0, 85.0, None, 3.0, 17.0, 1992-03-10 06:58:00, 0.0, None, None
16.0, 46.0, None, 2.0, 18.0, 1992-03-10 16:30:00, 0.0, None, None
4.0, 86.0, None, 3.0, 19.0, 1992-03-11 06:45:00, 0.0, None, None
17.0, 45.0, None, 2.0, 19.0, 1992-03-11 16:50:00, 0.0, None, None
8.0, 75.0, None, 5.0, 19.0, 1992-03-12 07:00:00, 0.0, None, None
18.0, 55.0, None, 5.0, 20.0, 1992-03-12 16:35:00, 0.0, None, None
6.0, 63.0, None, 3.0, 17.0, 1992-03-13 06:45:00, None, None, None
23.0, 35.0, None, 3.0, 24.0, 1992-03-13 16:10:00, None, None, None
9.0, 74.0, None, 5.0, 27.0, 1992-03-14 06:40:00, 0.0, None, None
20.0, 45.0, None, 8.0, 21.0, 1992-03-14 16:10:00, 0.0, None, None
9.0, 93.0, None, 5.0, 24.0, 1992-03-15 07:00:00, 0.0, None, None
11.0, 90.0, None, 5.0, 18.0, 1992-03-15 16:25:00, 1.0, None, None
9.0, 100.0, None, 6.0, 23.0, 1992-03-16 07:00:00, 0.0, None, None
12.0, 80.0, None, 6.0, 23.0, 1992-03-16 16:35:00, 0.0, None, None
9.0, 92.0, None, 7.0, 14.0, 1992-03-17 07:00:00, 3.0, None, None
12.0, 70.0, None, 9.0, 14.0, 1992-03-17 16:25:00, 2.0, None, None
5.0, 95.0, None, 3.0, 14.0, 1992-03-18 06:50:00, 1.0, None, None
15.0, 60.0, None, 4.0, 16.0, 1992-03-18 16:10:00, 0.0, None, None
4.3, 95.0, None, 3.0, 17.0, 1992-03-19 06:55:00, 0.0, None, None
16.0, 55.0, None, 4.0, 16.0, 1992-03-19 16:20:00, 0.0, None, None
4.0, 89.0, None, 3.0, 16.0, 1992-03-20 06:45:00, 0.0, None, None
20.0, 72.0, None, 3.0, 20.0, 1992-03-20 16:00:00, None, None, None
3.0, 79.0, None, 2.0, 15.0, 1992-03-21 06:30:00, 0.0, None, None
21.0, 28.0, None, 8.0, 21.0, 1992-03-21 14:30:00, 0.0, None, None
8.0, 65.0, None, 4.0, 20.0, 1992-03-22 06:50:00, 0.0, None, None
18.0, 38.0, None, 4.0, 18.0, 1992-03-22 14:00:00, 0.0, None, None
2.0, 90.0, None, 1.0, 20.0, 1992-03-23 07:15:00, 0.0, None, None
17.0, 50.0, None, 3.0, 17.0, 1992-03-23 14:15:00, 0.0, None, None
4.0, 95.0, None, 3.0, 18.0, 1992-03-24 07:15:00, 0.0, None, None
11.0, 48.0, None, 1.0, 11.0, 1992-03-24 14:00:00, None, None, None
3.0, 95.0, None, 2.0, 19.0, 1992-03-25 07:10:00, 0.0, None, None
19.0, 50.0, None, 3.0, 19.0, 1992-03-25 14:30:00, 0.0, None, None
7.0, 95.0, None, 5.0, 21.0, 1992-03-26 07:10:00, 0.0, None, None
17.0, 58.0, None, 8.0, 17.0, 1992-03-26 14:30:00, 0.0, None, None
6.0, 68.0, None, 5.0, 18.0, 1992-03-27 07:05:00, 9.0, None, None
11.0, 45.0, None, 6.0, 11.0, 1992-03-27 14:30:00, 0.0, None, None
6.0, 63.0, None, 1.0, 13.0, 1992-03-28 07:15:00, 0.0, None, None
14.0, 29.0, None, 6.0, 14.0, 1992-03-28 14:00:00, 0.0, None, None
7.0, 45.0, None, 6.0, 15.0, 1992-03-29 07:15:00, 0.0, None, None
17.0, 33.0, None, 7.0, 17.0, 1992-03-29 14:00:00, 0.0, None, None
None, None, 0.0, None, None, 1992-11-04 16:10:00, 4.0, None, 0.0
5.0, None, 0.0, 5.0, 9.0, 1992-11-05 06:45:00, 1.0, None, 0.0
10.0, None, 0.0, 4.0, 10.0, 1992-11-05 16:30:00, 0.0, None, 0.0
8.0, None, 0.0, 7.0, 10.0, 1992-11-06 07:20:00, 1.0, None, 0.0
8.0, None, 0.0, 8.0, 9.0, 1992-11-06 14:30:00, 2.0, None, 0.0
10.0, None, 0.0, 8.0, 11.0, 1992-11-07 07:20:00, 28.0, None, 0.0
12.0, None, 0.0, 10.0, 13.0, 1992-11-07 14:30:00, 0.0, None, 0.0
6.0, None, 0.0, 6.0, 13.0, 1992-11-08 07:20:00, 6.0, None, 0.0
8.0, None, 0.0, 6.0, 8.0, 1992-11-08 14:30:00, 1.0, None, 0.0
1.0, None, 0.0, 0.0, 9.0, 1992-11-09 07:00:00, 7.0, None, 0.0
8.0, None, 0.0, 1.0, 9.0, 1992-11-09 16:00:00, 1.0, None, 0.0
3.0, None, 0.0, 1.0, 8.5, 1992-11-10 07:00:00, 0.0, None, 0.0
8.0, None, 0.0, 3.0, 8.5, 1992-11-10 15:00:00, 0.0, None, 0.0
5.0, None, 0.0, 4.0, 9.0, 1992-11-11 07:25:00, 5.0, None, 0.0
8.0, None, 0.0, 5.0, 8.0, 1992-11-11 14:30:00, 0.0, None, 0.0
7.0, None, 0.0, 5.5, 9.0, 1992-11-12 07:00:00, 0.0, None, 0.0
8.0, None, 0.0, 7.0, 9.0, 1992-11-12 15:30:00, 0.0, None, 0.0
8.0, None, 0.0, 7.0, 9.0, 1992-11-13 07:20:00, 0.0, None, 0.0
13.0, None, 0.0, 8.0, 13.0, 1992-11-13 14:30:00, 0.0, None, 0.0
1.0, None, 0.0, 1.0, 14.0, 1992-11-14 07:25:00, 0.0, None, 0.0
10.0, None, 0.0, 1.0, 11.0, 1992-11-14 14:30:00, 0.0, None, 0.0
6.5, None, 0.0, 5.5, 11.0, 1992-11-15 05:50:00, 0.0, None, 0.0
9.0, None, 0.0, 6.0, 11.0, 1992-11-15 16:45:00, 1.0, None, 0.0
8.0, None, 0.0, 8.0, 11.5, 1992-11-16 06:00:00, 4.0, None, 0.0
9.0, None, 0.0, 8.0, 10.5, 1992-11-16 16:30:00, 3.0, None, 0.0
8.0, None, 0.0, 8.0, 12.0, 1992-11-17 06:00:00, 3.0, None, 0.0
10.0, None, 0.0, 8.0, 12.0, 1992-11-17 16:30:00, 6.0, None, 0.0
7.0, None, 0.0, 6.0, 12.0, 1992-11-18 06:15:00, 6.0, None, 0.0
8.5, None, 0.0, 6.0, 10.0, 1992-11-18 16:30:00, 1.0, None, 0.0
6.0, None, 0.0, 5.0, 9.0, 1992-11-19 06:10:00, 16.0, None, 0.0
8.0, None, 0.0, 5.0, 8.5, 1992-11-19 16:30:00, 5.0, None, 0.0
5.0, None, 0.0, 3.0, 9.0, 1992-11-20 06:20:00, 0.0, None, 0.0
7.0, None, 0.0, 0.5, 9.5, 1992-11-20 16:30:00, 0.0, None, 0.0
5.0, None, 0.0, 3.0, 8.0, 1992-11-21 06:10:00, 9.0, None, 0.0
5.0, None, 0.0, 4.0, 8.0, 1992-11-21 16:30:00, 12.0, None, 0.0
5.0, None, 0.0, 4.0, 6.0, 1992-11-22 06:00:00, 18.0, None, 0.0
6.0, None, 0.0, 5.0, 9.0, 1992-11-22 16:00:00, 1.0, None, 0.0
2.0, None, 0.0, 1.0, 7.0, 1992-11-23 06:00:00, 0.0, None, 0.0
4.0, None, 0.0, 1.5, 5.5, 1992-11-23 16:30:00, 0.0, None, 0.0
-1.0, None, 0.0, -1.0, 0.0, 1992-11-24 06:20:00, 0.0, None, 0.0
4.5, None, 0.0, 1.0, 8.0, 1992-11-24 16:30:00, 0.0, None, 0.0
1.0, None, 0.0, 0.0, 3.0, 1992-11-25 06:20:00, 0.0, None, 0.0
5.0, None, 0.0, 0.5, 9.0, 1992-11-25 16:30:00, 0.0, None, 0.0
3.0, None, 0.0, 0.0, 5.0, 1992-11-26 06:30:00, 0.0, None, 0.0
6.0, None, 0.0, 3.0, 7.0, 1992-11-26 16:30:00, None, None, 0.0
6.0, None, 0.0, 5.0, 9.0, 1992-11-27 06:20:00, 5.0, None, 0.0
8.5, None, 0.0, 6.0, 10.0, 1992-11-27 16:30:00, 19.0, None, 0.0
8.0, None, 0.0, 4.0, 11.0, 1992-11-28 06:10:00, 3.0, None, 0.0
7.0, None, 0.0, 6.0, 8.0, 1992-11-28 16:30:00, 0.0, None, 0.0
4.0, None, 0.0, 3.0, 9.0, 1992-11-29 06:00:00, 0.0, None, 0.0
5.0, None, 0.0, 2.0, 6.0, 1992-11-29 17:00:00, 3.0, None, 0.0
8.0, None, 0.0, 4.0, 8.0, 1992-11-30 06:00:00, 24.0, None, 0.0
5.0, None, 0.0, 5.0, 9.0, 1992-11-30 16:30:00, 2.0, None, 0.0
3.0, None, 0.0, 0.0, 7.0, 1992-12-01 06:30:00, 0.0, None, 0.0
6.0, None, 0.0, 2.5, 6.0, 1992-12-01 16:30:00, 0.0, None, 0.0
2.0, None, 0.0, 0.0, 4.0, 1992-12-02 06:30:00, 0.0, None, 0.0
5.0, None, 0.0, 3.0, 7.0, 1992-12-02 16:30:00, 0.0, None, 0.0
2.0, None, 0.0, 0.0, 5.0, 1992-12-03 06:30:00, 0.0, None, 0.0
4.0, None, 0.0, 1.0, 5.0, 1992-12-03 16:30:00, 0.0, None, 0.0
0.0, None, 0.0, -1.0, 4.0, 1992-12-04 06:20:00, 0.0, None, 0.0
4.0, None, 0.0, 0.5, 5.5, 1992-12-04 16:30:00, 0.0, None, 0.0
1.0, None, 0.0, 0.0, 4.0, 1992-12-05 06:30:00, 0.0, None, 0.0
4.5, None, 0.0, 0.0, 5.0, 1992-12-05 16:30:00, 0.0, None, 0.0
3.0, None, 0.0, 2.0, 4.5, 1992-12-06 05:50:00, 0.0, None, 0.0
6.0, None, 0.0, 2.0, 7.0, 1992-12-06 16:30:00, 0.0, None, 0.0
4.0, None, 0.0, 2.0, 6.0, 1992-12-07 06:00:00, 0.0, None, 0.0
2.0, None, 0.0, 1.5, 5.5, 1992-12-07 16:30:00, 3.0, None, 0.0
3.0, None, 0.0, 1.0, 4.0, 1992-12-08 06:15:00, 2.0, None, 0.0
3.5, None, 0.0, 2.5, 4.0, 1992-12-08 16:30:00, 10.0, None, 0.0
5.0, None, 0.0, 4.0, 6.5, 1992-12-09 06:05:00, 6.0, None, 0.0
4.5, None, 0.0, 3.0, 7.0, 1992-12-09 16:30:00, 1.0, None, 0.0
4.0, None, 0.0, 2.0, 6.0, 1992-12-10 06:10:00, 0.0, None, 0.0
1.0, None, 0.0, 0.5, 4.0, 1992-12-10 16:30:00, 4.0, None, 0.0
3.0, None, 0.0, 0.0, 6.0, 1992-12-11 06:20:00, 1.0, None, 0.0
1.5, None, 0.0, 1.5, 3.0, 1992-12-11 16:30:00, 0.0, None, 0.0
0.0, None, 0.0, -1.0, 2.0, 1992-12-12 06:10:00, 0.0, None, 0.0
2.0, None, 0.0, -1.0, 2.5, 1992-12-12 16:30:00, 0.0, None, 0.0
2.0, None, 0.0, 0.0, 3.0, 1992-12-13 05:55:00, 5.0, None, 0.0
3.0, None, 0.0, 1.0, 4.0, 1992-12-13 16:20:00, 1.0, None, 0.0
8.0, None, 0.0, 3.0, 11.0, 1992-12-14 05:50:00, 10.0, None, 0.0
6.5, None, 0.0, 6.5, 9.5, 1992-12-14 16:30:00, 0.0, None, 0.0
3.5, None, 0.0, 1.0, 8.0, 1992-12-15 06:15:00, 0.0, None, 0.0
2.5, None, 0.0, 1.0, 6.0, 1992-12-15 16:30:00, 0.0, None, 0.0
1.0, None, 0.0, -1.0, 4.0, 1992-12-16 06:30:00, 0.0, None, 0.0
2.5, None, 0.0, 0.5, 2.5, 1992-12-16 16:30:00, 4.0, None, 0.0
2.0, None, 0.0, -1.0, 4.0, 1992-12-17 06:30:00, 0.0, None, 0.0
2.5, None, 0.0, 1.5, 5.0, 1992-12-17 16:30:00, 0.0, None, 0.0
-6.0, None, 0.0, -6.0, 2.5, 1992-12-18 06:30:00, 0.0, None, 0.0
-3.5, None, 0.0, -7.0, -2.0, 1992-12-18 16:30:00, 0.0, None, 0.0
-5.0, None, 0.0, -7.0, -3.0, 1992-12-19 07:20:00, 0.0, None, 0.0
-1.0, None, 0.0, -5.0, -0.5, 1992-12-19 17:00:00, 24.0, None, 0.0
0.0, None, 0.0, -1.0, 0.0, 1992-12-20 06:30:00, 6.0, None, 0.0
3.0, None, 0.0, 0.0, 4.0, 1992-12-20 17:00:00, 6.0, None, 0.0
3.0, None, 0.0, 2.0, 5.0, 1992-12-21 05:50:00, 9.0, None, 0.0
4.0, None, 0.0, 2.0, 5.0, 1992-12-21 17:00:00, 2.0, None, 0.0
8.0, None, 0.0, 4.0, 8.0, 1992-12-22 06:20:00, 5.0, None, 0.0
7.5, None, 0.0, 7.0, 9.0, 1992-12-22 16:30:00, 2.0, None, 0.0
8.0, None, 0.0, 5.0, 8.0, 1992-12-23 06:30:00, 5.0, None, 0.0
8.0, None, 0.0, 7.0, 9.0, 1992-12-23 17:00:00, 2.0, None, 0.0
7.0, None, 0.0, 5.0, 16.0, 1992-12-24 06:30:00, 1.0, None, 0.0
8.0, None, 0.0, 6.0, 9.5, 1992-12-24 16:30:00, 0.0, None, 0.0
2.0, None, 0.0, 2.0, 8.0, 1992-12-25 06:10:00, 0.0, None, 0.0
4.0, None, 0.0, -0.5, 5.0, 1992-12-25 16:30:00, 0.0, None, 0.0
1.0, None, 0.0, 1.0, 5.0, 1992-12-26 06:20:00, 8.0, None, 0.0
4.5, None, 0.0, 1.0, 4.5, 1992-12-26 16:30:00, 10.0, None, 0.0
2.0, None, 2.0, 0.0, 6.0, 1992-12-27 07:00:00, 8.0, None, 0.0
-2.0, None, 0.0, -2.0, 2.5, 1992-12-27 16:30:00, 1.0, None, 0.0
-8.0, None, 0.0, -19.0, -1.0, 1992-12-28 06:10:00, 0.0, None, 0.0
-10.5, None, 0.0, -19.5, -4.0, 1992-12-28 17:00:00, 0.0, None, 5.0
-10.0, None, 0.0, -12.0, -8.0, 1992-12-29 06:30:00, 0.0, None, 0.0
-8.0, None, 0.0, -10.0, -7.0, 1992-12-29 16:30:00, 0.0, None, 0.0
-10.0, None, 0.0, -12.0, -7.0, 1992-12-30 06:30:00, 0.0, None, 0.0
-5.5, None, 0.0, -15.0, -5.5, 1992-12-30 16:30:00, 0.0, None, 0.0
-5.0, None, 0.0, -15.0, -4.0, 1992-12-31 06:25:00, 0.0, None, 0.0
-3.0, None, 0.0, -10.0, -3.0, 1992-12-31 15:30:00, 0.0, None, 0.0
-6.0, None, 0.0, -13.0, -3.0, 1993-01-01 06:20:00, 0.0, None, 0.0
-6.0, None, 0.0, -9.0, -2.5, 1993-01-01 16:30:00, 0.0, None, 0.0
-8.0, None, 0.0, -10.0, -5.0, 1993-01-02 06:35:00, 0.0, None, 0.0
-6.0, None, 1.0, -8.0, -6.0, 1993-01-02 16:30:00, None, None, 0.0
-4.5, None, 5.0, -4.5, -4.5, 1993-01-03 06:30:00, None, None, 6.0
-1.5, None, 19.0, -5.0, -1.0, 1993-01-03 17:00:00, None, None, 20.0
-2.0, None, 12.0, -3.0, -2.0, 1993-01-04 06:45:00, 0.0, None, 32.0
-2.0, None, 0.0, -3.0, -1.0, 1993-01-04 17:00:00, 0.0, None, 32.0
-11.0, None, 0.0, -14.0, -5.0, 1993-01-05 07:30:00, 0.0, None, 32.0
-7.5, None, 0.0, -10.5, -6.5, 1993-01-05 17:15:00, 0.0, None, 32.0
-11.0, None, 0.0, -15.0, -7.0, 1993-01-06 06:10:00, 0.0, None, 32.0
-4.5, None, 0.0, -11.0, -4.5, 1993-01-06 17:00:00, None, None, 32.0
-10.0, None, 0.0, -14.0, -5.0, 1993-01-07 06:40:00, 0.0, None, 32.0
-5.5, None, 0.0, -9.5, -5.5, 1993-01-07 16:30:00, 0.0, None, 32.0
-5.0, None, 0.0, -8.0, -3.0, 1993-01-08 06:30:00, 0.0, None, 32.0
-1.0, None, 0.0, -1.0, -1.0, 1993-01-08 19:00:00, 0.0, None, 32.0
-6.0, None, 0.0, -8.0, -3.0, 1993-01-09 06:30:00, 0.0, None, 30.0
-1.0, None, 0.0, -3.0, -1.0, 1993-01-09 17:00:00, 0.0, None, 30.0
-6.0, None, 0.0, -6.0, -1.0, 1993-01-10 05:50:00, 0.0, None, 30.0
-3.0, None, 0.0, -7.0, -3.0, 1993-01-10 17:00:00, 0.0, None, 28.0
-9.0, None, 0.0, -9.0, -4.0, 1993-01-11 05:50:00, 0.0, None, 28.0
-6.0, None, 0.0, -9.0, -6.0, 1993-01-11 16:30:00, 0.0, None, 28.0
-8.0, None, 0.0, -14.0, -6.0, 1993-01-12 06:35:00, 0.0, None, 22.0
-4.0, None, 0.0, -9.0, -4.0, 1993-01-12 16:30:00, 0.0, None, 22.0
-8.0, None, 0.0, -10.0, -3.0, 1993-01-13 06:20:00, 0.0, None, 21.0
-1.5, None, 0.0, -8.5, -1.0, 1993-01-13 16:30:00, 0.0, None, 21.0
-4.0, None, 0.0, -7.0, 0.0, 1993-01-14 06:40:00, 0.0, None, 20.0
2.0, None, 0.0, -4.0, 2.0, 1993-01-14 16:30:00, 0.0, None, 20.0
-2.0, None, 0.0, -3.0, 3.0, 1993-01-15 06:30:00, 0.0, None, 18.0
-0.5, None, 0.0, -1.5, 0.5, 1993-01-15 17:00:00, 0.0, None, 18.0
-2.0, None, 0.0, -5.0, 1.0, 1993-01-16 06:30:00, 0.0, None, 16.0
2.5, None, 0.0, -3.0, 3.5, 1993-01-16 17:00:00, 0.0, None, 16.0
-3.0, None, 0.0, -3.0, 4.0, 1993-01-17 06:15:00, 0.0, None, 16.0
1.0, None, 0.0, -3.0, 2.0, 1993-01-17 17:00:00, 0.0, None, 14.0
-3.0, None, 0.0, -3.0, 2.0, 1993-01-18 05:50:00, 0.0, None, 14.0
1.0, None, None, -3.0, 2.5, 1993-01-18 16:30:00, 0.0, None, 14.0
0.0, None, 0.0, -3.0, 4.0, 1993-01-19 06:40:00, 0.0, None, 11.0
1.5, None, 2.0, -1.5, 2.5, 1993-01-19 17:00:00, 7.0, None, 8.0
3.0, None, 0.0, 0.0, 5.0, 1993-01-20 06:35:00, 5.0, None, 4.0
5.0, None, 0.0, 2.0, 7.0, 1993-01-20 16:30:00, 11.0, None, 4.0
5.0, None, 0.0, 3.0, 7.0, 1993-01-21 06:25:00, 4.0, None, 3.0
4.5, None, 0.0, 3.0, 6.5, 1993-01-21 16:29:00, 1.0, None, 3.0
0.0, None, 0.0, -2.0, 6.0, 1993-01-22 06:30:00, 0.0, None, 0.0
2.5, None, 0.0, -1.0, 5.0, 1993-01-22 16:30:00, 0.0, None, 0.0
0.0, None, 0.0, -3.0, 5.0, 1993-01-23 06:40:00, 0.0, None, 0.0
1.0, None, 0.0, -0.5, 2.0, 1993-01-23 17:00:00, None, None, 0.0
1.0, None, 5.0, 0.0, 2.0, 1993-01-24 05:40:00, None, None, None
2.0, None, 0.0, 0.0, 2.0, 1993-01-24 17:00:00, None, None, 0.0
8.0, None, 0.0, 3.0, 10.0, 1993-01-25 06:05:00, 24.0, None, 0.0
7.0, None, 0.0, 6.5, 9.0, 1993-01-25 16:30:00, 2.0, None, 0.0
5.0, None, 0.0, 3.0, 8.0, 1993-01-26 06:30:00, 3.0, None, 0.0
5.0, None, 0.0, 4.5, 6.0, 1993-01-26 16:30:00, 5.0, None, 0.0
5.0, None, 0.0, 3.0, 7.0, 1993-01-27 06:30:00, 5.0, None, 0.0
7.0, None, 0.0, 4.5, 7.0, 1993-01-27 16:30:00, 4.0, None, 0.0
7.0, None, 0.0, 5.0, 11.0, 1993-01-28 06:20:00, 1.0, None, 0.0
8.0, None, 0.0, 5.0, 9.0, 1993-01-28 16:30:00, 2.0, None, 0.0
5.0, None, 0.0, 4.0, 10.0, 1993-01-29 06:25:00, 0.0, None, 0.0
9.0, None, 0.0, 4.0, 9.5, 1993-01-29 16:30:00, 0.0, None, 0.0
4.0, None, 0.0, 3.0, 10.0, 1993-01-30 06:25:00, 0.0, None, 0.0
10.5, None, 0.0, 3.0, 11.0, 1993-01-30 17:00:00, None, None, 0.0
4.0, None, 0.0, 3.0, 12.0, 1993-01-31 05:40:00, None, None, 0.0
10.0, None, 0.0, 2.5, 12.0, 1993-01-31 17:00:00, None, None, 0.0
4.0, None, 0.0, 2.0, 10.0, 1993-02-01 06:00:00, 0.0, None, 0.0
9.0, None, 0.0, 3.0, 10.5, 1993-02-01 16:30:00, 0.0, None, 0.0
5.0, None, 0.0, 4.0, 9.0, 1993-02-02 06:40:00, 0.0, None, 0.0
11.0, None, 0.0, 4.0, 12.5, 1993-02-02 16:30:00, 0.0, None, 0.0
6.0, None, 0.0, 4.0, 11.0, 1993-02-04 06:25:00, 0.0, None, 0.0
8.0, None, 0.0, 5.5, 9.0, 1993-02-04 16:30:00, 0.0, None, 0.0
6.0, None, 0.0, 5.0, 9.0, 1993-02-05 06:35:00, 0.0, None, 0.0
10.0, None, 0.0, 4.5, 11.0, 1993-02-05 16:30:00, 0.0, None, 0.0
7.0, None, 0.0, 5.0, 12.0, 1993-02-06 06:30:00, 0.0, None, 0.0
12.0, None, 0.0, 6.5, 13.0, 1993-02-06 17:00:00, 0.0, None, 0.0
7.0, None, 0.0, 6.0, 12.0, 1993-02-07 05:55:00, 0.0, None, 0.0
14.0, None, 0.0, 6.0, 14.0, 1993-02-07 16:30:00, 0.0, None, 0.0
9.0, None, 0.0, 8.0, 14.0, 1993-02-08 06:00:00, 0.0, None, 0.0
14.0, None, 0.0, 8.5, 15.5, 1993-02-08 16:30:00, 0.0, None, 0.0
9.0, None, 0.0, 8.0, 15.0, 1993-02-09 06:35:00, 0.0, None, 0.0
