station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
0.0, None, None, None, None, None, None, 1977-04-13 07:00:00, None, None, None
-3.0, None, None, None, None, None, None, 1977-04-14 07:00:00, None, None, None
1.0, None, None, None, None, None, None, 1977-04-15 07:00:00, None, None, None
1.0, None, None, None, None, None, None, 1977-04-18 07:00:00, None, None, None
1.0, None, None, None, None, None, None, 1977-04-19 07:00:00, None, None, None
1.0, None, None, None, None, None, None, 1977-04-20 07:00:00, None, None, None
3.0, None, None, None, None, None, None, 1977-04-21 07:00:00, None, None, None
3.0, None, None, None, None, None, None, 1977-04-25 07:00:00, None, None, None
6.0, None, None, None, None, None, None, 1977-04-26 07:00:00, None, None, None
5.0, None, None, None, None, None, None, 1977-04-27 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1977-04-28 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1977-04-29 07:00:00, None, None, None
-11.0, None, None, None, None, None, None, 1978-01-12 08:00:00, None, None, None
0.0, None, None, None, None, None, None, 1978-01-13 08:00:00, None, None, 19.0
-8.0, None, None, None, None, None, None, 1978-01-16 08:00:00, None, None, 95.0
-7.0, None, None, 1.0, None, None, None, 1978-01-17 08:00:00, None, None, 96.0
1.0, None, None, None, None, None, None, 1978-01-18 05:00:00, None, None, 96.0
-5.0, None, None, None, None, None, None, 1978-01-19 08:00:00, None, None, 97.0
-5.0, None, None, 9.0, None, None, None, 1978-01-20 08:00:00, None, None, 105.0
2.0, None, None, None, None, None, None, 1978-01-25 08:00:00, None, None, None
-13.0, None, None, None, None, None, None, 1978-01-29 16:00:00, None, None, 110.0
1.0, None, None, None, None, None, None, 1978-11-01 07:15:00, None, None, None
0.0, None, None, 8.0, None, None, None, 1978-11-03 06:45:00, None, None, None
0.0, None, None, 45.0, None, None, None, 1978-11-06 06:45:00, None, None, None
1.0, None, None, None, None, None, None, 1978-11-07 06:45:00, None, None, None
1.0, None, None, None, None, None, None, 1978-11-08 06:45:00, None, None, None
-5.0, None, None, None, None, None, None, 1978-11-09 06:45:00, None, None, None
-9.0, None, None, None, None, None, None, 1978-11-10 06:45:00, None, None, None
-3.0, None, None, 10.0, None, None, None, 1978-11-11 08:00:00, None, None, None
-3.0, None, None, 12.0, None, None, None, 1978-11-14 06:45:00, None, None, None
0.0, None, None, 45.0, None, None, None, 1978-11-15 06:45:00, None, None, None
0.0, None, None, 18.0, None, None, None, 1978-11-16 06:45:00, None, None, None
-9.0, None, None, 13.0, None, None, None, 1978-11-17 06:45:00, None, None, None
-10.0, None, None, None, None, None, None, 1978-11-19 06:45:00, None, None, None
-9.0, None, None, None, None, None, None, 1978-11-20 06:45:00, None, None, None
-3.0, None, None, 5.0, None, None, None, 1978-11-23 06:45:00, None, None, None
0.0, None, None, 7.0, None, None, None, 1978-11-24 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1978-11-27 06:45:00, None, None, None
3.5, None, None, None, None, None, None, 1978-11-28 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1978-11-30 06:45:00, None, None, None
-7.5, None, None, None, None, None, None, 1978-12-01 06:45:00, None, None, None
-2.5, None, None, 4.0, None, None, None, 1978-12-02 11:00:00, None, None, None
2.5, None, None, 32.0, None, None, None, 1978-12-03 14:30:00, None, None, None
0.5, None, None, None, None, None, None, 1978-12-04 06:45:00, None, None, None
-2.0, None, None, 3.0, None, None, None, 1978-12-05 06:45:00, None, None, None
-6.0, None, None, None, None, None, None, 1978-12-06 06:45:00, None, None, None
-6.0, None, None, 3.0, None, None, None, 1978-12-07 06:45:00, None, None, None
0.5, None, None, 15.0, None, None, None, 1978-12-09 10:30:00, None, None, None
-6.5, None, None, None, None, None, None, 1978-12-11 06:45:00, None, None, None
-3.0, None, None, 12.0, None, None, None, 1978-12-12 06:45:00, None, None, None
None, None, None, 25.0, None, None, None, 1978-12-12 14:00:00, None, None, None
-2.5, None, None, 55.0, None, None, None, 1978-12-13 06:30:00, None, None, None
None, None, None, 35.0, None, None, None, 1978-12-13 11:15:00, None, None, None
0.0, None, None, 15.0, None, None, None, 1978-12-14 06:45:00, None, None, None
None, None, None, 25.0, None, None, None, 1978-12-17 06:45:00, None, None, None
-12.5, None, None, None, None, None, None, 1978-12-18 06:45:00, None, None, None
-6.5, None, None, 12.0, None, None, None, 1978-12-19 06:45:00, None, None, None
-3.0, None, None, 38.0, None, None, None, 1978-12-20 06:45:00, None, None, None
0.0, None, None, 10.0, None, None, None, 1978-12-21 06:45:00, None, None, None
-2.0, None, None, 8.0, None, None, None, 1978-12-22 06:45:00, None, None, None
-3.0, None, None, 20.0, None, None, None, 1978-12-23 10:00:00, None, None, None
1.0, None, None, 15.0, None, None, None, 1978-12-24 14:30:00, None, None, None
-17.5, None, None, 4.0, None, None, None, 1978-12-27 06:30:00, None, None, None
-15.0, None, None, None, None, None, None, 1978-12-28 06:45:00, None, None, None
-15.0, None, None, None, None, None, None, 1978-12-29 06:45:00, None, None, None
-15.0, None, None, None, None, None, None, 1978-12-30 14:00:00, None, None, None
-16.0, None, None, None, None, None, None, 1978-12-31 14:00:00, None, None, None
-12.5, None, None, None, None, None, None, 1979-01-01 10:30:00, None, None, None
-12.0, None, None, None, None, None, None, 1979-01-02 07:00:00, None, None, None
-12.0, None, None, None, None, None, None, 1979-01-03 06:45:00, None, None, None
-14.0, None, None, None, None, None, None, 1979-01-04 06:45:00, None, None, None
-11.0, None, None, None, None, None, None, 1979-01-05 06:45:00, None, None, None
-11.0, None, None, None, None, None, None, 1979-01-06 06:45:00, None, None, None
-11.0, None, None, None, None, None, None, 1979-01-07 06:45:00, None, None, None
-12.0, None, None, None, None, None, None, 1979-01-08 06:45:00, None, None, None
-10.0, None, None, None, None, None, None, 1979-01-09 06:45:00, None, None, None
-9.0, None, None, None, None, None, None, 1979-01-10 06:45:00, None, None, None
-8.0, None, None, None, None, None, None, 1979-01-11 06:45:00, None, None, None
-18.0, None, None, None, None, None, None, 1979-01-12 06:45:00, None, None, None
-18.0, None, None, None, None, None, None, 1979-01-13 06:45:00, None, None, None
-15.0, None, None, None, None, None, None, 1979-01-14 06:45:00, None, None, None
-13.5, None, None, None, None, None, None, 1979-01-15 06:45:00, None, None, None
-12.0, None, None, 14.0, None, None, None, 1979-01-16 06:45:00, None, None, None
-7.0, None, None, 19.0, None, None, None, 1979-01-17 06:45:00, None, None, None
-5.0, None, None, 8.0, None, None, None, 1979-01-18 06:45:00, None, None, None
0.0, None, None, 18.0, None, None, None, 1979-01-19 06:45:00, None, None, None
-2.0, None, None, 2.0, None, None, None, 1979-01-21 06:45:00, None, None, None
-3.0, None, None, 12.0, None, None, None, 1979-01-22 06:45:00, None, None, None
-1.0, None, None, 40.0, None, None, None, 1979-01-23 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-01-24 06:45:00, None, None, None
-5.0, None, None, None, None, None, None, 1979-01-25 06:45:00, None, None, None
-2.5, None, None, 28.0, None, None, None, 1979-01-26 06:45:00, None, None, None
0.0, None, None, 8.0, None, None, None, 1979-01-27 14:00:00, None, None, None
-4.5, None, None, None, None, None, None, 1979-01-29 06:45:00, None, None, None
-5.0, None, None, None, None, None, None, 1979-01-30 06:45:00, None, None, None
-16.0, None, None, None, None, None, None, 1979-01-31 06:45:00, None, None, None
-16.0, None, None, None, None, None, None, 1979-02-01 06:45:00, None, None, None
-7.5, None, None, 10.0, None, None, None, 1979-02-02 06:45:00, None, None, None
0.0, None, None, 12.0, None, None, None, 1979-02-04 09:30:00, None, None, None
1.0, None, None, 40.0, None, None, None, 1979-02-04 20:00:00, None, None, None
0.0, None, None, 10.0, None, None, None, 1979-02-05 06:45:00, None, None, None
0.0, None, None, 10.0, None, None, None, 1979-02-06 06:45:00, None, None, None
-7.5, None, None, 10.0, None, None, None, 1979-02-07 06:45:00, None, None, None
-8.5, None, None, 7.0, None, None, None, 1979-02-08 06:45:00, None, None, None
-8.5, None, None, 10.0, None, None, None, 1979-02-09 06:45:00, None, None, None
-8.0, None, None, 4.0, None, None, None, 1979-02-10 15:00:00, None, None, None
-12.0, None, None, None, None, None, None, 1979-02-12 06:45:00, None, None, None
-12.0, None, None, None, None, None, None, 1979-02-13 06:45:00, None, None, None
-13.0, None, None, None, None, None, None, 1979-02-16 06:45:00, None, None, None
-9.5, None, None, None, None, None, None, 1979-02-17 09:30:00, None, None, None
1.5, None, None, None, None, None, None, 1979-02-17 14:30:00, None, None, None
1.0, None, None, 5.0, None, None, None, 1979-02-18 14:30:00, None, None, None
-7.0, None, None, None, None, None, None, 1979-02-19 06:45:00, None, None, None
-5.0, None, None, None, None, None, None, 1979-02-20 06:45:00, None, None, None
-14.0, None, None, None, None, None, None, 1979-02-21 06:45:00, None, None, None
-8.0, None, None, None, None, None, None, 1979-02-22 06:45:00, None, None, None
-13.0, None, None, None, None, None, None, 1979-02-23 06:45:00, None, None, None
-11.0, None, None, 2.0, None, None, None, 1979-02-26 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1979-02-27 06:45:00, None, None, None
-6.0, None, None, 2.0, None, None, None, 1979-02-28 06:45:00, None, None, None
-1.0, None, None, 2.0, None, None, None, 1979-03-01 06:45:00, None, None, None
-1.5, None, None, 10.0, None, None, None, 1979-03-02 06:45:00, None, None, None
-1.0, None, None, 20.0, None, None, None, 1979-03-02 19:30:00, None, None, None
1.0, None, None, 30.0, None, None, None, 1979-03-03 10:30:00, None, None, None
2.0, None, None, None, None, None, None, 1979-03-05 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-03-06 06:45:00, None, None, None
3.0, None, None, None, None, None, None, 1979-03-12 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1979-03-13 06:45:00, None, None, None
-4.0, None, None, None, None, None, None, 1979-03-14 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-03-15 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-03-16 06:45:00, None, None, None
-2.0, None, None, None, None, None, None, 1979-03-19 06:45:00, None, None, None
-5.0, None, None, None, None, None, None, 1979-03-22 06:45:00, None, None, None
-3.5, None, None, None, None, None, None, 1979-03-23 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1979-03-24 08:30:00, None, None, None
-6.0, None, None, None, None, None, None, 1979-03-26 06:45:00, None, None, None
-6.0, None, None, None, None, None, None, 1979-03-27 06:45:00, None, None, None
-6.0, None, None, None, None, None, None, 1979-03-28 06:45:00, None, None, None
-2.0, None, None, None, None, None, None, 1979-03-29 06:45:00, None, None, None
-1.5, None, None, None, None, None, None, 1979-03-30 06:45:00, None, None, None
-4.0, None, None, None, None, None, None, 1979-04-02 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-04-03 06:45:00, None, None, None
2.0, None, None, None, None, None, None, 1979-04-04 06:45:00, None, None, None
4.0, None, None, None, None, None, None, 1979-04-05 06:45:00, None, None, None
1.0, None, None, None, None, None, None, 1979-04-09 06:45:00, None, None, None
5.0, None, None, None, None, None, None, 1979-04-12 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1979-04-17 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1979-04-18 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-04-23 06:45:00, None, None, None
0.0, None, None, None, None, None, None, 1979-04-24 06:45:00, None, None, None
-1.0, None, None, None, None, None, None, 1979-04-25 06:45:00, None, None, None
-3.0, None, None, None, None, None, None, 1979-04-26 06:45:00, None, None, None
1.0, None, None, None, None, None, None, 1979-04-27 06:45:00, None, None, None
5.0, None, None, None, None, None, None, 1979-11-02 06:45:00, None, None, None
-2.0, None, None, 5.0, None, None, None, 1979-12-08 06:45:00, None, None, None
0.0, None, None, 10.0, -3.0, None, 0.0, 1979-12-25 21:00:00, None, None, 55.0
-11.0, None, None, None, -11.0, None, -9.0, 1980-12-03 07:30:00, None, None, 25.0
-12.0, None, None, None, -12.0, None, -11.0, 1980-12-03 19:45:00, None, None, 25.0
-2.0, None, None, None, -2.0, None, 2.0, 1980-12-31 19:30:00, None, None, 90.0
6.0, None, None, None, -4.0, None, 6.0, 1981-04-03 15:20:00, None, None, 8.0
-12.0, 24.0, None, None, -16.0, None, -12.0, 1989-01-02 08:20:00, None, None, 175.0
-2.0, None, 32.0, 12.0, -2.0, None, 0.0, 1989-01-16 07:45:00, None, None, 180.0
-0.5, None, 38.0, 17.0, -2.0, None, 1.5, 1989-01-17 07:25:00, 18.0, None, 184.0
-1.0, None, 37.0, 2.0, -1.0, None, 0.0, 1989-01-17 17:30:00, 0.0, None, 180.0
-2.0, None, None, None, None, None, None, 1989-01-18 11:00:00, None, None, None
-3.0, None, None, None, -3.0, None, -2.0, 1989-01-18 16:00:00, None, None, None
-1.0, 100.0, 37.0, 37.0, -3.0, None, 1.0, 1989-01-19 07:45:00, 2.0, None, 200.0
-4.0, None, None, None, -4.0, None, -4.0, 1989-01-19 16:00:00, None, None, None
-3.0, None, None, None, -6.0, None, -3.0, 1989-01-20 07:00:00, None, None, None
-3.0, None, None, None, -3.0, None, -3.0, 1989-01-20 16:00:00, None, None, None
-4.0, None, None, None, -4.0, None, -3.0, 1989-01-21 07:00:00, None, None, None
-3.0, 101.0, 0.1, 0.1, -3.0, None, -1.0, 1989-01-21 15:50:00, 0.0, None, 210.0
-1.0, 100.0, 8.0, 8.0, -2.0, None, 1.0, 1989-01-22 07:45:00, 0.0, None, 210.0
0.0, 100.0, 0.0, 0.0, -2.0, None, 1.0, 1989-01-22 16:15:00, None, None, 200.0
1.0, 65.0, 0.1, 0.1, -1.0, None, 5.0, 1989-01-29 09:25:00, None, None, 195.0
0.0, 75.0, 0.0, 0.0, -1.0, None, 5.0, 1989-01-29 15:50:00, 0.0, None, 185.0
-4.0, 70.0, 1.0, 1.0, -4.0, None, 1.0, 1989-01-30 07:30:00, 0.0, None, 180.0
-10.0, 38.0, 0.0, 0.0, -10.0, None, -2.0, 1989-01-30 17:10:00, 0.0, None, 178.0
-15.0, 33.0, 0.0, 0.0, -17.0, None, -2.0, 1989-01-31 07:35:00, 0.0, None, 175.0
-16.0, 25.0, 0.0, 0.0, -17.0, None, -14.0, 1989-02-01 07:45:00, 0.0, None, 175.0
-14.0, 55.0, 0.1, 0.1, -14.0, None, -4.0, 1989-02-03 09:00:00, 0.0, None, 170.0
-7.0, 33.0, 0.0, 0.0, -14.0, None, -5.0, 1989-02-03 15:45:00, 0.0, None, 170.0
-12.0, 47.0, 0.1, 0.1, -13.0, None, -6.0, 1989-02-04 08:00:00, 0.0, None, 170.0
-6.0, 35.0, 0.1, 0.1, -13.0, None, -5.0, 1989-02-04 15:30:00, 0.0, None, 170.0
-10.0, 51.0, 0.1, 0.1, -11.0, None, -4.0, 1989-02-05 08:30:00, 1.0, None, 170.0
-5.0, 41.0, 0.1, 0.1, -11.0, None, -4.0, 1989-02-05 15:15:00, 1.0, None, 170.0
-9.0, 54.0, 0.0, 0.0, -10.5, None, -4.0, 1989-02-06 07:10:00, 0.0, None, 170.0
-6.0, 45.0, 0.0, 0.0, -11.0, None, -4.0, 1989-02-06 16:25:00, 0.0, None, 170.0
-15.0, 75.0, 0.0, 0.0, -15.0, None, -5.0, 1989-02-07 07:05:00, 0.0, None, 170.0
-4.0, 40.0, 0.0, 0.0, -15.0, None, -2.0, 1989-02-07 16:05:00, 0.0, None, 170.0
-13.0, 74.0, 0.0, 0.0, -13.0, None, -3.0, 1989-02-08 06:40:00, 0.0, None, 170.0
-3.0, 40.0, 0.0, 0.0, -13.0, None, -2.0, 1989-02-08 15:35:00, 0.0, None, 170.0
-12.0, 72.0, 0.0, 0.0, -13.0, None, -2.0, 1989-02-09 07:00:00, 0.0, None, 170.0
-4.0, 48.0, 0.0, 0.0, -13.0, None, -3.0, 1989-02-10 07:25:00, 0.0, None, 170.0
0.5, 40.0, 0.0, 0.0, -5.5, None, 1.0, 1989-02-10 14:35:00, 0.0, None, 170.0
-12.0, 80.0, 0.0, 0.0, -12.0, None, 1.0, 1989-02-11 08:00:00, 0.0, None, 170.0
-1.0, 46.0, 0.0, 0.0, -13.0, None, 0.0, 1989-02-11 14:30:00, 0.0, None, 165.0
-12.0, 77.0, 0.0, 0.0, -13.0, None, 0.0, 1989-02-12 09:10:00, 2.0, None, 170.0
-2.0, 55.0, 0.0, 0.0, -12.0, None, 0.5, 1989-02-12 16:00:00, 0.0, None, 170.0
-13.0, 78.0, 0.0, 0.0, -13.0, None, -1.5, 1989-02-13 07:20:00, 0.0, None, 168.0
0.5, 44.0, 0.0, 0.0, -13.0, None, 1.5, 1989-02-13 15:25:00, 0.0, None, 168.0
-12.0, 78.0, 0.0, 0.0, -12.0, None, 1.5, 1989-02-14 07:20:00, 0.0, None, 166.0
-1.0, 80.0, 0.0, 0.0, -12.5, None, 0.0, 1989-02-14 14:50:00, 0.0, None, 166.0
-4.5, 87.0, 0.0, 0.0, -7.5, None, 0.0, 1989-02-15 07:10:00, 0.0, None, 166.0
4.0, 33.0, 0.0, 0.0, -6.5, None, 5.5, 1989-02-15 15:25:00, 0.0, None, 166.0
-1.0, 35.0, 0.0, 0.0, -4.0, None, 4.5, 1989-02-16 07:25:00, 0.0, None, 164.0
1.5, 35.0, 0.0, 0.0, -2.5, None, 2.0, 1989-02-16 15:20:00, 0.0, None, 162.0
-11.0, 75.0, 0.0, 0.0, -11.5, None, 2.0, 1989-02-17 07:20:00, 0.0, None, 160.0
1.0, 34.0, 0.0, 0.0, -11.5, None, 2.0, 1989-02-17 15:30:00, 0.0, None, 162.0
-3.0, 48.0, 0.0, 0.0, -9.0, None, 2.0, 1989-02-18 07:30:00, 0.0, None, 162.0
2.0, 40.0, 0.0, 0.0, -5.0, None, 3.0, 1989-02-18 15:30:00, 0.0, None, 162.0
-2.0, 65.0, 0.1, 0.1, -7.0, None, 3.0, 1989-02-19 07:30:00, 0.0, None, 162.0
1.0, 55.0, 0.0, 0.0, -3.0, None, 3.0, 1989-02-19 15:35:00, 0.0, None, 162.0
-10.0, 92.0, 0.0, 0.0, -10.5, None, 2.0, 1989-02-20 07:25:00, 0.0, None, 160.0
2.5, 55.0, 0.0, 0.0, -10.5, None, 3.0, 1989-02-20 15:55:00, 0.0, None, 160.0
-3.5, 90.0, 0.0, 0.0, -4.0, None, 2.5, 1989-02-21 07:35:00, 0.0, None, 160.0
3.0, 80.0, 0.0, 0.0, -3.5, None, 5.0, 1989-02-21 15:45:00, 0.0, None, 160.0
0.0, 95.0, 0.0, 0.0, -1.5, None, 4.0, 1989-02-22 07:15:00, 0.0, None, 160.0
4.5, 75.0, 0.0, 0.0, 0.0, None, 8.0, 1989-02-22 15:35:00, 3.0, None, 158.0
-0.5, 95.0, 0.0, 0.0, -1.0, None, 6.5, 1989-02-23 07:40:00, 0.0, None, 158.0
4.0, 75.0, 0.0, 0.0, -0.5, None, 7.0, 1989-02-23 15:30:00, 0.0, None, 158.0
-4.5, 95.0, 0.0, 0.0, -4.5, None, 5.0, 1989-02-24 07:25:00, 0.0, None, 158.0
0.0, 85.0, 0.0, 0.0, -4.5, None, 9.5, 1989-02-24 17:30:00, 0.0, None, 158.0
-8.0, 90.0, 0.0, 0.0, -8.0, None, 0.5, 1989-02-25 07:20:00, 0.0, None, 158.0
4.0, 43.0, 0.0, 0.0, -7.0, None, 7.5, 1989-02-25 15:30:00, 0.0, None, 158.0
-4.5, 84.0, 0.0, 0.0, -6.5, None, 4.0, 1989-02-26 07:20:00, 0.0, None, 158.0
1.5, 70.0, 0.0, 0.0, -4.0, None, 2.0, 1989-02-26 15:35:00, 0.0, None, 158.0
-5.5, 90.0, 0.0, 0.0, -6.0, None, 4.0, 1989-02-27 08:20:00, 0.0, None, 156.0
1.0, 30.0, 0.0, 0.0, -6.0, None, 2.0, 1989-02-27 15:40:00, 0.0, None, 156.0
-6.0, 35.0, 0.0, 0.0, -6.0, None, 1.0, 1989-02-28 07:40:00, 0.0, None, 156.0
-3.0, 32.0, 0.0, 0.0, -5.0, None, -2.0, 1989-02-28 15:35:00, 0.0, None, 156.0
-13.0, 75.0, 0.0, 0.0, -13.0, None, -2.5, 1989-03-01 07:25:00, 0.0, None, 156.0
