station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
3.0, None, None, None, -5.0, None, 4.0, 1980-12-15 15:30:00, None, None
4.0, None, None, None, 2.0, None, 5.0, 1980-12-16 08:45:00, None, None
2.5, None, None, None, 2.5, None, 6.0, 1980-12-16 15:05:00, None, None
-1.0, None, None, None, -1.5, None, 7.0, 1980-12-17 08:46:00, None, None
-1.5, None, None, None, -1.5, None, 5.0, 1980-12-17 15:00:00, None, None
-7.5, None, None, None, -9.5, None, 2.0, 1980-12-18 09:09:00, None, None
-7.5, None, None, None, -8.5, None, -5.0, 1980-12-18 15:15:00, None, None
-9.0, None, None, None, -12.0, None, -7.5, 1980-12-19 09:09:00, None, None
-11.0, None, None, None, -11.0, None, -8.0, 1980-12-19 15:36:00, None, None
-6.0, 90.0, 2.0, 2.0, -9.0, None, -6.0, 1980-12-20 09:15:00, None, None
-5.5, 90.0, None, None, -5.5, None, -4.0, 1980-12-20 15:20:00, None, None
-2.5, 93.0, None, None, -7.0, None, -2.5, 1980-12-21 09:10:00, None, None
-2.0, 93.0, None, None, -4.0, None, -1.0, 1980-12-21 15:35:00, None, None
-2.0, 93.0, None, None, -3.5, None, -1.0, 1980-12-22 09:00:00, None, None
-3.0, 92.0, None, None, -3.0, None, 0.0, 1980-12-22 15:18:00, None, None
-4.0, None, None, 3.0, -4.0, None, -2.0, 1980-12-23 09:00:00, None, None
-4.5, None, None, None, -4.5, None, -1.0, 1980-12-23 15:10:00, None, None
-3.0, None, None, None, -3.0, None, -1.0, 1980-12-24 09:00:00, None, None
-3.0, None, None, None, -3.0, None, -3.0, 1980-12-24 15:30:00, None, None
3.5, 93.0, None, None, -1.5, None, 3.5, 1980-12-26 09:05:00, None, None
2.5, 92.0, None, None, 2.5, None, 4.0, 1980-12-26 15:00:00, None, None
-1.5, None, None, None, -1.5, None, 3.0, 1980-12-27 11:40:00, None, None
-2.0, None, None, None, -2.0, None, None, 1980-12-27 15:00:00, None, None
-3.0, 85.0, None, 3.0, -4.0, None, None, 1980-12-28 08:45:00, None, None
-3.0, 89.0, None, None, -4.0, None, -1.5, 1980-12-28 15:20:00, None, None
-2.0, 82.0, None, None, -4.0, None, -2.0, 1980-12-29 09:00:00, None, None
-1.5, 90.0, None, None, -2.5, None, -1.5, 1980-12-29 15:30:00, None, None
-1.0, 90.0, None, None, -2.0, None, -0.5, 1980-12-30 09:00:00, None, None
-0.5, 91.0, None, None, -1.5, None, -0.5, 1980-12-30 15:20:00, None, None
None, 90.0, None, None, None, None, None, 1980-12-31 09:12:00, None, None
0.0, 90.0, None, None, -0.5, None, 1.0, 1980-12-31 15:25:00, None, 0.0
4.0, 44.0, None, None, -3.0, None, 4.0, 1981-01-01 09:00:00, None, 0.0
2.0, 50.0, None, None, -2.0, None, 2.0, 1981-01-02 09:07:00, None, 0.0
1.0, 53.0, None, None, -3.0, None, 3.0, 1981-01-03 08:37:00, None, 155.0
3.0, 42.0, None, None, 1.0, None, 7.0, 1981-01-03 15:20:00, None, 155.0
-4.5, 74.0, None, None, -6.0, None, 7.0, 1981-01-04 08:40:00, None, 155.0
-3.0, 67.0, None, None, -6.0, None, -1.0, 1981-01-04 15:30:00, None, 155.0
-5.0, 81.0, None, None, -8.0, None, -2.0, 1981-01-05 08:30:00, None, 154.0
-2.0, 65.0, None, None, -4.5, None, -1.5, 1981-01-05 15:30:00, None, 159.0
-4.0, 81.0, None, None, -5.0, None, -2.0, 1981-01-06 09:00:00, None, 155.0
-6.5, 88.0, None, None, -7.0, None, -3.5, 1981-01-06 15:30:00, None, 155.0
-4.0, 84.0, None, 1.0, -7.0, None, -4.0, 1981-01-07 08:40:00, None, 153.0
-3.0, 55.0, None, None, -4.5, None, -2.0, 1981-01-07 15:15:00, None, 153.0
-6.5, 87.0, None, None, -7.5, None, -2.5, 1981-01-08 09:02:00, None, 155.0
-6.0, 87.0, None, None, -7.0, None, -5.5, 1981-01-08 15:15:00, None, 152.0
-6.5, 87.0, 1.0, 1.0, -7.0, None, -3.5, 1981-01-09 09:10:00, None, 152.0
-6.0, 87.0, None, None, -6.5, None, -5.0, 1981-01-09 15:25:00, None, 152.0
-5.0, 83.0, None, None, -7.0, None, -4.5, 1981-01-10 09:00:00, None, 152.0
1.5, 34.0, None, None, -7.0, None, 1.5, 1981-01-10 15:00:00, None, 152.0
4.0, 10.0, None, None, -7.0, None, 4.0, 1981-01-11 09:00:00, None, 151.0
5.5, 15.0, None, None, 4.0, None, 7.0, 1981-01-11 15:20:00, None, 151.0
-0.5, 35.0, None, None, -1.0, None, 5.0, 1981-01-12 08:45:00, None, 151.0
0.0, 35.0, None, None, -0.5, None, 5.0, 1981-01-12 15:15:00, None, 0.0
1.5, 35.0, None, None, -1.5, None, 1.5, 1981-01-13 09:00:00, None, 150.0
2.5, 36.0, None, None, 2.5, None, 5.5, 1981-01-13 15:15:00, None, 150.0
2.5, 41.0, None, None, 0.0, None, 5.5, 1981-01-14 08:30:00, None, 149.0
1.5, 34.0, None, None, -0.5, None, 7.0, 1981-01-15 08:40:00, None, 149.0
3.0, 35.0, None, None, 2.0, None, 3.5, 1981-01-15 15:10:00, None, 148.0
-0.5, 25.0, None, None, -6.0, None, 3.0, 1981-01-16 12:00:00, None, 148.0
0.0, 23.0, None, None, 0.0, None, 1.5, 1981-01-16 15:15:00, None, 148.0
-3.5, 49.0, None, None, -6.5, None, -0.5, 1981-01-17 09:15:00, None, 147.0
-4.0, 92.0, None, None, -4.5, None, -4.0, 1981-01-17 15:00:00, None, 148.0
-3.0, 90.0, None, None, -7.0, None, -3.0, 1981-01-18 09:00:00, None, 148.0
-1.0, 73.0, None, None, -3.0, None, 0.0, 1981-01-18 15:15:00, None, 148.0
