station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
6.0, None, None, 4.0, 12.0, 1988-11-01 07:45:00, None, None
7.0, None, None, 5.0, 13.0, 1988-11-02 07:30:00, None, None
9.0, None, None, 7.0, 9.0, 1988-11-03 08:00:00, None, None
7.0, None, None, 6.0, 10.0, 1988-11-04 07:00:00, None, None
7.0, None, None, 3.0, 12.0, 1988-11-08 07:15:00, None, None
6.0, None, None, 4.0, 12.0, 1988-11-10 07:10:00, None, None
2.0, None, None, 2.0, 7.0, 1988-11-10 17:00:00, None, None
4.0, None, None, 0.1, 5.0, 1988-11-13 17:00:00, None, None
2.0, None, None, -0.5, 4.5, 1988-11-14 04:00:00, None, None
4.0, None, None, 0.0, 4.0, 1988-11-14 17:00:00, None, None
4.0, None, None, 3.0, 7.0, 1988-11-15 04:00:00, None, None
6.0, None, None, 3.0, 12.0, 1988-11-15 17:00:00, None, None
3.0, None, None, 2.5, 7.0, 1988-11-16 04:00:00, None, None
5.0, None, None, 3.0, 11.0, 1988-11-16 17:00:00, None, None
2.0, None, None, 2.0, 7.0, 1988-11-17 04:00:00, None, None
6.0, None, None, 2.0, 8.0, 1988-11-17 17:00:00, None, None
5.0, None, None, 4.0, 7.0, 1988-11-18 04:00:00, None, None
8.0, None, None, 5.0, 8.0, 1988-11-18 17:00:00, None, None
5.0, None, None, 3.0, 8.0, 1988-11-19 05:00:00, None, None
6.5, None, None, 4.5, 7.0, 1988-11-19 17:30:00, None, None
4.0, None, None, 3.5, 8.0, 1988-11-20 04:00:00, None, None
8.0, None, None, 4.0, 11.0, 1988-11-20 17:00:00, None, None
4.0, None, None, 3.0, 8.0, 1988-11-21 04:10:00, 4.0, None
4.0, None, None, 3.0, 7.0, 1988-11-21 17:00:00, 0.0, None
7.0, None, None, 3.5, 7.0, 1988-11-22 04:15:00, 11.0, None
7.5, None, None, 4.5, 7.5, 1988-11-22 17:00:00, None, None
1.0, None, None, 1.0, 7.5, 1988-11-23 04:00:00, None, None
1.0, None, 1.0, 0.5, 6.0, 1988-11-23 17:00:00, None, 1.0
0.0, None, None, -1.0, 1.5, 1988-11-24 05:00:00, None, 2.0
None, None, None, 0.0, 7.0, 1988-11-24 17:00:00, None, None
0.5, None, None, -1.0, 2.0, 1988-11-25 05:15:00, None, None
1.0, None, None, -1.5, 2.5, 1988-11-25 17:00:00, None, None
5.0, None, None, -0.5, 6.0, 1988-11-26 17:00:00, None, None
6.0, None, 12.0, 5.0, 6.0, 1988-11-27 04:00:00, None, None
6.0, None, None, 4.0, 8.0, 1988-11-27 17:00:00, None, None
2.5, None, None, 2.5, 9.0, 1988-11-28 04:45:00, None, 5.0
4.0, None, None, 1.0, 10.0, 1988-11-28 17:00:00, None, None
7.0, None, 6.0, 4.0, 8.0, 1988-11-29 04:00:00, 6.0, None
9.5, None, None, 6.0, 9.5, 1988-11-29 19:00:00, None, None
9.0, None, 9.0, 9.0, 10.0, 1988-11-30 04:00:00, 9.0, None
4.0, None, None, 4.0, 7.0, 1988-11-30 17:00:00, None, None
0.5, None, None, 0.5, 5.0, 1988-12-01 05:00:00, 0.0, None
3.0, None, None, 0.0, 6.0, 1988-12-01 17:00:00, None, None
5.5, None, None, -0.5, 6.0, 1988-12-02 04:00:00, None, None
1.0, None, None, -0.5, 3.0, 1988-12-02 17:10:00, None, None
8.0, None, 2.0, 4.5, 8.0, 1988-12-03 04:00:00, None, None
9.5, None, None, 4.5, 9.5, 1988-12-03 17:00:00, None, None
6.5, None, 1.0, 6.0, 8.5, 1988-12-04 04:05:00, None, None
5.0, None, None, 5.0, 6.0, 1988-12-04 17:00:00, None, None
4.0, None, None, 3.0, 4.0, 1988-12-05 04:45:00, None, None
1.0, None, None, 1.0, 7.0, 1988-12-05 17:00:00, None, None
0.0, None, None, -1.0, 2.0, 1988-12-06 04:30:00, None, None
1.5, None, None, -1.5, 6.0, 1988-12-06 17:00:00, None, None
-1.0, None, None, -2.0, 2.0, 1988-12-07 04:00:00, None, None
6.5, None, None, -1.5, 6.5, 1988-12-07 17:00:00, None, None
10.0, None, None, 6.5, 10.0, 1988-12-08 06:00:00, None, None
7.5, None, None, 7.0, 9.0, 1988-12-08 17:00:00, None, None
4.5, None, None, 4.0, 7.0, 1988-12-09 04:15:00, None, None
8.0, None, None, 2.5, 9.5, 1988-12-09 17:00:00, None, None
4.0, None, None, 4.0, 7.0, 1988-12-10 06:00:00, None, None
6.5, None, None, 4.0, 6.5, 1988-12-10 17:00:00, None, None
5.0, None, None, 5.0, 8.0, 1988-12-11 04:00:00, None, None
7.0, None, None, 3.0, 8.0, 1988-12-11 17:00:00, None, None
5.0, None, None, 3.5, 6.5, 1988-12-12 05:00:00, None, None
4.0, None, None, 4.0, 6.0, 1988-12-12 17:00:00, None, None
3.0, None, None, 2.0, 5.0, 1988-12-13 04:00:00, None, None
3.5, None, None, 2.5, 5.5, 1988-12-13 17:00:00, None, None
0.0, None, None, -1.0, 4.0, 1988-12-14 04:25:00, None, None
0.5, None, None, -1.0, 3.0, 1988-12-14 21:00:00, None, None
1.0, None, None, -1.0, 2.0, 1988-12-15 04:30:00, None, None
6.0, None, None, 0.0, 7.0, 1988-12-15 15:30:00, None, None
0.0, None, None, 0.0, 6.0, 1988-12-16 04:00:00, None, None
5.5, None, None, 0.0, 8.0, 1988-12-16 14:45:00, None, None
1.0, None, None, -1.0, 8.0, 1988-12-17 04:00:00, None, None
5.0, None, None, 0.5, 5.5, 1988-12-17 17:00:00, None, None
4.5, None, None, 4.5, 6.0, 1988-12-18 04:00:00, None, None
4.0, None, None, 3.0, 7.0, 1988-12-18 17:00:00, None, None
1.0, None, None, -1.0, 4.0, 1988-12-19 04:00:00, None, None
4.0, None, None, 0.0, 5.0, 1988-12-19 17:00:00, None, None
5.0, None, None, 2.0, 6.0, 1988-12-20 04:00:00, None, None
4.0, None, None, 3.0, 6.0, 1988-12-20 17:00:00, None, None
2.0, None, None, 1.0, 4.0, 1988-12-21 05:00:00, None, None
4.0, None, None, 2.0, 4.0, 1988-12-21 17:00:00, None, None
0.0, None, None, -1.0, 4.0, 1988-12-22 04:00:00, None, None
1.5, None, None, 1.5, 2.5, 1988-12-22 17:00:00, None, None
0.0, None, None, 0.0, 1.5, 1988-12-23 04:00:00, None, None
2.0, None, None, 1.0, 2.0, 1988-12-23 17:00:00, None, None
1.5, None, None, 0.0, 1.5, 1988-12-24 04:00:00, None, None
0.0, None, None, 0.0, 1.5, 1988-12-24 17:00:00, None, None
0.0, None, None, -2.0, 1.0, 1988-12-25 06:00:00, None, None
1.0, None, None, -1.5, 1.0, 1988-12-25 15:30:00, None, None
1.5, None, None, -0.5, 1.5, 1988-12-26 05:00:00, None, None
1.5, None, None, 1.0, 2.0, 1988-12-26 17:00:00, None, None
2.0, None, None, 2.0, 2.5, 1988-12-27 04:00:00, None, None
4.0, None, None, -1.0, 4.0, 1988-12-27 17:00:00, None, None
4.0, None, None, 3.0, 4.5, 1988-12-28 04:00:00, None, None
7.0, None, None, 2.0, 7.0, 1988-12-28 17:00:00, None, None
3.0, None, None, 3.0, 7.0, 1988-12-29 04:00:00, None, None
3.0, None, None, 0.5, 3.0, 1988-12-29 17:00:00, None, None
1.5, None, None, 1.0, 4.0, 1988-12-30 04:00:00, None, None
3.5, None, None, 1.0, 3.5, 1988-12-30 17:00:00, None, None
-0.5, None, None, -1.0, 5.0, 1988-12-31 04:00:00, None, None
2.5, None, None, -1.0, 3.5, 1988-12-31 17:00:00, None, None
4.0, None, None, -1.5, 7.0, 1989-01-01 19:00:00, None, None
2.0, None, None, 0.0, 4.0, 1989-01-02 04:00:00, None, None
