station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-16.5, None, 0.0, 0.0, -16.5, -13.0, 1985-11-20 07:00:00, 55.0
-13.0, None, 0.0, 0.0, -17.0, -13.0, 1985-11-20 15:00:00, 55.0
-25.0, None, 0.0, 0.0, -26.0, -13.0, 1985-11-21 07:00:00, 55.0
-16.5, None, 0.0, 0.0, -23.0, -16.5, 1985-11-21 15:00:00, 55.0
-25.0, None, 1.0, 1.0, -25.0, -16.0, 1985-11-22 07:00:00, 56.0
-20.0, None, 0.0, 0.0, -25.0, -16.0, 1985-11-22 15:00:00, 53.0
-26.0, None, 0.0, 0.0, -26.0, -19.0, 1985-11-23 07:00:00, 55.0
-18.5, None, 0.0, 0.0, -26.0, -18.5, 1985-11-23 15:00:00, 54.0
-15.5, None, 0.0, 0.0, -23.0, -15.5, 1985-11-24 14:30:00, 54.0
-19.0, None, 4.0, 4.0, -21.0, -15.0, 1985-11-25 07:00:00, 53.0
-18.0, None, 4.0, 4.0, -19.0, -16.0, 1985-11-25 15:00:00, 54.0
-22.0, None, 4.0, 4.0, -23.0, -16.0, 1985-11-26 07:00:00, 58.0
-17.5, None, 0.1, 0.1, -22.0, -17.5, 1985-11-26 15:00:00, 58.0
-26.0, None, 4.0, 4.0, -26.0, -17.5, 1985-11-27 07:00:00, 59.0
-21.5, None, 0.0, 0.0, -26.5, -21.5, 1985-11-27 15:00:00, 59.0
-25.5, None, 0.0, 0.0, -29.5, -21.5, 1985-11-28 07:00:00, 58.0
-17.0, None, 0.0, 0.0, -26.0, -17.0, 1985-11-28 15:00:00, 58.0
-17.0, None, 0.0, 0.0, -21.0, -17.0, 1985-11-29 07:00:00, 55.0
-15.0, None, 0.0, 0.0, -17.0, -15.0, 1985-11-29 15:00:00, 55.0
-21.0, None, 3.0, 3.0, -21.0, -15.0, 1985-11-30 07:00:00, 56.0
-16.0, None, 3.0, 3.0, -19.0, -16.0, 1985-11-30 15:00:00, 57.0
-23.0, None, 0.0, 0.0, -24.0, -16.0, 1985-12-01 07:00:00, 56.0
-17.5, None, 0.0, 0.0, -23.0, -17.0, 1985-12-01 15:00:00, 56.0
-13.0, None, 3.0, 3.0, -20.0, -13.0, 1985-12-02 07:00:00, 59.0
-9.0, None, 3.0, 3.0, -13.0, -9.0, 1985-12-02 15:00:00, 60.0
-10.0, None, 12.0, 12.0, -14.0, -9.0, 1985-12-03 07:00:00, 68.0
-8.0, None, 0.0, 0.0, -12.0, -8.0, 1985-12-03 15:00:00, 68.0
-4.0, None, 0.1, 0.1, -12.0, 0.0, 1985-12-04 07:00:00, 70.0
-3.0, None, 3.0, 3.0, -8.0, -3.0, 1985-12-04 16:00:00, 71.0
-4.0, None, 0.0, 0.0, -6.0, -1.5, 1985-12-05 07:00:00, 70.0
-2.0, None, 3.0, 3.0, -4.0, -1.5, 1985-12-05 15:00:00, 70.0
-5.0, None, 3.0, 3.0, -5.0, -1.0, 1985-12-06 07:00:00, 70.0
-2.5, None, 9.0, 9.0, -4.0, -2.5, 1985-12-06 15:00:00, 76.0
-4.0, None, 9.0, 1.0, -6.5, -2.5, 1985-12-07 07:00:00, 76.0
-3.5, None, 1.0, 1.0, -4.5, -3.5, 1985-12-07 15:00:00, 78.0
-6.5, None, 3.0, 3.0, -7.0, -3.5, 1985-12-08 07:00:00, 80.0
-4.0, None, 0.0, 0.0, -6.0, -4.0, 1985-12-08 14:00:00, 80.0
-12.0, None, 0.0, 0.0, -13.0, -4.0, 1985-12-09 07:00:00, 80.0
-7.5, None, 0.0, 0.0, -12.5, -7.5, 1985-12-09 15:00:00, 76.0
-15.0, None, 0.0, 0.0, -15.0, -7.5, 1985-12-10 07:00:00, 74.0
-9.0, None, 0.0, 0.0, -15.5, -9.0, 1985-12-10 14:00:00, 74.0
-12.0, None, 2.0, 2.0, -12.0, -6.0, 1985-12-11 07:00:00, 75.0
-9.5, None, 0.0, 0.0, -12.0, -8.5, 1985-12-11 14:00:00, 74.0
-11.0, None, 2.0, 2.0, -12.0, -8.5, 1985-12-12 07:00:00, 76.0
-9.0, None, 0.0, 0.0, -11.0, -8.0, 1985-12-12 14:00:00, 75.0
-16.0, None, 0.0, 0.0, -16.0, -9.0, 1985-12-13 07:00:00, 75.0
-10.0, None, 0.0, 0.0, -16.0, -10.0, 1985-12-13 15:00:00, 75.0
-11.0, None, 0.0, 0.0, -16.0, -8.0, 1985-12-14 07:00:00, 73.0
-5.0, None, 0.0, 0.0, -12.0, -5.0, 1985-12-14 14:30:00, 68.0
-8.0, None, 3.0, 3.0, -11.0, -5.0, 1985-12-15 07:00:00, 70.0
-3.5, None, 0.0, 0.0, -8.5, -3.5, 1985-12-15 14:00:00, 70.0
-6.0, None, 0.0, 0.0, -8.0, -3.5, 1985-12-16 07:00:00, 70.0
-1.0, None, 0.0, 0.0, -7.0, -1.0, 1985-12-16 15:00:00, 70.0
-1.5, None, 0.0, 0.0, -3.5, 0.0, 1985-12-17 07:00:00, 70.0
1.0, None, 0.0, 0.0, -2.0, 1.0, 1985-12-17 15:00:00, 70.0
-6.0, None, 0.0, 0.0, -7.0, 1.5, 1985-12-18 07:00:00, 70.0
0.0, None, 0.0, 0.0, -7.0, 0.0, 1985-12-18 15:00:00, 70.0
-3.5, None, 0.0, 0.0, -5.0, 0.0, 1985-12-19 07:00:00, 70.0
-2.0, None, 0.0, 0.0, -6.0, -2.0, 1985-12-19 15:00:00, 70.0
-3.5, None, 0.0, 0.0, -4.5, -2.0, 1985-12-20 07:00:00, 66.0
-2.0, None, 0.0, 0.0, -6.0, -2.0, 1985-12-20 15:00:00, 66.0
-7.0, None, 0.0, 0.0, -7.5, -1.5, 1985-12-21 07:00:00, 66.0
-6.0, None, 0.0, 0.0, -9.0, -6.0, 1985-12-21 15:00:00, 66.0
-6.5, None, 0.0, 0.0, -9.0, -6.0, 1985-12-22 07:00:00, 66.0
-5.0, None, 0.0, 0.0, -8.0, -5.0, 1985-12-22 15:00:00, 66.0
-2.0, None, 0.0, 0.0, -8.0, -1.0, 1985-12-23 07:00:00, 66.0
0.0, None, 0.0, 0.0, -2.0, 0.0, 1985-12-23 15:00:00, 66.0
-2.0, None, 0.0, 0.0, -4.5, 0.0, 1985-12-24 07:00:00, 66.0
-1.0, None, 0.0, 0.0, -5.0, 0.0, 1985-12-24 15:00:00, 65.0
-8.0, None, 0.0, 0.0, -9.0, -1.0, 1985-12-25 07:00:00, 65.0
-3.0, None, 0.0, 0.0, -9.0, -2.5, 1985-12-25 15:00:00, 65.0
-3.5, None, 0.0, 0.0, -6.0, -3.5, 1985-12-26 07:00:00, 65.0
-2.5, None, 0.0, 0.0, -6.0, -2.0, 1985-12-26 15:00:00, 65.0
-13.5, None, 0.0, 0.0, -14.0, -2.5, 1985-12-27 07:00:00, 65.0
-11.0, None, 0.0, 0.0, -14.5, -10.0, 1985-12-27 15:00:00, 65.0
-11.0, None, 0.0, 0.0, -14.0, -8.0, 1985-12-28 07:00:00, 65.0
-7.0, None, 0.0, 0.0, -11.0, -7.0, 1985-12-28 14:30:00, 65.0
-12.0, None, 0.0, 0.0, -16.0, -2.0, 1985-12-29 07:00:00, 65.0
-10.0, None, 2.0, 2.0, -17.5, -6.0, 1985-12-29 14:00:00, 67.0
-8.0, None, 3.0, 3.0, -11.0, -6.0, 1985-12-30 07:00:00, 67.0
-4.0, None, 0.0, 0.0, -8.0, -4.0, 1985-12-30 15:00:00, 67.0
-8.5, None, 0.0, 0.0, -10.5, -4.0, 1985-12-31 07:00:00, 66.0
-8.5, None, 0.1, 0.1, -8.5, -8.0, 1985-12-31 15:00:00, 66.0
-7.0, None, 13.0, 13.0, -9.0, -4.0, 1986-01-01 15:00:00, 77.0
-9.0, None, 0.0, 0.0, -9.0, -7.0, 1986-01-02 07:00:00, 78.0
-9.0, None, 0.0, 0.0, -11.0, -8.0, 1986-01-02 15:00:00, 78.0
-9.0, None, 8.0, 8.0, -9.0, -8.0, 1986-01-03 07:00:00, 83.0
-7.0, None, 0.0, 0.0, -10.0, -7.0, 1986-01-03 15:00:00, 81.0
-15.0, None, 0.0, 0.0, -15.0, -8.0, 1986-01-04 07:00:00, 81.0
-8.0, None, 0.0, 0.0, -16.5, -7.5, 1986-01-04 15:00:00, 80.0
-8.0, None, 3.0, 3.0, -11.0, -8.0, 1986-01-05 07:00:00, 83.0
-5.5, None, 6.0, 3.0, -7.0, -5.5, 1986-01-05 15:00:00, 86.0
-7.0, None, 9.0, 9.0, -8.0, -5.0, 1986-01-06 07:00:00, 90.0
-2.0, None, 0.0, 0.0, -7.0, -2.0, 1986-01-06 15:00:00, 90.0
-6.0, None, 0.0, 0.0, -9.0, -1.0, 1986-01-07 07:00:00, 90.0
-6.0, None, 0.0, 0.0, -7.0, -5.0, 1986-01-07 15:00:00, 88.0
-5.0, None, 1.0, 1.0, -7.0, -3.0, 1986-01-08 07:00:00, 86.0
-3.0, None, 0.0, 0.0, -7.0, -2.0, 1986-01-08 15:00:00, 86.0
-5.0, None, 5.0, 5.0, -5.0, -3.0, 1986-01-09 07:00:00, 89.0
-3.0, None, 1.0, 1.0, -7.0, -3.0, 1986-01-09 15:00:00, 89.0
0.0, None, 2.0, 2.0, -3.0, 0.0, 1986-01-10 07:00:00, 81.0
-1.0, None, 0.0, 0.0, -1.0, 1.0, 1986-01-10 15:00:00, 81.0
-4.0, None, 0.0, 0.0, -4.0, 1.5, 1986-01-11 07:00:00, 89.0
-2.0, None, 0.0, 0.0, -4.5, 4.0, 1986-01-11 15:00:00, 89.0
-4.0, None, 0.0, 0.0, -4.0, 1.5, 1986-01-12 07:00:00, 89.0
-0.5, None, 0.0, 0.0, -6.0, -0.5, 1986-01-12 15:00:00, 89.0
-4.5, None, 0.0, 0.0, -5.0, 0.0, 1986-01-13 07:00:00, 89.0
1.0, None, 0.0, 0.0, -5.0, 1.0, 1986-01-13 15:00:00, 88.0
-4.0, None, 0.0, 0.0, -5.5, 1.0, 1986-01-14 07:00:00, 88.0
1.0, None, 0.0, 0.0, -5.0, 1.0, 1986-01-14 15:00:00, 86.0
0.0, None, 0.0, 0.0, -3.0, 0.0, 1986-01-15 07:00:00, 86.0
-2.0, None, 9.0, 9.0, -3.0, 0.0, 1986-01-15 15:00:00, 90.0
-5.0, None, 9.0, 9.0, -5.0, -2.0, 1986-01-16 07:00:00, 93.0
-2.0, None, 2.0, 2.0, -5.0, -2.0, 1986-01-16 15:00:00, 90.0
-3.0, None, 6.0, 6.0, -3.5, -2.0, 1986-01-17 07:00:00, 90.0
-2.0, None, 3.0, 3.0, -4.0, -2.0, 1986-01-17 15:00:00, 93.0
-4.0, None, 10.0, 10.0, -5.0, -2.0, 1986-01-18 07:30:00, 95.0
1.0, None, 10.0, 2.0, -4.0, 1.0, 1986-01-18 14:30:00, 95.0
1.0, None, 0.0, 0.0, 0.0, 2.0, 1986-01-19 07:00:00, 92.0
0.0, None, 0.0, 0.0, 0.0, 1.0, 1986-01-19 14:30:00, 90.0
-5.0, None, 0.0, 0.0, -5.0, 0.0, 1986-01-20 07:00:00, 90.0
-2.0, None, 0.0, 0.0, -6.0, -2.0, 1986-01-20 15:00:00, 90.0
-7.0, None, 0.0, 0.0, -7.0, -4.0, 1986-01-21 07:00:00, 92.0
-5.5, None, 0.0, 0.0, -7.5, -5.5, 1986-01-21 15:00:00, 90.0
-6.0, None, 0.0, 0.0, -7.0, -5.0, 1986-01-22 07:00:00, 90.0
-5.0, None, 0.0, 0.0, -6.0, -5.0, 1986-01-22 15:00:00, 88.0
-5.0, None, 13.0, 13.0, -6.0, -4.0, 1986-01-23 07:00:00, 98.0
-3.0, None, 1.0, 1.0, -5.0, -3.0, 1986-01-23 15:00:00, 98.0
-8.0, None, 4.0, 4.0, -8.0, -3.0, 1986-01-24 07:00:00, 100.0
-4.0, None, 0.0, 0.0, -8.0, -4.0, 1986-01-24 15:00:00, 100.0
-10.5, None, 0.0, 0.0, -12.0, -3.0, 1986-01-25 07:00:00, 100.0
-4.0, None, 0.0, 0.0, -11.5, -4.0, 1986-01-25 15:00:00, 99.0
-8.5, None, 0.0, 0.0, -9.5, -4.0, 1986-01-26 07:00:00, 98.0
-1.5, None, 0.0, 0.0, -9.0, -1.5, 1986-01-26 14:00:00, 98.0
-4.0, None, 0.0, 0.0, -7.0, -1.5, 1986-01-27 07:00:00, 98.0
-4.0, None, 3.0, 3.0, -4.0, -3.5, 1986-01-27 15:00:00, 100.0
-5.5, None, 4.0, 1.0, -7.5, -3.5, 1986-01-28 07:00:00, 100.0
-1.0, None, 0.0, 0.0, -5.0, -1.0, 1986-01-28 15:00:00, 100.0
-4.5, None, 1.0, 1.0, -6.5, 1.0, 1986-01-29 07:00:00, 100.0
-2.0, None, 3.0, 3.0, -5.0, -2.0, 1986-01-29 15:00:00, 103.0
-1.0, None, 6.0, 6.0, -3.0, -1.0, 1986-01-30 07:00:00, 108.0
-1.0, None, 8.0, 8.0, -2.0, -1.0, 1986-01-30 15:00:00, 110.0
0.0, None, 5.0, 5.0, -1.0, 0.0, 1986-01-31 07:00:00, 109.0
1.0, None, 0.0, 0.0, 0.5, 1.0, 1986-01-31 15:00:00, 107.0
0.0, None, 5.0, 5.0, 0.0, 1.0, 1986-02-01 07:30:00, 110.0
1.0, None, 0.0, 0.0, -0.5, 1.0, 1986-02-01 14:30:00, 106.0
-6.0, None, 0.0, 0.0, -6.0, 1.0, 1986-02-02 07:00:00, 106.0
-2.5, None, 1.0, 1.0, -5.5, -2.0, 1986-02-02 14:30:00, 106.0
-3.0, None, 8.0, 8.0, -3.0, -2.5, 1986-02-03 07:00:00, 109.0
-2.0, None, 0.0, 0.0, -4.0, -2.0, 1986-02-03 15:00:00, 108.0
-4.0, None, 0.0, 0.0, -8.5, -2.0, 1986-02-04 07:00:00, 108.0
-4.5, None, 0.0, 0.0, -7.0, -3.5, 1986-02-04 15:00:00, 108.0
-5.0, None, 6.0, 6.0, -6.0, -4.5, 1986-02-05 07:00:00, None
-2.0, None, 0.0, 0.0, -5.0, -1.0, 1986-02-05 15:00:00, 112.0
-11.0, None, 0.0, 0.0, -12.0, -2.0, 1986-02-06 07:00:00, 110.0
-3.0, None, 0.0, 0.0, -12.0, -3.0, 1986-02-06 15:00:00, 110.0
-13.0, None, 0.0, 0.0, -13.0, 0.0, 1986-02-07 07:00:00, 110.0
-3.0, None, 0.0, 0.0, -13.5, 0.5, 1986-02-07 15:00:00, 110.0
-12.0, None, 0.0, 0.0, -14.0, -4.0, 1986-02-08 07:00:00, 110.0
-4.5, None, 0.0, 0.0, -12.5, -4.5, 1986-02-08 14:00:00, 110.0
-12.0, None, 0.0, 0.0, -13.0, -5.0, 1986-02-09 07:00:00, 110.0
-7.5, None, 0.0, 0.0, -12.0, -6.0, 1986-02-09 14:30:00, 110.0
-12.0, None, 0.1, 0.1, -12.0, -6.0, 1986-02-10 07:00:00, 110.0
-6.0, None, 0.0, 0.0, -13.0, -6.0, 1986-02-10 15:00:00, 110.0
-6.0, None, 0.0, 0.0, -13.0, -6.0, 1986-02-11 07:00:00, 110.0
None, None, 0.0, 0.0, None, None, 1986-02-11 15:00:00, 110.0
-10.0, None, 0.0, 0.0, -10.0, -5.5, 1986-02-12 07:00:00, 110.0
-6.5, None, 0.0, 0.0, -10.5, -6.5, 1986-02-12 15:00:00, 110.0
-14.0, None, 0.0, 0.0, -14.0, -7.0, 1986-02-13 07:00:00, 110.0
-10.0, None, 0.0, 0.0, -14.0, -8.0, 1986-02-13 15:00:00, 110.0
-17.5, None, 0.0, 0.0, -19.0, -10.0, 1986-02-14 07:00:00, 107.0
-9.0, None, 0.0, 0.0, -19.0, -9.0, 1986-02-14 15:00:00, 107.0
-7.0, None, 20.0, 20.0, -9.0, -5.5, 1986-02-15 07:00:00, 127.0
-8.0, None, 22.0, 2.0, -8.0, -8.0, 1986-02-15 14:30:00, 127.0
-4.0, None, 13.0, 5.0, -9.0, -2.0, 1986-02-16 07:00:00, 117.0
-3.0, None, 0.0, 0.0, -5.0, -3.0, 1986-02-16 15:00:00, 117.0
-12.5, None, 0.0, 0.0, -13.0, -1.5, 1986-02-17 07:00:00, 117.0
-8.0, None, 0.0, 0.0, -13.0, -8.0, 1986-02-17 15:00:00, 117.0
-15.0, None, 5.0, 5.0, -15.5, -8.0, 1986-02-18 07:00:00, 122.0
-9.0, None, 2.0, 2.0, -15.0, -7.0, 1986-02-18 15:00:00, 120.0
-19.5, None, 0.0, 0.0, -21.0, -9.0, 1986-02-19 07:00:00, 120.0
-11.0, None, 0.0, 0.0, -22.0, -9.0, 1986-02-19 15:00:00, 120.0
-15.5, None, 0.0, 0.0, -15.5, -6.0, 1986-02-20 07:00:00, 118.0
-8.0, None, 0.0, 0.0, -18.0, -8.0, 1986-02-20 15:00:00, 118.0
-12.0, None, 5.0, 5.0, -12.0, -7.0, 1986-02-21 07:00:00, 122.0
-6.0, None, 0.0, 0.0, -13.0, -6.0, 1986-02-21 15:00:00, 120.0
-7.0, None, 3.0, 3.0, -11.0, -6.0, 1986-02-22 07:00:00, 121.0
-5.0, None, 4.0, 4.0, -8.0, -5.0, 1986-02-22 16:00:00, 124.0
-5.0, None, 5.0, 5.0, -7.0, -5.0, 1986-02-23 07:00:00, 124.0
-3.0, None, 9.0, 9.0, -5.5, -3.0, 1986-02-23 16:00:00, 130.0
-2.0, None, 0.0, 0.0, -4.0, 4.0, 1986-02-24 07:00:00, 124.0
4.0, None, 0.0, 0.0, -2.0, 4.0, 1986-02-24 15:00:00, 118.0
-1.0, None, 0.0, 0.0, -1.5, 4.5, 1986-02-25 07:00:00, 110.0
4.0, None, 0.0, 0.0, -1.5, 6.0, 1986-02-25 15:00:00, 108.0
-2.5, None, 0.0, 0.0, -2.5, 4.0, 1986-02-26 07:00:00, 108.0
4.0, None, 0.0, 0.0, -2.5, 5.5, 1986-02-26 15:00:00, 107.0
-3.0, None, 0.0, 0.0, -3.0, 4.0, 1986-02-27 07:00:00, 107.0
5.0, None, 0.0, 0.0, -3.0, 8.0, 1986-02-27 15:00:00, 106.0
0.0, None, 0.0, 0.0, -3.0, 5.0, 1986-02-28 07:00:00, 106.0
4.0, None, 0.0, 0.0, -1.0, 6.0, 1986-02-28 15:00:00, 105.0
-2.0, None, 0.0, 0.0, -2.0, 6.0, 1986-03-01 07:00:00, 105.0
4.0, None, 0.0, 0.0, -2.5, 7.0, 1986-03-01 15:00:00, 105.0
-3.0, None, 0.0, 0.0, -4.0, 6.0, 1986-03-02 07:00:00, 100.0
6.0, None, 0.0, 0.0, -4.0, 6.0, 1986-03-02 14:00:00, 98.0
-4.0, None, 0.0, 0.0, -4.0, 6.0, 1986-03-03 07:00:00, 98.0
5.0, None, 0.0, 0.0, -4.0, 5.0, 1986-03-03 14:00:00, 98.0
-1.0, None, 0.0, 0.0, -1.0, 5.0, 1986-03-04 07:00:00, 95.0
6.5, None, 0.0, 0.0, -1.5, 6.5, 1986-03-04 14:00:00, 90.0
-3.0, None, 0.0, 0.0, -3.0, 6.0, 1986-03-05 07:00:00, 90.0
5.0, None, 0.0, 0.0, -4.0, 5.0, 1986-03-05 15:00:00, 90.0
-0.5, None, 0.0, 0.0, -1.0, 5.0, 1986-03-06 07:00:00, 90.0
4.0, None, 0.0, 0.0, -1.0, 5.5, 1986-03-06 15:00:00, 90.0
2.0, None, 0.0, 0.0, -1.5, 4.0, 1986-03-07 07:00:00, 90.0
4.0, None, 0.0, 0.0, 1.5, 5.0, 1986-03-07 15:00:00, 90.0
-2.0, None, 1.0, 1.0, -2.0, 4.0, 1986-03-08 07:00:00, 90.0
1.0, None, 2.0, 2.0, -3.0, 1.0, 1986-03-08 15:00:00, 90.0
-2.5, None, 0.0, 0.0, -4.0, 1.5, 1986-03-09 06:00:00, 88.0
0.0, None, 2.0, 2.0, -3.0, 2.0, 1986-03-09 15:00:00, 90.0
-2.0, None, 0.0, 0.0, -4.0, 0.0, 1986-03-10 07:00:00, 90.0
1.0, None, 0.0, 0.0, -3.0, 1.0, 1986-03-10 15:00:00, 90.0
-1.5, None, 0.0, 0.0, -1.5, 1.0, 1986-03-11 07:00:00, 89.0
0.0, None, 4.0, 4.0, -3.0, 2.0, 1986-03-11 15:00:00, 93.0
-3.0, None, 0.0, 0.0, -3.0, 1.5, 1986-03-12 07:00:00, 97.0
0.0, None, 3.0, 3.0, -3.0, 0.0, 1986-03-12 15:00:00, 97.0
-3.0, None, 4.0, 4.0, -3.0, 0.0, 1986-03-13 07:00:00, 98.0
0.5, None, 1.0, 1.0, -3.5, 0.5, 1986-03-13 15:00:00, 98.0
-2.0, None, 3.0, 3.0, -4.5, 0.0, 1986-03-14 07:00:00, 100.0
-1.0, None, 2.0, 2.0, -3.0, -1.0, 1986-03-14 15:00:00, 102.0
-6.5, None, 2.0, 2.0, -8.0, -1.0, 1986-03-15 07:00:00, 102.0
1.0, None, 0.0, 0.0, -6.0, 1.0, 1986-03-15 15:00:00, 100.0
-4.0, None, 0.0, 0.0, -5.0, 1.0, 1986-03-16 07:00:00, 98.0
1.5, None, 0.0, 0.0, -4.0, 2.5, 1986-03-16 16:00:00, 98.0
-5.0, None, 0.0, 0.0, -5.5, 3.0, 1986-03-17 07:00:00, 98.0
1.5, None, 0.0, 0.0, -5.5, 4.0, 1986-03-17 15:00:00, 96.0
-5.0, None, 0.0, 0.0, -6.0, 2.0, 1986-03-18 07:00:00, 96.0
-0.5, None, 0.0, 0.0, -5.0, -0.5, 1986-03-18 15:00:00, 96.0
-2.0, None, 0.0, 0.0, -2.0, 0.0, 1986-03-19 07:00:00, 96.0
6.0, None, 0.0, 0.0, -3.0, 8.0, 1986-03-19 15:00:00, 90.0
-3.0, None, 0.0, 0.0, -3.0, 6.0, 1986-03-20 07:00:00, 90.0
8.0, None, 0.0, 0.0, -3.0, 8.5, 1986-03-20 15:00:00, 86.0
2.5, None, 0.0, 0.0, 0.5, 8.0, 1986-03-21 07:00:00, 86.0
None, None, 0.0, 0.0, None, None, 1986-03-21 15:00:00, 85.0
-5.0, None, 0.0, 0.0, -5.0, 6.0, 1986-03-22 07:00:00, 85.0
8.0, None, 0.0, 0.0, 0.0, 8.0, 1986-03-22 15:00:00, 85.0
-5.0, None, 0.0, 0.0, -5.0, 8.0, 1986-03-23 07:00:00, 85.0
3.5, None, 0.0, 0.0, -4.5, 3.5, 1986-03-23 15:00:00, 84.0
1.5, None, 9.0, 9.0, 1.5, 3.5, 1986-03-24 07:00:00, 92.0
-1.5, None, 5.0, 5.0, -4.0, 1.5, 1986-03-24 15:00:00, 94.0
-5.0, None, 0.0, 0.0, -8.0, -1.5, 1986-03-25 07:00:00, 94.0
1.0, None, 0.0, 0.0, -5.0, 1.0, 1986-03-25 15:00:00, None
-2.5, None, 4.0, 4.0, -2.5, 1.0, 1986-03-26 07:00:00, 94.0
1.0, None, 0.0, 0.0, -2.5, 1.5, 1986-03-26 15:00:00, 91.0
1.0, None, 0.0, 0.0, 0.5, 2.0, 1986-03-27 07:00:00, 90.0
9.5, None, 0.0, 0.0, 0.5, 9.5, 1986-03-27 15:00:00, 88.0
2.0, None, 0.0, 0.0, 0.0, 9.5, 1986-03-28 07:00:00, 86.0
7.0, None, 0.0, 0.0, 2.0, 7.0, 1986-03-28 15:00:00, 85.0
1.0, None, 0.0, 0.0, 0.0, 7.0, 1986-03-29 06:30:00, 86.0
4.0, None, 0.0, 0.0, 0.0, 5.0, 1986-03-29 15:00:00, 85.0
1.5, None, 0.0, 0.0, 1.5, 4.5, 1986-03-30 07:00:00, 83.0
3.0, None, 0.0, 0.0, 2.0, 3.0, 1986-03-30 15:00:00, 83.0
-3.0, None, 0.0, 0.0, -4.5, -1.3, 1986-03-31 07:00:00, 83.0
3.0, None, 0.0, 0.0, -3.0, 3.0, 1986-03-31 14:00:00, 83.0
-3.0, None, 0.0, 0.0, -3.0, 3.0, 1986-04-01 07:00:00, 82.0
0.5, None, 1.0, 1.0, -3.0, 0.5, 1986-04-01 15:00:00, 82.0
-3.0, None, 2.0, 2.0, -4.0, 1.0, 1986-04-02 07:00:00, 86.0
6.0, None, 0.0, 0.0, -3.0, 7.0, 1986-04-02 15:00:00, 84.0
-2.0, None, 0.0, 0.0, -4.5, 6.0, 1986-04-03 07:00:00, 83.0
5.0, None, 0.0, 0.0, -2.0, 5.0, 1986-04-03 15:00:00, 83.0
