station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
3.0, 0.0, 0.0, 0.5, None, 1988-11-30 14:30:00, 0.0
-3.0, 0.0, 0.0, -3.0, 2.0, 1988-12-01 06:50:00, 0.0
2.0, 0.0, 0.0, -2.0, 2.0, 1988-12-01 14:15:00, 0.0
1.0, 0.0, 0.0, -1.0, 2.0, 1988-12-02 06:42:00, 0.0
3.0, 0.0, 0.0, 1.0, 3.0, 1988-12-02 14:30:00, 0.0
1.0, 0.0, 0.0, 0.0, 2.5, 1988-12-03 07:00:00, 0.0
4.0, 0.0, 0.0, 0.5, 3.5, 1988-12-03 14:30:00, 0.0
0.0, 0.0, 0.0, -1.0, 3.0, 1988-12-04 06:30:00, 0.0
2.0, 0.0, 0.0, -1.0, 2.0, 1988-12-04 14:30:00, 0.0
0.0, 0.0, 0.0, -1.0, 2.0, 1988-12-05 06:40:00, 0.0
1.0, 2.0, 2.0, 0.0, 0.0, 1988-12-05 14:30:00, 0.0
0.5, 0.0, 0.0, -1.0, 1.0, 1988-12-06 06:40:00, 0.0
2.5, 0.0, 0.0, 0.0, 2.0, 1988-12-06 14:30:00, 0.0
1.5, 0.0, 0.0, 1.5, 2.0, 1988-12-07 06:40:00, 0.0
2.0, 0.0, 0.0, -1.0, 2.0, 1988-12-07 14:30:00, 0.0
1.0, 2.0, 2.0, 0.0, None, 1988-12-08 06:35:00, 2.0
1.0, 5.0, 5.0, 0.0, 0.5, 1988-12-08 14:00:00, 5.0
1.0, 0.0, 1.0, 0.0, 0.0, 1988-12-09 06:40:00, 5.0
2.0, 0.0, 0.0, 1.0, 1.5, 1988-12-09 14:30:00, 2.0
1.0, 0.0, 0.0, 1.0, 2.5, 1988-12-10 07:00:00, 0.0
2.5, 0.0, 0.0, 0.5, 2.5, 1988-12-10 14:30:00, 0.0
2.0, 0.0, 0.0, 1.0, 2.0, 1988-12-11 07:00:00, 0.0
2.5, 1.0, 1.0, 0.0, 2.0, 1988-12-11 14:30:00, 1.0
1.0, 2.0, 0.0, -0.5, 1.5, 1988-12-12 06:40:00, 2.0
2.0, 0.0, 0.0, 1.0, 1.0, 1988-12-12 14:30:00, 0.0
3.0, 0.0, 0.0, 0.5, 2.5, 1988-12-13 06:45:00, 0.0
7.0, 0.0, 0.0, 0.5, 6.0, 1988-12-13 14:30:00, 0.0
-2.5, 0.0, 0.0, -2.5, 3.0, 1988-12-14 06:40:00, 0.0
2.0, 0.0, 0.0, -3.0, 3.0, 1988-12-14 14:30:00, 0.0
-1.0, 0.0, 0.0, -1.0, 4.0, 1988-12-15 06:40:00, 0.0
0.0, 0.0, 0.0, -2.0, 1.0, 1988-12-15 15:30:00, 0.0
-6.5, 0.0, 0.0, -6.5, 2.0, 1988-12-16 06:45:00, 0.0
-2.0, 0.0, 0.0, -7.0, -2.0, 1988-12-16 14:30:00, 0.0
-3.0, 0.0, 0.0, -3.0, 0.0, 1988-12-17 07:00:00, 0.0
-2.0, 0.0, 0.0, -7.0, 0.0, 1988-12-17 14:30:00, 0.0
-4.0, 0.0, 0.0, -6.0, -2.0, 1988-12-18 07:00:00, 0.0
-2.5, 0.0, 0.0, -5.5, -2.0, 1988-12-18 14:30:00, 0.0
-2.0, 4.0, 4.0, -3.0, 1.5, 1988-12-19 06:45:00, 4.0
0.0, 0.0, 0.0, -2.5, 0.5, 1988-12-19 14:00:00, 2.0
-2.0, 0.0, 0.0, -2.0, 1.0, 1988-12-20 06:35:00, 3.0
0.0, 0.0, 0.0, -3.0, 1.0, 1988-12-20 14:30:00, 3.0
-1.5, 2.0, 2.0, -2.0, 2.5, 1988-12-21 06:40:00, 6.0
0.5, 2.0, 2.0, -2.0, 0.5, 1988-12-21 14:30:00, 6.0
-1.0, 2.0, 2.0, -2.0, 0.0, 1988-12-22 06:40:00, 6.0
1.0, 0.0, 0.0, -2.0, 1.0, 1988-12-22 14:30:00, 6.0
-2.5, 5.0, 5.0, -2.5, -2.0, 1988-12-23 06:40:00, 8.0
-1.0, 7.0, 3.0, -3.0, 0.0, 1988-12-23 14:30:00, 12.0
1.0, 0.0, 0.0, 0.0, 2.0, 1988-12-24 06:30:00, 11.0
-0.5, 0.0, 0.0, -5.0, 2.0, 1988-12-24 14:30:00, 12.0
-11.0, None, None, -11.0, -1.0, 1988-12-25 07:00:00, None
-4.0, None, None, -11.0, -4.0, 1988-12-25 15:00:00, None
-6.5, 0.0, 1.0, -11.0, 0.5, 1988-12-26 06:40:00, 12.0
-7.0, None, None, -11.0, -6.0, 1988-12-26 15:00:00, None
-8.0, 0.0, 0.0, -8.0, -5.0, 1988-12-27 06:30:00, 0.0
-6.0, 4.0, 4.0, -8.0, -6.0, 1988-12-27 14:30:00, 4.0
-6.0, 6.0, 6.0, -8.0, 3.0, 1988-12-28 06:40:00, 10.0
-4.0, 0.0, 0.0, -6.0, -4.0, 1988-12-28 14:30:00, 10.0
-5.0, 7.0, 7.0, -5.5, -3.5, 1988-12-29 06:40:00, 15.0
-3.0, 0.0, 0.0, -5.0, -3.0, 1988-12-29 14:50:00, 15.0
2.0, 13.0, 13.0, -4.0, 2.5, 1988-12-30 06:40:00, 26.0
0.0, 0.0, 0.0, -2.0, 0.0, 1988-12-30 14:10:00, 25.0
-4.0, 0.0, 5.0, -4.0, 0.0, 1988-12-31 07:00:00, 30.0
-4.0, 0.0, 0.0, -5.0, 1.0, 1988-12-31 14:30:00, 30.0
-11.5, None, None, -11.5, -4.0, 1989-01-01 07:00:00, None
-7.0, None, None, -11.5, -7.0, 1989-01-01 15:00:00, None
-6.0, 9.0, 9.0, -11.5, -3.0, 1989-01-02 06:45:00, 28.0
-3.0, 0.0, 0.0, -6.0, -3.0, 1989-01-02 14:30:00, 27.0
-2.0, 7.0, 7.0, -4.0, -2.0, 1989-01-03 06:26:00, 32.0
0.0, 0.0, 0.0, -2.0, 0.0, 1989-01-03 14:30:00, 32.0
-1.0, 0.0, 0.0, -1.5, 1.0, 1989-01-04 06:50:00, 28.0
2.0, 0.0, 0.0, -2.0, 2.0, 1989-01-04 14:00:00, 28.0
-3.0, 0.0, 0.0, -3.5, 1.0, 1989-01-05 06:40:00, 25.0
-1.0, 0.0, 0.0, -3.0, -1.0, 1989-01-05 14:00:00, 25.0
-4.5, 0.0, 0.0, -5.0, 0.5, 1989-01-06 07:00:00, 25.0
-2.0, 0.0, 0.0, -5.0, -2.0, 1989-01-06 14:00:00, 25.0
-8.0, 0.0, 0.0, -8.0, 0.0, 1989-01-07 07:00:00, 23.0
-7.0, 0.0, 0.0, -8.0, 0.5, 1989-01-07 14:30:00, 23.0
-12.0, 0.0, 0.0, -15.0, -6.0, 1989-01-08 07:00:00, 23.0
-8.0, 0.0, 0.0, -15.0, -6.0, 1989-01-08 14:30:00, 23.0
-7.5, 6.0, 6.0, -9.0, -7.5, 1989-01-09 06:40:00, 28.0
-5.0, 0.0, 0.0, -8.0, -5.0, 1989-01-09 14:00:00, 26.0
-5.0, 14.0, 14.0, -6.0, 3.5, 1989-01-10 06:40:00, 36.0
-4.0, 0.0, 0.0, -6.0, -3.0, 1989-01-10 14:00:00, 36.0
-4.5, 4.0, 4.0, -6.0, 2.0, 1989-01-11 06:40:00, 37.0
-2.0, 0.0, 0.0, -5.0, -2.0, 1989-01-11 14:00:00, 36.0
-2.5, 1.0, 1.0, -6.5, 0.5, 1989-01-12 06:40:00, 32.0
-1.0, 0.0, 0.0, -3.0, -1.0, 1989-01-12 14:00:00, 32.0
-0.5, 0.0, 0.0, -2.5, 0.0, 1989-01-13 06:45:00, 29.0
2.0, 0.0, 0.0, -1.0, 3.0, 1989-01-13 14:30:00, 28.0
-2.0, 1.0, 1.0, -3.0, -1.0, 1989-01-14 06:45:00, 27.0
2.0, 0.0, 0.0, -3.0, 3.5, 1989-01-14 14:30:00, 27.0
-3.0, 4.0, 4.0, -5.0, 2.0, 1989-01-15 07:15:00, 29.0
-2.0, 3.0, 3.0, -6.0, 4.0, 1989-01-15 14:00:00, 32.0
0.0, 5.0, 5.0, -2.0, 3.0, 1989-01-16 06:40:00, 37.0
2.0, 0.0, 0.0, -0.5, 2.5, 1989-01-16 14:00:00, 34.0
2.0, 0.0, 0.0, 0.5, 3.5, 1989-01-17 06:40:00, 28.0
8.0, 0.0, 0.0, 1.0, 8.0, 1989-01-17 14:30:00, 26.0
1.5, 0.0, 0.0, 1.0, 8.0, 1989-01-18 06:40:00, 22.0
4.0, 0.0, 0.0, -1.0, 9.0, 1989-01-18 14:00:00, 20.0
-1.5, 0.0, 0.0, -2.0, 4.5, 1989-01-19 06:40:00, 21.0
3.0, 0.0, 0.0, -2.0, 4.0, 1989-01-19 14:00:00, 20.0
-2.0, 0.0, 0.0, -3.5, 3.0, 1989-01-20 06:45:00, 20.0
1.0, 0.0, 0.0, -3.0, 2.0, 1989-01-20 14:30:00, 19.0
-1.0, 0.0, 0.0, -2.0, -1.0, 1989-01-21 07:00:00, 18.0
5.0, 0.0, 0.0, 0.0, 5.0, 1989-01-21 14:00:00, 18.0
-3.0, 0.0, 0.0, -4.0, -3.0, 1989-01-22 07:00:00, 18.0
2.0, 0.0, 0.0, -3.0, 6.0, 1989-01-22 14:30:00, 18.0
-10.0, 0.0, 0.0, -10.0, -3.0, 1989-01-23 06:55:00, 18.0
-3.0, 0.0, 0.0, -10.0, -3.0, 1989-01-23 14:00:00, 19.0
-8.0, 0.0, 0.0, -12.0, -2.0, 1989-01-24 06:45:00, 18.0
-3.0, 0.0, 0.0, -9.0, -3.0, 1989-01-24 14:30:00, 18.0
-6.0, 0.0, 0.0, -9.0, -4.0, 1989-01-25 06:40:00, 18.0
-2.0, 0.0, 0.0, -6.0, -2.0, 1989-01-25 14:00:00, 18.0
-1.5, 0.0, 0.0, -2.0, -1.0, 1989-01-26 06:45:00, 18.0
2.0, 0.0, 0.0, -2.0, 2.0, 1989-01-26 14:30:00, 18.0
-0.5, 0.0, 0.0, -2.0, 3.5, 1989-01-27 06:40:00, 18.0
2.0, 0.0, 0.0, -1.0, 3.0, 1989-01-27 14:30:00, 18.0
-1.0, 0.0, 0.0, -4.0, 3.0, 1989-01-28 07:00:00, 18.0
2.0, 0.0, 0.0, -3.0, 4.0, 1989-01-28 14:30:00, 18.0
0.0, 5.0, 5.0, 0.0, 3.0, 1989-01-29 07:00:00, 18.0
3.0, 0.0, 0.0, 0.0, 3.0, 1989-01-29 14:30:00, 18.0
2.0, 0.0, 0.0, 1.0, 3.0, 1989-01-30 06:45:00, 16.0
14.0, 0.0, 0.0, 2.0, 16.0, 1989-01-30 14:00:00, 15.0
-2.0, 0.0, 0.0, -3.0, 14.0, 1989-01-31 06:40:00, 15.0
-10.0, 0.0, 0.0, -11.0, -3.0, 1989-01-31 14:00:00, 15.0
-20.0, 0.0, 0.0, -20.0, -9.0, 1989-02-01 06:25:00, 15.0
-16.0, 0.0, 0.0, -21.0, -16.0, 1989-02-01 14:00:00, 15.0
-21.0, 0.0, 0.0, -21.0, -14.0, 1989-02-02 06:30:00, 15.0
-13.0, 0.0, 0.0, -21.0, -13.0, 1989-02-02 14:00:00, 15.0
-22.0, 0.0, 0.0, -22.0, -14.0, 1989-02-03 06:25:00, 15.0
-12.0, 0.0, 0.0, -22.0, -11.0, 1989-02-03 14:00:00, 15.0
-22.0, 0.0, 0.0, -22.0, -10.0, 1989-02-04 07:00:00, 12.0
-11.0, 0.0, 0.0, -22.0, -4.0, 1989-02-04 14:30:00, 12.0
-19.0, 0.0, 0.0, -19.0, -11.0, 1989-02-05 07:00:00, 12.0
-9.0, 0.0, 0.0, -19.0, -7.0, 1989-02-05 14:30:00, 12.0
-17.0, 0.0, 0.0, -17.0, -7.0, 1989-02-06 06:25:00, 15.0
-7.0, 0.0, 0.0, -17.0, -7.0, 1989-02-06 14:00:00, 13.0
-15.0, 0.0, 0.0, -15.0, -5.0, 1989-02-07 06:20:00, 13.0
-6.0, 0.0, 0.0, -15.0, -6.0, 1989-02-07 14:00:00, 13.0
-15.0, 0.0, 0.0, -15.0, -4.0, 1989-02-08 06:20:00, 13.0
-5.0, 0.0, 0.0, -16.0, -5.0, 1989-02-08 14:00:00, 13.0
-14.0, 0.0, 0.0, -15.5, -3.5, 1989-02-09 06:20:00, 13.0
-5.0, 0.0, 0.0, -15.0, -5.0, 1989-02-09 14:00:00, 13.0
-14.0, 0.0, 0.0, -14.0, -2.0, 1989-02-10 06:20:00, 13.0
-3.0, 0.0, 0.0, -14.0, -3.0, 1989-02-10 14:30:00, 13.0
-13.0, 0.0, 0.0, -15.0, -2.0, 1989-02-11 07:00:00, 12.0
-4.0, 0.0, 0.0, -14.0, -2.0, 1989-02-11 14:30:00, 12.0
-12.0, 0.0, 0.0, -15.0, -2.0, 1989-02-12 07:00:00, 12.0
-3.0, 0.0, 0.0, -14.0, -2.0, 1989-02-12 14:00:00, 12.0
-12.0, 0.0, 0.0, -13.0, -2.0, 1989-02-13 06:45:00, 13.0
-3.0, 0.0, 0.0, -12.0, -3.0, 1989-02-13 14:00:00, 12.0
-14.0, 0.0, 0.0, -14.0, -2.0, 1989-02-14 06:20:00, 13.0
-3.0, 0.0, 0.0, -15.0, -1.0, 1989-02-14 14:30:00, 13.0
-4.0, 0.0, 0.0, -6.5, -2.0, 1989-02-15 06:20:00, 13.0
-1.0, 5.0, 5.0, -5.0, 0.0, 1989-02-15 14:00:00, 18.0
-5.0, 8.0, 8.0, -5.0, 0.0, 1989-02-16 06:20:00, 20.0
-1.0, 0.0, 0.0, -6.0, -1.0, 1989-02-16 14:00:00, 20.0
-9.0, 0.0, 0.0, -9.0, -1.0, 1989-02-17 06:20:00, 20.0
-5.0, 0.0, 0.0, -9.0, -4.0, 1989-02-17 14:00:00, 19.0
-7.0, 0.0, 0.0, -8.0, -3.0, 1989-02-18 07:00:00, 19.0
-2.0, 0.0, 0.0, -8.0, -2.0, 1989-02-18 14:30:00, 19.0
-5.0, 2.0, 2.0, -5.0, -1.0, 1989-02-19 06:45:00, 18.0
0.0, 0.0, 0.0, -5.0, 1.0, 1989-02-19 14:30:00, 18.0
1.0, 3.0, 3.0, -1.0, 1.0, 1989-02-20 06:25:00, 21.0
3.0, 0.0, 0.0, -1.0, 4.0, 1989-02-20 14:00:00, 18.0
-1.0, 0.0, 0.0, -1.5, 4.0, 1989-02-21 06:25:00, 18.0
3.0, 0.0, 0.0, -1.0, 3.0, 1989-02-21 14:00:00, 15.0
-1.0, 0.0, 0.0, -1.0, 1.0, 1989-02-22 06:20:00, 15.0
2.0, 0.0, 0.0, 0.0, 3.0, 1989-02-22 14:00:00, 15.0
1.0, 0.0, 0.0, -1.0, 2.5, 1989-02-23 06:20:00, 15.0
8.0, 0.0, 0.0, 1.0, 8.0, 1989-02-23 14:00:00, 13.0
1.0, 0.0, 0.0, 1.0, 9.0, 1989-02-24 06:20:00, 12.0
5.0, 0.0, 0.0, 0.0, 5.0, 1989-02-24 14:00:00, 10.0
-3.0, 0.0, 0.0, -3.0, 7.0, 1989-02-25 06:45:00, 12.0
3.0, 0.0, 0.0, -3.0, 3.0, 1989-02-25 14:30:00, 12.0
-4.0, 0.0, 0.0, -4.0, 2.0, 1989-02-26 07:00:00, 12.0
1.0, 0.0, 0.0, -4.0, 4.0, 1989-02-26 14:00:00, 12.0
-1.5, 3.0, 3.0, -1.5, 2.0, 1989-02-27 06:25:00, 12.0
1.0, 0.0, 0.0, -2.0, 1.0, 1989-02-27 14:00:00, 12.0
-2.0, 0.0, 0.0, -2.0, 4.5, 1989-02-28 06:25:00, 12.0
-2.0, 0.0, 0.0, -3.0, -1.0, 1989-02-28 14:00:00, 12.0
-14.0, 0.0, 0.0, -14.0, -2.0, 1989-03-01 06:45:00, 12.0
-5.0, 0.0, 0.0, -15.0, -4.0, 1989-03-01 14:00:00, 12.0
-16.0, 0.0, 0.0, -16.0, -4.0, 1989-03-02 06:20:00, 12.0
-3.0, 0.0, 0.0, -17.0, -3.0, 1989-03-02 14:00:00, 11.0
-16.0, 0.0, 0.0, -16.0, -3.0, 1989-03-03 06:20:00, 12.0
-2.0, 0.0, 0.0, -16.0, -1.0, 1989-03-03 14:30:00, 12.0
-12.0, 0.0, 0.0, -12.0, -1.0, 1989-03-04 07:00:00, 12.0
1.0, 0.0, 0.0, -12.0, 2.0, 1989-03-04 14:00:00, 11.0
-2.0, 0.1, 0.1, -2.0, 3.0, 1989-03-05 07:00:00, 12.0
1.0, None, None, -2.0, 3.0, 1989-03-05 14:00:00, 11.0
0.0, 1.0, 1.0, -0.5, 3.0, 1989-03-06 06:25:00, 12.0
7.0, 0.0, 0.0, -1.0, 8.0, 1989-03-06 14:00:00, 9.0
0.0, 0.0, 0.0, 0.0, 8.0, 1989-03-07 06:20:00, 9.0
9.0, 0.0, 0.0, 0.0, 10.0, 1989-03-07 14:00:00, 7.0
0.0, 0.0, 0.0, 0.0, 10.0, 1989-03-08 06:20:00, 7.0
7.0, 0.0, 0.0, 0.0, 8.0, 1989-03-08 14:00:00, 7.0
1.0, 0.0, 0.0, 1.0, 6.0, 1989-03-09 06:25:00, 7.0
5.0, 0.0, 0.0, 0.0, 5.0, 1989-03-09 14:00:00, 7.0
3.0, 0.0, 0.0, 3.0, 5.0, 1989-03-10 06:20:00, 6.0
12.0, 0.0, 0.0, 2.0, 12.0, 1989-03-10 14:00:00, 6.0
2.0, 0.0, 0.0, 0.0, 12.0, 1989-03-11 07:00:00, 0.0
5.0, 0.0, 0.0, 1.0, 10.0, 1989-03-11 14:00:00, 0.0
1.0, 0.0, 0.0, 1.0, 7.0, 1989-03-12 07:00:00, 0.0
5.0, 0.0, 0.0, 1.0, 7.0, 1989-03-12 14:30:00, 0.0
3.0, 0.0, 0.0, 3.0, 6.0, 1989-03-13 06:20:00, 0.0
5.0, 0.0, 0.0, 2.0, 5.0, 1989-03-13 14:00:00, 0.0
2.0, 0.0, 0.0, 2.0, 4.0, 1989-03-14 06:20:00, 0.0
5.0, 0.0, 0.0, 1.0, 5.0, 1989-03-14 14:00:00, 0.0
-4.0, 0.0, 0.0, -5.0, 5.0, 1989-03-15 06:20:00, 0.0
4.0, 0.0, 0.0, -3.0, 5.0, 1989-03-15 14:00:00, 0.0
-4.0, 0.0, 0.0, -4.0, 8.0, 1989-03-16 06:20:00, 0.0
6.0, 0.0, 0.0, -4.0, 7.0, 1989-03-16 14:00:00, 0.0
-5.0, 0.0, 0.0, -5.0, 7.0, 1989-03-17 06:20:00, 0.0
5.0, 0.0, 0.0, -5.0, 5.0, 1989-03-17 14:00:00, 0.0
-4.0, 0.0, 0.0, -5.0, 5.0, 1989-03-18 06:45:00, 0.0
5.0, 0.0, 0.0, -4.0, 6.0, 1989-03-18 14:00:00, 0.0
0.0, 0.0, 0.0, 0.0, 6.0, 1989-03-19 07:00:00, 0.0
9.0, 0.0, 0.0, 0.0, 10.0, 1989-03-19 14:00:00, 0.0
-2.0, 0.0, 0.0, -2.0, 11.0, 1989-03-20 06:00:00, 0.0
13.0, 0.0, 0.0, -2.0, 13.0, 1989-03-20 14:30:00, 0.0
4.0, 0.0, 0.0, 3.0, 13.0, 1989-03-21 06:30:00, 0.0
5.0, 0.0, 0.0, 3.0, 5.0, 1989-03-21 14:30:00, 0.0
1.0, 0.0, 0.0, 1.0, 7.0, 1989-03-22 06:30:00, 0.0
9.0, 0.0, 0.0, 1.0, 12.0, 1989-03-22 14:00:00, 0.0
0.0, 0.0, 0.0, -1.0, 10.0, 1989-03-23 06:30:00, 0.0
7.0, 0.0, 0.0, 0.0, 9.0, 1989-03-23 14:00:00, 0.0
-3.0, None, None, -3.0, 9.0, 1989-03-24 06:00:00, None
6.5, None, None, -3.0, 7.0, 1989-03-24 14:00:00, None
2.0, None, None, 2.0, 7.0, 1989-03-25 06:00:00, None
5.0, None, None, 2.0, 5.0, 1989-03-25 14:00:00, None
2.0, None, None, 2.0, 5.0, 1989-03-26 06:00:00, None
11.0, None, None, 2.0, 11.0, 1989-03-26 14:00:00, None
4.0, None, None, 4.0, 11.0, 1989-03-27 06:00:00, None
7.0, None, None, 4.0, 7.0, 1989-03-27 14:00:00, None
3.0, 0.0, 0.0, -2.0, 12.0, 1989-03-28 07:10:00, 0.0
0.0, 0.0, 0.0, -1.0, 12.0, 1989-03-29 07:20:00, 0.0
None, 0.0, 0.0, None, None, 1989-03-29 14:30:00, 0.0
0.0, 0.0, 0.0, -2.0, 12.0, 1989-03-30 07:25:00, 0.0
11.0, 0.0, 0.0, -1.0, 11.0, 1989-03-30 15:00:00, 0.0
3.0, 0.0, 0.0, 2.0, 12.0, 1989-03-31 07:00:00, 0.0
10.0, 0.0, 0.0, 3.0, 11.0, 1989-03-31 14:30:00, 0.0
0.0, 0.0, 0.0, 0.0, 12.0, 1989-04-03 06:45:00, 0.0
10.0, 0.0, 0.0, 0.0, 12.0, 1989-04-03 14:00:00, 0.0
4.0, 0.0, 0.0, 4.0, 12.0, 1989-04-04 06:50:00, 0.0
9.0, 0.0, 0.0, 4.0, 10.0, 1989-04-04 14:00:00, 0.0
2.0, 0.0, 0.0, 2.0, 10.5, 1989-04-05 06:48:00, 0.0
6.0, 0.0, 0.0, 2.0, 6.0, 1989-04-05 14:20:00, 0.0
4.0, 0.0, 0.0, 4.0, 7.0, 1989-04-06 06:50:00, 0.0
5.0, 0.0, 0.0, 4.0, 6.0, 1989-04-06 14:30:00, 0.0
3.0, 0.0, 0.0, 2.0, 7.0, 1989-04-07 06:48:00, 0.0
11.0, 0.0, 0.0, 10.0, 12.0, 1989-04-07 14:30:00, 0.0
-1.0, 0.0, 0.0, -3.0, 16.0, 1989-04-10 06:50:00, 0.0
15.0, 0.0, 0.0, -3.0, 16.0, 1989-04-10 15:00:00, 0.0
-1.0, 0.0, 0.0, -1.0, 17.0, 1989-04-11 06:45:00, 0.0
13.0, 0.0, 0.0, -2.0, 18.0, 1989-04-11 14:00:00, 0.0
0.0, 0.0, 0.0, 0.0, 17.0, 1989-04-12 06:45:00, 0.0
13.0, 0.0, 0.0, 0.0, 17.0, 1989-04-12 14:00:00, 0.0
2.0, 0.0, 0.0, 0.0, 18.0, 1989-04-13 06:50:00, 0.0
14.0, 0.0, 0.0, 1.0, 18.0, 1989-04-13 14:00:00, 0.0
3.0, 0.0, 0.0, 2.0, 19.0, 1989-04-14 06:50:00, 0.0
13.0, 0.0, 0.0, 2.0, 15.0, 1989-04-14 14:00:00, 0.0
1.0, 0.0, 0.0, 1.0, 18.0, 1989-04-15 06:30:00, 0.0
12.0, 0.0, 0.0, 1.0, 18.0, 1989-04-15 14:00:00, 0.0
-1.0, 0.0, 0.0, -1.0, 17.0, 1989-04-16 06:30:00, 0.0
16.0, 0.0, 0.0, -1.0, 17.0, 1989-04-16 14:00:00, 0.0
-1.0, 0.0, 0.0, -2.0, 19.0, 1989-04-17 06:50:00, 0.0
15.0, None, None, -2.0, 17.0, 1989-04-17 14:00:00, None
1.0, 0.0, 0.0, -1.0, 18.0, 1989-04-18 06:50:00, 0.0
14.0, None, None, 0.0, 18.0, 1989-04-18 14:00:00, None
8.0, 0.0, 0.0, 2.0, 19.0, 1989-04-19 06:45:00, 0.0
13.0, None, None, 8.0, 14.0, 1989-04-19 14:00:00, None
8.0, 0.0, 0.0, 7.0, 14.5, 1989-04-20 06:50:00, 0.0
12.0, None, None, 7.0, 13.0, 1989-04-20 14:00:00, None
5.0, 0.0, 0.0, 5.0, 13.5, 1989-04-21 06:50:00, 0.0
9.0, None, None, 4.0, 12.0, 1989-04-21 14:00:00, None
3.0, None, None, 2.0, 15.0, 1989-04-22 06:30:00, None
10.0, None, None, 2.0, 15.0, 1989-04-22 14:00:00, None
3.0, None, None, 3.0, 18.0, 1989-04-23 06:30:00, None
9.0, None, None, 7.0, 17.0, 1989-04-23 14:00:00, None
2.5, 0.0, 0.0, 1.0, 18.5, 1989-04-24 06:50:00, 0.0
12.0, None, None, 3.0, 19.0, 1989-04-24 14:00:00, None
4.0, 0.0, 0.0, 2.0, 20.0, 1989-04-25 06:50:00, 0.0
16.0, None, None, 2.0, 18.0, 1989-04-25 14:00:00, None
8.0, 0.0, 0.0, 5.0, 18.0, 1989-04-26 06:50:00, 0.0
11.0, None, None, 6.0, 14.0, 1989-04-26 14:00:00, None
2.0, 0.0, 0.0, 1.0, 15.0, 1989-04-27 06:50:00, 0.0
11.0, None, None, 1.0, 15.0, 1989-04-27 14:00:00, None
6.0, 0.0, 0.0, 2.5, 16.0, 1989-04-28 06:50:00, 0.0
13.0, None, None, 4.0, 21.0, 1989-04-28 14:00:00, None
