station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
6.0, None, 0.0, 0.0, None, None, 10.0, 1988-11-02 15:30:00, None, 5.0, 0.0
4.0, 97.0, None, None, 1.0, None, 6.0, 1988-11-03 07:00:00, 6.0, None, None
6.0, 65.0, None, None, 1.0, None, 10.0, 1988-11-03 16:00:00, 0.0, None, None
1.5, 98.0, None, None, -1.0, None, 6.0, 1988-11-04 07:00:00, 0.0, None, None
4.5, 94.0, None, None, 1.5, None, 9.5, 1988-11-04 16:00:00, 0.0, None, None
5.0, 95.0, None, None, 2.0, None, 5.0, 1988-11-05 07:00:00, 1.0, None, None
8.0, 90.0, None, None, 5.0, None, 11.0, 1988-11-05 16:00:00, 4.0, None, None
3.5, 80.0, None, None, 2.0, None, 8.0, 1988-11-06 07:00:00, 8.0, None, None
3.0, 81.0, None, None, 3.0, None, 7.5, 1988-11-06 16:00:00, 1.0, None, None
-2.0, 100.0, 0.0, 0.0, -4.0, None, 10.0, 1988-11-07 07:40:00, 0.0, None, 0.0
3.0, 71.0, 0.0, 0.0, -2.0, None, 7.0, 1988-11-07 16:00:00, 0.0, None, 0.0
-2.0, 97.0, 3.0, 2.0, -4.0, None, 6.0, 1988-11-08 07:25:00, 1.0, None, 0.0
0.0, 90.0, 0.0, 0.0, -3.0, None, 1.0, 1988-11-08 15:45:00, 1.0, None, 0.0
-1.0, 97.0, 0.0, 0.0, -2.0, None, 2.0, 1988-11-09 07:05:00, 0.0, None, 0.0
4.0, 83.0, 0.0, 0.0, -1.0, None, 6.0, 1988-11-09 16:00:00, 0.0, None, 0.0
-1.0, 97.0, None, None, -3.0, None, 3.0, 1988-11-10 07:20:00, 0.0, None, 0.0
3.0, 90.0, None, None, -2.0, None, 5.0, 1988-11-10 15:45:00, 0.0, None, None
-1.0, 98.0, None, None, -1.0, None, 5.0, 1988-11-11 07:00:00, 2.0, None, None
6.0, 50.0, None, None, -1.5, None, 8.0, 1988-11-11 16:00:00, 0.0, None, None
0.5, 99.0, None, None, 0.0, None, 6.0, 1988-11-12 07:00:00, 3.0, None, None
3.5, 60.0, None, None, 0.0, None, 8.0, 1988-11-12 16:00:00, 0.0, None, None
-2.0, 98.0, None, None, -2.0, None, 4.0, 1988-11-13 07:00:00, 0.0, None, None
1.0, 74.0, 0.0, 0.0, -5.0, None, 7.0, 1988-11-13 15:00:00, 60.0, None, 0.0
None, None, None, None, None, None, None, 1988-11-14 07:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1988-11-14 16:00:00, 0.0, None, None
-3.0, 97.0, None, None, None, None, None, 1988-11-15 07:00:00, 0.0, None, None
1.5, 56.0, None, None, -4.0, None, 3.0, 1988-11-15 16:00:00, 0.0, None, None
2.0, 90.0, None, None, -2.0, None, 8.0, 1988-11-16 08:00:00, None, None, 0.0
1.0, 76.0, None, None, -5.0, None, 1.0, 1988-11-16 16:00:00, None, None, None
7.0, 98.0, 7.0, 7.0, None, None, None, 1988-11-17 07:00:00, None, None, 6.0
