station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
0.0, None, 0.0, 0.0, 7.0, 1988-11-14 08:00:00, None, 0.0
7.0, None, 0.0, None, None, 1988-11-14 15:30:00, None, 0.0
None, None, 0.0, None, None, 1988-11-15 07:00:00, None, 0.0
7.0, None, 0.0, 5.0, 7.0, 1988-11-15 16:00:00, None, 0.0
5.0, None, 0.0, None, None, 1988-11-16 07:38:00, None, 0.0
5.0, None, 0.0, 4.0, 9.0, 1988-11-17 07:45:00, None, 0.0
6.0, None, 0.0, 3.0, 8.0, 1988-11-18 07:45:00, None, 0.0
5.0, None, 0.0, None, None, 1988-11-22 07:00:00, None, 0.0
0.0, None, 0.0, None, None, 1988-11-23 07:30:00, None, 0.0
-2.0, None, 0.0, None, None, 1988-11-24 07:00:00, None, 0.0
-2.0, None, 0.0, None, None, 1988-11-25 07:00:00, None, 0.0
3.0, None, 0.0, None, None, 1988-11-28 07:20:00, None, 0.0
7.0, None, 0.0, None, None, 1988-11-29 06:45:00, None, 0.0
8.0, None, 0.0, None, None, 1988-11-30 15:30:00, None, 0.0
5.0, None, 0.0, None, None, 1988-12-01 07:35:00, None, 0.0
-2.0, None, 1.0, None, None, 1988-12-02 06:40:00, None, 1.0
4.0, None, 0.0, None, None, 1988-12-02 15:07:00, None, 0.0
7.0, None, 0.0, None, None, 1988-12-06 06:30:00, None, 0.0
1.0, None, None, 0.0, None, 1988-12-19 06:30:00, None, None
4.0, None, None, None, 5.0, 1988-12-19 15:50:00, None, None
3.0, None, None, 2.0, None, 1988-12-20 06:30:00, None, None
5.0, None, None, 4.0, None, 1988-12-20 16:00:00, None, None
1.0, None, None, None, None, 1988-12-21 06:45:00, None, None
4.0, None, None, None, None, 1988-12-21 15:00:00, None, None
1.0, None, 1.0, None, None, 1988-12-22 07:00:00, None, None
1.0, None, None, None, None, 1988-12-22 15:00:00, None, None
0.0, None, None, None, None, 1988-12-23 06:30:00, None, None
0.0, None, None, None, None, 1988-12-23 14:30:00, None, None
1.0, None, None, None, None, 1988-12-28 06:30:00, None, None
4.0, None, None, None, None, 1988-12-28 13:10:00, None, None
2.0, None, None, None, None, 1988-12-29 06:30:00, 2.0, None
4.0, None, None, None, None, 1988-12-29 15:00:00, 1.0, None
2.0, 24.0, None, None, None, 1988-12-30 06:30:00, 2.0, None
4.0, None, None, None, None, 1988-12-30 14:17:00, 0.0, None
-1.0, None, None, -1.0, 4.0, 1988-12-31 03:40:00, None, None
3.0, None, None, None, None, 1988-12-31 16:00:00, None, None
2.0, None, None, 0.0, 4.0, 1989-01-01 04:00:00, None, None
2.0, None, None, None, None, 1989-01-01 15:30:00, None, None
-1.0, None, None, -1.0, 4.0, 1989-01-02 08:30:00, None, None
4.0, None, None, None, None, 1989-01-02 21:00:00, None, None
3.0, None, None, None, None, 1989-01-03 06:30:00, 3.0, None
4.0, None, None, None, None, 1989-01-03 15:40:00, 4.0, None
1.0, None, None, None, None, 1989-01-04 06:45:00, 7.0, None
2.5, None, None, None, None, 1989-01-04 15:25:00, 3.0, None
1.5, None, None, None, None, 1989-01-05 06:35:00, 2.0, None
0.0, 1.0, 1.0, None, None, 1989-01-05 16:30:00, 3.0, 1.0
0.0, 1.0, None, None, None, 1989-01-06 06:30:00, 1.0, None
2.0, None, None, None, None, 1989-01-06 15:30:00, 0.0, None
-3.0, None, None, -3.0, None, 1989-01-07 03:40:00, None, None
-0.5, None, None, None, None, 1989-01-07 15:30:00, None, None
0.0, None, 2.0, 0.0, None, 1989-01-08 03:20:00, None, None
0.0, 4.0, 4.0, None, None, 1989-01-08 14:00:00, None, 4.0
1.0, None, None, None, None, 1989-01-09 07:00:00, 9.0, None
2.0, None, None, None, None, 1989-01-09 16:00:00, 2.0, None
2.0, None, None, None, None, 1989-01-10 06:40:00, 2.0, None
3.0, None, None, None, None, 1989-01-10 15:50:00, 9.0, None
2.0, None, None, None, None, 1989-01-11 06:30:00, 2.0, None
4.0, None, None, None, None, 1989-01-11 16:20:00, 3.0, None
5.0, None, None, None, None, 1989-01-12 06:45:00, 19.0, None
4.0, None, None, None, None, 1989-01-12 16:00:00, 25.0, None
0.0, 1.0, 1.0, None, None, 1989-01-13 06:30:00, 0.0, 1.0
2.0, None, None, None, None, 1989-01-13 15:20:00, 0.0, None
0.0, 1.0, 1.0, None, None, 1989-01-14 08:00:00, 0.0, None
2.5, None, None, None, None, 1989-01-14 16:00:00, 0.0, None
3.5, None, None, None, None, 1989-01-15 16:00:00, 0.0, None
5.0, None, None, None, None, 1989-01-16 06:30:00, 25.0, None
5.5, None, None, None, None, 1989-01-16 16:00:00, 20.0, None
2.0, None, None, None, None, 1989-01-17 06:30:00, 8.0, None
4.0, None, None, None, None, 1989-01-17 16:00:00, 2.0, None
0.0, None, None, None, None, 1989-01-18 06:25:00, 4.0, None
5.0, None, None, None, None, 1989-01-18 16:00:00, 0.0, None
4.0, None, None, None, None, 1989-01-19 06:30:00, 3.0, None
6.0, None, None, None, None, 1989-01-19 15:40:00, 1.0, None
2.0, None, None, None, None, 1989-01-20 06:45:00, 9.0, None
5.0, None, None, None, None, 1989-01-20 15:40:00, 4.0, None
2.0, None, None, None, None, 1989-01-21 07:00:00, None, None
0.0, None, 3.0, None, None, 1989-01-22 07:00:00, None, None
3.5, None, 0.0, 2.0, 5.0, 1989-01-22 15:30:00, None, 0.0
-1.0, None, None, None, None, 1989-01-23 06:40:00, 0.0, None
1.0, None, 0.0, 1.0, 4.0, 1989-01-23 07:30:00, None, 0.0
2.0, None, None, None, None, 1989-01-23 15:25:00, 0.0, None
1.5, 1.0, 1.0, None, None, 1989-01-24 06:35:00, 1.0, None
3.0, None, None, None, None, 1989-01-25 06:40:00, 2.0, None
5.0, None, None, None, None, 1989-01-25 16:00:00, 0.0, None
6.0, None, None, None, None, 1989-01-26 06:30:00, 0.0, None
6.0, None, None, None, None, 1989-01-26 15:15:00, 6.0, None
1.0, 2.0, None, None, None, 1989-01-27 06:30:00, 2.0, None
6.0, None, None, None, None, 1989-01-27 15:45:00, None, None
5.0, None, None, 4.0, None, 1989-01-28 07:00:00, None, None
8.0, None, None, 5.0, 8.0, 1989-01-29 07:00:00, 20.0, None
7.0, None, None, None, None, 1989-01-29 15:00:00, 18.0, None
7.0, None, None, None, None, 1989-01-30 06:30:00, 25.0, None
-1.0, None, 1.0, None, None, 1989-01-30 15:45:00, None, None
-5.0, 2.0, 2.0, None, None, 1989-01-31 06:30:00, None, None
-3.0, 4.0, 4.0, None, None, 1989-01-31 15:45:00, None, None
-12.0, None, None, None, None, 1989-02-01 06:45:00, None, None
-8.0, None, None, None, None, 1989-02-01 15:40:00, 0.0, None
-13.0, None, None, None, None, 1989-02-02 06:30:00, 0.0, None
-7.0, None, None, None, None, 1989-02-02 15:40:00, 0.0, None
-9.0, None, None, None, None, 1989-02-03 06:45:00, 0.0, None
-1.0, None, None, None, None, 1989-02-03 15:30:00, 0.0, None
-11.0, None, None, None, None, 1989-02-04 07:30:00, 0.0, None
-5.5, None, None, None, None, 1989-02-04 20:00:00, 0.0, None
-9.0, None, None, -12.0, None, 1989-02-05 07:00:00, 0.0, None
1.0, None, 0.0, -9.0, None, 1989-02-05 15:00:00, 0.0, 0.0
-9.0, None, 0.0, None, None, 1989-02-06 06:30:00, 0.0, 0.0
3.0, None, 0.0, None, None, 1989-02-06 16:00:00, 0.0, 0.0
-7.0, None, 0.0, None, None, 1989-02-07 06:30:00, 0.0, 0.0
4.0, None, 0.0, None, None, 1989-02-07 16:00:00, 0.0, 0.0
-7.0, None, 0.0, None, None, 1989-02-08 06:30:00, 0.0, 0.0
6.0, None, 0.0, None, None, 1989-02-08 16:00:00, 0.0, 0.0
-8.0, None, 0.0, None, None, 1989-02-09 06:30:00, 0.0, 0.0
8.0, None, 0.0, None, None, 1989-02-09 16:00:00, 0.0, 0.0
-6.0, None, 0.0, None, None, 1989-02-10 06:40:00, 0.0, 0.0
8.0, None, 0.0, None, None, 1989-02-10 15:30:00, 0.0, 0.0
-5.0, None, 0.0, -6.0, None, 1989-02-11 07:00:00, None, 0.0
2.0, None, 0.0, None, None, 1989-02-11 20:30:00, None, 0.0
2.0, None, None, 0.0, None, 1989-02-12 07:00:00, None, None
1.0, None, None, None, None, 1989-02-13 06:30:00, None, None
5.0, None, None, None, None, 1989-02-13 15:50:00, None, None
-2.0, None, None, None, None, 1989-02-14 06:45:00, None, None
6.0, None, None, None, None, 1989-02-14 16:00:00, None, None
-1.0, None, None, None, None, 1989-02-15 06:30:00, None, None
4.0, None, None, None, None, 1989-02-15 16:00:00, None, None
2.5, None, None, None, None, 1989-02-16 06:30:00, None, None
4.5, None, None, None, None, 1989-02-16 16:00:00, None, None
1.0, None, None, None, None, 1989-02-17 06:30:00, None, None
5.5, None, None, None, None, 1989-02-17 16:00:00, None, None
0.0, None, 18.0, None, 2.0, 1989-02-18 07:00:00, None, None
4.0, None, None, None, None, 1989-02-18 16:00:00, None, None
6.5, None, 0.0, None, None, 1989-02-19 15:30:00, None, 0.0
3.0, None, 0.0, 2.0, None, 1989-02-20 06:30:00, 3.0, 0.0
8.0, None, 0.0, 3.0, 8.0, 1989-02-20 15:30:00, None, 0.0
7.0, None, 0.0, 2.0, 8.0, 1989-02-21 06:30:00, None, 0.0
6.0, None, 0.0, 6.0, 7.0, 1989-02-21 15:30:00, 3.0, 0.0
5.0, None, 0.0, 5.0, 6.0, 1989-02-22 06:30:00, 5.0, 0.0
6.0, None, 0.0, 5.0, 6.0, 1989-02-22 15:30:00, 4.0, 0.0
2.5, None, 0.0, 1.5, 6.0, 1989-02-23 06:30:00, 4.0, 0.0
6.0, None, 0.0, 1.0, 7.5, 1989-02-23 15:30:00, 2.0, 0.0
1.5, None, 0.0, 1.0, 6.0, 1989-02-24 06:30:00, 3.0, 0.0
5.5, None, 0.0, 0.5, 5.5, 1989-02-24 15:30:00, 2.0, 0.0
3.0, None, 0.0, 3.0, 5.0, 1989-02-25 07:00:00, 0.0, 0.0
3.0, None, 0.0, None, None, 1989-02-25 18:30:00, 0.0, 0.0
2.0, None, 0.0, None, None, 1989-02-26 07:00:00, 0.0, 0.0
2.5, None, 0.0, 2.0, None, 1989-02-27 06:30:00, None, 0.0
6.5, None, 0.0, None, None, 1989-02-27 15:45:00, None, 0.0
2.5, None, 0.0, 2.0, None, 1989-02-28 06:30:00, 1.0, 0.0
4.0, None, 0.0, None, None, 1989-02-28 15:30:00, 0.0, 0.0
-3.0, None, 0.0, -3.0, None, 1989-03-01 06:30:00, 0.0, 0.0
5.5, None, 0.0, None, None, 1989-03-01 15:30:00, 0.0, 0.0
-7.0, None, 0.0, -7.0, None, 1989-03-02 06:30:00, 0.0, 0.0
6.0, None, 0.0, None, None, 1989-03-02 15:45:00, 0.0, 0.0
3.5, None, 0.0, None, None, 1989-03-03 16:00:00, 0.0, 0.0
3.0, None, 0.0, None, None, 1989-03-04 07:00:00, 0.0, 0.0
4.5, None, 0.0, None, None, 1989-03-04 15:30:00, 0.0, 0.0
4.0, None, 0.0, None, None, 1989-03-05 07:00:00, None, 0.0
6.0, None, 0.0, None, None, 1989-03-05 16:00:00, 10.0, 0.0
0.0, None, 1.0, 0.0, None, 1989-03-06 06:30:00, 16.0, 1.0
3.0, None, 5.0, 1.0, 6.0, 1989-03-06 15:45:00, 12.0, 5.0
0.0, None, 0.0, -2.0, 4.0, 1989-03-07 06:30:00, 0.0, None
5.0, None, 0.0, -0.5, 8.5, 1989-03-07 15:30:00, 2.0, 3.0
1.0, None, 0.0, 0.5, None, 1989-03-08 06:30:00, 4.0, 0.0
