station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
-7.0, None, None, 6.0, -7.0, None, -6.0, 1975-01-30 07:00:00, None, None, None, 102.0
-1.0, None, None, None, -7.0, None, -1.0, 1975-01-30 16:00:00, None, None, None, 97.0
-4.0, None, None, None, -4.0, None, 0.0, 1975-01-31 07:00:00, None, None, None, 97.0
-5.0, None, None, None, -5.0, None, -3.0, 1975-01-31 16:00:00, None, None, None, 97.0
-11.0, None, None, None, -11.0, None, -5.0, 1975-02-01 07:00:00, None, None, None, 94.0
-7.0, None, None, None, -11.0, None, -7.0, 1975-02-01 16:00:00, None, None, None, 94.0
-10.0, None, None, None, -10.0, None, -7.0, 1975-02-02 07:00:00, None, None, None, 91.0
-8.0, None, None, None, -10.0, None, -8.0, 1975-02-02 16:00:00, None, None, None, 91.0
-11.0, None, None, None, -11.0, None, -8.0, 1975-02-03 07:00:00, None, None, None, 91.0
-8.0, None, None, None, -11.0, None, -8.0, 1975-02-03 16:00:00, None, None, None, 91.0
-7.0, None, None, None, -8.0, None, -7.0, 1975-02-04 07:00:00, None, None, None, 91.0
-3.0, None, None, None, -7.0, None, -3.0, 1975-02-04 16:00:00, None, None, None, 89.0
-7.0, None, None, None, -8.0, None, -3.0, 1975-02-05 08:00:00, None, None, None, 89.0
-2.0, None, None, None, -9.0, None, -2.0, 1975-02-05 16:00:00, None, None, None, 89.0
-6.0, None, None, None, -8.0, None, -2.0, 1975-02-06 07:00:00, None, None, None, 89.0
-3.0, None, None, None, -9.0, None, -2.0, 1975-02-06 16:00:00, None, None, None, 89.0
-2.0, None, None, None, -5.0, None, -1.0, 1975-02-07 07:00:00, None, None, None, 89.0
0.0, None, None, None, -2.0, None, 0.0, 1975-02-07 16:00:00, None, None, None, 89.0
-7.0, None, None, None, -7.0, None, 0.0, 1975-02-08 08:00:00, None, None, None, 89.0
-5.0, None, None, None, -8.0, None, -4.0, 1975-02-08 16:00:00, None, None, None, 89.0
-10.0, None, None, None, -16.0, None, -5.0, 1975-02-09 08:00:00, None, None, None, 89.0
-11.0, None, None, None, -11.0, None, -3.0, 1975-02-10 10:00:00, None, None, None, 89.0
-11.0, None, None, None, -11.0, None, -10.0, 1975-02-10 16:00:00, None, None, None, 86.0
-17.0, None, None, None, -17.0, None, -12.0, 1975-02-11 07:00:00, None, None, None, 86.0
-16.0, None, None, None, -18.0, None, -16.0, 1975-02-11 16:00:00, None, None, None, 86.0
-17.0, None, None, None, -17.0, None, -16.0, 1975-02-12 07:00:00, None, None, None, 86.0
-11.0, None, None, None, -17.0, None, -11.0, 1975-02-12 16:00:00, None, None, None, 86.0
-14.0, None, None, None, -14.0, None, -11.0, 1975-02-13 07:00:00, None, None, None, 86.0
-11.0, None, None, None, -15.0, None, -11.0, 1975-02-13 16:00:00, None, None, None, 86.0
-13.0, None, None, 2.0, -14.0, None, -11.0, 1975-02-14 07:00:00, None, None, None, 86.0
-12.0, None, None, 8.0, -14.0, None, -11.0, 1975-02-14 16:00:00, None, None, None, 94.0
-9.0, None, None, 20.0, -12.0, None, -9.0, 1975-02-15 07:00:00, None, None, None, 122.0
-4.0, None, None, 8.0, -12.0, None, -4.0, 1975-02-15 16:00:00, None, None, None, 124.0
-7.0, None, None, 10.0, -8.0, None, -1.0, 1975-02-16 07:00:00, None, None, None, 127.0
-1.0, None, None, None, -12.0, None, 0.0, 1975-02-16 16:00:00, None, None, None, 124.0
-3.0, None, None, 3.0, -4.0, None, -1.0, 1975-02-17 07:00:00, None, None, None, 124.0
-1.0, None, None, 5.0, -3.0, None, 0.0, 1975-02-17 16:00:00, None, None, None, 124.0
0.0, None, None, 4.0, -2.0, None, 0.0, 1975-02-18 07:00:00, None, None, None, 124.0
1.0, None, None, None, 0.0, None, 1.0, 1975-02-18 16:00:00, None, None, None, 117.0
1.0, None, None, None, 0.0, None, 2.0, 1975-02-19 07:00:00, None, None, None, 117.0
-1.0, None, None, 7.0, -1.0, None, 2.0, 1975-02-19 16:00:00, None, None, None, 114.0
-3.0, None, None, 14.0, -3.0, None, -1.0, 1975-02-20 07:00:00, None, None, None, 130.0
0.0, None, None, 10.0, -3.0, None, 0.0, 1975-02-20 16:00:00, None, None, None, 137.0
-1.0, None, None, 1.0, -3.0, None, 0.0, 1975-02-21 07:00:00, None, None, None, 132.0
1.0, None, None, None, -2.0, None, 2.0, 1975-02-21 16:00:00, None, None, None, 124.0
0.0, None, None, 3.0, 0.0, None, 1.0, 1975-02-22 07:00:00, None, None, None, 124.0
1.0, None, None, 9.0, 0.0, None, 1.0, 1975-02-22 18:00:00, None, None, None, 124.0
1.0, None, None, None, 0.0, None, 4.0, 1975-02-23 07:00:00, None, None, None, 124.0
2.0, None, None, None, 1.0, None, 4.0, 1975-02-23 16:00:00, None, None, None, 119.0
-1.0, None, None, 6.0, -1.0, None, 2.0, 1975-02-24 07:00:00, None, None, None, 124.0
2.0, None, None, None, -1.0, None, 3.0, 1975-02-24 16:00:00, None, None, None, 122.0
-1.0, None, None, None, -2.0, None, 2.0, 1975-02-25 07:00:00, None, None, None, 122.0
4.0, None, None, None, -2.0, None, 4.0, 1975-02-25 16:00:00, None, None, None, 119.0
4.0, None, None, None, 3.0, None, 4.0, 1975-02-26 07:00:00, None, None, None, 119.0
4.0, None, None, None, 2.0, None, 5.0, 1975-02-26 16:00:00, None, None, None, 117.0
0.0, None, None, None, 0.0, None, 4.0, 1975-02-27 07:00:00, None, None, None, 117.0
3.0, None, None, None, 0.0, None, 5.0, 1975-02-27 16:00:00, None, None, None, 117.0
-3.0, None, None, None, -3.0, None, 4.0, 1975-02-28 07:00:00, None, None, None, 117.0
3.0, None, None, None, -4.0, None, 4.0, 1975-02-28 16:00:00, None, None, None, 117.0
-1.0, None, None, None, -7.0, None, 4.0, 1975-03-01 07:00:00, None, None, None, 117.0
4.0, None, None, None, -1.0, None, 6.0, 1975-03-01 16:00:00, None, None, None, 114.0
4.0, None, None, None, 3.0, None, 5.0, 1975-03-02 08:00:00, None, None, None, 114.0
6.0, None, None, None, 3.0, None, 6.0, 1975-03-02 16:00:00, None, None, None, 112.0
2.0, None, None, None, 1.0, None, 6.0, 1975-03-03 07:00:00, None, None, None, 112.0
3.0, None, None, None, 1.0, None, 4.0, 1975-03-03 16:00:00, None, None, None, 112.0
-1.0, None, None, 6.0, -1.0, None, 4.0, 1975-03-04 07:00:00, None, None, None, 117.0
4.0, None, None, None, -1.0, None, 4.0, 1975-03-04 16:00:00, None, None, None, 112.0
-1.0, None, None, None, -1.0, None, 6.0, 1975-03-05 07:00:00, None, None, None, 112.0
-1.0, None, None, None, -1.0, None, 6.0, 1975-03-05 16:00:00, None, None, None, 109.0
-3.0, None, None, None, -6.0, None, 4.0, 1975-03-06 07:00:00, None, None, None, 107.0
5.0, None, None, None, -3.0, None, 5.0, 1975-03-06 16:00:00, None, None, None, 107.0
-1.0, None, None, None, -1.0, None, 5.0, 1975-03-07 08:00:00, None, None, None, 107.0
1.0, None, None, None, -2.0, None, 1.0, 1975-03-07 16:00:00, None, None, None, 107.0
-1.0, None, None, None, -1.0, None, 1.0, 1975-03-08 07:00:00, None, None, None, 107.0
1.0, None, None, None, -1.0, None, 1.0, 1975-03-08 16:00:00, None, None, None, 107.0
-1.0, None, None, None, -2.0, None, 1.0, 1975-03-09 08:00:00, None, None, None, 106.0
2.0, None, None, None, -1.0, None, 2.0, 1975-03-09 16:00:00, None, None, None, 106.0
-9.0, None, None, None, -9.0, None, 2.0, 1975-03-10 06:00:00, None, None, None, 104.0
3.0, None, None, None, -9.0, None, 4.0, 1975-03-10 16:00:00, None, None, None, 104.0
-9.0, None, None, None, -9.0, None, 3.0, 1975-03-11 07:00:00, None, None, None, 104.0
0.0, None, None, None, -9.0, None, 3.0, 1975-03-11 18:00:00, None, None, None, 104.0
-2.0, None, None, None, -3.0, None, 0.0, 1975-03-12 08:00:00, None, None, None, 104.0
5.0, None, None, None, -3.0, None, 5.0, 1975-03-12 16:00:00, None, None, None, 104.0
-5.0, None, None, None, -5.0, None, 5.0, 1975-03-13 06:00:00, None, None, None, 104.0
0.0, None, None, 6.0, -5.0, None, 1.0, 1975-03-13 16:00:00, None, None, None, 109.0
-1.0, None, None, 18.0, -1.0, None, 1.0, 1975-03-14 07:00:00, None, None, None, 132.0
4.0, None, None, 3.0, -1.0, None, 5.0, 1975-03-14 16:00:00, None, None, None, 119.0
-3.0, None, None, None, -4.0, None, 5.0, 1975-03-15 07:00:00, None, None, None, 114.0
4.0, None, None, None, -3.0, None, 4.0, 1975-03-15 16:00:00, None, None, None, 114.0
-3.0, None, None, None, -3.0, None, 4.0, 1975-03-16 07:00:00, None, None, None, 114.0
-1.0, None, None, None, -3.0, None, 4.0, 1975-03-16 16:00:00, None, None, None, 112.0
2.0, None, None, None, -1.0, None, 3.0, 1975-03-17 07:00:00, None, None, None, 112.0
5.0, None, None, None, -1.0, None, 6.0, 1975-03-17 16:00:00, None, None, None, 109.0
3.0, None, None, None, 3.0, None, 5.0, 1975-03-18 07:00:00, None, None, None, 109.0
6.0, None, None, None, 2.0, None, 6.0, 1975-03-18 15:00:00, None, None, None, 107.0
3.0, None, None, None, 2.0, None, 6.0, 1975-03-19 07:00:00, None, None, None, 107.0
7.0, None, None, None, 3.0, None, 8.0, 1975-03-19 16:00:00, None, None, None, 104.0
0.0, None, None, 1.0, -1.0, None, 7.0, 1975-03-20 07:00:00, None, None, None, 104.0
6.0, None, None, None, 0.0, None, 7.0, 1975-03-20 16:00:00, None, None, None, 102.0
1.0, None, None, None, 0.0, None, 6.0, 1975-03-21 07:00:00, None, None, None, 102.0
8.0, None, None, None, 1.0, None, 9.0, 1975-03-21 16:00:00, None, None, None, 102.0
-2.0, None, None, None, -3.0, None, 8.0, 1975-03-22 07:00:00, None, None, None, 102.0
4.0, None, None, None, -2.0, None, 6.0, 1975-03-22 16:00:00, None, None, None, 99.0
-2.0, None, None, 4.0, -4.0, None, 4.0, 1975-03-23 07:00:00, None, None, None, 104.0
-1.0, None, None, 14.0, -2.0, None, 3.0, 1975-03-23 16:00:00, None, None, None, 112.0
-6.0, None, None, 7.0, -6.0, None, 0.0, 1975-03-24 07:00:00, None, None, None, 114.0
-1.0, None, None, 3.0, -6.0, None, 1.0, 1975-03-24 16:00:00, None, None, None, 112.0
-1.0, None, None, 17.0, -3.0, None, 1.0, 1975-03-25 06:00:00, None, None, None, 127.0
2.0, None, None, 4.0, -1.0, None, 3.0, 1975-03-25 16:00:00, None, None, None, 114.0
-12.0, None, None, None, -12.0, None, 2.0, 1975-03-26 07:00:00, None, None, None, 114.0
2.0, None, None, None, -12.0, None, 4.0, 1975-03-26 16:00:00, None, None, None, 112.0
-1.0, None, None, None, -6.0, None, 3.0, 1975-03-27 06:00:00, None, None, None, 112.0
3.0, None, None, None, -1.0, None, 4.0, 1975-03-27 16:00:00, None, None, None, 109.0
1.0, None, None, None, 0.0, None, 3.0, 1975-03-28 07:00:00, None, None, None, 107.0
4.0, None, None, None, 3.0, None, 4.0, 1975-03-28 16:00:00, None, None, None, 107.0
1.0, None, None, None, 1.0, None, 4.0, 1975-03-29 07:00:00, None, None, None, 102.0
4.0, None, None, None, 1.0, None, 6.0, 1975-03-29 16:00:00, None, None, None, 99.0
0.0, None, None, 11.0, -1.0, None, 4.0, 1975-03-30 07:00:00, None, None, None, 107.0
4.0, None, None, None, 0.0, None, 6.0, 1975-03-30 16:00:00, None, None, None, 102.0
-1.0, None, None, None, -4.0, None, 4.0, 1975-03-31 07:00:00, None, None, None, 102.0
7.0, None, None, None, -2.0, None, 8.0, 1975-03-31 16:00:00, None, None, None, 99.0
-1.0, None, None, None, -3.0, None, 7.0, 1975-04-01 07:00:00, None, None, None, 102.0
3.0, None, None, None, -1.0, None, 4.0, 1975-04-01 16:00:00, None, None, None, 102.0
1.0, None, None, None, -1.0, None, 3.0, 1975-04-02 07:00:00, 0.0, None, None, 102.0
7.0, None, None, None, 1.0, None, 8.0, 1975-04-02 16:00:00, 0.0, None, None, 99.0
-3.0, None, None, None, -4.0, None, 7.0, 1975-04-03 07:00:00, 0.0, None, None, 99.0
9.0, None, None, None, -3.0, None, 9.0, 1975-04-03 16:00:00, 0.0, None, None, 97.0
2.0, None, None, None, 1.0, None, 9.0, 1975-04-04 07:00:00, 0.0, None, None, 97.0
8.0, None, None, None, 2.0, None, 8.0, 1975-04-04 16:00:00, 0.0, None, None, 97.0
1.0, None, None, None, -6.0, None, 8.0, 1975-04-05 07:00:00, 0.0, None, None, 94.0
8.0, None, None, None, 1.0, None, 8.0, 1975-04-05 16:00:00, 0.0, None, None, 94.0
1.0, None, None, None, 1.0, None, 8.0, 1975-04-06 07:00:00, 0.0, None, None, 91.0
4.0, None, None, None, 1.0, None, 7.0, 1975-04-06 16:00:00, 0.0, None, None, 91.0
2.0, None, None, None, 1.0, None, 4.0, 1975-04-07 07:00:00, 0.0, None, None, 89.0
8.0, None, None, None, 1.0, None, 8.0, 1975-04-07 16:00:00, 0.0, None, None, 86.0
2.0, None, None, None, 1.0, None, 8.0, 1975-04-08 07:00:00, 0.0, None, None, 86.0
12.0, None, None, None, 1.0, None, 12.0, 1975-04-08 16:00:00, 0.0, None, None, 86.0
-2.0, None, None, None, -3.0, None, 12.0, 1975-04-09 07:00:00, 0.0, None, None, 81.0
13.0, None, None, None, -3.0, None, 14.0, 1975-04-09 16:00:00, 0.0, None, None, 81.0
2.0, None, None, None, -2.0, None, 13.0, 1975-04-10 07:00:00, 0.0, None, None, None
12.0, None, None, None, 2.0, None, 13.0, 1975-04-10 16:00:00, 0.0, None, None, 69.0
2.0, None, None, None, 1.0, None, 12.0, 1975-04-11 07:00:00, 0.0, None, None, None
4.0, None, None, None, 1.0, None, 11.0, 1975-04-11 19:00:00, 0.0, None, None, None
2.0, None, None, None, 2.0, None, 5.0, 1975-04-12 07:00:00, 3.0, None, None, None
6.0, None, None, None, 2.0, None, 9.0, 1975-04-12 19:00:00, 0.0, None, None, None
-1.0, None, None, None, -3.0, None, 6.0, 1975-04-13 07:00:00, 0.0, None, None, None
9.0, None, None, None, -1.0, None, 11.0, 1975-04-13 19:00:00, 0.0, None, None, None
7.0, None, None, None, -1.0, None, 9.0, 1975-04-14 07:00:00, 0.0, None, None, None
13.0, None, None, None, 7.0, None, 13.0, 1975-04-14 16:00:00, 0.0, None, None, None
5.0, None, None, None, -3.0, None, 13.0, 1975-04-15 09:00:00, 0.0, None, None, None
13.0, None, None, None, 5.0, None, 14.0, 1975-04-15 16:00:00, 0.0, None, None, None
2.0, None, None, None, -2.0, None, 13.0, 1975-04-16 07:00:00, 0.0, None, None, None
13.0, None, None, None, 2.0, None, 14.0, 1975-04-16 16:00:00, 0.0, None, None, None
3.0, None, None, None, 2.0, None, 13.0, 1975-04-17 07:00:00, 0.0, None, None, None
8.0, None, None, None, 3.0, None, 10.0, 1975-04-17 16:00:00, 0.0, None, None, None
3.0, None, None, None, 2.0, None, 9.0, 1975-04-18 07:00:00, 2.0, None, None, None
6.0, None, None, None, 2.0, None, 7.0, 1975-04-18 15:00:00, 1.0, None, None, None
1.0, None, None, None, -1.0, None, 6.0, 1975-04-19 07:00:00, 1.0, None, None, None
2.0, None, None, None, 1.0, None, 4.0, 1975-04-19 15:00:00, 10.0, None, None, None
1.0, None, None, None, 0.0, None, 2.0, 1975-04-20 07:00:00, 0.0, None, None, None
6.0, None, None, None, 1.0, None, 6.0, 1975-04-20 15:00:00, 2.0, None, None, None
2.0, None, None, None, 2.0, None, 6.0, 1975-04-21 07:00:00, 0.0, None, None, None
6.0, None, None, None, 2.0, None, 7.0, 1975-04-21 15:00:00, 1.0, None, None, None
3.0, None, None, None, 1.0, None, 6.0, 1975-04-22 07:00:00, 2.0, None, None, None
8.0, None, None, None, 3.0, None, 8.0, 1975-04-22 15:00:00, 1.0, None, None, None
4.0, None, None, None, 2.0, None, 8.0, 1975-04-23 07:00:00, 0.0, None, None, None
8.0, None, None, None, 4.0, None, 8.0, 1975-04-23 16:00:00, 0.0, None, None, None
3.0, None, None, None, 2.0, None, 8.0, 1975-04-24 07:00:00, 0.0, None, None, None
15.0, None, None, None, 3.0, None, 15.0, 1975-04-24 15:00:00, 0.0, None, None, None
-2.0, None, None, None, -2.0, None, 15.0, 1975-04-25 07:00:00, 0.0, None, None, None
15.0, None, None, None, -2.0, None, 16.0, 1975-04-25 15:00:00, 0.0, None, None, None
4.0, None, None, None, 2.0, None, 15.0, 1975-04-26 07:00:00, 2.0, None, None, None
4.0, None, None, None, 3.0, None, 5.0, 1975-04-26 15:00:00, 20.0, None, None, None
2.0, None, None, None, 1.0, None, 5.0, 1975-04-27 07:00:00, 1.0, None, None, None
7.0, None, None, None, 2.0, None, 7.0, 1975-04-27 15:00:00, 0.0, None, None, None
2.0, None, None, None, 1.0, None, 7.0, 1975-04-28 07:00:00, 1.0, None, None, None
9.0, None, None, None, 2.0, None, 9.0, 1975-04-28 15:00:00, 0.0, None, None, None
-1.0, None, None, None, -2.0, None, 9.0, 1975-04-29 07:00:00, 0.0, None, None, None
11.0, None, None, None, -1.0, None, 13.0, 1975-04-29 15:00:00, 0.0, None, None, None
2.0, None, None, None, 1.0, None, 11.0, 1975-04-30 07:00:00, 0.0, None, None, None
15.0, None, None, None, 2.0, None, 15.0, 1975-04-30 15:00:00, 0.0, None, None, None
1.0, None, None, None, 0.0, None, 3.0, 1975-11-01 07:00:00, 3.0, None, None, 0.0
2.0, None, None, None, 0.0, None, 3.0, 1975-11-01 15:00:00, 2.0, None, None, 0.0
0.0, None, None, None, 0.0, None, 3.0, 1975-11-02 07:00:00, 23.0, None, None, 0.0
2.0, None, None, None, 0.0, None, 3.0, 1975-11-02 15:00:00, 17.0, None, None, 0.0
6.0, None, None, None, 1.0, None, 9.0, 1975-11-03 07:00:00, 31.0, None, None, 0.0
2.0, None, None, None, 1.0, None, 7.0, 1975-11-03 15:00:00, 4.0, None, None, 0.0
2.0, None, None, None, 1.0, None, 7.0, 1975-11-04 07:00:00, 5.0, None, None, 0.0
2.0, None, None, None, 2.0, None, 4.0, 1975-11-04 15:00:00, 5.0, None, None, 0.0
0.0, None, None, None, 0.0, None, 3.0, 1975-11-05 07:00:00, 2.0, None, None, 0.0
1.0, None, None, None, -1.0, None, 4.0, 1975-11-05 15:00:00, 0.0, None, None, 0.0
-1.0, None, None, None, -2.0, None, 2.0, 1975-11-06 07:00:00, 0.0, None, None, 0.0
3.0, None, None, None, -1.0, None, 3.0, 1975-11-06 15:00:00, 0.0, None, None, 0.0
0.0, None, None, None, 0.0, None, 5.0, 1975-11-07 07:00:00, 13.0, None, None, 0.0
1.0, None, None, None, 0.0, None, 4.0, 1975-11-07 15:00:00, 13.0, None, None, 0.0
0.0, None, None, 7.0, -1.0, None, 4.0, 1975-11-08 07:00:00, 9.0, None, None, 7.0
1.0, None, None, None, 0.0, None, 2.0, 1975-11-08 15:00:00, 12.0, None, None, 5.0
1.0, None, None, None, 0.0, None, 1.0, 1975-11-09 07:00:00, 0.0, None, None, 3.0
0.0, None, None, None, 0.0, None, 2.0, 1975-11-09 15:00:00, 0.0, None, None, 0.0
2.0, None, None, 5.0, 0.0, None, 3.0, 1975-11-10 07:00:00, 0.0, None, None, 5.0
2.0, None, None, None, 0.0, None, 6.0, 1975-11-10 15:00:00, 2.0, None, None, 0.0
1.0, None, None, None, 0.0, None, 2.0, 1975-11-11 07:00:00, 2.0, None, None, 0.0
1.0, None, None, None, 0.0, None, 5.0, 1975-11-11 15:00:00, 4.0, None, None, 0.0
0.0, None, None, 14.0, 0.0, None, 2.0, 1975-11-12 07:00:00, 20.0, None, None, 14.0
1.0, None, None, None, 0.0, None, 1.0, 1975-11-12 15:00:00, 5.0, None, None, None
0.0, None, None, 12.0, 0.0, None, 1.0, 1975-11-13 07:00:00, 1.0, None, None, None
1.0, None, None, None, 0.0, None, 1.0, 1975-11-13 15:00:00, 0.0, None, None, None
1.0, None, None, None, 0.0, None, 2.0, 1975-11-14 07:00:00, 9.0, None, None, None
2.0, None, None, None, 1.0, None, 3.0, 1975-11-14 15:00:00, 5.0, None, None, None
3.0, None, None, None, 1.0, None, 5.0, 1975-11-15 07:00:00, 5.0, None, None, None
0.0, None, None, None, -1.0, None, 1.0, 1975-11-15 15:00:00, 12.0, None, None, None
0.0, None, None, None, -1.0, None, 0.0, 1975-11-16 07:00:00, 9.0, None, None, None
1.0, None, None, 3.0, 0.0, None, 3.0, 1975-11-16 15:00:00, 0.0, None, None, None
-1.0, None, None, None, -1.0, None, 1.0, 1975-11-17 07:00:00, 0.0, None, None, None
0.0, None, None, None, -1.0, None, 1.0, 1975-11-17 15:00:00, 4.0, None, None, None
-1.0, None, None, None, -2.0, None, 1.0, 1975-11-18 07:00:00, 0.0, None, None, None
1.0, None, None, None, -1.0, None, 1.0, 1975-11-18 15:00:00, 0.0, None, None, None
0.0, None, None, None, 0.0, None, 3.0, 1975-11-19 07:00:00, 0.0, None, None, None
2.0, None, None, None, 0.0, None, 3.0, 1975-11-19 15:00:00, 0.0, None, None, None
-2.0, None, None, None, -2.0, None, 2.0, 1975-11-20 07:00:00, 0.0, None, None, None
1.0, None, None, None, -3.0, None, 4.0, 1975-11-20 15:00:00, 0.0, None, None, None
1.0, None, None, None, -2.0, None, 1.0, 1975-11-21 07:00:00, 0.0, None, None, None
0.0, None, None, None, 0.0, None, 4.0, 1975-11-21 15:00:00, 0.0, None, None, None
1.0, None, None, 8.0, -1.0, None, 2.0, 1975-11-22 07:00:00, None, None, None, None
2.0, None, None, None, 0.0, None, 3.0, 1975-11-22 15:00:00, 0.0, None, None, None
1.0, None, None, None, 0.0, None, 2.0, 1975-11-23 07:00:00, 0.0, None, None, None
2.0, None, None, None, 0.0, None, 4.0, 1975-11-23 15:00:00, 0.0, None, None, None
