station_observations
CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
7.0, 0.0, 6.0, 14.0, 1992-04-17 07:30:00, 11.0, 0.0
12.0, 0.0, 7.0, 13.0, 1992-04-17 15:15:00, 3.0, 0.0
7.0, 0.0, 5.0, 15.0, 1992-04-18 08:00:00, 2.0, 0.0
13.5, 0.0, 7.0, 14.0, 1992-04-18 15:00:00, 0.0, 0.0
-1.0, 0.0, -1.0, 15.0, 1992-04-19 05:50:00, 0.0, 0.0
20.0, 0.0, -1.0, 21.0, 1992-04-19 16:00:00, 0.0, 0.0
7.0, 0.0, 6.5, 21.0, 1992-04-20 07:30:00, 0.0, 0.0
16.0, 0.0, 7.0, 17.0, 1992-04-20 15:45:00, 0.0, 0.0
1.5, 0.0, -1.0, 17.0, 1992-04-21 07:30:00, 0.0, 0.0
15.0, 0.0, 1.5, 16.0, 1992-04-21 17:00:00, 0.0, 0.0
5.0, 0.0, 5.0, 16.0, 1992-04-22 07:30:00, 2.0, 0.0
14.0, 0.0, 5.0, 14.0, 1992-04-22 15:15:00, 0.0, 0.0
4.5, 0.0, 4.0, 15.0, 1992-04-23 07:30:00, 1.0, 0.0
10.0, 0.0, 4.5, 14.0, 1992-04-23 17:30:00, 0.0, 0.0
0.0, 0.0, -2.0, 10.0, 1992-04-24 06:30:00, 0.0, 0.0
18.5, 0.0, 0.0, 19.0, 1992-04-24 15:45:00, 0.0, 0.0
4.5, 0.0, 0.0, 19.0, 1992-04-25 07:30:00, 0.0, 0.0
21.5, 0.0, 4.5, 22.5, 1992-04-25 16:00:00, 0.0, 0.0
10.0, 0.0, 6.0, 22.0, 1992-04-26 08:00:00, 0.0, 0.0
20.5, 0.0, 10.0, 21.5, 1992-04-26 16:30:00, 0.0, 0.0
10.5, 0.0, 8.0, 21.0, 1992-04-27 07:30:00, 0.0, 0.0
17.0, 0.0, 10.5, 18.0, 1992-04-27 16:00:00, 1.0, 0.0
7.5, 0.0, 6.0, 18.0, 1992-04-28 07:30:00, 0.0, 0.0
15.0, 0.0, 7.5, 17.0, 1992-04-28 15:30:00, 0.0, 0.0
10.0, 0.0, 8.0, 15.0, 1992-04-29 07:50:00, 2.0, 0.0
14.0, 0.0, 10.0, 15.0, 1992-04-29 15:30:00, 2.0, 0.0
10.0, 0.0, 8.0, 15.0, 1992-04-30 07:30:00, 4.0, 0.0
11.0, 0.0, 10.0, 18.0, 1992-04-30 15:30:00, 0.0, 0.0
0.0, 0.0, -4.0, 11.0, 1992-10-15 07:30:00, None, 0.0
6.5, 0.0, -0.5, 9.0, 1992-10-15 17:00:00, None, 0.0
-4.0, 0.0, -5.0, 7.0, 1992-10-16 07:00:00, None, 0.0
6.0, 0.0, -4.0, 6.0, 1992-10-16 16:10:00, None, 0.0
2.0, 0.0, 2.0, 6.0, 1992-10-17 07:00:00, None, 0.0
5.0, 0.0, 1.5, 5.5, 1992-10-17 16:15:00, None, 0.0
4.0, 0.0, 2.0, 5.0, 1992-10-18 07:30:00, None, 0.0
7.0, 0.0, 4.0, 8.0, 1992-10-18 17:00:00, None, 0.0
2.0, 0.0, 1.5, 7.0, 1992-10-19 07:00:00, None, 0.0
7.0, 0.0, 2.0, 7.5, 1992-10-19 17:00:00, None, 0.0
5.0, 0.0, 5.0, 7.0, 1992-10-20 06:00:00, None, 0.0
9.0, 0.0, 5.0, 10.0, 1992-10-20 18:30:00, None, 0.0
7.0, 0.0, 7.0, 9.0, 1992-10-21 07:00:00, None, 0.0
13.0, 0.0, 7.0, 14.0, 1992-10-21 16:00:00, None, 0.0
8.0, 0.0, 8.0, 13.0, 1992-10-22 06:30:00, None, 0.0
11.0, 0.0, 8.0, 12.0, 1992-10-22 16:00:00, None, 0.0
8.0, 0.0, 8.0, 11.0, 1992-10-23 07:00:00, None, 0.0
13.0, 0.0, 7.5, 14.5, 1992-10-23 17:00:00, None, 0.0
8.0, 0.0, 7.0, 13.0, 1992-10-24 07:00:00, None, 0.0
11.5, 0.0, 8.0, 14.0, 1992-10-24 16:40:00, None, 0.0
4.5, 0.0, 4.5, 13.0, 1992-10-25 07:00:00, None, 0.0
7.0, 0.0, 4.0, 12.0, 1992-10-25 16:30:00, None, 0.0
3.0, 0.0, 2.0, 7.0, 1992-10-26 06:30:00, None, 0.0
7.0, 0.0, 3.0, 11.5, 1992-10-26 16:30:00, None, 0.0
1.0, 0.0, 1.0, 7.0, 1992-10-27 06:00:00, None, 0.0
4.0, 0.0, 1.0, 8.5, 1992-10-27 16:30:00, None, 0.0
-1.5, 0.0, -2.0, 4.0, 1992-10-28 07:30:00, None, 0.0
5.0, 0.0, -1.5, 6.0, 1992-10-28 16:00:00, None, 0.0
3.0, 0.0, 3.0, 5.0, 1992-10-29 06:00:00, None, 0.0
8.0, 0.0, 2.5, 8.5, 1992-10-29 15:30:00, None, 0.0
4.0, 0.0, 4.0, 9.0, 1992-10-30 07:00:00, None, 0.0
7.0, 0.0, 4.0, 10.0, 1992-10-30 17:00:00, None, 0.0
5.0, 0.0, 5.0, 8.0, 1992-10-31 06:00:00, None, 0.0
8.0, 0.0, 5.0, 11.0, 1992-10-31 16:45:00, None, None
5.0, 0.0, 5.0, 9.0, 1992-11-01 06:15:00, None, 0.0
7.0, 0.0, 5.0, 10.0, 1992-11-01 16:30:00, None, 0.0
2.0, 0.0, 1.5, 8.0, 1992-11-02 07:15:00, None, 0.0
4.0, 0.0, 2.0, 9.5, 1992-11-02 17:00:00, None, 0.0
1.0, 0.0, 0.0, 5.0, 1992-11-03 07:00:00, None, 0.0
3.0, 0.0, 1.0, 6.0, 1992-11-03 17:30:00, None, 0.0
2.5, 0.0, 1.0, 4.0, 1992-11-04 07:15:00, None, 0.0
3.0, 0.0, 1.0, 3.0, 1992-11-04 16:50:00, None, 0.0
3.0, 0.0, 3.0, 3.0, 1992-11-05 07:30:00, None, 0.0
6.0, 0.0, 3.0, 8.0, 1992-11-05 15:30:00, None, 0.0
2.0, 0.0, 2.0, 6.0, 1992-11-06 07:00:00, None, 0.0
4.0, 0.0, 2.0, 5.0, 1992-11-06 16:30:00, None, 0.0
0.0, 2.0, 0.0, 4.0, 1992-11-07 07:00:00, None, 1.0
1.0, 0.0, 0.0, 1.5, 1992-11-07 16:45:00, None, 0.1
0.0, 0.1, 0.0, 2.0, 1992-11-08 05:45:00, None, 0.1
2.5, 0.0, 0.0, 2.5, 1992-11-08 15:30:00, None, 0.0
1.5, 0.0, 1.5, 2.5, 1992-11-09 07:00:00, None, 0.0
3.5, 0.0, 1.0, 5.0, 1992-11-09 15:00:00, None, 0.0
-1.5, 0.0, -2.0, 4.0, 1992-11-10 05:40:00, None, 0.0
0.5, 0.0, -2.0, 1.0, 1992-11-10 16:15:00, None, 0.0
0.0, 10.0, 0.0, 1.0, 1992-11-11 06:45:00, None, 9.0
1.5, 0.0, 0.0, 3.0, 1992-11-11 15:30:00, None, 8.0
-5.0, 0.0, -5.0, 2.0, 1992-11-12 06:30:00, None, 8.0
0.0, 0.1, -5.5, 1.0, 1992-11-12 16:30:00, None, 8.0
0.0, 5.0, 0.0, 0.0, 1992-11-13 07:00:00, None, 13.0
1.0, 0.0, 0.0, 2.0, 1992-11-13 16:45:00, None, 9.0
-1.0, 0.0, -1.0, 1.0, 1992-11-14 07:15:00, None, 8.0
2.5, 0.0, -1.0, 3.0, 1992-11-14 15:30:00, None, 6.0
1.0, 0.0, 1.0, 2.5, 1992-11-15 07:00:00, None, 3.0
3.0, 0.0, 1.0, 4.0, 1992-11-15 16:15:00, None, 0.0
-2.0, 0.0, -4.0, 3.0, 1992-11-23 07:00:00, None, 0.0
0.0, 0.0, -2.0, 0.0, 1992-11-23 15:15:00, None, 0.0
-3.0, 0.0, -3.0, 0.0, 1992-11-24 05:30:00, None, 0.0
-2.0, 0.0, -3.5, 0.0, 1992-11-24 16:00:00, None, 0.0
-9.5, 0.0, -9.5, -2.0, 1992-11-25 07:30:00, None, 0.0
-1.5, 0.0, -9.5, -0.5, 1992-11-25 15:30:00, None, 0.0
-11.0, 0.0, -11.0, -1.5, 1992-11-26 07:15:00, None, 0.0
-3.0, 0.0, -11.0, -1.0, 1992-11-26 17:15:00, None, 0.0
-3.0, 0.0, -4.0, -3.0, 1992-11-27 07:00:00, None, 0.0
-1.0, 9.0, -3.0, -1.0, 1992-11-27 16:15:00, None, 9.0
-1.5, 4.0, -2.0, -1.0, 1992-11-28 07:30:00, None, 13.0
-1.0, 0.0, -1.5, 1.0, 1992-11-28 17:30:00, None, 12.0
-5.0, 0.0, -5.0, -1.0, 1992-11-29 07:00:00, None, 12.0
-2.0, 2.0, -6.0, -2.0, 1992-11-29 15:40:00, None, 14.0
-2.0, 11.0, -2.0, -2.0, 1992-11-30 07:00:00, None, 25.0
1.0, 0.1, -2.0, 2.0, 1992-11-30 16:30:00, None, 24.0
-8.0, 0.0, -8.0, 1.0, 1992-12-01 06:30:00, None, 24.0
-3.5, 0.0, -8.0, -1.0, 1992-12-01 15:45:00, None, 24.0
-5.0, 0.1, -5.0, -3.0, 1992-12-02 07:20:00, None, 24.0
-4.0, 0.0, -5.0, -3.0, 1992-12-02 15:30:00, None, 24.0
-12.0, 0.0, -12.0, -4.0, 1992-12-03 07:15:00, None, 24.0
-6.0, 0.1, -12.0, -5.0, 1992-12-03 16:00:00, None, 24.0
-17.0, 0.0, -17.0, -6.0, 1992-12-04 07:00:00, None, 24.0
-7.0, 0.0, -17.0, -5.0, 1992-12-04 15:00:00, None, 24.0
-19.0, 0.0, -19.0, -7.0, 1992-12-05 07:00:00, None, 24.0
-10.0, 0.0, -20.0, -8.0, 1992-12-05 15:30:00, None, 23.0
-20.0, 0.0, -20.0, -10.0, 1992-12-06 07:45:00, None, 23.0
-9.0, 0.0, -20.5, -9.0, 1992-12-06 16:00:00, None, 23.0
-7.5, 0.0, -11.0, -7.5, 1992-12-07 07:00:00, None, 22.0
-5.0, 6.0, -8.0, -4.0, 1992-12-07 16:20:00, None, 28.0
-10.0, 9.0, -10.0, -5.0, 1992-12-08 06:00:00, None, 33.0
-2.5, 4.0, -10.5, -2.5, 1992-12-08 16:00:00, None, 36.0
-2.5, 8.0, -3.0, -2.5, 1992-12-09 07:15:00, None, 41.0
-1.0, 0.0, -2.5, 1.0, 1992-12-09 16:00:00, None, 40.0
-4.0, 0.0, -4.0, -1.0, 1992-12-10 07:00:00, None, 39.0
-2.0, 4.0, -5.0, -2.0, 1992-12-10 16:30:00, None, 42.0
-3.5, 2.0, -4.0, -1.0, 1992-12-11 07:00:00, None, 42.0
-2.0, 0.0, -4.0, -2.0, 1992-12-11 15:15:00, None, 41.0
-4.0, 3.0, -4.0, -2.0, 1992-12-12 07:00:00, None, 41.0
-3.0, 0.0, -4.0, -1.0, 1992-12-12 15:45:00, None, 41.0
-6.0, 0.1, -12.0, -3.0, 1992-12-13 07:15:00, None, 41.0
-4.0, 2.0, -7.0, -3.5, 1992-12-13 16:45:00, None, 43.0
-3.0, 7.0, -4.0, -3.0, 1992-12-14 07:00:00, None, 46.0
-2.0, 12.0, -3.0, 1.0, 1992-12-14 16:00:00, None, 54.0
-3.0, 0.0, -4.0, -1.0, 1992-12-15 05:30:00, None, 53.0
-4.0, 0.0, -4.0, -1.0, 1992-12-15 15:30:00, None, 52.0
-10.0, 0.1, -10.0, -4.0, 1992-12-16 07:30:00, None, 51.0
-5.0, 2.0, -10.0, -5.0, 1992-12-16 16:30:00, None, 51.0
-7.0, 0.0, -8.0, -5.0, 1992-12-17 06:00:00, None, 51.0
-3.5, 1.0, -7.0, -3.0, 1992-12-17 15:30:00, None, 52.0
-13.0, 0.0, -13.0, -3.5, 1992-12-18 07:15:00, None, 45.0
-16.0, 0.0, -16.0, -12.0, 1992-12-18 17:00:00, None, 45.0
-15.0, 7.0, -18.5, -13.0, 1992-12-19 07:15:00, None, 52.0
-12.0, 10.0, -15.0, -12.0, 1992-12-19 16:00:00, None, 58.0
-10.0, 18.0, -12.5, -10.0, 1992-12-20 07:15:00, None, 72.0
-6.0, 4.0, -10.0, -6.0, 1992-12-20 15:15:00, None, 75.0
-8.0, 4.0, -9.0, -5.0, 1992-12-21 05:30:00, None, 78.0
-5.0, 4.0, -8.0, -4.0, 1992-12-21 16:20:00, None, 78.0
-5.0, 8.0, -5.0, -4.0, 1992-12-22 05:20:00, None, 84.0
-3.0, 7.0, -5.0, -2.0, 1992-12-22 16:00:00, None, 85.0
-5.0, 2.0, -9.0, -3.0, 1992-12-23 07:30:00, None, 86.0
-3.0, 2.0, -6.0, -3.0, 1992-12-23 16:00:00, None, 87.0
-1.0, 0.0, -3.5, 1.0, 1992-12-24 07:15:00, None, 78.0
-3.0, 0.0, -3.0, 1.0, 1992-12-24 16:30:00, None, 76.0
-6.0, 0.0, -8.0, -2.0, 1992-12-25 07:30:00, None, 75.0
-2.0, 2.0, -6.0, -2.0, 1992-12-25 16:00:00, None, 79.0
-3.0, 11.0, -3.0, -2.0, 1992-12-26 07:45:00, None, 88.0
-1.5, 0.1, -3.0, -1.0, 1992-12-26 14:00:00, None, 86.0
-3.0, 4.0, -3.0, -1.0, 1992-12-27 08:00:00, None, 85.0
-7.0, 2.0, -7.0, -1.0, 1992-12-27 16:00:00, None, 85.0
-14.0, 3.0, -14.0, -6.0, 1992-12-28 08:00:00, None, 82.0
-15.5, 5.0, -15.5, -13.0, 1992-12-28 16:30:00, None, 87.0
-17.0, 2.0, -17.0, -15.5, 1992-12-29 08:00:00, None, 88.0
-15.0, 0.0, -17.0, -14.0, 1992-12-29 18:00:00, None, 88.0
-23.0, 1.0, -23.0, -14.0, 1992-12-30 07:00:00, None, 85.0
-15.0, 0.0, -23.0, -14.0, 1992-12-30 16:00:00, None, 85.0
-27.0, 1.0, -27.0, -15.0, 1992-12-31 07:00:00, None, 85.0
-20.5, 0.0, -27.0, -16.0, 1992-12-31 16:30:00, None, 84.0
-18.0, 0.0, -20.5, -18.0, 1993-01-01 07:30:00, None, 84.0
-19.5, 0.0, -19.5, -15.0, 1993-01-01 16:00:00, None, 78.0
-19.0, 0.1, -22.5, -18.0, 1993-01-02 07:30:00, None, 78.0
-15.0, 0.0, -19.0, -14.0, 1993-01-02 16:00:00, None, 76.0
-14.0, 6.0, -14.0, -14.0, 1993-01-03 07:00:00, None, 80.0
-11.0, 2.0, -15.0, -10.0, 1993-01-03 16:45:00, None, 81.0
-14.0, 0.1, -14.0, -10.0, 1993-01-04 06:45:00, None, 79.0
-10.0, 1.0, -14.0, -8.0, 1993-01-04 17:00:00, None, 80.0
-11.5, 0.0, -12.5, -10.0, 1993-01-05 05:30:00, None, 77.0
-16.5, 0.0, -16.5, -11.0, 1993-01-05 16:45:00, None, 76.0
-21.0, 0.0, -22.0, -16.5, 1993-01-06 07:30:00, None, 75.0
-16.0, 0.0, -23.0, -15.0, 1993-01-06 15:00:00, None, 75.0
-29.0, 0.0, -29.0, -16.0, 1993-01-07 05:30:00, None, 75.0
-17.0, 0.0, -30.0, -17.0, 1993-01-07 16:00:00, None, 74.0
-19.0, 0.1, -21.0, -17.0, 1993-01-08 07:30:00, None, 75.0
-15.0, 0.0, -19.0, -13.0, 1993-01-08 16:00:00, None, 74.0
-25.0, 0.0, -26.0, -15.0, 1993-01-09 05:30:00, None, 74.0
-15.5, 0.0, -25.0, -12.5, 1993-01-09 16:00:00, None, 73.0
-17.0, 0.0, -23.0, -15.5, 1993-01-10 07:30:00, None, 73.0
-16.5, 0.0, -17.0, -11.5, 1993-01-10 16:30:00, None, 72.0
-27.5, 0.0, -28.0, -17.0, 1993-01-11 07:30:00, None, 72.0
-18.0, 0.0, -27.5, -15.0, 1993-01-11 16:15:00, None, 72.0
-17.0, 0.1, -21.5, -17.0, 1993-01-12 06:15:00, None, 72.0
-15.0, 0.0, -17.0, -12.0, 1993-01-12 16:15:00, None, 71.0
-22.0, 0.0, -26.0, -15.0, 1993-01-13 07:15:00, None, 71.0
-16.0, 0.0, -22.0, -14.5, 1993-01-13 16:00:00, None, 71.0
-20.0, 0.0, -20.0, -16.0, 1993-01-14 05:30:00, None, 71.0
-14.0, 0.0, -23.0, -10.5, 1993-01-14 15:45:00, None, 71.0
-18.0, 0.0, -25.5, -14.0, 1993-01-15 08:00:00, None, 70.0
-12.0, 1.0, -18.0, -12.0, 1993-01-15 16:30:00, None, 70.0
-10.0, 1.0, -12.0, -10.0, 1993-01-16 07:00:00, None, 71.0
-8.5, 0.0, -10.5, -6.0, 1993-01-16 16:00:00, None, 70.0
-12.5, 0.0, -19.0, -8.5, 1993-01-17 06:30:00, None, 70.0
-9.5, 0.0, -12.5, -7.0, 1993-01-17 16:30:00, None, 69.0
-17.0, 0.0, -17.0, -8.5, 1993-01-18 07:30:00, None, 69.0
-13.5, 0.0, -17.0, -8.0, 1993-01-18 16:40:00, None, 69.0
-22.0, 0.0, -22.0, -12.0, 1993-01-19 05:30:00, None, 69.0
-8.0, 4.0, -22.5, -7.0, 1993-01-19 16:15:00, None, 72.0
-5.0, 2.0, -8.0, -5.0, 1993-01-20 07:30:00, None, 73.0
-1.0, 8.0, -11.0, 1.0, 1993-01-20 17:00:00, None, 81.0
-5.0, 1.0, -5.0, -1.0, 1993-01-21 06:00:00, None, 79.0
-3.0, 0.1, -5.0, 1.5, 1993-01-21 16:45:00, None, 78.0
-2.5, 6.0, -3.0, -2.5, 1993-01-22 07:45:00, None, 84.0
-0.5, 0.0, -4.0, 1.0, 1993-01-22 15:00:00, None, 84.0
-9.0, 0.0, -11.0, -0.5, 1993-01-23 07:50:00, None, 80.0
-6.0, 0.0, -9.0, -5.0, 1993-01-23 16:00:00, None, 79.0
-6.5, 2.0, -7.0, -6.0, 1993-01-24 07:40:00, None, 81.0
-4.0, 9.0, -7.0, -3.5, 1993-01-24 16:30:00, None, 88.0
-3.0, 20.0, -4.0, -3.0, 1993-01-25 07:30:00, None, 105.0
-1.0, 0.0, -3.0, 1.0, 1993-01-25 15:45:00, None, 98.0
-3.0, 0.0, -4.0, -1.0, 1993-01-26 05:55:00, None, 97.0
0.0, 9.0, -2.5, 1.0, 1993-01-26 16:20:00, None, 107.0
0.0, 4.0, 0.0, 1.0, 1993-01-27 06:45:00, None, 107.0
1.0, 0.0, 0.0, 2.5, 1993-01-27 17:00:00, None, 100.0
-0.5, 0.0, -0.5, 1.0, 1993-01-28 05:50:00, None, 94.0
1.0, 0.0, -1.0, 2.0, 1993-01-28 17:00:00, None, 91.0
0.0, 0.0, 0.0, 1.0, 1993-01-29 07:50:00, None, 89.0
1.0, 0.0, 0.0, 3.5, 1993-01-29 17:00:00, None, 86.0
0.0, 0.0, 0.0, 1.0, 1993-01-30 07:15:00, None, 84.0
2.0, 0.0, 0.0, 3.5, 1993-01-30 16:20:00, None, 81.0
0.0, 0.0, 0.0, 2.0, 1993-01-31 07:15:00, None, 79.0
1.5, 0.0, 0.0, 3.0, 1993-01-31 16:45:00, None, 77.0
0.0, 0.0, 0.0, 2.0, 1993-02-01 07:15:00, None, 75.0
2.0, 0.0, 0.0, 3.0, 1993-02-01 16:00:00, None, 75.0
0.0, 0.0, 0.0, 2.0, 1993-02-02 05:45:00, None, 73.0
-2.0, 0.0, -2.0, 3.0, 1993-02-02 17:50:00, None, 71.0
-5.0, 0.0, -5.0, -1.0, 1993-02-03 07:00:00, None, 71.0
-2.0, 0.0, -5.5, 3.5, 1993-02-03 17:30:00, None, 70.0
-9.0, 0.0, -9.0, -2.0, 1993-02-04 05:30:00, None, 70.0
-1.0, 0.0, -9.0, 4.0, 1993-02-04 17:15:00, None, 70.0
-8.5, 0.0, -8.5, -1.0, 1993-02-05 07:30:00, None, 70.0
4.0, 0.0, -9.0, 5.0, 1993-02-05 15:45:00, None, 70.0
-2.0, 0.0, -4.0, 4.0, 1993-02-06 07:20:00, None, 70.0
2.0, 0.0, -2.0, 3.0, 1993-02-06 16:45:00, None, 68.0
-4.5, 0.0, -4.5, 2.0, 1993-02-07 06:55:00, None, 68.0
3.0, 0.0, -5.0, 5.0, 1993-02-07 16:40:00, None, 68.0
-9.0, 0.0, -9.0, 3.0, 1993-02-08 07:30:00, None, 68.0
-7.0, 0.0, -9.0, 3.0, 1993-02-08 17:10:00, None, 68.0
-5.0, 0.0, -7.0, -1.0, 1993-02-09 06:10:00, None, 68.0
0.0, 0.0, -5.0, 1.0, 1993-02-09 17:30:00, None, 68.0
0.0, 2.0, -1.0, 0.0, 1993-02-10 07:20:00, None, 70.0
1.0, 0.1, 0.0, 1.0, 1993-02-10 16:35:00, None, 70.0
0.0, 0.0, 0.0, 1.0, 1993-02-11 07:30:00, None, 70.0
3.0, 0.0, 0.0, 4.0, 1993-02-11 16:50:00, None, 70.0
0.0, 0.0, 0.0, 3.0, 1993-02-12 07:40:00, None, 69.0
1.0, 0.0, 0.0, 3.0, 1993-02-12 16:40:00, None, 68.0
-0.5, 0.0, -0.5, 1.0, 1993-02-13 07:30:00, None, 68.0
2.0, 0.0, -0.5, 3.5, 1993-02-13 16:30:00, None, 67.0
-1.0, 0.0, -1.0, 2.0, 1993-02-14 07:15:00, None, 67.0
1.0, 0.0, -1.0, 4.0, 1993-02-14 16:30:00, None, 66.0
-14.0, 0.0, -14.0, 1.0, 1993-02-15 07:00:00, None, 66.0
-3.0, 0.0, -14.5, -1.0, 1993-02-15 16:30:00, None, 66.0
-19.0, 0.0, -19.0, -3.0, 1993-02-16 07:15:00, None, 66.0
-7.0, 0.0, -18.0, -3.0, 1993-02-16 17:00:00, None, 66.0
-21.0, 0.0, -21.0, -7.0, 1993-02-17 07:30:00, None, 66.0
-8.0, 0.0, -21.0, -4.0, 1993-02-17 17:00:00, None, 66.0
-21.0, 0.0, -21.0, -8.0, 1993-02-18 07:10:00, None, 66.0
-5.0, 0.0, -21.0, -3.0, 1993-02-18 16:00:00, None, 66.0
-17.5, 0.0, -21.0, -5.0, 1993-02-19 07:45:00, None, 66.0
-5.0, 0.0, -17.5, -4.0, 1993-02-19 16:30:00, None, 66.0
-7.5, 0.1, -10.0, -5.0, 1993-02-20 08:00:00, None, 66.0
-5.0, 2.0, -7.0, -3.5, 1993-02-20 16:00:00, None, 68.0
-8.0, 2.0, -8.0, -4.0, 1993-02-21 07:15:00, None, 70.0
-5.0, 0.0, -7.0, -3.5, 1993-02-21 16:30:00, None, 70.0
-14.0, 0.1, -14.0, -5.0, 1993-02-22 07:00:00, None, 70.0
-4.0, 0.0, -14.0, -2.0, 1993-02-22 15:20:00, None, 70.0
-21.5, 0.0, -21.5, -4.0, 1993-02-23 06:00:00, None, 70.0
-7.0, 0.0, -22.0, -4.0, 1993-02-23 17:00:00, None, 70.0
-23.5, 0.0, -24.0, -7.0, 1993-02-24 07:30:00, None, 69.0
-4.5, 0.0, -23.5, -4.0, 1993-02-24 15:30:00, None, 69.0
-22.0, 0.0, -22.0, -4.5, 1993-02-25 06:00:00, None, 69.0
-6.0, 0.0, -23.0, -2.0, 1993-02-25 16:50:00, None, 69.0
-21.5, 0.0, -21.5, -5.0, 1993-02-26 06:50:00, None, 69.0
-3.0, 0.0, -22.0, -0.5, 1993-02-26 16:30:00, None, 69.0
-8.0, 0.0, -13.0, -3.0, 1993-02-27 06:45:00, None, 69.0
1.0, 0.0, -8.0, 2.0, 1993-02-27 16:00:00, None, 69.0
-5.0, 0.0, -8.0, -1.0, 1993-02-28 07:00:00, None, 69.0
2.5, 0.0, -5.0, 3.0, 1993-02-28 16:45:00, None, 68.0
-3.0, 0.0, -4.0, 3.0, 1993-03-01 07:15:00, None, 68.0
2.5, 0.0, -3.0, 4.5, 1993-03-01 16:30:00, None, 67.0
-2.0, 0.1, -2.0, 3.0, 1993-03-02 06:00:00, None, 67.0
3.0, 0.0, -2.0, 7.5, 1993-03-02 17:00:00, None, 66.0
-8.0, 0.0, -8.0, 3.0, 1993-03-03 07:10:00, None, 66.0
2.5, 0.0, -8.0, 3.5, 1993-03-03 15:30:00, None, 66.0
-1.0, 1.0, -4.0, 3.5, 1993-03-04 07:15:00, None, 67.0
2.0, 0.0, -1.0, 4.0, 1993-03-04 17:30:00, None, 65.0
0.0, 0.0, 0.0, 2.0, 1993-03-05 06:15:00, None, 65.0
3.5, 0.0, 0.0, 4.0, 1993-03-05 15:50:00, None, 64.0
0.0, 0.0, 0.0, 4.0, 1993-03-06 06:50:00, None, 64.0
4.5, 0.0, 0.0, 8.0, 1993-03-06 16:45:00, None, 61.0
0.5, 0.0, -1.0, 5.0, 1993-03-07 07:15:00, None, 61.0
5.5, 0.0, 0.5, 8.5, 1993-03-07 16:15:00, None, 58.0
0.5, 0.0, -1.5, 6.0, 1993-03-08 07:20:00, None, 58.0
8.0, 0.0, 0.0, 9.0, 1993-03-08 15:40:00, None, 55.0
-7.0, 0.0, -7.0, 8.0, 1993-03-09 06:00:00, None, 54.0
8.0, 0.0, -7.0, 9.0, 1993-03-09 16:00:00, None, 50.0
-9.0, 0.0, -10.0, 8.0, 1993-03-10 07:20:00, None, 50.0
5.5, 0.0, -10.0, 8.0, 1993-03-10 16:00:00, None, 50.0
-12.0, 0.0, -12.0, 5.5, 1993-03-11 06:10:00, None, 49.0
5.0, 0.0, -12.0, 7.0, 1993-03-11 16:30:00, None, 48.0
-11.5, 0.0, -12.0, 5.0, 1993-03-12 07:00:00, None, 48.0
5.0, 0.0, -11.5, 7.0, 1993-03-12 16:20:00, None, 44.0
-10.5, 0.0, -11.6, 5.0, 1993-03-13 07:00:00, None, 44.0
6.0, 0.0, -10.5, 9.0, 1993-03-13 16:30:00, None, 41.0
-2.0, 0.0, -4.0, 6.0, 1993-03-14 07:15:00, None, 40.0
2.0, 0.0, -2.0, 6.0, 1993-03-14 15:50:00, None, 39.0
2.0, 5.0, 0.0, 3.0, 1993-03-15 07:30:00, None, 46.0
0.0, 0.0, 0.0, 3.0, 1993-03-15 17:00:00, None, 43.0
-10.0, 0.0, -10.0, 0.0, 1993-03-16 07:25:00, None, 43.0
4.0, 0.0, -10.5, 5.0, 1993-03-16 16:15:00, None, 42.0
-4.0, 0.0, -6.0, 4.0, 1993-03-17 07:30:00, None, 42.0
-0.5, 5.0, -4.0, 1.5, 1993-03-17 16:30:00, None, 47.0
-1.0, 7.0, -1.5, 0.0, 1993-03-18 07:00:00, None, 57.0
4.0, 0.0, -1.0, 6.0, 1993-03-18 16:50:00, None, 42.0
0.0, 0.0, -1.0, 4.0, 1993-03-19 07:25:00, None, 42.0
8.0, 0.0, 0.0, 9.0, 1993-03-19 16:30:00, None, 41.0
0.0, 0.0, -2.0, 8.0, 1993-03-20 07:50:00, None, 41.0
3.5, 0.0, 0.0, 6.0, 1993-03-20 16:30:00, None, 40.0
1.0, 0.0, 0.0, 4.0, 1993-03-21 07:30:00, None, 39.0
3.5, 0.0, 0.5, 7.5, 1993-03-21 16:30:00, None, 39.0
1.5, 0.0, 0.0, 4.0, 1993-03-22 07:15:00, None, 39.0
3.0, 0.0, 1.0, 7.5, 1993-03-22 16:45:00, None, 39.0
1.5, 0.0, 1.0, 3.0, 1993-03-23 07:00:00, None, 36.0
7.0, 0.0, 1.5, 11.0, 1993-03-23 16:00:00, None, 33.0
-3.0, 0.0, -3.0, 7.0, 1993-03-24 05:30:00, None, 33.0
7.5, 0.0, -3.0, 11.0, 1993-03-24 16:00:00, None, 32.0
-3.0, 0.0, -4.0, 7.5, 1993-03-25 07:15:00, None, 32.0
12.0, 0.0, -3.0, 12.0, 1993-03-25 15:45:00, None, 28.0
-5.0, 0.0, -6.0, 12.0, 1993-03-26 07:00:00, None, 26.0
12.0, 0.0, -5.0, 12.0, 1993-03-26 15:30:00, None, 24.0
