station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-1.5, None, 0.0, 0.0, -2.0, 10.0, 1988-11-07 07:00:00, None, 0.0
5.0, None, 0.0, 0.0, -2.0, 7.5, 1988-11-07 14:00:00, None, 0.0
-6.0, None, 0.0, 0.0, -6.0, 5.0, 1988-11-08 07:00:00, None, 0.0
6.0, None, 0.0, 0.0, -6.0, 7.5, 1988-11-08 14:00:00, None, 0.0
2.0, None, 0.0, 0.0, -5.5, 9.0, 1988-11-09 07:00:00, None, 0.0
6.0, None, 0.0, 0.0, 1.0, 7.0, 1988-11-09 14:00:00, None, 0.0
0.0, None, 2.0, 2.0, 0.0, 6.0, 1988-11-10 06:30:00, None, 2.0
4.5, None, 0.0, 0.0, 0.0, 5.0, 1988-11-10 14:00:00, None, 0.0
-0.5, None, 0.0, 0.0, -1.0, 4.5, 1988-11-11 07:00:00, None, 0.0
2.0, None, 0.0, 0.0, -0.5, 3.0, 1988-11-11 15:00:00, None, 0.0
-0.5, None, 4.0, 4.0, -0.5, 5.5, 1988-11-12 07:00:00, None, 4.0
3.5, None, 0.0, 0.0, -1.5, 6.0, 1988-11-12 14:30:00, None, 1.0
-2.5, None, 0.1, 0.1, -2.5, 4.5, 1988-11-13 07:00:00, None, 0.1
4.0, None, 0.0, 0.0, -3.0, 4.5, 1988-11-13 14:00:00, None, 0.0
-5.0, None, 0.0, 0.0, -5.0, 4.5, 1988-11-14 06:40:00, None, 0.0
1.0, None, 0.0, 0.0, -5.5, 2.0, 1988-11-14 14:00:00, None, 0.0
-6.5, None, 0.0, 0.0, -6.5, 2.0, 1988-11-15 06:40:00, None, 0.0
1.0, None, 0.1, 0.1, -6.5, 1.0, 1988-11-15 14:00:00, None, 0.1
-5.5, None, 1.0, 1.0, -6.0, 2.5, 1988-11-16 07:00:00, None, 1.0
2.5, None, 0.0, 0.0, -5.5, 2.5, 1988-11-16 14:00:00, None, 0.0
-2.5, None, 1.0, 1.0, -2.5, 3.5, 1988-11-17 07:00:00, None, 1.0
0.5, None, 0.0, 0.0, -2.5, 1.0, 1988-11-17 13:30:00, None, 1.0
-4.0, None, 0.0, 0.0, -6.5, 1.5, 1988-11-18 07:00:00, None, 0.0
-1.0, None, 1.0, 1.0, -4.5, -1.0, 1988-11-18 13:30:00, None, 1.0
4.0, None, 3.0, 3.0, -3.5, 4.0, 1988-11-19 09:25:00, None, 4.0
3.0, None, 0.0, 0.0, 2.0, 4.5, 1988-11-19 14:30:00, None, 0.0
0.0, None, 0.1, 0.1, -0.5, 3.0, 1988-11-20 06:00:00, None, 0.1
6.0, None, 0.0, 0.0, 0.0, 6.0, 1988-11-20 14:00:00, None, 0.1
4.5, None, 0.0, 0.0, -0.5, 6.5, 1988-11-21 07:00:00, None, 0.0
5.0, None, 0.0, 0.0, 4.5, 5.0, 1988-11-21 14:00:00, None, 0.0
1.5, None, 0.0, 0.0, -2.5, 5.0, 1988-11-22 07:00:00, None, 0.0
5.0, None, 0.0, 0.0, 1.0, 5.0, 1988-11-22 14:30:00, None, 0.0
0.5, None, 0.0, 0.0, 0.5, 5.0, 1988-11-23 07:00:00, None, 0.0
-2.5, None, 3.0, 3.0, -2.5, 2.0, 1988-11-23 16:45:00, None, 3.0
-3.5, None, 2.0, 2.0, -4.5, -1.0, 1988-11-24 07:00:00, None, 3.0
0.5, None, 2.0, 0.0, -4.5, 0.5, 1988-11-24 14:00:00, None, 3.0
-7.5, None, 0.0, 0.0, -8.0, 0.5, 1988-11-25 07:00:00, None, 3.0
-6.0, None, 1.0, 1.0, -7.5, -4.5, 1988-11-25 17:00:00, None, 4.0
-8.0, None, None, None, -8.5, -5.0, 1988-11-26 07:00:00, None, None
-5.0, None, None, None, -8.0, -5.0, 1988-11-26 16:00:00, None, None
-1.0, None, None, None, -7.0, -1.0, 1988-11-27 07:00:00, None, None
0.5, None, 3.0, 3.0, -9.0, 3.5, 1988-11-27 16:00:00, None, 3.0
-3.0, None, 0.0, 0.0, -3.0, 2.0, 1988-11-28 07:00:00, None, 3.0
-0.5, None, 2.0, 2.0, -3.5, -0.5, 1988-11-28 13:30:00, None, 5.0
-1.0, None, 7.0, 7.0, -1.5, 0.0, 1988-11-29 06:30:00, None, 7.0
0.5, None, 0.0, 0.0, -1.5, 2.0, 1988-11-29 14:00:00, None, 7.0
0.5, None, 0.0, 0.0, -1.5, 1.5, 1988-11-30 07:00:00, None, 7.0
2.0, None, 0.0, 0.0, 0.5, 2.0, 1988-11-30 14:00:00, None, 7.0
2.5, None, 0.0, 0.0, 0.5, 3.0, 1988-12-01 07:00:00, None, 7.0
6.5, None, 0.0, 0.0, 0.5, 6.5, 1988-12-01 13:30:00, None, 6.0
-4.0, None, 0.1, 0.1, -4.0, 7.0, 1988-12-02 07:00:00, None, 6.0
1.5, None, 0.0, 0.0, -5.5, 2.5, 1988-12-02 14:15:00, None, 6.0
1.5, None, 0.0, 0.0, -4.0, 2.0, 1988-12-03 06:50:00, None, 5.0
5.0, None, None, None, 2.0, 5.0, 1988-12-03 14:00:00, None, None
5.0, None, None, None, 5.0, 8.0, 1988-12-04 07:00:00, None, None
7.0, None, None, None, 5.0, 8.0, 1988-12-04 14:00:00, None, None
3.0, None, 0.0, 0.0, 3.0, 7.0, 1988-12-05 07:00:00, None, 0.0
3.0, None, 0.0, 0.0, 2.5, 3.5, 1988-12-05 15:00:00, None, 0.0
