station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-15.0, None, None, None, None, None, None, 1980-01-25 14:30:00, None, 175.0
-4.0, None, None, None, None, None, None, 1980-03-12 15:00:00, None, 200.0
-2.5, 55.0, None, None, None, None, None, 1980-04-01 11:00:00, None, None
-4.0, 53.0, None, None, -4.0, None, 0.0, 1980-04-01 16:00:00, None, None
-8.5, 68.0, None, None, -10.0, None, -4.0, 1980-04-02 07:00:00, None, None
-2.0, 33.0, None, None, None, None, None, 1980-04-02 12:00:00, None, 200.0
-3.5, 40.0, None, None, -9.0, None, 2.0, 1980-04-02 16:00:00, None, None
-7.5, 74.0, None, None, -8.5, None, -3.5, 1980-04-03 07:00:00, None, None
0.0, 39.0, None, None, -7.5, None, 4.0, 1980-04-03 16:00:00, None, None
-4.0, 79.0, None, None, -7.0, None, 0.0, 1980-04-04 07:00:00, None, None
-0.5, 83.0, None, None, -4.0, None, 1.0, 1980-04-04 16:00:00, None, None
-4.0, 95.0, None, None, -6.0, None, -0.5, 1980-04-05 07:00:00, None, None
-2.0, 75.0, None, None, -4.0, None, 2.0, 1980-04-05 16:00:00, None, None
-9.5, 85.0, None, None, -11.0, None, -1.0, 1980-04-06 07:00:00, None, None
-5.5, 90.0, None, None, -9.5, None, -3.5, 1980-04-06 16:00:00, None, None
-12.0, 97.0, None, None, -13.0, None, -5.0, 1980-04-07 07:00:00, None, None
-3.5, 60.0, None, None, -12.0, None, -3.0, 1980-04-07 16:00:00, None, None
-8.5, 95.0, None, None, -11.0, None, -3.5, 1980-04-08 07:00:00, None, None
-2.0, 57.0, None, None, -8.5, None, 0.0, 1980-04-08 16:00:00, None, None
-4.5, 99.0, None, None, -7.0, None, -1.0, 1980-04-09 07:00:00, None, None
-3.0, 92.0, None, None, -4.5, None, -0.5, 1980-04-09 16:00:00, None, None
-6.5, 95.0, None, None, -8.5, None, -2.0, 1980-04-10 07:00:00, None, None
0.5, 57.0, None, None, -6.5, None, 1.0, 1980-04-10 16:00:00, None, None
-8.5, 89.0, None, None, -9.0, None, 0.5, 1980-04-11 07:00:00, None, None
0.5, 30.0, None, None, -8.5, None, 6.0, 1980-04-11 16:00:00, None, None
0.5, 67.0, None, None, -1.5, None, 6.0, 1980-04-12 07:00:00, None, None
0.0, 28.0, None, None, 0.0, None, 14.0, 1980-04-12 16:00:00, None, None
5.0, 67.0, None, None, 1.0, None, 8.5, 1980-04-13 07:00:00, None, None
10.0, 53.0, None, None, 5.0, None, 10.0, 1980-04-13 16:00:00, None, None
4.5, 81.0, None, None, 2.0, None, 10.5, 1980-04-14 07:00:00, None, None
-1.5, 99.0, None, None, -1.5, None, 5.0, 1980-04-14 16:00:00, None, None
-2.0, 99.0, None, None, -3.5, None, -1.5, 1980-04-15 07:00:00, None, None
0.5, 84.0, None, None, -2.0, None, 1.0, 1980-04-15 16:00:00, None, None
-1.0, 59.0, None, None, -6.0, None, 0.5, 1980-04-16 07:00:00, None, None
