station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
0.0, 92.0, 0.0, 4.0, 1980-02-21 08:00:00, 0.0, None
4.0, 65.0, 0.0, 10.5, 1980-02-21 16:00:00, 0.0, None
-3.0, 96.0, -3.0, 4.0, 1980-02-22 08:00:00, 0.0, None
5.0, 56.0, -3.0, 8.0, 1980-02-22 16:00:00, 0.0, None
-3.0, 92.0, -3.0, 5.0, 1980-02-23 08:00:00, 0.0, None
5.0, 49.0, -3.0, 8.0, 1980-02-23 16:00:00, 0.0, None
-3.5, 85.0, -3.5, 5.0, 1980-02-24 08:00:00, 0.0, None
0.0, 93.0, -2.5, 1.0, 1980-02-24 16:00:00, 0.0, None
-1.0, 91.0, -2.0, 0.0, 1980-02-25 08:00:00, 0.0, None
3.0, 71.0, -1.0, 3.5, 1980-02-25 16:00:00, 0.0, None
1.5, 96.0, 1.0, 3.0, 1980-02-26 08:00:00, 12.0, None
4.0, 96.0, 1.5, 4.0, 1980-02-26 16:00:00, 20.0, None
3.5, 96.0, 3.5, 4.0, 1980-02-27 08:00:00, 18.0, None
5.0, 96.0, 3.5, 5.5, 1980-02-27 16:00:00, 2.0, None
6.5, 87.0, 3.5, 6.5, 1980-02-28 08:00:00, 8.0, None
7.5, 90.0, 6.5, 9.0, 1980-02-28 16:00:00, 0.0, None
5.0, 92.0, 4.0, 7.5, 1980-02-29 08:00:00, 2.0, None
7.0, 84.0, 5.0, 8.0, 1980-02-29 16:00:00, 0.0, None
5.0, 100.0, None, None, 1980-11-03 09:00:00, 0.0, None
7.0, 96.0, 5.0, 7.5, 1980-11-03 16:00:00, 0.0, None
9.0, 99.0, 7.0, 9.0, 1980-11-04 08:00:00, 5.0, None
10.0, 99.0, 9.0, 11.5, 1980-11-04 16:00:00, 0.0, None
8.0, 97.0, 7.5, 10.5, 1980-11-05 08:00:00, 0.0, None
11.0, 88.0, 8.0, 16.0, 1980-11-05 16:00:00, 0.0, None
8.0, 97.0, 7.5, 12.0, 1980-11-06 08:00:00, 15.0, None
9.0, 97.0, 8.0, 11.5, 1980-11-06 16:00:00, 1.0, None
7.0, 98.0, 5.5, 9.0, 1980-11-07 08:00:00, 24.0, None
7.0, 97.0, 6.0, 7.5, 1980-11-07 16:00:00, 7.0, None
7.5, 89.0, 6.0, 7.5, 1980-11-08 08:00:00, 16.0, None
7.0, 86.0, 7.0, 8.0, 1980-11-08 16:00:00, 5.0, None
3.0, 98.0, 2.5, 7.0, 1980-11-09 08:00:00, 1.0, None
3.0, 96.0, 3.0, 4.0, 1980-11-09 16:00:00, 3.0, None
3.0, 95.0, 3.0, 3.0, 1980-11-10 08:00:00, 1.0, None
4.0, 91.0, 3.0, 7.0, 1980-11-10 16:00:00, 0.0, None
-0.5, 99.0, -0.5, 4.0, 1980-11-11 08:00:00, 0.0, None
1.0, 88.0, -0.5, 6.0, 1980-11-11 16:00:00, 0.0, None
-1.5, 99.0, -2.0, 1.0, 1980-11-12 08:00:00, 0.0, None
1.0, 89.0, -1.5, 6.0, 1980-11-12 16:00:00, 0.0, None
-2.0, 97.0, -2.5, 1.0, 1980-11-13 08:00:00, 0.0, None
-1.5, 95.0, -2.0, 0.0, 1980-11-13 16:00:00, 0.0, None
-2.0, 98.0, -3.0, -1.5, 1980-11-14 08:00:00, 0.0, None
1.0, 80.0, -2.0, 1.5, 1980-11-14 16:00:00, 0.0, None
-2.0, 99.0, -2.0, 2.0, 1980-11-15 08:00:00, 0.0, None
0.0, 91.0, -2.0, 4.0, 1980-11-15 16:00:00, 0.0, None
-3.0, 99.0, -3.0, 0.0, 1980-11-16 08:00:00, 0.0, None
0.5, 88.0, -3.0, 3.0, 1980-11-16 16:00:00, 0.0, None
4.0, 95.0, 0.0, 4.5, 1980-11-17 08:00:00, 0.0, None
4.0, 92.0, 4.0, 4.0, 1980-11-17 16:00:00, 0.0, None
5.0, 95.0, 4.0, 5.0, 1980-11-18 08:00:00, 2.0, None
6.0, 96.0, 5.0, 7.5, 1980-11-18 16:00:00, 1.0, None
4.0, 100.0, 4.0, 6.0, 1980-11-19 08:00:00, 8.0, None
6.5, 89.0, 4.0, 7.0, 1980-11-19 16:00:00, 0.0, None
3.0, 100.0, 3.0, 6.5, 1980-11-20 08:00:00, 1.0, None
6.0, 97.0, 3.0, 6.0, 1980-11-20 16:00:00, 2.0, None
3.5, 99.0, 3.5, 6.5, 1980-11-21 08:00:00, 41.0, None
2.0, 99.0, 1.5, 4.0, 1980-11-21 16:00:00, 12.0, None
-1.0, 89.0, -1.0, 2.0, 1980-11-22 08:00:00, 1.0, None
0.0, 80.0, -1.0, 2.5, 1980-11-22 16:00:00, None, None
-4.0, 97.0, -4.0, 0.0, 1980-11-23 08:00:00, 0.0, None
-0.5, 75.0, -4.0, 1.0, 1980-11-23 16:00:00, 1.0, None
-5.0, 100.0, -5.0, -0.5, 1980-11-24 08:00:00, 0.0, None
-1.5, 94.0, -5.0, -1.0, 1980-11-24 16:00:00, 0.0, None
0.0, 98.0, -2.5, 0.0, 1980-11-25 08:00:00, 1.0, None
2.0, 96.0, 0.0, 5.5, 1980-11-25 16:00:00, 0.0, None
-0.5, 100.0, -1.0, 2.0, 1980-11-26 08:00:00, 0.0, None
2.0, 95.0, -0.5, 4.0, 1980-11-26 16:00:00, 0.0, None
6.5, 100.0, 2.0, 6.5, 1980-11-27 08:00:00, 43.0, None
5.0, 83.0, 5.0, 8.0, 1980-11-27 16:00:00, 7.0, None
4.0, 79.0, 3.0, 5.0, 1980-11-28 08:00:00, 1.0, None
2.0, 95.0, 2.0, 4.5, 1980-11-28 16:00:00, 0.0, None
0.0, 98.0, -1.0, 2.0, 1980-11-29 08:00:00, 23.0, None
1.5, 95.0, 0.0, 1.5, 1980-11-29 16:00:00, 21.0, None
-1.0, 97.0, -1.0, 1.5, 1980-11-30 08:00:00, 11.0, None
-2.0, 83.0, -2.0, 0.0, 1980-11-30 16:00:00, 2.0, None
-7.0, 94.0, -7.0, -2.0, 1980-12-01 08:00:00, 4.0, None
-9.0, 85.0, -9.0, -7.0, 1980-12-01 16:00:00, 2.0, None
-12.0, 86.0, -12.0, -9.0, 1980-12-02 08:00:00, 3.0, None
-12.5, 89.0, -12.5, -11.5, 1980-12-02 16:00:00, 4.0, None
-14.5, 71.0, -14.5, -12.5, 1980-12-03 08:00:00, 7.0, None
-13.5, 86.0, -14.5, -13.0, 1980-12-03 16:00:00, 3.0, None
-14.0, 70.0, -14.0, -13.5, 1980-12-04 08:00:00, 3.0, None
-14.5, 86.0, -14.5, -14.0, 1980-12-04 16:00:00, 2.0, None
-15.5, 73.0, -16.0, -14.5, 1980-12-05 08:00:00, 2.0, None
-14.0, 70.0, -15.5, -14.0, 1980-12-05 16:00:00, 0.0, None
-15.5, 62.0, -16.5, -14.0, 1980-12-06 08:00:00, 0.0, None
-15.0, 60.0, -16.0, -11.0, 1980-12-06 16:00:00, 0.0, None
-20.0, 84.0, -20.0, -15.0, 1980-12-07 08:00:00, 0.0, None
-15.0, 70.0, -20.0, -14.5, 1980-12-07 16:00:00, 0.0, None
-13.0, 92.0, -16.0, -13.0, 1980-12-08 08:00:00, 0.0, None
-2.5, 90.0, -13.0, -1.5, 1980-12-08 16:00:00, 0.0, None
0.0, 90.0, -4.0, 0.0, 1980-12-09 08:00:00, 0.0, None
0.5, 96.0, 0.0, 1.0, 1980-12-09 16:00:00, 1.0, None
2.0, 100.0, 0.0, 2.0, 1980-12-10 08:00:00, 7.0, None
6.0, 88.0, 2.0, 6.0, 1980-12-10 16:00:00, 6.0, None
5.0, 86.0, 5.0, 9.0, 1980-12-11 08:00:00, 4.0, None
4.0, 99.0, 4.0, 5.0, 1980-12-11 16:00:00, 2.0, None
1.5, 100.0, 1.5, 5.0, 1980-12-12 08:00:00, 1.0, None
1.0, 99.0, 1.0, 2.5, 1980-12-12 16:00:00, 0.0, None
-2.0, 100.0, -2.0, 1.0, 1980-12-13 08:00:00, 0.0, None
2.0, 90.0, -2.0, 3.0, 1980-12-13 16:00:00, 0.0, None
4.0, 97.0, 2.0, 4.0, 1980-12-14 08:00:00, 2.0, None
6.0, 99.0, 4.0, 6.0, 1980-12-14 16:00:00, 4.0, None
12.0, 88.0, 6.0, 12.0, 1980-12-15 08:00:00, 2.0, None
10.0, 96.0, 10.0, 11.5, 1980-12-15 16:00:00, 0.0, None
8.5, 94.0, 8.5, 10.0, 1980-12-16 08:00:00, 1.0, None
8.5, 90.0, 8.0, 12.0, 1980-12-16 16:00:00, 0.0, None
5.0, 87.0, 4.0, 8.5, 1980-12-17 08:00:00, 0.0, None
4.0, 54.0, 4.0, 6.0, 1980-12-17 16:00:00, 0.0, None
0.0, 46.0, 0.0, 4.0, 1980-12-18 08:00:00, None, None
-1.5, 42.0, -1.5, 2.0, 1980-12-18 16:00:00, 0.0, None
-3.5, 51.0, -3.5, -1.5, 1980-12-19 08:00:00, 0.0, None
-1.5, 50.0, -3.5, -0.5, 1980-12-19 16:00:00, 0.0, None
-3.0, 68.0, -3.0, -1.5, 1980-12-20 08:00:00, 0.0, None
-3.5, 91.0, -3.5, -2.0, 1980-12-20 16:00:00, 1.0, None
-5.0, 97.0, -5.0, -3.5, 1980-12-21 08:00:00, 7.0, None
-4.0, 98.0, -5.0, -4.0, 1980-12-21 16:00:00, 4.0, None
-5.0, 98.0, -6.0, -5.0, 1980-12-22 08:00:00, 8.0, None
-5.0, 97.0, -6.0, -5.0, 1980-12-22 16:00:00, 1.0, None
-7.0, 86.0, -8.0, -7.0, 1980-12-23 08:00:00, 2.0, None
-7.0, 78.0, -7.0, -6.5, 1980-12-23 16:00:00, 0.0, None
-7.5, 96.0, -8.0, -7.0, 1980-12-24 08:00:00, 6.0, None
-3.0, 99.0, -7.5, -2.5, 1980-12-24 16:00:00, 7.0, None
-1.0, 100.0, -3.0, -1.0, 1980-12-25 08:00:00, 10.0, None
0.0, 100.0, -1.0, 0.0, 1980-12-25 16:00:00, 21.0, None
3.0, 100.0, 0.0, 3.0, 1980-12-26 08:00:00, 45.0, None
6.0, 100.0, 3.0, 8.0, 1980-12-26 16:00:00, 21.0, None
6.0, 95.0, 5.0, 8.5, 1980-12-27 08:00:00, 39.0, None
5.0, 96.0, 4.0, 6.0, 1980-12-27 16:00:00, 14.0, None
3.0, 99.0, 3.0, 7.0, 1980-12-28 08:00:00, 4.0, None
4.0, 96.0, 3.0, 8.0, 1980-12-28 16:00:00, 0.0, None
2.0, 100.0, 2.0, 4.0, 1980-12-29 08:00:00, 0.0, None
4.0, 96.0, 2.0, 5.0, 1980-12-29 16:00:00, 0.0, None
4.0, 99.0, 4.0, 5.5, 1980-12-30 08:00:00, 0.0, None
5.0, 87.0, 4.0, 5.0, 1980-12-30 16:00:00, 0.0, None
4.0, 95.0, 3.5, 5.0, 1980-12-31 08:00:00, 3.0, None
5.0, 80.0, 4.0, 6.0, 1980-12-31 16:00:00, 0.0, None
2.0, 89.0, 1.5, 5.5, 1981-01-01 08:00:00, 0.0, None
3.0, 79.0, 1.5, 6.5, 1981-01-01 16:00:00, 0.0, None
1.5, 85.0, 1.5, 3.0, 1981-01-02 08:00:00, 0.0, None
2.0, 75.0, 1.5, 6.0, 1981-01-02 16:00:00, 0.0, None
-1.0, 95.0, -2.0, 1.5, 1981-01-04 08:00:00, 0.0, None
1.0, 85.0, -1.0, 1.5, 1981-01-04 16:00:00, 0.0, None
0.0, 93.0, 0.0, 1.5, 1981-01-05 08:00:00, 0.0, None
2.0, 80.0, 0.0, 3.0, 1981-01-05 16:00:00, 0.0, None
0.0, 100.0, -1.0, 2.0, 1981-01-06 08:00:00, 1.0, None
5.0, 91.0, 0.0, 5.0, 1981-01-06 16:00:00, 0.0, None
0.5, 91.0, 0.5, 5.0, 1981-01-07 08:00:00, 0.0, None
2.0, 90.0, 0.5, 2.0, 1981-01-07 16:00:00, 0.0, None
-2.0, 97.0, -2.0, 2.0, 1981-01-08 08:00:00, 0.0, None
1.0, 85.0, -2.0, 2.0, 1981-01-08 16:00:00, 0.0, None
1.0, 100.0, 0.0, 1.5, 1981-01-09 08:00:00, 5.0, None
3.5, 98.0, 1.0, 4.0, 1981-01-09 16:00:00, 5.0, None
1.5, 98.0, 1.5, 3.5, 1981-01-10 08:00:00, 0.0, None
2.0, 92.0, 1.5, 5.0, 1981-01-10 16:00:00, 0.0, None
-1.0, 92.0, -1.0, 2.0, 1981-01-11 08:00:00, 1.0, None
1.5, 86.0, -2.0, 4.0, 1981-01-11 16:00:00, 0.0, None
-1.0, 99.0, -2.0, 1.5, 1981-01-12 08:00:00, 0.0, None
0.0, 90.0, -1.0, 2.5, 1981-01-12 16:00:00, 0.0, None
-2.0, 96.0, -2.0, 0.0, 1981-01-13 08:00:00, 0.0, None
-0.5, 92.0, -2.0, 2.0, 1981-01-13 16:00:00, 0.0, None
-1.0, 85.0, -2.0, -0.5, 1981-01-14 08:00:00, 0.0, None
0.0, 84.0, -1.0, 3.0, 1981-01-14 16:00:00, 0.0, None
-2.0, 83.0, -2.0, 0.0, 1981-01-15 08:00:00, 0.0, None
-0.5, 75.0, -2.0, 2.0, 1981-01-15 16:00:00, 0.0, None
-4.5, 95.0, -4.5, -0.5, 1981-01-16 08:00:00, 0.0, None
-1.0, 78.0, -4.5, 2.0, 1981-01-16 16:00:00, 0.0, None
-4.0, 90.0, -5.0, -1.0, 1981-01-17 08:00:00, 0.0, None
0.0, 75.0, -4.0, 0.0, 1981-01-17 16:00:00, 0.0, None
-1.0, 99.0, -1.5, 0.0, 1981-01-18 08:00:00, 1.0, None
0.0, 100.0, -1.0, 0.0, 1981-01-18 16:00:00, 8.0, None
0.0, 100.0, 0.0, 1.0, 1981-01-19 08:00:00, 1.0, None
2.0, 99.0, 0.0, 2.5, 1981-01-19 16:00:00, 0.0, None
2.0, 100.0, 2.0, 4.0, 1981-01-20 08:00:00, 0.0, None
3.0, 99.0, 2.0, 5.0, 1981-01-20 16:00:00, 0.0, None
4.0, 100.0, 3.0, 4.5, 1981-01-21 08:00:00, 4.0, None
6.0, 98.0, 4.0, 8.0, 1981-01-21 16:00:00, 1.0, None
7.0, 99.0, 5.0, 7.0, 1981-01-22 08:00:00, 12.0, None
9.0, 95.0, 7.0, 9.5, 1981-01-22 16:00:00, 1.0, None
5.5, 99.0, 5.5, 9.0, 1981-01-23 08:00:00, 1.0, None
6.0, 94.0, 5.5, 7.0, 1981-01-23 16:00:00, 1.0, None
3.0, 94.0, 3.0, 6.5, 1981-01-24 08:00:00, 0.0, None
5.0, 76.0, 3.0, 5.0, 1981-01-24 16:00:00, 3.0, None
3.0, 85.0, 3.0, 5.0, 1981-01-25 08:00:00, 0.0, None
4.0, 81.0, 3.0, 4.5, 1981-01-25 16:00:00, 1.0, None
-1.0, 98.0, -1.0, 4.0, 1981-01-26 08:00:00, 1.0, None
0.0, 96.0, -1.0, 1.0, 1981-01-26 16:00:00, 1.0, None
-1.0, 100.0, -1.0, 1.0, 1981-01-27 08:00:00, 3.0, None
2.0, 80.0, -1.0, 5.0, 1981-01-27 16:00:00, 0.0, None
-1.0, 99.0, -1.0, 2.0, 1981-01-28 08:00:00, 0.0, None
3.0, 86.0, -1.0, 5.5, 1981-01-28 16:00:00, 0.0, None
0.0, 99.0, 0.0, 3.0, 1981-01-29 08:00:00, 2.0, None
2.0, 99.0, 0.0, 2.0, 1981-01-29 16:00:00, 2.0, None
1.0, 93.0, 0.5, 2.0, 1981-01-30 08:00:00, 0.0, None
3.0, 84.0, 1.0, 5.0, 1981-01-30 16:00:00, 0.0, None
1.0, 98.0, 1.0, 3.0, 1981-01-31 08:00:00, 0.0, None
3.0, 86.0, 1.0, 3.5, 1981-01-31 16:00:00, 0.0, None
0.0, 94.0, 0.0, 3.0, 1981-02-01 08:00:00, 0.0, None
2.0, 70.0, 0.0, 2.5, 1981-02-01 16:00:00, 0.0, None
-1.0, 76.0, -1.0, 2.0, 1981-02-02 08:00:00, 0.0, None
1.0, 70.0, -1.0, 4.0, 1981-02-02 16:00:00, 0.0, None
-3.5, 81.0, -3.5, 1.0, 1981-02-03 08:00:00, 0.0, None
0.0, 62.0, -3.5, 2.0, 1981-02-03 16:00:00, 0.0, None
-4.0, 79.0, -4.0, 0.0, 1981-02-04 08:00:00, 0.0, None
0.0, 60.0, -4.0, 2.5, 1981-02-04 16:00:00, 0.0, None
-3.5, 75.0, -4.0, 0.0, 1981-02-05 08:00:00, 0.0, None
-0.5, 60.0, -3.5, 2.5, 1981-02-05 16:00:00, 0.0, None
-6.0, 90.0, -6.0, -0.5, 1981-02-06 08:00:00, 0.0, None
1.0, 57.0, -6.0, 2.5, 1981-02-06 16:00:00, 0.0, None
-6.0, 96.0, -6.0, 1.0, 1981-02-07 08:00:00, 0.0, None
3.0, 54.0, -6.0, 4.0, 1981-02-07 16:00:00, 0.0, None
-5.0, 100.0, -5.0, 3.0, 1981-02-08 08:00:00, 0.0, None
4.0, 56.0, -5.0, 5.0, 1981-02-08 16:00:00, 0.0, None
-2.0, 46.0, -2.0, 4.0, 1981-02-09 08:00:00, 0.0, None
-5.0, 28.0, -5.0, -1.0, 1981-02-09 16:00:00, 0.0, None
-13.0, 70.0, -13.0, -5.0, 1981-02-10 08:00:00, 0.0, None
-6.0, 35.0, -13.5, -5.0, 1981-02-10 16:00:00, 0.0, None
-13.0, 91.0, -13.0, -6.0, 1981-02-11 08:00:00, 0.0, None
-3.0, 41.0, -13.0, -3.0, 1981-02-11 16:00:00, 0.0, None
-5.0, 81.0, -5.5, -3.0, 1981-02-12 08:00:00, 0.0, None
-1.0, 94.0, -5.0, -1.0, 1981-02-12 16:00:00, 0.0, None
-1.5, 99.0, -2.0, 0.0, 1981-02-13 08:00:00, 4.0, None
3.0, 100.0, -1.5, 3.0, 1981-02-13 16:00:00, 4.0, None
6.0, 92.0, 2.0, 6.0, 1981-02-14 08:00:00, 18.0, None
6.0, 90.0, 6.0, 7.0, 1981-02-14 16:00:00, 3.0, None
4.5, 95.0, 4.0, 6.0, 1981-02-15 08:00:00, 3.0, None
5.0, 95.0, 4.5, 6.0, 1981-02-15 16:00:00, 4.0, None
3.5, 100.0, 3.0, 5.0, 1981-02-16 08:00:00, 11.0, None
6.0, 96.0, 3.5, 8.0, 1981-02-16 16:00:00, 7.0, None
6.0, 88.0, 5.0, 6.0, 1981-02-17 08:00:00, 19.0, None
6.0, 90.0, 5.5, 6.0, 1981-02-17 16:00:00, 3.0, None
2.0, 99.0, 1.5, 6.0, 1981-02-18 08:00:00, 19.0, None
6.0, 89.0, 2.0, 8.0, 1981-02-18 16:00:00, 0.0, None
6.0, 88.0, 1.5, 6.0, 1981-02-19 08:00:00, 30.0, None
5.0, 75.0, 5.0, 6.5, 1981-02-19 16:00:00, 8.0, None
3.5, 83.0, 3.0, 6.0, 1981-02-20 08:00:00, 0.0, None
4.0, 80.0, 3.0, 4.0, 1981-02-20 16:00:00, 1.0, None
5.0, 92.0, 3.0, 5.0, 1981-02-21 08:00:00, 0.0, None
6.0, 85.0, 5.0, 6.0, 1981-02-21 16:00:00, 0.0, None
2.0, 97.0, 2.0, 6.5, 1981-02-22 08:00:00, 1.0, None
10.0, 65.0, 2.0, 12.5, 1981-02-22 16:00:00, 0.0, None
2.5, 99.0, 2.0, 10.5, 1981-02-23 08:00:00, 0.0, None
6.0, 89.0, 2.5, 7.5, 1981-02-23 16:00:00, 0.0, None
4.0, 83.0, 2.5, 6.0, 1981-02-24 08:00:00, 0.0, None
2.0, 97.0, 2.0, 5.0, 1981-02-24 16:00:00, 9.0, None
1.5, 100.0, 1.5, 2.0, 1981-02-25 08:00:00, 3.0, None
4.0, 87.0, 1.5, 5.0, 1981-02-25 16:00:00, 0.0, None
1.0, 100.0, 0.0, 4.0, 1981-02-26 08:00:00, 4.0, None
6.0, 79.0, 1.0, 10.5, 1981-02-26 16:00:00, 0.0, None
1.0, 97.0, 1.0, 6.0, 1981-02-27 08:00:00, 0.0, None
7.0, 65.0, 1.0, 10.0, 1981-02-27 16:00:00, 0.0, None
-1.5, 100.0, -1.5, 7.0, 1981-02-28 08:00:00, 0.0, None
9.0, 55.0, -1.5, 11.0, 1981-02-28 16:00:00, 0.0, None
None, None, None, None, 1981-10-08 18:00:00, 2.0, None
10.0, 97.0, 6.0, 16.5, 1981-11-02 16:00:00, None, None
9.0, 92.0, 6.0, 10.0, 1981-11-03 08:00:00, None, None
8.0, 74.0, 8.0, 9.0, 1981-11-03 16:00:00, None, None
3.5, 100.0, 3.0, 8.0, 1981-11-04 08:00:00, None, None
5.0, 91.0, 3.5, 13.5, 1981-11-04 16:00:00, None, None
0.0, 100.0, 0.0, 5.0, 1981-11-05 08:00:00, None, None
4.0, 89.0, 0.0, 8.0, 1981-11-05 16:00:00, None, None
0.0, 100.0, 0.0, 4.0, 1981-11-06 08:00:00, None, None
4.5, 92.0, 0.0, 9.0, 1981-11-06 16:00:00, None, None
3.5, 98.0, 3.0, 4.5, 1981-11-07 08:00:00, None, None
7.0, 90.0, 3.5, 13.0, 1981-11-07 16:00:00, None, None
4.0, 100.0, 4.0, 7.0, 1981-11-08 08:00:00, None, None
8.0, 84.0, 4.0, 9.0, 1981-11-08 16:00:00, None, None
3.0, 100.0, 3.0, 8.0, 1981-11-09 08:00:00, None, None
6.5, 86.0, 3.0, 11.0, 1981-11-09 16:00:00, None, None
1.5, 100.0, 1.0, 6.5, 1981-11-10 08:00:00, None, None
5.5, 93.0, 1.5, 6.5, 1981-11-10 16:00:00, None, None
8.0, 99.0, 5.5, 8.0, 1981-11-11 08:00:00, None, None
9.0, 98.0, 8.0, 10.0, 1981-11-11 16:00:00, None, None
6.0, 94.0, 6.0, 9.0, 1981-11-12 08:00:00, None, None
7.0, 89.0, 6.0, 10.0, 1981-11-12 16:00:00, None, None
4.0, 99.0, 3.0, 7.0, 1981-11-13 08:00:00, None, None
5.0, 96.0, 4.0, 7.0, 1981-11-13 16:00:00, None, None
3.0, 98.0, 3.0, 5.0, 1981-11-14 08:00:00, None, None
5.0, 95.0, 3.0, 5.0, 1981-11-14 16:00:00, None, None
3.0, 99.0, 3.0, 6.0, 1981-11-15 08:00:00, None, None
3.5, 83.0, 3.0, 4.5, 1981-11-15 16:00:00, None, None
4.0, 91.0, 1.0, 5.0, 1981-11-16 08:00:00, None, None
4.0, 94.0, 4.0, 12.0, 1981-11-16 16:00:00, 0.0, None
3.0, 77.0, 1.5, 4.0, 1981-11-17 08:00:00, 0.0, None
2.0, 98.0, 2.0, 3.0, 1981-11-17 16:00:00, 0.0, None
2.0, 100.0, 1.5, 2.0, 1981-11-18 08:00:00, 3.0, None
5.0, 91.0, 2.0, 6.5, 1981-11-18 16:00:00, 0.0, None
1.5, 99.0, 1.5, 5.0, 1981-11-19 08:00:00, 0.0, None
3.0, 98.0, 1.5, 3.5, 1981-11-19 16:00:00, 1.0, None
3.0, 99.0, 3.0, 4.0, 1981-11-20 08:00:00, 2.0, None
5.0, 97.0, 3.0, 8.0, 1981-11-20 16:00:00, 0.0, None
3.5, 100.0, 3.5, 5.0, 1981-11-21 08:00:00, 11.0, None
4.0, 96.0, 3.5, 5.0, 1981-11-21 16:00:00, 6.0, None
3.0, 97.0, 2.0, 4.0, 1981-11-22 08:00:00, 14.0, None
4.0, 93.0, 3.0, 5.0, 1981-11-22 16:00:00, 2.0, None
2.5, 98.0, 2.5, 4.0, 1981-11-23 08:00:00, 3.0, None
3.0, 96.0, 2.5, 4.0, 1981-11-23 16:00:00, 0.0, None
1.0, 100.0, 1.0, 3.0, 1981-11-24 08:00:00, 1.0, None
1.0, 96.0, 1.0, 7.5, 1981-11-24 16:00:00, 3.0, None
2.0, 95.0, 0.0, 2.0, 1981-11-25 08:00:00, 0.0, None
2.0, 97.0, 2.0, 2.0, 1981-11-25 16:00:00, 0.0, None
0.5, 94.0, 0.0, 2.0, 1981-11-26 08:00:00, 0.0, None
2.0, 76.0, 0.5, 3.5, 1981-11-26 16:00:00, 0.0, None
-2.0, 70.0, -2.0, 2.0, 1981-11-27 08:00:00, 0.0, None
-1.0, 70.0, -2.0, 5.0, 1981-11-27 16:00:00, 0.0, None
-3.5, 98.0, -4.0, -1.0, 1981-11-28 08:00:00, 0.0, None
0.0, 73.0, -3.5, 2.0, 1981-11-28 16:00:00, 0.0, None
-1.0, 99.0, -1.0, 1.5, 1981-11-29 08:00:00, 0.0, None
0.0, 98.0, -1.0, 1.0, 1981-11-29 16:00:00, 1.0, None
1.0, 97.0, 0.0, 1.0, 1981-11-30 08:00:00, 0.0, None
1.0, 95.0, 1.0, 2.0, 1981-11-30 16:00:00, 0.0, None
2.5, 95.0, -1.0, 3.0, 1981-12-01 08:00:00, 16.0, None
5.0, 73.0, 3.5, 6.0, 1981-12-01 16:00:00, 0.0, None
0.0, 100.0, -1.0, 5.0, 1981-12-02 08:00:00, 22.0, None
3.0, 80.0, 0.0, 8.0, 1981-12-02 16:00:00, 0.0, None
-1.5, 89.0, -2.0, 3.0, 1981-12-03 08:00:00, 0.0, None
-1.5, 99.0, -1.5, -1.5, 1981-12-03 16:00:00, 2.0, None
-2.0, 99.0, -2.0, -1.0, 1981-12-04 08:00:00, 4.0, None
0.0, 99.0, -2.0, 0.5, 1981-12-04 16:00:00, 1.0, None
4.0, 98.0, -0.5, 4.0, 1981-12-05 08:00:00, 34.0, None
5.0, 92.0, 4.0, 5.0, 1981-12-05 16:00:00, 17.0, None
2.0, 98.0, 2.0, 5.0, 1981-12-06 08:00:00, 2.0, None
3.0, 97.0, 2.0, 4.0, 1981-12-06 16:00:00, 0.0, None
-1.0, 100.0, -1.0, 3.0, 1981-12-07 08:00:00, 0.0, None
3.0, None, -1.0, 4.0, 1981-12-07 16:00:00, 6.0, None
-1.0, 85.0, -1.0, 3.0, 1981-12-08 08:00:00, 0.0, None
0.0, 67.0, -1.0, 0.5, 1981-12-08 16:00:00, 0.0, None
-2.5, 99.0, -3.0, 0.0, 1981-12-09 08:00:00, 28.0, None
0.0, 99.0, -2.5, 0.5, 1981-12-09 16:00:00, 12.0, None
3.0, 96.0, 0.5, 3.5, 1981-12-10 08:00:00, 27.0, None
3.5, 95.0, 3.0, 4.0, 1981-12-10 16:00:00, 9.0, None
0.0, 100.0, 0.0, 4.0, 1981-12-11 08:00:00, 2.0, None
0.0, 95.0, 0.0, 4.5, 1981-12-11 16:00:00, 0.0, None
-4.5, 85.0, -4.5, 0.0, 1981-12-12 08:00:00, 0.0, None
-3.0, 74.0, -4.5, 1.5, 1981-12-12 16:00:00, 0.0, None
-8.5, 91.0, -8.5, -3.0, 1981-12-13 08:00:00, 1.0, None
-5.0, 70.0, -8.5, -4.5, 1981-12-13 16:00:00, 0.0, None
-3.0, 97.0, -5.5, -3.0, 1981-12-14 08:00:00, 7.0, None
2.0, 98.0, -3.0, 3.5, 1981-12-14 16:00:00, 1.0, None
-0.5, 97.0, -1.5, 2.0, 1981-12-15 08:00:00, 4.0, None
1.0, 87.0, -0.5, 2.0, 1981-12-15 16:00:00, 0.0, None
-3.0, 93.0, -4.0, 1.0, 1981-12-16 08:00:00, None, None
-2.0, None, -3.0, 0.0, 1981-12-16 16:00:00, 0.0, None
-5.5, 96.0, -6.0, -2.0, 1981-12-17 08:00:00, 0.0, None
-2.0, 78.0, -5.5, -0.5, 1981-12-17 16:00:00, 0.0, None
-1.0, 93.0, -2.0, -1.0, 1981-12-18 08:00:00, 0.0, None
0.0, 99.0, -1.0, 0.5, 1981-12-18 16:00:00, 2.0, None
3.5, 99.0, 0.0, 3.5, 1981-12-19 08:00:00, 16.0, None
