station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-1.0, 0.0, 0.0, -2.0, 11.0, 1988-11-07 07:12:00, None, 0.0
2.0, 0.0, 0.0, -1.5, 2.0, 1988-11-07 14:15:00, None, 0.0
1.0, 0.0, 0.0, 0.0, 2.0, 1988-11-08 07:09:00, None, 0.0
5.0, 0.0, 0.0, 1.0, 5.0, 1988-11-08 14:00:00, None, 0.0
0.0, 0.0, 0.0, 0.0, 5.0, 1988-11-09 07:08:00, None, 0.0
5.0, 0.0, 0.0, -1.0, 5.0, 1988-11-09 15:17:00, None, 0.0
1.0, 0.0, 0.0, 1.0, 5.0, 1988-11-10 07:11:00, None, 0.0
4.0, 0.0, 0.0, 1.0, 5.5, 1988-11-10 14:15:00, None, 0.0
0.0, 0.0, 0.0, 0.0, 4.0, 1988-11-13 07:05:00, None, 0.0
0.0, 0.0, 0.0, 0.0, 5.0, 1988-11-13 14:39:00, None, 0.0
4.0, 0.0, 0.0, -6.0, 4.0, 1988-11-14 07:14:00, None, 0.0
-1.0, 0.0, 0.0, -1.0, -1.0, 1988-11-14 15:25:00, None, 0.0
-3.0, 0.0, 0.0, -3.5, -1.0, 1988-11-15 07:00:00, None, 0.0
0.0, 0.0, 0.0, -3.5, 0.5, 1988-11-15 15:00:00, None, 0.0
-2.5, 1.0, 1.0, -2.5, 0.5, 1988-11-16 07:34:00, None, 1.0
2.0, 0.0, 0.0, -3.0, 2.5, 1988-11-16 14:45:00, None, 0.0
-4.0, 0.0, 0.0, -4.0, 2.5, 1988-11-17 07:56:00, None, 0.0
0.0, 0.0, 0.0, -4.5, 0.5, 1988-11-17 14:40:00, None, 0.0
-2.0, 1.0, 1.0, -2.5, 0.5, 1988-11-18 07:41:00, None, 1.0
0.5, 0.0, 0.0, -2.0, 0.5, 1988-11-18 15:17:00, None, 1.0
0.0, 1.0, 1.0, -1.0, 2.0, 1988-11-19 07:50:00, None, 1.0
2.0, 0.0, 0.0, -1.0, 2.0, 1988-11-19 14:00:00, None, 0.0
-2.0, 0.0, 0.0, -2.0, 2.0, 1988-11-20 07:21:00, None, 0.0
2.5, 0.0, 0.0, -2.0, 2.5, 1988-11-20 13:50:00, None, 0.0
-0.5, 0.0, 0.0, -0.5, 4.0, 1988-11-21 07:37:00, None, 0.0
6.0, 0.0, 0.0, -1.0, 6.0, 1988-11-21 14:27:00, None, 0.0
3.0, 0.0, 0.0, -1.0, 6.0, 1988-11-22 07:50:00, None, 0.0
0.0, 4.0, 4.0, -0.5, 2.0, 1988-11-22 15:04:00, None, 4.0
-1.0, 5.0, 1.0, -1.5, 2.0, 1988-11-23 07:30:00, None, 5.0
1.5, 0.0, 0.0, -1.5, 3.0, 1988-11-23 15:00:00, None, 5.0
-10.0, 0.0, 0.0, -10.0, 1.5, 1988-11-24 07:25:00, None, 5.0
-5.5, 0.0, 0.0, None, -5.0, 1988-11-24 15:10:00, None, 5.0
-8.5, 0.1, 0.1, -10.0, -5.5, 1988-11-25 07:30:00, None, 5.0
-5.0, 0.0, 0.0, -9.0, -5.0, 1988-11-25 15:00:00, None, 5.0
-5.0, 0.0, 0.0, -6.0, -4.5, 1988-11-26 08:30:00, None, 5.0
-3.5, 0.0, 0.0, -5.5, -3.5, 1988-11-26 14:20:00, None, 5.0
-3.0, 4.0, 4.0, -5.5, -3.0, 1988-11-27 07:09:00, None, 9.0
3.5, 0.0, 0.0, -5.0, 3.5, 1988-11-27 14:30:00, None, 4.0
