station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
0.0, 99.0, 15.0, 15.0, -4.0, None, 0.0, 1982-01-28 19:05:00, None, None, 85.0
1.0, 98.0, 15.0, 3.0, -4.0, None, 1.0, 1982-01-29 05:30:00, None, None, 80.0
1.0, 100.0, 14.0, 1.0, -4.0, None, 4.0, 1982-01-29 21:15:00, None, None, 72.0
4.0, 99.0, 12.0, None, -3.0, None, 11.0, 1982-01-30 06:00:00, 1.0, None, 70.0
0.0, 100.0, 5.0, 3.0, -4.0, None, 4.0, 1982-01-30 21:00:00, 8.0, None, 68.0
None, None, None, None, None, None, None, 1982-01-31 06:00:00, 22.0, None, None
1.0, 100.0, 5.0, 5.0, -10.0, None, 1.0, 1982-01-31 20:30:00, 28.0, None, 71.0
0.0, 100.0, 4.0, 2.0, 0.0, None, 1.0, 1982-02-01 06:20:00, 1.0, None, 75.0
1.0, 99.0, None, None, 0.0, None, 1.0, 1982-02-01 18:45:00, 3.0, None, 75.0
3.0, 100.0, None, None, -7.0, None, 3.0, 1982-02-02 05:30:00, 8.0, None, 70.0
3.0, 98.0, None, None, 0.0, None, 6.0, 1982-02-02 18:45:00, 2.0, None, 69.0
-1.0, 84.0, None, None, -3.0, None, 3.0, 1982-02-03 06:00:00, 1.0, None, 66.0
1.0, 98.0, None, None, -1.0, None, 4.0, 1982-02-03 19:00:00, 3.0, None, 68.0
0.5, 100.0, None, None, 0.0, None, 4.0, 1982-02-04 05:20:00, 1.0, None, 67.0
2.0, 96.0, None, None, 0.0, None, 4.0, 1982-02-04 19:00:00, 0.0, None, 65.0
2.0, 94.0, None, None, -1.0, None, 4.0, 1982-02-05 05:30:00, 0.0, None, 63.0
2.0, 100.0, None, None, 0.0, None, 5.0, 1982-02-05 18:50:00, 4.0, None, 63.0
2.0, 100.0, None, None, -1.0, None, 4.0, 1982-02-06 06:15:00, 0.0, None, 63.0
0.0, 98.0, None, None, -1.0, None, 4.0, 1982-02-06 20:15:00, 0.0, None, 63.0
-2.0, 94.0, None, None, -4.0, None, 0.0, 1982-02-07 06:30:00, 0.0, None, 62.0
0.0, 98.0, None, None, -2.0, None, 4.0, 1982-02-07 20:20:00, 0.0, None, 62.0
-2.0, 50.0, None, None, -6.0, None, 0.0, 1982-02-08 06:15:00, 1.0, None, 62.0
0.0, 51.0, None, None, -2.0, None, 5.0, 1982-02-08 18:40:00, 0.0, None, 62.0
-3.0, 70.0, None, None, -12.0, None, 5.0, 1982-02-09 05:30:00, 0.0, None, 60.0
0.0, 96.0, 6.0, 6.0, -5.0, None, 0.0, 1982-02-09 19:15:00, 2.0, None, 66.0
0.0, 98.0, 25.0, 25.0, -12.0, None, 1.0, 1982-02-10 05:00:00, 22.0, None, 81.0
-1.0, 69.0, 25.0, None, -5.0, None, 2.0, 1982-02-10 18:45:00, 1.0, None, 81.0
-2.0, 95.0, 26.0, 8.0, -12.0, None, 2.0, 1982-02-11 05:30:00, 2.0, None, 87.0
-1.0, 65.0, None, 8.0, -5.0, None, 1.0, 1982-02-11 19:50:00, 0.0, None, 87.0
-1.0, 55.0, None, None, -3.0, None, -1.0, 1982-02-12 05:30:00, 1.0, None, 85.0
-3.0, 63.0, None, None, -5.0, None, 1.0, 1982-02-12 18:45:00, 0.0, None, 85.0
-2.0, 65.0, None, None, -4.0, None, 2.0, 1982-02-13 06:30:00, 0.0, None, 85.0
-4.0, 55.0, None, None, -7.0, None, -1.0, 1982-02-13 18:00:00, 0.0, None, None
-10.0, 85.0, None, None, -15.0, None, -2.0, 1982-02-14 06:00:00, 0.0, None, 85.0
-9.0, 75.0, None, None, -11.0, None, -3.0, 1982-02-14 20:00:00, 0.0, None, 80.0
-7.0, 70.0, None, None, -17.0, None, -7.0, 1982-02-15 06:15:00, 0.0, None, 80.0
-3.5, 98.0, 22.0, 7.0, -9.5, None, -2.0, 1982-02-15 20:00:00, 4.0, None, 83.0
-2.0, 98.0, 50.0, 30.0, -11.0, None, -2.0, 1982-02-16 09:30:00, 21.0, None, 115.0
-0.5, 99.0, 42.0, 14.0, -3.5, None, -0.5, 1982-02-16 23:20:00, 8.0, None, 115.0
-0.5, 98.0, 63.0, 27.0, -1.0, None, 0.0, 1982-02-17 08:20:00, 21.0, None, 135.0
-1.0, 94.0, 60.0, 1.0, -1.0, None, 2.0, 1982-02-17 19:10:00, 0.0, None, 131.0
2.0, 90.0, None, None, -2.0, None, 2.0, 1982-02-18 08:25:00, 2.0, None, 126.0
1.0, 99.0, 1.0, 1.0, 1.0, None, 4.0, 1982-02-18 20:35:00, 21.0, None, 110.0
0.0, 98.0, 20.0, 20.0, 0.0, None, 4.0, 1982-02-19 10:00:00, 12.0, None, 125.0
-2.0, 90.0, 23.0, 1.0, -3.0, None, 1.0, 1982-02-19 19:50:00, 3.0, None, 125.0
-1.0, 98.0, 40.0, 29.0, -2.5, None, 1.0, 1982-02-20 08:30:00, 16.0, None, 140.0
-1.0, 90.0, 40.0, 5.0, -2.0, None, 0.0, 1982-02-20 18:00:00, 3.0, None, 140.0
-2.0, 95.0, 50.0, 25.0, -10.0, None, -1.0, 1982-02-21 07:00:00, 12.0, None, 146.0
-1.0, 98.0, 65.0, 25.0, -3.0, None, 0.0, 1982-02-21 18:30:00, 11.0, None, 160.0
-3.0, 92.0, 60.0, 25.0, -3.0, None, -1.0, 1982-02-22 07:30:00, 1.0, None, 155.0
-1.0, 96.0, 60.0, 6.0, -3.0, None, -1.0, 1982-02-22 17:30:00, 3.0, None, 155.0
-6.0, 95.0, 4.0, 3.0, -6.0, None, -1.0, 1982-02-23 06:15:00, 0.0, None, 155.0
-2.0, 75.0, None, None, -7.0, None, 1.0, 1982-02-23 17:30:00, 1.0, None, 145.0
-3.0, 58.0, None, None, -7.0, None, 1.0, 1982-02-24 10:00:00, 0.0, None, 138.0
-6.0, 90.0, 5.0, 5.0, -7.0, None, -3.0, 1982-02-24 17:30:00, 0.0, None, 140.0
-5.0, 68.0, 7.0, 7.0, -7.0, None, -2.0, 1982-02-25 07:15:00, 1.0, None, 139.0
-4.0, 60.0, None, None, -7.0, None, -3.0, 1982-02-25 18:10:00, 1.0, None, 135.0
-2.0, 75.0, 8.0, 8.0, -7.0, None, -2.0, 1982-02-26 07:00:00, 3.0, None, 158.0
-1.0, 66.0, None, None, -7.0, None, 0.0, 1982-02-26 18:15:00, 0.0, None, 140.0
-5.0, 80.0, None, None, -7.0, None, 1.5, 1982-02-27 07:20:00, 0.0, None, 132.0
0.0, 70.0, 2.0, 2.0, -6.0, None, 3.0, 1982-02-27 17:30:00, 0.0, None, 130.0
1.0, 68.0, None, None, -3.0, None, 1.0, 1982-02-28 06:30:00, 0.0, None, 130.0
3.0, 55.0, None, None, -3.0, None, 4.0, 1982-02-28 18:30:00, 0.0, None, 125.0
3.0, 64.0, None, None, 3.0, None, 4.0, 1982-03-01 05:00:00, 0.0, None, 125.0
2.0, 55.0, None, None, 2.0, None, 5.0, 1982-03-01 19:00:00, 0.0, None, 120.0
3.0, 55.0, None, None, 3.0, None, 6.0, 1982-03-02 05:45:00, 0.0, None, 120.0
1.0, 55.0, None, None, -1.0, None, 6.0, 1982-03-02 19:30:00, 0.0, None, 120.0
-2.0, 63.0, None, None, -2.0, None, 5.0, 1982-03-03 05:40:00, 0.0, None, 120.0
1.0, 55.0, None, None, -5.0, None, 8.0, 1982-03-03 18:00:00, 0.0, None, 118.0
-5.5, 75.0, None, None, -5.5, None, 1.0, 1982-03-04 06:45:00, 0.0, None, 118.0
0.0, 68.0, None, None, -5.5, None, 5.0, 1982-03-04 18:50:00, 0.0, None, 118.0
-4.0, 90.0, None, None, -5.0, None, 4.0, 1982-03-05 05:30:00, 0.0, None, 118.0
1.0, 90.0, None, None, -5.0, None, 5.0, 1982-03-05 18:10:00, 4.0, None, 116.0
-5.0, 98.0, 6.0, 6.0, -5.5, None, 1.0, 1982-03-06 07:10:00, 2.0, None, 122.0
2.0, 98.0, None, None, -5.0, None, 3.0, 1982-03-06 19:15:00, 3.0, None, 118.0
1.0, 98.0, None, None, 1.0, None, 2.0, 1982-03-07 06:55:00, 0.0, None, 117.0
3.0, 94.0, None, None, 1.0, None, 6.0, 1982-03-07 18:40:00, 0.0, None, 110.0
1.0, 98.0, None, None, 1.0, None, 4.0, 1982-03-08 05:30:00, 6.0, None, 110.0
2.0, 95.0, None, None, 1.0, None, 4.0, 1982-03-08 18:45:00, 13.0, None, 110.0
0.0, 95.0, 5.0, 5.0, -7.0, None, 6.0, 1982-03-09 06:45:00, 7.0, None, 110.0
2.0, 93.0, None, None, 0.0, None, 4.0, 1982-03-09 18:20:00, 10.0, None, 108.0
3.0, 95.0, 5.0, 5.0, 1.0, None, 3.0, 1982-03-10 06:00:00, 18.0, None, 110.0
0.0, 90.0, 12.0, 6.0, 0.0, None, 2.0, 1982-03-10 19:20:00, 1.0, None, 116.0
0.0, 95.0, 30.0, 20.0, -4.0, None, 2.0, 1982-03-11 06:45:00, None, None, 130.0
0.0, 98.0, 40.0, 10.0, -1.0, None, 1.0, 1982-03-11 18:45:00, None, None, 140.0
-1.0, 98.0, 50.0, 10.0, -2.0, None, 1.0, 1982-03-12 06:30:00, None, None, 150.0
1.0, 97.0, 50.0, None, -1.0, None, 2.0, 1982-03-12 20:00:00, None, None, 145.0
1.0, 96.0, 35.0, 20.0, -1.0, None, 2.0, 1982-03-13 07:00:00, None, None, 145.0
0.0, 98.0, 10.0, 10.0, 0.0, None, 3.0, 1982-03-13 19:45:00, None, None, 145.0
0.0, 98.0, 16.0, 7.0, 0.0, None, 2.0, 1982-03-14 06:45:00, None, None, 148.0
-1.0, None, 2.0, 2.0, -1.0, None, 7.0, 1982-03-14 19:15:00, None, None, 150.0
None, None, None, None, None, None, None, 1982-03-15 06:45:00, None, None, 145.0
2.0, None, None, None, -4.0, None, 4.0, 1982-03-15 19:00:00, None, None, 140.0
0.0, None, None, None, -6.0, None, 7.0, 1982-03-16 18:35:00, None, None, 140.0
-2.5, None, None, None, None, None, 11.5, 1982-03-17 07:00:00, None, None, 135.0
0.0, None, None, None, -6.0, None, 8.0, 1982-03-17 19:15:00, None, None, 130.0
-2.0, None, None, None, -6.0, None, 2.0, 1982-03-18 06:40:00, None, None, 127.0
3.0, None, None, None, -5.0, None, 9.0, 1982-03-18 18:50:00, None, None, 127.0
-2.5, None, None, None, None, None, 8.5, 1982-03-19 06:50:00, None, None, 127.0
1.0, None, None, None, -3.0, None, 6.0, 1982-03-19 19:30:00, None, None, 125.0
0.0, None, None, None, -1.5, None, 1.5, 1982-03-20 07:00:00, None, None, 125.0
-1.0, None, None, None, -1.0, None, 3.0, 1982-03-21 06:40:00, None, None, 124.0
2.0, None, None, None, 0.0, None, 8.0, 1982-03-22 05:20:00, None, None, 121.0
3.0, None, None, None, 0.0, None, 7.0, 1982-03-23 06:15:00, None, None, 116.0
3.0, None, None, None, -1.0, None, 9.0, 1982-03-23 19:00:00, None, None, 115.0
2.5, None, None, None, -1.0, None, 8.5, 1982-03-24 06:55:00, None, None, 112.0
2.0, None, None, None, 2.0, None, 5.0, 1982-03-24 19:05:00, None, None, 110.0
0.0, None, 5.0, 5.0, 0.0, None, 6.0, 1982-03-25 06:35:00, None, None, 115.0
1.0, None, 3.0, None, -1.0, None, 6.0, 1982-03-25 18:45:00, None, None, 115.0
-2.0, None, 5.0, 5.0, -2.0, None, 4.0, 1982-03-26 06:15:00, None, None, 117.0
4.5, None, None, None, -2.0, None, 6.0, 1982-03-26 17:30:00, None, None, 114.0
1.5, None, None, None, -1.0, None, 5.0, 1982-03-27 07:00:00, None, None, 114.0
-2.0, None, None, None, -2.0, None, 6.0, 1982-03-28 06:45:00, None, None, 112.0
-2.0, None, None, None, -4.0, None, 8.0, 1982-03-30 06:30:00, None, None, 105.0
0.0, None, None, None, -4.0, None, 8.5, 1982-03-31 08:15:00, None, None, 105.0
3.0, None, None, None, -11.0, None, 9.0, 1982-04-01 08:40:00, None, None, 105.0
0.0, None, None, None, -1.0, None, 5.0, 1982-04-02 08:10:00, None, None, 100.0
-1.0, None, None, None, -2.0, None, 7.0, 1982-04-05 08:05:00, None, None, 97.0
1.0, None, None, None, -2.0, None, 9.0, 1982-04-06 08:20:00, None, None, 94.0
1.0, None, None, None, -2.0, None, 9.0, 1982-04-07 08:20:00, None, None, 92.0
12.0, 70.0, None, None, 8.0, None, 14.0, 1982-04-07 18:00:00, None, None, None
4.0, 80.0, None, None, -1.0, None, 12.0, 1982-04-08 08:35:00, 0.0, None, 85.0
11.0, 70.0, None, None, 1.0, None, 12.0, 1982-04-08 18:00:00, 0.0, None, None
3.0, 100.0, None, None, 2.0, None, 11.0, 1982-04-09 06:00:00, 0.0, None, None
4.0, 100.0, None, None, 3.0, None, 5.0, 1982-04-09 18:00:00, 8.0, None, None
1.0, 100.0, None, None, 1.0, None, 4.0, 1982-04-10 06:00:00, 13.0, None, None
1.5, 97.0, None, None, 1.0, None, 5.0, 1982-04-10 18:00:00, 9.0, None, None
-0.5, 100.0, None, None, -0.5, None, 3.0, 1982-04-11 06:00:00, 1.0, None, None
7.0, 60.0, None, None, -1.0, None, 8.0, 1982-04-11 18:00:00, 0.0, None, None
5.0, 58.0, None, None, 3.0, None, 7.0, 1982-04-12 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1982-04-12 18:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-04-13 05:45:00, 1.0, None, None
2.0, 94.0, 1.0, 1.0, -2.0, None, 10.0, 1982-04-13 08:45:00, 1.0, None, 75.0
7.0, 88.0, None, None, 3.0, None, 7.0, 1982-04-13 18:00:00, 0.0, None, None
1.0, 96.0, None, None, -1.0, None, 6.0, 1982-04-14 08:40:00, 0.0, None, 70.0
5.0, 88.0, None, None, 0.0, None, 8.0, 1982-04-14 18:00:00, 0.0, None, None
1.0, 100.0, None, None, 1.0, None, 7.0, 1982-04-15 08:00:00, 1.0, None, 67.0
3.0, 100.0, None, None, 1.0, None, 5.0, 1982-04-15 18:00:00, 4.0, None, None
1.0, 100.0, 1.0, 1.0, 1.0, None, 4.0, 1982-04-16 08:45:00, 15.0, None, 65.0
1.0, 100.0, 10.0, 9.0, 1.0, None, 4.0, 1982-04-16 15:20:00, 19.0, None, 85.0
-1.0, 100.0, 10.0, 5.0, -1.0, None, 4.0, 1982-04-17 05:30:00, 12.0, None, 90.0
0.0, 100.0, 25.0, 20.0, -1.0, None, 5.0, 1982-04-17 19:10:00, 8.0, None, 95.0
0.0, 100.0, 25.0, 20.0, -1.0, None, 4.0, 1982-04-18 06:30:00, 6.0, None, 95.0
2.0, 98.0, None, None, -1.0, None, 5.0, 1982-04-18 18:45:00, 2.0, None, 90.0
3.0, 90.0, None, None, -1.0, None, 5.0, 1982-04-19 08:40:00, 1.0, None, 75.0
4.0, 97.0, None, None, 4.0, None, 5.0, 1982-04-19 18:00:00, 4.0, None, None
5.0, 76.0, None, None, 2.0, None, 5.0, 1982-04-20 08:10:00, 1.0, None, 70.0
7.0, 70.0, None, None, 6.0, None, 10.0, 1982-04-20 18:00:00, 0.0, None, None
2.0, 100.0, None, None, 1.0, None, 9.0, 1982-04-21 08:15:00, 16.0, None, 60.0
4.5, 100.0, None, None, 3.0, None, 5.0, 1982-04-21 18:00:00, 9.0, None, None
2.0, 100.0, None, None, 1.0, None, 4.0, 1982-04-22 08:40:00, 7.0, None, 60.0
5.0, 97.0, None, None, 3.0, None, 6.0, 1982-04-22 18:00:00, 5.0, None, None
2.0, 100.0, None, None, 0.0, None, 5.0, 1982-04-23 08:20:00, 1.0, None, 55.0
7.0, 90.0, None, None, 3.0, None, 8.0, 1982-04-23 18:00:00, 1.0, None, None
1.0, 100.0, None, None, 1.0, None, 8.0, 1982-04-24 06:00:00, 0.0, None, None
6.0, 60.0, None, None, 0.0, None, 8.0, 1982-04-24 18:00:00, 1.0, None, None
-1.0, 100.0, None, None, -1.0, None, 7.0, 1982-04-25 06:00:00, 0.0, None, None
9.0, 55.0, None, None, -1.0, None, 9.0, 1982-04-25 18:00:00, 0.0, None, None
0.0, 100.0, None, None, -1.0, None, 9.0, 1982-04-26 08:15:00, 0.0, None, 45.0
7.0, 55.0, None, None, 0.0, None, 10.0, 1982-04-26 18:00:00, 0.0, None, None
6.0, 72.0, None, None, -1.0, None, 10.0, 1982-04-27 08:40:00, 0.0, None, 40.0
5.0, 100.0, None, None, 5.0, None, 8.0, 1982-04-27 18:00:00, 0.0, None, None
1.0, 100.0, None, None, -1.0, None, 9.0, 1982-04-28 08:15:00, 19.0, None, 30.0
4.0, 98.0, None, None, 1.0, None, 7.0, 1982-04-28 18:00:00, 4.0, None, None
1.0, 100.0, None, None, -2.0, None, 8.0, 1982-04-29 08:10:00, 15.0, None, 30.0
2.0, 100.0, None, None, 1.0, None, 4.0, 1982-04-29 18:00:00, 15.0, None, None
2.0, 100.0, 5.0, 5.0, 0.0, None, 2.0, 1982-04-30 08:45:00, 21.0, None, 33.0
2.5, 98.0, None, None, 1.5, None, 8.0, 1982-11-01 08:20:00, None, None, 0.0
4.5, 85.0, None, None, 2.0, None, 6.5, 1982-11-02 08:25:00, None, None, 0.0
6.5, 90.0, None, None, 4.0, None, 9.5, 1982-11-03 08:55:00, None, None, 0.0
5.0, 94.0, None, None, 5.0, None, 8.0, 1982-11-04 08:20:00, None, None, 0.0
3.5, 90.0, None, None, 2.0, None, 5.5, 1982-11-05 08:20:00, None, None, 0.0
-1.0, 97.0, None, None, -1.0, None, 5.0, 1982-11-08 08:40:00, None, None, 0.0
-2.0, 97.0, None, None, -2.0, None, 2.0, 1982-11-09 08:30:00, None, None, 0.0
1.5, 98.0, None, None, -2.0, None, 1.5, 1982-11-10 08:30:00, None, None, 0.0
-2.0, 95.0, None, None, -2.0, None, 4.0, 1982-11-12 08:35:00, 0.0, None, 0.0
0.0, 98.0, None, None, -4.0, None, 5.0, 1982-11-15 08:20:00, 0.0, None, 0.0
2.5, 95.0, None, None, 0.0, None, 3.5, 1982-11-16 07:55:00, 0.0, None, 0.0
0.0, 98.0, 3.0, 3.0, 0.0, None, 5.0, 1982-11-17 07:50:00, 31.0, None, 3.0
1.0, 98.0, 6.0, 5.0, 0.0, None, 1.0, 1982-11-17 13:35:00, 3.0, None, 6.0
-4.0, 95.0, 5.0, None, -9.0, None, 2.5, 1982-11-18 08:10:00, 11.0, None, 6.0
-1.0, 90.0, None, None, -4.0, None, 0.0, 1982-11-18 14:35:00, 5.0, None, 5.0
-4.0, 95.0, None, None, -4.5, None, -1.0, 1982-11-19 07:30:00, 11.0, None, 5.0
-1.0, 80.0, None, None, -5.5, None, -1.0, 1982-11-19 14:15:00, 15.0, None, 5.0
-7.0, 77.0, None, None, -7.5, None, -1.0, 1982-11-22 06:10:00, 0.0, None, 5.0
