station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-4.0, 78.0, None, None, -5.0, None, -2.5, 1981-01-13 16:30:00, None, None, 101.0
-4.5, 82.0, None, None, -5.0, None, -3.5, 1981-01-14 06:10:00, None, None, 101.0
-5.5, 79.0, None, None, -6.0, None, -4.0, 1981-01-14 19:00:00, None, None, 100.0
-5.5, 79.0, None, None, -6.0, None, -4.0, 1981-01-15 06:10:00, None, None, 100.0
-5.0, 78.0, None, None, -6.0, None, -3.5, 1981-01-15 18:15:00, None, None, 100.0
-6.0, 82.0, None, None, -6.0, None, -5.0, 1981-01-16 06:10:00, None, None, 100.0
-6.0, 82.0, None, None, -6.5, None, -5.5, 1981-01-16 18:00:00, None, None, 100.0
-7.5, 82.0, None, None, -7.5, None, -6.0, 1981-01-17 07:15:00, None, None, 99.0
-6.0, 81.0, None, None, -7.5, None, -5.5, 1981-01-17 18:00:00, None, None, 99.0
-6.0, 83.0, None, None, -6.0, None, -5.0, 1981-01-18 06:10:00, None, None, 98.0
-5.0, 84.0, 2.0, 2.0, -6.0, 2.0, -5.0, 1981-01-18 16:35:00, None, None, 100.0
-3.5, 88.0, None, None, -4.0, None, -3.0, 1981-01-19 06:15:00, None, None, 100.0
-5.0, 87.0, None, None, -5.0, None, 1.5, 1981-01-19 18:00:00, None, None, 99.0
-3.0, 88.0, None, None, -5.5, None, -3.0, 1981-01-20 06:20:00, None, None, 99.0
-2.0, 80.0, None, None, -4.0, None, 1.5, 1981-01-20 16:00:00, None, None, 99.0
-1.5, 88.0, None, None, -4.5, None, -1.5, 1981-01-21 06:10:00, None, None, 99.0
0.0, 85.0, 1.0, 1.0, -1.5, 1.0, 0.5, 1981-01-21 18:00:00, None, None, 100.0
0.5, 90.0, 8.0, 8.0, -0.5, 8.0, 1.0, 1981-01-22 06:25:00, None, None, 108.0
0.5, 90.0, 5.0, 1.0, 0.0, 1.0, 1.5, 1981-01-22 16:30:00, None, None, 105.0
0.5, 92.0, 1.0, 1.0, 0.0, 1.0, 0.5, 1981-01-23 06:10:00, None, None, 103.0
1.0, 90.0, None, None, 0.5, None, 1.5, 1981-01-23 16:00:00, None, None, 102.0
1.5, 89.0, None, None, 0.5, None, 2.0, 1981-01-24 06:15:00, None, None, 100.0
1.0, 90.0, None, None, 1.0, None, 3.5, 1981-01-24 17:00:00, None, None, 99.0
-0.5, 89.0, None, None, -1.0, None, 1.5, 1981-01-25 06:15:00, None, None, 98.0
0.0, 82.0, None, None, -1.5, None, 3.5, 1981-01-25 16:35:00, None, None, 97.0
-1.0, 88.0, None, None, -1.5, None, 0.0, 1981-01-26 06:15:00, None, None, 97.0
-1.0, 85.0, None, None, -1.0, None, 0.0, 1981-01-26 18:00:00, None, None, 97.0
-1.5, 86.0, 8.0, 8.0, 0.5, 8.0, -1.0, 1981-01-27 06:15:00, None, None, 105.0
-3.0, 87.0, 1.0, 1.0, -3.5, 1.0, 4.5, 1981-01-27 17:00:00, None, None, 105.0
-3.5, 85.0, None, None, -5.5, None, -3.0, 1981-01-28 06:15:00, None, None, 103.0
-1.0, 80.0, None, None, -4.0, None, -0.5, 1981-01-28 16:30:00, None, None, 103.0
None, None, None, None, None, None, None, 1981-01-29 06:00:00, 0.0, None, None
-4.0, 92.0, None, None, -4.5, None, -1.0, 1981-01-29 06:15:00, None, None, 102.0
-1.0, 80.0, None, None, -4.0, None, 2.0, 1981-01-29 17:00:00, None, None, 100.0
None, None, None, None, None, None, None, 1981-01-30 06:00:00, 0.0, None, None
-1.0, 85.0, None, None, -2.5, None, -1.0, 1981-01-30 06:20:00, None, None, 100.0
None, None, None, None, None, None, None, 1981-01-31 06:00:00, 0.0, None, None
-2.5, 90.0, None, None, -4.0, None, -2.0, 1981-01-31 06:20:00, None, None, 98.0
None, None, None, None, None, None, None, 1981-02-01 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1981-02-02 06:00:00, 0.0, None, None
-10.0, 85.0, None, None, -10.5, None, -2.0, 1981-02-02 06:30:00, None, None, 98.0
-7.0, 74.0, None, None, -10.5, None, 0.0, 1981-02-02 17:00:00, None, None, 98.0
None, None, None, None, None, None, None, 1981-02-03 06:00:00, 0.0, None, None
-7.5, 82.0, None, None, -9.0, None, -7.0, 1981-02-03 06:30:00, None, None, 98.0
-8.0, 85.0, None, None, -10.5, None, -3.0, 1981-02-04 06:30:00, None, None, 98.0
None, None, None, None, None, None, None, 1981-02-04 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1981-02-05 06:30:00, None, None, 98.0
None, None, None, None, None, None, None, 1981-02-05 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1981-02-06 06:00:00, 0.0, None, None
-10.0, 85.0, None, None, -11.5, None, -1.0, 1981-02-06 06:30:00, None, None, 98.0
None, None, None, None, None, None, None, 1981-02-07 06:00:00, 0.0, None, None
-7.5, 80.0, None, None, -9.0, None, -1.5, 1981-02-07 06:30:00, None, None, 98.0
None, None, None, None, None, None, None, 1981-02-08 06:00:00, 0.0, None, None
-9.0, 83.0, None, None, -11.0, None, -1.0, 1981-02-08 06:20:00, None, None, 98.0
-5.0, 70.0, None, None, -9.0, None, -2.0, 1981-02-08 17:00:00, None, None, 97.0
-10.5, 28.0, None, None, -11.0, None, -3.0, 1981-02-09 06:15:00, None, None, 97.0
-15.0, 45.0, None, None, -16.0, None, -9.0, 1981-02-09 17:00:00, None, None, 96.0
None, None, None, None, None, None, None, 1981-02-10 06:00:00, 0.0, None, None
-21.0, None, None, None, -22.0, None, -15.0, 1981-02-10 06:30:00, None, None, 96.0
-15.0, 40.0, None, None, -21.0, None, -9.0, 1981-02-10 16:00:00, None, None, 96.0
None, None, None, None, None, None, None, 1981-02-11 06:00:00, 0.0, None, None
-12.0, 66.0, None, None, -15.0, None, -10.0, 1981-02-11 06:25:00, None, None, 96.0
None, None, None, None, None, None, None, 1981-02-12 06:00:00, 2.0, None, None
-10.5, 75.0, None, None, -13.5, None, -5.0, 1981-02-12 06:30:00, None, None, 95.0
None, None, None, None, None, None, None, 1981-02-12 18:00:00, 1.0, None, None
-7.5, 83.0, 8.0, 8.0, -10.5, 8.0, -7.5, 1981-02-12 21:00:00, None, None, 103.0
None, None, None, None, None, None, None, 1981-02-13 06:00:00, 10.0, None, None
-7.5, 83.0, 5.0, 5.0, -8.0, 5.0, -7.0, 1981-02-13 06:30:00, None, None, 107.0
-5.5, 88.0, 18.0, 14.0, -7.5, 14.0, -5.5, 1981-02-13 17:30:00, None, None, 119.0
None, None, None, None, None, None, None, 1981-02-13 18:00:00, 1.0, None, None
-5.0, 90.0, 26.0, 10.0, -6.0, 10.0, -5.0, 1981-02-14 05:55:00, None, None, 127.0
None, None, None, None, None, None, None, 1981-02-14 06:00:00, 10.0, None, None
0.0, 88.0, 30.0, 6.0, -5.0, 6.0, 0.0, 1981-02-14 15:30:00, None, None, 130.0
None, None, None, None, None, None, None, 1981-02-14 18:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1981-02-15 06:00:00, 20.0, None, None
None, None, None, None, None, None, None, 1981-02-15 18:00:00, 20.0, None, None
None, None, None, None, None, None, None, 1981-02-16 06:00:00, 13.0, None, None
1.0, 93.0, None, None, 0.5, None, 3.0, 1981-02-16 06:40:00, None, None, 124.0
None, None, None, None, None, None, None, 1981-02-16 18:00:00, 17.0, None, None
None, None, None, None, None, None, None, 1981-02-17 06:00:00, 7.0, None, None
2.0, 85.0, None, None, 0.0, None, 3.0, 1981-02-17 06:10:00, None, None, 119.0
None, None, None, None, None, None, None, 1981-02-17 18:00:00, 15.0, None, None
2.0, 85.0, 14.0, 14.0, 0.0, 14.0, 2.0, 1981-02-17 20:00:00, None, None, 130.0
None, None, None, None, None, None, None, 1981-02-18 06:00:00, 4.0, None, None
2.0, 83.0, None, None, 0.5, None, 3.5, 1981-02-18 07:45:00, None, None, 110.0
2.0, 85.0, None, None, 1.0, None, 8.0, 1981-02-18 16:30:00, None, None, 109.0
None, None, None, None, None, None, None, 1981-02-18 18:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1981-02-19 06:00:00, 12.0, None, None
0.0, 92.0, 2.0, 2.0, 0.0, 2.0, 3.5, 1981-02-19 07:25:00, None, None, 110.0
None, None, None, None, None, None, None, 1981-02-19 18:00:00, 1.0, None, 108.0
3.0, 70.0, None, None, 0.0, None, 4.0, 1981-02-20 06:35:00, None, None, 107.0
None, None, None, None, None, None, None, 1981-02-20 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1981-02-21 06:00:00, 1.0, None, None
1.0, 80.0, None, None, 1.0, None, 5.0, 1981-02-21 07:00:00, None, None, 103.0
None, None, None, None, None, None, None, 1981-02-22 06:00:00, 1.0, None, None
0.5, 90.0, None, None, 0.0, None, 4.0, 1981-02-22 06:25:00, None, None, 102.0
1.0, 82.0, None, None, 0.5, None, 2.0, 1981-02-23 06:20:00, None, None, 100.0
None, None, None, None, None, None, None, 1981-02-23 18:00:00, 7.0, None, None
None, None, None, None, None, None, None, 1981-02-24 06:00:00, 1.0, None, None
1.5, 75.0, 3.0, 3.0, 0.0, 3.0, 3.0, 1981-02-24 06:30:00, None, None, 102.0
None, None, None, None, None, None, None, 1981-02-24 18:00:00, 1.0, None, None
2.0, 65.0, None, None, 0.5, None, 5.0, 1981-02-25 06:20:00, None, None, 96.0
None, None, None, None, None, None, None, 1981-02-25 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1981-02-26 06:00:00, 2.0, None, None
0.5, 90.0, None, None, 0.0, None, 3.0, 1981-02-26 06:30:00, None, None, 96.0
None, None, None, None, None, None, None, 1981-02-27 06:00:00, 0.0, None, None
-2.0, 70.0, None, None, -3.0, None, 5.0, 1981-02-27 06:25:00, None, None, 96.0
None, None, None, None, None, None, None, 1981-02-28 06:00:00, 0.0, None, None
-1.5, 90.0, None, None, -3.0, None, 6.0, 1981-02-28 06:25:00, None, None, 94.0
None, None, None, None, None, None, None, 1981-03-01 06:00:00, 0.0, None, None
-7.0, 85.0, None, None, -7.0, None, 7.0, 1981-03-01 06:50:00, None, None, 94.0
None, None, None, None, None, None, None, 1981-03-02 06:00:00, 0.0, None, None
-5.0, 85.0, None, None, -7.0, None, 5.0, 1981-03-02 06:10:00, None, None, 94.0
None, None, None, None, None, None, None, 1981-03-03 06:00:00, 3.0, None, None
0.0, 92.0, 5.0, 5.0, -5.0, 5.0, 5.0, 1981-03-03 07:40:00, None, None, 100.0
None, None, None, None, None, None, None, 1981-03-03 18:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1981-03-04 06:00:00, 8.0, None, None
1.0, 85.0, 6.0, 3.0, 0.0, 3.0, 2.0, 1981-03-04 07:40:00, None, None, 102.0
None, None, None, None, None, None, None, 1981-03-04 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1981-03-05 06:00:00, 0.0, None, None
-0.5, 80.0, 5.0, 1.0, -1.0, 1.0, 3.0, 1981-03-05 06:25:00, None, None, 102.0
-5.0, 70.0, None, None, -6.0, None, 6.0, 1981-03-06 06:15:00, None, None, 100.0
-9.0, 92.0, None, None, -9.0, None, 6.0, 1981-03-07 06:25:00, None, None, 98.0
-4.0, 90.0, None, None, -9.0, None, 7.0, 1981-03-09 06:30:00, None, None, 98.0
-5.0, 92.0, None, None, -6.0, None, 7.0, 1981-03-10 06:30:00, None, None, 98.0
-4.0, None, None, None, -5.5, None, 8.0, 1981-03-12 06:30:00, None, None, 90.0
-5.0, None, None, None, -5.5, None, 10.0, 1981-03-13 06:30:00, None, None, 95.0
None, None, None, None, None, None, None, 1982-01-23 18:00:00, 9.0, None, None
None, None, None, None, None, None, None, 1982-01-24 06:00:00, 6.0, None, None
None, None, None, None, None, None, None, 1982-01-24 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1982-01-25 06:00:00, 5.0, None, None
None, None, None, None, None, None, None, 1982-01-25 18:00:00, 33.0, None, None
None, None, None, None, None, None, None, 1982-01-26 06:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-02-01 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1982-02-02 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1982-02-03 18:00:00, 13.0, None, None
None, None, None, None, None, None, None, 1982-02-04 06:00:00, 5.0, None, None
None, None, None, None, None, None, None, 1982-02-05 06:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-02-05 18:00:00, 20.0, None, None
None, None, None, None, None, None, None, 1982-02-06 06:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-02-06 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1982-02-07 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1982-02-08 06:00:00, 0.0, None, None
-11.5, 82.0, None, None, -17.0, None, -11.5, 1982-02-08 07:00:00, None, None, 151.0
-11.5, 55.0, None, None, -13.0, None, -7.0, 1982-02-08 16:45:00, None, None, 144.0
None, None, None, None, None, None, None, 1982-02-09 06:00:00, 0.0, None, None
-21.0, 94.0, None, None, -21.5, None, -11.5, 1982-02-09 06:30:00, None, None, 143.0
-13.0, 70.0, None, None, -21.0, None, -13.0, 1982-02-09 16:00:00, None, None, 143.0
-13.0, 85.0, None, None, -14.0, None, -12.5, 1982-02-10 06:40:00, None, None, 144.0
-9.0, 80.0, None, None, -13.0, None, -8.0, 1982-02-10 16:10:00, None, None, 144.0
None, None, None, None, None, None, None, 1982-02-11 06:00:00, 3.0, None, None
-10.0, 90.0, None, 3.0, -10.5, None, -9.0, 1982-02-11 06:40:00, None, None, 145.0
-7.0, 86.0, None, 1.0, -10.5, None, -6.5, 1982-02-11 16:20:00, None, None, 145.0
None, None, None, None, None, None, None, 1982-02-12 06:00:00, 6.0, None, None
-7.5, 92.0, None, 2.0, -8.5, None, -7.0, 1982-02-12 06:40:00, None, None, 146.0
-7.0, 95.0, None, 13.0, -8.0, None, -6.5, 1982-02-12 16:00:00, None, None, 158.0
None, None, None, None, None, None, None, 1982-02-12 18:00:00, 11.0, None, None
None, None, None, None, None, None, None, 1982-02-13 06:00:00, 16.0, None, None
-7.5, 96.0, None, 20.0, -8.0, None, -6.5, 1982-02-13 06:35:00, None, None, 180.0
-5.5, 98.0, None, 17.0, -7.5, None, -5.5, 1982-02-13 17:18:00, None, None, 180.0
None, None, None, None, None, None, None, 1982-02-13 18:00:00, 9.0, None, None
None, None, None, None, None, None, None, 1982-02-14 06:00:00, 1.0, None, None
-8.0, 83.0, None, 17.0, -8.0, None, -5.0, 1982-02-14 06:45:00, None, None, 185.0
-6.0, 70.0, None, None, -8.5, None, -5.0, 1982-02-14 16:00:00, None, None, 179.0
None, None, None, None, None, None, None, 1982-02-15 06:00:00, 9.0, None, None
-7.0, 95.0, None, 10.0, -8.0, None, -6.0, 1982-02-15 06:30:00, None, None, 185.0
-4.0, 97.0, None, 16.0, -7.0, None, -4.0, 1982-02-15 16:00:00, None, None, 197.0
None, None, None, None, None, None, None, 1982-02-15 18:00:00, 14.0, None, None
None, None, None, None, None, None, None, 1982-02-16 06:00:00, 10.0, None, None
-1.5, 98.0, None, 16.0, -4.5, None, -1.5, 1982-02-16 06:20:00, None, None, 200.0
2.0, 98.0, None, 1.0, -2.5, None, 3.0, 1982-02-16 16:05:00, None, None, 194.0
None, None, None, None, None, None, None, 1982-02-16 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-02-17 06:00:00, 10.0, None, None
2.0, 98.0, None, None, 1.0, None, 3.0, 1982-02-17 06:20:00, None, None, 182.0
3.0, 95.0, None, None, 1.5, None, 5.0, 1982-02-17 16:00:00, None, None, 171.0
None, None, None, None, None, None, None, 1982-02-17 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-02-18 06:00:00, 6.0, None, None
0.0, 98.0, None, None, 0.0, None, 4.0, 1982-02-18 06:30:00, None, None, 167.0
2.0, 90.0, None, None, -0.5, None, 3.0, 1982-02-18 16:30:00, None, None, 165.0
None, None, None, None, None, None, None, 1982-02-18 18:00:00, 6.0, None, None
None, None, None, None, None, None, None, 1982-02-19 06:00:00, 2.0, None, None
1.0, 96.0, None, None, 0.0, None, 3.0, 1982-02-19 06:35:00, None, None, 165.0
2.0, 96.0, None, None, 0.5, None, 3.0, 1982-02-19 16:15:00, None, None, 158.0
None, None, None, None, None, None, None, 1982-02-19 18:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-02-20 06:00:00, 20.0, None, None
0.0, 98.0, None, 1.0, 0.0, None, 3.0, 1982-02-20 06:30:00, None, None, 155.0
1.5, 98.0, None, 2.0, 0.0, None, 3.0, 1982-02-20 16:45:00, None, None, 152.0
None, None, None, None, None, None, None, 1982-02-20 18:00:00, 5.0, None, None
None, None, None, None, None, None, None, 1982-02-21 06:00:00, 1.0, None, None
-1.5, 98.0, None, None, -1.5, None, 1.0, 1982-02-21 06:15:00, None, None, 150.0
-0.5, 82.0, None, None, -3.0, None, 5.0, 1982-02-21 16:30:00, None, None, 150.0
None, None, None, None, None, None, None, 1982-02-22 06:00:00, 0.0, None, None
-3.5, 82.0, None, None, -4.5, None, 0.0, 1982-02-22 06:25:00, None, None, 150.0
-3.0, 85.0, None, None, -4.5, None, -0.5, 1982-02-22 17:00:00, None, None, 150.0
None, None, None, None, None, None, None, 1982-02-23 06:00:00, 1.0, None, None
-3.0, 80.0, None, 2.0, -4.0, None, -2.0, 1982-02-23 06:20:00, None, None, 150.0
-3.0, 68.0, None, None, -5.5, None, -2.0, 1982-02-23 17:00:00, None, None, 148.0
-10.0, 78.0, None, 4.0, -10.0, None, -3.0, 1982-02-24 06:20:00, None, None, 150.0
-6.0, 68.0, None, None, -11.0, None, -6.0, 1982-02-24 17:00:00, None, None, 149.0
None, None, None, None, None, None, None, 1982-02-25 06:00:00, 10.0, None, None
None, None, None, None, None, None, None, 1982-02-25 18:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-02-26 06:00:00, 2.0, None, None
-4.0, 94.0, None, 4.0, -5.0, None, -2.0, 1982-02-26 06:25:00, None, None, 163.0
-2.0, 95.0, None, 7.0, -5.0, None, None, 1982-02-26 17:00:00, None, None, 163.0
None, None, None, None, None, None, None, 1982-02-26 18:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1982-02-27 06:00:00, 8.0, None, None
-2.5, 96.0, None, 9.0, -3.0, None, -2.0, 1982-02-27 06:30:00, None, None, 170.0
-2.0, 94.0, None, 5.0, -5.0, None, -1.0, 1982-02-27 17:00:00, None, None, 165.0
None, None, None, None, None, None, None, 1982-02-27 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-02-28 06:00:00, 3.0, None, None
0.0, 95.0, None, 2.0, -2.0, None, 1.5, 1982-02-28 06:30:00, None, None, 165.0
1.0, 87.0, None, 2.0, -2.5, None, 2.0, 1982-02-28 17:00:00, None, None, 166.0
None, None, None, None, None, None, None, 1982-02-28 18:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-03-01 06:00:00, 1.0, None, None
None, None, None, None, None, None, None, 1982-03-02 06:00:00, 0.0, None, None
-5.0, 80.0, None, 10.0, -6.0, None, -1.5, 1982-03-02 06:20:00, None, None, 170.0
2.0, 96.0, None, 2.0, -0.5, None, 3.0, 1982-03-02 17:00:00, None, None, 166.0
None, None, None, None, None, None, None, 1982-03-03 06:00:00, 0.0, None, None
-5.0, 73.0, None, None, -5.0, None, -2.0, 1982-03-03 06:20:00, None, None, 165.0
-1.0, 94.0, None, 6.0, -2.0, None, -0.5, 1982-03-03 15:00:00, None, None, 170.0
None, None, None, None, None, None, None, 1982-03-04 06:00:00, 0.0, None, None
-6.0, 62.0, None, None, -6.0, None, -1.0, 1982-03-04 06:20:00, None, None, 164.0
-2.0, 73.0, None, None, -8.0, None, -1.0, 1982-03-04 16:30:00, None, None, 167.0
None, None, None, None, None, None, None, 1982-03-05 06:00:00, 0.0, None, None
-12.0, 95.0, None, None, -13.0, None, -2.0, 1982-03-05 06:35:00, None, None, 163.0
-2.0, 62.0, None, None, -6.0, None, -2.0, 1982-03-05 16:30:00, None, None, 165.0
None, None, None, None, None, None, None, 1982-03-06 06:00:00, 0.0, None, None
-5.0, 95.0, None, None, -13.0, None, -2.0, 1982-03-06 06:30:00, None, None, 163.0
-2.0, 55.0, None, None, -7.0, None, -2.0, 1982-03-06 16:30:00, None, None, 163.0
None, None, None, None, None, None, None, 1982-03-07 06:00:00, 0.0, None, None
-2.0, 92.0, None, None, -3.0, None, 2.0, 1982-03-07 06:30:00, None, None, 158.0
-2.0, 95.0, None, None, -3.0, None, 3.0, 1982-03-08 06:30:00, None, None, 155.0
2.0, 90.0, None, None, -3.0, None, 5.0, 1982-03-08 17:00:00, None, None, 160.0
None, None, None, None, None, None, None, 1982-03-08 18:00:00, 8.0, None, None
1.0, 92.0, None, None, 0.5, None, 4.0, 1982-03-09 06:30:00, None, None, 148.0
2.0, 95.0, None, None, 0.0, None, 4.0, 1982-03-09 14:30:00, None, None, 155.0
None, None, None, None, None, None, None, 1982-03-09 18:00:00, 5.0, None, None
None, None, None, None, None, None, None, 1982-03-10 06:00:00, 22.0, None, None
-2.0, 90.0, None, None, -2.0, None, 2.0, 1982-03-10 06:05:00, None, None, 145.0
3.0, 80.0, None, None, -2.0, None, 5.0, 1982-03-10 17:00:00, None, None, 150.0
None, None, None, None, None, None, None, 1982-03-10 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-03-11 06:00:00, 1.0, None, None
-0.5, 100.0, 21.0, 21.0, -1.0, None, 2.0, 1982-03-11 06:30:00, None, None, 170.0
2.0, 95.0, None, None, 0.5, None, 3.0, 1982-03-11 17:00:00, None, None, 145.0
None, None, None, None, None, None, None, 1982-03-11 18:00:00, 5.0, None, None
None, None, None, None, None, None, None, 1982-03-12 06:00:00, 10.0, None, None
-6.0, 92.0, None, None, -8.0, None, 1.5, 1982-03-12 06:20:00, None, None, 157.0
1.0, 92.0, None, None, -2.0, None, 4.0, 1982-03-12 14:45:00, None, None, 145.0
None, None, None, None, None, None, None, 1982-03-12 18:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-03-13 06:00:00, 0.0, None, None
-2.0, 92.0, 22.0, 15.0, -3.0, 22.0, -2.0, 1982-03-13 06:30:00, None, None, 184.0
2.5, 55.0, None, None, -0.5, None, 3.0, 1982-03-13 17:00:00, None, None, 160.0
-2.0, 95.0, 3.0, 3.0, -3.0, None, 0.0, 1982-03-14 06:30:00, None, None, 175.0
-2.0, 92.0, None, 11.0, -7.0, None, -2.0, 1982-03-14 16:45:00, None, None, 169.0
-10.0, 92.0, None, None, -11.0, None, -2.0, 1982-03-15 06:30:00, None, None, 165.0
None, None, None, None, None, None, None, 1982-03-16 06:00:00, 1.0, None, None
-8.0, 96.0, None, None, -11.0, None, -2.0, 1982-03-16 06:30:00, None, None, 165.0
None, None, None, None, None, None, None, 1982-03-17 06:00:00, 0.0, None, None
-8.0, 90.0, None, None, -10.0, None, -2.0, 1982-03-17 06:30:00, None, None, 163.0
None, None, None, None, None, None, None, 1982-03-18 06:00:00, 0.0, None, None
-9.0, 92.0, None, None, -10.0, None, -1.5, 1982-03-18 06:30:00, None, None, 163.0
-10.0, 92.0, None, None, -11.0, None, 2.0, 1982-03-19 06:25:00, None, None, 161.0
None, None, None, None, None, None, None, 1982-12-25 06:00:00, 5.0, None, None
-3.0, 93.0, 27.0, 21.0, -5.0, None, -3.0, 1982-12-25 08:30:00, None, None, 96.0
-3.0, 94.0, None, 5.0, -3.0, None, -3.0, 1982-12-25 16:00:00, None, 5.0, 98.0
-4.0, 92.0, 17.0, 1.0, -4.5, None, -1.5, 1982-12-25 16:30:00, None, None, 98.0
