station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-12.0, 97.0, 0.0, 0.0, -12.0, None, -1.0, 1971-12-05 07:00:00, 0.0, 3.0
-2.0, None, 0.1, 0.1, -4.0, None, -1.5, 1988-11-23 15:00:00, None, 13.0
-12.0, None, 0.0, 0.0, -12.0, None, -1.5, 1988-11-24 07:00:00, None, 13.0
-10.5, None, 0.0, 0.0, -13.0, None, -10.5, 1988-11-24 15:00:00, None, 13.0
-14.5, None, 0.0, 0.0, -15.5, None, -13.5, 1988-11-25 07:00:00, None, 13.0
-9.5, None, 0.0, 0.0, -14.5, None, -9.5, 1988-11-25 15:00:00, None, None
-16.0, None, None, None, -16.0, None, -11.0, 1988-11-26 07:00:00, None, None
-16.0, None, None, None, -18.0, None, -16.0, 1988-11-26 15:00:00, None, None
-15.0, None, None, None, -16.0, None, -15.0, 1988-11-27 07:00:00, None, None
-12.5, None, None, None, -15.0, None, -12.5, 1988-11-27 15:00:00, None, None
-11.0, None, 3.0, 3.0, -12.5, None, -10.5, 1988-11-28 07:00:00, None, 16.0
-9.0, None, 3.0, 0.0, -11.5, None, -9.0, 1988-11-28 15:00:00, None, 15.0
-5.0, None, 5.0, 5.0, -9.0, None, -5.0, 1988-11-29 07:00:00, None, 20.0
0.5, None, 14.0, 9.0, -5.0, None, 0.5, 1988-11-29 16:00:00, None, 29.0
2.5, None, 10.0, 1.0, -0.5, None, 4.5, 1988-11-30 07:30:00, None, 25.0
3.0, None, 7.0, 0.0, 1.5, None, 3.0, 1988-11-30 18:00:00, None, 23.0
-2.5, None, 7.0, 0.0, -2.5, None, 3.0, 1988-12-01 07:00:00, None, 23.0
-1.5, None, 0.0, 0.0, -3.0, None, -1.0, 1988-12-01 15:00:00, None, 23.0
-6.5, None, 0.1, 0.1, -7.5, None, -2.0, 1988-12-02 07:00:00, None, 23.0
-5.0, None, 0.1, 0.0, -6.5, None, -4.0, 1988-12-02 18:00:00, None, 22.0
-6.5, None, 0.0, 0.0, -7.5, None, -4.5, 1988-12-03 08:00:00, None, 22.0
-3.0, None, 1.0, 1.0, -6.5, None, -3.0, 1988-12-03 15:45:00, None, 23.0
-3.0, None, None, None, -5.0, None, -3.0, 1988-12-04 08:00:00, None, None
-1.0, None, 9.0, 8.0, -3.5, None, -0.5, 1988-12-04 14:00:00, None, 33.0
-12.0, None, 0.0, 0.0, -12.0, None, -0.5, 1988-12-05 07:30:00, None, 32.0
-11.0, None, 0.0, 0.0, -13.0, None, -10.5, 1988-12-05 15:20:00, None, 30.0
-17.5, None, 0.0, 0.0, -17.5, None, -10.0, 1988-12-06 07:00:00, None, 30.0
