station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
-9.0, None, None, None, None, None, None, 1977-01-04 08:00:00, None, None, None, 0.0
-11.0, None, None, None, None, None, None, 1977-01-05 08:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1977-01-05 15:00:00, None, None, None, 0.0
-7.0, None, None, None, None, None, None, 1977-01-06 08:00:00, None, None, None, 0.0
-8.0, None, None, None, None, None, None, 1977-01-07 08:00:00, None, None, None, 0.0
-8.0, None, None, None, None, None, None, 1977-01-08 07:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1977-01-08 16:00:00, None, None, None, 0.0
-10.0, None, None, None, None, None, None, 1977-01-09 07:00:00, None, None, None, 0.0
-5.0, None, None, 0.0, None, None, None, 1977-01-09 16:00:00, None, None, None, 0.0
-9.0, None, None, 0.0, None, None, None, 1977-01-10 07:00:00, None, None, None, 0.0
-5.0, None, None, 0.0, None, None, None, 1977-01-11 07:00:00, None, None, None, 0.0
-4.0, None, None, 12.0, None, None, None, 1977-01-12 07:00:00, None, None, None, 12.0
-3.0, None, None, 0.0, None, None, None, 1977-01-12 16:00:00, None, None, None, 12.0
-5.0, None, None, 0.0, None, None, None, 1977-01-13 07:00:00, None, None, None, 12.0
-2.0, None, None, 0.0, None, None, None, 1977-01-13 15:00:00, None, None, None, 12.0
-2.0, None, None, 3.0, None, None, None, 1977-01-14 07:00:00, None, None, None, 12.0
0.0, None, None, None, None, None, None, 1977-01-14 15:00:00, None, None, None, 12.0
1.0, None, None, None, None, None, None, 1977-01-15 08:00:00, None, None, None, 10.0
2.0, None, None, None, None, None, None, 1977-01-15 15:00:00, None, None, None, 10.0
1.0, None, None, None, None, None, None, 1977-01-16 08:00:00, None, None, None, 10.0
2.0, None, None, None, None, None, None, 1977-01-16 15:00:00, None, None, None, 7.0
3.0, None, None, None, None, None, None, 1977-01-17 08:00:00, None, None, None, 5.0
4.0, None, None, None, None, None, None, 1977-01-18 08:00:00, None, None, None, 3.0
6.0, None, None, None, None, None, None, 1977-01-18 16:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-01-19 07:00:00, None, None, None, 0.0
6.0, None, None, None, None, None, None, 1977-01-19 16:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-01-20 07:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-01-20 16:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-01-21 07:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-01-21 21:00:00, None, None, None, 0.0
6.0, None, None, None, None, None, None, 1977-01-22 07:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-01-22 16:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-01-23 07:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-01-23 16:00:00, None, None, None, 0.0
-5.0, None, None, None, None, None, None, 1977-01-24 08:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-01-24 16:00:00, None, None, None, 0.0
-5.0, None, None, None, None, None, None, 1977-01-25 07:00:00, None, None, None, 0.0
-5.0, None, None, None, None, None, None, 1977-01-26 07:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-01-26 15:00:00, None, None, None, 0.0
-5.0, None, None, None, None, None, None, 1977-01-27 08:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-01-27 15:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1977-01-28 08:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-01-28 15:00:00, None, None, None, 0.0
-8.0, None, None, None, None, None, None, 1977-01-29 08:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-01-29 16:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-01-30 08:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-01-30 15:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1977-01-31 07:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-02-01 07:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1977-02-02 07:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1977-02-03 07:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-02-03 16:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1977-02-04 07:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-02-04 16:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-02-05 08:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-02-06 08:00:00, None, None, None, 0.0
6.0, None, None, None, None, None, None, 1977-02-06 16:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-02-07 07:00:00, None, None, None, 0.0
-2.0, None, None, None, None, None, None, 1977-02-08 07:00:00, None, None, None, 0.0
5.0, None, None, None, None, None, None, 1977-02-09 07:00:00, None, None, None, 0.0
10.0, None, None, None, None, None, None, 1977-02-09 15:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-02-10 07:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-02-10 16:00:00, None, None, None, 0.0
6.0, None, None, None, None, None, None, 1977-02-11 07:00:00, None, None, None, 0.0
10.0, None, None, None, None, None, None, 1977-02-11 16:00:00, None, None, None, 0.0
10.0, None, None, None, None, None, None, 1977-02-12 15:00:00, None, None, None, 0.0
9.0, None, None, None, None, None, None, 1977-02-13 15:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1977-02-14 07:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-02-14 15:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-02-15 07:00:00, None, None, None, 0.0
5.0, None, None, None, None, None, None, 1977-02-15 15:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-02-16 07:00:00, None, None, None, 0.0
11.0, None, None, None, None, None, None, 1977-02-16 21:00:00, None, None, None, 0.0
5.0, None, None, None, None, None, None, 1977-02-17 07:00:00, None, None, None, 0.0
9.0, None, None, None, None, None, None, 1977-02-17 15:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-02-18 07:00:00, None, None, None, 0.0
10.0, None, None, None, None, None, None, 1977-02-18 15:00:00, None, None, None, 0.0
-2.0, None, None, None, None, None, None, 1977-02-19 07:00:00, None, None, None, 0.0
10.0, None, None, None, None, None, None, 1977-02-19 15:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-02-20 08:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-02-20 15:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-02-21 08:00:00, None, None, None, 0.0
5.0, None, None, None, None, None, None, 1977-02-22 08:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-02-23 08:00:00, None, None, None, 0.0
7.0, None, None, None, None, None, None, 1977-02-23 21:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1977-02-24 07:00:00, None, None, None, 0.0
9.0, None, None, None, None, None, None, 1977-02-24 21:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-02-25 07:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-02-25 15:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1977-02-26 07:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-02-26 15:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-02-27 07:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-02-28 08:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-01 08:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-03-02 08:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-02 15:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-03 08:00:00, None, None, None, 0.0
11.0, None, None, None, None, None, None, 1977-03-03 15:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-03-04 08:00:00, None, None, None, 0.0
11.0, None, None, None, None, None, None, 1977-03-04 15:00:00, None, None, None, 0.0
7.0, None, None, None, None, None, None, 1977-03-05 07:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-03-06 16:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-03-07 08:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-07 21:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-08 07:00:00, None, None, None, 0.0
7.0, None, None, None, None, None, None, 1977-03-08 21:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-09 07:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-09 21:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-10 07:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-10 15:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-11 07:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-11 15:00:00, None, None, None, 0.0
9.0, None, None, None, None, None, None, 1977-03-12 15:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-13 08:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-13 15:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-14 08:00:00, None, None, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-14 15:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-15 08:00:00, None, None, None, 0.0
7.0, None, None, None, None, None, None, 1977-03-15 16:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-16 16:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-17 08:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-17 15:00:00, None, None, None, 0.0
-2.0, None, None, None, None, None, None, 1977-03-18 07:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-18 21:00:00, None, None, None, 0.0
9.0, None, None, None, None, None, None, 1977-03-19 16:00:00, None, None, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-21 07:00:00, None, None, None, 0.0
10.0, None, None, None, None, None, None, 1977-03-21 15:00:00, None, None, None, 0.0
7.0, None, None, None, None, None, None, 1977-03-22 07:00:00, None, None, None, 0.0
4.0, None, None, None, None, None, None, 1977-03-23 07:00:00, None, None, None, 0.0
7.0, None, None, None, None, None, None, 1977-03-23 17:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-24 08:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-25 08:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-26 08:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-27 08:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-28 08:00:00, None, None, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-28 16:00:00, None, None, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-29 07:00:00, None, None, None, 0.0
13.0, None, None, None, None, None, None, 1977-03-29 16:00:00, None, None, None, 0.0
-2.0, None, None, None, None, None, None, 1977-03-30 07:00:00, None, None, None, 0.0
14.0, None, None, None, None, None, None, 1977-03-30 21:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-31 07:00:00, None, None, None, 0.0
