station_observations
CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-1.0, 0.0, -2.0, 6.0, 1996-01-12 07:00:00, 36.0
3.0, 0.0, -6.0, 3.0, 1996-01-12 15:00:00, 36.0
1.5, 0.0, -1.5, 4.5, 1996-01-13 08:30:00, 36.0
3.0, 0.0, 1.0, 6.5, 1996-01-13 15:00:00, 36.0
-5.5, 0.0, -5.5, 7.0, 1996-01-14 05:00:00, 36.0
-5.0, 3.0, -8.0, -5.0, 1996-01-14 15:15:00, 39.0
3.0, 0.0, -5.0, 3.0, 1996-01-15 07:00:00, 36.0
6.0, 0.0, 2.0, 6.0, 1996-01-15 15:00:00, 36.0
4.0, 0.0, 3.0, 6.0, 1996-01-16 07:00:00, 30.0
-10.0, 0.0, -10.0, 4.0, 1996-01-16 15:00:00, 30.0
-19.0, 0.0, -19.0, -10.0, 1996-01-17 07:00:00, 36.0
-16.0, 0.0, -21.0, -16.0, 1996-01-17 15:00:00, 36.0
-25.0, 0.0, -25.0, -15.0, 1996-01-18 07:00:00, 36.0
-17.0, 0.0, -26.0, -13.0, 1996-01-18 15:00:00, 36.0
-17.0, 0.0, -21.0, -10.0, 1996-01-19 07:00:00, 36.0
-12.0, 0.0, -18.0, -12.0, 1996-01-19 15:00:00, 36.0
-15.0, 1.0, -15.5, -11.0, 1996-01-20 07:45:00, 36.0
-7.5, 0.0, -16.0, -7.5, 1996-01-20 15:00:00, 36.0
-9.5, 20.0, -11.0, -7.0, 1996-01-21 06:45:00, 56.0
-9.5, 0.0, -10.5, -9.0, 1996-01-21 15:00:00, 56.0
-21.0, 0.0, -23.0, -12.0, 1996-01-22 07:00:00, 46.0
-15.0, 8.0, -22.0, -15.0, 1996-01-22 15:00:00, 50.0
-12.0, 20.0, -16.0, -12.0, 1996-01-23 07:00:00, 60.0
-9.5, 5.0, -12.0, -7.5, 1996-01-23 16:00:00, 60.0
-13.0, 0.0, -15.0, -13.0, 1996-01-24 07:00:00, 54.0
-13.0, 0.0, -13.5, -7.5, 1996-01-24 18:00:00, 50.0
-22.0, 0.0, -23.0, -8.0, 1996-01-25 07:00:00, 50.0
-18.0, 0.0, -26.0, -10.0, 1996-01-25 18:00:00, 48.0
-18.0, 3.0, -25.0, -10.0, 1996-01-26 07:00:00, 50.0
-12.0, 0.0, -22.0, -8.0, 1996-01-26 18:00:00, 50.0
-15.5, 0.0, -18.5, -12.5, 1996-01-27 06:30:00, 50.0
-20.0, 2.0, -25.0, -17.0, 1996-01-27 18:00:00, 55.0
-23.0, 9.0, -24.0, -17.0, 1996-01-28 05:00:00, 50.0
-21.0, 0.0, -29.0, -18.0, 1996-01-28 18:00:00, 50.0
-29.0, 0.0, -29.5, -16.5, 1996-01-29 07:00:00, 50.0
-26.0, 0.0, -35.0, -17.0, 1996-01-29 18:00:00, 50.0
-35.0, 0.0, -35.0, -17.0, 1996-01-30 05:00:00, 50.0
-20.5, 0.0, -37.0, -17.0, 1996-01-30 17:45:00, 50.0
-31.0, 0.0, -32.0, -19.5, 1996-01-31 05:00:00, 50.0
-21.5, 0.0, -33.5, -16.0, 1996-01-31 17:45:00, 50.0
-32.0, 0.0, -33.0, -21.0, 1996-02-01 07:00:00, 50.0
-20.0, 0.0, -33.0, -10.5, 1996-02-01 17:45:00, 50.0
-32.0, 0.0, -33.0, -20.0, 1996-02-02 07:00:00, 50.0
-22.0, 0.0, -34.0, -15.0, 1996-02-02 18:00:00, 50.0
-26.0, 0.0, -30.0, -23.0, 1996-02-03 07:00:00, 50.0
-19.0, 0.0, -27.0, -11.5, 1996-02-03 18:00:00, 50.0
-10.0, 3.0, -24.0, -0.5, 1996-02-04 07:00:00, 53.0
-7.5, 1.0, -18.0, -7.0, 1996-02-04 18:00:00, 53.0
-9.0, 0.1, -9.0, -7.0, 1996-02-05 07:00:00, 50.0
-2.0, 4.0, -9.0, -2.0, 1996-02-05 18:00:00, 54.0
3.0, 0.0, -2.0, 4.0, 1996-02-06 07:00:00, 45.0
1.0, 0.0, 1.0, 5.5, 1996-02-06 18:00:00, 42.0
4.0, 0.0, 1.0, 4.0, 1996-02-07 07:00:00, 40.0
4.0, 0.0, 3.0, 7.0, 1996-02-07 18:00:00, 40.0
1.0, 0.0, 1.0, 7.0, 1996-02-08 07:00:00, 40.0
1.0, 0.0, 0.5, 1.0, 1996-02-08 18:00:00, 40.0
4.0, 0.0, 0.5, 7.0, 1996-02-09 05:00:00, 40.0
2.0, 0.0, 1.0, 7.5, 1996-02-09 18:00:00, 40.0
-10.5, 0.0, -11.0, 7.0, 1996-02-10 05:00:00, 40.0
-2.0, 0.0, -12.0, 7.5, 1996-02-10 18:00:00, 40.0
-12.5, 0.0, -13.0, 7.5, 1996-02-11 05:00:00, 40.0
-3.0, 0.0, -15.0, 7.5, 1996-02-11 17:45:00, 40.0
-13.0, 0.0, -13.0, -2.0, 1996-02-12 07:00:00, 40.0
-1.5, 0.0, -13.5, 2.5, 1996-02-12 17:45:00, 40.0
-10.0, 0.0, -11.0, -2.0, 1996-02-13 07:00:00, 40.0
7.5, 0.0, -10.5, 8.5, 1996-02-13 17:45:00, 40.0
-7.0, 0.0, -7.0, 7.0, 1996-02-14 07:00:00, 35.0
2.5, 0.0, -7.5, 7.5, 1996-02-14 17:45:00, 35.0
-9.0, 0.0, -9.0, 3.0, 1996-02-15 07:00:00, 35.0
-2.0, 0.0, -10.5, 6.0, 1996-02-15 18:00:00, 35.0
-9.0, 0.0, -10.0, 6.0, 1996-02-16 07:00:00, 35.0
-0.5, 0.0, -10.0, 7.5, 1996-02-16 18:00:00, 35.0
-5.0, 0.0, -10.0, 6.5, 1996-02-17 06:45:00, 35.0
2.5, 0.0, -10.0, 3.0, 1996-02-17 18:30:00, 35.0
3.0, 0.0, 0.0, 5.0, 1996-02-18 07:15:00, 35.0
5.5, 0.0, 2.5, 7.0, 1996-02-18 18:00:00, 32.0
2.0, 0.0, 2.0, 7.0, 1996-02-19 07:00:00, 30.0
1.0, 0.0, 1.0, 3.0, 1996-02-19 18:00:00, 30.0
0.0, 0.0, 0.0, 2.0, 1996-02-20 07:00:00, 30.0
4.0, 0.0, 0.0, 4.0, 1996-02-20 17:30:00, 30.0
0.5, 0.5, 0.5, 4.0, 1996-02-21 05:00:00, 25.0
1.0, 3.0, 0.0, 4.0, 1996-02-21 17:00:00, 32.0
-1.0, 1.0, -1.0, 1.0, 1996-02-22 05:00:00, 25.0
-1.0, 4.0, -2.0, 1.0, 1996-02-22 18:30:00, 38.0
-3.0, 16.0, -4.0, -2.0, 1996-02-23 07:10:00, 48.0
-1.5, 4.0, -3.5, 1.5, 1996-02-23 16:45:00, 52.0
-11.0, 0.0, -11.5, 1.5, 1996-02-24 05:00:00, 50.0
-5.5, 0.0, -12.0, -1.5, 1996-02-24 17:30:00, 50.0
-11.0, 0.0, -11.0, -5.0, 1996-02-25 07:00:00, 50.0
-11.0, 0.0, -12.0, -9.5, 1996-02-25 18:30:00, 45.0
-23.0, 0.0, -23.0, -12.0, 1996-02-26 07:00:00, 40.0
-10.0, 0.0, -23.5, -7.5, 1996-02-26 17:45:00, 40.0
-17.0, 0.0, -21.0, -10.0, 1996-02-27 07:00:00, 40.0
-13.0, 0.0, -17.0, -12.0, 1996-02-27 16:30:00, 40.0
-21.0, 0.0, -23.0, -12.0, 1996-02-28 07:00:00, 40.0
-9.5, 0.0, -23.5, -4.0, 1996-02-28 18:15:00, 40.0
-17.0, 0.0, -21.0, -10.0, 1996-02-29 07:00:00, 40.0
-5.5, 0.0, -16.5, -4.0, 1996-02-29 18:00:00, 40.0
-18.0, 0.0, -18.0, -4.0, 1996-03-01 07:00:00, 40.0
-2.5, 0.0, -18.0, 1.0, 1996-03-01 18:15:00, 40.0
-15.5, 0.0, -16.0, 1.0, 1996-03-02 07:00:00, 40.0
-4.0, 0.0, -4.0, 5.0, 1996-03-02 18:00:00, 40.0
-4.5, 0.0, -9.5, -2.5, 1996-03-03 07:15:00, 40.0
-9.0, 0.0, -10.0, -4.5, 1996-03-03 16:30:00, 40.0
-13.5, 0.0, -13.5, -4.5, 1996-03-04 05:00:00, 40.0
-11.0, 0.0, -14.0, -4.0, 1996-03-04 16:30:00, 40.0
-15.5, 0.0, -15.5, -11.0, 1996-03-05 05:00:00, 40.0
-7.0, 0.0, -16.0, -7.0, 1996-03-05 17:00:00, 40.0
-19.5, 0.0, -22.0, -7.5, 1996-03-06 05:00:00, 40.0
-5.5, 1.0, -22.0, -4.5, 1996-03-06 17:45:00, 40.0
-13.0, 0.0, -13.5, -5.0, 1996-03-07 05:00:00, 40.0
-6.0, 0.0, -15.0, -5.0, 1996-03-07 18:00:00, 35.0
-9.0, 0.0, -10.0, -6.0, 1996-03-08 07:00:00, 40.0
2.5, 0.0, -9.5, 2.5, 1996-03-08 17:30:00, 40.0
2.0, 0.0, 0.5, 8.0, 1996-03-09 07:30:00, 40.0
6.5, 0.0, 0.5, 7.5, 1996-03-09 17:45:00, 35.0
3.5, 0.0, 2.5, 8.0, 1996-03-10 07:00:00, 30.0
8.5, 0.0, 3.5, 9.5, 1996-03-10 16:30:00, 25.0
3.0, 0.0, 2.0, 9.0, 1996-03-11 07:00:00, 23.0
7.5, 0.0, 1.5, 10.0, 1996-03-11 18:00:00, 15.0
1.0, 0.0, 0.0, 9.0, 1996-03-12 07:00:00, 15.0
8.0, 0.0, 0.5, 9.0, 1996-03-12 17:00:00, 15.0
-1.0, 0.0, -1.0, 8.0, 1996-03-13 07:00:00, 15.0
7.5, 0.0, -1.5, 9.5, 1996-03-13 17:30:00, 13.0
-4.0, 0.0, -4.0, 9.0, 1996-03-14 07:00:00, 13.0
11.5, 0.0, -5.0, 12.0, 1996-03-14 16:30:00, 15.0
3.0, 0.0, -1.0, 12.0, 1996-03-15 07:00:00, 9.0
8.0, 0.0, 2.5, 9.0, 1996-03-15 16:30:00, 9.0
0.0, 0.0, -0.5, 9.0, 1996-03-16 05:00:00, 5.0
5.5, 0.0, -1.0, 9.0, 1996-03-16 16:30:00, 5.0
-2.5, 0.0, -3.0, 9.0, 1996-03-17 05:00:00, 2.0
8.0, 0.0, -4.5, 9.0, 1996-03-17 16:45:00, 2.0
-5.5, 0.0, -5.5, 8.5, 1996-03-18 05:00:00, 2.0
6.5, 0.0, -5.5, 9.5, 1996-03-18 18:00:00, 0.0
-6.0, 0.0, -6.0, 9.0, 1996-03-19 07:00:00, 0.0
6.0, 0.0, -6.5, 8.5, 1996-03-19 18:00:00, 0.0
0.0, 0.0, -1.0, 6.0, 1996-03-20 07:00:00, 0.0
5.5, 0.0, 0.5, 6.5, 1996-03-20 17:00:00, 0.0
-4.0, 0.0, -4.0, 8.0, 1996-03-21 07:00:00, 0.0
8.5, 0.0, -4.5, 9.0, 1996-03-21 16:45:00, 0.0
0.0, 0.0, -3.0, 8.0, 1996-03-22 07:00:00, 0.0
0.5, 0.0, -0.5, 4.0, 1996-03-22 17:30:00, 0.0
-7.5, 0.0, -7.5, 4.0, 1996-03-23 06:45:00, 0.0
-9.0, 0.0, -9.0, -5.5, 1996-03-23 17:30:00, 0.0
-13.5, 0.0, -14.0, -6.5, 1996-03-24 06:30:00, 0.0
-4.0, 0.0, -13.0, -4.0, 1996-03-24 17:30:00, 0.0
-17.0, 0.0, -17.0, -5.0, 1996-03-25 07:00:00, 0.0
1.5, 0.0, -17.0, 2.0, 1996-03-25 17:00:00, 0.0
-5.0, 0.0, -6.0, 2.0, 1996-03-26 07:00:00, 0.0
-1.5, 0.0, -5.0, 0.0, 1996-03-26 17:00:00, 0.0
-8.0, 0.0, -8.0, -2.0, 1996-03-27 07:00:00, 0.0
-3.0, 0.0, -8.0, -3.0, 1996-03-27 17:00:00, 0.0
-15.0, 0.0, -15.0, -3.0, 1996-03-28 07:00:00, 0.0
4.5, 0.0, -15.5, 5.0, 1996-03-28 17:00:00, 0.0
-5.0, 0.0, -5.0, 4.0, 1996-03-29 07:00:00, 0.0
-2.0, 0.0, -5.0, -2.0, 1996-03-29 17:00:00, 0.0
-8.0, 5.0, -10.0, -1.5, 1996-03-30 07:30:00, 5.0
-1.0, 2.0, -9.0, -1.0, 1996-03-30 17:00:00, 8.0
-5.5, 4.0, -6.0, -0.5, 1996-03-31 07:00:00, 9.0
5.0, 0.0, -6.0, 7.0, 1996-03-31 16:30:00, 0.0
-4.0, 8.0, -4.0, 6.0, 1996-04-01 07:00:00, 10.0
1.0, 2.0, -4.0, 2.0, 1996-04-01 16:30:00, 8.0
0.0, 0.0, -2.0, 3.0, 1996-04-02 07:00:00, 5.0
6.0, 0.0, 2.0, 7.0, 1996-04-02 16:30:00, 0.0
-1.0, 0.0, -1.0, 7.0, 1996-04-03 07:00:00, 0.0
5.0, 0.0, -1.0, 7.0, 1996-04-03 16:30:00, 0.0
-4.0, 0.0, -4.0, 7.0, 1996-04-04 06:30:00, 0.0
9.0, 0.0, -4.0, 11.0, 1996-04-04 16:30:00, 0.0
-2.0, 0.0, -2.0, 11.0, 1996-04-05 06:30:00, 0.0
13.0, 0.0, -2.0, 15.0, 1996-04-05 16:30:00, 0.0
5.0, 0.0, 2.0, 15.0, 1996-04-06 06:00:00, 0.0
17.0, 0.0, 7.0, 19.0, 1996-04-06 16:30:00, 0.0
4.0, 0.0, 4.0, 18.0, 1996-04-07 06:45:00, 0.0
13.0, 0.0, 2.0, 15.0, 1996-04-07 17:00:00, 0.0
-2.0, 0.0, -2.0, 15.0, 1996-04-08 07:15:00, 0.0
19.0, 0.0, -2.0, 21.0, 1996-04-08 16:30:00, 0.0
-2.0, 0.0, -2.0, 20.0, 1996-04-09 07:00:00, 0.0
17.0, 0.0, -1.0, 18.0, 1996-04-09 16:00:00, 0.0
1.0, 0.0, 1.0, 19.0, 1996-04-10 07:00:00, 0.0
14.0, 0.0, 1.0, 16.0, 1996-04-10 16:00:00, 0.0
0.0, 2.0, 0.0, 16.0, 1996-04-11 07:00:00, 2.0
5.0, 0.0, 0.0, 5.0, 1996-04-11 16:00:00, 0.0
2.0, 0.0, 2.0, 6.0, 1996-04-12 07:00:00, 0.0
4.0, 0.0, 2.0, 4.0, 1996-04-12 16:00:00, 0.0
0.0, 0.0, 0.0, 4.0, 1996-04-13 07:00:00, 0.0
9.0, 0.0, 0.0, 12.0, 1996-04-13 14:40:00, 0.0
0.0, 0.0, -1.0, 12.0, 1996-04-14 07:15:00, 0.0
13.0, 0.0, 0.0, 13.0, 1996-04-14 16:30:00, 0.0
-3.0, 0.0, -3.0, 13.0, 1996-04-15 07:00:00, 0.0
17.0, 0.0, -2.0, 17.0, 1996-04-15 16:00:00, 0.0
-8.0, 0.0, -10.0, 2.0, 1996-11-01 06:45:00, 0.0
2.0, 0.0, -10.5, 5.0, 1996-11-01 16:30:00, 0.0
-8.0, 0.0, -14.0, 5.0, 1996-11-02 06:10:00, 0.0
7.0, 0.0, -14.0, 9.0, 1996-11-02 16:30:00, 0.0
-2.0, 0.0, -2.0, 9.0, 1996-11-03 06:00:00, 0.0
3.0, 0.0, 1.0, 6.0, 1996-11-03 16:50:00, 0.0
2.0, 0.0, 1.5, 6.5, 1996-11-04 06:30:00, 0.0
2.0, 7.0, 0.0, 3.0, 1996-11-04 16:45:00, 7.0
-4.5, 0.0, -4.5, 1.5, 1996-11-05 06:30:00, 7.0
1.0, 0.0, -8.0, 2.0, 1996-11-05 16:45:00, 7.0
-2.0, 4.0, -2.0, 1.0, 1996-11-06 06:00:00, 9.0
1.0, 6.0, -2.0, 2.0, 1996-11-06 16:45:00, 11.0
-4.0, 5.0, -4.5, 1.0, 1996-11-07 06:00:00, 12.0
0.5, 3.0, -0.5, 1.0, 1996-11-08 05:30:00, 14.0
4.5, 0.0, 0.0, 5.0, 1996-11-08 16:30:00, 5.0
6.0, 0.0, 4.0, 6.5, 1996-11-09 05:30:00, 2.0
-1.0, 0.0, -6.0, 0.0, 1996-11-09 16:00:00, 55.0
9.0, 0.0, 5.0, 9.0, 1996-11-09 16:45:00, 0.0
-1.0, 0.0, -2.0, 8.5, 1996-11-10 05:30:00, 0.0
4.0, 0.0, -1.5, 8.5, 1996-11-10 17:15:00, 0.0
0.0, 0.0, 0.0, 4.0, 1996-11-11 07:00:00, 0.0
0.0, 0.0, 0.0, 4.0, 1996-11-11 17:50:00, 0.0
-2.0, 0.0, -2.5, 4.0, 1996-11-12 05:30:00, 0.0
-1.0, 0.0, -4.5, 5.0, 1996-11-12 18:00:00, 0.0
-0.5, 0.0, -3.0, -0.5, 1996-11-13 06:30:00, 0.0
2.0, 0.0, -0.5, 2.0, 1996-11-13 16:30:00, 0.0
2.5, 0.0, 1.5, 3.5, 1996-11-14 05:30:00, 0.0
1.5, 0.0, 1.5, 3.5, 1996-11-14 17:00:00, 0.0
-6.0, 1.0, -6.5, 1.5, 1996-11-15 05:30:00, 1.0
-8.0, 0.0, -8.0, 1.0, 1996-11-15 16:30:00, 1.0
-11.5, 0.0, -11.5, -8.0, 1996-11-16 05:00:00, 0.0
-10.0, 0.0, -12.0, -8.0, 1996-11-16 16:30:00, 0.0
-12.0, 6.0, -12.0, -10.0, 1996-11-17 05:00:00, 6.0
-11.0, 10.0, -13.0, -10.0, 1996-11-17 17:00:00, 16.0
-10.5, 10.0, -13.0, -8.0, 1996-11-18 05:30:00, 30.0
-12.0, 10.0, -12.0, -10.0, 1996-11-18 16:00:00, 31.0
-15.0, 3.0, -15.0, -12.5, 1996-11-19 05:30:00, 33.0
-16.0, 0.0, -16.0, -12.0, 1996-11-19 16:30:00, 20.0
-19.0, 2.0, -19.0, -16.5, 1996-11-20 05:00:00, 17.0
-15.0, 1.0, -22.0, -15.0, 1996-11-20 16:30:00, 16.0
-14.5, 4.0, -14.5, -13.0, 1996-11-21 05:00:00, 20.0
-12.0, 0.0, -15.0, -12.0, 1996-11-21 16:30:00, 18.0
-15.5, 5.0, -15.5, -11.5, 1996-11-22 05:00:00, 23.0
-12.0, 0.0, -15.0, -12.0, 1996-11-22 16:30:00, 5.0
-21.5, 0.0, -24.0, -12.5, 1996-11-23 05:00:00, 18.0
-17.5, 0.0, -24.0, -17.5, 1996-11-23 17:00:00, 22.0
-13.0, 1.0, -16.5, -13.0, 1996-11-24 05:00:00, 23.0
-8.0, 1.0, -13.0, -8.0, 1996-11-24 18:00:00, 24.0
-7.5, 0.0, -7.5, -7.5, 1996-11-25 05:30:00, 20.0
-6.0, 0.0, -8.0, -4.0, 1996-11-25 16:00:00, 20.0
-5.5, 0.0, -7.0, -5.0, 1996-11-26 05:30:00, 20.0
-6.0, 0.0, -8.0, -4.0, 1996-11-26 16:00:00, 20.0
-1.5, 2.0, -3.5, -1.5, 1996-11-27 05:00:00, 21.0
0.0, 2.0, -2.0, 0.0, 1996-11-27 16:00:00, 21.0
-1.0, 18.0, -1.0, 0.0, 1996-11-28 05:00:00, 32.0
2.0, 3.0, -3.0, 2.0, 1996-11-28 16:00:00, 32.0
-6.0, 0.0, -6.0, 1.0, 1996-11-29 05:00:00, 32.0
-1.0, 0.0, -6.0, -1.0, 1996-11-29 16:00:00, 32.0
-3.0, 1.0, -3.5, -1.5, 1996-11-30 05:00:00, 33.0
-2.0, 1.0, -3.0, -1.0, 1996-11-30 17:00:00, 35.0
0.0, 4.0, -2.0, 0.0, 1996-12-01 05:00:00, 40.0
0.0, 5.0, 0.0, 2.0, 1996-12-01 17:00:00, 44.0
-1.0, 0.0, -1.0, 0.0, 1996-12-02 05:30:00, 40.0
-2.0, 2.0, -3.0, -1.0, 1996-12-02 16:00:00, 35.0
-6.5, 7.0, -6.5, -1.5, 1996-12-03 05:30:00, 41.0
-4.0, 1.0, -10.0, -3.0, 1996-12-03 16:00:00, 41.0
-4.0, 0.0, -15.5, -4.0, 1996-12-04 05:00:00, 45.0
-4.0, 0.0, -16.0, -4.0, 1996-12-04 16:30:00, 45.0
-0.5, 9.0, -5.5, -0.5, 1996-12-05 05:30:00, 50.0
-1.0, 6.0, -2.0, 0.0, 1996-12-05 16:00:00, 50.0
-1.0, 2.0, -1.5, 0.0, 1996-12-06 05:00:00, 50.0
0.0, 0.0, -4.0, 0.0, 1996-12-06 15:00:00, 50.0
-2.0, 8.0, -3.5, 0.0, 1996-12-07 05:30:00, 54.0
-2.0, 0.0, -3.5, 0.0, 1996-12-07 17:45:00, 54.0
0.0, 17.0, -1.5, 0.0, 1996-12-08 08:30:00, 81.0
1.0, 6.0, -1.0, 1.0, 1996-12-08 17:00:00, 62.0
0.0, 1.0, -1.0, 3.0, 1996-12-09 07:00:00, 55.0
-1.0, 0.0, -6.0, 0.0, 1996-12-09 16:00:00, 55.0
-5.0, 0.0, -5.0, -1.0, 1996-12-10 05:00:00, 55.0
-5.0, 12.0, -7.0, -5.0, 1996-12-10 16:00:00, 57.0
-1.0, 3.0, -4.0, 4.0, 1996-12-11 05:00:00, 60.0
0.0, 0.0, -2.0, 3.0, 1996-12-11 16:30:00, 60.0
-9.0, 0.0, -9.5, -0.5, 1996-12-12 05:30:00, 60.0
0.0, 2.0, -2.0, 3.0, 1996-12-12 15:30:00, 60.0
-7.0, 0.0, -8.5, -2.0, 1996-12-13 05:00:00, 60.0
-5.0, 0.0, -10.0, -2.0, 1996-12-13 15:00:00, 60.0
-9.5, 0.0, -11.5, -5.5, 1996-12-14 05:00:00, 60.0
-9.5, 0.0, -10.0, -3.5, 1996-12-14 17:00:00, 60.0
-2.5, 0.0, -13.0, -2.5, 1996-12-15 05:00:00, 60.0
-1.5, 3.0, -3.0, -1.0, 1996-12-15 16:30:00, 60.0
-5.5, 7.0, -7.0, -1.0, 1996-12-16 05:30:00, 63.0
-10.0, 0.0, -12.0, -4.0, 1996-12-16 16:30:00, 60.0
-26.5, 0.0, -26.5, -10.5, 1996-12-17 05:00:00, 60.0
-15.0, 0.0, -27.0, -12.0, 1996-12-17 16:00:00, 60.0
-19.0, 0.0, -24.0, -8.0, 1996-12-18 05:00:00, 60.0
-14.0, 0.0, -20.0, -8.5, 1996-12-18 16:30:00, 60.0
-15.5, 0.0, -18.0, -13.0, 1996-12-19 05:30:00, 60.0
-7.5, 3.0, -16.0, -7.5, 1996-12-19 15:50:00, 63.0
-5.0, 7.0, -8.0, -5.0, 1996-12-20 05:00:00, 70.0
-3.0, 0.0, -8.0, -3.0, 1996-12-20 16:00:00, 65.0
-15.0, 2.0, -15.0, -3.0, 1996-12-21 06:00:00, 67.0
-16.0, 0.0, -16.0, -3.0, 1996-12-21 16:30:00, 63.0
-20.0, 0.0, -20.0, -16.0, 1996-12-22 05:00:00, 60.0
-20.0, 0.1, -21.0, -16.0, 1996-12-22 16:30:00, 60.0
-22.0, 3.0, -23.5, -19.5, 1996-12-23 05:30:00, 58.0
-22.0, 2.0, -24.0, -2.0, 1996-12-23 16:30:00, 57.0
-24.0, 3.0, -25.0, -21.0, 1996-12-24 05:30:00, 61.0
-19.0, 4.0, -25.0, -19.0, 1996-12-24 16:00:00, 65.0
-19.0, 1.0, -25.0, -18.0, 1996-12-25 05:00:00, 65.0
-21.5, 0.0, -28.0, -12.5, 1996-12-25 17:00:00, 65.0
-24.0, 0.0, -24.0, -19.0, 1996-12-26 05:00:00, 65.0
-24.0, 0.0, -24.0, -18.5, 1996-12-26 16:00:00, 65.0
-16.0, 6.0, -26.0, -16.0, 1996-12-27 05:00:00, 65.0
-17.0, 5.0, -17.0, -12.0, 1996-12-27 16:00:00, 65.0
-19.0, 3.0, -19.0, -15.5, 1996-12-28 05:00:00, 65.0
-20.0, 5.0, None, -16.5, 1996-12-28 17:00:00, 60.0
-23.5, 16.0, -24.0, -16.0, 1996-12-29 05:00:00, 85.0
-17.0, 27.0, -24.5, -16.5, 1996-12-29 18:00:00, 65.0
0.5, 0.0, -11.0, 4.0, 1996-12-31 05:00:00, 80.0
5.0, 0.0, 0.0, 5.0, 1996-12-31 16:00:00, 75.0
5.5, 0.0, 0.5, 7.0, 1997-01-01 07:00:00, 65.0
5.5, 0.0, -3.0, 8.5, 1997-01-01 17:00:00, 65.0
3.0, 0.0, 1.5, 4.5, 1997-01-02 05:30:00, 50.0
2.0, 0.0, 2.0, 6.0, 1997-01-02 16:00:00, 63.0
1.0, 2.0, 1.0, 4.0, 1997-01-03 16:00:00, 48.0
-2.5, 0.0, -2.5, 1.5, 1997-01-04 05:00:00, 48.0
-7.5, 0.0, -10.0, -2.0, 1997-01-05 05:00:00, 50.0
-5.5, 0.0, -11.0, -2.0, 1997-01-05 16:30:00, 50.0
-5.0, 1.0, -14.0, -2.5, 1997-01-06 05:00:00, 51.0
-4.0, 5.0, -5.0, -3.0, 1997-01-06 15:00:00, 51.0
-2.0, 5.0, -4.0, -2.0, 1997-01-07 05:00:00, 53.0
0.0, 0.0, -5.0, 4.0, 1997-01-07 16:00:00, 50.0
2.5, 0.0, -3.0, 2.5, 1997-01-08 05:00:00, 50.0
4.0, 0.0, 1.0, 4.0, 1997-01-08 16:30:00, 50.0
2.0, 0.0, 1.5, 3.5, 1997-01-09 05:50:00, 50.0
-4.0, 0.0, -4.0, 3.5, 1997-01-09 17:30:00, 50.0
-8.0, 0.0, -8.0, -4.0, 1997-01-10 05:00:00, 50.0
-10.0, 0.0, -10.0, -4.0, 1997-01-10 16:00:00, 49.0
-10.0, 0.0, -10.5, -8.5, 1997-01-11 05:00:00, 50.0
-14.0, 0.0, -14.0, -12.0, 1997-01-11 16:00:00, 50.0
-23.0, 0.0, -23.5, -11.5, 1997-01-12 05:00:00, 50.0
-20.0, 0.0, -27.0, -11.0, 1997-01-12 17:30:00, 50.0
-26.0, 0.0, -27.0, -12.5, 1997-01-13 05:00:00, 50.0
-15.0, 0.0, -27.0, -13.5, 1997-01-13 16:00:00, 50.0
-24.5, 0.0, -29.0, -15.0, 1997-01-14 05:00:00, 50.0
-10.5, 0.0, -20.0, -7.0, 1997-01-14 16:00:00, 65.0
-20.0, 0.0, -25.0, -10.0, 1997-01-15 05:00:00, 50.0
-10.0, 0.0, -21.0, -10.0, 1997-01-15 16:00:00, 50.0
-24.0, 0.0, -24.0, -10.0, 1997-01-16 05:00:00, 50.0
-12.0, 0.0, -27.0, -10.0, 1997-01-16 16:00:00, 50.0
-16.0, 0.0, -22.5, -11.0, 1997-01-17 05:00:00, 50.0
-5.0, 3.0, -16.0, -5.0, 1997-01-17 16:00:00, 51.0
-3.0, 6.0, -6.0, -2.5, 1997-01-18 05:00:00, 54.0
-2.5, 1.0, -6.0, -1.0, 1997-01-18 17:00:00, 55.0
1.0, 4.0, -4.0, 1.0, 1997-01-19 05:00:00, 55.0
2.0, None, 0.5, 2.5, 1997-01-19 17:00:00, 50.0
1.0, 0.0, 0.5, 3.5, 1997-01-20 05:30:00, 55.0
3.0, 0.0, 0.0, 4.0, 1997-01-20 16:00:00, 55.0
1.0, 0.0, 1.0, 3.5, 1997-01-21 05:30:00, 53.0
-1.0, 7.0, -1.0, 1.0, 1997-01-21 16:00:00, 58.0
-5.5, 7.0, -5.5, -1.5, 1997-01-22 05:00:00, 60.0
-2.0, 0.0, -6.0, -2.0, 1997-01-22 16:00:00, 60.0
-1.5, 5.0, -3.0, -0.5, 1997-01-23 05:00:00, 65.0
-9.0, 12.0, -9.0, -1.0, 1997-01-23 16:00:00, 70.0
-18.5, 12.0, -18.5, -8.5, 1997-01-24 05:00:00, 70.0
-20.0, 0.0, -21.0, -8.0, 1997-01-24 16:00:00, 70.0
-32.0, 0.0, -32.5, -19.0, 1997-01-25 05:00:00, 70.0
-20.0, 0.0, -32.5, -19.0, 1997-01-25 17:00:00, 70.0
-26.0, None, -26.0, -19.0, 1997-01-26 05:00:00, 70.0
