station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-5.0, None, 1.0, None, None, 1977-12-07 15:00:00, 28.0
-17.0, None, 1.0, None, None, 1977-12-08 07:00:00, 29.0
-10.0, None, None, None, None, 1977-12-08 15:00:00, 28.0
-11.0, None, 1.0, None, None, 1977-12-09 07:00:00, 30.0
-5.0, None, 3.0, None, None, 1977-12-09 15:00:00, 31.0
None, None, 2.0, None, None, 1977-12-10 07:00:00, 32.0
None, None, None, None, None, 1977-12-11 07:00:00, 31.0
None, None, None, None, None, 1977-12-11 15:00:00, 30.0
None, None, 3.0, None, None, 1977-12-12 07:00:00, 35.0
None, None, None, None, None, 1977-12-12 15:00:00, 35.0
None, None, None, None, None, 1977-12-13 07:00:00, 35.0
None, None, 1.0, None, None, 1977-12-13 15:00:00, 30.0
None, None, None, None, None, 1977-12-14 07:00:00, 26.0
None, None, None, None, None, 1977-12-14 15:00:00, 24.0
None, None, None, None, None, 1977-12-15 07:00:00, 22.0
None, None, None, None, None, 1977-12-15 15:00:00, 20.0
-2.0, None, None, -2.0, -2.0, 1977-12-16 07:00:00, 20.0
-4.0, None, 4.0, -4.0, 2.0, 1977-12-17 08:00:00, 27.0
1.0, None, 5.0, -4.0, 2.0, 1977-12-17 15:00:00, 27.0
0.0, None, 1.0, -5.0, 1.0, 1977-12-18 08:00:00, 27.0
2.0, None, None, 0.0, 2.0, 1977-12-18 15:00:00, 27.0
-11.0, None, 1.0, -11.0, 2.0, 1977-12-19 08:00:00, 28.0
-5.0, None, None, -11.0, -5.0, 1977-12-19 15:00:00, 28.0
-15.0, None, None, -15.0, -5.0, 1977-12-20 08:00:00, 26.0
-6.0, None, None, -15.0, -6.0, 1977-12-20 15:00:00, 26.0
-10.0, None, None, -10.0, -6.0, 1977-12-21 07:00:00, 26.0
-6.0, None, None, -10.0, -6.0, 1977-12-21 15:00:00, 26.0
-18.0, None, None, -18.0, -6.0, 1977-12-22 08:00:00, 26.0
-15.0, None, None, -15.0, -15.0, 1977-12-23 08:00:00, 26.0
-15.0, None, None, -15.0, -10.0, 1977-12-23 15:00:00, 26.0
-29.0, None, None, -29.0, -15.0, 1977-12-24 08:00:00, 26.0
-15.0, None, None, -29.0, -12.0, 1977-12-24 15:00:00, 26.0
None, None, None, None, None, 1977-12-25 08:00:00, 26.0
None, None, None, None, None, 1977-12-25 15:00:00, 26.0
-2.0, None, None, None, None, 1977-12-26 08:00:00, 26.0
None, None, None, None, None, 1977-12-26 15:00:00, 26.0
-23.0, None, None, None, None, 1977-12-27 08:00:00, 26.0
-15.0, None, None, None, None, 1977-12-27 15:00:00, 26.0
-10.0, None, 7.0, None, None, 1977-12-28 08:00:00, 32.0
-10.0, None, 4.0, None, None, 1977-12-28 15:00:00, 35.0
-18.0, None, None, None, None, 1977-12-29 08:00:00, 35.0
-11.0, None, None, None, None, 1977-12-29 15:00:00, 34.0
-23.0, None, None, None, None, 1977-12-30 08:00:00, 34.0
-18.0, None, None, None, None, 1977-12-30 15:00:00, 33.0
-21.0, None, None, -26.0, -10.0, 1977-12-31 08:00:00, 32.0
-19.0, None, None, -31.0, -10.0, 1977-12-31 15:00:00, 32.0
-34.0, None, None, -34.0, -2.0, 1978-01-02 08:00:00, 32.0
-19.0, None, None, -34.0, -19.0, 1978-01-02 15:00:00, 32.0
-17.0, None, 5.0, -21.0, -17.0, 1978-01-03 08:00:00, 35.0
-11.0, None, None, -17.0, -11.0, 1978-01-03 15:00:00, 35.0
-11.0, None, 3.0, -11.0, -11.0, 1978-01-04 08:00:00, 38.0
-10.0, None, 1.0, None, None, 1978-01-04 15:00:00, 39.0
-7.0, None, 5.0, None, None, 1978-01-05 08:00:00, 42.0
1.0, None, 1.0, -7.0, 1.0, 1978-01-05 15:00:00, 42.0
-8.0, None, 3.0, -8.0, 2.0, 1978-01-06 08:00:00, 42.0
-6.0, None, None, -6.0, None, 1978-01-07 08:00:00, 42.0
-1.0, None, None, -6.0, -1.0, 1978-01-07 15:00:00, 42.0
None, None, 4.0, None, None, 1978-01-08 08:00:00, 42.0
None, None, 3.0, None, None, 1978-01-08 15:00:00, 45.0
None, None, 1.0, None, None, 1978-01-09 08:00:00, 50.0
1.0, None, None, -3.0, 2.0, 1978-01-09 15:00:00, 49.0
-5.0, None, None, -5.0, 1.0, 1978-01-10 08:00:00, 49.0
-5.0, None, None, None, None, 1978-01-10 15:00:00, 48.0
-9.0, None, None, None, None, 1978-01-11 08:00:00, 48.0
-6.0, None, None, None, None, 1978-01-11 15:00:00, 48.0
-9.0, None, None, None, None, 1978-01-12 08:00:00, 48.0
-9.0, None, None, None, None, 1978-01-12 15:00:00, 48.0
-7.0, None, None, None, None, 1978-01-13 08:00:00, 48.0
-7.0, None, None, None, None, 1978-01-13 15:00:00, 48.0
-6.0, None, 6.0, None, None, 1978-01-14 08:00:00, 52.0
0.0, None, None, None, None, 1978-01-14 15:00:00, 52.0
-7.0, None, None, None, None, 1978-01-15 08:00:00, 52.0
3.0, None, None, None, None, 1978-01-15 15:00:00, 52.0
-2.0, None, None, -2.0, 3.0, 1978-01-16 08:00:00, 52.0
0.0, None, 2.0, -2.0, 1.0, 1978-01-16 15:00:00, 54.0
-1.0, None, 6.0, -1.0, 2.0, 1978-01-17 08:00:00, 60.0
4.0, None, None, -1.0, 4.0, 1978-01-17 15:05:00, 60.0
1.0, None, None, -1.0, 4.0, 1978-01-18 08:00:00, 60.0
3.0, None, None, 1.0, 4.0, 1978-01-18 15:00:00, 60.0
-1.0, None, None, -1.0, 3.0, 1978-01-19 08:00:00, 55.0
3.0, None, None, -1.0, 4.0, 1978-01-19 15:00:00, 50.0
1.0, None, 1.0, 1.0, 3.0, 1978-01-20 07:00:00, 50.0
0.0, None, None, 0.0, 0.0, 1978-01-21 08:00:00, 48.0
5.0, None, None, 0.0, 5.0, 1978-01-21 15:00:00, 48.0
-1.0, None, None, -1.0, 5.0, 1978-01-22 08:00:00, 48.0
3.0, None, None, -2.0, 3.0, 1978-01-22 15:00:00, 48.0
-17.0, None, None, -17.0, 3.0, 1978-01-23 07:00:00, 48.0
-2.0, None, None, -17.0, -2.0, 1978-01-23 15:00:00, 48.0
-5.0, None, None, -5.0, -2.0, 1978-01-24 07:00:00, 48.0
2.0, None, None, -5.0, 2.0, 1978-01-24 15:00:00, 48.0
-6.0, None, 2.0, -6.0, 2.0, 1978-01-25 07:00:00, 48.0
3.0, None, None, -6.0, 3.0, 1978-01-25 15:00:00, 46.0
-3.0, None, None, -3.0, 3.0, 1978-01-26 07:00:00, 48.0
-2.0, None, None, -3.0, 2.0, 1978-01-26 15:00:00, 48.0
-6.0, None, None, -6.0, 2.0, 1978-01-27 07:00:00, 48.0
3.0, None, None, -6.0, 3.0, 1978-01-27 15:00:00, 48.0
-5.0, None, 2.0, -5.0, 3.0, 1978-01-28 08:00:00, 50.0
-2.0, None, 4.0, -5.0, -1.0, 1978-01-28 15:00:00, 54.0
-7.0, None, None, -7.0, -2.0, 1978-01-29 08:00:00, 54.0
-1.0, None, None, -7.0, -1.0, 1978-01-29 15:00:00, 54.0
-28.0, None, None, -28.0, -1.0, 1978-01-30 07:00:00, 54.0
-7.0, None, None, -28.0, -7.0, 1978-01-30 15:00:00, 54.0
-12.0, None, 2.0, -20.0, -7.0, 1978-01-31 07:00:00, 54.0
-5.0, None, 4.0, -12.0, -5.0, 1978-01-31 15:00:00, 54.0
-10.0, None, 5.0, -12.0, -7.0, 1978-02-01 07:00:00, 60.0
-2.0, None, None, -10.0, 0.0, 1978-02-01 15:00:00, 60.0
-6.0, None, 10.0, -6.0, -2.0, 1978-02-02 07:00:00, 68.0
2.0, None, None, -6.0, 2.0, 1978-02-02 15:00:00, 68.0
-2.0, None, 6.0, -5.0, 2.0, 1978-02-03 07:00:00, 69.0
2.0, None, 1.0, 0.0, 2.0, 1978-02-04 07:00:00, 62.0
3.0, None, None, 2.0, 3.0, 1978-02-04 15:00:00, 62.0
1.0, None, None, 1.0, 3.0, 1978-02-05 07:00:00, 62.0
3.0, None, None, 1.0, 3.0, 1978-02-05 15:00:00, 62.0
3.0, None, None, 0.0, 3.0, 1978-02-06 07:00:00, 58.0
7.0, None, None, 3.0, 7.0, 1978-02-06 15:00:00, 55.0
2.0, None, None, 2.0, 7.0, 1978-02-07 07:00:00, 52.0
4.0, None, None, 2.0, 4.0, 1978-02-07 15:00:00, 48.0
0.0, None, None, 0.0, 4.0, 1978-02-08 07:00:00, 48.0
5.0, None, None, 0.0, 5.0, 1978-02-08 15:00:00, 46.0
-5.0, None, None, -5.0, 5.0, 1978-02-09 07:00:00, 46.0
None, None, 8.0, None, None, 1978-02-10 07:00:00, 54.0
None, None, None, None, None, 1978-02-10 15:00:00, 54.0
-2.0, None, None, -5.0, 2.0, 1978-02-11 07:00:00, 48.0
2.0, None, None, -2.0, 2.0, 1978-02-11 15:00:00, 48.0
-7.0, None, 2.0, -7.0, 2.0, 1978-02-12 07:00:00, 50.0
1.0, None, None, -7.0, 1.0, 1978-02-12 15:00:00, 50.0
-11.0, None, None, -11.0, 1.0, 1978-02-13 07:00:00, 50.0
0.0, None, None, -11.0, 0.0, 1978-02-13 15:00:00, 50.0
-6.0, None, None, -6.0, 0.0, 1978-02-14 07:00:00, 50.0
5.0, None, None, -7.0, 5.0, 1978-02-14 15:00:00, 49.0
-3.0, None, 2.0, -3.0, 5.0, 1978-02-15 07:00:00, 49.0
7.0, None, None, -3.0, 7.0, 1978-02-15 15:00:00, 49.0
-3.0, None, None, -3.0, 7.0, 1978-02-16 07:00:00, 49.0
8.0, None, None, -3.0, 8.0, 1978-02-16 15:00:00, 49.0
-10.0, None, None, -10.0, 8.0, 1978-02-17 07:00:00, 49.0
0.0, None, None, -10.0, 0.0, 1978-02-17 15:00:00, 49.0
-2.0, None, None, -5.0, 0.0, 1978-02-18 07:00:00, 49.0
4.0, None, None, -5.0, 4.0, 1978-02-18 15:00:00, 49.0
0.0, None, None, 0.0, 4.0, 1978-02-19 07:00:00, 49.0
7.0, None, None, 0.0, 7.0, 1978-02-19 15:00:00, 49.0
2.0, None, None, 2.0, 7.0, 1978-02-20 07:00:00, 49.0
9.0, None, None, 2.0, 9.0, 1978-02-20 15:00:00, 45.0
0.0, None, None, 0.0, 9.0, 1978-02-21 07:00:00, 44.0
4.0, None, None, 0.0, 4.0, 1978-02-21 15:00:00, 42.0
0.0, None, None, 0.0, 4.0, 1978-02-22 07:00:00, 42.0
7.0, None, None, 0.0, 7.0, 1978-02-22 15:00:00, 40.0
-12.0, None, None, -12.0, 7.0, 1978-02-23 07:00:00, 40.0
3.0, None, None, -12.0, 3.0, 1978-02-23 15:00:00, 40.0
-5.0, None, None, -5.0, 3.0, 1978-02-25 07:00:00, 40.0
4.0, None, None, -5.0, 4.0, 1978-02-25 15:00:00, 40.0
0.0, None, 1.0, 0.0, 4.0, 1978-02-26 07:00:00, 40.0
4.0, None, None, 0.0, 4.0, 1978-02-26 15:00:00, 40.0
0.0, None, None, 0.0, 4.0, 1978-02-27 07:00:00, 40.0
4.0, None, None, 0.0, 4.0, 1978-02-27 15:00:00, 40.0
-5.0, None, None, -5.0, 4.0, 1978-02-28 07:00:00, 38.0
4.0, None, None, -5.0, 4.0, 1978-02-28 15:00:00, 38.0
-6.0, None, None, -6.0, 4.0, 1978-03-01 07:00:00, 38.0
6.0, None, None, -6.0, 6.0, 1978-03-01 15:00:00, 38.0
-12.0, None, None, -12.0, 6.0, 1978-03-02 07:00:00, 38.0
4.0, None, None, -12.0, 4.0, 1978-03-02 15:00:00, 38.0
-18.0, None, None, -18.0, 4.0, 1978-03-03 07:00:00, 38.0
1.0, None, None, -18.0, 1.0, 1978-03-03 15:00:00, 38.0
-18.0, None, None, -18.0, 1.0, 1978-03-04 08:00:00, 38.0
1.0, None, None, -18.0, 1.0, 1978-03-04 15:00:00, 38.0
-5.0, None, None, -5.0, 1.0, 1978-03-05 08:00:00, 38.0
5.0, None, 4.0, -5.0, 5.0, 1978-03-05 15:00:00, 38.0
1.0, None, 1.0, 0.0, 5.0, 1978-03-06 08:00:00, 38.0
4.0, None, None, 1.0, 4.0, 1978-03-06 15:00:00, 38.0
2.0, None, None, 2.0, 4.0, 1978-03-07 07:00:00, 38.0
6.0, None, None, 2.0, 6.0, 1978-03-07 15:00:00, 36.0
1.0, None, None, 1.0, 6.0, 1978-03-08 07:00:00, 36.0
10.0, None, None, 1.0, 10.0, 1978-03-08 15:00:00, 35.0
-1.0, None, None, -1.0, 10.0, 1978-03-09 07:00:00, 34.0
10.0, None, None, -1.0, 11.0, 1978-03-09 15:00:00, 34.0
-4.0, None, None, -5.0, 10.0, 1978-03-10 08:00:00, 32.0
0.0, None, None, 0.0, 0.0, 1978-03-11 07:00:00, 32.0
7.0, None, None, 0.0, 7.0, 1978-03-11 15:00:00, 30.0
-6.0, None, None, -6.0, 7.0, 1978-03-12 08:00:00, 30.0
8.0, None, None, -6.0, 8.0, 1978-03-12 15:00:00, 29.0
0.0, None, 2.0, 0.0, 8.0, 1978-03-13 08:00:00, 30.0
6.0, None, None, 0.0, 6.0, 1978-03-13 15:00:00, 30.0
-1.0, None, 8.0, -1.0, 6.0, 1978-03-14 07:00:00, 38.0
4.0, None, None, -1.0, 4.0, 1978-03-14 15:00:00, 34.0
0.0, None, None, 0.0, 4.0, 1978-03-15 07:00:00, 34.0
11.0, None, None, 0.0, 11.0, 1978-03-15 15:00:00, 34.0
-3.0, None, None, -4.0, 11.0, 1978-03-17 07:00:00, 29.0
12.0, None, None, -4.0, 12.0, 1978-03-17 15:00:00, 28.0
1.0, None, None, -4.0, 12.0, 1978-03-18 08:00:00, 28.0
0.0, None, None, 0.0, 16.0, 1978-03-18 15:00:00, 18.0
0.0, None, None, 0.0, 0.0, 1978-03-19 07:00:00, 18.0
11.0, None, None, 0.0, 11.0, 1978-03-19 15:00:00, 18.0
-3.0, None, None, -3.0, 11.0, 1978-03-20 08:00:00, 18.0
14.0, None, None, -3.0, 14.0, 1978-03-20 15:00:00, 18.0
-1.0, None, None, -1.0, 14.0, 1978-03-21 08:00:00, 17.0
17.0, None, None, -1.0, 17.0, 1978-03-21 15:00:00, 17.0
-1.0, None, None, -1.0, 17.0, 1978-03-22 08:00:00, 15.0
11.0, None, None, -1.0, 11.0, 1978-03-22 15:00:00, 15.0
-1.0, None, None, -1.0, 11.0, 1978-03-23 08:00:00, 14.0
9.0, None, None, -1.0, 9.0, 1978-03-23 15:00:00, 13.0
4.0, None, None, 4.0, 10.0, 1978-03-28 07:00:00, 0.0
4.0, None, None, 4.0, 18.0, 1978-03-30 08:00:00, 0.0
9.0, None, None, 4.0, 9.0, 1978-03-30 15:00:00, 0.0
-2.0, None, None, -2.0, 9.0, 1978-03-31 08:00:00, 0.0
7.0, None, None, -2.0, 7.0, 1978-03-31 15:00:00, 0.0
-7.0, None, None, -7.0, 3.0, 1978-11-01 08:00:00, 0.0
5.0, None, None, -7.0, 5.0, 1978-11-01 15:00:00, 0.0
-3.0, None, None, -3.0, 8.0, 1978-11-02 08:00:00, 0.0
5.0, None, None, -3.0, 5.0, 1978-11-02 15:00:00, 0.0
0.0, None, 8.0, 0.0, 5.0, 1978-11-03 08:00:00, 8.0
0.0, None, None, 0.0, 0.0, 1978-11-03 15:00:00, None
0.0, None, None, 0.0, 0.0, 1978-11-04 08:00:00, None
0.0, None, None, 0.0, 3.0, 1978-11-04 15:00:00, None
-3.0, None, None, -3.0, 3.0, 1978-11-05 08:00:00, 0.0
4.0, None, None, -3.0, 4.0, 1978-11-05 15:00:00, 0.0
1.0, None, None, 0.0, 4.0, 1978-11-06 08:00:00, 0.0
1.0, None, None, 1.0, 1.0, 1978-11-06 15:00:00, 0.0
1.0, None, None, 0.0, 1.0, 1978-11-07 07:00:00, 0.0
5.0, None, None, 1.0, 5.0, 1978-11-07 15:00:00, 0.0
0.0, None, None, 0.0, 5.0, 1978-11-08 08:00:00, 0.0
-13.0, None, None, -13.0, -8.0, 1978-11-12 08:00:00, 0.0
-1.0, None, None, -13.0, -1.0, 1978-11-12 15:00:00, 0.0
-12.0, None, None, -12.0, -1.0, 1978-11-14 08:00:00, 0.0
0.0, None, None, -12.0, 0.0, 1978-11-14 16:00:00, 0.0
-11.0, None, None, -13.0, 1.0, 1978-11-15 08:00:00, 0.0
-4.0, None, None, -12.0, -4.0, 1978-11-15 15:00:00, 0.0
-2.0, None, None, -4.0, -1.0, 1978-11-16 08:00:00, 0.0
0.0, None, None, -2.0, 0.0, 1978-11-16 15:00:00, 0.0
0.0, None, None, -1.0, 0.0, 1978-11-17 08:00:00, 0.0
5.0, None, None, 0.0, 5.0, 1978-11-17 15:00:00, 0.0
-5.0, None, None, -5.0, 5.0, 1978-11-18 08:00:00, 0.0
-5.0, None, None, -5.0, -5.0, 1978-11-18 15:00:00, 0.0
-12.0, None, None, -12.0, -5.0, 1978-11-19 08:00:00, 0.0
-7.0, None, None, -12.0, -7.0, 1978-11-19 15:00:00, 0.0
None, None, None, None, None, 1978-11-20 08:00:00, 0.0
None, None, None, None, None, 1978-11-20 15:00:00, 0.0
None, None, None, None, None, 1978-11-21 08:00:00, 0.0
None, None, None, None, None, 1978-11-21 15:00:00, 0.0
None, None, None, None, None, 1978-11-22 08:00:00, 0.0
None, None, None, None, None, 1978-11-22 15:00:00, 0.0
None, None, None, None, None, 1978-11-23 08:00:00, 0.0
None, None, None, None, None, 1978-11-23 15:00:00, 0.0
None, None, None, None, None, 1978-11-24 08:00:00, 0.0
None, None, None, None, None, 1978-11-24 15:00:00, 0.0
None, None, None, None, None, 1978-11-25 08:00:00, 0.0
None, None, None, None, None, 1978-11-25 15:00:00, 0.0
None, None, None, None, None, 1978-11-26 08:00:00, 0.0
None, None, None, None, None, 1978-11-26 15:00:00, 0.0
None, None, None, None, None, 1978-11-27 08:00:00, 0.0
None, None, None, None, None, 1978-11-27 15:00:00, 0.0
None, None, 8.0, None, None, 1978-11-28 08:00:00, 8.0
2.0, None, None, -1.0, 2.0, 1978-12-01 16:00:00, None
-10.0, None, None, -11.0, 2.0, 1978-12-02 07:00:00, None
-2.0, None, None, -10.0, -1.0, 1978-12-02 16:00:00, None
-9.0, None, 1.0, -11.0, 0.0, 1978-12-03 07:00:00, None
-4.0, None, None, -11.0, -4.0, 1978-12-03 16:00:00, None
-5.0, None, 1.0, -9.0, -2.0, 1978-12-04 07:00:00, None
0.0, None, 4.0, -5.0, 0.0, 1978-12-04 16:00:00, None
-10.0, None, None, -10.0, 0.0, 1978-12-05 07:00:00, None
0.0, None, None, -10.0, 1.0, 1978-12-05 16:00:00, None
-8.0, None, None, -12.0, 0.0, 1978-12-06 07:00:00, None
-5.0, None, None, -12.0, -5.0, 1978-12-06 15:00:00, None
-18.0, None, None, -18.0, -3.0, 1978-12-07 07:00:00, None
-12.0, None, None, -18.0, -12.0, 1978-12-07 15:00:00, None
-11.0, None, None, -14.0, -9.0, 1978-12-08 07:00:00, None
-3.0, None, 1.0, -11.0, -3.0, 1978-12-08 16:00:00, None
-8.0, None, 5.0, -8.0, -3.0, 1978-12-09 07:00:00, None
-4.0, None, None, -8.0, -4.0, 1978-12-09 16:00:00, None
-8.0, None, None, -8.0, -4.0, 1978-12-10 07:00:00, None
-7.0, None, None, -16.0, -7.0, 1978-12-10 16:00:00, None
None, None, 5.0, None, None, 1978-12-11 08:00:00, None
-10.0, None, None, -10.0, 3.0, 1978-12-12 08:00:00, None
1.0, None, None, -14.0, 3.0, 1978-12-12 15:00:00, None
-17.0, None, None, -17.0, 1.0, 1978-12-13 08:00:00, None
-10.0, None, None, -17.0, -10.0, 1978-12-13 15:00:00, None
-18.0, None, None, -18.0, -10.0, 1978-12-14 08:00:00, None
-6.0, None, None, -18.0, -6.0, 1978-12-14 15:00:00, None
-16.0, None, None, -18.0, -6.0, 1978-12-15 08:00:00, None
-6.0, None, None, -16.0, -6.0, 1978-12-15 15:00:00, None
-11.0, None, None, -13.0, -6.0, 1978-12-16 08:00:00, None
-4.0, None, None, -12.0, -4.0, 1978-12-16 15:00:00, None
-9.0, None, None, -10.0, -3.0, 1978-12-17 08:00:00, None
-2.0, None, None, -11.0, -2.0, 1978-12-17 15:00:00, None
-9.0, None, None, -9.0, -2.0, 1978-12-18 08:00:00, None
-16.0, None, None, -16.0, -2.0, 1978-12-18 15:00:00, None
-7.0, None, None, -16.0, -4.0, 1978-12-19 08:00:00, None
-10.0, None, None, -17.0, -7.0, 1978-12-19 15:00:00, None
-5.0, None, None, -10.0, -5.0, 1978-12-20 15:00:00, None
-9.0, None, None, -14.0, -3.0, 1978-12-21 08:00:00, None
-1.0, None, None, -12.0, -1.0, 1978-12-21 15:00:00, None
-6.0, None, None, -11.0, -1.0, 1978-12-22 08:00:00, None
2.0, None, 1.0, -14.0, 2.0, 1978-12-22 15:00:00, None
-4.0, None, 5.0, -5.0, 4.0, 1978-12-23 08:00:00, None
-1.0, None, 5.0, -4.0, -1.0, 1978-12-23 15:00:00, None
-4.0, None, None, -4.0, -1.0, 1978-12-24 08:00:00, None
-12.0, None, 5.0, -18.0, 2.0, 1978-12-27 08:00:00, None
-5.0, None, None, -12.0, -3.0, 1978-12-27 15:00:00, None
-12.0, None, None, -14.0, -5.0, 1978-12-28 08:00:00, None
-10.0, None, None, -14.0, -10.0, 1978-12-28 15:00:00, None
-23.0, None, None, -23.0, -10.0, 1978-12-29 08:00:00, None
-13.0, None, None, -23.0, -13.0, 1978-12-29 15:00:00, None
-30.0, None, None, -31.0, -13.0, 1978-12-30 08:00:00, None
-17.0, None, None, -31.0, -17.0, 1978-12-30 15:00:00, None
-31.0, None, None, -32.0, -17.0, 1978-12-31 08:00:00, None
-15.0, None, None, -32.0, -15.0, 1978-12-31 15:00:00, None
-20.0, None, None, -34.0, -19.0, 1979-01-02 08:00:00, None
-12.0, None, None, -20.0, -10.0, 1979-01-02 15:00:00, None
-24.0, None, None, -25.0, -12.0, 1979-01-03 08:00:00, None
-25.0, None, None, -25.0, -15.0, 1979-01-04 08:00:00, None
-8.0, None, None, -28.0, -8.0, 1979-01-04 15:00:00, None
-25.0, None, None, -25.0, -8.0, 1979-01-05 08:00:00, None
-17.0, None, None, -27.0, -17.0, 1979-01-05 15:00:00, None
-30.0, None, None, -30.0, -16.0, 1979-01-06 08:00:00, None
-8.0, None, None, -30.0, -8.0, 1979-01-06 15:00:00, None
-21.0, None, None, -25.0, -8.0, 1979-01-07 08:00:00, None
-10.0, None, None, -30.0, -10.0, 1979-01-07 15:00:00, None
-29.0, None, None, -30.0, -7.0, 1979-01-08 08:00:00, None
-12.0, None, None, -29.0, -10.0, 1979-01-08 15:00:00, None
-14.0, None, None, -29.0, -12.0, 1979-01-09 08:00:00, None
-2.0, None, None, -14.0, -2.0, 1979-01-09 15:00:00, None
-12.0, None, 4.0, -19.0, -2.0, 1979-01-10 08:00:00, None
-5.0, None, 10.0, -14.0, -5.0, 1979-01-10 15:00:00, None
-10.0, None, 2.0, -14.0, -5.0, 1979-01-11 08:00:00, None
-4.0, None, None, -10.0, -4.0, 1979-01-11 15:00:00, None
-8.0, None, 2.0, -8.0, -4.0, 1979-01-12 08:00:00, None
-7.0, None, 4.0, -10.0, -3.0, 1979-01-12 15:00:00, None
