station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
-6.0, None, None, 5.0, -7.0, None, -3.0, 1964-02-13 07:00:00, None, None, None, None
-8.0, None, None, None, -8.0, None, -3.0, 1964-02-14 07:00:00, None, None, None, None
-11.0, None, None, 3.0, -12.0, None, -2.0, 1964-02-15 07:00:00, None, None, None, None
-4.0, None, None, 10.0, -5.0, None, -1.0, 1964-02-16 07:00:00, None, None, None, None
-4.0, None, None, 23.0, -6.0, None, -1.0, 1964-02-17 07:00:00, None, None, None, None
-2.0, None, None, 3.0, -3.0, None, -2.0, 1964-02-18 07:00:00, None, None, None, None
-11.0, None, None, None, -11.0, None, 3.0, 1964-02-19 07:00:00, None, None, None, None
-11.0, None, None, None, -12.0, None, 1.0, 1964-02-20 07:00:00, None, None, None, None
-8.0, None, None, None, -8.0, None, 3.0, 1964-02-21 07:00:00, None, None, None, None
-11.0, None, None, None, -11.0, None, 4.0, 1964-02-22 07:00:00, None, None, None, None
-11.0, None, None, None, -11.0, None, 6.0, 1964-02-23 07:00:00, None, None, None, None
-5.0, None, None, 5.0, -7.0, None, 6.0, 1964-02-24 07:00:00, None, None, None, None
-10.0, None, None, None, -15.0, None, -2.0, 1964-02-25 07:00:00, None, None, None, None
-13.0, None, None, None, -15.0, None, -2.0, 1964-02-26 07:00:00, None, None, None, None
-13.0, None, None, None, -15.0, None, -1.0, 1964-02-27 07:00:00, None, None, None, None
-6.0, None, None, None, -9.0, None, 5.0, 1964-02-28 07:00:00, None, None, None, None
-2.0, None, None, 13.0, -9.0, None, -2.0, 1964-02-29 07:00:00, None, None, None, None
-6.0, None, None, 20.0, -9.0, None, -2.0, 1964-03-01 07:00:00, None, None, None, None
-7.0, None, None, 8.0, -9.0, None, -2.0, 1964-03-02 07:00:00, None, None, None, None
-7.0, None, None, None, -9.0, None, -2.0, 1964-03-03 07:00:00, None, None, None, None
-4.0, None, None, 5.0, -4.0, None, -1.0, 1964-03-04 07:00:00, None, None, None, None
-5.0, None, None, 30.0, -5.0, None, 1.0, 1964-03-05 07:00:00, None, None, None, None
-11.0, None, None, 12.0, -15.0, None, 1.0, 1964-03-06 07:00:00, None, None, None, None
-14.0, None, None, None, -14.0, None, -4.0, 1964-03-07 07:00:00, None, None, None, None
-7.0, None, None, 3.0, -8.0, None, -4.0, 1964-03-08 07:00:00, None, None, None, None
-6.0, None, None, 18.0, -8.0, None, -1.0, 1964-03-09 07:00:00, None, None, None, None
-6.0, None, None, 15.0, -7.0, None, -3.0, 1964-03-10 07:00:00, None, None, None, None
-2.0, None, None, 20.0, -3.0, None, 0.0, 1964-03-11 07:00:00, None, None, None, None
-6.0, None, None, 28.0, -8.0, None, -1.0, 1964-03-12 07:00:00, None, None, None, None
-8.0, None, None, 8.0, -14.0, None, -3.0, 1964-03-13 07:00:00, None, None, None, None
-1.0, None, None, 8.0, -6.0, None, -1.0, 1964-03-14 07:00:00, None, None, None, None
-2.0, None, None, 8.0, -2.0, None, 2.0, 1964-03-15 07:00:00, None, None, None, None
-4.0, None, None, None, -6.0, None, 2.0, 1964-03-16 07:00:00, None, None, None, None
0.0, None, None, 3.0, 0.0, None, 3.0, 1964-03-17 07:00:00, None, None, None, None
-3.0, None, None, None, -4.0, None, 2.0, 1964-03-18 07:00:00, None, None, None, None
-14.0, None, None, None, -15.0, None, 0.0, 1964-03-19 07:00:00, None, None, None, None
-8.0, None, None, None, -9.0, None, 2.0, 1964-03-20 07:00:00, None, None, None, None
-7.0, None, None, None, -9.0, None, 2.0, 1964-03-21 07:00:00, None, None, None, None
-4.0, None, None, None, -7.0, None, 2.0, 1964-03-22 07:00:00, None, None, None, None
-11.0, None, None, None, -16.0, None, -2.0, 1964-03-23 07:00:00, None, None, None, None
-16.0, None, None, None, -17.0, None, -2.0, 1964-03-24 07:00:00, None, None, None, None
-6.0, None, None, 5.0, -7.0, None, -1.0, 1964-03-25 07:00:00, None, None, None, None
-4.0, None, None, 10.0, -5.0, None, 1.0, 1964-03-26 07:00:00, None, None, None, None
-4.0, None, None, 8.0, -5.0, None, -1.0, 1964-03-27 07:00:00, None, None, None, None
-11.0, None, None, None, -12.0, None, 2.0, 1964-03-28 07:00:00, None, None, None, None
-6.0, None, None, None, -7.0, None, 7.0, 1964-03-29 07:00:00, None, None, None, None
-4.0, None, None, None, -5.0, None, 11.0, 1964-03-30 07:00:00, None, None, None, None
-2.0, None, None, None, -4.0, None, 13.0, 1964-03-31 07:00:00, None, None, None, None
1.0, None, None, None, -2.0, None, 9.0, 1964-04-01 07:00:00, None, None, None, None
-4.0, None, None, 3.0, -5.0, None, 2.0, 1964-04-02 07:00:00, None, None, None, None
-8.0, None, None, None, -10.0, None, -3.0, 1964-04-03 07:00:00, None, None, None, None
-1.0, None, None, 3.0, -6.0, None, 7.0, 1964-04-04 07:00:00, None, None, None, None
-5.0, None, None, 10.0, -8.0, None, 3.0, 1964-04-05 07:00:00, None, None, None, None
-1.0, None, None, None, -2.0, None, 3.0, 1964-04-06 07:00:00, None, None, None, None
-2.0, None, None, None, -4.0, None, 7.0, 1964-04-07 07:00:00, None, None, None, None
2.0, None, None, None, -2.0, None, 7.0, 1964-04-08 07:00:00, None, None, None, None
1.0, None, None, None, -3.0, None, 6.0, 1964-04-09 07:00:00, None, None, None, None
1.0, None, None, None, 1.0, None, 6.0, 1964-04-10 07:00:00, None, None, None, None
-5.0, None, None, 5.0, -5.0, None, 3.0, 1964-04-11 07:00:00, None, None, None, None
-3.0, None, None, 10.0, -5.0, None, 1.0, 1964-04-12 07:00:00, None, None, None, None
-2.0, None, None, 3.0, -3.0, None, 2.0, 1964-04-13 07:00:00, None, None, None, None
2.0, None, None, None, -1.0, None, 2.0, 1964-04-14 07:00:00, None, None, None, None
-4.0, None, None, 13.0, -5.0, None, 4.0, 1964-04-15 07:00:00, None, None, None, None
-5.0, None, None, 8.0, -6.0, None, 0.0, 1964-04-16 07:00:00, None, None, None, None
-6.0, None, None, None, -11.0, None, 1.0, 1964-04-17 07:00:00, None, None, None, None
-11.0, None, None, None, -13.0, None, 2.0, 1964-04-18 07:00:00, None, None, None, None
-3.0, None, None, None, -8.0, None, 6.0, 1964-04-19 07:00:00, None, None, None, None
1.0, None, None, None, -3.0, None, 9.0, 1964-04-20 07:00:00, None, None, None, None
-2.0, None, None, None, -6.0, None, 2.0, 1964-04-21 07:00:00, None, None, None, None
-3.0, None, None, 28.0, -4.0, None, 2.0, 1964-04-22 07:00:00, None, None, None, None
-3.0, None, None, 28.0, -4.0, None, -2.0, 1964-04-23 07:00:00, None, None, None, None
1.0, None, None, None, -3.0, None, 6.0, 1964-04-24 07:00:00, None, None, None, None
3.0, None, None, None, -2.0, None, 9.0, 1964-04-25 07:00:00, None, None, None, None
-4.0, None, None, None, -6.0, None, 4.0, 1964-04-26 07:00:00, None, None, None, None
-3.0, None, None, 3.0, -4.0, None, 2.0, 1964-04-27 07:00:00, None, None, None, None
-7.0, None, None, None, -9.0, None, 2.0, 1964-04-28 07:00:00, None, None, None, None
3.0, None, None, None, 0.0, None, 9.0, 1964-04-29 07:00:00, None, None, None, None
-5.0, None, None, 3.0, -7.0, None, 3.0, 1964-04-30 07:00:00, None, None, None, None
0.0, None, None, None, 0.0, None, 10.0, 1964-05-01 07:01:00, None, None, None, None
-2.0, None, None, None, -2.0, None, 3.0, 1964-05-02 07:00:00, None, None, None, None
-1.0, None, None, None, -4.0, None, 2.0, 1964-05-03 07:01:00, None, None, None, None
1.0, None, None, 8.0, 0.0, None, 2.0, 1964-05-04 07:00:00, None, None, None, None
-5.0, None, None, 3.0, -8.0, None, 3.0, 1964-05-05 07:01:00, None, None, None, None
-1.0, None, None, None, -2.0, None, 3.0, 1964-05-06 07:00:00, None, None, None, None
-2.0, None, None, None, -4.0, None, 7.0, 1964-05-07 07:00:00, None, None, None, None
2.0, None, None, None, -2.0, None, 7.0, 1964-05-08 07:00:00, None, None, None, None
1.0, None, None, None, -3.0, None, 6.0, 1964-05-09 07:00:00, None, None, None, None
-2.0, None, None, None, -3.0, None, 2.0, 1964-05-10 07:00:00, None, None, None, None
-5.0, None, None, 5.0, -5.0, None, 3.0, 1964-05-11 07:00:00, None, None, None, None
-3.0, None, None, 10.0, -5.0, None, 1.0, 1964-05-12 07:00:00, None, None, None, None
-2.0, None, None, 3.0, -3.0, None, 2.0, 1964-05-13 07:00:00, None, None, None, None
2.0, None, None, None, -1.0, None, 2.0, 1964-05-14 07:00:00, None, None, None, None
-4.0, None, None, 13.0, -5.0, None, 4.0, 1964-05-15 07:00:00, None, None, None, None
-5.0, None, None, 8.0, -6.0, None, 0.0, 1964-05-16 07:00:00, None, None, None, None
-6.0, None, None, None, -11.0, None, 1.0, 1964-05-17 07:00:00, None, None, None, None
-11.0, None, None, None, -13.0, None, 2.0, 1964-05-18 07:00:00, None, None, None, None
-3.0, None, None, None, -8.0, None, 6.0, 1964-05-19 07:00:00, None, None, None, None
1.0, None, None, None, -3.0, None, 9.0, 1964-05-20 07:00:00, None, None, None, None
-2.0, None, None, None, -6.0, None, 2.0, 1964-05-21 07:01:00, None, None, None, None
-3.0, None, None, 28.0, -4.0, None, 2.0, 1964-05-22 07:01:00, None, None, None, None
-3.0, None, None, 28.0, -4.0, None, -2.0, 1964-05-23 07:00:00, None, None, None, None
1.0, None, None, None, -3.0, None, 6.0, 1964-05-24 07:00:00, None, None, None, None
3.0, None, None, None, -2.0, None, 9.0, 1964-05-25 07:00:00, None, None, None, None
-4.0, None, None, None, -6.0, None, 4.0, 1964-05-26 07:00:00, None, None, None, None
-3.0, None, None, 3.0, -4.0, None, 2.0, 1964-05-27 07:00:00, None, None, None, None
-7.0, None, None, None, -9.0, None, 2.0, 1964-05-28 07:00:00, None, None, None, None
3.0, None, None, None, 0.0, None, 9.0, 1964-05-29 07:00:00, None, None, None, None
-5.0, None, None, None, -7.0, None, 3.0, 1964-05-30 07:00:00, None, None, None, None
0.0, None, None, None, 0.0, None, 10.0, 1964-11-01 07:00:00, None, None, None, None
-2.0, None, None, None, -2.0, None, 3.0, 1964-11-02 07:00:00, None, None, None, None
-1.0, None, None, None, -4.0, None, 2.0, 1964-11-03 07:00:00, None, None, None, None
1.0, None, None, 8.0, 0.0, None, 2.0, 1964-11-04 07:00:00, None, None, None, None
-5.0, None, None, None, -5.0, None, 2.0, 1964-11-05 07:00:00, None, None, None, None
-3.0, None, None, None, -4.0, None, 1.0, 1964-11-06 07:00:00, None, None, None, None
-2.0, None, None, 3.0, -2.0, None, 3.0, 1964-11-07 07:00:00, None, None, None, None
-11.0, None, None, None, -11.0, None, 1.0, 1964-11-08 07:00:00, None, None, None, None
-4.0, None, None, None, -4.0, None, -1.0, 1964-11-09 07:00:00, None, None, None, None
-5.0, None, None, None, -6.0, None, 1.0, 1964-11-10 07:00:00, None, None, None, None
-8.0, None, None, 5.0, -11.0, None, 0.0, 1964-11-11 07:00:00, None, None, None, None
-8.0, None, None, None, -9.0, None, -1.0, 1964-11-12 07:00:00, None, None, None, None
-9.0, None, None, None, -11.0, None, -2.0, 1964-11-13 07:00:00, None, None, None, None
-10.0, None, None, None, -11.0, None, -5.0, 1964-11-14 07:00:00, None, None, None, None
-5.0, None, None, None, -6.0, None, 0.0, 1964-11-15 07:00:00, None, None, None, None
-2.0, None, None, None, -3.0, None, 1.0, 1964-11-16 07:00:00, None, None, None, None
-6.0, None, None, None, -6.0, None, -1.0, 1964-11-17 07:00:00, None, None, None, None
-2.0, None, None, None, -3.0, None, 1.0, 1964-11-18 07:00:00, None, None, None, None
-7.0, None, None, None, -7.0, None, 1.0, 1964-11-19 07:00:00, None, None, None, None
-8.0, None, None, None, -8.0, None, 2.0, 1964-11-20 07:00:00, None, None, None, None
-8.0, None, None, None, -8.0, None, -1.0, 1964-11-21 07:00:00, None, None, None, None
-8.0, None, None, None, -11.0, None, -1.0, 1964-11-22 07:00:00, None, None, None, None
-3.0, None, None, 3.0, -4.0, None, -1.0, 1964-11-23 07:00:00, None, None, None, None
0.0, None, None, 15.0, 0.0, None, 2.0, 1964-11-24 07:00:00, None, None, None, None
-4.0, None, None, 3.0, -5.0, None, 0.0, 1964-11-25 07:00:00, None, None, None, None
-4.0, None, None, 15.0, -4.0, None, -1.0, 1964-11-26 07:00:00, None, None, None, None
-13.0, None, None, 10.0, -15.0, None, -2.0, 1964-11-27 07:00:00, None, None, None, None
-11.0, None, None, 5.0, -12.0, None, -7.0, 1964-11-28 07:00:00, None, None, None, None
-9.0, None, None, 5.0, -13.0, None, -5.0, 1964-11-29 07:00:00, None, None, None, None
0.0, None, None, 18.0, 0.0, None, 3.0, 1964-11-30 07:00:00, None, None, None, None
0.0, None, None, None, 0.0, None, 3.0, 1964-12-01 07:00:00, None, None, None, None
-1.0, None, None, None, -1.0, None, 3.0, 1964-12-02 07:00:00, None, None, None, None
-1.0, None, None, 3.0, -1.0, None, 2.0, 1964-12-03 07:00:00, None, None, None, None
-4.0, None, None, None, -4.0, None, 0.0, 1964-12-04 07:00:00, None, None, None, None
-5.0, None, None, None, -5.0, None, 0.0, 1964-12-05 07:00:00, None, None, None, None
-12.0, None, None, None, -12.0, None, -3.0, 1964-12-06 07:00:00, None, None, None, None
-8.0, None, None, None, -12.0, None, -6.0, 1964-12-07 07:00:00, None, None, None, None
-2.0, None, None, 10.0, -2.0, None, -1.0, 1964-12-08 07:00:00, None, None, None, None
-2.0, None, None, 3.0, -3.0, None, 1.0, 1964-12-09 07:00:00, None, None, None, None
-3.0, None, None, 20.0, -4.0, None, -2.0, 1964-12-10 07:00:00, None, None, None, None
-9.0, None, None, 25.0, -9.0, None, -2.0, 1964-12-11 07:00:00, None, None, None, None
-9.0, None, None, 8.0, -14.0, None, -8.0, 1964-12-12 07:00:00, None, None, None, None
-4.0, None, None, 35.0, -4.0, None, -3.0, 1964-12-13 07:00:00, None, None, None, None
-9.0, None, None, 8.0, -12.0, None, -3.0, 1964-12-14 07:00:00, None, None, None, None
-16.0, None, None, 13.0, -16.0, None, -2.0, 1964-12-15 07:00:00, None, None, None, None
-37.0, None, None, None, -37.0, None, -16.0, 1964-12-16 07:00:00, None, None, None, None
-33.0, None, None, None, -36.0, None, -31.0, 1964-12-17 07:00:00, None, None, None, None
-22.0, None, None, None, -24.0, None, -22.0, 1964-12-18 07:00:00, None, None, None, None
-19.0, None, None, None, -21.0, None, -16.0, 1964-12-19 07:00:00, None, None, None, None
-18.0, None, None, None, -18.0, None, -12.0, 1964-12-20 07:00:00, None, None, None, None
-11.0, None, None, 15.0, -12.0, None, -11.0, 1964-12-21 07:00:00, None, None, None, None
-11.0, None, None, 45.0, -12.0, None, -9.0, 1964-12-22 07:00:00, None, None, None, None
-14.0, None, None, 40.0, -14.0, None, -9.0, 1964-12-23 07:00:00, None, None, None, None
-13.0, None, None, 30.0, -17.0, None, -13.0, 1964-12-24 07:00:00, None, None, None, None
-24.0, None, None, None, -24.0, None, -13.0, 1964-12-25 07:00:00, None, None, None, None
-13.0, None, None, 3.0, -16.0, None, -11.0, 1964-12-26 07:00:00, None, None, None, None
-9.0, None, None, 13.0, -10.0, None, -6.0, 1964-12-27 07:00:00, None, None, None, None
-17.0, None, None, None, -17.0, None, -6.0, 1964-12-28 07:00:00, None, None, None, None
-20.0, None, None, None, -20.0, None, -11.0, 1964-12-29 07:00:00, None, None, None, None
-19.0, None, None, None, -21.0, None, -12.0, 1964-12-30 07:00:00, None, None, None, None
-22.0, None, None, None, -23.0, None, -11.0, 1964-12-31 07:00:00, None, None, None, None
-9.0, None, None, 8.0, -14.0, None, -5.0, 1965-01-01 07:00:00, None, None, None, None
-5.0, None, None, 70.0, -6.0, None, -4.0, 1965-01-02 07:00:00, None, None, None, None
-7.0, None, None, 30.0, -7.0, None, -4.0, 1965-01-03 07:00:00, None, None, None, None
-18.0, None, None, 8.0, -19.0, None, -7.0, 1965-01-04 07:00:00, None, None, None, None
-14.0, None, None, 5.0, -16.0, None, -7.0, 1965-01-05 07:00:00, None, None, None, None
-11.0, None, None, 10.0, -12.0, None, -4.0, 1965-01-06 07:00:00, None, None, None, None
-8.0, None, None, 10.0, -13.0, None, -4.0, 1965-01-07 07:00:00, None, None, None, None
-8.0, None, None, 10.0, -9.0, None, -7.0, 1965-01-08 07:00:00, None, None, None, None
-17.0, None, None, None, -17.0, None, None, 1965-01-11 07:00:00, None, None, None, None
-5.0, None, None, 3.0, -8.0, None, -4.0, 1965-01-12 07:00:00, None, None, None, None
-2.0, None, None, None, -2.0, None, -1.0, 1965-01-13 07:00:00, None, None, None, None
0.0, None, None, None, 0.0, None, 2.0, 1965-01-14 07:00:00, None, None, None, None
-2.0, None, None, None, -3.0, None, 2.0, 1965-01-15 07:00:00, None, None, None, None
-6.0, None, None, None, -6.0, None, 0.0, 1965-01-16 07:00:00, None, None, None, None
-8.0, None, None, None, -8.0, None, 0.0, 1965-01-17 07:00:00, None, None, None, None
