station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-4.0, None, None, None, None, None, None, 1975-12-01 08:00:00, None, None
2.0, None, None, None, None, None, None, 1975-12-02 08:00:00, None, None
4.0, None, None, None, None, None, None, 1975-12-03 07:00:00, None, None
4.0, None, None, None, None, None, None, 1975-12-04 07:00:00, None, None
-4.0, None, None, None, None, None, None, 1975-12-05 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1975-12-06 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1975-12-07 07:00:00, None, None
-2.0, None, None, None, None, None, None, 1975-12-08 08:00:00, None, None
3.0, None, None, None, None, None, None, 1975-12-09 08:00:00, None, None
2.0, None, None, None, None, None, None, 1975-12-10 08:00:00, None, None
-6.0, None, None, None, None, None, None, 1975-12-11 08:00:00, None, None
-10.0, None, None, None, None, None, None, 1975-12-12 08:00:00, None, None
-13.0, None, None, None, None, None, None, 1975-12-14 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1975-12-15 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1975-12-16 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1975-12-17 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1975-12-18 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1975-12-19 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1975-12-22 08:00:00, None, None
0.0, None, None, None, None, None, None, 1975-12-24 08:00:00, None, None
0.0, None, None, None, None, None, None, 1975-12-27 08:00:00, None, None
0.0, None, None, None, None, None, None, 1975-12-29 08:00:00, None, None
0.0, None, None, None, None, None, None, 1975-12-30 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1976-01-02 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1976-01-03 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1976-01-04 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1976-01-05 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-06 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-01-07 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-08 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-09 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-01-10 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-01-11 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-01-12 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1976-01-13 08:00:00, None, None
-3.0, None, None, None, None, None, None, 1976-01-14 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-15 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-01-16 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-23 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-01-26 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-01-27 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-28 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-01-29 08:00:00, None, None
1.0, None, None, None, None, None, None, 1976-01-30 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-01-31 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1976-02-01 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1976-02-02 08:00:00, None, None
-3.0, None, None, None, None, None, None, 1976-02-03 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1976-02-04 08:00:00, None, None
-14.0, None, None, None, None, None, None, 1976-02-05 08:00:00, None, None
-12.0, None, None, None, None, None, None, 1976-02-06 08:00:00, None, None
-12.0, None, None, None, None, None, None, 1976-02-07 08:00:00, None, None
-9.0, None, None, None, None, None, None, 1976-02-08 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-02-09 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1976-02-10 08:00:00, None, None
1.0, None, None, None, None, None, None, 1976-02-11 08:00:00, None, None
1.0, None, None, None, None, None, None, 1976-02-12 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1976-02-13 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-02-14 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-02-16 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-02-17 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-02-18 08:00:00, None, None
5.0, None, None, None, None, None, None, 1976-02-23 08:00:00, None, None
3.0, None, None, None, None, None, None, 1976-02-24 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1976-02-25 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1976-02-26 08:00:00, None, None
-3.0, None, None, None, None, None, None, 1976-02-27 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-02-28 08:00:00, None, None
-10.0, None, None, None, None, None, None, 1976-03-01 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1976-03-02 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1976-03-03 08:00:00, None, None
1.0, None, None, None, None, None, None, 1976-03-09 08:00:00, None, None
1.0, None, None, None, None, None, None, 1976-03-10 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-03-11 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1976-03-15 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-03-16 08:00:00, None, None
5.0, None, None, None, None, None, None, 1976-03-17 08:00:00, None, None
5.0, None, None, None, None, None, None, 1976-03-18 08:00:00, None, None
4.0, None, None, None, None, None, None, 1976-03-22 08:00:00, None, None
3.0, None, None, None, None, None, None, 1976-03-23 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-03-24 08:00:00, None, None
2.0, None, None, None, None, None, None, 1976-03-25 08:00:00, None, None
0.0, None, None, None, None, None, None, 1976-03-29 07:00:00, None, None
3.0, None, None, None, None, None, None, 1976-12-01 07:00:00, None, None
3.0, None, None, None, None, None, None, 1976-12-02 07:00:00, None, None
0.0, None, None, 3.0, None, None, None, 1976-12-06 07:00:00, None, 5.0
0.0, None, None, 4.0, None, None, None, 1976-12-07 07:00:00, None, 8.0
2.0, None, None, None, None, None, None, 1976-12-08 07:00:00, None, 6.0
0.0, None, None, None, None, None, None, 1976-12-09 07:00:00, None, 6.0
0.0, None, None, None, None, None, None, 1976-12-10 07:00:00, None, 6.0
0.0, None, None, None, None, None, None, 1976-12-13 07:00:00, None, 4.0
0.0, None, None, None, None, None, None, 1976-12-14 07:00:00, None, 3.0
1.0, None, None, 1.0, None, None, None, 1976-12-15 08:00:00, None, 3.0
4.0, None, None, None, None, None, None, 1976-12-16 08:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1976-12-17 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1976-12-21 08:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1976-12-22 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1976-12-23 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1976-12-24 08:00:00, None, 0.0
-4.0, None, None, None, None, None, None, 1976-12-30 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1977-01-04 08:00:00, None, None
-8.0, None, None, None, None, None, None, 1977-01-04 15:00:00, None, None
-10.0, None, None, None, None, None, None, 1977-01-05 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-05 15:00:00, None, None
-7.0, None, None, None, None, None, None, 1977-01-06 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1977-01-07 08:00:00, None, None
-6.0, None, None, None, None, None, None, 1977-01-07 17:00:00, None, None
-6.0, None, None, None, None, None, None, 1977-01-08 08:00:00, None, None
-6.0, None, None, None, None, None, None, 1977-01-08 15:00:00, None, None
-6.0, None, None, None, None, None, None, 1977-01-09 08:00:00, None, None
-4.0, None, None, None, None, None, None, 1977-01-09 16:00:00, None, None
-5.0, None, None, 1.0, None, None, None, 1977-01-10 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-10 15:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-11 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-01-11 16:00:00, None, None
-3.0, None, None, 5.0, None, None, None, 1977-01-12 08:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-12 16:00:00, None, None
-3.0, None, None, None, None, None, None, 1977-01-13 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-01-13 16:00:00, None, None
-2.0, None, None, 2.0, None, None, None, 1977-01-14 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-01-14 15:00:00, None, None
None, None, None, 5.0, None, None, None, 1977-01-15 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-15 15:00:00, None, None
None, None, None, 2.0, None, None, None, 1977-01-16 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-01-16 15:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-17 08:00:00, None, None
2.0, None, None, None, None, None, None, 1977-01-17 16:00:00, None, None
3.0, None, None, None, None, None, None, 1977-01-18 08:00:00, None, None
5.0, None, None, None, None, None, None, 1977-01-18 16:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-01-19 08:00:00, None, None
1.0, None, None, None, None, None, None, 1977-01-19 16:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-01-20 08:00:00, None, None
2.0, None, None, None, None, None, None, 1977-01-20 16:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-01-21 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-21 21:00:00, None, None
-4.0, None, None, None, None, None, None, 1977-01-22 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-01-22 16:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-23 08:00:00, None, None
-3.0, None, None, None, None, None, None, 1977-01-23 16:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-01-24 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-24 16:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-25 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-25 16:00:00, None, None
-3.0, None, None, None, None, None, None, 1977-01-26 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-26 16:00:00, None, None
-3.0, None, None, None, None, None, None, 1977-01-27 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-01-27 21:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-28 08:00:00, None, None
-3.0, None, None, None, None, None, None, 1977-01-28 16:00:00, None, None
-8.0, None, None, None, None, None, None, 1977-01-29 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-01-29 16:00:00, None, None
-4.0, None, None, None, None, None, None, 1977-01-30 08:00:00, None, None
1.0, None, None, None, None, None, None, 1977-01-30 16:00:00, None, None
-5.0, None, None, None, None, None, None, 1977-01-31 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-02-01 08:00:00, None, None
4.0, None, None, None, None, None, None, 1977-02-01 16:00:00, None, None
-3.0, None, None, None, None, None, None, 1977-02-02 08:00:00, None, None
2.0, None, None, None, None, None, None, 1977-02-02 16:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-02-03 08:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-02-03 16:00:00, None, None
-1.0, None, None, None, None, None, None, 1977-02-04 08:00:00, None, None
1.0, None, None, None, None, None, None, 1977-02-04 16:00:00, None, None
-1.0, None, None, 2.0, None, None, None, 1977-02-05 08:00:00, None, None
3.0, None, None, None, None, None, None, 1977-02-05 16:00:00, None, None
0.0, None, None, None, None, None, None, 1977-02-06 16:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-02-07 08:00:00, None, None
4.0, None, None, None, None, None, None, 1977-02-07 16:00:00, None, None
-4.0, None, None, None, None, None, None, 1977-02-08 08:00:00, None, None
0.0, None, None, None, None, None, None, 1977-02-08 16:00:00, None, None
0.0, None, None, 3.0, None, None, None, 1977-02-09 08:00:00, None, None
2.0, None, None, None, None, None, None, 1977-02-09 16:00:00, None, None
0.0, None, None, 1.0, None, None, None, 1977-02-10 08:00:00, None, None
4.0, None, None, None, None, None, None, 1977-02-10 16:00:00, None, None
0.0, None, None, None, None, None, None, 1977-02-11 08:00:00, None, None
6.0, None, None, None, None, None, None, 1977-02-11 16:00:00, None, None
None, None, None, 3.0, None, None, None, 1977-02-12 08:00:00, None, None
3.0, None, None, None, None, None, None, 1977-02-12 16:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-02-13 08:00:00, None, None
10.0, None, None, None, None, None, None, 1977-02-13 15:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-02-14 08:00:00, None, None
5.0, None, None, None, None, None, None, 1977-02-14 16:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-02-15 08:00:00, None, None
5.0, None, None, None, None, None, None, 1977-02-15 16:00:00, None, 10.0
0.0, None, None, None, None, None, None, 1977-02-16 08:00:00, None, 10.0
-3.0, None, None, None, None, None, None, 1977-02-16 21:00:00, None, 10.0
0.0, None, None, None, None, None, None, 1977-02-17 08:00:00, None, 8.0
3.0, None, None, None, None, None, None, 1977-02-17 21:00:00, None, 8.0
-1.0, None, None, None, None, None, None, 1977-02-18 08:00:00, None, 8.0
8.0, None, None, None, None, None, None, 1977-02-18 16:00:00, None, 8.0
0.0, None, None, None, None, None, None, 1977-02-19 08:00:00, None, 7.0
5.0, None, None, None, None, None, None, 1977-02-19 16:00:00, None, 5.0
-4.0, None, None, None, None, None, None, 1977-02-20 08:00:00, None, 5.0
4.0, None, None, None, None, None, None, 1977-02-20 16:00:00, None, 5.0
2.0, None, None, None, None, None, None, 1977-02-21 08:00:00, None, 4.0
8.0, None, None, None, None, None, None, 1977-02-21 16:00:00, None, 4.0
2.0, None, None, None, None, None, None, 1977-02-22 08:00:00, None, 4.0
2.0, None, None, None, None, None, None, 1977-02-22 16:00:00, None, 4.0
2.0, None, None, None, None, None, None, 1977-02-23 08:00:00, None, 4.0
1.0, None, None, None, None, None, None, 1977-02-23 21:00:00, None, 3.0
-2.0, None, None, None, None, None, None, 1977-02-24 08:00:00, None, 2.0
9.0, None, None, None, None, None, None, 1977-02-24 16:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1977-02-25 21:00:00, None, 0.0
None, None, None, 1.0, None, None, None, 1977-02-26 08:00:00, None, 1.0
7.0, None, None, None, None, None, None, 1977-02-26 16:00:00, None, 0.0
None, None, None, 5.0, None, None, None, 1977-02-27 08:00:00, None, 5.0
4.0, None, None, None, None, None, None, 1977-02-27 16:00:00, None, 0.0
None, None, None, None, None, None, None, 1977-02-28 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-02-28 16:00:00, None, 0.0
1.0, None, None, 3.0, None, None, None, 1977-03-01 08:00:00, None, 3.0
3.0, None, None, None, None, None, None, 1977-03-01 16:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-02 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-02 21:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-03 08:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-04 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-04 16:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-05 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-06 08:00:00, None, 0.0
8.0, None, None, None, None, None, None, 1977-03-06 16:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-07 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-08 16:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-09 08:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-09 16:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-10 08:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-12 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-03-12 16:00:00, None, 0.0
None, None, None, 1.0, None, None, None, 1977-03-13 08:00:00, None, 1.0
6.0, None, None, None, None, None, None, 1977-03-13 16:00:00, None, 0.0
-3.0, None, None, None, None, None, None, 1977-03-14 08:00:00, None, 0.0
-2.0, None, None, None, None, None, None, 1977-03-15 08:00:00, None, 0.0
0.0, None, None, 10.0, None, None, None, 1977-03-16 08:00:00, None, 10.0
-3.0, None, None, None, None, None, None, 1977-03-17 08:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-17 16:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-18 08:00:00, None, 0.0
-2.0, None, None, None, None, None, None, 1977-03-19 08:00:00, None, 0.0
7.0, None, None, None, None, None, None, 1977-03-19 16:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-20 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-21 08:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-22 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-23 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-03-24 08:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1977-03-25 08:00:00, None, 0.0
6.0, None, None, None, None, None, None, 1977-03-25 16:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-26 08:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1977-03-26 16:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-27 07:00:00, None, 0.0
6.0, None, None, None, None, None, None, 1977-03-27 16:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1977-03-28 08:00:00, None, 0.0
-2.0, None, None, None, None, None, None, 1977-03-29 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-03-30 08:00:00, None, 0.0
10.0, None, None, None, None, None, None, 1977-03-30 16:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-03-31 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-04-01 08:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1977-04-02 07:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-04-03 08:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1977-04-04 08:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1977-04-05 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-04-06 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-04-12 08:00:00, None, 0.0
7.0, None, None, None, None, None, None, 1977-04-14 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-04-19 08:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-11-01 08:00:00, None, 0.0
7.0, None, None, None, None, None, None, 1977-11-01 15:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1977-11-02 08:00:00, None, 0.0
7.0, None, None, None, None, None, None, 1977-11-02 15:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1977-11-03 08:00:00, None, 0.0
7.0, None, None, None, None, None, None, 1977-11-03 15:00:00, None, 0.0
6.0, None, None, None, None, None, None, 1977-11-07 08:00:00, None, 0.0
8.0, None, None, None, None, None, None, 1977-11-07 15:00:00, None, 0.0
-3.0, None, None, None, None, None, None, 1977-11-08 08:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1977-11-08 15:00:00, None, 0.0
-2.0, None, None, None, None, None, None, 1977-11-09 08:00:00, None, 0.0
2.0, None, None, 2.0, None, None, None, 1977-11-09 15:00:00, None, 2.0
2.0, None, None, 3.0, None, None, None, 1977-11-10 08:00:00, None, 5.0
4.0, None, None, None, None, None, None, 1977-11-10 15:00:00, None, 5.0
4.0, None, None, None, None, None, None, 1977-11-12 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-11-14 08:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1977-11-14 16:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-11-15 08:00:00, None, 0.0
2.0, None, None, None, None, None, None, 1977-11-15 16:00:00, None, 0.0
1.0, None, None, 2.0, None, None, None, 1977-11-16 08:00:00, None, 2.0
3.0, None, None, None, None, None, None, 1977-11-16 16:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1977-11-17 08:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1977-11-17 16:00:00, None, 0.0
-2.0, None, None, 12.0, None, None, None, 1977-11-18 08:00:00, None, 12.0
-6.0, None, None, None, None, None, None, 1977-11-19 08:00:00, None, None
-15.0, None, None, None, None, None, None, 1977-11-20 08:00:00, None, None
-2.0, None, None, None, None, None, None, 1977-11-20 15:00:00, None, None
-10.0, None, None, None, None, None, None, 1977-11-21 08:00:00, None, None
-8.0, None, None, None, None, None, None, 1977-11-21 16:00:00, None, None
-12.0, None, None, None, None, None, None, 1977-11-22 08:00:00, None, None
-7.0, None, None, None, None, None, None, 1977-11-22 16:00:00, None, None
-8.0, None, None, None, None, None, None, 1977-11-23 08:00:00, None, None
-4.0, None, None, None, None, None, None, 1977-11-23 16:00:00, None, None
-5.0, None, None, 20.0, None, None, None, 1977-11-24 08:00:00, None, 20.0
0.0, None, None, 7.0, None, None, None, 1977-11-24 16:00:00, None, 25.0
0.0, None, None, None, None, None, None, 1977-11-25 08:00:00, None, 20.0
0.0, None, None, 1.0, None, None, None, 1977-11-25 16:00:00, None, 20.0
3.0, None, None, 15.0, None, None, None, 1977-11-26 08:00:00, None, 35.0
6.0, None, None, None, 4.0, None, 7.0, 1977-11-26 15:00:00, None, 29.0
3.0, None, None, None, None, None, None, 1977-11-27 08:00:00, None, 25.0
4.0, None, None, None, None, None, None, 1977-11-27 15:00:00, None, 20.0
4.0, None, None, None, None, None, None, 1977-11-28 08:00:00, None, 8.0
3.0, None, None, None, None, None, None, 1977-11-28 16:00:00, None, 8.0
4.0, None, None, None, None, None, None, 1977-11-29 08:00:00, None, 5.0
5.0, None, None, None, None, None, None, 1977-11-29 16:00:00, None, 5.0
-2.0, None, None, None, None, None, None, 1977-11-30 08:00:00, None, 5.0
2.0, None, None, None, None, None, None, 1977-11-30 16:00:00, None, 5.0
-2.0, None, None, 2.0, None, None, None, 1977-12-01 08:00:00, None, 7.0
-2.0, None, None, 8.0, None, None, None, 1977-12-01 16:00:00, None, 12.0
0.0, None, None, 9.0, None, None, None, 1977-12-02 08:00:00, None, 25.0
1.0, None, None, None, None, None, None, 1977-12-02 16:00:00, None, 25.0
1.0, None, None, None, None, None, None, 1977-12-03 08:00:00, None, 20.0
5.0, None, None, None, None, None, None, 1977-12-03 15:00:00, None, 15.0
-1.0, None, None, None, None, None, None, 1977-12-04 08:00:00, None, 10.0
0.0, None, None, None, None, None, None, 1977-12-04 15:00:00, None, 10.0
-2.0, None, None, 2.0, None, None, None, 1977-12-05 08:00:00, None, 12.0
2.0, None, None, None, None, None, None, 1977-12-05 16:00:00, None, 12.0
-6.0, None, None, 12.0, None, None, None, 1977-12-06 08:00:00, None, 23.0
-4.0, None, None, 2.0, None, None, None, 1977-12-06 16:00:00, None, 25.0
-2.0, None, None, 15.0, None, None, None, 1977-12-07 08:00:00, None, 38.0
-3.0, None, None, 1.0, None, None, None, 1977-12-07 16:00:00, None, 35.0
-12.0, None, None, None, None, None, None, 1977-12-08 08:00:00, None, 32.0
-8.0, None, None, None, None, None, None, 1977-12-08 16:00:00, None, 32.0
-14.0, None, None, None, None, None, None, 1977-12-09 08:00:00, None, 30.0
-10.0, None, None, 3.0, None, None, None, 1977-12-09 16:00:00, None, 30.0
-4.0, None, None, 10.0, None, None, None, 1977-12-10 08:00:00, None, 40.0
-4.0, None, None, 15.0, None, None, None, 1977-12-10 15:00:00, None, 45.0
2.0, None, None, 25.0, None, None, None, 1977-12-11 08:00:00, None, 60.0
4.0, None, None, None, None, None, None, 1977-12-11 15:00:00, None, 49.0
2.0, None, None, None, None, None, None, 1977-12-12 08:00:00, None, 41.0
4.0, None, None, None, None, None, None, 1977-12-12 16:00:00, None, 39.0
6.0, None, None, None, None, None, None, 1977-12-13 08:00:00, None, 35.0
2.0, None, None, None, None, None, None, 1977-12-13 16:00:00, None, 33.0
3.0, None, None, None, None, None, None, 1977-12-14 08:00:00, None, 30.0
3.0, None, None, None, None, None, None, 1977-12-14 16:00:00, None, 30.0
2.0, None, None, None, None, None, None, 1977-12-15 08:00:00, None, 29.0
3.0, None, None, None, None, None, None, 1977-12-15 16:00:00, None, 25.0
3.0, None, None, None, None, None, None, 1977-12-16 08:00:00, None, 25.0
3.0, None, None, None, None, None, None, 1977-12-16 17:00:00, None, 25.0
-2.0, None, None, None, None, None, None, 1977-12-17 08:00:00, None, 25.0
0.0, None, None, None, None, None, None, 1977-12-17 15:00:00, None, 25.0
-1.0, None, None, 1.0, None, None, None, 1977-12-18 08:00:00, None, 26.0
2.0, None, None, None, None, None, None, 1977-12-18 15:00:00, None, 26.0
-2.0, None, None, 1.0, None, None, None, 1977-12-19 08:00:00, None, 24.0
2.0, None, None, None, None, None, None, 1977-12-19 17:00:00, None, 24.0
-4.0, None, None, None, None, None, None, 1977-12-20 08:00:00, None, 20.0
0.0, None, None, None, None, None, None, 1977-12-20 17:00:00, None, 20.0
-3.0, None, None, None, None, None, None, 1977-12-21 08:00:00, None, 20.0
-1.0, None, None, None, None, None, None, 1977-12-21 16:00:00, None, 20.0
-4.0, None, None, None, None, None, None, 1977-12-22 08:00:00, None, 20.0
-4.0, None, None, None, None, None, None, 1977-12-22 16:00:00, None, 20.0
-6.0, None, None, 2.0, None, None, None, 1977-12-23 08:00:00, None, 22.0
-5.0, None, None, None, None, None, None, 1977-12-23 16:00:00, None, 22.0
-12.0, None, None, None, None, None, None, 1977-12-24 08:00:00, None, 22.0
-8.0, None, None, None, None, None, None, 1977-12-24 15:00:00, None, 22.0
-12.0, None, None, None, None, None, None, 1977-12-25 08:00:00, None, 22.0
-6.0, None, None, None, None, None, None, 1977-12-27 08:00:00, None, 22.0
1.0, None, None, None, None, None, None, 1977-12-27 15:00:00, None, 22.0
-6.0, None, None, None, None, None, None, 1977-12-28 08:00:00, None, 22.0
-7.0, None, None, None, None, None, None, 1977-12-28 16:00:00, None, 22.0
-3.0, None, None, 6.0, None, None, None, 1977-12-29 08:00:00, None, 28.0
-4.0, None, None, 2.0, None, None, None, 1977-12-29 16:00:00, None, 30.0
-4.0, None, None, 2.0, None, None, None, 1977-12-30 08:00:00, None, 32.0
-4.0, None, None, None, None, None, None, 1977-12-30 16:00:00, None, 32.0
-10.0, None, None, None, None, None, None, 1977-12-31 06:00:00, None, 32.0
-9.0, None, None, None, None, None, None, 1977-12-31 15:00:00, None, 32.0
-9.0, None, None, None, None, None, None, 1978-01-02 08:00:00, None, 32.0
-9.0, None, None, None, None, None, None, 1978-01-02 15:00:00, None, 32.0
-10.0, None, None, None, None, None, None, 1978-01-03 08:00:00, None, 30.0
-8.0, None, None, 10.0, None, None, None, 1978-01-03 16:00:00, None, 40.0
-8.0, None, None, 18.0, None, None, None, 1978-01-04 08:00:00, None, 50.0
-6.0, None, None, 3.0, None, None, None, 1978-01-04 15:00:00, None, 50.0
-4.0, None, None, 24.0, None, None, None, 1978-01-05 08:00:00, None, 72.0
2.0, None, None, 12.0, None, None, None, 1978-01-05 16:00:00, None, 78.0
-1.0, None, None, None, None, None, None, 1978-01-06 08:00:00, None, 75.0
0.0, None, None, None, None, None, None, 1978-01-06 15:00:00, None, 72.0
-1.0, None, None, None, None, None, None, 1978-01-07 08:00:00, None, 72.0
-3.0, None, None, 3.0, None, None, None, 1978-01-07 15:00:00, None, 73.0
-1.0, None, None, 5.0, None, None, None, 1978-01-08 08:00:00, None, 73.0
-2.0, None, None, None, None, None, None, 1978-01-08 15:00:00, None, 72.0
