station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
2.5, None, 0.0, 0.0, 0.0, 5.5, 1988-11-08 07:15:00, None, 0.0
3.0, None, 0.0, 0.0, 1.0, 4.0, 1988-11-09 07:20:00, None, 0.0
1.0, None, 0.0, 0.0, 0.5, 5.5, 1988-11-10 07:30:00, None, 0.0
-2.5, None, 0.0, 0.0, -2.5, 5.0, 1988-11-14 07:00:00, None, 0.0
0.0, None, 0.1, 0.1, -2.5, 3.5, 1988-11-15 07:00:00, None, 0.1
1.5, None, 0.0, 0.0, -0.5, 2.0, 1988-11-16 07:14:00, None, 0.0
1.5, None, 0.0, 0.0, -0.3, 2.7, 1988-11-18 07:00:00, None, 0.0
1.5, None, 0.0, 0.0, -3.0, 3.0, 1988-11-18 15:40:00, None, 0.0
2.0, None, 13.0, 13.0, 0.5, 2.0, 1988-11-19 15:40:00, None, 13.0
2.0, None, 0.0, 0.0, 1.5, 3.0, 1988-11-19 16:50:00, None, 0.0
3.5, None, 0.0, 0.0, 0.5, 3.5, 1988-11-20 17:12:00, None, 0.0
1.0, None, None, 0.0, 1.0, 3.0, 1989-01-01 07:20:00, None, 0.0
-2.5, None, 4.0, 3.0, -3.5, 0.0, 1989-01-22 07:00:00, None, 53.0
-5.0, None, 0.0, 0.0, -5.0, 1.0, 1989-01-22 17:05:00, None, 53.0
-10.5, None, 0.0, 0.0, -11.0, -4.0, 1989-01-23 07:00:00, None, 53.0
-7.5, None, 0.0, 0.0, -10.5, -3.5, 1989-01-23 16:55:00, None, 52.0
-4.0, None, 4.0, 4.0, -12.0, -4.0, 1989-01-24 07:00:00, None, 53.0
-3.5, None, 0.0, 0.0, -4.0, -2.0, 1989-01-24 16:11:00, None, 56.0
0.5, None, 0.1, 0.1, -5.0, 0.5, 1989-01-25 15:50:00, None, 56.0
4.0, None, 0.0, 0.0, 0.2, 4.0, 1989-01-26 15:55:00, 0.0, 53.0
1.0, None, 0.0, 0.0, 0.5, 4.0, 1989-01-27 07:00:00, 3.0, 53.0
1.0, None, 0.0, 0.0, 1.0, 4.5, 1989-01-27 17:09:00, 0.0, 50.0
-0.5, None, 0.0, 0.0, -1.5, 0.5, 1989-01-28 07:10:00, 0.0, 50.0
1.5, None, 0.0, 0.0, -0.5, 3.0, 1989-01-28 17:11:00, 0.0, 50.0
-6.5, None, 0.0, 0.0, -20.0, -6.5, 1989-02-05 12:00:00, 0.0, 36.0
-4.5, None, 0.0, 0.0, None, 2.0, 1989-02-05 16:56:00, None, 35.0
-5.0, None, 0.0, 0.0, -12.0, 0.0, 1989-02-06 17:05:00, 0.0, 35.0
-12.0, None, 0.0, 0.0, -12.0, -11.0, 1989-02-07 07:00:00, None, 35.0
-3.0, None, 0.0, 0.0, -11.0, 0.5, 1989-02-07 16:50:00, 0.0, 33.0
0.0, None, 0.0, 0.0, -10.5, 1.0, 1989-02-08 15:50:00, 0.0, 35.0
1.0, None, 0.0, 0.0, -9.0, 2.5, 1989-02-09 15:50:00, 0.0, 35.0
-11.0, None, 0.0, 0.0, -11.0, 1.5, 1989-02-10 07:10:00, 0.0, 35.0
-2.5, None, 0.0, 0.0, -9.0, 3.5, 1989-02-10 17:00:00, 0.0, 35.0
-10.0, None, 0.0, 0.0, -12.0, 2.0, 1989-02-11 07:15:00, 0.0, 34.0
0.5, None, 0.0, 0.0, -10.5, 3.5, 1989-02-11 16:50:00, 0.0, 34.0
-8.5, None, 0.0, 0.0, -16.5, 0.0, 1989-02-12 07:20:00, 0.0, 34.0
1.5, None, 0.0, 0.0, -8.5, 3.0, 1989-02-12 17:00:00, 0.0, 34.0
-10.0, None, 0.0, 0.0, -12.0, 2.0, 1989-02-13 07:15:00, 0.0, 34.0
0.5, None, 0.0, 0.0, -12.0, 4.0, 1989-02-13 17:00:00, 0.0, 32.0
-9.0, None, 0.0, 0.0, -12.0, 2.0, 1989-02-14 07:10:00, 0.0, 31.0
1.0, None, 0.0, 0.0, -9.0, 4.0, 1989-02-14 16:40:00, 0.0, 31.0
-0.5, None, 0.0, 0.0, -1.1, 1.5, 1989-02-15 15:55:00, 0.0, 31.0
-4.0, None, 6.0, 6.0, -6.5, 0.0, 1989-02-16 15:55:00, 0.0, 41.0
-7.0, None, 0.0, 0.0, -11.0, 2.0, 1989-02-17 07:20:00, 0.0, 41.0
-5.5, None, 1.0, 1.0, -7.0, -3.5, 1989-02-17 16:30:00, None, 39.0
-9.0, None, 2.0, 1.0, -9.0, 0.0, 1989-02-18 07:25:00, 0.0, 40.0
-2.0, None, 0.0, 0.0, -7.0, -0.5, 1989-02-18 16:45:00, 0.0, 39.0
1.0, None, 2.0, 2.0, -4.0, 1.5, 1989-02-19 16:30:00, None, 42.0
-1.0, None, 0.0, 0.0, -4.0, 3.0, 1989-02-20 07:10:00, 0.0, 42.0
2.5, None, 0.0, 0.0, -2.0, 4.0, 1989-02-20 16:30:00, 0.0, 41.0
