station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
2.0, 100.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1993-02-01 06:30:00, 8.0, 170.0
3.0, 86.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1993-02-01 15:30:00, 0.0, 166.0
0.0, 100.0, 5.0, 5.0, 0.0, 5.0, 3.0, 1993-02-02 06:45:00, 6.0, 168.0
2.0, 100.0, 2.0, 0.0, 0.0, 0.0, 2.0, 1993-02-02 15:30:00, 2.0, 162.0
0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1993-02-03 05:50:00, 4.0, 158.0
2.0, 100.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1993-02-03 15:30:00, 4.0, 154.0
0.5, 100.0, 0.0, 0.0, 0.5, 0.0, 2.0, 1993-02-04 05:40:00, 10.0, 149.0
3.0, 98.0, 0.0, 0.0, 0.5, 0.0, 3.0, 1993-02-04 15:30:00, 14.0, 145.0
1.5, 100.0, 0.0, 0.0, 1.5, 0.0, 4.0, 1993-02-05 05:50:00, 28.0, 138.0
1.5, 100.0, 0.0, 0.0, 0.5, 0.0, 3.0, 1993-02-05 17:45:00, 7.0, 134.0
0.5, 100.0, 0.0, 0.0, 0.5, 0.0, 2.0, 1993-02-06 05:55:00, 5.0, 130.0
2.5, 100.0, 0.0, 0.0, 0.5, 0.0, 2.5, 1993-02-06 15:30:00, 6.0, 126.0
1.0, 100.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1993-02-07 05:50:00, 11.0, 123.0
3.0, 100.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1993-02-07 15:30:00, 12.0, 120.0
1.0, 100.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1993-02-08 06:05:00, 3.0, 118.0
3.0, 93.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1993-02-08 15:20:00, 0.0, 116.0
-1.0, 98.0, 0.0, 0.0, -1.0, 0.0, 3.0, 1993-02-09 05:45:00, 0.0, 115.0
-2.0, 97.0, 0.0, 0.0, -2.0, 0.0, -0.5, 1993-02-09 15:30:00, 0.0, 115.0
-7.0, 95.0, 0.1, 0.1, -7.0, 0.1, -2.0, 1993-02-10 05:45:00, 0.0, 115.0
-3.0, 98.0, 0.0, 0.0, -7.0, 0.0, -1.0, 1993-02-10 15:30:00, 0.0, 115.0
-8.0, 96.0, 0.0, 0.0, -8.0, 0.0, -3.0, 1993-02-11 05:50:00, 0.0, 115.0
-6.0, 95.0, 0.1, 0.1, -9.5, 0.1, -6.0, 1993-02-11 15:30:00, 0.0, 115.0
-9.0, 94.0, 0.0, 0.0, -11.0, 0.0, -6.0, 1993-02-12 05:50:00, 0.0, 115.0
-6.0, 96.0, 0.1, 0.1, -11.0, 0.1, -6.0, 1993-02-12 15:30:00, 0.0, 115.0
-8.0, 95.0, 0.1, 0.1, -9.0, 0.1, -6.0, 1993-02-13 05:50:00, 0.0, 115.0
-2.0, 97.0, 0.0, 0.0, -9.0, 0.0, -2.0, 1993-02-13 15:30:00, 0.0, 115.0
-9.5, 94.0, 0.1, 0.1, -9.5, 0.1, -2.0, 1993-02-14 05:50:00, 0.0, 115.0
-6.5, 95.0, 0.1, 0.1, -11.0, 0.1, -4.0, 1993-02-14 15:40:00, 0.0, 115.0
-15.0, 91.0, 0.1, 0.1, -15.0, 0.1, -6.5, 1993-02-15 06:05:00, 0.0, 115.0
-8.0, 93.0, 0.1, 0.1, -15.5, 0.1, -7.0, 1993-02-15 15:30:00, 0.0, 115.0
-15.0, 90.0, 0.1, 0.1, -15.0, 0.1, -8.0, 1993-02-16 05:55:00, 0.0, 115.0
-8.0, 83.0, 0.1, 0.1, -15.0, 0.1, -8.0, 1993-02-16 15:30:00, 0.0, 115.0
-16.0, 90.0, 0.1, 0.1, -16.0, 0.1, -7.5, 1993-02-17 05:50:00, 0.0, 115.0
-11.0, 90.0, 0.1, 0.1, -17.0, 0.1, -8.0, 1993-02-17 15:30:00, 0.0, 115.0
-12.0, 91.0, 0.0, 0.0, -17.0, 0.0, -8.0, 1993-02-18 05:55:00, 0.0, 115.0
-2.0, 84.0, 0.1, 0.1, -12.0, 0.1, -2.0, 1993-02-18 15:30:00, 0.0, 115.0
-7.0, 56.0, 0.0, 0.0, -7.0, 0.0, 1.0, 1993-02-19 05:50:00, 0.0, 115.0
-3.5, 44.0, 0.0, 0.0, -11.5, 0.0, -1.0, 1993-02-19 15:30:00, 0.0, 115.0
-15.0, 87.0, 0.0, 0.0, -15.0, 0.0, -3.5, 1993-02-20 07:50:00, 0.0, 115.0
-4.5, 37.0, 0.0, 0.0, -15.0, 0.0, -1.5, 1993-02-20 15:30:00, 0.0, 115.0
-19.0, 93.0, 0.0, 0.0, -19.0, 0.0, -4.5, 1993-02-21 06:20:00, 0.0, 115.0
-13.0, 79.0, 0.0, 0.0, -20.0, 0.0, -10.0, 1993-02-21 15:30:00, 0.0, 115.0
-14.0, 93.0, 0.0, 0.0, -18.0, 0.0, -13.0, 1993-02-22 06:30:00, 0.0, 115.0
-11.0, 75.0, 0.0, 0.0, -16.0, 0.0, -7.5, 1993-02-22 15:30:00, 0.0, 115.0
-20.0, 92.0, 0.0, 0.0, -20.0, 0.0, -11.0, 1993-02-23 05:50:00, 0.0, 115.0
-12.0, 80.0, 0.0, 0.0, -20.5, 0.0, -10.0, 1993-02-23 15:30:00, 0.0, 115.0
-20.0, 92.0, 0.0, 0.0, -20.0, 0.0, -12.0, 1993-02-24 05:50:00, 0.0, 115.0
-12.0, 79.0, 0.0, 0.0, -20.5, 0.0, -9.0, 1993-02-24 15:30:00, 0.0, 115.0
-16.0, 93.0, 0.0, 0.0, -18.0, 0.0, -12.0, 1993-02-25 06:15:00, 0.0, 115.0
-6.0, 81.0, 0.1, 0.1, -16.0, 0.1, -6.0, 1993-02-25 15:35:00, 0.0, 115.0
-6.0, 97.0, 14.0, 14.0, -7.5, 14.0, -6.0, 1993-02-26 06:40:00, 7.0, 128.0
0.0, 98.0, 17.0, 4.0, -6.0, 4.0, 0.0, 1993-02-26 15:30:00, 4.0, 118.0
0.0, 100.0, 26.0, 16.0, 0.0, 16.0, 0.0, 1993-02-27 07:25:00, 25.0, 134.0
0.5, None, 36.0, 13.0, 0.0, 13.0, 1.0, 1993-02-27 15:30:00, 20.0, 151.0
0.0, None, None, None, 0.0, None, 0.0, 1993-02-28 06:00:00, 20.0, None
2.5, 96.0, 0.0, 0.0, 0.0, 0.0, 2.5, 1993-02-28 15:30:00, 13.0, 140.0
0.0, 100.0, 0.1, 0.1, 0.0, 0.1, 2.5, 1993-03-01 07:05:00, 18.0, 140.0
3.5, 90.0, 0.0, 0.0, 0.0, 0.0, 5.5, 1993-03-01 15:30:00, 2.0, 136.0
-0.5, 100.0, 0.1, 0.1, -0.5, 0.1, 3.5, 1993-03-02 06:35:00, 0.0, 134.0
3.0, 76.0, 0.0, 0.0, -1.0, 0.0, 3.5, 1993-03-02 15:30:00, 0.0, 134.0
0.0, 97.0, 2.0, 2.0, 0.0, 2.0, 3.0, 1993-03-03 06:25:00, 2.0, 136.0
2.5, 92.0, 1.0, 0.1, 0.0, 0.1, 3.0, 1993-03-03 15:30:00, 1.0, 136.0
0.0, 100.0, 0.1, 0.1, 0.0, 0.1, 2.5, 1993-03-04 06:25:00, 9.0, 135.0
2.0, 97.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1993-03-04 15:30:00, 10.0, 134.0
0.0, 100.0, 5.0, 5.0, 0.0, 5.0, 2.0, 1993-03-05 06:35:00, 16.0, 137.0
2.0, 98.0, 2.0, 0.0, 0.0, 0.0, 3.5, 1993-03-05 15:30:00, 9.0, 136.0
1.0, 100.0, 0.0, 0.0, 1.0, 0.0, 2.5, 1993-03-05 18:15:00, 5.0, None
0.0, 100.0, 0.0, 0.0, -0.5, 0.0, 2.0, 1993-03-06 06:30:00, 8.0, 136.0
2.5, 95.0, 0.0, 0.0, 0.0, 0.0, 3.5, 1993-03-06 15:30:00, 4.0, 136.0
-0.5, 100.0, 0.0, 0.0, -0.5, 0.0, 2.5, 1993-03-07 06:25:00, 0.0, 136.0
4.5, 62.0, 0.0, 0.0, -0.5, 0.0, 4.5, 1993-03-07 15:30:00, 1.0, 136.0
-6.0, 86.0, 0.0, 0.0, -6.0, 0.0, 4.5, 1993-03-08 06:35:00, 0.0, 136.0
1.0, 68.0, 0.0, 0.0, -6.0, 0.0, 2.0, 1993-03-08 15:30:00, 0.0, 136.0
