station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
8.0, 54.0, 0.0, 0.0, 1.0, None, 8.0, 1988-11-21 08:00:00, None, 0.0
4.0, 95.0, 0.0, 0.0, 3.0, None, 4.0, 1988-11-22 15:00:00, None, 0.0
-1.0, 97.0, 0.0, 0.0, -1.0, None, 5.0, 1988-11-23 07:45:00, None, 0.0
2.0, 74.0, 0.0, 0.0, -0.5, None, 4.5, 1988-11-23 15:00:00, None, 0.0
-2.0, 92.0, 0.0, 0.0, -4.0, None, 3.0, 1988-11-24 07:40:00, None, 0.0
2.0, 56.0, 0.0, 0.0, -2.0, None, 5.0, 1988-11-24 15:15:00, None, 0.0
-2.0, 95.0, 3.0, 3.0, -3.5, None, 2.0, 1988-11-25 07:00:00, None, 3.0
-1.0, 82.0, 5.0, 2.0, -3.0, None, -1.0, 1988-11-25 15:00:00, None, 5.0
-5.0, 95.0, 0.0, 0.0, -5.0, None, 0.5, 1988-11-26 07:00:00, None, 4.0
-1.0, 82.0, 0.0, 0.0, -5.0, None, -1.0, 1988-11-26 15:00:00, None, 4.0
-2.0, 91.0, 2.0, 2.0, -4.0, None, 0.0, 1988-11-27 07:00:00, None, 4.0
2.0, 80.0, 0.0, 0.0, -2.0, None, 2.0, 1988-11-27 15:00:00, None, 4.0
-4.0, 47.0, 0.0, 0.0, -5.0, None, 2.0, 1988-11-28 07:30:00, None, 4.0
1.0, 83.0, 0.0, 0.0, -5.0, None, 2.5, 1988-11-28 15:00:00, None, 4.0
-1.0, 97.0, 0.0, 0.0, -3.0, None, 2.5, 1988-11-29 07:30:00, None, 3.0
1.0, 92.0, 0.0, 0.0, -1.5, None, 2.5, 1988-11-29 15:00:00, None, 3.0
-3.0, 97.0, 0.0, 0.0, -4.0, None, 2.5, 1988-11-30 07:30:00, None, 3.0
1.0, 95.0, 0.0, 0.0, -3.0, None, 1.5, 1988-11-30 15:00:00, None, 3.0
-5.0, 95.0, 0.0, 0.0, -6.0, None, 1.0, 1988-12-01 07:00:00, None, 3.0
3.0, 73.0, 0.0, 0.0, -5.0, None, 6.0, 1988-12-01 16:00:00, 0.0, 3.0
1.0, 88.0, 0.0, 0.0, -2.5, None, 5.5, 1988-12-02 07:00:00, None, 3.0
3.0, 82.0, 0.0, 0.0, 2.5, None, 3.5, 1988-12-02 15:00:00, None, 3.0
-3.0, 98.0, 0.0, 0.0, -4.0, None, 4.0, 1988-12-03 07:30:00, None, 3.0
4.5, 72.0, 0.0, 0.0, -3.5, None, 4.5, 1988-12-03 15:00:00, None, 2.0
-2.0, 98.0, 0.0, 0.0, -3.5, None, 5.0, 1988-12-04 07:30:00, 0.0, 2.0
1.0, 93.0, 0.0, 0.0, -2.5, None, 1.0, 1988-12-04 15:00:00, 0.0, 2.0
1.0, 97.0, 0.0, 0.0, 0.5, None, 3.0, 1988-12-05 07:00:00, 3.0, 1.0
2.0, 96.0, None, None, 0.5, None, 3.0, 1988-12-05 15:00:00, 2.0, 1.0
1.0, 98.0, 0.0, 0.0, 0.5, None, 3.0, 1988-12-06 07:00:00, 0.0, 1.0
3.0, 94.0, None, None, 1.5, None, 4.0, 1988-12-06 15:00:00, 0.0, None
-4.0, 97.0, 0.0, 0.0, -4.0, None, 4.0, 1988-12-07 07:30:00, 0.0, 0.0
0.5, 86.0, 0.0, 0.0, -0.5, None, 4.0, 1988-12-07 15:20:00, 0.0, 0.0
-1.5, 95.0, 6.0, 6.0, -1.5, None, 1.0, 1988-12-08 07:00:00, 4.0, 6.0
-1.0, 95.0, 8.0, 4.0, -1.5, None, -0.5, 1988-12-08 17:30:00, 4.0, 8.0
0.0, 96.0, 0.0, 0.0, -1.0, None, 0.5, 1988-12-09 07:00:00, 0.0, 8.0
1.0, 95.0, 0.0, 0.0, 0.0, None, 1.0, 1988-12-09 16:00:00, 0.0, 6.0
1.0, 98.0, 0.0, 0.0, -0.5, None, 1.0, 1988-12-10 08:00:00, 0.0, 6.0
2.0, 96.0, 0.0, 0.0, 0.0, None, 2.5, 1988-12-10 15:15:00, 0.0, 6.0
0.0, 99.0, 1.0, 1.0, 0.0, None, 2.0, 1988-12-11 07:30:00, 1.0, 7.0
1.0, 99.0, 0.0, 0.0, 0.0, None, 1.0, 1988-12-11 15:20:00, 4.0, 7.0
1.0, 99.0, None, 0.0, -0.5, None, 1.0, 1988-12-12 07:00:00, 0.0, 2.0
1.0, 96.0, 0.0, 0.0, 0.5, None, 2.0, 1988-12-12 16:00:00, 0.0, 2.0
1.5, 95.0, 0.0, 0.0, 0.0, None, 1.5, 1988-12-13 08:00:00, 10.0, 0.0
2.0, 55.0, 0.0, 0.0, 1.5, None, 4.5, 1988-12-13 16:00:00, 0.0, 0.0
-3.0, 90.0, 0.0, 0.0, -3.5, None, 2.0, 1988-12-14 08:30:00, 0.0, 0.0
0.5, 61.0, 0.0, 0.0, -3.0, None, 1.0, 1988-12-14 15:30:00, 0.0, 0.0
-4.0, 78.0, 0.0, 0.0, -4.0, None, 1.0, 1988-12-15 07:00:00, 0.0, 0.0
-4.0, 86.0, 0.0, 0.0, -5.0, None, 0.0, 1988-12-15 17:00:00, 0.0, 0.0
-6.0, 92.0, 0.0, 0.0, -10.0, None, -4.0, 1988-12-16 07:30:00, 0.0, 0.0
-5.0, 85.0, None, None, -5.0, None, -3.0, 1988-12-16 16:00:00, 0.0, None
-7.0, 91.0, 0.0, 0.0, -10.0, None, -3.0, 1988-12-17 08:00:00, 0.0, 0.0
-6.0, 86.0, 0.0, 0.0, -6.0, None, -3.0, 1988-12-17 15:30:00, 0.0, 0.0
-6.0, 95.0, 0.0, 0.0, -7.0, None, -4.0, 1988-12-18 08:00:00, 0.0, 0.0
-3.0, 95.0, 1.0, 1.0, -6.0, None, -3.0, 1988-12-18 15:30:00, 1.0, 1.0
-3.0, 96.0, 3.0, 3.0, -6.0, None, -3.0, 1988-12-19 07:00:00, 1.0, 3.0
-1.0, 92.0, 0.0, 0.0, -3.0, None, 0.0, 1988-12-19 15:00:00, 0.0, 3.0
-7.0, 95.0, 0.0, 0.0, -8.0, None, 0.0, 1988-12-20 07:00:00, 0.0, 3.0
-3.0, 90.0, 0.0, 0.0, -7.0, None, -3.0, 1988-12-20 15:00:00, 0.0, 3.0
-4.0, 97.0, 1.0, 1.0, -5.0, None, -3.0, 1988-12-21 07:00:00, 1.0, 4.0
-2.0, 93.0, 0.0, 0.0, -4.0, None, -1.0, 1988-12-21 15:30:00, 0.0, 4.0
-3.0, 97.0, 0.0, 0.0, -4.0, None, 0.0, 1988-12-22 07:00:00, 0.0, 4.0
-2.0, 86.0, 0.0, 0.0, -4.0, None, 0.0, 1988-12-22 15:30:00, 0.0, 4.0
-4.0, 95.0, 3.0, 3.0, -6.0, None, -1.0, 1988-12-23 07:30:00, 3.0, 6.0
-2.0, 92.0, 0.0, None, -4.0, None, -1.0, 1988-12-23 15:00:00, 0.0, 6.0
-6.0, 95.0, 4.0, 2.0, -7.5, None, -2.0, 1988-12-24 08:00:00, 0.0, 8.0
-3.0, 85.0, 0.0, 0.0, -6.5, None, -3.0, 1988-12-24 15:00:00, 0.0, 8.0
-15.0, 91.0, 0.0, 0.0, -15.0, None, -4.0, 1988-12-25 07:00:00, 0.0, 8.0
