station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-8.0, 96.0, None, None, -8.0, -6.0, 1989-01-05 18:00:00, 1.0, None, None
-9.5, 93.0, None, None, -9.5, -8.0, 1989-01-06 06:00:00, 0.0, None, None
-18.5, 85.0, None, None, -18.5, -9.5, 1989-01-06 18:00:00, 0.0, None, None
-19.0, 86.0, None, None, -24.0, -19.0, 1989-01-07 06:00:00, 0.0, None, None
-16.0, 90.0, None, None, -19.0, -16.0, 1989-01-07 18:00:00, 0.0, None, None
-11.0, 92.0, None, None, -16.0, -11.0, 1989-01-08 06:00:00, 0.0, None, None
-8.0, 95.0, None, None, -11.0, -8.0, 1989-01-08 18:00:00, 2.0, None, None
-5.0, 98.0, None, None, -8.0, -4.0, 1989-01-09 06:00:00, 9.0, None, None
-3.5, 98.0, None, None, -5.0, -3.5, 1989-01-09 18:00:00, 3.0, None, None
-7.0, 97.0, None, None, -7.0, -3.5, 1989-01-10 06:00:00, 1.0, None, None
-6.0, 99.0, None, None, -9.0, -4.0, 1989-01-10 18:00:00, 0.0, None, None
-8.0, 92.0, None, None, -9.5, -6.0, 1989-01-11 06:00:00, 0.0, None, None
-5.0, 95.0, None, None, -8.0, -4.0, 1989-01-11 18:00:00, 0.0, None, None
-2.5, 96.0, None, None, -5.0, -2.5, 1989-01-12 06:00:00, 2.0, None, None
-2.5, 88.0, None, None, -2.5, -1.0, 1989-01-12 18:00:00, 0.0, None, None
-3.0, 96.0, None, None, -3.0, -2.5, 1989-01-13 06:00:00, 2.0, None, None
-7.0, 91.0, None, None, -7.0, -3.0, 1989-01-13 18:00:00, 0.0, None, None
-10.0, 91.0, None, None, -10.0, -7.0, 1989-01-14 06:00:00, 1.0, None, None
-8.0, 92.0, None, None, -11.0, -7.0, 1989-01-14 18:00:00, 1.0, None, None
-5.5, 96.0, None, None, -8.0, -5.5, 1989-01-15 06:00:00, 3.0, None, None
-3.0, 95.0, None, None, -3.0, -1.0, 1989-01-15 18:00:00, 0.0, None, None
-1.0, 93.0, None, None, -3.0, -1.0, 1989-01-16 06:00:00, 0.0, None, None
-1.0, 97.0, None, None, -1.0, 2.0, 1989-01-16 18:00:00, 3.0, None, None
-3.0, 94.0, None, None, -3.0, -1.0, 1989-01-17 06:00:00, 1.0, None, None
-3.0, 91.0, None, None, -4.0, -3.0, 1989-01-17 18:00:00, 0.0, None, None
-1.0, 90.0, None, None, -3.0, -1.0, 1989-01-18 06:00:00, 0.0, None, None
-5.0, 90.0, None, None, -5.0, -1.0, 1989-01-18 18:00:00, 0.0, None, None
-5.0, 70.0, None, None, -7.0, -5.0, 1989-01-19 06:00:00, 0.0, None, None
-3.0, 90.0, None, None, -5.0, 0.0, 1989-01-19 18:00:00, 0.0, None, None
-5.0, 95.0, None, None, -7.0, 0.0, 1989-01-20 06:00:00, 0.0, None, None
-1.0, 96.0, None, None, -6.0, 1.0, 1989-01-20 18:00:00, 2.0, None, None
-6.0, 94.0, None, None, -6.0, -1.0, 1989-01-21 06:00:00, 1.0, None, None
-10.0, 90.0, None, None, -10.0, -3.0, 1989-01-21 18:00:00, 0.0, None, None
-13.0, 95.0, None, None, -13.0, -10.0, 1989-01-22 06:00:00, 0.0, None, None
-12.0, None, None, None, -13.0, -7.0, 1989-01-22 18:00:00, 3.0, None, None
-23.0, 90.0, None, None, -23.0, -12.0, 1989-01-23 06:00:00, 0.0, None, None
-16.0, 91.0, None, None, -24.0, -9.0, 1989-01-23 18:00:00, 0.0, None, None
-11.0, 80.0, None, None, -17.0, -11.0, 1989-01-24 06:00:00, 0.0, None, None
-12.0, 93.0, None, None, -12.0, -5.0, 1989-01-24 18:00:00, 0.0, None, None
-6.0, 97.0, None, None, -14.0, -6.0, 1989-01-25 06:00:00, 0.0, None, None
-3.0, 97.0, None, None, -6.0, -1.0, 1989-01-25 18:00:00, 0.0, None, None
-3.0, 97.0, None, None, -3.0, -1.0, 1989-01-26 06:00:00, 0.0, None, None
-5.0, 90.0, None, None, -5.0, 1.0, 1989-01-26 18:00:00, 0.0, None, None
-5.0, 93.0, None, None, -7.0, -2.0, 1989-01-27 06:00:00, 1.0, None, None
-4.0, 87.0, None, None, -5.0, 0.0, 1989-01-27 18:00:00, 0.0, None, None
-3.0, 70.0, None, None, -6.0, -3.0, 1989-01-28 06:00:00, 0.0, None, None
-2.0, 55.0, None, None, -4.0, 0.0, 1989-01-28 18:00:00, 0.0, None, None
2.0, 97.0, None, None, -2.0, 2.0, 1989-01-29 06:00:00, 0.0, None, None
4.0, 95.0, None, None, 2.0, 4.0, 1989-01-29 18:00:00, 0.0, None, None
4.0, 75.0, None, None, 4.0, 5.0, 1989-01-30 06:00:00, 0.0, None, None
-1.0, 95.0, None, None, -1.0, 7.0, 1989-01-30 18:00:00, 5.0, None, None
-14.0, 90.0, None, None, -14.0, -1.0, 1989-01-31 06:00:00, 7.0, None, None
-29.0, 81.0, None, None, -29.0, -14.0, 1989-01-31 18:00:00, 1.0, None, None
-32.0, 80.0, None, None, -32.0, -29.0, 1989-02-01 06:00:00, 1.0, None, None
-30.0, 82.0, None, None, -32.0, -30.0, 1989-02-01 18:00:00, 0.0, None, None
-34.0, 80.0, None, None, -34.0, -30.0, 1989-02-02 06:00:00, 1.0, None, None
-27.0, 82.0, None, None, -34.0, -25.0, 1989-02-02 18:00:00, 0.0, None, None
-30.0, 84.0, None, None, -30.0, -27.0, 1989-02-03 06:00:00, 0.0, None, None
-25.0, 83.0, None, None, -30.0, -21.0, 1989-02-03 18:00:00, 0.0, None, None
-29.0, 82.0, None, None, -29.0, -24.0, 1989-02-04 06:00:00, 0.0, None, None
-20.0, 82.0, None, None, -29.0, -17.0, 1989-02-04 18:00:00, 0.0, None, None
-19.0, 87.0, None, None, -24.0, -19.0, 1989-02-05 06:00:00, 0.0, None, None
-19.0, 86.0, None, None, -19.0, -11.0, 1989-02-05 18:00:00, 0.0, None, None
-23.0, 85.0, None, None, -23.0, -15.0, 1989-02-06 06:00:00, 0.0, None, None
-18.0, 88.0, None, None, -18.0, -8.0, 1989-02-06 18:00:00, 0.0, None, None
-17.0, 90.0, None, None, -21.0, -17.0, 1989-02-07 06:00:00, 3.0, None, None
-16.0, 94.0, None, None, -17.0, -16.0, 1989-02-07 18:00:00, 1.0, None, None
-19.0, 91.0, None, None, -19.0, -16.0, 1989-02-08 06:00:00, 0.0, None, None
-9.0, 95.0, None, None, -19.0, -4.0, 1989-02-08 18:00:00, 0.0, None, None
-17.0, 92.0, None, None, -17.0, -9.0, 1989-02-09 06:00:00, 0.0, None, None
-7.0, 97.0, None, None, -18.0, -2.0, 1989-02-09 18:00:00, 0.0, None, None
-15.0, 95.0, None, None, -15.0, -7.0, 1989-02-10 06:00:00, 0.0, None, None
-7.0, 96.0, None, None, -16.0, -2.0, 1989-02-10 18:00:00, 0.0, None, None
-16.0, 94.0, None, None, -16.0, -7.0, 1989-02-11 06:00:00, 0.0, None, None
-7.0, 96.0, None, None, -16.0, -1.0, 1989-02-11 18:00:00, 0.0, None, None
-16.0, 94.0, None, None, -16.0, -7.0, 1989-02-12 06:00:00, 0.0, None, None
-9.0, 94.0, None, None, -16.0, -5.0, 1989-02-12 18:00:00, 0.0, None, None
-9.0, 95.0, None, None, -11.0, -9.0, 1989-02-13 06:00:00, 0.0, None, None
-9.0, 92.0, None, None, -9.0, -6.0, 1989-02-13 18:00:00, 0.0, None, None
-15.0, 92.0, None, None, -15.0, -9.0, 1989-02-14 06:00:00, 0.0, None, None
-9.0, 94.0, None, None, -15.0, -3.0, 1989-02-14 18:00:00, 0.0, None, None
-8.0, 92.0, None, None, -14.0, -8.0, 1989-02-15 06:00:00, 0.0, None, None
-6.0, 94.0, None, None, -8.0, -5.0, 1989-02-15 18:00:00, 2.0, None, None
-10.0, 93.0, None, None, -10.0, -6.0, 1989-02-16 06:00:00, 4.0, None, None
-7.0, 93.0, None, None, -10.0, -7.0, 1989-02-16 18:00:00, 3.0, None, None
-12.0, 93.0, None, None, -13.0, -7.0, 1989-02-17 06:00:00, 1.0, None, None
-9.0, 94.0, None, None, -12.0, -9.0, 1989-02-17 18:00:00, 3.0, None, None
-9.0, 95.0, None, None, -9.0, -7.0, 1989-02-18 06:00:00, 3.0, None, None
-4.0, 95.0, None, None, -9.0, -2.0, 1989-02-18 18:00:00, 0.0, None, None
-9.0, 95.0, None, None, -9.0, -4.0, 1989-02-19 06:00:00, 0.0, None, None
-0.5, 95.0, 31.0, 31.0, -35.5, 5.5, 1989-02-19 13:30:00, 47.0, None, 90.0
-3.0, 98.0, None, None, -3.0, -0.5, 1989-02-19 18:00:00, 0.0, None, None
-8.0, 99.0, None, None, -8.0, -3.0, 1989-02-20 06:00:00, 0.0, None, None
-3.0, 99.0, None, None, -8.5, 1.0, 1989-02-20 18:00:00, 0.0, None, None
-10.5, 98.0, None, None, -11.0, -3.0, 1989-02-21 06:00:00, 0.0, None, None
-0.5, 91.0, None, None, -10.5, 1.0, 1989-02-21 18:00:00, 0.0, None, None
-2.0, 99.0, None, None, -2.0, -0.5, 1989-02-22 06:00:00, 3.0, None, None
0.5, 100.0, None, None, -2.0, 1.0, 1989-02-22 18:00:00, 1.0, None, None
-4.0, 95.0, None, None, -4.0, 0.5, 1989-02-23 06:00:00, 1.0, None, None
-1.5, 92.0, None, None, -5.0, 0.5, 1989-02-23 18:00:00, 0.0, None, None
-4.5, 97.0, None, None, -4.5, -1.5, 1989-02-24 06:00:00, 2.0, None, None
-4.0, 85.0, None, None, -10.5, -1.0, 1989-02-24 18:00:00, 0.0, None, None
-13.5, 98.0, None, None, -13.5, -4.0, 1989-02-25 06:00:00, 0.0, None, None
-3.5, 87.0, None, None, -15.5, -2.5, 1989-02-25 18:00:00, 0.0, None, None
-14.0, 93.0, None, None, -14.0, -3.5, 1989-02-26 06:00:00, 1.0, None, None
-3.0, 80.0, None, None, -17.5, -1.5, 1989-02-26 18:00:00, 0.0, None, None
-5.0, 99.0, None, None, -5.5, -3.0, 1989-02-27 06:00:00, 0.0, None, None
-3.0, 98.0, None, None, -5.0, -3.0, 1989-02-27 18:00:00, 2.0, None, None
-8.0, 95.0, None, None, -8.0, -3.0, 1989-02-28 06:00:00, 6.0, None, None
-14.5, 91.0, None, None, -14.5, -8.0, 1989-02-28 18:00:00, 2.0, None, None
-20.0, 89.0, None, None, -20.0, -14.5, 1989-03-01 06:00:00, 2.0, None, None
-16.5, 87.0, None, None, -21.5, -16.0, 1989-03-01 18:00:00, 0.0, None, None
-20.0, 87.0, None, None, -20.0, -16.5, 1989-03-02 06:00:00, 1.0, None, None
-16.5, 86.0, None, None, -20.5, -14.5, 1989-03-02 18:00:00, 0.0, None, None
-26.5, 86.0, None, None, -26.5, -16.5, 1989-03-03 06:00:00, 0.0, None, None
-9.0, 90.0, None, None, -26.5, -6.5, 1989-03-03 18:00:00, 1.0, None, None
-15.0, 92.0, None, None, -15.0, -9.0, 1989-03-04 06:00:00, 0.0, None, None
-8.0, 85.0, None, None, -15.0, -5.0, 1989-03-04 18:00:00, 0.0, None, None
-5.0, 95.0, None, None, -8.0, -5.0, 1989-03-05 06:00:00, 0.0, None, None
-2.0, 98.0, None, None, -5.0, -2.0, 1989-03-05 18:00:00, 2.0, None, None
-3.0, 100.0, None, None, -3.0, 0.0, 1989-03-06 06:00:00, 0.0, None, None
-4.5, 95.0, None, None, -4.5, 2.5, 1989-03-06 18:00:00, 2.0, None, None
-8.0, 93.0, None, None, -8.0, -4.5, 1989-03-07 06:00:00, 0.0, None, None
-5.0, 85.0, None, None, -8.0, -2.5, 1989-03-07 18:00:00, 1.0, None, None
-6.0, 97.0, None, None, -7.5, -4.5, 1989-03-08 06:00:00, 0.0, None, None
-1.0, 80.0, None, None, -6.5, 3.0, 1989-03-08 18:00:00, 0.0, None, None
-6.0, 97.0, None, None, -6.0, -1.0, 1989-03-09 06:00:00, 0.0, None, None
0.0, 99.0, None, None, -6.0, 0.5, 1989-03-09 18:00:00, 2.0, None, None
0.0, 95.0, None, None, -0.5, 1.0, 1989-03-10 06:00:00, 0.0, None, None
2.0, 93.0, None, None, 0.0, 4.0, 1989-03-10 18:00:00, 0.0, None, None
1.5, 95.0, None, None, -1.5, 2.0, 1989-03-11 06:00:00, 1.0, None, None
2.0, 92.0, None, None, 1.0, 4.0, 1989-03-11 18:00:00, 3.0, None, None
0.0, 95.0, None, None, -2.5, 2.0, 1989-03-12 06:00:00, 0.0, None, None
1.5, 100.0, None, None, 0.0, 4.5, 1989-03-12 18:00:00, 1.0, None, None
-3.0, 100.0, None, None, -3.0, 1.5, 1989-03-13 06:00:00, 1.0, None, None
-3.0, 87.0, None, None, -3.0, 0.0, 1989-03-13 18:00:00, 1.0, None, None
-4.5, 98.0, None, None, -4.5, -3.0, 1989-03-14 06:00:00, 9.0, None, None
-3.5, 96.0, None, None, -4.5, -2.5, 1989-03-14 18:00:00, 2.0, None, None
-8.0, 92.0, None, None, -8.0, -3.5, 1989-03-15 06:00:00, 0.0, None, None
-5.0, 92.0, None, None, -9.0, 1.5, 1989-03-15 18:00:00, 1.0, None, None
-10.0, 95.0, None, None, -10.5, -5.0, 1989-03-16 06:00:00, 0.0, None, None
-6.0, 91.0, None, None, -10.0, -4.0, 1989-03-16 18:00:00, 0.0, None, None
-7.5, 97.0, None, None, -8.5, -6.0, 1989-03-17 06:00:00, 1.0, None, None
-3.0, 95.0, None, None, -7.5, -1.0, 1989-03-17 18:00:00, 2.0, None, None
-5.0, 99.0, None, None, -9.0, -3.0, 1989-03-18 06:00:00, 1.0, None, None
-4.0, 93.0, None, None, -5.0, -0.5, 1989-03-18 18:00:00, 1.0, None, None
-8.5, 100.0, None, None, -8.5, -4.0, 1989-03-19 06:00:00, 1.0, None, None
-1.0, 94.0, None, None, -8.5, 3.5, 1989-03-19 18:00:00, 0.0, None, None
-11.0, 100.0, None, None, -11.0, -1.0, 1989-03-20 06:00:00, 0.0, None, None
2.0, 78.0, None, None, -11.0, 6.0, 1989-03-20 18:00:00, 0.0, None, None
-0.5, 99.0, None, None, -0.5, 2.0, 1989-03-21 06:00:00, 0.0, None, None
-2.0, 90.0, None, None, -2.0, 1.5, 1989-03-21 18:00:00, 2.0, None, None
-7.5, 90.0, None, None, -7.5, -2.0, 1989-03-22 06:00:00, 0.0, None, None
-2.0, 90.0, None, None, -7.5, 0.5, 1989-03-22 18:00:00, 0.0, None, None
-5.5, 95.0, None, None, -5.5, -2.0, 1989-03-23 06:00:00, 1.0, None, None
-4.5, 97.0, 17.0, 17.0, -28.0, 5.0, 1989-03-23 08:20:00, 57.0, None, 105.0
-2.0, 78.0, None, None, -4.5, 2.0, 1989-03-23 18:00:00, 0.0, None, None
-3.0, 75.0, None, None, -9.0, -2.0, 1989-03-24 06:00:00, 0.0, None, None
-0.5, 87.0, None, None, -3.0, 3.5, 1989-03-24 18:00:00, 1.0, None, None
-0.5, 98.0, None, None, -1.0, -0.5, 1989-03-25 06:00:00, 0.0, None, None
0.0, 91.0, None, None, -0.5, 3.0, 1989-03-25 18:00:00, 2.0, None, None
-1.0, 92.0, None, None, -1.0, 0.0, 1989-03-26 06:00:00, 0.0, None, None
0.5, 98.0, None, None, -1.0, 4.5, 1989-03-26 18:00:00, 3.0, None, None
-1.0, 94.0, None, None, -1.5, 0.5, 1989-03-27 06:00:00, 1.0, None, None
-1.0, 91.0, None, None, -1.0, 3.0, 1989-03-27 18:00:00, 0.0, None, None
-4.5, 90.0, None, None, -5.0, -1.0, 1989-03-28 06:00:00, 0.0, None, None
-3.0, 80.0, None, None, -4.5, 1.5, 1989-03-28 18:00:00, 0.0, None, None
-5.5, 98.0, None, None, -7.0, -3.0, 1989-03-29 06:00:00, 1.0, None, None
-2.0, 86.0, None, None, -5.5, 4.0, 1989-03-29 18:00:00, 2.0, None, None
-10.0, 75.0, None, None, -10.5, -2.0, 1989-03-30 06:00:00, 0.0, None, None
-1.0, 97.0, None, None, -10.0, 3.0, 1989-03-30 18:00:00, 0.0, None, None
-4.0, 90.0, None, None, -4.0, -1.0, 1989-03-31 06:00:00, 0.0, None, None
-3.0, 79.0, None, None, -4.0, 1.0, 1989-03-31 18:00:00, 0.0, None, None
-4.5, 96.0, None, None, -4.5, -3.0, 1989-04-01 06:00:00, 1.0, None, None
-2.0, 96.0, None, None, -4.5, 0.5, 1989-04-01 18:00:00, 1.0, None, None
-5.5, 92.0, None, None, -6.0, -2.0, 1989-04-02 06:00:00, 1.0, None, None
-3.0, 78.0, None, None, -5.5, 1.0, 1989-04-02 18:00:00, 0.0, None, None
-4.5, 88.0, None, None, -6.0, -3.0, 1989-04-03 06:00:00, 0.0, None, None
-2.0, 76.0, None, None, -4.5, 1.5, 1989-04-03 18:00:00, 0.0, None, None
-2.5, 90.0, None, None, -4.0, -2.0, 1989-04-04 06:00:00, 0.0, None, None
-1.0, 86.0, None, None, -2.5, 1.5, 1989-04-04 18:00:00, 0.0, None, None
1.5, 89.0, None, None, -1.5, 1.5, 1989-04-05 06:00:00, 5.0, None, None
0.5, 86.0, None, None, 0.5, 4.0, 1989-04-05 18:00:00, 0.0, None, None
3.0, 97.0, None, None, -0.5, 3.0, 1989-04-06 06:00:00, 1.0, None, None
4.0, 70.0, None, None, 3.0, 10.0, 1989-04-06 18:00:00, 0.0, None, None
0.0, 80.0, None, None, 0.0, 4.0, 1989-04-07 06:00:00, 0.0, None, None
1.5, 75.0, None, None, -0.5, 4.0, 1989-04-07 18:00:00, 0.0, None, None
-2.0, 90.0, None, None, -5.5, 1.5, 1989-04-08 06:00:00, 0.0, None, None
0.0, 51.0, None, None, -2.0, 4.5, 1989-04-08 18:00:00, 0.0, None, None
-7.5, 90.0, None, None, -8.5, 0.0, 1989-04-09 06:00:00, 0.0, None, None
4.0, 41.0, None, None, -7.5, 6.5, 1989-04-09 18:00:00, -1.0, None, None
1.0, 50.0, None, None, -1.0, 3.0, 1989-04-10 06:00:00, 0.0, None, None
3.5, 77.0, None, None, 1.0, 10.0, 1989-04-10 18:00:00, 0.0, None, None
-1.0, 95.0, None, None, -2.5, 3.5, 1989-04-11 06:00:00, 0.0, None, None
3.0, 81.0, None, None, -1.0, 11.0, 1989-04-11 18:00:00, -1.0, None, None
-1.0, 96.0, None, None, -3.0, 3.0, 1989-04-12 06:00:00, 0.0, None, None
4.0, 75.0, None, None, -1.0, 12.0, 1989-04-12 18:00:00, 0.0, None, None
0.0, 91.0, None, None, -2.5, 4.0, 1989-04-13 06:00:00, 0.0, None, None
4.0, 84.0, None, None, 0.0, 12.5, 1989-04-13 18:00:00, -1.0, None, None
2.5, 87.0, None, None, 0.0, 4.0, 1989-04-14 06:00:00, 0.0, None, None
6.5, 85.0, None, None, 2.5, 14.5, 1989-04-14 18:00:00, 0.0, None, None
3.0, 95.0, None, None, 2.5, 6.5, 1989-04-15 06:00:00, 0.0, None, None
3.0, 76.0, None, None, 3.0, 8.5, 1989-04-15 18:00:00, 0.0, None, None
0.5, 92.0, None, None, -1.5, 3.0, 1989-04-16 06:00:00, 0.0, None, None
3.5, 63.0, None, None, 0.5, 7.5, 1989-04-16 18:00:00, 0.0, None, None
-1.0, 65.0, None, None, -2.5, 3.5, 1989-04-17 06:00:00, 0.0, None, None
3.0, 65.0, None, None, -1.0, 9.0, 1989-04-17 18:00:00, -1.0, None, None
2.0, 85.0, None, None, -3.5, 3.0, 1989-04-18 06:00:00, 0.0, None, None
6.0, 86.0, None, None, 2.0, 14.0, 1989-04-18 18:00:00, 0.0, None, None
3.5, 97.0, None, None, 2.0, 6.0, 1989-04-19 06:00:00, 0.0, None, None
3.5, 93.0, None, None, 3.5, 9.0, 1989-04-19 18:00:00, 0.0, None, None
3.0, 95.0, None, None, 0.5, 3.5, 1989-04-20 06:00:00, 0.0, None, None
2.0, 98.0, None, None, 2.0, 9.0, 1989-04-20 18:00:00, 5.0, None, None
-1.0, 98.0, None, None, -3.0, 2.0, 1989-04-21 06:00:00, 0.0, None, None
2.5, 70.0, None, None, -1.0, 5.0, 1989-04-21 18:00:00, 0.0, None, None
-1.0, 87.0, None, None, -1.5, 2.5, 1989-04-22 06:00:00, 0.0, None, None
3.0, 65.0, None, None, -1.0, 5.5, 1989-04-22 18:00:00, 0.0, None, None
-3.5, 96.0, None, None, -5.0, 3.0, 1989-04-23 06:00:00, 0.0, None, None
3.0, 68.0, None, None, -3.5, 7.0, 1989-04-23 18:00:00, 0.0, None, None
None, None, None, None, None, None, 1989-04-24 06:00:00, 0.0, None, None
6.0, 55.0, None, None, None, None, 1989-04-24 18:00:00, 0.0, None, None
-2.5, 94.0, None, None, -2.5, 6.0, 1989-04-25 06:00:00, 0.0, None, None
6.0, 94.0, None, None, -2.5, 9.0, 1989-04-25 18:00:00, -1.0, None, None
-1.5, 100.0, None, None, -1.5, 6.0, 1989-04-26 06:00:00, 0.0, None, None
4.5, 95.0, None, None, -1.5, 7.0, 1989-04-26 18:00:00, 1.0, None, None
-1.5, 100.0, None, None, -2.0, 4.5, 1989-04-27 06:00:00, 0.0, None, None
7.0, 63.0, None, None, -1.5, 9.0, 1989-04-27 18:00:00, 0.0, None, None
-0.5, 98.0, None, None, -1.0, 7.0, 1989-04-28 06:00:00, 0.0, None, None
11.0, 40.0, None, None, -0.5, 12.5, 1989-04-28 18:00:00, -1.0, None, None
-1.5, 97.0, None, None, -1.5, 11.0, 1989-04-29 06:00:00, 0.0, None, None
14.0, 32.0, None, None, -1.5, 15.0, 1989-04-29 18:00:00, -1.0, None, None
0.0, 93.0, None, None, 0.0, 14.0, 1989-04-30 06:00:00, 0.0, None, None
10.5, 50.0, None, None, 0.0, 17.5, 1989-04-30 18:00:00, -1.0, None, None
0.5, 96.0, None, None, 0.5, 10.5, 1989-05-01 06:00:00, 0.0, None, None
5.5, 98.0, None, None, 0.5, 13.5, 1989-05-01 18:00:00, 0.0, None, None
3.0, 100.0, None, None, 3.0, 5.5, 1989-05-02 06:00:00, 1.0, None, None
2.5, 100.0, 0.0, 0.0, -12.0, 15.5, 1989-05-02 09:20:00, 2.0, None, 35.0
-9.0, 97.0, None, None, -10.0, -8.0, 1989-11-01 06:00:00, 0.0, None, None
-4.0, 99.0, None, None, -9.0, 1.0, 1989-11-01 18:00:00, 0.0, None, None
0.0, 100.0, None, None, -7.0, 0.0, 1989-11-02 06:00:00, 0.0, None, None
1.0, 90.0, None, None, 0.0, 3.0, 1989-11-02 18:00:00, 2.0, None, None
1.0, 98.0, None, None, 0.0, 1.0, 1989-11-03 06:00:00, 5.0, None, None
3.0, 95.0, None, None, 1.0, 3.0, 1989-11-03 18:00:00, 1.0, None, None
-1.0, 99.0, None, None, -1.0, 3.0, 1989-11-04 06:00:00, 7.0, None, None
-2.0, 95.0, None, None, -2.0, 1.0, 1989-11-04 18:00:00, 8.0, None, None
1.0, 98.0, None, None, -2.0, 1.0, 1989-11-05 06:00:00, 1.0, None, None
-4.0, 75.0, None, None, -4.0, 1.0, 1989-11-05 18:00:00, 0.0, None, None
-5.0, 98.0, None, None, -5.0, 1.0, 1989-11-06 06:00:00, 0.0, None, None
-4.0, 95.0, None, None, -5.0, -4.0, 1989-11-06 18:00:00, 2.0, None, None
-6.0, 95.0, None, None, -8.0, -4.0, 1989-11-07 06:00:00, 1.0, None, None
-3.0, 93.0, None, None, -6.0, -2.0, 1989-11-07 18:00:00, 0.0, None, None
-1.0, 94.0, None, None, -3.0, -1.0, 1989-11-08 06:00:00, 0.0, None, None
3.0, 96.0, None, None, -1.0, 3.0, 1989-11-08 18:00:00, 0.0, None, None
5.0, 80.0, None, None, 3.0, 5.0, 1989-11-09 06:00:00, 0.0, None, None
5.0, 78.0, None, None, 5.0, 7.0, 1989-11-09 18:00:00, 0.0, None, None
3.0, 90.0, None, None, 3.0, 6.0, 1989-11-10 06:00:00, 0.0, None, None
0.0, 100.0, None, None, 0.0, 3.0, 1989-11-10 18:00:00, 4.0, None, None
-2.0, 95.0, None, None, -2.0, 0.0, 1989-11-11 06:00:00, 1.0, None, None
-2.0, 95.0, None, None, -2.0, -1.0, 1989-11-11 18:00:00, 1.0, None, None
-8.0, 90.0, None, None, -8.0, -2.0, 1989-11-12 06:00:00, 1.0, None, None
-6.0, 87.0, None, None, -8.0, -3.0, 1989-11-12 18:00:00, 0.0, None, None
-6.0, 86.0, None, None, -7.0, -5.0, 1989-11-13 06:00:00, 1.0, None, None
-4.0, 88.0, None, None, -6.0, -3.0, 1989-11-13 18:00:00, 0.0, None, None
-6.0, 98.0, None, None, -8.0, -4.0, 1989-11-14 06:00:00, 0.0, None, None
-7.0, 80.0, None, None, -7.0, -5.0, 1989-11-14 18:00:00, 0.0, None, None
-7.0, 70.0, None, None, -13.0, -7.0, 1989-11-15 06:00:00, 0.0, None, None
-4.0, 75.0, None, None, -7.0, -1.0, 1989-11-15 18:00:00, 0.0, None, None
-2.0, 98.0, None, None, -4.0, 0.0, 1989-11-16 06:00:00, 0.0, None, None
0.0, 99.0, None, None, -2.0, 2.0, 1989-11-16 18:00:00, 0.0, None, None
-4.0, 98.0, None, None, -4.0, 0.0, 1989-11-17 06:00:00, 0.0, None, None
1.0, 81.0, None, None, -4.0, 1.0, 1989-11-17 18:00:00, 0.0, None, None
3.0, 95.0, None, None, 1.0, 3.0, 1989-11-18 06:00:00, 0.0, None, None
3.0, 88.0, None, None, 3.0, 5.0, 1989-11-18 18:00:00, 0.0, None, None
3.0, 88.0, None, None, 3.0, 4.0, 1989-11-19 06:00:00, 0.0, None, None
-1.0, 98.0, None, None, -1.0, 4.0, 1989-11-19 18:00:00, 1.0, None, None
1.0, 98.0, None, None, -1.0, 1.0, 1989-11-20 06:00:00, 3.0, None, None
1.0, 96.0, None, None, 1.0, 2.0, 1989-11-20 18:00:00, 2.0, None, None
-5.0, 92.0, None, None, -5.0, 1.0, 1989-11-21 06:00:00, 2.0, None, None
-6.0, 97.0, None, None, -6.0, -1.0, 1989-11-21 18:00:00, 0.0, None, None
-9.0, 95.0, None, None, -9.0, -6.0, 1989-11-22 06:00:00, 0.0, None, None
-5.0, 85.0, None, None, -9.0, 1.0, 1989-11-22 18:00:00, 0.0, None, None
-4.0, 88.0, None, None, -5.0, -3.0, 1989-11-23 06:00:00, 1.0, None, None
-4.0, 91.0, None, None, -4.0, -1.0, 1989-11-23 18:00:00, 0.0, None, None
-7.0, 89.0, None, None, -7.0, -4.0, 1989-11-24 06:00:00, 0.0, None, None
-6.0, 93.0, None, None, -7.0, -3.0, 1989-11-24 18:00:00, 1.0, None, None
-10.0, 97.0, None, None, -10.0, -5.0, 1989-11-25 06:00:00, 0.0, None, None
-11.0, 95.0, None, None, -11.0, -3.0, 1989-11-25 18:00:00, 1.0, None, None
-8.0, 97.0, None, None, -11.0, -7.0, 1989-11-26 06:00:00, 0.0, None, None
-6.0, 96.0, None, None, -8.0, -5.0, 1989-11-26 18:00:00, 1.0, None, None
-7.0, 95.0, None, None, -8.0, -6.0, 1989-11-27 06:00:00, 0.0, None, None
-2.0, 95.0, None, None, -7.0, -2.0, 1989-11-27 18:00:00, 1.0, None, None
-5.0, 85.0, None, None, -7.0, -2.0, 1989-11-28 06:00:00, 0.0, None, None
-4.0, 87.0, None, None, -5.0, -1.0, 1989-11-28 18:00:00, 0.0, None, None
-4.0, 60.0, None, None, -4.0, -3.0, 1989-11-29 06:00:00, 0.0, None, None
-4.0, 70.0, None, None, -6.0, 0.0, 1989-11-29 18:00:00, 0.0, None, None
-7.0, 80.0, None, None, -9.0, -4.0, 1989-11-30 06:00:00, 0.0, None, None
