station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
1.5, None, 0.0, 0.5, 4.0, 1988-12-21 07:00:00, None, 0.0
4.5, None, 0.0, 1.0, 5.5, 1988-12-21 16:00:00, None, 0.0
4.5, None, 0.0, 3.0, 5.5, 1988-12-22 07:00:00, None, 0.0
3.0, 0.0, 0.0, 3.0, 4.5, 1988-12-22 16:00:00, None, None
-0.5, None, 0.0, -0.5, 3.0, 1988-12-23 07:00:00, None, 0.0
3.0, None, 0.0, -0.5, 3.0, 1988-12-23 16:00:00, None, 0.0
1.0, None, 0.0, 0.0, 3.0, 1988-12-24 07:00:00, None, 0.0
2.5, None, 0.0, 0.5, 3.5, 1988-12-24 16:00:00, None, 0.0
-4.0, None, 0.0, -4.0, 2.5, 1988-12-25 07:00:00, None, 0.0
3.0, None, 0.0, -4.0, 5.0, 1988-12-25 16:00:00, None, 0.0
0.0, None, 0.0, -3.5, 2.5, 1988-12-26 07:00:00, None, 0.0
1.0, None, 0.0, 0.0, 1.0, 1988-12-26 16:00:00, None, 0.0
0.1, None, 0.0, 0.1, 0.1, 1988-12-27 07:00:00, None, 0.0
2.0, None, 0.0, 1.0, 2.0, 1988-12-27 16:00:00, None, 0.0
0.0, None, 0.0, 0.0, 2.0, 1988-12-28 07:00:00, None, 0.0
3.5, None, 0.0, 0.0, 3.5, 1988-12-28 16:00:00, None, 0.0
4.0, None, 0.0, 3.0, 5.0, 1988-12-29 07:00:00, None, 0.0
5.0, None, 0.0, 4.0, 5.5, 1988-12-29 16:00:00, None, 0.0
3.0, None, 0.0, 3.0, 5.5, 1988-12-30 07:00:00, None, 0.0
3.5, None, 0.0, 3.0, 4.5, 1988-12-30 16:00:00, None, 0.0
-1.0, None, 0.0, -1.0, 3.5, 1988-12-31 07:00:00, None, 0.0
4.0, None, 0.0, -1.0, 4.0, 1988-12-31 16:00:00, None, 0.0
1.0, None, 0.0, 1.0, 4.0, 1989-01-01 07:00:00, None, 0.0
None, None, 2.0, None, None, 1989-01-01 15:00:00, None, 2.0
4.0, None, 0.0, 1.0, 4.0, 1989-01-01 16:30:00, None, 0.0
2.5, None, 0.0, 2.5, 4.0, 1989-01-02 07:15:00, None, 0.0
4.0, None, 0.0, 2.5, 4.0, 1989-01-02 16:00:00, None, 0.0
7.0, None, 0.0, 3.0, 7.0, 1989-01-03 07:00:00, None, 0.0
6.0, None, 0.0, 6.0, 8.5, 1989-01-03 16:30:00, None, 0.0
0.5, None, 0.0, 0.0, 6.5, 1989-01-04 07:00:00, None, 0.0
5.5, None, 0.0, 1.0, 6.5, 1989-01-04 16:00:00, None, 0.0
0.0, None, 0.0, 0.0, 5.5, 1989-01-05 07:00:00, None, 0.0
3.5, None, 0.0, -1.0, 4.5, 1989-01-05 16:00:00, None, 0.0
-1.0, None, 0.0, -1.0, 2.0, 1989-01-06 07:00:00, None, 0.0
2.5, None, 0.0, -2.0, 3.5, 1989-01-06 16:00:00, None, 0.0
-7.0, None, 0.0, -7.0, 2.5, 1989-01-07 07:45:00, None, 0.0
0.5, None, 0.0, -7.0, 1.0, 1989-01-07 16:00:00, None, 0.0
0.0, None, 6.0, -1.0, 0.5, 1989-01-08 08:00:00, None, 6.0
0.5, None, 5.0, 0.0, 0.5, 1989-01-08 16:00:00, None, 9.0
1.0, None, 0.0, 0.0, 1.0, 1989-01-09 07:00:00, None, 0.0
1.5, None, 0.0, 0.5, 3.5, 1989-01-09 16:00:00, None, 3.0
-2.5, None, 0.0, -2.5, 2.0, 1989-01-10 07:00:00, None, 3.0
3.0, None, 0.0, -2.5, 3.0, 1989-01-10 16:00:00, None, 0.0
-1.0, None, 0.0, -1.5, 3.5, 1989-01-11 07:00:00, None, 0.0
2.5, None, 0.0, -1.0, 3.0, 1989-01-11 17:00:00, None, 1.0
5.0, None, 0.0, 2.5, 5.0, 1989-01-12 07:00:00, None, 0.0
4.0, None, 0.0, 4.0, 8.0, 1989-01-12 16:45:00, None, 0.0
-1.0, None, 0.0, -1.0, 4.5, 1989-01-13 07:00:00, None, 0.0
2.5, None, 0.0, -1.0, 3.0, 1989-01-13 16:30:00, None, 0.0
-5.0, None, 0.0, -5.0, 3.0, 1989-01-14 07:30:00, None, 0.0
1.5, None, 0.0, -5.0, 2.0, 1989-01-14 17:00:00, None, 0.0
1.0, None, 4.0, 0.0, 1.5, 1989-01-15 08:30:00, None, 4.0
3.0, None, 0.0, 1.0, 3.0, 1989-01-15 16:00:00, None, 0.0
6.0, None, 0.0, 1.0, 6.0, 1989-01-16 07:00:00, None, 0.0
8.5, None, 0.0, 6.0, 10.5, 1989-01-16 16:00:00, None, 0.0
0.5, None, 0.0, 0.5, 8.5, 1989-01-17 07:00:00, None, 0.0
5.0, None, 0.0, 0.5, 6.0, 1989-01-17 16:00:00, None, 0.0
1.0, None, 0.0, 1.0, 5.5, 1989-01-18 07:00:00, None, 0.0
5.0, None, 0.0, 0.5, 7.5, 1989-01-18 16:00:00, None, 0.0
1.5, None, 0.0, -0.5, 5.5, 1989-01-19 07:00:00, None, 0.0
6.0, None, None, 4.0, 6.0, 1989-01-19 15:00:00, None, None
6.0, None, 0.0, 1.5, 7.0, 1989-01-19 16:30:00, None, 0.0
5.5, None, 0.0, 3.5, 7.0, 1989-01-20 07:00:00, None, 0.0
8.0, None, 0.0, 4.5, 9.0, 1989-01-20 16:10:00, None, 0.0
-1.5, None, 0.0, -1.5, 8.0, 1989-01-21 08:00:00, None, 0.0
4.5, None, 0.0, -1.5, 8.5, 1989-01-21 16:30:00, None, 0.0
-3.0, None, 0.0, -3.0, 4.5, 1989-01-22 08:15:00, None, 0.0
4.0, None, 0.0, -3.0, 5.0, 1989-01-22 16:00:00, None, 0.0
-4.5, None, 0.0, -5.5, 4.0, 1989-01-23 07:00:00, None, 0.0
3.0, None, 0.0, -4.5, 3.0, 1989-01-23 16:00:00, None, 0.0
0.0, None, 2.0, 0.0, 3.0, 1989-01-24 07:00:00, None, 2.0
2.5, None, 0.0, 0.0, 2.5, 1989-01-24 16:30:00, None, 0.0
1.5, None, 0.0, 0.5, 2.5, 1989-01-25 07:00:00, None, 0.0
3.0, None, 0.0, 1.5, 3.0, 1989-01-25 16:00:00, None, 0.0
4.5, None, 0.0, 2.5, 4.5, 1989-01-26 07:00:00, None, 0.0
7.0, None, 0.0, 4.5, 7.5, 1989-01-26 16:00:00, None, 0.0
0.0, None, 0.0, 0.0, 6.5, 1989-01-27 07:00:00, None, 0.0
5.5, None, 0.0, 0.0, 8.5, 1989-01-27 17:50:00, None, 0.0
1.5, 0.0, 0.0, 1.0, 5.5, 1989-01-28 08:00:00, None, None
6.5, None, 0.0, 1.5, 8.5, 1989-01-28 17:00:00, None, 0.0
7.0, None, 0.0, 5.5, 7.0, 1989-01-29 08:00:00, None, 0.0
9.0, None, 0.0, 7.0, 11.0, 1989-01-29 16:00:00, None, 0.0
12.5, None, 0.0, 5.5, 12.5, 1989-01-30 07:00:00, None, 0.0
5.0, None, 0.0, 5.0, 13.5, 1989-01-30 16:00:00, None, 0.0
-4.0, None, 0.0, -4.0, 5.0, 1989-01-31 07:00:00, None, 0.0
-2.5, None, 0.0, -4.0, 2.5, 1989-01-31 16:10:00, None, 0.0
-12.0, None, 8.0, -12.0, -2.5, 1989-02-01 07:10:00, None, 8.0
-10.0, None, 0.0, -12.0, -10.0, 1989-02-01 16:20:00, None, 1.0
-11.0, None, 1.0, -12.0, -10.0, 1989-02-02 07:10:00, None, 2.0
-7.5, None, 0.0, -11.0, -7.0, 1989-02-02 16:30:00, None, 2.0
-16.0, None, 0.0, -16.0, -7.5, 1989-02-03 07:10:00, None, 2.0
-5.0, None, 0.0, -16.0, -3.5, 1989-02-03 17:00:00, None, 2.0
-13.0, None, 0.0, -13.5, -4.5, 1989-02-04 08:00:00, None, 2.0
3.0, None, 0.0, -13.0, 3.0, 1989-02-04 16:15:00, None, 2.0
-11.0, None, 0.0, -11.0, 3.0, 1989-02-05 08:00:00, None, 2.0
1.0, None, 0.0, -11.0, 3.5, 1989-02-05 17:00:00, None, 2.0
-10.0, None, 0.0, -10.0, 1.0, 1989-02-06 07:15:00, None, 2.0
4.0, None, 0.0, -10.0, 4.0, 1989-02-06 16:00:00, None, 2.0
-8.5, None, 0.0, -10.0, 4.0, 1989-02-07 07:10:00, None, 2.0
2.0, None, 0.0, -9.0, 5.0, 1989-02-07 17:00:00, None, 2.0
-9.5, None, 0.0, -9.5, 2.0, 1989-02-08 07:10:00, None, 2.0
3.0, None, 0.0, -9.5, 6.0, 1989-02-08 17:00:00, None, 1.0
-8.5, None, 0.0, -9.0, 3.0, 1989-02-09 07:10:00, None, 1.0
4.5, None, 0.0, -9.0, 8.0, 1989-02-09 16:50:00, None, 0.0
-7.5, None, 0.0, -7.5, 4.5, 1989-02-10 07:10:00, None, 0.0
2.5, None, 0.0, -7.5, 6.5, 1989-02-10 17:45:00, None, 0.0
-6.5, None, 0.0, -7.0, 2.5, 1989-02-11 08:00:00, None, 0.0
4.0, None, 0.0, -6.5, 5.5, 1989-02-11 16:30:00, None, 0.0
-4.5, None, 0.0, -7.0, 4.0, 1989-02-12 08:15:00, None, 0.0
6.5, None, 0.0, -4.5, 7.0, 1989-02-12 16:00:00, None, 0.0
-0.5, None, 0.0, -2.5, 6.5, 1989-02-13 07:10:00, None, 0.0
4.0, None, 0.0, -0.5, 6.0, 1989-02-13 16:30:00, None, 0.0
-0.5, None, 0.0, -3.0, 4.0, 1989-02-14 07:15:00, None, 0.0
4.0, None, 0.0, -1.0, 6.0, 1989-02-14 16:50:00, None, 0.0
-1.5, None, 0.0, -4.0, 4.0, 1989-02-15 07:10:00, None, 0.0
3.5, None, 0.0, -1.5, 4.5, 1989-02-15 16:30:00, None, 0.0
0.5, None, 6.0, 0.5, 4.0, 1989-02-16 07:00:00, None, 6.0
1.0, None, 7.0, 0.0, 1.0, 1989-02-16 16:30:00, None, 13.0
-0.5, None, 0.0, -0.5, 0.5, 1989-02-17 07:10:00, None, 13.0
1.0, None, 0.0, -0.5, 1.5, 1989-02-17 16:30:00, None, 11.0
0.0, None, 25.0, 0.0, 1.0, 1989-02-18 07:30:00, None, 30.0
1.0, None, 4.0, 0.0, 1.0, 1989-02-18 16:30:00, 4.0, 30.0
2.0, None, 0.0, 1.0, 2.0, 1989-02-19 08:30:00, 5.0, 14.0
5.0, None, 0.0, 2.0, 7.0, 1989-02-19 16:00:00, 1.0, 12.0
1.5, None, 0.0, 1.0, 5.0, 1989-02-20 07:15:00, 3.0, 10.0
4.0, None, 0.0, 1.5, 4.5, 1989-02-20 16:30:00, 2.0, 10.0
2.0, None, 0.0, 1.5, 4.5, 1989-02-21 07:00:00, 0.0, 10.0
6.0, None, 0.0, 2.0, 6.0, 1989-02-21 16:00:00, 6.0, 8.0
4.5, None, 0.0, 3.5, 6.0, 1989-02-22 07:00:00, 19.0, 3.0
8.0, None, 0.0, 4.5, 9.0, 1989-02-22 16:45:00, 2.0, 0.0
2.0, None, 0.0, 1.5, 8.0, 1989-02-23 07:10:00, 1.0, 0.0
5.0, None, 0.0, 2.0, 6.0, 1989-02-23 16:45:00, 11.0, 0.0
-1.0, None, 0.0, -1.0, 5.0, 1989-02-24 07:10:00, 1.0, 0.0
6.0, None, 0.0, -1.5, 7.0, 1989-02-24 16:00:00, 0.0, 0.0
0.0, None, 0.0, -1.5, 6.0, 1989-02-25 08:00:00, 0.0, 0.0
4.5, None, 0.0, 0.0, 8.0, 1989-02-25 17:45:00, 0.0, 0.0
-2.0, None, 0.0, -4.0, 4.0, 1989-02-26 08:30:00, 0.0, 0.0
5.5, None, 0.0, -2.0, 9.0, 1989-02-26 19:00:00, 0.0, 0.0
3.0, None, 0.0, 2.5, 5.5, 1989-02-27 07:00:00, 0.0, 0.0
7.0, None, 0.0, 3.0, 7.0, 1989-02-27 16:00:00, 0.0, 0.0
3.5, None, 0.0, 3.5, 5.0, 1989-03-14 07:10:00, None, 0.0
10.0, None, 0.0, 3.5, 11.5, 1989-03-14 16:00:00, 0.0, 0.0
1.0, None, 0.0, -1.0, 10.0, 1989-03-15 07:10:00, 0.0, 0.0
8.0, None, 0.0, 1.0, 10.0, 1989-03-15 16:45:00, 0.0, 0.0
4.0, None, 0.0, 4.0, 8.0, 1989-03-16 07:00:00, 1.0, 0.0
