station_observations
CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
7.0, 0.0, 6.0, 12.0, 1997-11-24 06:00:00, 0.0
6.0, 0.0, 5.0, 7.0, 1997-11-24 15:00:00, 0.0
4.0, 0.0, 3.0, 6.0, 1997-11-25 06:00:00, 0.0
6.5, 0.0, 3.0, 7.0, 1997-11-25 15:35:00, 0.0
5.0, 0.0, 4.0, 7.0, 1997-11-26 06:00:00, 0.0
5.0, 0.0, 3.0, 6.0, 1997-11-26 14:55:00, 0.0
6.5, 0.0, 6.0, 9.0, 1997-11-27 06:00:00, 0.0
9.0, 0.0, 6.0, 9.5, 1997-11-27 15:15:00, 0.0
10.0, 0.0, 8.0, 11.0, 1997-11-28 06:00:00, 0.0
8.5, 0.0, 8.0, 11.0, 1997-11-28 16:20:00, 0.0
6.0, 0.0, 3.5, 9.0, 1997-11-29 06:00:00, 0.0
9.0, 0.0, 6.0, 9.0, 1997-11-29 14:25:00, 0.0
6.0, 0.0, 4.0, 9.0, 1997-11-30 06:00:00, 0.0
7.5, 0.0, 5.5, 9.0, 1997-11-30 16:10:00, 0.0
5.0, 0.0, 3.0, 8.0, 1997-12-01 06:00:00, 0.0
7.5, 0.0, 5.5, 7.5, 1997-12-01 14:45:00, 0.0
4.0, 0.0, -2.0, 8.0, 1997-12-02 06:00:00, 0.0
6.0, 0.0, 3.0, 7.0, 1997-12-02 14:47:00, 0.0
0.0, 0.0, -3.0, 1.0, 1997-12-03 06:15:00, 0.0
7.0, 0.0, 2.0, 7.0, 1997-12-03 14:50:00, 0.0
4.5, 0.0, 2.0, 7.5, 1997-12-04 06:15:00, 0.0
6.0, 0.0, 4.0, 8.0, 1997-12-04 15:00:00, 0.0
4.0, 0.0, -2.0, 4.5, 1997-12-05 04:00:00, 0.0
-0.5, 0.0, -1.0, 6.5, 1997-12-05 06:15:00, 0.0
2.5, 0.0, 1.5, 5.0, 1997-12-06 07:30:00, 0.0
4.0, 0.0, 2.5, 4.0, 1997-12-06 14:50:00, 0.0
5.5, 0.0, 3.0, 5.5, 1997-12-07 14:45:00, 0.0
6.0, 0.0, 4.0, 7.0, 1997-12-08 05:40:00, 0.0
5.5, 0.0, 3.5, 8.5, 1997-12-08 15:30:00, 0.0
-1.0, 0.0, -2.0, 5.0, 1997-12-09 06:05:00, 0.0
5.5, 0.0, -1.0, 5.5, 1997-12-09 15:55:00, 0.0
3.5, 0.0, -0.5, 4.0, 1997-12-10 05:50:00, 0.0
7.5, 0.0, 3.5, 7.5, 1997-12-10 15:10:00, 0.0
3.5, 0.0, 2.5, 7.5, 1997-12-11 06:00:00, 0.0
5.5, 0.0, 1.5, 9.0, 1997-12-11 15:35:00, 0.0
-1.0, 0.0, -1.5, 5.5, 1997-12-12 07:30:00, 0.0
0.5, 0.0, -1.0, 5.0, 1997-12-13 06:45:00, 0.0
6.0, 0.0, 1.0, 6.0, 1997-12-13 14:55:00, 0.0
7.0, 0.0, 0.5, 13.0, 1997-12-14 05:45:00, 0.0
6.0, 0.0, 0.5, 7.5, 1997-12-14 15:40:00, 0.0
4.0, 0.0, 3.0, 6.5, 1997-12-15 05:45:00, 0.0
5.0, 0.0, 4.0, 5.0, 1997-12-15 15:30:00, 0.0
6.0, 0.0, 5.0, 6.0, 1997-12-16 05:35:00, 0.0
9.0, 0.0, 5.5, 12.0, 1997-12-16 15:55:00, 0.0
4.5, 0.0, 4.5, 9.0, 1997-12-17 06:05:00, 0.0
5.5, None, 4.0, 9.0, 1997-12-17 16:00:00, None
-0.5, 0.0, -2.0, 6.0, 1997-12-18 07:20:00, 0.0
5.5, None, -0.5, 5.5, 1997-12-18 14:37:00, None
3.5, 0.0, 3.0, 5.0, 1997-12-19 06:40:00, 0.0
5.0, 0.0, 3.0, 5.0, 1997-12-19 15:00:00, 0.0
6.0, None, 4.0, 6.0, 1997-12-20 06:15:00, None
6.0, 0.0, 6.0, 8.5, 1997-12-20 15:50:00, 0.0
-2.0, 0.0, -2.0, 8.0, 1997-12-21 06:06:00, 0.0
2.5, 0.0, -2.0, 4.5, 1997-12-21 15:30:00, 0.0
1.0, 0.0, -1.0, 3.0, 1997-12-22 05:55:00, 0.0
4.0, 0.0, 1.5, 4.0, 1997-12-22 15:40:00, 0.0
2.0, 0.0, 1.0, 5.0, 1997-12-23 05:55:00, 0.0
6.0, None, 2.0, 6.5, 1997-12-23 16:00:00, None
1.5, 0.0, 0.0, 6.5, 1997-12-24 07:30:00, 0.0
5.5, 0.0, 1.5, 6.0, 1997-12-24 15:50:00, 0.0
3.5, 0.0, 2.5, 4.5, 1997-12-25 07:40:00, 0.0
4.0, 0.0, 4.0, 6.0, 1997-12-26 06:15:00, 0.0
4.5, 0.0, 3.5, 5.0, 1997-12-26 14:50:00, 0.0
3.0, 0.0, 1.0, 5.0, 1997-12-27 05:48:00, 0.0
5.0, 0.0, 1.5, 6.0, 1997-12-27 15:40:00, 17.0
5.0, 0.0, 4.0, 5.0, 1997-12-28 05:55:00, 0.0
7.5, 0.0, 4.5, 7.5, 1997-12-28 15:40:00, 0.0
11.5, 0.0, 7.0, 11.5, 1997-12-29 05:38:00, 0.0
11.0, 9.0, 9.0, 13.0, 1997-12-29 16:00:00, 0.0
7.5, 0.0, 7.5, 11.5, 1997-12-30 05:45:00, 0.0
9.0, 0.0, 6.0, 9.0, 1997-12-30 16:00:00, 0.0
7.5, None, 6.5, 9.0, 1997-12-31 06:20:00, None
7.0, 0.0, 6.0, 9.0, 1997-12-31 16:00:00, 0.0
1.0, 0.0, 0.5, 7.0, 1998-01-01 07:30:00, 0.0
2.0, 0.0, 1.0, 2.0, 1998-01-01 15:00:00, 0.0
-1.0, 0.0, -1.0, 4.0, 1998-01-02 17:00:00, 1.0
-1.0, 2.5, -1.5, 0.0, 1998-01-03 06:15:00, 3.0
0.0, 2.0, -1.0, 0.0, 1998-01-03 15:00:00, 2.0
-1.0, 0.0, -1.0, 0.0, 1998-01-04 06:00:00, 4.0
1.0, 0.0, -2.0, 2.0, 1998-01-04 17:00:00, 1.0
3.5, 0.0, 0.0, 5.0, 1998-01-05 15:30:00, 0.0
1.5, None, 1.5, 3.5, 1998-01-06 06:55:00, None
4.0, 0.0, 2.0, 6.0, 1998-01-06 15:15:00, 0.0
-0.5, None, -1.5, 4.0, 1998-01-07 07:45:00, None
3.0, 0.0, -1.0, 4.0, 1998-01-07 15:00:00, 0.0
-3.0, None, -3.0, 2.0, 1998-01-08 06:28:00, None
1.0, 0.0, -3.0, 2.5, 1998-01-08 15:15:00, 0.0
-1.5, 0.0, -4.5, 1.0, 1998-01-09 06:10:00, 0.0
0.0, 0.0, -1.5, 0.5, 1998-01-09 16:00:00, 0.0
-3.0, 0.0, -3.0, 0.0, 1998-01-10 06:00:00, 0.0
-2.0, 0.0, -3.0, -0.5, 1998-01-10 16:00:00, 0.0
-8.5, 0.0, -8.5, -1.0, 1998-01-11 05:41:00, 0.0
-2.0, 0.0, -8.0, -1.0, 1998-01-11 15:30:00, 0.0
-8.5, 0.0, -9.0, -3.0, 1998-01-12 05:50:00, 0.0
-1.0, 0.0, -8.0, -0.5, 1998-01-12 15:30:00, 0.0
0.5, 9.0, -5.0, 1.0, 1998-01-13 09:35:00, 9.0
1.0, 0.0, -5.0, 2.0, 1998-01-13 15:00:00, 6.0
5.0, 0.0, 1.0, 6.0, 1998-01-14 06:15:00, 0.0
6.0, 0.0, 3.0, 6.0, 1998-01-14 16:00:00, 0.0
6.0, 0.0, 4.0, 6.5, 1998-01-15 06:10:00, 0.0
7.0, 0.0, 3.5, 10.0, 1998-01-15 15:30:00, 0.0
4.0, 0.0, 2.5, 7.5, 1998-01-16 06:40:00, 0.0
5.5, 0.0, 2.5, 6.0, 1998-01-16 16:00:00, 0.0
4.0, 0.0, 3.5, 6.0, 1998-01-17 06:15:00, 0.0
7.0, 0.0, 4.0, 10.5, 1998-01-17 16:00:00, 0.0
7.0, 0.0, 5.0, 8.0, 1998-01-18 06:00:00, 0.0
9.5, 0.0, 6.0, 9.5, 1998-01-18 15:00:00, 0.0
4.5, 0.0, 4.5, 9.5, 1998-01-19 06:25:00, 0.0
8.0, 0.0, 4.5, 9.5, 1998-01-19 15:45:00, 0.0
1.0, 0.0, 0.0, 8.0, 1998-01-20 06:30:00, 0.0
7.0, 0.0, 1.0, 7.0, 1998-01-20 15:00:00, 0.0
4.0, 0.0, 2.5, 7.0, 1998-01-21 06:15:00, 0.0
6.0, 0.0, 3.5, 6.0, 1998-01-21 15:30:00, 0.0
1.0, 0.0, 1.0, 2.0, 1998-01-22 07:45:00, 0.0
7.0, 0.0, 1.0, 7.0, 1998-01-22 15:15:00, 0.0
7.0, 0.0, 5.0, 7.0, 1998-01-23 06:30:00, 0.0
7.0, 0.0, 6.0, 7.5, 1998-01-24 18:00:00, 0.0
4.5, 0.0, 4.5, 8.0, 1998-01-25 06:30:00, 0.0
7.5, None, 5.0, 7.5, 1998-01-25 15:30:00, None
8.0, 0.0, 7.0, 9.5, 1998-01-26 06:30:00, 0.0
9.0, 0.0, 6.5, 10.0, 1998-01-26 15:55:00, 0.0
4.0, 0.0, 3.5, 9.0, 1998-01-27 06:30:00, 0.0
8.0, 0.0, 3.5, 9.0, 1998-01-27 14:50:00, 0.0
6.0, 0.0, 5.5, 8.0, 1998-01-28 06:15:00, 0.0
8.5, 0.0, 6.0, 9.0, 1998-01-28 15:30:00, 0.0
9.0, 0.0, 8.5, 11.0, 1998-01-29 06:30:00, 0.0
5.0, 0.0, 5.0, 9.0, 1998-01-30 06:00:00, 0.0
6.0, None, 3.5, 10.5, 1998-01-30 17:40:00, None
1.0, 0.0, 1.0, 7.0, 1998-01-31 06:00:00, 0.0
6.0, 0.0, 1.0, 9.0, 1998-01-31 16:48:00, 0.0
3.5, 0.0, 2.5, 5.5, 1998-02-01 06:15:00, 0.0
8.0, 0.0, 3.0, 9.5, 1998-02-01 15:45:00, 0.0
4.5, 0.0, 4.0, 8.5, 1998-02-02 06:00:00, 0.0
7.0, 0.0, 4.5, 9.5, 1998-02-02 16:40:00, 0.0
4.0, 0.0, 4.0, 7.0, 1998-02-03 05:45:00, 0.0
7.0, 0.0, 2.5, 7.0, 1998-02-03 15:30:00, 0.0
5.0, 0.0, 4.0, 7.0, 1998-02-04 06:15:00, 0.0
6.0, 0.0, 5.0, 6.5, 1998-02-04 16:50:00, 0.0
5.5, 0.0, 4.0, 7.0, 1998-02-05 06:00:00, 0.0
8.0, 0.0, 5.0, 8.5, 1998-02-05 15:30:00, 0.0
6.0, 0.0, 5.0, 8.5, 1998-02-06 06:00:00, 0.0
7.0, 0.0, 5.0, 8.5, 1998-02-06 17:30:00, 0.0
7.5, 0.0, 5.5, 8.5, 1998-02-07 06:30:00, 0.0
6.5, 0.0, 6.0, 11.0, 1998-02-07 19:16:00, 0.0
5.5, 0.0, 5.5, 6.5, 1998-02-08 07:00:00, 0.0
7.5, 0.0, 5.5, 7.5, 1998-02-08 15:50:00, 0.0
3.0, 0.0, 3.0, 8.0, 1998-02-09 06:00:00, 0.0
7.5, 0.0, 3.5, 9.5, 1998-02-09 16:35:00, 0.0
7.0, 0.0, 3.5, 7.0, 1998-02-10 06:15:00, 0.0
6.5, 0.0, 5.5, 7.0, 1998-02-10 16:40:00, 0.0
4.5, 0.0, 4.0, 7.0, 1998-02-11 06:15:00, 0.0
8.0, 0.0, 3.5, 8.5, 1998-02-11 15:30:00, 0.0
6.0, 0.0, 6.0, 8.0, 1998-02-12 06:30:00, 0.0
9.0, 0.0, 6.0, 9.0, 1998-02-12 17:10:00, 0.0
6.0, 0.0, 6.0, 9.0, 1998-02-13 06:00:00, 0.0
9.0, 0.0, 5.0, 11.0, 1998-02-13 15:25:00, 0.0
7.0, 0.0, 5.5, 9.0, 1998-02-14 06:15:00, 0.0
8.5, 0.0, 6.5, 8.5, 1998-02-14 14:55:00, 0.0
4.0, 0.0, 3.5, 9.0, 1998-02-15 06:15:00, 0.0
8.0, 0.0, 3.0, 10.0, 1998-02-15 14:55:00, 0.0
6.0, 0.0, 2.5, 8.5, 1998-02-16 05:30:00, 0.0
10.0, None, 6.0, 10.0, 1998-02-16 15:35:00, None
3.0, 0.0, 3.0, 9.5, 1998-02-17 05:40:00, 0.0
7.0, 0.0, 3.0, 7.0, 1998-02-17 16:03:00, 0.0
6.5, 0.0, 4.0, 7.5, 1998-02-18 05:30:00, 0.0
7.5, 0.0, 5.5, 8.5, 1998-02-18 15:05:00, 0.0
5.0, 0.0, 5.0, 8.5, 1998-02-19 06:00:00, 0.0
10.5, 0.0, 4.5, 11.5, 1998-02-19 15:20:00, 0.0
6.0, 0.0, 5.0, 10.0, 1998-02-20 05:30:00, 0.0
6.0, 0.0, 5.5, 8.5, 1998-02-20 17:10:00, 0.0
4.0, 0.0, 3.0, 6.0, 1998-02-21 05:50:00, 0.0
7.0, 0.0, 3.5, 7.5, 1998-02-21 15:30:00, 0.0
3.0, 0.0, 2.5, 6.5, 1998-02-22 07:30:00, 0.0
7.0, 0.0, 2.5, 9.0, 1998-02-22 15:20:00, 0.0
2.5, 0.0, 2.0, 7.0, 1998-02-23 06:10:00, 0.0
4.5, 0.0, 2.0, 7.0, 1998-02-23 17:22:00, 0.0
-3.0, 0.0, -3.0, 5.0, 1998-02-24 05:50:00, 0.0
5.5, 0.0, -2.0, 7.5, 1998-02-24 17:15:00, 0.0
2.0, 0.0, 2.0, 6.0, 1998-02-25 05:47:00, 0.0
5.5, 0.0, 3.0, 9.0, 1998-02-25 17:25:00, 0.0
-2.0, 0.0, -2.0, 5.0, 1998-02-26 06:00:00, 0.0
5.0, 0.0, -1.5, 7.5, 1998-02-26 16:30:00, 0.0
-1.0, 0.0, -1.0, 6.0, 1998-02-27 05:45:00, 0.0
6.0, 0.0, -1.0, 6.0, 1998-02-27 15:35:00, 0.0
3.0, 0.0, 1.5, 6.0, 1998-02-28 06:10:00, 0.0
5.5, 0.0, 3.0, 6.0, 1998-02-28 16:50:00, 0.0
4.0, 0.0, 0.5, 5.5, 1998-03-01 06:35:00, 0.0
9.5, 0.0, 4.0, 11.0, 1998-03-01 15:55:00, 0.0
4.0, 0.0, 3.0, 10.0, 1998-03-02 05:40:00, 0.0
8.5, 0.0, 3.0, 11.0, 1998-03-02 16:00:00, 0.0
1.0, 0.0, 1.0, 9.0, 1998-03-03 05:35:00, 0.0
6.5, 0.0, 0.0, 8.5, 1998-03-03 16:42:00, 0.0
0.0, 0.0, -1.0, 6.5, 1998-03-04 05:39:00, 0.0
7.5, 0.0, 0.0, 8.5, 1998-03-04 16:20:00, 0.0
-1.0, 0.0, -2.0, 7.0, 1998-03-05 05:55:00, 0.0
7.5, 0.0, -1.5, 7.5, 1998-03-05 15:30:00, 0.0
2.0, 0.0, 2.0, 7.0, 1998-03-06 06:35:00, 0.0
7.5, 0.0, -2.0, 9.0, 1998-03-06 16:23:00, 0.0
-1.0, 0.0, -1.5, 7.5, 1998-03-07 06:35:00, 0.0
8.0, 0.0, -1.0, 8.5, 1998-03-07 15:14:00, 0.0
4.0, 0.0, 3.5, 8.0, 1998-03-08 06:00:00, 0.0
7.5, 0.0, 4.0, 8.0, 1998-03-08 16:30:00, 0.0
4.5, 0.0, 4.0, 8.0, 1998-03-09 05:35:00, 0.0
9.5, 0.0, 3.5, 10.5, 1998-03-09 15:40:00, None
7.0, 0.0, 5.0, 10.0, 1998-03-10 05:32:00, 0.0
8.0, 0.0, 5.0, 9.0, 1998-03-10 16:00:00, None
7.0, 0.0, 6.5, 8.0, 1998-03-11 05:30:00, 0.0
12.0, 0.0, 6.5, 12.0, 1998-03-11 15:50:00, 0.0
8.5, 0.0, 8.5, 12.5, 1998-03-12 06:10:00, 0.0
11.0, 0.0, 8.5, 11.0, 1998-03-12 16:10:00, 0.0
7.5, 0.0, 7.5, 11.0, 1998-03-13 06:15:00, 0.0
11.5, 0.0, 0.0, 16.0, 1998-03-13 16:05:00, 0.0
9.5, 0.0, 9.5, 11.5, 1998-03-14 06:00:00, 0.0
10.5, 0.0, 9.5, 12.0, 1998-03-14 15:00:00, 0.0
12.5, 0.0, 12.5, 12.5, 1998-03-23 15:30:00, 0.0
13.0, 0.0, 6.5, 13.0, 1998-03-24 14:55:00, 0.0
8.5, 0.0, 5.0, 8.5, 1998-03-25 15:00:00, 0.0
11.0, 0.0, 5.0, 13.5, 1998-03-25 15:20:00, 0.0
7.0, 0.0, 5.0, 10.5, 1998-03-26 05:45:00, 0.0
5.5, 0.0, 2.5, 11.5, 1998-03-27 08:40:00, 0.0
5.0, 0.0, 5.0, 7.5, 1998-03-27 15:20:00, 0.0
10.0, 0.0, -1.0, 11.5, 1998-03-29 15:00:00, 0.0
6.0, 0.0, -1.0, 10.0, 1998-03-30 08:25:00, 0.0
1.5, 0.0, -1.5, 9.5, 1998-03-31 08:40:00, 0.0
6.0, 0.0, 1.5, 9.5, 1998-03-31 14:30:00, 0.0
10.0, 0.0, 10.0, 12.0, 1998-11-02 14:30:00, 0.0
7.0, 0.0, 6.0, 10.0, 1998-11-03 05:20:00, 0.0
11.0, 0.0, 9.0, 11.0, 1998-11-03 15:00:00, 0.0
10.0, 0.0, 9.0, 12.0, 1998-11-04 15:50:00, 0.0
10.0, 0.0, 6.0, 10.0, 1998-11-05 15:10:00, 0.0
7.0, 0.0, 3.0, 9.0, 1998-11-06 05:08:00, 0.0
10.0, 0.0, 5.0, 10.0, 1998-11-06 14:50:00, 0.0
3.0, 0.0, -2.5, 10.0, 1998-11-08 05:45:00, 0.0
7.5, 0.0, 2.0, 10.5, 1998-11-08 15:50:00, 0.0
5.0, 0.0, 2.0, 8.0, 1998-11-09 05:50:00, 0.0
9.0, 0.0, 9.0, 10.0, 1998-11-09 14:15:00, 0.0
6.0, 0.0, 6.0, 8.0, 1998-11-10 05:45:00, 0.0
4.0, 0.0, 4.0, 10.0, 1998-11-10 17:00:00, 0.0
6.0, 0.0, 4.0, 8.0, 1998-11-12 05:40:00, 0.0
11.0, 0.0, 10.0, 13.0, 1998-11-12 16:00:00, 0.0
13.0, 0.0, 13.0, 14.5, 1998-11-13 04:00:00, 0.0
9.0, 0.0, 9.0, 12.0, 1998-11-13 16:40:00, 0.0
0.0, 0.0, 0.0, 0.0, 1998-11-14 04:00:00, 0.0
10.0, 0.0, 8.5, 10.0, 1998-11-15 04:10:00, 0.0
7.0, None, 6.0, 12.0, 1998-11-15 04:15:00, None
11.0, 0.0, 9.0, 14.0, 1998-11-15 15:00:00, 0.0
3.0, None, 2.0, 9.5, 1998-11-16 04:00:00, None
7.0, 0.0, 7.0, 10.0, 1998-11-16 14:30:00, 0.0
6.0, 0.0, 1.0, 8.5, 1998-11-17 17:15:00, 0.0
3.0, None, 2.5, 7.0, 1998-11-18 04:03:00, None
6.0, 0.0, 3.0, 9.0, 1998-11-18 14:50:00, 0.0
6.0, None, 1.5, 6.5, 1998-11-19 04:04:00, 1.0
6.5, 0.0, 4.5, 8.0, 1998-11-19 17:15:00, 0.0
8.0, 0.0, 5.0, 8.0, 1998-11-20 04:15:00, 0.0
9.5, 0.0, 7.0, 10.5, 1998-11-20 16:10:00, 0.0
5.0, 0.0, 3.0, 6.0, 1998-11-21 04:00:00, 0.0
6.0, 0.0, 2.0, 11.0, 1998-11-21 04:09:00, 0.0
5.5, 0.0, 4.0, 7.0, 1998-11-21 16:15:00, 0.0
5.5, 0.0, 4.0, 8.0, 1998-11-22 17:30:00, 0.0
3.0, 0.0, 1.0, 6.0, 1998-11-23 04:10:00, 0.0
5.5, 0.0, 4.0, 7.0, 1998-11-23 16:40:00, 0.0
6.0, 0.0, 3.5, 8.0, 1998-11-24 04:05:00, 0.0
5.0, 0.0, 4.0, 8.0, 1998-11-24 17:40:00, 0.0
5.5, 0.0, 4.0, 6.5, 1998-11-25 04:15:00, 0.0
7.0, 0.0, 7.0, 8.0, 1998-11-25 18:00:00, 0.0
8.0, 0.0, 5.0, 8.5, 1998-11-26 04:16:00, 0.0
7.0, 0.0, 5.0, 7.5, 1998-11-26 16:00:00, 0.0
4.5, 0.0, 3.5, 8.0, 1998-11-27 04:11:00, 0.0
6.0, 0.0, 3.0, 8.0, 1998-11-27 16:15:00, 0.0
3.0, 0.0, 2.5, 6.0, 1998-11-28 04:05:00, 0.0
5.0, None, 5.0, 7.5, 1998-11-28 04:15:00, None
6.0, 0.0, 2.0, 8.0, 1998-11-28 16:10:00, 0.0
5.0, 0.0, 4.0, 6.0, 1998-11-29 16:00:00, 0.0
2.5, 0.0, 0.5, 4.0, 1998-11-30 04:00:00, 0.0
3.0, None, 0.0, 5.5, 1998-11-30 04:15:00, None
3.0, 0.0, 1.0, 8.0, 1998-11-30 18:00:00, 0.0
6.0, 0.0, 6.0, 7.0, 1998-12-01 17:30:00, 0.0
2.5, 0.0, 2.0, 6.0, 1998-12-02 04:00:00, 0.0
3.5, 0.0, 3.5, 9.0, 1998-12-02 18:15:00, 0.0
2.0, 0.0, 0.0, 7.0, 1998-12-03 04:00:00, 0.0
4.5, 0.0, 4.5, 7.0, 1998-12-03 17:30:00, 0.0
2.0, 0.0, 0.5, 5.0, 1998-12-04 04:15:00, 0.0
3.0, 0.0, 2.0, 6.0, 1998-12-04 17:30:00, 0.0
3.5, 0.0, 2.0, 4.5, 1998-12-05 04:05:00, 0.0
4.0, 0.0, 3.0, 5.5, 1998-12-05 16:30:00, 0.0
0.0, 0.0, -1.0, 5.0, 1998-12-06 07:00:00, 0.0
3.0, 0.0, 0.0, 5.0, 1998-12-06 17:00:00, 0.0
4.0, 0.0, 2.0, 4.0, 1998-12-07 05:47:00, 0.0
3.0, None, 2.5, 6.0, 1998-12-07 17:08:00, None
3.0, 0.0, 1.0, 4.5, 1998-12-08 04:00:00, 0.0
3.5, 0.0, 2.0, 6.0, 1998-12-08 17:10:00, 0.0
5.0, 0.0, 3.0, 6.0, 1998-12-09 03:50:00, 0.0
5.0, 0.0, 3.5, 5.5, 1998-12-09 16:25:00, 0.0
5.0, None, 4.5, 10.0, 1998-12-10 17:05:00, None
4.0, 0.0, 3.5, 7.0, 1998-12-11 03:45:00, 0.0
7.0, 0.0, 4.5, 7.5, 1998-12-11 04:00:00, 0.0
5.0, 0.0, 3.0, 6.5, 1998-12-11 16:40:00, 0.0
7.0, 0.0, 6.5, 11.0, 1998-12-13 04:05:00, 0.0
4.0, None, 3.5, 7.5, 1998-12-13 17:50:00, None
2.0, 0.0, 0.5, 5.0, 1998-12-14 04:00:00, 0.0
3.5, 0.0, 2.0, 5.0, 1998-12-14 17:15:00, 0.0
3.0, 0.0, 2.5, 4.0, 1998-12-15 06:00:00, 0.0
6.0, 0.0, 2.0, 6.0, 1998-12-15 16:00:00, 0.0
7.0, 0.0, 4.0, 7.0, 1998-12-16 03:54:00, 0.0
7.0, 0.0, 5.5, 7.5, 1998-12-16 16:15:00, 0.0
4.5, 0.0, 4.5, 9.0, 1998-12-17 05:45:00, 0.0
6.0, 0.0, 4.0, 7.5, 1998-12-17 14:25:00, 0.0
-1.0, 0.0, -1.0, 4.0, 1998-12-18 03:45:00, 0.0
-1.0, 0.0, -2.0, 2.0, 1998-12-18 04:00:00, 0.0
1.0, 0.0, -3.0, 5.0, 1998-12-18 15:45:00, 0.0
-3.0, 0.0, -3.0, 0.5, 1998-12-19 15:50:00, 0.0
-1.0, 8.0, -6.0, -1.0, 1998-12-20 04:23:00, 0.0
-6.0, 0.0, -6.0, -3.0, 1998-12-20 06:30:00, 0.0
-4.0, 0.0, -6.0, -0.5, 1998-12-20 06:50:00, 0.0
-2.5, 7.0, -6.0, -0.5, 1998-12-21 16:07:00, 7.0
-4.0, 0.0, -7.0, -1.0, 1998-12-22 03:54:00, 4.0
-2.0, 0.0, -5.0, -1.0, 1998-12-22 17:30:00, 4.0
-1.0, 4.0, -3.0, -1.0, 1998-12-23 03:50:00, 0.0
