station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-1.0, 1.0, 1.0, -7.0, None, 0.0, 1987-03-02 02:30:00, 97.0
1.0, 12.0, 10.0, -1.0, None, 1.0, 1987-03-02 15:30:00, 106.0
2.5, 0.0, 0.0, 1.0, None, 3.0, 1987-03-03 02:00:00, 103.0
5.0, 0.0, 0.0, 2.0, None, 5.0, 1987-03-03 15:00:00, 95.0
4.0, 0.0, 0.0, 4.0, None, 5.0, 1987-03-04 03:30:00, 90.0
7.5, 0.0, 0.0, 2.0, None, 11.0, 1987-03-04 16:00:00, 82.0
3.5, 0.0, 0.0, 2.0, None, 10.0, 1987-03-05 03:30:00, 82.0
8.0, 0.0, 0.0, 3.0, None, 10.0, 1987-03-05 15:00:00, 75.0
3.5, 0.0, 0.0, 2.5, None, 8.0, 1987-03-06 03:30:00, 74.0
5.0, 0.0, 0.0, 2.0, None, 6.0, 1987-03-06 16:00:00, 69.0
-1.0, 2.0, 2.0, -1.0, None, 5.0, 1987-03-07 03:30:00, 71.0
5.0, 0.0, 0.0, -1.0, None, 6.0, 1987-03-07 15:30:00, 68.0
-3.0, 0.0, 0.0, -3.0, None, 8.0, 1987-03-08 03:30:00, 66.0
0.5, 6.0, 6.0, -2.0, None, 1.5, 1987-03-10 07:00:00, 70.0
1.5, 5.0, 1.0, 1.0, None, 1.5, 1987-03-10 15:00:00, 69.0
2.5, 0.0, 0.0, 0.0, None, 3.0, 1987-03-11 15:00:00, 65.0
2.0, 0.0, 0.0, 0.0, None, 4.0, 1987-03-12 15:00:00, 63.0
4.0, 0.0, 0.0, 0.0, None, 5.0, 1987-03-13 15:00:00, 60.0
4.0, 0.0, 0.0, -6.0, None, 7.0, 1987-03-16 15:00:00, 59.0
1.5, 3.0, 2.0, -0.5, None, 6.0, 1987-03-17 15:00:00, 61.0
-3.0, 3.0, 3.0, -3.5, None, 1.0, 1987-03-18 14:00:00, 62.0
1.0, 5.0, 5.0, -4.0, None, 2.5, 1987-03-19 14:00:00, 63.0
-1.5, 5.0, 5.0, -1.5, None, 1.5, 1987-03-20 06:00:00, 66.0
5.0, 0.0, 0.0, -7.0, None, 5.0, 1987-03-23 15:00:00, 55.0
-1.5, 12.0, 12.0, -1.5, None, 9.0, 1987-03-26 03:00:00, 57.0
2.5, 0.0, 0.0, -6.0, None, 7.5, 1987-03-26 15:00:00, 57.0
2.0, 0.0, 0.0, -9.0, None, 2.0, 1987-03-27 15:00:00, 58.0
6.0, 0.0, 0.0, None, None, None, 1987-11-02 07:00:00, 0.0
7.0, 0.0, 0.0, 5.0, None, 8.0, 1987-11-02 15:00:00, 0.0
5.0, 0.0, 0.0, 4.0, None, 8.0, 1987-11-03 04:00:00, 0.0
6.0, 0.0, 0.0, 4.0, None, 7.0, 1987-11-03 15:00:00, 0.0
4.0, 0.0, 0.0, 2.0, None, 7.0, 1987-11-04 04:00:00, 0.0
7.0, 0.0, 0.0, 2.0, None, 8.0, 1987-11-04 15:00:00, 0.0
-1.0, 0.0, 0.0, -1.0, None, 8.0, 1987-11-05 04:00:00, 0.0
8.0, 0.0, 0.0, -2.0, None, 10.0, 1987-11-05 15:00:00, 0.0
-2.0, 0.0, 0.0, -2.0, None, 9.0, 1987-11-06 04:00:00, 0.0
5.0, 0.0, 0.0, -3.0, None, 6.0, 1987-11-06 15:00:00, 0.0
-2.0, 0.0, 0.0, -3.5, None, 6.0, 1987-11-07 04:00:00, 0.0
3.5, 0.0, 0.0, -1.5, None, 3.5, 1987-11-07 15:30:00, 0.0
2.0, 0.0, 0.0, 2.0, None, 4.0, 1987-11-08 04:00:00, 0.0
6.0, 0.0, 0.0, 2.0, None, 7.0, 1987-11-08 15:30:00, 0.0
-2.0, 0.0, 0.0, -2.0, None, 6.0, 1987-11-09 03:30:00, 0.0
4.5, 0.0, 0.0, -2.5, None, 8.5, 1987-11-09 15:30:00, 0.0
3.5, 0.0, 0.0, 3.0, None, 5.0, 1987-11-10 03:00:00, None
5.5, 0.0, 0.0, 1.5, None, 6.0, 1987-11-10 15:30:00, 0.0
2.0, 0.0, 0.0, 2.0, None, 5.5, 1987-11-11 03:30:00, 0.0
4.0, 0.0, 0.0, 2.5, None, 4.5, 1987-11-11 15:30:00, 0.0
4.0, 0.0, 0.0, 3.0, None, 5.0, 1987-11-12 03:00:00, 0.0
5.0, 0.0, 0.0, 3.0, None, 5.5, 1987-11-12 16:00:00, 0.0
3.0, 0.0, 0.0, 3.0, None, 5.0, 1987-11-13 04:00:00, 0.0
4.0, 0.0, 0.0, 3.0, 0.0, 4.0, 1987-11-13 15:00:00, 0.0
-1.0, 0.0, 0.0, -2.0, 0.0, 5.0, 1987-11-14 04:00:00, 0.0
1.0, 0.0, 0.0, -2.5, None, 2.0, 1987-11-14 16:00:00, 0.0
-3.0, 0.0, 0.0, -4.0, None, 2.0, 1987-11-15 04:00:00, 0.0
-1.0, 0.0, 0.0, -3.0, None, -1.0, 1987-11-15 15:00:00, 0.0
-3.0, 19.0, 19.0, -4.0, None, -2.0, 1987-11-16 04:00:00, 19.0
-2.0, 12.0, 0.0, -3.0, None, -1.0, 1987-11-16 15:00:00, 12.0
-10.0, 0.0, 0.0, -10.0, None, -2.0, 1987-11-17 04:00:00, 12.0
-4.0, 0.0, 0.0, -11.0, None, -2.0, 1987-11-17 15:30:00, 11.0
-5.0, 0.0, 0.0, -9.0, None, -4.0, 1987-11-18 03:00:00, 11.0
-2.0, 1.0, 1.0, -6.0, None, -2.0, 1987-11-18 15:30:00, 12.0
-2.0, 3.0, 3.0, -3.0, None, -2.0, 1987-11-19 03:30:00, 15.0
1.0, 0.0, 0.0, -3.0, None, 2.0, 1987-11-19 15:30:00, 10.0
-3.0, 0.0, 0.0, -3.0, None, -1.0, 1987-11-20 03:30:00, 9.0
4.0, 0.0, 0.0, -5.0, None, 4.0, 1987-11-20 15:00:00, 10.0
0.0, 0.0, 0.0, -1.0, None, 3.0, 1987-11-21 03:00:00, 10.0
-2.0, 0.1, 0.1, -2.0, None, 1.0, 1987-11-22 03:00:00, 12.0
-1.0, 8.0, 8.0, -2.0, None, 0.0, 1987-11-22 15:00:00, 20.0
-2.0, 14.0, 8.0, -2.0, None, 0.0, 1987-11-23 04:00:00, 25.0
-1.5, 0.0, 0.0, -2.5, None, 0.0, 1987-11-23 15:00:00, 23.0
-1.0, 5.0, 5.0, -2.5, None, -1.0, 1987-11-24 03:30:00, 25.0
-1.0, 18.0, 12.0, -2.0, None, 0.0, 1987-11-24 15:00:00, 35.0
-1.0, 12.0, 1.0, -1.0, None, 0.0, 1987-11-25 04:00:00, 35.0
2.5, 0.0, 0.0, -5.5, None, 2.5, 1987-11-25 15:00:00, 30.0
-4.5, 0.0, 0.0, -6.0, None, 2.5, 1987-11-26 03:30:00, 30.0
-3.0, 0.0, 0.0, -6.0, None, -3.0, 1987-11-26 15:30:00, 30.0
-5.5, 0.0, 0.0, -5.5, 0.0, -3.0, 1987-11-27 03:30:00, 29.0
-3.0, 0.0, 0.0, -6.0, None, -2.0, 1987-11-27 15:30:00, 29.0
-9.5, 0.0, 0.0, -10.0, None, -2.5, 1987-11-28 03:30:00, 27.0
-4.0, 0.0, 0.0, -11.0, None, -3.0, 1987-11-28 15:00:00, 25.0
-8.0, 0.0, 0.0, -8.0, None, -3.5, 1987-11-29 03:30:00, 25.0
-4.0, 0.0, 0.0, -8.0, None, -4.0, 1987-11-29 15:00:00, 25.0
-7.5, 2.0, 2.0, -7.5, None, -4.0, 1987-11-30 03:30:00, 27.0
-3.0, 2.0, 2.0, -10.0, None, -3.0, 1987-11-30 15:00:00, 29.0
0.0, 12.0, 10.0, -4.0, None, 0.0, 1987-12-01 15:00:00, 35.0
-1.0, 0.0, 0.0, -1.0, None, 1.0, 1987-12-02 03:00:00, 35.0
-1.0, 4.0, 3.0, -2.0, None, 1.0, 1987-12-02 15:00:00, 36.0
0.0, 8.0, 5.0, -2.0, None, 0.0, 1987-12-03 04:00:00, 45.0
3.0, 5.0, 1.0, 0.0, None, 3.5, 1987-12-03 15:30:00, 36.0
1.0, 0.0, 0.0, 0.0, None, 3.0, 1987-12-04 03:30:00, 33.0
3.0, 0.0, 0.0, 1.0, None, 4.5, 1987-12-04 15:30:00, 27.0
0.0, 0.0, 0.0, 0.0, None, 3.0, 1987-12-05 03:30:00, 27.0
0.0, 0.0, 0.0, 0.0, None, 1.5, 1987-12-05 15:30:00, 27.0
3.0, 0.0, 0.0, 0.0, None, 3.0, 1987-12-06 04:00:00, 22.0
3.5, 0.0, 0.0, 2.0, None, 4.0, 1987-12-06 15:00:00, 17.0
1.0, 0.0, 0.0, 1.0, None, 4.0, 1987-12-07 04:00:00, 14.0
0.0, 1.0, 1.0, 0.0, None, 2.0, 1987-12-07 15:30:00, 14.0
-3.0, 0.0, 0.0, -3.0, None, 0.0, 1987-12-08 03:30:00, 14.0
-2.0, 1.0, 1.0, -4.0, None, -1.0, 1987-12-08 15:00:00, 15.0
-2.0, 1.0, 1.0, -3.0, None, -2.0, 1987-12-09 04:00:00, 15.0
-3.0, 4.0, 4.0, -5.0, None, 1.0, 1987-12-10 04:00:00, 17.0
0.5, 0.0, 0.0, -3.0, None, 4.5, 1987-12-10 15:00:00, 17.0
-3.0, 0.0, 0.0, -3.0, None, 4.0, 1987-12-11 04:00:00, 17.0
-2.0, 0.0, 0.0, -3.5, None, 2.0, 1987-12-11 15:00:00, 17.0
-7.0, 0.0, 0.0, -10.0, None, 2.0, 1987-12-12 04:00:00, 17.0
-4.5, 0.0, 0.0, -8.0, None, -3.5, 1987-12-12 15:00:00, 17.0
-13.0, 0.0, 0.0, -14.0, None, -6.0, 1987-12-13 04:00:00, 17.0
-5.5, 0.0, 0.0, -14.5, None, -4.5, 1987-12-13 15:00:00, 17.0
-9.0, 0.0, 0.0, -12.5, None, -5.0, 1987-12-14 03:30:00, 17.0
-7.0, 0.1, 0.1, -9.5, None, -6.5, 1987-12-14 15:00:00, 17.0
-10.0, 5.0, 5.0, -12.0, None, -3.5, 1987-12-15 03:30:00, 26.0
-7.0, 0.0, 0.0, -12.0, None, -1.5, 1987-12-15 15:00:00, 25.0
-11.0, 0.1, 0.1, -13.0, None, -6.5, 1987-12-16 03:30:00, 25.0
-8.0, 3.0, 3.0, -11.0, None, -7.0, 1987-12-16 15:00:00, 28.0
-12.5, 4.0, 0.1, -13.5, None, -7.5, 1987-12-17 03:30:00, 28.0
-9.0, 0.0, 0.0, -17.0, None, -8.0, 1987-12-17 15:00:00, 27.0
-8.0, 5.0, 5.0, -11.5, None, -8.0, 1987-12-18 03:30:00, 33.0
-7.0, 0.0, 0.0, -9.0, None, -7.0, 1987-12-18 15:00:00, 30.0
-9.5, 0.0, 0.0, -12.0, None, -7.0, 1987-12-19 04:00:00, 30.0
-9.0, 0.0, 0.0, -10.0, None, -7.0, 1987-12-19 15:00:00, 30.0
-11.0, 0.0, 0.0, -11.0, None, -8.5, 1987-12-20 03:30:00, 30.0
-9.0, 5.0, 5.0, -12.0, None, -7.0, 1987-12-20 15:00:00, 35.0
5.0, None, 7.0, 5.0, None, 9.0, 1987-12-21 06:00:00, 42.0
-7.0, 14.0, 0.0, -12.0, None, -7.0, 1987-12-21 15:00:00, 42.0
-7.5, 0.0, 0.0, -9.0, None, -2.0, 1987-12-22 03:30:00, 42.0
-8.0, 0.0, 0.0, -10.0, None, -6.0, 1987-12-22 15:00:00, 42.0
-10.5, 0.0, 0.0, -13.0, None, -6.5, 1987-12-23 04:00:00, 42.0
-7.5, 0.0, 0.0, -14.0, None, -7.0, 1987-12-23 15:00:00, 40.0
-13.0, 0.0, 0.0, -14.0, None, -6.5, 1987-12-24 02:30:00, 40.0
-8.5, 0.0, 0.0, -14.0, None, -6.5, 1987-12-24 15:00:00, 38.0
-12.0, 0.0, 0.0, -12.0, None, -7.5, 1987-12-25 03:00:00, 40.0
-9.0, 0.0, 0.0, -12.0, None, -7.5, 1987-12-25 15:00:00, 39.0
-11.0, 0.0, 0.0, -12.0, None, -8.5, 1987-12-26 03:00:00, 39.0
-8.0, 0.0, 0.0, -12.5, None, -8.0, 1987-12-26 15:00:00, 38.0
-11.0, 0.0, 0.0, -13.5, None, -7.0, 1987-12-27 03:00:00, 38.0
-9.0, 0.0, 0.0, -13.5, None, -5.5, 1987-12-27 15:30:00, 37.0
-14.5, 0.0, 0.0, -14.5, None, -8.0, 1987-12-28 03:30:00, 37.0
-7.5, 0.0, 0.0, -14.5, None, -7.5, 1987-12-28 15:30:00, 37.0
-7.0, 5.0, 5.0, -12.0, None, -7.0, 1987-12-29 04:00:00, 39.0
-4.5, 7.0, 2.0, -12.0, None, -3.0, 1987-12-29 15:00:00, 44.0
-8.0, 5.0, 1.0, -10.0, None, -3.0, 1987-12-30 04:00:00, 45.0
-6.0, 2.0, 2.0, -9.0, None, -5.0, 1987-12-30 17:00:00, 47.0
-8.0, 1.0, 1.0, -10.0, None, -5.0, 1987-12-31 04:00:00, 47.0
-6.0, 0.0, 0.0, -10.0, None, -5.0, 1987-12-31 15:00:00, 46.0
-10.0, 0.0, 0.0, -11.0, None, -8.0, 1988-01-01 04:00:00, 46.0
-9.0, 0.0, 0.0, -13.0, None, -8.0, 1988-01-01 15:00:00, 46.0
-11.0, 0.0, 0.0, -15.0, None, -9.0, 1988-01-02 04:00:00, 46.0
-9.5, 2.0, 2.0, -11.5, None, -8.0, 1988-01-02 15:00:00, 45.0
-15.0, 1.0, 1.0, -16.0, None, -8.5, 1988-01-03 03:00:00, 47.0
-9.5, 0.0, 0.0, -17.5, None, -8.5, 1988-01-03 15:00:00, 46.0
-21.0, 0.0, 0.0, -21.5, None, -9.5, 1988-01-04 03:00:00, 44.0
-12.0, 0.0, 0.0, -22.0, None, -10.0, 1988-01-04 15:00:00, 44.0
-20.0, 0.0, 0.0, -21.0, None, -10.0, 1988-01-05 03:30:00, 43.0
-12.5, 0.0, 0.0, -21.0, None, -9.0, 1988-01-05 15:00:00, 43.0
-13.5, 0.0, 0.0, -14.0, None, -11.5, 1988-01-06 03:00:00, 43.0
-10.0, 0.0, 0.0, -18.0, None, -9.0, 1988-01-06 15:00:00, 43.0
-11.0, 0.1, 0.1, -11.5, None, -9.0, 1988-01-07 03:00:00, 43.0
-8.0, 2.0, 0.0, -11.0, None, -7.0, 1988-01-07 15:00:00, 44.0
-17.0, 0.0, 0.0, -17.5, None, -8.0, 1988-01-08 03:00:00, 44.0
-9.0, 0.0, 0.0, -20.0, None, -8.0, 1988-01-08 15:00:00, 44.0
-12.0, 3.0, 3.0, -12.0, None, -8.5, 1988-01-09 03:30:00, 47.0
-8.0, 3.0, 3.0, -12.0, None, -8.0, 1988-01-09 15:00:00, 49.0
-4.5, 3.0, 2.0, -12.0, None, -4.0, 1988-01-10 04:00:00, 50.0
-5.0, 0.0, 0.0, -6.0, None, -4.0, 1988-01-10 15:00:00, 50.0
-4.0, 11.0, 11.0, -8.0, None, -4.0, 1988-01-11 15:00:00, 60.0
-6.5, 0.0, 0.0, -10.0, None, -3.0, 1988-01-12 03:00:00, 60.0
-7.0, 0.1, 0.1, -8.0, None, -3.0, 1988-01-12 15:30:00, 55.0
-5.0, 4.0, 4.0, -7.0, None, -5.0, 1988-01-13 03:00:00, 59.0
-4.0, 2.0, 2.0, -5.5, None, -3.5, 1988-01-13 15:30:00, 59.0
-1.0, 5.0, 4.0, -4.5, None, -1.0, 1988-01-14 03:00:00, 63.0
0.0, 17.0, 12.0, -1.5, None, 0.0, 1988-01-14 15:30:00, 70.0
0.0, 0.0, 0.0, 0.0, None, 2.0, 1988-01-15 03:00:00, 63.0
-1.0, 0.0, 0.0, -1.5, None, 0.5, 1988-01-15 15:30:00, 63.0
-3.0, 3.0, 3.0, -3.0, None, -0.5, 1988-01-16 03:00:00, 67.0
-3.0, 6.0, 2.0, -4.0, None, -2.5, 1988-01-16 15:30:00, 67.0
-5.0, 0.0, 0.0, -5.0, None, -3.0, 1988-01-17 03:00:00, 68.0
-6.0, 0.0, 0.0, -8.0, None, -3.0, 1988-01-17 15:00:00, 65.0
-8.0, 0.0, 0.0, -12.0, None, -6.0, 1988-01-18 04:00:00, 65.0
-5.0, 0.0, 0.0, -9.0, None, -3.0, 1988-01-18 15:00:00, 65.0
-7.0, 0.0, 0.0, -11.0, None, -3.0, 1988-01-19 04:00:00, 65.0
-7.5, 0.0, 0.0, -8.0, None, -7.0, 1988-01-19 16:00:00, 66.0
-8.0, 2.0, 2.0, -9.0, None, -7.0, 1988-01-20 04:00:00, 66.0
-6.5, 3.0, 2.0, -8.5, None, -6.0, 1988-01-20 16:00:00, 70.0
-9.0, 0.0, 0.0, -9.0, None, -6.0, 1988-01-21 04:00:00, 70.0
-5.5, 0.0, 0.0, -12.0, 0.0, -3.0, 1988-01-21 15:00:00, 70.0
-7.0, 0.0, 0.0, -11.0, None, -6.0, 1988-01-22 04:00:00, 70.0
-3.5, 0.0, 0.0, -7.0, None, -3.0, 1988-01-22 15:00:00, 72.0
-9.0, 0.0, 0.0, -9.0, None, -2.5, 1988-01-23 03:30:00, 68.0
-1.5, 0.0, 0.0, -11.5, None, -0.5, 1988-01-23 15:00:00, 68.0
-12.0, 0.0, 0.0, -14.0, None, -1.0, 1988-01-24 03:30:00, 67.0
-5.0, 0.0, 0.0, -14.0, 0.0, -5.0, 1988-01-24 15:30:00, 65.0
-8.0, 1.0, 1.0, -8.0, None, -5.0, 1988-01-25 03:30:00, 68.0
-2.0, 0.0, 0.0, -11.0, None, 0.0, 1988-01-25 15:00:00, 68.0
-9.5, 0.0, 0.0, -12.0, None, -1.5, 1988-01-26 03:30:00, 66.0
-4.0, 0.0, 0.0, -11.5, None, -2.0, 1988-01-26 15:00:00, 67.0
-2.0, 0.0, 0.0, -4.0, None, -2.0, 1988-01-27 03:30:00, 65.0
-1.0, 2.0, 2.0, -4.0, None, 1.0, 1988-01-27 15:00:00, 66.0
-2.0, 0.0, 0.0, -3.0, None, -1.0, 1988-01-28 03:30:00, 68.0
2.0, 0.0, 0.0, -3.0, None, 3.0, 1988-01-28 15:00:00, 66.0
-2.0, 5.0, 5.0, -2.0, None, 2.0, 1988-01-29 03:00:00, 71.0
0.0, 6.0, 6.0, 0.0, None, 3.0, 1988-01-29 15:00:00, 68.0
-9.0, 0.0, 0.0, -9.0, None, 1.0, 1988-01-30 03:30:00, 70.0
-9.0, 0.0, 0.0, -12.0, None, -8.0, 1988-01-30 15:00:00, 70.0
-19.0, 0.0, 0.0, -21.0, None, -8.0, 1988-01-31 03:00:00, 70.0
-11.0, 0.0, 0.0, -24.0, None, -10.0, 1988-01-31 15:00:00, 70.0
-24.0, 0.0, 0.0, -24.0, None, -10.0, 1988-02-01 03:00:00, 70.0
-12.5, 0.0, 0.0, -26.5, None, -9.5, 1988-02-01 15:00:00, 70.0
-18.0, 0.1, 0.1, -18.0, None, -12.0, 1988-02-02 03:00:00, 70.0
-12.0, 1.0, 1.0, -20.0, None, -11.5, 1988-02-02 15:30:00, 71.0
-12.0, 6.0, 5.0, -14.0, None, -11.5, 1988-02-03 04:30:00, 76.0
-7.0, 0.0, 0.0, -12.5, None, -6.5, 1988-02-03 15:30:00, 75.0
-13.0, 0.0, 0.0, -15.0, None, -7.0, 1988-02-04 03:30:00, 75.0
-7.5, 0.1, 0.1, -13.5, None, -5.0, 1988-02-04 15:30:00, 75.0
-16.0, 0.0, 0.0, -17.0, None, -7.0, 1988-02-05 03:00:00, 75.0
-6.0, 0.0, 0.0, -18.0, None, -6.0, 1988-02-05 15:00:00, 70.0
-9.5, 0.0, 0.0, -14.0, None, -0.5, 1988-02-06 03:00:00, 70.0
-5.5, 2.0, 2.0, -9.5, None, -5.0, 1988-02-06 15:30:00, 72.0
-6.0, 2.0, 2.0, -6.0, None, -5.0, 1988-02-07 06:00:00, 74.0
-3.0, 7.0, 4.0, -6.5, None, -2.5, 1988-02-07 15:00:00, 81.0
-6.0, 2.0, 2.0, -6.0, None, -3.0, 1988-02-08 04:00:00, 83.0
-3.5, 0.0, 0.0, -9.5, None, -2.0, 1988-02-08 15:00:00, 83.0
-2.0, 7.0, 7.0, -3.0, None, -2.0, 1988-02-09 04:00:00, 88.0
-1.5, 2.0, 2.0, -3.0, None, -1.0, 1988-02-09 15:30:00, 88.0
-7.0, 3.0, 1.0, -7.0, None, -1.0, 1988-02-10 04:00:00, 88.0
-2.0, 2.0, 2.0, -8.0, None, -1.5, 1988-02-10 15:00:00, 90.0
0.0, 3.0, 1.0, -3.0, None, 0.0, 1988-02-11 04:00:00, 89.0
1.0, 1.0, 1.0, -3.0, None, 1.0, 1988-02-11 15:00:00, 90.0
0.0, 0.0, 0.0, 0.0, None, 1.0, 1988-02-12 03:30:00, 87.0
2.0, 0.0, 0.0, -1.0, None, 2.0, 1988-02-12 15:00:00, 85.0
0.5, 0.1, 0.1, -0.5, None, 2.5, 1988-02-13 03:00:00, 83.0
2.0, 1.0, 1.0, -1.0, None, 3.5, 1988-02-13 15:30:00, 85.0
-5.0, 0.0, 0.0, -6.0, None, 2.0, 1988-02-14 03:30:00, 83.0
-3.0, 8.0, 8.0, -5.5, None, -3.0, 1988-02-14 15:00:00, 91.0
-2.0, 7.0, 7.0, -3.0, None, -1.0, 1988-02-15 06:30:00, 93.0
-1.0, 1.0, 1.0, -3.0, None, 1.0, 1988-02-15 14:00:00, 90.0
-9.0, 0.0, 0.0, -9.0, None, 0.0, 1988-02-16 03:30:00, 90.0
1.0, 0.0, 0.0, -11.0, None, 1.0, 1988-02-16 15:00:00, 90.0
-7.0, 0.0, 0.0, -7.0, None, 1.5, 1988-02-17 03:00:00, 90.0
-1.0, 2.0, 2.0, -7.0, None, -1.0, 1988-02-17 15:00:00, 91.0
-10.0, 0.0, 0.0, -13.0, None, -1.0, 1988-02-18 03:00:00, 91.0
1.0, 0.0, 0.0, -10.0, None, 1.0, 1988-02-18 15:00:00, 91.0
-5.0, 0.0, 0.0, -6.0, 0.0, 1.0, 1988-02-19 03:00:00, 91.0
1.0, 0.0, 0.0, -8.0, None, 2.0, 1988-02-19 15:00:00, 89.0
-7.0, 0.0, 0.0, -8.0, None, 2.0, 1988-02-20 07:00:00, 89.0
6.0, 0.0, 0.0, -8.0, None, 7.0, 1988-02-20 15:00:00, 89.0
-4.0, 0.0, 0.0, -4.0, None, 7.0, 1988-02-21 04:00:00, 88.0
7.0, 0.0, 0.0, -4.5, None, 7.5, 1988-02-21 15:30:00, 85.0
-2.5, 0.0, 0.0, -3.5, None, 8.0, 1988-02-22 03:00:00, 85.0
1.0, 0.0, 0.0, -9.5, None, 1.0, 1988-02-22 15:30:00, 83.0
-12.0, 0.0, 0.0, -12.5, None, 1.5, 1988-02-23 03:00:00, 83.0
2.0, 0.0, 0.0, -14.5, None, 3.0, 1988-02-23 15:30:00, 83.0
-9.0, 0.0, 0.0, -9.0, None, 3.0, 1988-02-24 03:00:00, 83.0
5.5, 0.0, 0.0, -12.5, None, 6.5, 1988-02-24 15:00:00, 83.0
-8.0, 0.0, 0.0, -8.0, None, 6.0, 1988-02-25 03:00:00, 83.0
7.0, 0.0, 0.0, -10.0, None, 7.5, 1988-02-25 15:00:00, 82.0
-6.0, 0.0, 0.0, -6.0, None, 7.0, 1988-02-26 03:00:00, 82.0
8.5, 0.0, 0.0, -6.0, 0.0, 9.5, 1988-02-26 15:00:00, 80.0
-3.0, 0.0, 0.0, -3.0, None, 9.0, 1988-02-27 04:00:00, 78.0
8.0, 0.0, 0.0, -4.5, None, 10.0, 1988-02-27 15:30:00, 78.0
-5.0, 0.0, 0.0, -6.0, None, 9.0, 1988-02-28 04:00:00, 78.0
7.0, 0.0, 0.0, -7.0, None, 8.0, 1988-02-28 15:30:00, 77.0
-3.0, 0.0, 0.0, -4.0, None, 8.0, 1988-02-29 04:00:00, 76.0
3.0, 0.0, 0.0, -5.0, None, 4.0, 1988-02-29 15:00:00, 76.0
0.0, 0.0, 0.0, 0.0, None, 4.0, 1988-03-01 04:00:00, 76.0
6.0, 0.0, 0.0, -1.5, None, 9.0, 1988-03-01 15:30:00, 72.0
-3.0, 0.0, 0.0, -3.0, None, 9.0, 1988-03-02 04:00:00, 72.0
2.0, 0.0, 0.0, -3.0, None, 4.0, 1988-03-02 15:30:00, 71.0
0.5, 3.0, 3.0, -4.0, None, 4.0, 1988-03-03 04:00:00, 73.0
1.0, 5.0, 5.0, -2.5, None, 2.5, 1988-03-03 15:30:00, 78.0
-3.0, 0.0, 0.0, -4.5, None, 1.5, 1988-03-04 03:30:00, 72.0
-1.0, 0.0, 0.0, -4.0, None, 1.0, 1988-03-04 15:30:00, 72.0
-2.0, 4.0, 4.0, -2.0, None, 0.0, 1988-03-05 03:30:00, 76.0
-1.0, 0.1, 0.1, -2.5, None, 0.5, 1988-03-05 15:30:00, 77.0
-1.5, 13.0, 13.0, -2.5, None, -1.0, 1988-03-06 04:00:00, 88.0
0.5, 3.0, 3.0, -6.0, None, 1.0, 1988-03-06 15:00:00, 91.0
-5.5, 0.1, 0.1, -8.0, None, 1.0, 1988-03-07 03:30:00, 87.0
4.0, 0.0, 0.0, -9.0, None, 4.0, 1988-03-07 15:00:00, 87.0
-1.0, 0.0, 0.0, -1.0, None, 4.0, 1988-03-08 03:30:00, 80.0
2.0, 2.0, 2.0, -2.0, None, 3.0, 1988-03-08 15:00:00, 82.0
-0.5, 11.0, 11.0, -1.0, None, 1.5, 1988-03-09 03:30:00, 95.0
1.0, 11.0, 5.0, -2.0, None, 2.0, 1988-03-09 15:00:00, 99.0
-9.0, 0.0, 0.0, -9.0, None, 1.0, 1988-03-10 03:00:00, 95.0
2.0, 0.0, 0.0, -12.0, None, 2.0, 1988-03-10 15:00:00, 95.0
-10.5, 0.0, 0.0, -10.5, None, 2.0, 1988-03-11 03:30:00, 95.0
3.0, 0.0, 0.0, -13.0, None, 4.0, 1988-03-11 15:00:00, 95.0
-11.0, 0.0, 0.0, -11.0, None, 4.0, 1988-03-12 03:30:00, 93.0
4.0, 0.0, 0.0, -13.0, None, 5.0, 1988-03-12 15:00:00, 91.0
-7.0, 0.0, 0.0, -7.5, None, 0.5, 1988-03-13 03:30:00, 88.0
6.5, 0.0, 0.0, -8.5, None, 7.0, 1988-03-13 15:00:00, 87.0
-1.0, 11.0, 11.0, -1.0, 11.0, 8.0, 1988-03-14 03:30:00, 100.0
-2.5, 2.0, 2.0, -5.0, None, 0.0, 1988-03-14 15:30:00, 98.0
-7.5, 0.0, 0.0, -8.0, None, -1.0, 1988-03-15 03:30:00, 98.0
2.5, 0.0, 0.0, -9.5, None, 4.0, 1988-03-15 15:00:00, 93.0
-10.0, 0.0, 0.0, -10.0, None, 3.0, 1988-03-16 03:30:00, 93.0
5.0, 0.0, 0.0, -11.0, None, 5.0, 1988-03-16 15:30:00, 91.0
-8.0, 0.0, 0.0, -8.0, None, 6.0, 1988-03-17 03:30:00, 91.0
5.5, 0.0, 0.0, -9.0, None, 5.5, 1988-03-17 15:30:00, 88.0
-5.0, 0.0, 0.0, -5.0, None, 7.0, 1988-03-18 04:00:00, 88.0
6.0, 0.0, 0.0, -10.0, None, None, 1988-03-18 15:30:00, 87.0
-1.0, 0.0, 0.0, -1.0, None, 9.0, 1988-03-19 04:00:00, 87.0
7.0, 0.0, 0.0, -3.0, None, 7.0, 1988-03-19 15:00:00, 87.0
1.0, None, None, 1.0, None, 7.0, 1988-03-20 04:10:00, 87.0
3.0, 1.0, 1.0, -3.0, None, 6.0, 1988-03-22 15:00:00, 83.0
0.0, 19.0, 19.0, -2.0, None, 2.0, 1988-03-23 07:00:00, 100.0
