station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
1.0, 19.0, 0.1, 0.0, None, 2.0, 1988-03-23 15:00:00, 100.0
-1.0, 0.0, 0.0, -2.0, None, 3.0, 1988-03-24 09:00:00, 92.0
1.0, 0.0, 0.0, -1.0, None, 2.0, 1988-03-24 15:00:00, 92.0
-2.0, 7.0, 7.0, -5.0, None, 4.0, 1988-03-25 08:00:00, 95.0
1.0, 0.0, 0.0, -2.0, None, 2.0, 1988-03-25 15:00:00, 95.0
1.0, 0.0, 0.0, -12.0, None, 4.0, 1988-03-28 15:00:00, 86.0
-3.5, 5.0, 5.0, -12.5, None, 2.5, 1988-03-29 07:00:00, 91.0
-1.0, 0.0, 0.0, -4.0, None, 1.0, 1988-03-29 15:00:00, 93.0
1.0, 0.0, 0.0, -9.0, None, 1.0, 1988-03-30 15:00:00, 91.0
2.0, 0.0, 0.0, -5.0, None, 4.0, 1988-03-31 15:00:00, 88.0
-3.0, 10.0, 10.0, -7.0, None, 6.0, 1988-04-05 15:00:00, 88.0
4.5, 0.0, 0.0, -3.5, None, 4.5, 1988-04-06 09:00:00, 85.0
6.0, 0.0, 0.0, 3.0, None, 6.0, 1988-04-06 14:30:00, 82.0
2.0, 0.0, 0.0, -5.0, None, 6.0, 1988-04-07 15:00:00, 77.0
3.0, 0.0, 0.0, -8.0, None, 5.0, 1988-04-08 15:00:00, 75.0
10.0, 0.0, 0.0, -10.0, None, 12.0, 1988-04-11 15:00:00, 67.0
18.0, 0.0, 0.0, -8.0, 1.0, 18.0, 1988-04-12 15:00:00, 55.0
18.0, 0.0, 0.0, -1.0, None, 18.0, 1988-04-13 15:00:00, 52.0
6.0, 0.0, 0.0, 0.0, None, 19.0, 1988-04-14 07:00:00, 43.0
18.0, 0.0, 0.0, 6.0, None, 18.0, 1988-04-14 15:00:00, 39.0
10.0, 0.0, 0.0, 5.0, 0.0, 10.0, 1988-04-18 14:30:00, 0.0
12.0, 0.0, 0.0, 2.0, None, 16.0, 1988-04-19 15:00:00, 0.0
5.0, 0.0, 0.0, -1.5, None, 11.0, 1988-04-20 08:45:00, 0.0
11.0, 0.0, 0.0, -1.0, None, 12.0, 1988-04-21 15:00:00, 0.0
12.0, 0.0, 0.0, -2.0, None, 15.0, 1988-04-22 15:00:00, 0.0
