station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
0.0, 92.0, None, None, 0.0, None, 1.5, 1986-11-05 18:00:00, 0.0, None, None
-2.5, 96.0, None, None, -2.5, None, 0.0, 1986-11-06 06:00:00, 0.0, None, None
-3.0, 100.0, None, None, -6.0, None, 1.0, 1986-11-06 18:00:00, 0.0, None, None
-5.5, 100.0, None, None, -8.5, None, -3.0, 1986-11-07 06:00:00, 0.0, None, None
-5.0, 72.0, None, None, -5.5, None, -3.0, 1986-11-07 18:00:00, 2.0, None, None
-18.0, 87.0, None, None, -18.0, None, -6.0, 1986-11-08 06:00:00, 0.0, None, None
-15.0, 60.0, None, None, -21.0, None, -15.0, 1986-11-08 18:00:00, 0.0, None, None
-25.0, 89.0, None, None, -25.0, None, -15.0, 1986-11-09 06:00:00, 0.0, None, None
-15.0, 70.0, None, None, -25.0, None, -15.0, 1986-11-09 18:00:00, 0.0, None, None
-22.5, 90.0, None, None, -23.5, None, -22.5, 1986-11-10 06:00:00, 0.0, None, None
-9.0, 67.0, None, None, -22.5, None, -9.0, 1986-11-10 18:00:00, 3.0, None, None
-8.5, 97.0, None, None, -10.0, None, -8.5, 1986-11-11 06:00:00, 2.0, None, None
-7.5, 83.0, None, None, -8.5, None, -6.0, 1986-11-11 18:00:00, 0.0, None, None
-15.0, 95.0, None, None, -15.5, None, -7.5, 1986-11-12 06:00:00, 0.0, None, None
-7.0, 97.0, None, None, -15.0, None, -6.5, 1986-11-12 18:00:00, 1.0, None, None
-6.0, 98.0, None, None, -7.0, None, -6.0, 1986-11-13 06:00:00, 3.0, None, None
-5.0, 97.0, None, None, -7.0, None, -5.0, 1986-11-13 18:00:00, 3.0, None, None
-6.0, 97.0, None, None, -7.0, None, -5.0, 1986-11-14 06:00:00, 0.0, None, None
-7.0, 87.0, None, None, -7.0, None, -6.0, 1986-11-14 18:00:00, 0.0, None, None
-9.0, 98.0, None, None, -11.0, None, -7.0, 1986-11-15 06:00:00, 0.0, None, None
-1.0, 80.0, None, None, -9.0, None, -0.5, 1986-11-15 18:00:00, 0.0, None, None
-12.0, 97.0, None, None, -12.5, None, -1.0, 1986-11-16 06:00:00, 0.0, None, None
-3.0, 99.0, None, None, -13.5, None, -3.0, 1986-11-16 18:00:00, 2.0, None, None
-10.0, 94.0, None, None, -10.0, None, -3.0, 1986-11-17 06:00:00, 2.0, None, None
-4.0, 87.0, None, None, -18.0, None, -3.5, 1986-11-17 18:00:00, 0.0, None, None
-6.0, 95.0, None, None, -9.0, None, -4.0, 1986-11-18 06:00:00, 0.0, None, None
-1.5, 95.0, None, None, -5.5, None, -0.5, 1986-11-18 18:00:00, 0.0, None, None
-2.0, 90.0, None, None, -2.0, None, -0.5, 1986-11-19 06:00:00, 0.0, None, None
-2.0, 80.0, None, None, -2.5, None, -1.5, 1986-11-19 18:00:00, 0.0, None, None
-0.5, 98.0, None, None, -2.0, None, -0.5, 1986-11-20 06:00:00, 15.0, None, None
0.0, 95.0, None, None, -0.5, None, 1.5, 1986-11-20 18:00:00, 0.0, None, None
-7.5, 97.0, None, None, -7.5, None, 0.0, 1986-11-21 06:00:00, 0.0, None, None
-6.0, 94.0, None, None, -8.0, None, 0.0, 1986-11-21 18:00:00, 0.0, None, None
-3.5, 97.0, None, None, -6.0, None, -3.5, 1986-11-22 06:00:00, 3.0, None, None
-2.5, 84.0, None, None, -10.0, None, -0.5, 1986-11-22 18:00:00, 0.0, None, None
-0.5, 93.0, None, None, -3.0, None, -0.5, 1986-11-23 06:00:00, 0.0, None, None
1.5, 78.0, None, None, -0.5, None, 4.5, 1986-11-23 18:00:00, 1.0, None, None
-1.5, 84.0, None, None, -3.5, None, 1.5, 1986-11-24 06:00:00, 0.0, None, None
-10.0, 85.0, None, None, -10.0, None, -0.5, 1986-11-24 18:00:00, 1.0, None, None
-4.0, 75.0, None, None, -12.0, None, -4.0, 1986-11-25 06:00:00, 0.0, None, None
-1.0, 65.0, None, None, -4.0, None, 1.0, 1986-11-25 18:00:00, 0.0, None, None
-4.5, 75.0, None, None, -4.5, None, -1.0, 1986-11-26 06:00:00, 0.0, None, None
-5.0, 78.0, None, None, -5.0, None, -1.0, 1986-11-26 18:00:00, 0.0, None, None
-4.0, 96.0, None, None, -5.0, None, -3.0, 1986-11-27 06:00:00, 6.0, None, None
-4.0, 90.0, None, None, -5.0, None, -2.0, 1986-11-27 18:00:00, 0.0, None, None
-15.0, 93.0, None, None, -15.0, None, -4.0, 1986-11-28 06:00:00, 0.0, None, None
-12.0, 95.0, None, None, -19.5, None, -9.0, 1986-11-28 18:00:00, 0.0, None, None
-23.5, 89.0, None, None, -23.5, None, -12.0, 1986-11-29 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1986-11-29 18:00:00, 0.0, None, None
