station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
1.0, 90.0, 0.0, 0.0, 1.0, None, 6.0, 1995-10-16 05:45:00, 0.0, 0.0
3.0, 60.0, 0.0, 0.0, 0.0, None, 4.0, 1995-10-16 15:50:00, 0.0, 0.0
1.0, 90.0, 0.0, 0.0, 0.0, None, 4.0, 1995-10-17 05:45:00, 0.0, 0.0
3.5, 98.0, 0.0, 0.0, 0.5, None, 6.0, 1995-10-17 17:00:00, 2.0, 0.0
2.0, 96.0, 0.0, 0.0, 2.0, None, 4.5, 1995-10-18 05:50:00, 0.0, 0.0
5.0, 98.0, 0.0, 0.0, 2.0, None, 5.5, 1995-10-18 15:50:00, 2.0, 0.0
3.0, 98.0, 0.0, 0.0, 3.0, None, 5.0, 1995-10-19 05:50:00, 1.0, 0.0
3.5, 100.0, 0.0, 0.0, 3.0, None, 6.0, 1995-10-19 16:00:00, 5.0, 0.0
2.5, 91.0, 0.0, 0.0, 2.0, None, 5.0, 1995-10-20 05:45:00, 1.0, 0.0
5.5, 70.0, 0.0, 0.0, 2.0, None, 6.0, 1995-10-20 16:00:00, 1.0, 0.0
2.0, 100.0, 0.0, 0.0, 2.0, None, 6.0, 1995-10-21 05:40:00, 2.0, 0.0
3.5, 98.0, 0.0, 0.0, 2.0, None, 4.0, 1995-10-21 15:50:00, 0.0, 0.0
-0.5, 100.0, 0.0, 0.0, -1.0, None, 4.0, 1995-10-22 05:45:00, 0.0, 0.0
5.0, 79.0, 0.0, 0.0, -1.0, None, 5.0, 1995-10-22 15:30:00, 1.0, 0.0
3.0, 78.0, 0.0, 0.0, 2.0, None, 6.0, 1995-10-23 05:45:00, 2.0, 0.0
