station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-1.5, None, None, None, None, 20.0, None, 1980-11-26 14:15:00, None, 20.0
-2.0, None, None, None, -25.5, 23.0, 7.5, 1981-01-08 11:10:00, None, 40.0
-5.0, None, None, None, -8.5, 8.0, 5.5, 1981-01-28 09:40:00, None, 45.0
-3.0, None, None, None, -5.0, 3.0, -3.0, 1981-01-29 10:30:00, None, 48.0
-3.5, None, None, None, -20.5, 45.0, 2.0, 1981-02-26 10:10:00, None, 92.0
2.5, None, None, None, -10.0, 9.0, 4.0, 1981-03-11 11:05:00, None, 87.0
0.0, None, None, None, -10.0, 8.0, 4.5, 1981-03-25 11:00:00, None, 90.0
3.0, 55.0, None, None, None, None, None, 1981-11-06 09:45:00, 0.0, None
2.5, 75.0, None, None, 2.5, None, 5.0, 1981-11-06 16:00:00, 0.0, None
0.5, 85.0, None, None, 0.0, None, 2.5, 1981-11-07 07:00:00, 0.0, None
0.5, 87.0, None, None, 0.5, None, 1.0, 1981-11-07 16:00:00, 0.0, None
0.0, 90.0, None, None, -1.0, None, 0.5, 1981-11-08 07:00:00, 0.0, None
1.0, 85.0, None, None, 0.0, None, 2.0, 1981-11-08 16:00:00, 0.0, None
0.5, 88.0, None, None, 0.0, None, 1.5, 1981-11-09 07:00:00, 0.0, None
3.0, 80.0, None, None, 0.5, None, 3.5, 1981-11-09 16:00:00, 0.0, None
3.0, 80.0, None, None, 2.0, None, 3.0, 1981-11-10 07:00:00, 0.0, None
4.5, 75.0, None, None, 3.0, None, 5.5, 1981-11-10 16:00:00, 0.0, None
4.5, 95.0, None, None, 2.5, None, 4.5, 1981-11-11 07:00:00, 0.0, None
2.5, 98.0, None, None, 2.5, None, 5.0, 1981-11-11 16:00:00, 5.0, None
