station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-5.0, None, None, None, -6.0, 2.0, 1988-11-14 06:00:00, None, None
-2.0, None, None, None, -4.0, -2.0, 1988-11-14 13:30:00, None, None
-7.0, None, None, None, -7.0, -3.0, 1988-11-15 06:00:00, None, None
0.0, None, None, None, -7.0, 0.0, 1988-11-15 13:30:00, None, None
0.0, None, None, None, 0.0, 2.0, 1988-11-16 06:00:00, None, None
3.0, None, None, None, 0.0, 3.0, 1988-11-16 13:30:00, None, None
-2.0, None, 2.0, 2.0, -4.0, 4.0, 1988-11-17 06:00:00, None, 2.0
2.0, None, None, None, -4.0, 2.0, 1988-11-17 13:30:00, None, None
-4.0, None, None, None, -5.0, 2.0, 1988-11-18 06:00:00, None, None
2.0, None, None, None, -4.0, 2.0, 1988-11-18 13:30:00, None, None
-2.0, None, 1.0, 1.0, -7.0, 0.0, 1988-11-19 06:00:00, None, 1.0
4.0, None, 0.0, None, -2.0, 4.0, 1988-11-19 13:30:00, None, 0.0
2.0, None, None, None, -6.0, 6.0, 1988-11-20 06:00:00, None, None
8.0, None, None, None, 2.0, 8.0, 1988-11-20 13:30:00, None, None
2.0, None, None, None, 0.0, 5.0, 1988-11-21 06:00:00, None, None
5.0, None, None, None, 2.0, 5.0, 1988-11-21 13:30:00, None, None
2.0, None, None, None, -2.0, 5.0, 1988-11-22 06:00:00, None, None
5.0, None, None, None, 2.0, 6.0, 1988-11-22 13:30:00, None, None
0.0, None, None, None, -2.0, 5.0, 1988-11-23 05:30:00, None, None
-4.0, None, None, None, -4.0, 4.0, 1988-11-24 05:30:00, None, None
2.0, None, None, None, -2.0, 3.0, 1988-11-24 13:30:00, None, None
-4.0, None, None, None, -4.0, 2.0, 1988-11-25 05:30:00, None, None
-5.0, None, 2.0, 2.0, -5.0, -4.0, 1988-11-25 14:00:00, None, 2.0
-6.0, None, None, None, -7.0, -5.0, 1988-11-26 05:30:00, None, None
-4.0, None, None, None, -6.0, -4.0, 1988-11-26 13:30:00, None, None
-2.0, None, None, None, -7.0, -1.0, 1988-11-27 05:30:00, None, None
0.0, None, None, None, -4.0, 0.0, 1988-11-27 13:30:00, None, None
-4.0, None, None, None, -4.0, 0.0, 1988-11-28 05:30:00, None, None
2.0, None, None, None, -2.0, 2.0, 1988-11-28 13:30:00, None, None
0.0, None, None, None, -2.0, 2.0, 1988-11-29 05:30:00, None, None
2.0, None, None, None, 1.0, 3.0, 1988-11-29 13:30:00, None, None
1.0, None, None, None, 0.0, 3.0, 1988-11-30 05:30:00, None, None
5.0, None, None, None, 2.0, 5.0, 1988-11-30 13:30:00, None, None
3.0, None, None, None, 3.0, 5.0, 1988-12-01 05:30:00, None, None
7.0, None, None, None, 3.0, 7.0, 1988-12-01 13:30:00, None, None
-4.0, None, None, None, -4.0, 7.0, 1988-12-02 05:30:00, None, None
3.0, None, None, None, -4.0, 3.0, 1988-12-02 13:30:00, None, None
2.0, None, None, None, -5.0, 4.0, 1988-12-03 05:30:00, None, None
8.0, None, None, None, -4.0, 8.0, 1988-12-03 13:30:00, None, None
8.0, None, None, None, -5.0, 8.0, 1988-12-04 05:30:00, None, None
8.0, None, None, None, 4.0, 8.0, 1988-12-04 13:30:00, None, None
4.0, None, None, None, 4.0, 8.0, 1988-12-05 05:30:00, None, None
5.0, None, None, None, 4.0, 5.0, 1988-12-05 16:30:00, None, None
-4.0, None, None, None, -4.0, 5.0, 1988-12-06 05:30:00, None, None
-4.0, None, None, None, -4.0, -3.0, 1988-12-06 15:00:00, None, None
-12.0, None, None, None, -12.0, -4.0, 1988-12-07 05:30:00, None, None
-4.0, None, None, None, -12.0, -4.0, 1988-12-07 16:00:00, None, None
-3.0, None, 8.0, 8.0, -10.0, -3.0, 1988-12-08 05:30:00, None, 8.0
0.0, None, None, None, -2.0, 2.0, 1988-12-08 16:30:00, None, 8.0
0.0, None, None, None, -2.0, 1.0, 1988-12-09 05:30:00, None, 6.0
2.0, None, None, None, -1.0, 2.0, 1988-12-09 16:00:00, None, 6.0
-1.0, None, None, None, -3.0, 2.0, 1988-12-10 05:30:00, None, 4.0
0.0, None, None, None, 0.0, 0.0, 1988-12-10 16:30:00, None, 4.0
0.0, None, None, None, -3.0, 0.0, 1988-12-11 05:30:00, None, None
0.0, None, None, None, -1.0, 1.0, 1988-12-11 16:30:00, None, None
-3.0, None, None, None, -3.0, -1.0, 1988-12-12 05:30:00, None, 4.0
1.0, None, None, None, -1.0, 2.0, 1988-12-12 16:30:00, None, 4.0
-1.0, None, None, None, -1.0, 2.0, 1988-12-13 05:30:00, None, 4.0
-1.0, None, None, None, -1.0, 0.0, 1988-12-13 16:30:00, None, 4.0
-4.0, None, None, None, -4.0, 1.0, 1988-12-14 05:30:00, None, 4.0
-3.0, None, None, None, -3.0, -2.0, 1988-12-14 16:30:00, None, 4.0
-10.0, None, None, None, -10.0, -6.0, 1988-12-15 05:30:00, None, 4.0
-4.0, None, None, None, -8.0, -4.0, 1988-12-15 17:00:00, None, 4.0
-11.0, None, None, None, -11.0, -4.0, 1988-12-16 05:30:00, None, 4.0
-5.0, None, None, None, -9.0, -5.0, 1988-12-16 16:30:00, None, 4.0
-10.0, None, None, None, -10.0, -4.0, 1988-12-17 05:30:00, None, 4.0
-4.0, None, None, None, -10.0, -4.0, 1988-12-17 17:00:00, None, 4.0
-5.0, None, None, None, -11.0, -5.0, 1988-12-18 05:30:00, None, 4.0
-4.0, None, None, None, -5.0, -4.0, 1988-12-18 17:00:00, None, 4.0
-4.0, None, 4.0, 4.0, -5.0, -2.0, 1988-12-19 05:30:00, None, 8.0
-3.0, None, None, None, -4.0, -2.0, 1988-12-19 16:30:00, None, 8.0
-15.0, None, None, None, -15.0, -5.0, 1988-12-20 05:30:00, None, 8.0
-8.0, None, None, None, -16.0, -4.0, 1988-12-20 16:30:00, None, 8.0
-10.0, None, 5.0, 5.0, -16.0, -4.0, 1988-12-21 05:30:00, None, 11.0
-8.0, None, None, None, -10.0, -8.0, 1988-12-21 16:30:00, None, 11.0
-14.0, None, None, None, -14.0, -8.0, 1988-12-22 05:30:00, None, 11.0
-5.0, None, None, None, -10.0, -5.0, 1988-12-22 16:30:00, None, 11.0
-6.0, None, 2.0, 2.0, -10.0, -5.0, 1988-12-23 05:30:00, None, 11.0
-4.0, None, None, None, -8.0, -4.0, 1988-12-23 16:30:00, None, 11.0
-12.0, None, None, None, -12.0, -6.0, 1988-12-24 05:30:00, None, 11.0
-8.0, None, None, None, -8.0, -8.0, 1988-12-24 16:30:00, None, 11.0
-16.0, None, None, None, -16.0, -8.0, 1988-12-25 05:30:00, None, 11.0
-17.0, None, None, None, -19.0, -13.0, 1988-12-25 17:00:00, None, 11.0
-18.0, None, None, None, -20.0, -18.0, 1988-12-26 06:00:00, None, 11.0
-13.0, None, None, None, -18.0, -13.0, 1988-12-26 17:00:00, None, 11.0
-11.0, None, None, None, -11.0, -11.0, 1988-12-27 05:30:00, None, 10.0
-8.0, None, 3.0, 3.0, -8.0, -7.0, 1988-12-27 17:00:00, None, 10.0
-8.0, None, None, None, -8.0, -8.0, 1988-12-28 05:30:00, None, 8.0
-7.0, None, None, None, -10.0, -6.0, 1988-12-28 17:00:00, None, 8.0
-6.0, None, 8.0, 8.0, -10.0, -5.0, 1988-12-29 05:30:00, None, 12.0
-5.0, None, None, None, -8.0, -5.0, 1988-12-29 17:00:00, None, 12.0
-5.0, None, 8.0, 8.0, -7.0, -5.0, 1988-12-30 05:30:00, None, 18.0
-7.0, None, None, None, -7.0, -4.0, 1988-12-30 17:00:00, None, 18.0
-22.0, None, None, None, -22.0, -7.0, 1988-12-31 05:30:00, None, 18.0
-16.0, None, 1.0, 1.0, -16.0, -12.0, 1988-12-31 17:00:00, None, 18.0
-12.0, None, None, None, -14.0, -12.0, 1989-01-01 06:00:00, None, 17.0
