station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-7.0, None, None, 0.0, None, None, 1978-01-23 05:00:00, None, None
-3.0, None, None, 10.0, None, None, 1978-01-23 15:00:00, None, None
3.0, None, None, 15.0, None, None, 1978-01-24 05:00:00, None, 74.0
2.0, None, None, 0.0, None, None, 1978-01-25 05:00:00, None, None
2.0, None, None, 0.0, None, None, 1978-01-25 15:00:00, None, 64.0
-8.0, None, None, 0.0, None, None, 1978-01-26 05:00:00, None, None
-17.0, None, None, 0.0, None, None, 1978-01-30 05:00:00, None, None
-22.0, None, None, 0.0, None, None, 1978-01-30 15:00:00, None, None
-13.0, None, None, None, None, None, 1978-01-31 14:00:00, None, 61.0
-30.0, None, None, None, None, None, 1978-02-01 05:00:00, None, None
-36.0, None, None, None, None, None, 1978-02-02 05:00:00, None, None
-20.0, None, None, None, None, None, 1978-02-02 14:00:00, None, None
-5.0, None, None, None, None, None, 1978-02-06 05:00:00, None, None
7.0, None, None, None, None, None, 1978-02-06 14:00:00, None, None
3.0, None, None, None, None, None, 1978-02-07 05:00:00, None, None
4.0, None, None, None, None, None, 1978-02-07 14:00:00, None, None
-4.0, None, None, None, None, None, 1978-02-08 05:00:00, None, None
-4.0, None, None, None, None, None, 1978-02-08 14:00:00, None, None
-3.0, None, None, None, None, None, 1978-02-09 08:00:00, None, None
-6.0, None, None, None, None, None, 1978-02-09 15:00:00, None, None
2.0, None, None, None, None, None, 1978-02-10 08:00:00, None, None
-7.0, None, None, None, None, None, 1978-02-10 15:00:00, None, None
-7.0, None, None, None, None, None, 1978-02-13 05:00:00, None, None
-9.0, None, None, None, None, None, 1978-02-13 14:00:00, None, None
-14.0, None, None, None, None, None, 1978-02-14 05:00:00, None, None
-3.0, None, None, None, None, None, 1978-02-14 14:00:00, None, None
-8.0, None, None, None, None, None, 1978-02-15 05:00:00, None, None
-5.0, None, None, None, None, None, 1978-02-16 05:00:00, None, None
-1.0, None, None, None, None, None, 1978-02-16 14:00:00, None, None
-4.0, None, None, None, None, None, 1978-02-17 05:00:00, None, None
-1.0, None, None, None, None, None, 1978-02-17 14:00:00, None, None
-2.0, None, None, None, None, None, 1978-02-20 05:00:00, None, None
1.0, None, None, None, None, None, 1978-02-21 05:00:00, None, None
7.0, None, None, None, None, None, 1978-02-21 14:00:00, None, None
2.0, None, None, None, None, None, 1978-02-22 05:00:00, None, None
-12.0, None, None, None, None, None, 1978-02-24 05:00:00, None, None
-10.0, None, None, None, None, None, 1978-02-27 05:00:00, None, None
-21.0, None, None, None, None, None, 1978-03-02 05:00:00, None, 0.0
6.0, None, None, None, None, None, 1978-03-07 14:00:00, None, 0.0
3.0, None, None, None, None, None, 1978-03-13 14:00:00, None, 0.0
2.0, None, None, None, None, None, 1978-03-29 08:00:00, None, 0.0
-6.0, None, None, None, None, None, 1978-03-31 08:00:00, None, 0.0
4.0, None, None, None, None, None, 1978-11-06 08:00:00, None, 0.0
-3.0, None, None, None, None, None, 1979-11-05 07:00:00, None, 0.0
-12.5, None, None, None, -13.0, None, 1979-11-06 07:00:00, None, 0.0
-12.0, None, None, None, -12.5, None, 1979-11-08 07:00:00, None, 0.0
-8.0, None, None, None, -12.0, -4.0, 1979-11-09 07:00:00, None, 0.0
-11.5, None, None, None, -12.0, 4.5, 1979-11-13 07:30:00, None, 0.0
5.0, None, None, 0.0, -11.0, 8.5, 1979-11-16 08:00:00, None, 0.0
-3.5, None, None, 0.0, -3.5, 9.0, 1979-11-19 08:00:00, None, 0.0
1.0, None, None, 1.0, -3.5, 1.5, 1979-11-20 08:00:00, None, 1.0
3.5, None, None, 0.0, -2.0, 9.0, 1979-11-22 09:00:00, None, 0.0
2.0, None, None, 0.0, 0.5, 5.0, 1979-11-23 10:00:00, None, 0.0
-2.0, None, None, 0.0, -5.0, 6.5, 1979-11-26 11:00:00, None, 0.0
-6.5, None, None, 0.0, -9.0, -2.0, 1979-11-26 13:30:00, None, 0.0
-14.0, None, None, 0.0, -14.0, -2.0, 1979-11-27 09:00:00, None, 0.0
-16.0, None, None, 0.0, -16.5, -5.0, 1979-11-29 08:00:00, None, 0.0
-8.0, None, None, 0.0, -16.0, -3.5, 1979-11-30 08:00:00, None, 0.0
-3.5, None, None, 0.0, -10.5, 3.0, 1979-12-03 07:00:00, None, 0.0
-4.5, None, None, 2.0, -5.0, -1.5, 1979-12-04 07:00:00, None, 2.0
0.5, None, None, 0.0, -4.0, 6.5, 1979-12-06 07:00:00, None, 0.0
-18.5, None, None, 12.0, -19.0, 4.0, 1979-12-10 07:30:00, None, 12.0
-4.0, None, None, 4.0, -18.5, -3.5, 1979-12-11 08:30:00, None, 16.0
-5.0, None, None, 1.0, -5.0, -3.0, 1979-12-11 15:00:00, None, 18.0
-16.0, None, None, 2.0, -16.0, -2.5, 1979-12-12 08:30:00, None, 18.0
-21.0, None, None, 8.0, -21.0, -11.0, 1979-12-13 07:30:00, None, 20.0
-25.0, None, None, 15.0, -25.0, -16.0, 1979-12-13 14:30:00, None, 20.0
-25.5, None, None, 0.0, -26.0, -25.0, 1979-12-14 07:00:00, None, 20.0
-24.0, None, None, 0.0, -26.5, -19.0, 1979-12-14 16:00:00, None, 20.0
-17.5, None, None, 24.0, -37.0, -17.5, 1979-12-17 07:00:00, None, 44.0
-6.0, None, None, 1.0, -18.0, 5.0, 1979-12-24 07:00:00, None, 18.0
3.5, None, None, 0.0, -6.0, 6.0, 1979-12-27 07:00:00, None, 10.0
-5.5, None, None, 0.0, -5.5, 5.0, 1979-12-28 07:00:00, None, 10.0
-5.5, None, None, 0.0, -12.0, 4.5, 1979-12-31 08:00:00, None, 9.0
-1.0, None, None, 5.0, -6.0, 0.5, 1980-01-02 08:00:00, None, 15.0
-12.0, None, None, 13.0, -12.0, -1.0, 1980-01-03 08:00:00, None, 27.0
-14.0, None, None, 18.0, -14.0, -12.0, 1980-01-04 07:30:00, None, 40.0
-16.0, None, None, 8.0, -16.0, -14.0, 1980-01-04 13:30:00, None, 48.0
-18.0, None, None, 3.0, -27.0, -15.0, 1980-01-07 08:30:00, None, 40.0
-20.5, None, None, 1.0, -20.5, -18.0, 1980-01-07 14:00:00, None, 40.0
-21.0, None, None, 0.0, -24.0, -19.0, 1980-01-08 14:30:00, None, 39.0
-24.0, None, None, 0.0, -24.0, -20.0, 1980-01-09 07:00:00, None, 39.0
-32.0, None, None, 0.0, -32.0, -21.0, 1980-01-09 08:00:00, None, 39.0
-23.0, None, None, 0.0, -35.5, -19.0, 1980-01-10 07:00:00, None, 39.0
-22.5, None, None, 0.0, -23.5, -21.5, 1980-01-10 14:30:00, None, 39.0
-25.0, None, None, 1.0, -26.5, -22.5, 1980-01-11 07:00:00, None, 40.0
-6.0, None, None, 17.0, -30.0, -4.0, 1980-01-14 07:00:00, None, 57.0
-0.5, None, None, None, -6.0, -0.5, 1980-01-14 14:00:00, None, 57.0
-2.5, None, None, 0.0, -2.5, -0.5, 1980-01-15 08:00:00, None, 57.0
0.0, None, None, 0.0, -2.5, 0.0, 1980-01-15 13:30:00, None, 57.0
-2.0, None, None, 0.0, -4.5, 1.0, 1980-01-16 07:00:00, None, 55.0
-20.0, None, None, 0.0, -20.0, 0.0, 1980-01-17 07:00:00, None, 55.0
-28.0, None, None, 0.0, -28.0, -5.0, 1980-01-18 07:00:00, None, 55.0
-13.0, None, None, 0.0, -28.0, -1.5, 1980-01-21 07:00:00, None, 55.0
-3.5, None, None, 1.0, -13.0, -3.5, 1980-01-22 07:00:00, None, 55.0
1.5, None, None, 0.0, -3.5, 3.0, 1980-01-23 07:00:00, None, 53.0
-9.0, None, None, 0.0, -9.0, 3.5, 1980-01-24 07:00:00, None, 51.0
-12.0, None, None, 1.0, -12.0, 0.0, 1980-01-25 07:00:00, None, 52.0
-9.0, None, None, 0.0, -12.0, -9.0, 1980-01-25 14:00:00, None, 52.0
-14.0, None, None, 0.0, -33.0, -14.0, 1980-01-28 04:00:00, None, 51.0
-33.0, None, None, 0.0, -33.0, -16.0, 1980-01-28 07:00:00, None, 51.0
-26.0, None, None, 0.0, -27.5, -14.0, 1980-01-29 07:00:00, None, 51.0
-17.0, None, None, 3.0, -18.0, -12.0, 1980-01-30 07:00:00, None, 53.0
-14.0, None, None, 2.0, -17.5, -9.0, 1980-01-31 07:00:00, None, 53.0
-3.0, None, None, 0.0, -17.0, -3.0, 1980-02-01 09:00:00, None, 52.0
-0.5, None, None, 0.0, -5.5, 4.5, 1980-02-04 07:00:00, None, 40.0
-10.0, None, None, 0.0, -10.0, 5.0, 1980-02-05 07:00:00, None, 40.0
-4.0, None, None, 1.0, -10.5, 3.5, 1980-02-06 08:00:00, None, 41.0
1.5, None, None, 0.0, -4.5, 1.5, 1980-02-07 07:00:00, None, 40.0
3.5, None, None, 0.0, -3.5, 7.5, 1980-02-08 07:00:00, None, 40.0
-5.5, None, None, 0.0, -5.5, 5.5, 1980-02-11 07:00:00, None, 40.0
-8.5, None, None, 0.0, -12.0, -1.0, 1980-02-12 07:00:00, None, 39.0
-13.5, None, None, 0.0, -15.0, -2.0, 1980-02-14 07:00:00, None, 39.0
-15.0, None, None, 0.0, -15.0, -10.0, 1980-02-15 07:00:00, None, 39.0
-13.0, None, None, 0.0, -13.0, -4.0, 1980-02-18 07:00:00, None, 39.0
-14.5, None, None, 4.0, -14.5, -6.0, 1980-02-19 07:00:00, None, 40.0
-22.5, None, None, 0.0, -22.5, -14.5, 1980-02-20 07:00:00, None, 40.0
-16.0, None, None, 0.0, -23.0, -6.0, 1980-02-21 07:00:00, None, 40.0
-15.0, None, None, 2.0, -16.0, -5.0, 1980-02-22 07:00:00, None, 40.0
-2.0, None, None, 0.0, -7.0, 4.0, 1980-02-25 07:00:00, None, 40.0
0.0, None, None, 1.0, -3.0, 12.0, 1980-02-26 07:00:00, None, 40.0
0.0, None, None, 0.0, 0.0, 4.0, 1980-02-27 07:00:00, None, 39.0
2.0, None, None, 0.0, -1.0, 14.0, 1980-02-28 07:00:00, None, 30.0
-1.0, None, None, 2.0, -2.0, 3.0, 1980-02-29 07:00:00, None, 30.0
-20.0, None, None, 0.0, -20.0, 7.5, 1980-03-03 07:05:00, None, 30.0
-23.0, None, None, 0.0, -23.0, -13.0, 1980-03-04 07:00:00, None, 29.0
-24.0, None, None, 0.0, -24.0, -2.0, 1980-03-05 07:00:00, None, 29.0
-19.0, None, None, 0.0, -24.0, -2.0, 1980-03-06 07:00:00, None, 29.0
-18.5, None, None, 0.0, -20.0, 0.0, 1980-03-07 07:00:00, None, 29.0
0.0, None, None, 20.0, -18.0, 5.0, 1980-03-10 07:00:00, None, 40.0
-6.0, None, None, 3.0, -7.0, 6.0, 1980-03-11 07:00:00, None, 39.0
-10.0, None, None, 0.0, -10.0, 6.0, 1980-03-14 07:00:00, None, 37.0
-2.0, None, None, 0.0, -2.0, 2.0, 1980-11-03 06:30:00, None, 0.0
5.0, None, None, 0.0, 2.0, 5.0, 1980-11-04 07:00:00, None, 0.0
6.0, None, None, 0.0, 3.0, 6.0, 1980-11-05 06:30:00, None, 0.0
3.0, None, None, 0.0, 3.0, 10.6, 1980-11-06 06:00:00, None, 0.0
3.0, None, 0.0, 0.0, 3.0, 8.0, 1980-11-07 06:00:00, None, 0.0
4.0, None, 0.0, 0.0, -5.0, 8.0, 1980-11-08 06:30:00, None, 0.0
-3.0, None, 0.0, 0.0, -3.0, 3.0, 1980-11-09 06:30:00, None, 0.0
-0.5, None, 3.0, 3.0, -0.5, 3.5, 1980-11-10 06:00:00, None, 3.0
1.0, None, 0.0, 0.0, 0.5, 4.0, 1980-11-11 06:00:00, None, 0.0
-4.0, None, 0.0, 0.0, -4.0, 2.0, 1980-11-12 06:00:00, None, 0.0
-1.0, None, 0.0, 0.0, -1.0, 3.0, 1980-11-13 06:00:00, None, 0.0
0.0, None, 8.0, 8.0, 0.0, 1.0, 1980-11-14 06:00:00, None, 8.0
-3.0, None, None, 1.0, -3.0, 1.0, 1980-11-15 07:00:00, None, 8.0
-6.0, None, 0.0, 0.0, -6.5, 2.0, 1980-11-16 07:00:00, None, 7.0
0.0, None, 2.0, 2.0, -3.0, 0.0, 1980-11-17 06:00:00, None, 7.0
3.0, None, 0.0, 0.0, 0.0, 3.0, 1980-11-18 06:00:00, None, 5.0
-2.0, None, 1.0, 1.0, -2.0, 6.5, 1980-11-19 06:00:00, None, 3.0
0.0, None, None, 1.0, -2.0, 3.0, 1980-11-20 06:00:00, None, 3.0
-5.0, None, 0.0, 0.0, -5.0, 2.0, 1980-11-21 06:00:00, None, 0.0
-8.0, None, 0.0, 0.0, -8.0, 3.0, 1980-11-22 06:00:00, None, 0.0
-5.0, None, 0.0, 0.0, -13.0, 4.5, 1980-11-23 06:30:00, None, 0.0
-3.0, None, 0.0, 0.0, -3.0, -2.0, 1980-11-24 06:00:00, None, 0.0
-1.5, None, 8.0, 8.0, -2.0, -1.5, 1980-11-25 06:00:00, None, 8.0
-3.5, None, 0.0, 0.0, -4.0, 1.0, 1980-11-26 05:30:00, None, 6.0
2.0, None, 0.0, 0.0, 1.0, 2.0, 1980-11-27 06:00:00, None, 3.0
-1.5, None, 0.0, 0.0, -1.5, 3.0, 1980-11-28 06:00:00, None, 3.0
-4.0, None, 0.0, 0.0, -8.0, -3.0, 1980-11-29 07:00:00, None, 3.0
-17.0, None, 0.0, 0.0, -17.0, -3.0, 1980-11-30 06:00:00, None, 2.0
-18.0, None, None, 0.0, -18.0, -15.0, 1980-12-01 06:00:00, None, 2.0
-22.0, None, None, 0.0, -22.5, -17.0, 1980-12-02 06:00:00, None, 0.0
-25.0, None, None, 0.0, -25.0, -19.0, 1980-12-03 06:00:00, None, 0.0
-25.5, None, None, 0.0, -25.5, -18.0, 1980-12-04 06:00:00, None, 0.0
-24.0, None, None, 0.0, -24.0, -22.0, 1980-12-05 06:00:00, None, 0.0
-22.5, None, None, 0.0, -22.5, -15.0, 1980-12-06 06:00:00, None, 0.0
-17.0, None, None, 32.0, -17.0, -12.0, 1980-12-08 07:30:00, None, 32.0
-19.5, None, None, 10.0, -20.0, -17.0, 1980-12-09 06:00:00, None, 38.0
-21.0, None, None, 15.0, -21.0, -17.5, 1980-12-10 06:00:00, None, 49.0
2.0, None, 8.0, 8.0, -21.0, 2.0, 1980-12-11 06:00:00, None, 32.0
-1.0, None, 0.0, 0.0, -1.0, 6.0, 1980-12-12 06:00:00, None, 28.0
-4.0, None, 0.0, 0.0, -7.0, 2.0, 1980-12-13 06:00:00, None, 28.0
4.0, None, 0.0, 0.0, -4.0, 6.0, 1980-12-14 05:30:00, None, 24.0
7.0, None, 0.0, 0.0, 4.0, 7.0, 1980-12-15 07:00:00, None, 24.0
6.0, None, 0.0, 0.0, 4.0, 8.5, 1980-12-16 06:00:00, None, 22.0
-10.5, None, 0.0, 0.0, -11.5, 7.0, 1980-12-17 05:30:00, None, 22.0
-18.0, None, None, 0.0, -18.0, -2.0, 1980-12-18 06:00:00, None, 20.0
-21.5, None, None, 0.0, -22.0, -14.0, 1980-12-19 06:00:00, None, 20.0
-25.0, None, None, 0.0, -25.0, -20.0, 1980-12-20 06:00:00, None, 20.0
-23.0, None, None, 4.0, -25.0, -23.0, 1980-12-20 15:00:00, None, 20.0
-23.0, None, None, 8.0, -25.0, -23.0, 1980-12-21 06:00:00, None, None
-19.0, None, None, 30.0, -23.0, -17.5, 1980-12-22 06:00:00, None, 30.0
-19.0, None, None, 4.0, -19.0, -9.0, 1980-12-22 15:00:00, None, 34.0
-22.0, None, None, None, -22.0, -19.0, 1980-12-23 06:00:00, None, 34.0
0.0, None, None, 3.0, -22.0, 0.0, 1980-12-28 09:30:00, None, 62.0
3.0, None, None, 0.0, -1.0, 3.0, 1980-12-29 06:00:00, None, 56.0
-1.5, None, None, 0.0, -1.5, 5.5, 1980-12-30 06:00:00, None, 44.0
-5.0, None, None, 0.0, -10.5, -5.0, 1980-12-30 16:00:00, None, 42.0
-9.0, None, None, 0.0, -12.0, 4.5, 1980-12-31 06:00:00, None, 42.0
-6.0, None, None, 0.0, -10.5, -2.5, 1981-01-02 06:00:00, None, 42.0
-4.0, None, None, 0.0, -6.0, -4.0, 1981-01-02 14:30:00, None, 42.0
-9.0, None, None, 0.0, -9.0, -4.0, 1981-01-03 06:00:00, None, 40.0
