station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
9.0, None, 0.1, -5.0, 9.5, 1987-12-14 06:00:00, 39.0
-4.0, None, 0.0, -5.5, 9.5, 1987-12-14 16:00:00, 41.0
-21.5, 0.0, 0.0, -24.0, -19.0, 1988-01-02 15:45:00, 59.0
-12.5, None, None, -12.5, -11.0, 1988-11-03 15:30:00, None
-8.0, None, None, None, -8.0, 1988-11-04 07:00:00, None
-6.5, None, None, -9.0, -6.0, 1988-11-04 15:30:00, None
-13.0, None, None, -13.5, -8.0, 1988-11-05 07:00:00, None
-9.0, None, None, -11.0, -8.5, 1988-11-05 15:30:00, None
-10.0, None, None, -10.0, -8.0, 1988-11-06 07:00:00, None
-9.5, None, None, -10.0, -7.0, 1988-11-06 15:30:00, None
-10.0, None, None, -17.0, -7.0, 1988-11-07 06:15:00, None
-8.0, None, None, -14.0, -2.0, 1988-11-07 16:15:00, None
-12.0, None, None, -16.0, -6.5, 1988-11-08 07:00:00, None
-10.5, None, None, -16.0, -10.5, 1988-11-08 15:30:00, None
-11.5, None, None, -11.5, -8.0, 1988-11-09 07:00:00, None
-9.5, None, None, -12.0, -8.5, 1988-11-09 16:30:00, None
-11.0, None, None, -11.5, -7.5, 1988-11-10 06:30:00, None
-11.5, None, None, -12.5, -10.5, 1988-11-10 15:30:00, None
-17.0, None, None, -17.0, -12.0, 1988-11-11 07:30:00, None
-12.0, None, None, -12.0, -12.0, 1988-11-11 16:00:00, None
-13.5, None, None, -13.5, -12.0, 1988-11-12 07:30:00, None
-13.5, None, None, -14.0, -12.0, 1988-11-12 15:30:00, None
-16.0, None, None, -18.0, -13.5, 1988-11-13 07:00:00, None
-15.0, None, None, -15.5, -15.0, 1988-11-13 16:00:00, None
-20.0, None, None, -20.0, -15.5, 1988-11-14 06:45:00, None
-15.5, None, None, -20.5, -11.5, 1988-11-14 15:45:00, None
-23.0, None, None, -23.5, -14.5, 1988-11-15 07:00:00, None
-14.5, None, None, -23.5, -14.5, 1988-11-15 15:30:00, None
-16.0, None, None, -20.5, -13.0, 1988-11-16 07:00:00, None
-16.0, None, None, -16.5, -15.0, 1988-11-16 15:30:00, None
-19.0, None, None, -19.5, -15.0, 1988-11-17 07:00:00, None
-19.0, None, None, -19.5, -18.0, 1988-11-17 15:30:00, None
-19.0, None, None, -19.5, -18.0, 1988-11-18 07:00:00, None
-18.5, None, None, -20.5, -18.0, 1988-11-18 15:30:00, None
-20.0, None, None, -21.5, -17.5, 1988-11-19 07:15:00, None
-19.0, None, None, -20.5, -15.5, 1988-11-19 15:30:00, None
-26.5, None, None, -26.5, -17.0, 1988-11-20 07:20:00, None
-21.0, None, None, -27.0, -17.0, 1988-11-20 16:10:00, None
-16.0, None, None, -22.5, -16.0, 1988-11-21 06:55:00, None
-16.0, None, None, -18.0, -12.0, 1988-11-21 15:45:00, None
-21.0, None, None, -21.5, -15.0, 1988-11-22 06:55:00, None
-15.0, None, None, -21.0, -11.5, 1988-11-22 15:30:00, None
-16.0, None, None, -19.5, -12.0, 1988-11-23 06:45:00, None
-17.5, None, None, -17.5, -15.5, 1988-11-23 16:05:00, None
-18.5, 4.0, 4.0, -19.0, -16.5, 1988-11-24 06:45:00, 37.0
