station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-14.0, None, None, None, -20.0, None, -4.0, 1978-12-05 09:00:00, None, None, 47.0
-14.0, None, None, 4.0, -23.0, None, -14.0, 1978-12-08 10:00:00, None, None, 47.0
-10.0, None, None, 7.0, -19.0, None, -9.0, 1978-12-10 10:00:00, None, None, 51.0
-4.0, None, None, 6.0, -10.0, None, -4.0, 1978-12-11 09:10:00, None, None, 55.0
-16.0, None, None, 12.0, -17.0, None, -4.0, 1978-12-12 08:00:00, None, None, 64.0
-18.0, None, None, None, -21.0, None, -14.0, 1978-12-13 09:10:00, None, None, 61.0
-14.0, None, None, None, -17.0, None, -8.0, 1978-12-14 08:00:00, None, None, 59.0
-10.0, None, None, 10.0, -14.0, None, -10.0, 1978-12-15 08:10:00, None, None, 62.0
-5.0, None, None, 7.0, -21.0, None, -5.0, 1978-12-17 15:00:00, None, None, 63.0
-11.0, None, None, 1.0, -12.0, None, -4.0, 1978-12-20 08:00:00, None, None, 62.0
-9.0, None, None, 10.0, -14.0, None, -6.0, 1978-12-23 08:15:00, None, None, 95.0
-6.0, None, None, 20.0, -8.0, None, 7.0, 1978-12-24 08:15:00, None, None, 106.0
-15.0, None, None, 4.0, -20.0, None, -4.0, 1978-12-26 08:15:00, None, None, 102.0
-10.0, None, None, None, -15.0, None, -10.0, 1978-12-26 15:45:00, None, None, 100.0
-13.0, None, None, 11.0, -15.0, None, -10.0, 1978-12-27 08:15:00, None, None, 107.0
-12.0, None, None, 2.0, -14.0, None, -11.0, 1978-12-27 16:00:00, None, None, 108.0
-20.0, None, None, 1.0, -21.0, None, -12.0, 1978-12-28 08:30:00, None, None, 102.0
-20.0, None, None, None, -21.0, None, -17.0, 1978-12-28 15:30:00, None, None, 101.0
-27.0, None, None, None, -34.0, None, -24.0, 1978-12-29 08:30:00, None, None, 100.0
-38.0, None, None, None, -38.0, None, -24.0, 1978-12-31 08:30:00, None, None, 100.0
-36.0, None, None, None, -37.0, None, -32.0, 1979-01-02 07:00:00, None, None, 100.0
-18.0, None, None, 2.0, -27.0, None, -18.0, 1979-01-03 07:00:00, None, None, 102.0
-28.0, None, None, None, -28.0, None, -15.0, 1979-01-04 08:30:00, None, None, 101.0
-19.0, None, None, None, -24.0, None, -11.0, 1979-01-06 08:30:00, None, None, 94.0
-16.0, None, None, None, -23.0, None, -16.0, 1979-01-07 08:30:00, None, None, 94.0
-22.0, None, None, None, -24.0, None, -10.0, 1979-01-08 08:10:00, None, None, 93.0
