station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-2.0, None, None, 45.0, -4.0, None, 1.0, 1977-11-01 09:00:00, None, None
0.0, None, None, 21.0, -2.0, None, 2.0, 1977-11-01 18:00:00, None, None
-4.0, None, None, 10.0, -6.0, None, 0.0, 1977-11-02 09:00:00, None, None
-1.0, None, None, None, -4.0, None, 2.0, 1977-11-02 18:00:00, None, None
-5.0, None, None, 1.0, -6.0, None, -1.0, 1977-11-03 09:00:00, None, None
-2.0, None, None, None, -5.0, None, 2.0, 1977-11-03 18:00:00, None, None
-9.0, None, None, None, -12.0, None, -2.0, 1977-11-04 09:00:00, None, None
-8.0, None, None, None, -9.0, None, -3.0, 1977-11-04 17:00:00, None, None
-5.0, None, None, None, -11.0, None, -4.0, 1977-11-05 08:00:00, None, None
-2.0, None, None, None, -5.0, None, -1.0, 1977-11-05 17:00:00, None, None
-3.0, None, None, 1.0, -5.0, None, -2.0, 1977-11-06 08:00:00, None, None
0.0, None, None, 1.0, -3.0, None, 1.0, 1977-11-06 17:00:00, None, None
-4.0, None, None, 45.0, -5.0, None, 1.0, 1977-11-07 09:00:00, None, None
-1.0, None, None, None, -4.0, None, -1.0, 1977-11-07 16:00:00, None, None
-6.0, None, None, None, -10.0, None, -1.0, 1977-11-08 09:00:00, None, None
-2.0, None, None, None, -7.0, None, -1.0, 1977-11-08 16:00:00, None, None
-4.0, None, None, 15.0, -6.0, None, -2.0, 1977-11-09 09:00:00, None, 53.0
0.0, None, None, None, -5.0, None, 0.0, 1977-11-09 16:00:00, None, None
0.0, None, None, 4.0, -3.0, None, 1.0, 1977-11-10 16:00:00, None, None
2.0, None, None, None, -2.0, None, 3.0, 1977-11-11 08:00:00, None, None
2.0, None, None, None, -1.0, None, 4.0, 1977-11-11 17:00:00, None, None
1.0, None, None, None, -1.0, None, 2.0, 1977-11-12 08:00:00, None, None
2.0, None, None, None, 1.0, None, 3.0, 1977-11-12 16:00:00, None, None
1.0, None, None, 1.0, -1.0, None, 2.0, 1977-11-13 08:00:00, None, None
2.0, None, None, None, 0.0, None, 2.0, 1977-11-13 16:00:00, None, None
2.0, None, None, 13.0, -1.0, None, 2.0, 1977-11-14 09:00:00, None, None
1.0, None, None, None, 0.0, None, 3.0, 1977-11-14 16:00:00, None, None
-3.0, None, None, None, -7.0, None, 1.0, 1977-11-15 09:00:00, None, None
-1.0, None, None, None, -5.0, None, -1.0, 1977-11-15 16:00:00, None, None
-9.0, None, None, None, -10.0, None, -1.0, 1977-11-16 09:00:00, None, None
-8.0, None, None, None, -9.0, None, -5.0, 1977-11-16 16:00:00, None, None
-11.0, None, None, 2.0, -13.0, None, -8.0, 1977-11-17 07:00:00, None, None
-6.0, None, None, 3.0, -12.0, None, -6.0, 1977-11-17 16:00:00, None, None
-11.0, None, None, 3.0, -12.0, None, -6.0, 1977-11-18 09:00:00, None, None
-11.0, None, None, None, -11.0, None, -7.0, 1977-11-18 16:00:00, None, None
-11.0, None, None, None, -16.0, None, -11.0, 1977-11-19 10:00:00, None, None
-12.0, None, None, None, -12.0, None, -10.0, 1977-11-19 16:00:00, None, None
-20.0, None, None, None, -21.0, None, -12.0, 1977-11-20 09:00:00, None, None
-18.0, None, None, None, -20.0, None, -17.0, 1977-11-20 16:00:00, None, None
-21.0, None, None, None, -24.0, None, -18.0, 1977-11-21 09:00:00, None, None
-21.0, None, None, None, -22.0, None, -14.0, 1977-11-21 16:00:00, None, None
-20.0, None, None, None, -22.0, None, -15.0, 1977-11-22 07:00:00, None, None
-22.0, None, None, None, -25.0, None, -20.0, 1977-11-23 08:00:00, None, None
-22.0, None, None, None, -24.0, None, -20.0, 1977-11-23 16:00:00, None, None
-20.0, None, None, 4.0, -24.0, None, -20.0, 1977-11-24 09:00:00, None, None
-10.0, None, None, 3.0, -20.0, None, -10.0, 1977-11-24 16:00:00, None, None
-8.0, None, None, 1.0, -12.0, None, -8.0, 1977-11-25 09:00:00, None, None
-6.0, None, None, 5.0, -8.0, None, -6.0, 1977-11-25 16:00:00, None, None
-2.0, None, None, 3.0, -6.0, None, -2.0, 1977-11-26 10:00:00, None, None
-1.0, None, None, None, -4.0, None, -1.0, 1977-11-26 16:00:00, None, None
-4.0, None, None, 2.0, -5.0, None, 0.0, 1977-11-27 10:00:00, None, None
-1.0, None, None, 2.0, -4.0, None, -1.0, 1977-11-27 15:00:00, None, None
-3.0, None, None, 2.0, -4.0, None, None, 1977-11-28 09:00:00, None, None
-1.0, None, None, None, -4.0, None, 0.0, 1977-11-28 17:00:00, None, None
-4.0, None, None, 15.0, -5.0, None, 0.0, 1977-11-29 08:00:00, None, None
0.0, None, None, None, -4.0, None, 2.0, 1977-11-29 18:00:00, None, None
-5.0, None, None, 15.0, -6.0, None, 0.0, 1977-11-30 09:00:00, None, None
-2.0, None, None, None, -5.0, None, 0.0, 1977-11-30 16:00:00, None, None
-6.0, None, None, 5.0, -7.0, None, -2.0, 1977-12-01 08:00:00, None, None
-5.0, None, None, 8.0, -6.0, None, -5.0, 1977-12-01 18:00:00, None, None
-7.0, None, None, 2.0, -8.0, None, -5.0, 1977-12-02 08:00:00, None, None
-3.0, None, None, 1.0, -8.0, None, -3.0, 1977-12-02 18:00:00, None, None
-11.0, None, None, 18.0, -12.0, None, -3.0, 1977-12-03 08:00:00, None, 42.0
-14.0, None, None, 6.0, -14.0, None, -10.0, 1977-12-03 18:00:00, None, None
-23.0, None, None, 2.0, -24.0, None, -14.0, 1977-12-04 08:00:00, None, None
-22.0, None, None, None, -23.0, None, -21.0, 1977-12-04 17:00:00, None, None
-25.0, None, None, 1.0, -25.0, None, -21.0, 1977-12-05 08:00:00, None, None
-22.0, None, None, None, -25.0, None, -22.0, 1977-12-05 17:00:00, None, None
-24.0, None, None, 2.0, -24.0, None, -21.0, 1977-12-06 09:00:00, None, None
-23.0, None, None, None, -25.0, None, -22.0, 1977-12-06 17:00:00, None, None
-25.0, None, None, 1.0, -26.0, None, -23.0, 1977-12-07 09:00:00, None, None
-24.0, None, None, None, -26.0, None, -24.0, 1977-12-07 16:00:00, None, None
-29.0, None, None, None, -31.0, None, -24.0, 1977-12-08 09:00:00, None, None
-29.0, None, None, None, -29.0, None, -28.0, 1977-12-08 18:00:00, None, None
-31.0, None, None, None, -36.0, None, -28.0, 1977-12-09 10:00:00, None, None
-13.0, None, None, None, -31.0, None, -13.0, 1977-12-09 18:00:00, None, None
-18.0, None, None, 6.0, -24.0, None, -13.0, 1977-12-10 10:00:00, None, None
-22.0, None, None, 5.0, -22.0, None, -18.0, 1977-12-10 18:00:00, None, None
-6.0, None, None, 13.0, -22.0, None, -6.0, 1977-12-11 08:00:00, None, None
-4.0, None, None, None, -6.0, None, -4.0, 1977-12-11 16:00:00, None, 55.0
-1.0, None, None, 6.0, -4.0, None, -1.0, 1977-12-12 09:00:00, None, 67.0
-3.0, None, None, None, -3.0, None, -1.0, 1977-12-12 17:00:00, None, None
-3.0, None, None, 1.0, -4.0, None, -3.0, 1977-12-13 09:00:00, None, None
-1.0, None, None, 2.0, -4.0, None, -1.0, 1977-12-13 17:00:00, None, None
-3.0, None, None, 1.0, -6.0, None, 1.0, 1977-12-14 09:00:00, None, None
-1.0, None, None, None, -4.0, None, 0.0, 1977-12-14 16:00:00, None, None
-2.0, None, None, 1.0, -3.0, None, -1.0, 1977-12-15 09:00:00, None, 60.0
-3.0, None, None, 0.0, -3.0, None, -1.0, 1977-12-15 16:00:00, None, 60.0
-3.0, None, None, 2.0, -7.0, None, -3.0, 1977-12-16 09:00:00, None, None
-7.0, None, None, None, -7.0, None, -2.0, 1977-12-16 17:00:00, None, None
-14.0, None, None, None, -14.0, None, -9.0, 1977-12-17 16:00:00, None, None
-14.0, None, None, None, -17.0, None, -14.0, 1977-12-18 09:00:00, None, None
-11.0, None, None, None, -14.0, None, -10.0, 1977-12-18 16:00:00, None, None
-10.0, None, None, None, -13.0, None, -10.0, 1977-12-19 08:00:00, None, None
-11.0, None, None, None, -14.0, None, -10.0, 1977-12-19 17:00:00, None, None
-16.0, None, None, None, -21.0, None, -11.0, 1977-12-20 09:00:00, None, 61.0
-16.0, None, None, None, -18.0, None, -13.0, 1977-12-20 16:00:00, None, None
-16.0, None, None, None, -19.0, None, -16.0, 1977-12-21 09:00:00, None, None
-13.0, None, None, None, -16.0, None, -12.0, 1977-12-21 16:00:00, None, None
-15.0, None, None, 3.0, -18.0, None, -13.0, 1977-12-22 09:00:00, None, 54.0
-10.0, None, None, 2.0, -15.0, None, -10.0, 1977-12-22 15:00:00, None, 56.0
-17.0, None, None, 1.0, -25.0, None, -10.0, 1977-12-23 09:00:00, None, 57.0
-21.0, None, None, 0.0, -25.0, None, -17.0, 1977-12-23 16:00:00, None, 57.0
-19.0, None, None, 0.0, -25.0, None, -19.0, 1977-12-24 09:00:00, None, 56.0
-22.0, None, None, 0.0, -23.0, None, -19.0, 1977-12-24 16:00:00, None, 56.0
-21.0, None, None, 0.0, -28.0, None, -21.0, 1977-12-25 09:00:00, None, 56.0
-19.0, None, None, 0.0, -21.0, None, -14.0, 1977-12-25 16:00:00, None, 55.0
-22.0, None, None, 1.0, -25.0, None, -19.0, 1977-12-26 09:00:00, None, 56.0
-19.0, None, None, 0.0, -22.0, None, -16.0, 1977-12-26 16:00:00, None, 56.0
-21.0, None, None, 4.0, -25.0, None, -12.0, 1977-12-27 09:00:00, None, 56.0
-21.0, None, None, 0.0, -23.0, None, -17.0, 1977-12-27 15:00:00, None, 56.0
-23.0, None, None, 0.0, -24.0, None, -20.0, 1977-12-28 09:00:00, None, 56.0
-20.0, None, None, None, -23.0, None, -19.0, 1977-12-28 16:00:00, None, 56.0
-20.0, None, None, None, -23.0, None, -19.0, 1977-12-29 09:00:00, None, 56.0
-10.0, None, None, None, -20.0, None, -8.0, 1977-12-29 16:00:00, None, 56.0
-23.0, None, None, None, -24.0, None, -10.0, 1977-12-30 08:00:00, None, 56.0
-22.0, None, None, None, -23.0, None, -21.0, 1977-12-30 16:00:00, None, 56.0
-28.0, None, None, None, -28.0, None, -22.0, 1977-12-31 09:00:00, None, 56.0
-23.0, None, None, None, -28.0, None, -22.0, 1977-12-31 15:00:00, None, 56.0
-27.0, None, None, None, -29.0, None, -24.0, 1978-01-01 09:00:00, None, 56.0
-25.0, None, None, 0.0, -27.0, None, -22.0, 1978-01-01 16:00:00, None, 56.0
