station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-15.0, None, None, None, None, -15.0, 1982-12-05 07:30:00, None, 0.0
-9.0, None, None, None, -15.0, -6.0, 1982-12-05 19:15:00, None, 0.0
-9.0, None, None, None, -14.0, -6.0, 1982-12-06 07:15:00, None, 0.0
-10.0, None, None, None, -15.0, -5.0, 1982-12-06 18:15:00, None, 0.0
-13.0, None, None, None, -16.0, -5.0, 1982-12-07 06:15:00, None, 0.0
-13.0, None, None, None, -13.0, -6.0, 1982-12-07 19:15:00, None, 0.0
-10.0, None, None, None, -22.0, -7.0, 1982-12-08 06:15:00, None, 0.0
-9.0, None, None, None, -15.0, -5.0, 1982-12-08 19:00:00, None, 0.0
-9.0, None, None, None, -10.0, -6.0, 1982-12-09 06:15:00, None, 0.0
-13.0, None, None, None, -17.0, -10.0, 1982-12-09 19:15:00, None, 0.0
-16.5, None, None, None, -16.5, -4.0, 1982-12-10 06:15:00, None, 0.0
-7.0, None, None, None, -17.0, -7.0, 1982-12-10 16:00:00, None, 0.0
-10.0, None, None, None, -14.0, -6.5, 1982-12-11 06:15:00, None, 0.0
-4.0, None, None, None, -14.0, -4.0, 1982-12-11 14:45:00, None, 0.0
-1.0, None, None, None, -6.0, 0.0, 1982-12-12 06:15:00, None, 0.0
-1.0, None, 1.0, 1.0, -4.0, 1.0, 1982-12-12 15:00:00, None, 0.0
-2.0, None, 1.0, 1.0, -2.0, 1.0, 1982-12-13 06:15:00, None, 2.0
None, None, None, None, None, None, 1982-12-13 15:00:00, None, 2.0
-4.0, None, None, None, -4.0, 0.0, 1982-12-14 07:15:00, None, 2.0
0.0, None, None, None, -8.0, 0.0, 1982-12-14 14:15:00, None, 2.0
-2.0, None, None, None, -2.0, 0.0, 1982-12-15 07:00:00, None, 2.0
3.0, None, None, None, -2.0, 4.0, 1982-12-15 14:15:00, None, 2.0
None, None, None, None, None, 0.0, 1982-12-15 18:00:00, None, None
2.0, None, None, 1.0, 2.0, 2.0, 1982-12-16 07:00:00, None, 3.0
6.0, None, None, None, 2.0, 6.0, 1982-12-16 14:15:00, None, 3.0
-1.0, None, None, None, -3.0, -1.0, 1982-12-17 06:30:00, None, 3.0
1.0, None, None, None, -1.0, 2.0, 1982-12-17 14:15:00, None, 3.0
-1.0, None, None, None, -4.0, 6.0, 1982-12-18 06:15:00, None, 3.0
1.5, None, None, None, -1.0, 2.0, 1982-12-18 14:00:00, None, 3.0
1.0, None, None, None, -1.0, 2.0, 1982-12-19 06:15:00, None, 3.0
3.0, None, None, None, 1.0, 3.0, 1982-12-19 14:55:00, None, 3.0
-9.0, None, None, None, -10.0, 6.0, 1982-12-20 06:15:00, None, 3.0
-3.0, None, None, None, -10.0, -2.0, 1982-12-20 15:00:00, None, 3.0
-6.0, None, None, None, -7.0, -3.0, 1982-12-21 06:15:00, None, 4.0
0.0, None, None, None, -6.0, 0.5, 1982-12-21 14:40:00, None, 4.0
-3.0, None, None, None, -6.0, 3.0, 1982-12-22 07:00:00, None, 4.0
1.0, None, None, None, -3.0, 1.0, 1982-12-22 14:45:00, None, 4.0
-14.0, None, None, None, -14.0, 1.0, 1982-12-23 07:00:00, None, 4.0
-5.0, None, None, None, -14.0, -5.0, 1982-12-23 15:00:00, None, 4.0
-7.0, None, None, None, -15.0, -4.0, 1982-12-24 06:15:00, None, 4.0
0.0, None, None, None, -7.0, 0.0, 1982-12-24 14:00:00, None, 4.0
0.0, None, None, None, -3.0, 0.0, 1982-12-25 07:00:00, None, 4.0
2.0, None, None, None, -1.0, 2.0, 1982-12-25 15:30:00, None, 4.0
-15.0, None, None, None, -15.0, 2.0, 1982-12-27 06:15:00, None, 4.0
-7.5, None, None, None, -16.0, -7.5, 1982-12-27 14:30:00, None, 4.0
-13.0, None, None, None, -15.0, -7.0, 1982-12-28 06:15:00, None, 4.0
-5.0, None, None, None, -13.0, -5.0, 1982-12-28 14:30:00, None, 4.0
-14.0, None, None, None, -16.0, -4.0, 1982-12-29 06:15:00, None, 4.0
-6.0, None, None, None, -17.0, -6.0, 1982-12-29 14:30:00, None, 4.0
-17.0, None, None, None, -18.0, -6.0, 1982-12-30 06:15:00, None, 4.0
-17.0, None, None, None, -18.0, -7.0, 1982-12-30 14:30:00, None, 4.0
-13.0, None, None, None, -16.0, -7.0, 1982-12-31 06:30:00, None, 4.0
-5.0, None, None, None, -14.0, -5.0, 1982-12-31 14:30:00, None, 4.0
-3.0, None, None, None, -9.0, -3.0, 1983-01-02 06:30:00, None, 4.0
0.0, None, None, None, -4.0, 0.0, 1983-01-02 14:45:00, None, 4.0
-6.0, None, 1.0, 1.0, -8.0, 0.0, 1983-01-03 06:30:00, None, 4.0
-1.0, None, None, 2.0, -8.0, -1.0, 1983-01-03 14:30:00, None, 6.0
-2.5, None, 1.0, 1.0, -8.0, -1.0, 1983-01-04 06:30:00, None, 7.0
-2.0, None, None, None, -4.0, 0.0, 1983-01-04 16:00:00, None, 7.0
-3.0, None, 1.0, 1.0, -5.0, -2.0, 1983-01-05 07:00:00, None, 8.0
1.0, None, None, 2.0, -5.0, 1.0, 1983-01-05 14:15:00, None, 10.0
-2.0, None, None, None, -5.0, 1.0, 1983-01-06 07:00:00, None, 10.0
0.0, None, None, None, -3.0, 0.0, 1983-01-06 15:00:00, None, 10.0
