station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
4.5, None, None, None, None, None, None, 1964-01-01 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1964-01-02 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1964-01-03 15:00:00, None
-1.0, None, None, 2.0, None, None, None, 1964-01-04 15:00:00, None
-2.0, None, None, 5.0, None, None, None, 1964-01-05 15:00:00, None
-1.0, None, None, 10.0, None, None, None, 1964-01-06 15:00:00, None
None, None, None, None, -4.5, None, 1.0, 1964-01-07 15:00:00, None
-14.5, None, None, None, None, None, -5.5, 1964-01-08 15:00:00, None
None, None, None, None, -6.5, None, -2.0, 1964-01-09 15:00:00, None
None, None, None, None, -6.5, None, 1.0, 1964-01-10 15:00:00, None
None, None, None, None, -4.5, None, 2.0, 1964-01-11 15:00:00, None
None, None, None, None, -4.5, None, 1.0, 1964-01-12 15:00:00, None
None, None, None, None, -3.5, None, 0.0, 1964-01-13 15:00:00, None
None, None, None, None, -2.0, None, 2.0, 1964-01-14 15:00:00, None
None, None, None, None, -2.0, None, 0.0, 1964-01-15 15:00:00, None
None, None, None, 8.0, 2.0, None, 4.5, 1964-01-16 15:00:00, None
None, None, None, 10.0, -2.5, None, 0.0, 1964-01-17 15:00:00, None
None, None, None, None, -2.0, None, 1.0, 1964-01-18 15:00:00, None
None, None, None, None, -2.5, None, 1.0, 1964-01-19 15:00:00, None
None, None, None, 13.0, -2.0, None, 1.0, 1964-01-20 15:00:00, None
None, None, None, 1.0, -3.5, None, 2.0, 1964-01-21 15:00:00, None
None, None, None, 1.0, -3.5, None, 2.0, 1964-01-22 15:00:00, None
None, None, None, 1.0, -5.5, None, 1.0, 1964-01-23 15:00:00, None
None, None, None, 3.0, -4.5, None, 0.0, 1964-01-24 15:00:00, None
None, None, None, 18.0, -2.0, None, 0.0, 1964-01-25 15:00:00, None
None, None, None, None, -2.0, None, 2.0, 1964-01-26 15:00:00, None
None, None, None, 3.0, -2.0, None, 1.0, 1964-01-27 15:00:00, None
None, None, None, 3.0, 0.0, None, 3.5, 1964-01-28 15:00:00, None
None, None, None, 8.0, -2.0, None, 1.0, 1964-01-29 15:00:00, None
None, None, None, None, 0.5, None, 4.0, 1964-01-30 15:00:00, None
None, None, None, None, 0.0, None, 4.0, 1964-01-31 15:00:00, None
None, None, None, 5.0, 0.0, None, 5.5, 1964-02-01 15:00:00, None
None, None, None, None, -5.5, None, 4.5, 1964-02-02 15:00:00, None
None, None, None, None, -2.0, None, 4.5, 1964-02-03 15:00:00, None
None, None, None, None, -2.0, None, 5.5, 1964-02-04 15:00:00, None
None, None, None, 1.0, -2.0, None, 4.5, 1964-02-05 15:00:00, None
None, None, None, None, -6.5, None, 2.0, 1964-02-06 15:00:00, None
None, None, None, None, -9.0, None, 3.5, 1964-02-07 15:00:00, None
-10.0, None, None, None, None, None, None, 1964-02-08 15:00:00, None
None, None, None, None, 0.0, None, 5.5, 1964-02-09 15:00:00, None
None, None, None, 4.0, 0.0, None, 4.5, 1964-02-10 15:00:00, None
None, None, None, 1.0, 0.0, None, 4.5, 1964-02-11 15:00:00, None
None, None, None, None, -12.0, None, 1.0, 1964-02-12 15:00:00, None
None, None, None, None, -5.5, None, 3.5, 1964-02-13 15:00:00, None
None, None, None, None, -9.0, None, 1.0, 1964-02-14 15:00:00, None
None, None, None, 1.0, -4.5, None, 1.0, 1964-02-15 15:00:00, None
None, None, None, None, -6.5, None, 2.0, 1964-02-16 15:00:00, None
None, None, None, 3.0, -5.5, None, 5.0, 1964-02-17 15:00:00, None
None, None, None, None, -4.5, None, 4.5, 1964-02-18 15:00:00, None
None, None, None, None, -6.5, None, 4.5, 1964-02-19 15:00:00, None
None, None, None, None, -9.0, None, 2.0, 1964-02-20 15:00:00, None
None, None, None, None, -7.5, None, 4.5, 1964-02-21 15:00:00, None
None, None, None, None, -9.0, None, 5.5, 1964-02-22 15:00:00, None
None, None, None, None, -10.0, None, 5.5, 1964-02-23 15:00:00, None
None, None, None, None, -3.5, None, 3.5, 1964-02-24 15:00:00, None
None, None, None, None, -11.0, None, 3.5, 1964-02-25 15:00:00, None
None, None, None, None, -9.0, None, 4.5, 1964-02-26 15:00:00, None
None, None, None, None, -10.0, None, 4.5, 1964-02-27 15:00:00, None
None, None, None, None, -7.5, None, 4.5, 1964-02-28 15:00:00, None
None, None, None, None, -4.5, None, 4.5, 1964-02-29 15:00:00, None
None, None, None, 4.0, 0.0, None, 5.5, 1964-03-01 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1964-03-02 15:00:00, None
None, None, None, None, -9.0, None, 1.0, 1964-03-03 15:00:00, None
None, None, None, 1.0, -2.0, None, 6.5, 1964-03-04 15:00:00, None
None, None, None, 26.0, 0.0, None, 6.5, 1964-03-05 15:00:00, None
None, None, None, None, -2.0, None, 4.5, 1964-03-06 15:00:00, None
None, None, None, 5.0, -13.5, None, 5.5, 1964-03-07 15:00:00, None
None, None, None, None, -4.5, None, 4.5, 1964-03-08 15:00:00, None
None, None, None, 5.0, -2.0, None, 6.5, 1964-03-09 15:00:00, None
None, None, None, None, -5.5, None, 4.0, 1964-03-10 15:00:00, None
None, None, None, 1.0, 0.0, None, 4.5, 1964-03-11 15:00:00, None
None, None, None, 1.0, -1.0, None, 5.5, 1964-03-12 15:00:00, None
None, None, None, 1.0, -6.5, None, 4.5, 1964-03-13 15:00:00, None
None, None, None, 1.0, -1.0, None, 2.0, 1964-03-14 15:00:00, None
None, None, None, None, -1.0, None, 7.5, 1964-03-15 15:00:00, None
None, None, None, None, -1.0, None, 6.5, 1964-03-16 15:00:00, None
None, None, None, None, 2.0, None, 4.5, 1964-03-17 15:00:00, None
None, None, None, 5.0, 1.0, None, 5.5, 1964-03-18 15:00:00, None
None, None, None, None, -2.0, None, 6.5, 1964-03-19 15:00:00, None
None, None, None, None, -1.0, None, 4.5, 1964-03-20 15:00:00, None
None, None, None, 4.0, 1.0, None, 4.5, 1964-03-21 15:00:00, None
None, None, None, None, -15.5, None, -7.5, 1964-03-23 15:00:00, None
None, None, None, None, -16.5, None, -1.0, 1964-03-24 15:00:00, None
None, None, None, None, -12.0, None, 2.0, 1964-03-25 15:00:00, None
None, None, None, 7.0, -7.5, None, 6.5, 1964-03-26 15:00:00, None
None, None, None, None, -9.0, None, 7.5, 1964-03-27 15:00:00, None
None, None, None, None, -3.5, None, 10.0, 1964-03-28 15:00:00, None
None, None, None, None, -2.0, None, 16.5, 1964-03-29 15:00:00, None
None, None, None, None, 0.0, None, 16.5, 1964-03-30 15:00:00, None
None, None, None, None, 0.0, None, 17.5, 1964-03-31 15:00:00, None
None, None, None, None, 2.0, None, 7.5, 1964-04-01 15:00:00, None
None, None, None, None, 1.5, None, 11.0, 1964-04-02 15:00:00, None
None, None, None, None, -4.5, None, 11.0, 1964-04-03 15:00:00, None
None, None, None, None, 4.0, None, 10.0, 1964-04-06 15:00:00, None
None, None, None, None, 3.5, None, 15.5, 1964-04-07 15:00:00, None
None, None, None, None, 2.0, None, 16.5, 1964-04-08 15:00:00, None
None, None, None, None, 4.5, None, 14.5, 1964-04-09 15:00:00, None
None, None, None, None, 6.5, None, 10.0, 1964-04-14 15:00:00, None
None, None, None, None, 2.0, None, 11.0, 1964-04-15 15:00:00, None
None, None, None, None, -1.0, None, 6.5, 1964-04-16 15:00:00, None
None, None, None, None, -2.0, None, 7.5, 1964-04-17 15:00:00, None
None, None, None, None, 4.5, None, 13.5, 1964-04-20 15:00:00, None
None, None, None, None, 0.0, None, 12.0, 1964-04-21 15:00:00, None
2.0, None, None, None, None, None, None, 1964-04-22 15:00:00, None
None, None, None, None, 2.0, None, 12.0, 1964-04-23 15:00:00, None
None, None, None, None, 1.0, None, 16.5, 1964-04-24 15:00:00, None
None, None, None, None, 1.0, None, 14.5, 1964-04-27 15:00:00, None
None, None, None, None, 1.0, None, 15.5, 1964-04-28 15:00:00, None
None, None, None, None, 2.0, None, 17.5, 1964-04-29 15:00:00, None
None, None, None, None, 5.5, None, 17.5, 1964-04-30 15:00:00, None
None, None, None, None, 2.0, None, 10.0, 1964-11-02 15:00:00, None
None, None, None, None, -2.0, None, 5.5, 1964-11-03 15:00:00, None
None, None, None, None, 2.0, None, 5.5, 1964-11-04 15:00:00, None
None, None, None, None, 2.0, None, 9.0, 1964-11-05 15:00:00, None
None, None, None, None, -1.0, None, 9.0, 1964-11-06 15:00:00, None
None, None, None, 8.0, 1.0, None, 4.5, 1964-11-09 15:00:00, None
None, None, None, None, 2.0, None, 5.5, 1964-11-10 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1964-11-12 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1964-11-13 15:00:00, None
-7.5, None, None, None, None, None, None, 1964-11-14 15:00:00, None
None, None, None, None, -3.5, None, 2.0, 1964-11-16 15:00:00, None
None, None, None, None, -3.5, None, 5.5, 1964-11-17 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1964-11-18 15:00:00, None
None, None, None, None, 1.0, None, 3.5, 1964-11-19 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1964-11-20 15:00:00, None
None, None, None, 1.0, 1.0, None, 5.5, 1964-11-23 15:00:00, None
None, None, None, None, 2.0, None, 4.5, 1964-11-24 15:00:00, None
None, None, None, None, 1.0, None, 6.5, 1964-11-25 15:00:00, None
None, None, None, 1.0, 0.0, None, 3.5, 1964-11-26 15:00:00, None
None, None, None, 3.0, -3.5, None, 1.0, 1964-11-27 15:00:00, None
-4.5, None, None, None, None, None, None, 1964-11-28 15:00:00, None
None, None, None, 5.0, None, None, None, 1964-11-29 15:00:00, None
None, None, None, 13.0, -2.0, None, 2.0, 1964-11-30 15:00:00, None
None, None, None, None, 1.0, None, 4.5, 1964-12-01 15:00:00, None
None, None, None, None, 2.0, None, 4.5, 1964-12-02 15:00:00, None
None, None, None, None, 1.0, None, 4.5, 1964-12-03 15:00:00, None
None, None, None, None, 1.0, None, 4.5, 1964-12-04 15:00:00, None
None, None, None, None, -1.0, None, 2.0, 1964-12-05 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1964-12-07 15:00:00, None
None, None, None, 8.0, 0.0, None, 4.5, 1964-12-08 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1964-12-09 15:00:00, None
None, None, None, 10.0, 1.0, None, 4.5, 1964-12-10 15:00:00, None
None, None, None, 8.0, -2.0, None, 0.0, 1964-12-11 15:00:00, None
None, None, None, 20.0, -13.5, None, -1.0, 1964-12-12 15:00:00, None
None, None, None, 3.0, -1.0, None, 1.0, 1964-12-13 15:00:00, None
None, None, None, None, -5.5, None, -1.0, 1964-12-14 15:00:00, None
None, None, None, None, -6.5, None, -4.5, 1964-12-15 15:00:00, None
None, None, None, None, -18.0, None, -12.0, 1964-12-16 15:00:00, None
None, None, None, None, -16.5, None, -6.5, 1964-12-17 15:00:00, None
None, None, None, 5.0, -18.0, None, -14.5, 1964-12-18 15:00:00, None
None, None, None, 5.0, -13.5, None, -12.0, 1964-12-19 15:00:00, None
None, None, None, 8.0, -12.0, None, -9.5, 1964-12-20 15:00:00, None
None, None, None, 10.0, -11.0, None, -9.0, 1964-12-21 15:00:00, None
None, None, None, 38.0, -9.0, None, -4.5, 1964-12-22 15:00:00, None
None, None, None, 5.0, -4.5, None, -2.0, 1964-12-23 15:00:00, None
None, None, None, 1.0, -12.0, None, -2.0, 1964-12-24 15:00:00, None
None, None, None, None, -15.5, None, -12.0, 1964-12-25 15:00:00, None
None, None, None, 10.0, -14.5, None, -9.0, 1964-12-26 15:00:00, None
None, None, None, 1.0, -10.0, None, -1.0, 1964-12-27 15:00:00, None
None, None, None, 3.0, -7.5, None, -2.0, 1964-12-28 15:00:00, None
None, None, None, 1.0, -6.5, None, -2.0, 1964-12-29 15:00:00, None
None, None, None, 8.0, -6.5, None, 0.0, 1964-12-30 15:00:00, None
None, None, None, 5.0, -4.5, None, 0.0, 1964-12-31 15:00:00, None
None, None, None, 5.0, -4.5, None, -2.0, 1965-01-01 15:00:00, None
None, None, None, 13.0, -2.0, None, 0.0, 1965-01-02 15:00:00, None
None, None, None, 13.0, -2.0, None, 0.0, 1965-01-03 15:00:00, None
None, None, None, 3.0, -11.0, None, -1.0, 1965-01-04 15:00:00, None
None, None, None, 13.0, -3.5, None, -1.0, 1965-01-05 15:00:00, None
None, None, None, 13.0, -2.0, None, 2.0, 1965-01-06 15:00:00, None
None, None, None, 4.0, -10.0, None, -1.0, 1965-01-07 15:00:00, None
None, None, None, None, -4.5, None, 0.0, 1965-01-08 15:00:00, None
None, None, None, None, 0.0, None, 1.0, 1965-01-09 15:00:00, None
None, None, None, None, -1.0, None, 2.0, 1965-01-10 15:00:00, None
None, None, None, None, -6.5, None, 0.0, 1965-01-11 15:00:00, None
None, None, None, None, -3.5, None, 1.0, 1965-01-12 15:00:00, None
None, None, None, None, 0.0, None, 2.0, 1965-01-13 15:00:00, None
None, None, None, None, 1.0, None, 3.5, 1965-01-14 15:00:00, None
None, None, None, None, 2.0, None, 4.5, 1965-01-15 15:00:00, None
None, None, None, None, 1.0, None, 4.5, 1965-01-16 15:00:00, None
None, None, None, None, 1.0, None, 4.5, 1965-01-17 15:00:00, None
None, None, None, None, -0.5, None, 4.5, 1965-01-18 15:00:00, None
None, None, None, None, 1.0, None, 3.5, 1965-01-19 15:00:00, None
None, None, None, None, 1.0, None, 3.5, 1965-01-20 15:00:00, None
None, None, None, 8.0, -0.5, None, 3.5, 1965-01-21 15:00:00, None
None, None, None, None, -1.0, None, 3.5, 1965-01-22 15:00:00, None
None, None, None, None, -4.5, None, -1.0, 1965-01-23 15:00:00, None
None, None, None, 8.0, -4.5, None, -1.0, 1965-01-24 15:00:00, None
None, None, None, 3.0, -6.5, None, 1.0, 1965-01-25 15:00:00, None
None, None, None, 1.0, -10.0, None, 0.0, 1965-01-26 15:00:00, None
None, None, None, None, 2.0, None, 5.5, 1965-01-27 15:00:00, None
None, None, None, None, -2.0, None, 0.0, 1965-01-28 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1965-01-29 15:00:00, None
None, None, None, None, 0.0, None, 5.5, 1965-01-30 15:00:00, None
None, None, None, None, -2.0, None, 3.5, 1965-01-31 15:00:00, None
None, None, None, None, -12.0, None, 0.0, 1965-02-01 15:00:00, None
None, None, None, None, -13.5, None, -1.0, 1965-02-02 15:00:00, None
None, None, None, None, -6.5, None, -1.0, 1965-02-03 15:00:00, None
None, None, None, None, -2.0, None, 4.5, 1965-02-04 15:00:00, None
None, None, None, None, 2.0, None, 4.5, 1965-02-05 15:00:00, None
None, None, None, None, -1.0, None, 1.5, 1965-02-06 15:00:00, None
None, None, None, 3.0, -1.0, None, 1.5, 1965-02-07 15:00:00, None
None, None, None, 1.0, 1.0, None, 6.5, 1965-02-08 15:00:00, None
None, None, None, None, -1.0, None, 3.5, 1965-02-09 15:00:00, None
None, None, None, None, -13.5, None, 1.0, 1965-02-10 15:00:00, None
None, None, None, None, -13.5, None, 0.0, 1965-02-11 15:00:00, None
None, None, None, None, -6.5, None, 0.0, 1965-02-12 15:00:00, None
None, None, None, 4.0, -2.0, None, 3.5, 1965-02-13 15:00:00, None
None, None, None, 1.0, -9.0, None, 1.5, 1965-02-14 15:00:00, None
None, None, None, 1.0, -6.5, None, 1.0, 1965-02-15 15:00:00, None
None, None, None, 1.0, 2.0, None, 7.5, 1965-02-16 15:00:00, None
None, None, None, None, 2.0, None, 10.0, 1965-02-17 15:00:00, None
None, None, None, None, 2.0, None, 10.0, 1965-02-18 15:00:00, None
None, None, None, None, 1.0, None, 7.5, 1965-02-19 15:00:00, None
None, None, None, None, 2.0, None, 6.5, 1965-02-20 15:00:00, None
None, None, None, 3.0, -4.5, None, -2.0, 1965-02-21 15:00:00, None
None, None, None, None, -2.0, None, 0.0, 1965-02-22 15:00:00, None
None, None, None, None, -13.5, None, 1.0, 1965-02-23 15:00:00, None
None, None, None, None, -10.0, None, 3.5, 1965-02-24 15:00:00, None
None, None, None, None, -2.0, None, 7.5, 1965-02-25 15:00:00, None
None, None, None, None, 4.5, None, 6.5, 1965-02-26 15:00:00, None
None, None, None, 5.0, 0.0, None, 4.5, 1965-02-27 15:00:00, None
None, None, None, 8.0, -6.5, None, 3.5, 1965-02-28 15:00:00, None
None, None, None, None, -12.0, None, 3.5, 1965-03-01 15:00:00, None
None, None, None, None, -11.0, None, 4.5, 1965-03-02 15:00:00, None
None, None, None, None, -6.5, None, 10.0, 1965-03-03 15:00:00, None
None, None, None, None, -5.5, None, 9.0, 1965-03-04 15:00:00, None
None, None, None, None, -4.5, None, 11.0, 1965-03-05 15:00:00, None
None, None, None, None, -4.5, None, 10.0, 1965-03-06 15:00:00, None
None, None, None, None, -5.5, None, 9.0, 1965-03-08 15:00:00, None
None, None, None, None, -5.5, None, 10.0, 1965-03-09 15:00:00, None
None, None, None, None, 0.0, None, 11.0, 1965-03-10 15:00:00, None
None, None, None, 3.0, 1.0, None, 10.0, 1965-03-11 15:00:00, None
None, None, None, None, -1.0, None, 7.5, 1965-03-12 15:00:00, None
None, None, None, 1.0, -5.5, None, 10.0, 1965-03-15 15:00:00, None
None, None, None, 1.0, -7.5, None, 1.0, 1965-03-16 15:00:00, None
None, None, None, None, -18.0, None, -4.5, 1965-03-17 15:00:00, None
None, None, None, None, -18.0, None, -2.0, 1965-03-18 15:00:00, None
None, None, None, None, -16.5, None, -1.0, 1965-03-19 15:00:00, None
None, None, None, 3.0, -3.5, None, 1.0, 1965-03-22 15:00:00, None
None, None, None, None, -11.0, None, 0.0, 1965-03-23 15:00:00, None
None, None, None, None, -18.0, None, 0.0, 1965-03-24 15:00:00, None
None, None, None, None, -7.5, None, 0.0, 1965-03-25 15:00:00, None
None, None, None, None, -15.5, None, 2.0, 1965-03-26 15:00:00, None
None, None, None, 1.0, None, None, None, 1965-03-27 15:00:00, None
None, None, None, None, 0.0, None, 7.5, 1965-03-29 15:00:00, None
None, None, None, None, 0.0, None, 10.0, 1965-03-30 15:00:00, None
None, None, None, None, 0.0, None, 13.5, 1965-03-31 15:00:00, None
None, None, None, None, 0.0, None, 12.0, 1965-04-01 15:00:00, None
None, None, None, None, 2.0, None, 7.5, 1965-04-02 15:00:00, None
None, None, None, None, 0.0, None, 13.5, 1965-04-05 15:00:00, None
None, None, None, None, 2.0, None, 9.0, 1965-04-06 15:00:00, None
None, None, None, None, 0.0, None, 11.0, 1965-04-07 15:00:00, None
None, None, None, None, 0.0, None, 10.0, 1965-04-08 15:00:00, None
None, None, None, None, 0.0, None, 15.5, 1965-04-09 15:00:00, None
None, None, None, None, 0.0, None, 16.5, 1965-04-12 15:00:00, None
None, None, None, None, 0.0, None, 16.0, 1965-04-13 15:00:00, None
None, None, None, None, 0.0, None, 17.5, 1965-04-14 15:00:00, None
None, None, None, None, 0.0, None, 9.0, 1965-04-15 15:00:00, None
None, None, None, None, 3.5, None, 11.0, 1965-04-20 15:00:00, None
None, None, None, None, 2.0, None, 12.0, 1965-04-21 15:00:00, None
None, None, None, None, 2.0, None, 15.5, 1965-04-22 15:00:00, None
None, None, None, None, 1.0, None, 17.5, 1965-04-23 15:00:00, None
None, None, None, None, 1.0, None, 21.0, 1965-04-26 15:00:00, None
None, None, None, None, 1.0, None, 20.0, 1965-04-27 15:00:00, None
None, None, None, None, 2.0, None, 20.0, 1965-04-28 15:00:00, None
None, None, None, None, 1.0, None, 20.0, 1965-04-29 15:00:00, None
None, None, None, None, 1.0, None, 20.0, 1965-04-30 15:00:00, None
None, None, None, None, 0.0, None, 12.0, 1965-11-01 15:00:00, None
None, None, None, None, 3.5, None, 12.0, 1965-11-02 15:00:00, None
None, None, None, None, -3.5, None, 9.0, 1965-11-03 15:00:00, None
None, None, None, None, 7.0, None, 12.5, 1965-11-04 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1965-11-08 15:00:00, None
None, None, None, None, 3.5, None, 9.0, 1965-11-09 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1965-11-12 15:00:00, None
None, None, None, 3.0, 0.0, None, 3.5, 1965-11-14 15:00:00, None
None, None, None, None, 3.5, None, 6.5, 1965-11-15 15:00:00, None
None, None, None, None, -3.5, None, 2.0, 1965-11-16 15:00:00, None
None, None, None, None, -1.0, None, 4.5, 1965-11-17 15:00:00, None
None, None, None, 5.0, 0.0, None, 2.0, 1965-11-18 15:00:00, None
None, None, None, None, 2.0, None, 5.5, 1965-11-19 15:00:00, None
None, None, None, None, 3.5, None, 4.5, 1965-11-22 15:00:00, None
None, None, None, 3.0, 0.0, None, 0.5, 1965-11-23 15:00:00, None
None, None, None, None, -5.5, None, 0.0, 1965-11-24 15:00:00, None
None, None, None, 15.0, -3.5, None, 0.5, 1965-11-25 15:00:00, None
None, None, None, None, -12.0, None, -2.0, 1965-11-26 15:00:00, None
None, None, None, None, -6.5, None, -1.0, 1965-11-27 15:00:00, None
None, None, None, None, -1.0, None, 3.5, 1965-11-28 15:00:00, None
None, None, None, None, -9.0, None, -1.0, 1965-11-29 15:00:00, None
None, None, None, None, -9.5, None, -1.0, 1965-11-30 15:00:00, None
None, None, None, None, -1.0, None, 3.5, 1965-12-01 15:00:00, None
None, None, None, None, 3.5, None, 4.5, 1965-12-02 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1965-12-03 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1965-12-04 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1965-12-05 15:00:00, None
None, None, None, None, 1.0, None, None, 1965-12-06 15:00:00, None
None, None, None, 1.0, 0.0, None, 4.5, 1965-12-07 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1965-12-08 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1965-12-09 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1965-12-10 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1965-12-11 15:00:00, None
None, None, None, None, -6.5, None, 1.0, 1965-12-13 15:00:00, None
None, None, None, None, -12.0, None, -4.5, 1965-12-14 15:00:00, None
None, None, None, None, -14.5, None, -2.0, 1965-12-15 15:00:00, None
None, None, None, None, -5.5, None, -3.5, 1965-12-16 15:00:00, None
None, None, None, None, -6.5, None, -2.0, 1965-12-17 15:00:00, None
None, None, None, None, -6.5, None, -1.0, 1965-12-18 15:00:00, None
None, None, None, 3.0, -1.0, None, 0.0, 1965-12-19 15:00:00, None
None, None, None, 8.0, 0.0, None, 0.0, 1965-12-20 15:00:00, None
None, None, None, 5.0, 0.0, None, 2.0, 1965-12-21 15:00:00, None
None, None, None, None, -6.5, None, -3.5, 1965-12-22 15:00:00, None
None, None, None, None, -16.5, None, -6.5, 1965-12-23 15:00:00, None
None, None, None, 10.0, -9.0, None, -6.5, 1965-12-24 15:00:00, None
None, None, None, 3.0, None, None, None, 1965-12-25 15:00:00, None
None, None, None, 3.0, -9.0, None, -5.5, 1965-12-26 15:00:00, None
None, None, None, None, -9.0, None, -5.5, 1965-12-27 15:00:00, None
None, None, None, None, 1.0, None, 3.5, 1965-12-28 15:00:00, None
None, None, None, None, 1.0, None, 3.5, 1965-12-29 15:00:00, None
None, None, None, 5.0, -1.0, None, 1.0, 1965-12-30 15:00:00, None
None, None, None, 10.0, -4.5, None, -1.0, 1965-12-31 15:00:00, None
None, None, None, 36.0, None, None, None, 1966-01-02 15:00:00, None
None, None, None, 8.0, -5.5, None, -1.0, 1966-01-03 15:00:00, None
None, None, None, 15.0, -9.0, None, -6.5, 1966-01-04 15:00:00, None
None, None, None, 5.0, -11.0, None, -6.5, 1966-01-05 15:00:00, None
None, None, None, 18.0, -3.5, None, 2.0, 1966-01-06 15:00:00, None
None, None, None, None, 3.5, None, 4.5, 1966-01-07 15:00:00, None
None, None, None, None, 0.0, None, 1.0, 1966-01-08 15:00:00, None
None, None, None, None, 0.0, None, 4.5, 1966-01-09 15:00:00, None
None, None, None, 8.0, 0.0, None, 3.5, 1966-01-10 15:00:00, None
None, None, None, 4.0, 2.0, None, 4.5, 1966-01-11 15:00:00, None
None, None, None, 3.0, 2.0, None, 4.5, 1966-01-12 15:00:00, None
None, None, None, None, 2.0, None, 4.5, 1966-01-13 15:00:00, None
None, None, None, None, 3.5, None, 4.5, 1966-01-14 15:00:00, None
None, None, None, None, -1.0, None, 0.0, 1966-01-15 15:00:00, None
None, None, None, None, -1.0, None, 0.0, 1966-01-16 15:00:00, None
None, None, None, None, -2.0, None, 0.0, 1966-01-17 15:00:00, None
None, None, None, None, -3.5, None, 1.0, 1966-01-18 15:00:00, None
None, None, None, None, -11.0, None, -2.0, 1966-01-19 15:00:00, None
None, None, None, None, -15.5, None, -9.0, 1966-01-20 15:00:00, None
None, None, None, None, -13.5, None, -7.5, 1966-01-21 15:00:00, None
None, None, None, None, -9.0, None, -2.0, 1966-01-22 15:00:00, None
None, None, None, None, -10.0, None, -6.5, 1966-01-23 15:00:00, None
None, None, None, None, -18.0, None, -5.5, 1966-01-24 15:00:00, None
None, None, None, 4.0, -12.0, None, -6.5, 1966-01-25 15:00:00, None
None, None, None, None, -3.5, None, 2.0, 1966-01-26 15:00:00, None
None, None, None, None, -3.5, None, 2.0, 1966-01-27 15:00:00, None
None, None, None, None, -3.5, None, 2.0, 1966-01-28 15:00:00, None
None, None, None, 3.0, -1.0, None, 4.5, 1966-01-29 15:00:00, None
None, None, None, 3.0, -1.0, None, 4.5, 1966-01-30 15:00:00, None
None, None, None, 3.0, 1.0, None, 4.5, 1966-01-31 15:00:00, None
None, None, None, None, 1.0, None, 4.5, 1966-02-01 15:00:00, None
None, None, None, None, -3.5, None, 3.5, 1966-02-02 15:00:00, None
None, None, None, None, -5.5, None, 2.0, 1966-02-03 15:00:00, None
None, None, None, None, -1.0, None, 3.5, 1966-02-04 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1966-02-05 15:00:00, None
None, None, None, None, 1.0, None, 5.5, 1966-02-06 15:00:00, None
None, None, None, None, -1.0, None, 3.5, 1966-02-07 15:00:00, None
None, None, None, 1.0, -2.0, None, 3.5, 1966-02-09 15:00:00, None
None, None, None, None, -13.5, None, 1.0, 1966-02-10 15:00:00, None
None, None, None, 8.0, -2.0, None, 0.0, 1966-02-11 15:00:00, None
None, None, None, 4.0, -4.5, None, 2.0, 1966-02-12 15:00:00, None
None, None, None, None, -12.5, None, 1.0, 1966-02-13 15:00:00, None
None, None, None, None, -6.5, None, 0.0, 1966-02-14 15:00:00, None
None, None, None, None, -18.0, None, 0.0, 1966-02-15 15:00:00, None
None, None, None, None, -3.5, None, 2.0, 1966-02-16 15:00:00, None
None, None, None, None, 0.0, None, 5.5, 1966-02-17 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1966-02-18 15:00:00, None
None, None, None, None, -6.5, None, 6.5, 1966-02-19 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1966-02-20 15:00:00, None
None, None, None, None, 0.0, None, 6.5, 1966-02-21 15:00:00, None
None, None, None, None, -6.5, None, 7.0, 1966-02-22 15:00:00, None
None, None, None, None, -3.5, None, 6.5, 1966-02-23 15:00:00, None
None, None, None, None, 1.0, None, 6.5, 1966-02-24 15:00:00, None
None, None, None, None, -3.5, None, 6.5, 1966-02-25 15:00:00, None
None, None, None, None, -1.0, None, 5.5, 1966-02-26 15:00:00, None
None, None, None, None, 0.0, None, 3.5, 1966-02-27 15:00:00, None
None, None, None, 3.0, -9.0, None, 2.0, 1966-02-28 15:00:00, None
None, None, None, None, -6.5, None, 1.0, 1966-03-01 15:00:00, None
