station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
2.0, 4.0, 4.0, 0.0, 3.0, 1985-11-01 07:00:00, None, 4.0
2.0, 3.0, 3.0, 0.0, 3.0, 1985-11-01 15:00:00, None, 3.0
2.0, 0.0, 0.0, 2.0, 2.0, 1985-11-02 04:00:00, None, 1.0
4.0, 0.0, 0.0, 1.5, 4.0, 1985-11-02 14:30:00, None, 0.0
6.5, 0.0, 0.0, 3.5, 7.0, 1985-11-03 16:30:00, None, 0.0
5.0, 0.0, 0.0, 5.0, 7.0, 1985-11-04 04:00:00, None, 0.0
5.5, 0.0, 0.0, 5.0, 7.0, 1985-11-04 15:30:00, None, 0.0
-0.5, 0.0, 0.0, -1.5, 6.0, 1985-11-05 04:00:00, None, 0.0
1.5, 0.0, 0.0, -0.5, 6.0, 1985-11-05 15:30:00, None, 0.0
-1.0, 1.0, 1.0, -1.5, 6.0, 1985-11-06 04:30:00, None, 1.0
4.5, 0.0, 0.0, -1.0, 6.0, 1985-11-06 14:30:00, None, 0.0
1.0, 0.0, 0.0, 0.5, 5.0, 1985-11-07 04:00:00, None, 0.0
3.0, 0.0, 0.0, 1.0, 4.0, 1985-11-07 15:00:00, None, 0.0
1.0, 0.0, 0.0, 1.0, 4.0, 1985-11-08 03:30:00, None, 0.0
3.0, 11.0, 11.0, 0.0, 4.0, 1985-11-08 15:00:00, None, 6.0
0.5, 0.0, 0.0, -1.5, 2.0, 1985-11-09 04:00:00, None, 4.0
0.0, 0.0, 0.0, -1.0, 1.0, 1985-11-09 15:00:00, None, 3.0
-4.0, 0.0, 0.0, -4.5, 0.0, 1985-11-10 04:00:00, None, 3.0
-2.0, 0.0, 0.0, -6.0, 2.0, 1985-11-10 15:00:00, None, 2.0
-5.5, 0.0, 0.0, -8.0, -2.0, 1985-11-11 04:00:00, None, 3.0
-4.0, 0.0, 0.0, -8.0, -4.0, 1985-11-11 15:00:00, None, 3.0
-8.0, 0.0, 0.0, -9.5, -3.5, 1985-11-12 04:00:00, None, 0.0
-3.0, 0.0, 0.0, -10.0, -2.0, 1985-11-12 15:00:00, None, 0.0
-9.0, 0.0, 0.0, -9.5, -3.0, 1985-11-13 04:00:00, None, 3.0
-0.5, 0.0, 0.0, -9.0, -0.5, 1985-11-13 14:30:00, None, 2.0
-9.5, 0.0, 0.0, -9.5, -0.5, 1985-11-14 04:00:00, None, 2.0
-3.0, 0.0, 0.0, -10.5, 0.0, 1985-11-14 15:30:00, None, 1.0
-6.0, 0.0, 0.0, -8.5, 0.0, 1985-11-15 04:00:00, None, 1.0
-2.5, 6.0, 6.0, -6.0, -2.5, 1985-11-15 16:30:00, None, 7.0
-1.5, 5.0, 3.0, -2.5, -1.5, 1985-11-16 05:30:00, None, 9.0
0.5, 2.0, 2.0, -1.5, 1.5, 1985-11-16 15:30:00, None, 3.0
-1.0, 1.0, 1.0, -3.5, 2.0, 1985-11-17 04:00:00, None, 4.0
0.0, 5.0, 5.0, -1.5, 0.0, 1985-11-17 15:30:00, None, 15.0
-3.5, 1.0, 1.0, -3.5, 0.0, 1985-11-18 04:00:00, None, 16.0
-2.5, 0.0, 0.0, -5.0, -2.0, 1985-11-18 15:00:00, None, 14.0
