station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
2.0, 80.0, None, None, -2.0, None, 9.0, 1988-11-14 06:45:00, None, None, None
5.0, 80.0, None, None, 2.0, None, 6.0, 1988-11-14 15:00:00, None, None, None
0.0, 80.0, None, None, 0.0, None, 4.0, 1988-11-15 06:50:00, None, None, None
7.0, 81.0, None, None, 0.0, None, 7.5, 1988-11-15 15:00:00, None, None, None
3.0, 82.0, None, None, 0.0, None, 7.0, 1988-11-16 06:45:00, None, None, None
7.0, 82.0, None, None, 3.0, None, 7.5, 1988-11-16 15:00:00, None, None, None
3.5, 87.0, None, None, 3.5, None, 7.0, 1988-11-17 07:00:00, None, None, None
6.0, 87.0, None, None, 3.5, None, 8.0, 1988-11-17 16:00:00, None, None, None
-2.0, 75.0, 0.0, 0.0, -2.0, None, 6.0, 1988-11-18 06:50:00, 0.0, None, 0.0
3.0, 74.0, 0.0, 0.1, -2.0, None, 3.0, 1988-11-18 16:45:00, None, None, 0.0
4.0, 80.0, None, None, 3.0, None, 4.0, 1988-11-19 07:00:00, None, None, None
5.0, 80.0, None, None, 4.0, None, 6.0, 1988-11-19 15:00:00, None, None, None
5.0, 84.0, None, None, 4.5, None, 5.0, 1988-11-20 07:00:00, None, None, None
5.0, 85.0, 0.0, 0.0, 0.0, None, 5.0, 1988-11-20 14:40:00, None, None, 0.0
7.0, 85.0, None, None, 5.0, None, 7.0, 1988-11-21 07:00:00, None, None, None
5.0, 92.0, 0.0, 0.0, 3.0, None, 7.0, 1988-11-21 14:30:00, None, None, 0.0
5.0, 90.0, 0.0, 0.0, 4.0, None, 5.0, 1988-11-22 06:55:00, None, None, 0.0
6.0, 94.0, 0.0, 0.0, 4.0, None, 6.0, 1988-11-22 15:00:00, None, None, 0.0
3.0, 80.0, None, None, 2.0, None, 6.0, 1988-11-23 06:45:00, None, None, None
6.0, 62.0, 0.0, 0.0, 2.0, None, 7.0, 1988-11-23 14:30:00, None, None, 0.0
