station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
0.0, None, None, None, 0.0, None, 2.0, 1981-11-22 08:30:00, 50.0
0.0, None, None, None, -1.0, None, 2.0, 1981-11-22 14:00:00, 47.0
0.0, None, 3.0, 3.0, -0.5, None, 0.0, 1981-11-23 08:30:00, 50.0
0.5, None, None, None, 0.0, None, 0.5, 1981-11-23 15:00:00, 50.0
-1.0, None, None, None, -1.0, None, 0.5, 1981-11-24 08:00:00, 50.0
-2.0, None, 12.0, 12.0, -3.0, None, -1.0, 1981-11-25 08:30:00, 60.0
-6.0, None, None, None, -6.0, None, -1.0, 1981-11-26 08:00:00, 60.0
-5.0, None, None, 6.0, -7.0, None, -5.0, 1981-11-27 08:15:00, 65.0
-4.0, None, None, None, -5.5, None, -4.0, 1981-11-27 22:00:00, 60.0
-2.0, None, 10.0, 10.0, -4.0, None, 0.5, 1981-11-28 08:30:00, 70.0
0.0, None, None, 7.0, -2.0, None, 1.0, 1981-11-28 22:00:00, 70.0
-1.5, None, 10.0, 10.0, -1.5, None, 1.0, 1981-11-29 08:30:00, 80.0
-1.5, None, 1.0, 1.0, -4.0, None, -1.0, 1981-11-29 22:00:00, 70.0
-3.0, None, 5.0, 5.0, -3.0, None, -0.5, 1981-11-30 08:00:00, 75.0
-2.0, None, 45.0, 40.0, -3.0, None, -1.5, 1981-12-01 08:45:00, 110.0
-1.0, None, 13.0, 13.0, -2.0, None, -1.0, 1981-12-01 20:00:00, 120.0
-4.5, None, 14.0, 2.0, -4.5, None, -1.0, 1981-12-02 08:15:00, 120.0
-7.0, None, None, None, -7.0, None, -3.5, 1981-12-02 20:00:00, 115.0
-9.0, None, None, None, -9.0, None, -5.0, 1981-12-03 09:00:00, 115.0
-6.5, None, None, None, -9.5, None, -6.5, 1981-12-03 19:45:00, 115.0
-5.0, None, None, 4.0, -6.5, None, -5.0, 1981-12-04 10:30:00, 118.0
-3.5, None, 13.0, 13.0, -5.5, None, -3.5, 1981-12-04 19:45:00, 122.0
-2.0, None, 12.0, None, -3.0, None, -1.5, 1981-12-05 09:15:00, 120.0
-2.0, None, None, None, -3.0, None, -1.0, 1981-12-05 23:00:00, 120.0
-4.0, None, None, None, -5.0, None, -1.5, 1981-12-06 07:45:00, 120.0
-3.0, None, 1.0, 1.0, -5.0, None, -3.0, 1981-12-06 20:00:00, 120.0
-6.0, None, None, None, -6.5, None, -2.5, 1981-12-07 08:00:00, 110.0
-6.0, None, None, None, -6.5, None, -4.0, 1981-12-07 19:45:00, 110.0
-5.0, None, None, None, -7.0, None, -4.0, 1981-12-08 08:45:00, 110.0
-8.5, None, None, None, -8.5, None, -5.0, 1981-12-08 19:30:00, 110.0
-15.0, None, None, None, -15.0, None, -7.5, 1981-12-09 08:15:00, 110.0
-11.5, None, None, None, -15.0, None, -11.5, 1981-12-09 20:00:00, 110.0
-9.0, None, None, 6.0, -11.5, None, -7.5, 1981-12-10 08:15:00, 110.0
-7.0, None, 11.0, 5.0, -9.0, None, -5.5, 1981-12-10 19:45:00, 108.0
-11.0, None, None, None, -11.5, None, -5.0, 1981-12-11 08:15:00, 108.0
-10.0, None, 1.0, 1.0, -12.0, None, -9.0, 1981-12-11 20:00:00, 108.0
-8.5, None, None, None, -10.0, None, -8.0, 1981-12-12 07:45:00, 108.0
-11.0, None, None, None, -11.0, None, -7.5, 1981-12-12 20:00:00, 105.0
-13.0, None, None, None, -16.0, None, -9.0, 1981-12-13 08:15:00, 105.0
-14.0, None, None, None, -15.0, None, -10.5, 1981-12-13 20:00:00, 105.0
-11.5, None, None, 2.0, -15.0, None, -11.0, 1981-12-14 08:00:00, 104.0
-8.0, None, 7.0, 7.0, -11.5, None, -8.0, 1981-12-14 19:30:00, 105.0
-8.0, None, None, None, -10.0, None, -7.5, 1981-12-15 07:30:00, 105.0
-11.0, None, None, None, -11.0, None, -7.0, 1981-12-15 19:30:00, 105.0
-11.5, None, None, None, -12.0, None, -10.0, 1981-12-16 07:45:00, 105.0
-8.0, None, 3.0, 3.0, -11.5, None, -8.0, 1981-12-16 19:45:00, 106.0
-6.0, None, 3.0, None, -8.5, None, -5.5, 1981-12-17 09:15:00, 100.0
-5.0, None, None, None, -7.0, None, -5.0, 1981-12-17 21:20:00, 110.0
-4.5, None, 7.0, 7.0, -6.0, None, -3.0, 1981-12-18 07:30:00, 105.0
0.0, None, None, 1.0, -4.5, None, 2.0, 1981-12-18 20:10:00, 105.0
-3.0, None, None, 11.0, -3.5, None, -3.0, 1981-12-19 07:30:00, 115.0
0.0, None, None, 12.0, -3.0, None, 0.0, 1981-12-19 21:15:00, 120.0
-2.0, None, 22.0, None, -2.0, None, 0.0, 1981-12-20 08:00:00, 120.0
-3.0, None, None, 1.0, -5.0, None, -1.0, 1981-12-20 20:00:00, 120.0
-4.5, None, 1.0, None, -5.0, None, -3.0, 1981-12-21 08:15:00, 120.0
-7.0, None, None, None, -7.0, None, -4.0, 1981-12-21 19:50:00, 115.0
-6.0, None, None, 2.0, -7.5, None, -5.0, 1981-12-22 07:45:00, 115.0
-6.0, None, None, 19.0, -6.0, None, -5.0, 1981-12-22 19:40:00, 135.0
-6.5, None, None, 10.0, -7.0, None, -5.0, 1981-12-23 07:45:00, 143.0
-5.5, None, None, 2.0, -7.0, None, -5.5, 1981-12-23 19:45:00, 148.0
-5.0, None, None, 10.0, -6.0, None, -4.5, 1981-12-24 08:00:00, 150.0
-2.0, None, 5.0, 5.0, -5.0, None, -2.0, 1981-12-24 15:00:00, 150.0
-9.0, None, 35.0, 8.0, -9.0, None, -2.0, 1981-12-27 08:00:00, 150.0
-10.5, None, None, 1.0, -11.0, None, -8.0, 1981-12-27 20:00:00, 135.0
-8.0, None, 3.0, 3.0, -15.0, None, -7.0, 1981-12-28 08:00:00, 135.0
-20.0, None, None, None, -20.0, None, -8.0, 1981-12-28 19:45:00, 135.0
-24.0, None, 1.0, 1.0, -24.0, None, -14.0, 1981-12-29 08:30:00, 135.0
-24.5, None, None, None, -24.5, None, -21.0, 1981-12-29 19:40:00, 135.0
-26.0, None, None, None, -27.0, None, -24.0, 1981-12-30 08:00:00, 127.0
-23.5, None, None, 2.0, -28.0, None, -23.0, 1981-12-30 20:00:00, 128.0
-21.5, None, 7.0, 3.0, -23.5, None, -21.5, 1981-12-31 09:00:00, 130.0
-28.0, None, 1.0, 1.0, -28.0, None, -20.0, 1982-01-02 08:30:00, 130.0
-27.0, None, None, None, -28.0, None, -20.0, 1982-01-02 20:00:00, 130.0
-27.0, None, None, None, -27.0, None, -24.0, 1982-01-03 08:00:00, 130.0
-27.0, None, None, None, -27.0, None, -25.0, 1982-01-03 20:10:00, 130.0
-30.0, None, None, None, -30.0, None, -24.5, 1982-01-04 08:50:00, 130.0
-31.0, None, None, None, -31.0, None, -27.0, 1982-01-04 20:10:00, 125.0
-31.0, None, None, None, -32.0, None, -29.0, 1982-01-05 07:45:00, 125.0
-26.0, None, None, None, -32.0, None, -26.0, 1982-01-05 19:45:00, 120.0
-24.0, None, 5.0, 5.0, -24.0, None, -23.0, 1982-01-06 08:15:00, 125.0
-19.5, None, None, 2.0, -24.0, None, -19.5, 1982-01-06 19:45:00, 128.0
-15.0, None, None, 2.0, -27.5, None, -15.0, 1982-01-07 08:00:00, 130.0
-15.5, None, None, 24.0, -15.5, None, -13.5, 1982-01-07 22:00:00, 150.0
-15.0, None, 45.0, 20.0, -24.0, None, -15.0, 1982-01-08 08:30:00, 170.0
-16.0, None, 73.0, 32.0, -26.5, None, -15.5, 1982-01-08 20:20:00, 186.0
-16.0, None, 74.0, 5.0, -17.0, None, -15.5, 1982-01-09 08:20:00, 188.0
-14.0, None, 74.0, 3.0, -16.0, None, -13.5, 1982-01-09 21:00:00, 187.0
-12.0, None, 72.0, None, -14.0, None, -12.0, 1982-01-10 09:45:00, 185.0
-12.0, None, 1.0, 1.0, -13.0, None, -9.0, 1982-01-10 20:10:00, 184.0
-13.0, None, 5.0, 5.0, -14.0, None, -12.0, 1982-01-11 10:00:00, 180.0
-9.0, None, None, None, -13.0, None, -9.0, 1982-01-11 19:45:00, 184.0
-8.0, None, 2.0, 2.0, -10.0, None, -8.0, 1982-01-12 09:00:00, 180.0
-5.5, None, 12.0, 12.0, -8.5, None, -5.5, 1982-01-12 20:00:00, 190.0
-1.0, None, 25.0, 13.0, -6.0, None, -1.0, 1982-01-13 08:30:00, 195.0
0.5, None, None, None, -1.0, None, 0.5, 1982-01-13 19:45:00, 193.0
-3.5, None, 2.0, 2.0, -3.5, None, 0.5, 1982-01-14 08:20:00, 193.0
-12.5, None, 1.0, None, -14.0, None, -4.0, 1982-01-14 21:00:00, 190.0
-13.0, None, None, None, -13.0, None, -7.0, 1982-01-15 08:00:00, 185.0
-13.0, None, None, None, -15.0, None, -10.5, 1982-01-15 20:45:00, 185.0
-17.5, None, 3.0, 3.0, -17.5, None, -13.0, 1982-01-16 08:45:00, 185.0
-16.5, None, 10.0, 3.0, None, None, -16.5, 1982-01-16 17:30:00, 186.0
-17.0, None, 9.0, None, -19.0, None, -16.5, 1982-01-17 08:30:00, 180.0
-15.5, None, None, None, -17.5, None, -13.0, 1982-01-17 20:00:00, 182.0
-20.0, None, None, None, -20.5, None, -15.5, 1982-01-18 08:00:00, 180.0
-18.0, None, None, None, -21.0, None, -17.0, 1982-01-18 20:00:00, 180.0
-21.0, None, None, None, -21.0, None, -18.0, 1982-01-19 07:45:00, 180.0
-17.0, None, None, None, -21.0, None, -17.0, 1982-01-19 20:00:00, 178.0
-17.0, None, None, None, -23.0, None, -17.0, 1982-01-20 08:00:00, 178.0
-18.0, None, None, None, -21.0, None, -17.0, 1982-01-20 19:45:00, 178.0
-18.5, None, None, None, -19.0, None, -18.0, 1982-01-21 07:45:00, 176.0
-18.0, None, None, None, -19.0, None, -18.0, 1982-01-21 19:40:00, 175.0
-19.0, None, None, None, -22.0, None, -18.0, 1982-01-22 08:00:00, 173.0
-6.5, None, None, None, -19.0, None, -6.5, 1982-01-22 20:00:00, 172.0
-22.0, None, 2.0, 2.0, -25.0, None, -6.5, 1982-01-23 08:30:00, 174.0
-19.0, None, 10.0, 5.0, None, None, -18.0, 1982-01-23 20:45:00, 175.0
-20.0, None, 13.0, 4.0, -22.0, None, -19.0, 1982-01-24 08:00:00, 176.0
-18.0, None, 20.0, 10.0, -20.0, None, -17.0, 1982-01-24 20:40:00, 182.0
-16.0, None, 17.0, None, -18.0, None, -16.0, 1982-01-25 08:00:00, 185.0
-14.0, None, 23.0, None, -16.0, None, -12.0, 1982-01-25 19:50:00, 185.0
-9.0, None, None, None, -16.0, None, -9.0, 1982-01-26 08:15:00, 185.0
-15.0, None, None, None, -15.0, None, -8.5, 1982-01-26 19:40:00, 182.0
-16.5, None, 2.0, 2.0, -17.0, None, -14.0, 1982-01-27 07:45:00, 182.0
-6.5, None, 1.0, 1.0, -16.5, None, -6.5, 1982-01-27 20:25:00, 180.0
-4.5, None, 3.0, 2.0, -8.0, None, -4.0, 1982-01-28 08:00:00, 183.0
-4.5, None, 11.0, 7.0, -6.0, None, -4.5, 1982-01-28 19:25:00, 186.0
-5.5, None, 15.0, 6.0, -5.5, None, -4.0, 1982-01-29 08:30:00, 188.0
-2.5, None, 22.0, 8.0, -5.5, None, -2.5, 1982-01-29 20:30:00, 190.0
-6.0, None, 22.0, 1.0, -7.0, None, 3.5, 1982-01-30 07:45:00, 190.0
-5.0, None, None, None, -6.0, None, -4.0, 1982-01-30 20:10:00, 180.0
-4.0, None, 2.0, 2.0, -5.5, None, -4.0, 1982-01-31 07:30:00, 187.0
-4.0, None, 4.0, 2.0, -5.5, None, -3.0, 1982-01-31 20:30:00, 185.0
-4.5, None, 7.0, 3.0, -4.5, None, -4.0, 1982-02-01 07:45:00, 187.0
-3.0, None, 10.0, 3.0, -5.0, None, -2.5, 1982-02-01 19:45:00, 187.0
-3.0, None, 11.0, 2.0, -4.0, None, -3.0, 1982-02-02 08:00:00, 182.0
-2.0, None, None, None, -3.0, None, -0.5, 1982-02-02 19:45:00, 184.0
-6.5, None, None, None, -6.5, None, -2.0, 1982-02-03 08:00:00, 184.0
-3.0, None, None, None, -7.0, None, -2.5, 1982-02-03 19:50:00, 183.0
-6.0, None, None, None, -7.0, None, -3.0, 1982-02-04 09:00:00, 182.0
-4.0, None, None, None, -7.0, None, -2.0, 1982-02-04 19:30:00, 178.0
-4.5, None, 4.0, 4.0, -5.0, None, -4.0, 1982-02-05 08:00:00, 180.0
-4.0, None, 5.0, 2.0, -5.0, None, -4.0, 1982-02-05 19:50:00, 180.0
-8.0, None, None, None, -9.0, None, -4.0, 1982-02-06 07:45:00, 178.0
-3.0, None, None, None, -7.5, None, -3.0, 1982-02-06 20:20:00, 178.0
-8.0, None, None, None, -8.0, None, -3.0, 1982-02-07 07:30:00, 178.0
-6.0, None, None, None, -9.0, None, -3.0, 1982-02-07 20:50:00, 176.0
-4.0, None, None, None, -6.0, None, -2.5, 1982-02-08 08:00:00, 176.0
-8.5, None, None, None, -8.5, None, -2.0, 1982-02-08 19:00:00, 176.0
-10.0, None, None, None, -11.0, None, -6.0, 1982-02-09 07:45:00, 176.0
-9.0, None, 4.0, 4.0, -11.0, None, -9.0, 1982-02-09 20:00:00, 175.0
-9.0, None, 14.0, 10.0, -10.0, None, -8.5, 1982-02-10 07:45:00, 184.0
-8.0, None, 13.0, 1.0, -9.0, None, -5.0, 1982-02-10 19:45:00, 182.0
-8.5, None, None, None, -8.5, None, -7.5, 1982-02-11 07:45:00, 180.0
-8.5, None, 2.0, 2.0, -8.5, None, -7.0, 1982-02-11 20:50:00, 182.0
-11.5, None, 4.0, 1.0, -11.5, None, -8.0, 1982-02-12 07:30:00, 182.0
-13.5, None, None, None, -13.5, None, -7.5, 1982-02-12 20:30:00, 180.0
-20.0, None, None, None, -20.0, None, -13.0, 1982-02-13 08:00:00, 180.0
-18.0, None, None, None, -20.0, None, -12.0, 1982-02-13 20:20:00, 176.0
-22.0, None, None, None, -22.0, None, -17.5, 1982-02-14 08:00:00, 176.0
-19.0, None, None, None, -22.5, None, -13.0, 1982-02-14 20:50:00, 175.0
-25.0, None, None, None, -26.0, None, -18.5, 1982-02-15 08:30:00, 176.0
-13.5, None, 1.0, 1.0, -25.0, None, -12.5, 1982-02-15 20:00:00, 175.0
-13.0, None, 7.0, 6.0, -14.0, None, -13.0, 1982-02-16 07:30:00, 181.0
-7.0, None, 9.0, 3.0, -13.0, None, -7.0, 1982-02-16 20:10:00, 178.0
-7.5, None, None, None, -8.5, None, -6.0, 1982-02-17 08:00:00, 178.0
-7.0, None, 1.0, 1.0, -8.0, None, -4.0, 1982-02-17 20:30:00, 179.0
-6.5, None, 12.0, 12.0, -8.5, None, -6.5, 1982-02-18 08:00:00, 190.0
-3.0, None, 38.0, 18.0, -7.0, None, -2.0, 1982-02-18 20:15:00, 205.0
-4.0, None, 32.0, 2.0, None, None, -2.0, 1982-02-19 08:30:00, 208.0
-9.0, None, None, None, -9.0, None, -2.0, 1982-02-19 19:50:00, 198.0
-8.0, None, 6.0, 6.0, -11.0, None, -8.0, 1982-02-20 08:15:00, 200.0
-6.0, None, 8.0, 3.0, -8.0, None, -5.0, 1982-02-20 20:10:00, 200.0
-6.5, None, 11.0, 3.0, -6.5, None, -6.5, 1982-02-21 07:45:00, 200.0
-4.5, None, 5.0, 5.0, -6.5, None, -4.5, 1982-02-21 20:30:00, 203.0
-6.5, None, 12.0, 6.0, -7.0, None, -4.0, 1982-02-22 07:45:00, 208.0
-10.0, None, 2.0, 2.0, -10.0, None, -5.0, 1982-02-22 19:40:00, 208.0
-15.5, None, 10.0, 6.0, -15.5, None, -9.5, 1982-02-23 07:30:00, 210.0
-14.0, None, None, None, -16.0, None, -13.0, 1982-02-23 19:50:00, 208.0
-16.0, None, 2.0, 2.0, -17.0, None, -14.0, 1982-02-24 08:00:00, 210.0
-13.0, None, 4.0, 2.0, -16.0, None, -11.0, 1982-02-24 20:20:00, 205.0
-15.0, None, 8.0, 5.0, -15.5, None, -12.5, 1982-02-25 07:30:00, 208.0
-13.0, None, None, None, -15.0, None, -9.0, 1982-02-25 19:45:00, 206.0
-14.0, None, 5.0, 5.0, -14.0, None, -13.0, 1982-02-26 07:30:00, 210.0
-14.0, None, 8.0, 4.0, -15.0, None, -12.0, 1982-02-26 20:00:00, 210.0
-14.0, None, 1.0, 1.0, -15.0, None, -13.5, 1982-02-27 09:20:00, 210.0
-11.0, None, 2.0, 1.0, -15.0, None, -11.0, 1982-02-27 20:50:00, 210.0
-15.0, None, 2.0, None, -15.5, None, -11.0, 1982-02-28 07:30:00, 204.0
-9.0, None, None, None, -15.5, None, -1.0, 1982-02-28 20:40:00, 200.0
-8.5, None, None, None, -11.0, None, -8.5, 1982-03-01 07:30:00, 202.0
-7.0, None, 4.0, 4.0, -8.5, None, -5.0, 1982-03-01 20:00:00, 202.0
-13.5, None, None, None, -13.5, None, -7.0, 1982-03-02 07:30:00, 202.0
-10.0, None, None, None, -14.0, None, -5.0, 1982-03-02 20:00:00, 197.0
-14.5, None, None, None, -14.5, None, -10.0, 1982-03-03 07:45:00, 202.0
-10.0, None, None, None, -15.0, None, -4.0, 1982-03-03 20:25:00, 195.0
-15.0, None, None, None, -15.5, None, -10.0, 1982-03-04 07:45:00, 187.0
-10.0, None, None, None, -15.0, None, -9.5, 1982-03-04 21:50:00, 185.0
-9.5, None, None, None, -11.0, None, -9.5, 1982-03-05 07:30:00, 190.0
-5.5, None, None, None, -10.0, None, -2.5, 1982-03-05 19:30:00, 190.0
-5.0, None, 2.0, 2.0, -6.0, None, -5.0, 1982-03-06 07:30:00, 188.0
-1.5, None, 2.0, 1.0, -6.0, None, -1.0, 1982-03-06 20:40:00, 190.0
-2.0, None, 2.0, None, -2.5, None, -1.5, 1982-03-07 07:45:00, 189.0
0.0, None, None, None, -2.0, None, 1.0, 1982-03-07 20:50:00, 185.0
0.0, None, None, None, -0.5, None, 0.0, 1982-03-08 08:30:00, 186.0
0.0, None, None, None, 0.0, None, 3.0, 1982-03-08 20:50:00, 182.0
-3.0, None, 3.0, 3.0, -3.5, None, 0.0, 1982-03-09 08:00:00, 185.0
-1.0, None, None, None, -3.5, None, 2.0, 1982-03-09 20:00:00, 183.0
-1.0, None, 8.0, 8.0, -2.5, None, -1.0, 1982-03-10 07:30:00, 186.0
-6.0, None, 5.0, 3.0, -6.0, None, 0.0, 1982-03-10 19:50:00, 185.0
-10.5, None, None, None, -11.0, None, -5.0, 1982-03-11 07:40:00, 185.0
-4.0, None, 2.0, 1.0, -10.5, None, -2.5, 1982-03-11 20:30:00, 185.0
-4.0, None, 12.0, 12.0, -5.0, None, -3.5, 1982-03-12 07:45:00, 197.0
-1.0, None, 20.0, 6.0, -4.0, None, 0.0, 1982-03-12 20:20:00, 198.0
-2.0, None, 20.0, 2.0, -2.5, None, -1.0, 1982-03-13 07:45:00, 198.0
-1.0, None, 1.0, 1.0, -2.0, None, 1.0, 1982-03-13 20:50:00, 198.0
-2.5, None, 5.0, 4.0, -2.5, None, -1.0, 1982-03-14 08:10:00, 197.0
-2.5, None, None, None, -2.5, None, 1.0, 1982-03-14 20:30:00, 197.0
-4.0, None, None, None, -6.0, None, -2.5, 1982-03-15 08:30:00, 197.0
-3.0, None, None, None, -4.0, None, 0.0, 1982-03-15 20:30:00, 197.0
-9.5, None, None, None, -10.0, None, -3.0, 1982-03-16 07:45:00, 197.0
-4.0, None, None, None, -9.5, None, 1.5, 1982-03-16 20:20:00, 196.0
-9.0, None, None, None, -9.5, None, -4.0, 1982-03-17 07:45:00, 195.0
-3.0, None, None, None, -9.0, None, 3.0, 1982-03-17 20:00:00, 193.0
-8.5, None, None, None, -9.0, None, -2.0, 1982-03-18 08:00:00, 187.0
-3.0, None, None, None, -8.5, None, 4.0, 1982-03-18 20:50:00, 187.0
-8.0, None, None, None, -9.0, None, -3.0, 1982-03-19 08:00:00, 187.0
-1.0, None, None, None, -8.0, None, 5.0, 1982-03-19 20:20:00, 190.0
-7.5, None, None, None, -8.0, None, -1.0, 1982-03-20 07:45:00, 189.0
-0.5, None, None, None, -7.5, None, 4.0, 1982-03-20 20:10:00, 189.0
-4.0, None, None, None, -6.5, None, -0.5, 1982-03-21 08:20:00, 189.0
0.0, None, None, None, -4.0, None, 5.0, 1982-03-21 20:30:00, 189.0
-3.5, None, None, None, -4.5, None, 0.0, 1982-03-22 07:30:00, 189.0
1.0, None, None, None, -3.5, None, 5.5, 1982-03-22 20:00:00, 188.0
-4.0, None, None, None, -4.5, None, 1.0, 1982-03-23 07:45:00, 188.0
0.0, None, None, None, -4.0, None, 5.5, 1982-03-23 19:30:00, 182.0
-3.5, None, None, None, -4.5, None, 0.0, 1982-03-24 07:45:00, 180.0
0.0, None, 10.0, 10.0, -3.5, None, 0.0, 1982-03-24 15:00:00, 190.0
-0.5, None, 24.0, 24.0, -2.0, None, 0.0, 1982-03-25 07:40:00, 205.0
-1.0, None, 21.0, None, -1.0, None, 3.0, 1982-03-25 20:00:00, 205.0
-3.0, None, None, None, -4.0, None, 2.5, 1982-03-26 07:45:00, 202.0
2.5, None, None, None, -3.0, None, 2.5, 1982-03-26 14:00:00, 199.0
-4.0, None, None, None, -5.0, None, 2.5, 1982-03-27 07:45:00, 199.0
0.0, None, None, None, -4.0, None, 0.5, 1982-03-27 14:00:00, 199.0
-5.5, None, None, None, -9.0, None, 0.0, 1982-03-28 07:30:00, 199.0
4.0, None, None, None, -5.5, None, 5.0, 1982-03-28 15:30:00, 195.0
-2.0, None, None, None, -4.0, None, 4.0, 1982-03-29 08:00:00, 194.0
5.0, None, None, None, -7.5, None, 5.0, 1982-03-29 14:15:00, 194.0
-3.5, None, None, None, -5.0, None, 5.0, 1982-03-30 07:45:00, 191.0
3.0, None, None, None, -4.0, None, 3.0, 1982-03-30 14:00:00, 190.0
-5.0, None, None, None, -7.0, None, 3.5, 1982-03-31 08:00:00, 189.0
0.0, None, None, None, -5.0, None, 0.5, 1982-03-31 14:00:00, 189.0
-5.0, None, None, None, -5.0, None, 1.0, 1982-04-01 07:30:00, 187.0
-1.5, None, None, None, -5.0, None, -1.5, 1982-04-01 14:00:00, 187.0
-6.0, None, None, None, -6.5, None, 1.0, 1982-04-02 07:30:00, 186.0
-1.0, None, None, None, -5.0, None, -0.5, 1982-04-02 16:00:00, 186.0
-5.5, None, None, None, -6.0, None, -0.5, 1982-04-03 07:45:00, 186.0
1.0, None, None, None, -5.5, None, 1.0, 1982-04-03 14:45:00, 186.0
-8.0, None, None, None, -9.5, None, 2.0, 1982-04-04 07:45:00, 186.0
1.5, None, None, None, -8.0, None, 2.5, 1982-04-04 14:45:00, 186.0
-8.0, None, None, None, -9.5, None, 2.0, 1982-04-05 07:40:00, 185.0
1.0, None, None, None, -8.0, None, 2.0, 1982-04-05 15:33:00, 182.0
-7.0, None, None, None, -8.5, None, 1.5, 1982-04-06 07:45:00, 182.0
5.5, None, None, None, -7.0, None, 5.5, 1982-04-06 14:30:00, 180.0
-3.5, None, None, None, -5.0, None, 5.5, 1982-04-07 07:30:00, 180.0
8.0, None, None, None, -4.5, None, 8.0, 1982-04-07 14:15:00, 177.0
1.0, None, None, None, -1.5, None, 8.0, 1982-04-08 07:45:00, 176.0
10.5, None, None, None, 1.0, None, 10.5, 1982-04-08 14:00:00, 176.0
0.0, None, 1.0, 1.0, -1.0, None, 3.0, 1982-04-13 07:54:00, 168.0
-4.0, None, None, None, -6.0, None, 3.5, 1982-04-14 07:35:00, 165.0
-2.0, None, None, None, -5.0, None, 6.0, 1982-04-15 07:45:00, 160.0
-1.5, None, 12.0, 12.0, -5.0, None, 3.5, 1982-04-16 06:30:00, 172.0
2.0, None, 8.0, None, -1.5, None, 2.0, 1982-04-16 14:00:00, 168.0
-2.0, None, 1.0, 1.0, -7.0, None, 4.0, 1982-04-19 08:00:00, 161.0
1.0, None, 1.0, None, -2.0, None, 1.0, 1982-04-19 14:00:00, 161.0
1.0, None, None, None, 0.5, None, 1.5, 1982-04-20 07:30:00, 161.0
1.5, None, None, None, 0.5, None, 4.0, 1982-04-21 07:45:00, 158.0
2.5, None, None, None, 1.5, None, 4.5, 1982-04-21 14:15:00, 154.0
-1.0, None, None, None, -1.5, None, 2.5, 1982-04-22 07:30:00, 158.0
2.5, None, None, None, -1.0, None, 4.0, 1982-04-22 14:10:00, 155.0
2.0, None, None, None, 0.0, None, 8.0, 1982-04-28 08:30:00, 142.0
-2.0, None, 1.0, 1.0, -2.0, None, 7.0, 1982-04-29 07:50:00, 140.0
3.0, None, None, None, -2.0, None, 3.0, 1982-04-29 14:00:00, 138.0
0.5, None, 5.0, 5.0, 0.0, None, 3.0, 1982-04-30 08:00:00, 140.0
-1.0, None, None, None, -4.0, None, 3.5, 1982-11-01 08:50:00, 18.0
1.0, None, None, None, -1.0, None, 2.0, 1982-11-01 14:30:00, 17.0
-1.0, None, None, None, -2.5, None, 1.0, 1982-11-02 08:15:00, 17.0
-0.5, None, 5.0, 5.0, -1.0, None, 1.0, 1982-11-03 07:35:00, 20.0
1.0, None, 20.0, 16.0, -2.0, None, 1.0, 1982-11-03 15:00:00, 35.0
0.0, None, 28.0, 10.0, -0.5, None, 1.0, 1982-11-04 07:40:00, 45.0
0.0, None, 3.0, 3.0, -1.0, None, 1.0, 1982-11-05 08:00:00, 35.0
-4.0, None, 6.0, 6.0, -4.0, None, 0.0, 1982-11-08 08:00:00, 44.0
