station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-12.0, 1.0, 1.0, -13.0, -10.0, 1988-12-08 05:30:00, 1.0
-2.0, 0.0, 0.0, -12.0, -1.5, 1988-12-08 16:00:00, 4.0
0.0, 0.0, 0.0, -4.0, 3.0, 1988-12-09 05:30:00, 3.0
2.0, 0.0, 0.0, -0.5, 5.0, 1988-12-09 16:00:00, 3.0
5.0, 0.0, 0.0, -2.0, 5.0, 1988-12-10 05:30:00, 0.0
4.5, 0.0, 0.0, 3.0, 6.5, 1988-12-10 16:00:00, 0.0
2.0, 0.0, 0.0, -2.0, 4.0, 1988-12-11 05:30:00, 0.0
5.0, 0.0, 0.0, 2.0, 5.0, 1988-12-11 15:30:00, 0.0
-1.0, 0.0, 0.0, -3.0, 5.0, 1988-12-12 05:30:00, 0.0
5.0, 0.0, 0.0, -4.0, 6.0, 1988-12-12 15:30:00, 0.0
-8.0, 0.0, 0.0, -8.0, 5.0, 1988-12-13 05:30:00, 0.0
-5.0, 0.0, 0.0, -9.0, -5.0, 1988-12-13 15:30:00, 0.0
-10.0, 0.0, 0.0, -10.0, -3.0, 1988-12-14 05:30:00, 0.0
-2.0, 0.0, 0.0, -12.0, -1.0, 1988-12-14 16:30:00, 0.0
-2.0, 0.0, 0.0, -3.0, 1.0, 1988-12-15 05:30:00, 0.0
4.0, 0.0, 0.0, -2.5, 4.0, 1988-12-15 15:30:00, 0.0
-3.5, 0.0, 0.0, -3.5, 3.5, 1988-12-16 05:30:00, 0.0
2.5, 0.0, 0.0, -4.0, 2.5, 1988-12-16 15:30:00, 0.0
0.0, 0.0, 0.0, -3.5, 2.5, 1988-12-17 05:30:00, 0.0
4.5, 0.0, 0.0, -0.5, 5.0, 1988-12-17 15:30:00, 0.0
2.0, 0.0, 0.0, 2.0, 4.0, 1988-12-18 05:30:00, 0.0
-1.0, 3.0, 3.0, -1.5, 1.5, 1988-12-18 20:00:00, 3.0
-10.5, 0.0, 0.0, -10.5, -1.0, 1988-12-19 05:30:00, 3.0
-5.0, 0.0, 0.0, -11.0, -1.0, 1988-12-19 15:30:00, 3.0
-10.0, 0.0, 0.0, -10.5, -5.0, 1988-12-20 05:30:00, 3.0
-6.0, 0.0, 0.0, -12.0, -2.5, 1988-12-20 14:40:00, 3.0
-16.0, 0.0, 0.0, -16.0, -6.0, 1988-12-21 05:30:00, 3.0
-5.0, 0.0, 0.0, -18.0, -5.0, 1988-12-21 15:30:00, 3.0
-17.5, 0.0, 0.0, -20.0, -14.0, 1988-12-22 06:30:00, 0.0
-16.0, 0.0, 0.0, -22.0, -15.0, 1988-12-22 15:00:00, 3.0
-18.0, 0.0, 0.0, -19.0, -17.0, 1988-12-23 05:30:00, 3.0
-15.0, 1.0, 1.0, -17.0, 26.5, 1988-12-23 15:00:00, 4.0
-16.0, 1.0, 1.0, -17.0, -15.0, 1988-12-24 05:30:00, 4.0
-14.5, 1.0, 1.0, -17.0, -14.5, 1988-12-24 15:00:00, 5.0
-15.0, 2.0, 2.0, -24.0, -2.0, 1988-12-27 05:30:00, 7.0
-15.0, 3.0, 2.0, -17.0, -10.0, 1988-12-27 15:00:00, 8.0
-7.5, 2.0, 2.0, -20.0, -7.5, 1988-12-28 05:30:00, 10.0
-2.0, 0.0, 0.0, -8.0, -2.0, 1988-12-28 15:00:00, 10.0
-5.0, 0.0, 0.0, -7.0, -5.0, 1988-12-29 05:30:00, 10.0
-11.5, 0.0, 0.0, -12.0, -11.0, 1988-12-29 16:00:00, 10.0
-17.0, 1.0, 2.0, -18.0, -16.0, 1988-12-30 05:30:00, 13.0
-18.0, None, None, -19.0, -18.0, 1988-12-30 15:00:00, None
-18.0, None, None, -18.0, -17.0, 1988-12-31 05:30:00, None
-18.0, 0.0, 0.0, -20.0, -11.0, 1988-12-31 18:00:00, 8.0
-11.0, None, None, -11.0, -9.0, 1989-01-01 05:30:00, None
-5.0, None, None, -11.0, -5.0, 1989-01-01 15:00:00, None
-3.0, 0.0, 0.0, -3.0, -2.5, 1989-01-02 05:30:00, 8.0
-2.5, 0.0, 0.0, -7.0, -1.5, 1989-01-02 16:00:00, 8.0
-6.5, 0.0, 0.0, -6.5, -2.0, 1989-01-03 05:30:00, 8.0
-2.0, 0.0, 0.0, -11.0, -2.0, 1989-01-03 16:00:00, 8.0
-17.0, 0.0, 0.0, -25.0, -4.0, 1989-01-04 05:30:00, 8.0
-6.5, 0.0, 0.1, -15.0, -4.0, 1989-01-04 14:30:00, 7.0
-12.5, 4.0, 4.0, -12.5, -7.0, 1989-01-05 05:30:00, 11.0
-12.5, 4.0, 0.0, -13.0, -11.0, 1989-01-05 16:30:00, 11.0
-25.0, 0.0, 0.0, -34.0, -12.0, 1989-01-06 05:30:00, 10.0
-19.0, 0.0, 0.0, -25.0, -18.0, 1989-01-06 16:00:00, 11.0
-32.0, 0.0, 0.0, -33.0, -18.0, 1989-01-07 08:00:00, 11.0
-16.0, 0.0, 0.0, -30.0, -14.0, 1989-01-07 16:00:00, 11.0
-16.0, 0.0, 0.0, -27.0, -14.0, 1989-01-08 05:30:00, 11.0
-9.0, 0.0, 0.0, -16.0, -8.0, 1989-01-08 14:30:00, 11.0
-26.0, 0.0, 0.0, -27.0, -8.0, 1989-01-09 05:30:00, 10.0
-10.5, 0.0, 0.0, -29.5, -10.5, 1989-01-09 16:00:00, 11.0
-24.0, 0.0, 0.0, -25.0, -6.5, 1989-01-10 05:30:00, 10.0
-3.0, 0.0, 0.0, -25.0, -3.0, 1989-01-10 15:30:00, 11.0
-8.0, 0.0, 0.0, -15.0, -3.0, 1989-01-11 05:30:00, 10.0
-2.0, 0.0, 0.0, -18.0, -2.0, 1989-01-11 15:30:00, 11.0
3.0, 0.0, 0.0, -4.0, 3.5, 1989-01-12 05:30:00, 9.0
3.0, 0.0, 0.0, -4.0, 6.0, 1989-01-12 15:30:00, 8.0
-8.0, 0.0, 0.0, -9.0, 0.0, 1989-01-13 05:30:00, 8.0
-4.0, 0.0, 0.0, -8.0, -3.0, 1989-01-13 15:30:00, 8.0
-18.0, 0.0, 0.0, -18.0, -5.0, 1989-01-14 05:30:00, 8.0
-12.0, 0.0, 0.0, -22.0, -10.0, 1989-01-14 15:30:00, 8.0
-8.0, 0.0, 0.0, -26.0, -7.0, 1989-01-15 05:30:00, 8.0
-1.5, 0.0, 0.0, -8.5, 0.0, 1989-01-15 16:00:00, 8.0
-9.0, 0.0, 0.0, -11.0, -1.0, 1989-01-16 05:30:00, 7.0
-5.0, 3.0, 3.0, -9.0, -2.5, 1989-01-16 15:00:00, 11.0
0.5, 0.0, 0.0, -9.0, 2.0, 1989-01-17 05:30:00, 10.0
3.0, 0.0, 0.0, 2.0, 3.0, 1989-01-17 15:30:00, 10.0
0.5, 0.0, 0.0, -10.0, 2.0, 1989-01-18 05:30:00, 10.0
1.5, 0.0, 0.0, -0.5, 3.5, 1989-01-18 15:00:00, 8.0
-8.0, 0.0, 0.0, -10.0, 2.0, 1989-01-19 05:30:00, 8.0
-1.0, 0.0, 0.0, -8.0, -1.0, 1989-01-19 15:30:00, 7.0
2.5, 0.0, 0.0, -6.5, 3.0, 1989-01-20 05:30:00, 7.0
5.5, 0.0, 0.0, 1.0, 6.0, 1989-01-20 15:00:00, 6.0
0.0, 0.0, 0.0, -4.0, 3.0, 1989-01-21 05:30:00, 6.0
0.0, 0.0, 0.0, -2.0, 1.0, 1989-01-21 15:00:00, 6.0
-13.0, 0.0, 0.0, -15.0, -5.5, 1989-01-22 05:30:00, 6.0
-3.0, 0.0, 0.0, -17.0, -3.0, 1989-01-22 15:00:00, 6.0
-16.0, 0.0, 0.0, -18.0, -11.0, 1989-01-23 05:30:00, 6.0
-11.0, 0.0, 0.0, -19.0, -11.0, 1989-01-23 15:00:00, 6.0
-14.0, 0.0, 0.0, -18.0, -11.0, 1989-01-24 08:00:00, 6.0
-3.0, 0.0, 0.0, -14.0, -1.0, 1989-01-24 16:30:00, 6.0
0.5, 0.0, 0.0, -4.0, 0.5, 1989-01-25 07:30:00, 5.0
8.0, 0.0, 0.0, -3.0, 9.0, 1989-01-25 16:00:00, 5.0
7.0, None, None, None, None, 1989-01-26 07:30:00, None
8.0, 0.0, 0.0, 7.0, 9.5, 1989-01-26 15:30:00, 3.0
2.0, 0.0, 0.0, 2.0, 9.0, 1989-01-27 05:30:00, 3.0
1.0, 0.0, 0.0, 0.5, 2.0, 1989-01-27 15:30:00, 3.0
3.0, 0.0, 0.0, 0.0, 4.0, 1989-01-28 05:30:00, 3.0
5.0, 0.0, 0.0, 2.0, 6.0, 1989-01-28 15:00:00, 3.0
4.5, 0.0, 0.0, 2.0, 5.5, 1989-01-29 05:30:00, 2.0
4.0, 0.0, 0.0, 3.0, 6.5, 1989-01-29 16:00:00, 2.0
-27.0, 8.0, 8.0, -27.0, 4.0, 1989-01-30 05:30:00, 10.0
-30.0, 4.0, 3.0, -32.0, -27.0, 1989-01-30 16:00:00, 6.0
-30.0, 6.0, 2.0, -30.5, -29.0, 1989-01-31 08:00:00, 8.0
-26.0, 5.0, 1.0, -33.0, -26.0, 1989-01-31 16:00:00, 5.0
-26.0, 6.0, 1.0, -26.0, -25.0, 1989-02-01 07:30:00, 6.0
-24.0, 6.0, 5.0, -28.0, -23.0, 1989-02-01 16:00:00, 6.0
-23.0, 1.0, 1.0, -26.0, -22.5, 1989-02-02 05:30:00, 7.0
-24.0, 6.0, 5.0, -25.0, -22.0, 1989-02-02 16:00:00, 6.0
-30.0, 0.0, 0.0, -30.0, -22.0, 1989-02-03 05:30:00, 6.0
-15.0, 0.0, 0.0, -32.0, -15.0, 1989-02-03 15:30:00, 6.0
-21.0, 0.0, 0.0, -24.0, -14.0, 1989-02-04 05:30:00, 6.0
-8.0, 0.0, 0.0, -21.0, -8.0, 1989-02-04 16:00:00, 6.0
-19.0, 0.0, 0.0, -19.0, -8.0, 1989-02-05 05:30:00, 6.0
-12.0, 0.0, 0.0, -21.0, -9.0, 1989-02-05 17:00:00, 6.0
-16.0, 0.0, 0.0, -16.0, -8.0, 1989-02-06 05:30:00, 5.0
-6.0, 0.0, 0.0, -17.0, -6.0, 1989-02-06 14:30:00, 6.0
-20.0, 0.0, 0.0, -20.0, -6.0, 1989-02-07 05:30:00, 5.0
-6.0, 0.0, 0.0, -21.0, -6.0, 1989-02-07 15:00:00, 5.0
-16.0, 0.0, 0.0, -21.0, -6.0, 1989-02-08 05:30:00, 5.0
1.0, 0.0, 0.0, -16.0, 1.0, 1989-02-08 15:30:00, 5.0
-5.5, 0.0, 0.0, -6.0, 1.0, 1989-02-09 05:30:00, 5.0
4.0, 0.0, 0.0, -6.5, 4.0, 1989-02-09 15:00:00, 5.0
-10.0, 0.0, 0.0, -10.0, 2.0, 1989-02-10 05:30:00, 5.0
0.5, 0.0, 0.0, -10.0, 1.0, 1989-02-10 15:00:00, 5.0
-7.0, 0.0, 0.0, -9.0, 2.0, 1989-02-11 05:30:00, 5.0
4.0, 0.0, 0.0, -7.0, 4.0, 1989-02-11 15:00:00, 5.0
-6.0, 0.0, 0.0, -6.5, -6.0, 1989-02-12 05:30:00, 5.0
-3.0, 0.0, 0.0, -7.0, -3.0, 1989-02-12 15:00:00, 4.0
-9.0, 0.0, 0.0, -11.0, -3.0, 1989-02-13 05:30:00, 5.0
-0.5, 0.0, 0.0, -10.0, -0.5, 1989-02-13 15:00:00, 4.0
-6.0, 0.0, 0.0, -7.0, -1.0, 1989-02-14 05:30:00, 4.0
-6.0, 0.0, 0.0, -9.0, -5.0, 1989-02-14 15:00:00, 5.0
-15.0, 6.0, 5.0, -16.0, -4.0, 1989-02-15 05:30:00, 10.0
-13.0, 8.0, 2.0, -16.0, -13.0, 1989-02-15 15:00:00, 10.0
-32.0, 0.0, 0.0, -33.0, -14.0, 1989-02-16 05:30:00, 10.0
-11.5, 0.0, 0.0, -31.5, -11.0, 1989-02-16 15:00:00, 10.0
-32.0, 0.0, 0.0, -32.0, -12.0, 1989-02-17 05:30:00, 10.0
-13.5, 0.0, 0.0, -33.0, -11.0, 1989-02-17 15:30:00, 10.0
-25.0, 0.0, 0.0, -25.0, -8.0, 1989-02-18 05:30:00, 10.0
-6.0, 0.0, 0.0, -27.5, -5.0, 1989-02-18 15:00:00, 10.0
-22.0, 0.0, 0.0, -22.0, -4.0, 1989-02-19 05:30:00, 8.0
-1.5, 0.0, 0.0, -23.0, -1.5, 1989-02-19 15:00:00, 8.0
-18.0, 0.0, 0.0, -18.0, 0.0, 1989-02-20 05:30:00, 7.0
2.5, 0.0, 0.0, -19.0, 3.0, 1989-02-20 15:00:00, 6.0
-16.0, 0.0, 0.0, -16.0, 3.5, 1989-02-21 07:00:00, 6.0
9.0, 0.0, 0.0, -17.0, 9.0, 1989-02-21 15:30:00, 4.0
-5.0, 0.0, 0.0, -10.0, 9.5, 1989-02-22 07:00:00, 4.0
2.0, 0.0, 0.0, -10.0, 2.0, 1989-02-22 15:30:00, 4.0
1.0, 2.0, 2.0, -1.0, 4.0, 1989-02-23 05:30:00, 7.0
6.0, 0.0, 0.0, -1.0, 7.0, 1989-02-23 15:00:00, 7.0
-3.0, 1.0, 1.0, -3.0, 7.5, 1989-02-24 05:30:00, 8.0
-4.0, 3.0, 4.0, -6.0, -2.0, 1989-02-24 15:00:00, 12.0
-12.0, 3.0, 3.0, -12.0, -4.0, 1989-02-25 05:30:00, 15.0
-4.0, 0.0, 0.0, -16.0, -4.0, 1989-02-25 16:00:00, 15.0
-3.5, 0.0, 0.0, -15.0, -3.5, 1989-02-26 05:30:00, 5.0
2.0, 0.0, 0.0, -4.0, 2.0, 1989-02-26 15:30:00, 5.0
-8.0, 7.0, 7.0, -8.0, -2.0, 1989-02-27 05:30:00, 12.0
-8.5, 2.0, 2.0, -12.0, -8.0, 1989-02-27 15:30:00, 7.0
-26.0, 0.0, 0.0, -26.0, -8.0, 1989-02-28 07:30:00, 7.0
-14.0, 0.0, 0.0, -23.0, -12.0, 1989-02-28 15:30:00, 7.0
-26.0, 0.0, 0.0, -26.5, -12.5, 1989-03-01 07:00:00, 7.0
-5.5, 0.0, 0.0, -28.0, -5.0, 1989-03-01 15:00:00, 7.0
-20.0, 0.0, 0.0, -25.0, -5.0, 1989-03-02 05:30:00, 7.0
-4.0, 0.0, 0.0, -21.0, -3.0, 1989-03-02 15:30:00, 7.0
-17.0, 0.0, 0.0, -17.0, -2.0, 1989-03-03 05:30:00, 7.0
-4.0, 0.0, 0.0, -18.0, -4.0, 1989-03-03 15:00:00, 7.0
-15.5, 1.0, 1.0, -15.5, -2.0, 1989-03-04 05:30:00, 8.0
-12.0, 0.0, 0.0, -17.0, -12.0, 1989-03-04 15:00:00, 8.0
-19.0, 3.0, 3.0, -19.0, -12.0, 1989-03-05 05:30:00, 11.0
-10.5, 0.0, 0.0, -20.0, -10.5, 1989-03-05 15:00:00, 11.0
-15.0, 2.0, 2.0, -17.0, -10.0, 1989-03-06 05:30:00, 13.0
1.0, 0.0, 0.0, -17.0, 2.0, 1989-03-06 15:00:00, 10.0
-17.0, 19.0, 19.0, -17.0, 0.0, 1989-03-07 05:30:00, 29.0
-2.0, 0.0, 0.0, -17.0, -2.0, 1989-03-07 15:30:00, 29.0
-20.0, 0.0, 0.0, -20.0, -2.0, 1989-03-08 05:30:00, 29.0
3.0, 0.0, 0.0, -20.0, 3.0, 1989-03-08 15:30:00, 29.0
-17.0, 2.0, 2.0, -20.0, 4.5, 1989-03-09 05:30:00, 28.0
-17.0, 1.0, 1.0, -19.0, -16.0, 1989-03-09 15:30:00, 29.0
-23.0, 1.0, 1.0, -23.0, -17.0, 1989-03-10 05:30:00, 30.0
-21.0, 7.0, 7.0, -23.0, -21.0, 1989-03-10 15:00:00, 37.0
-25.0, 0.0, 0.0, -25.0, -19.0, 1989-03-11 05:30:00, 37.0
-17.0, 2.0, 2.0, -25.0, -17.0, 1989-03-11 15:30:00, 39.0
-19.0, 2.0, 2.0, -27.0, -17.0, 1989-03-12 05:30:00, 40.0
-8.0, 0.0, 0.0, -19.0, -8.0, 1989-03-12 15:30:00, 40.0
-11.0, 0.0, 0.0, -13.0, -7.0, 1989-03-13 05:30:00, 40.0
2.0, 0.0, 0.0, -11.0, 2.0, 1989-03-13 15:30:00, 36.0
-10.0, 0.0, 0.0, -10.0, 2.0, 1989-03-14 05:30:00, 36.0
1.0, 0.0, 0.0, -10.0, 2.0, 1989-03-14 15:00:00, 30.0
-10.0, 5.0, 5.0, -12.0, -2.0, 1989-03-15 05:30:00, 35.0
-5.0, 0.0, 0.0, -10.0, -4.5, 1989-03-15 15:00:00, 34.0
-24.0, 0.0, 0.0, -24.0, -6.0, 1989-03-16 05:30:00, 35.0
-6.0, 0.0, 0.0, -26.5, -6.0, 1989-03-16 15:30:00, 34.0
-28.0, 0.0, 0.0, -28.0, -6.0, 1989-03-17 05:30:00, 34.0
-4.5, 0.0, 0.0, -30.0, -4.0, 1989-03-17 15:00:00, 34.0
-24.0, 0.0, 0.0, -24.0, -4.0, 1989-03-18 05:30:00, 34.0
-3.0, 0.0, 0.0, -25.0, -2.0, 1989-03-18 15:30:00, 34.0
-22.0, 0.0, 0.0, -22.0, -3.0, 1989-03-19 05:30:00, 34.0
-1.0, 0.0, 0.0, -24.0, -1.0, 1989-03-19 15:00:00, 32.0
-20.5, 0.0, 0.0, -20.5, -1.0, 1989-03-20 05:30:00, 30.0
1.0, 0.0, 0.0, -21.0, 1.0, 1989-03-20 15:00:00, 25.0
-8.0, 0.0, 0.0, -9.0, 1.0, 1989-03-21 07:00:00, 25.0
1.0, 0.0, 0.0, -8.0, 2.0, 1989-03-21 15:30:00, 26.0
-12.0, 0.0, 0.0, -12.0, 1.0, 1989-03-22 07:00:00, 26.0
9.0, 0.0, 0.0, -13.0, 9.0, 1989-03-22 15:30:00, 23.0
0.0, 0.0, 0.0, -3.0, 9.5, 1989-03-23 07:00:00, 23.0
6.0, 0.0, 0.0, 0.0, 7.0, 1989-03-23 14:30:00, 20.0
-2.0, None, None, -2.0, 6.0, 1989-03-24 07:00:00, None
9.0, None, None, -2.0, 9.5, 1989-03-24 15:00:00, None
-7.0, 1.0, 1.0, -8.0, 9.0, 1989-03-25 05:30:00, 21.0
-1.0, 0.0, 0.0, -9.0, 10.0, 1989-03-25 14:30:00, 21.0
-11.0, 3.0, 3.0, -11.0, -2.0, 1989-03-26 05:30:00, 24.0
-7.0, 3.0, 3.0, -12.0, -7.0, 1989-03-26 15:30:00, 25.0
-12.0, 10.0, 8.0, -14.5, -6.0, 1989-03-27 09:00:00, 32.0
-7.0, None, None, -13.0, -6.5, 1989-03-27 16:00:00, None
-18.0, 0.0, 0.0, -19.0, -6.0, 1989-03-28 05:30:00, 32.0
6.0, 0.0, 0.0, -20.0, 7.0, 1989-03-28 15:30:00, 24.0
-1.0, 0.0, 0.0, -4.0, 7.0, 1989-03-29 07:00:00, 24.0
8.0, 0.0, 0.0, -2.0, 8.5, 1989-03-29 15:30:00, 21.0
-6.0, 0.0, 0.0, -6.0, 8.0, 1989-03-30 07:00:00, 21.0
8.0, 0.0, 0.0, -6.0, 10.5, 1989-03-30 15:30:00, 18.0
-1.0, 0.0, 0.0, -2.0, 8.5, 1989-03-31 07:30:00, 18.0
8.0, 0.0, 0.0, -2.0, 10.0, 1989-03-31 15:30:00, 16.0
-2.0, 0.0, 0.0, -3.0, 8.5, 1989-04-01 05:30:00, 16.0
9.0, 0.0, 0.0, -7.0, 9.0, 1989-04-01 15:00:00, 12.0
-3.0, 0.0, 0.0, -3.0, 8.5, 1989-04-02 05:30:00, 10.0
5.5, 0.0, 0.0, -3.0, 6.0, 1989-04-02 15:00:00, 10.0
-3.0, 0.0, 0.0, -4.0, 10.0, 1989-04-03 05:30:00, 8.0
9.0, 0.0, 0.0, -4.0, 9.0, 1989-04-03 14:30:00, 0.0
-3.0, 0.0, 0.0, -4.0, 8.0, 1989-04-04 05:30:00, 0.0
7.5, 0.0, 0.0, -3.0, 8.5, 1989-04-04 14:30:00, 0.0
-5.0, 0.0, 0.0, -6.0, 7.0, 1989-04-05 05:30:00, 0.0
9.0, 0.0, 0.0, -6.0, 9.5, 1989-04-05 14:30:00, 0.0
-4.5, 0.0, 0.0, -4.5, 9.0, 1989-04-06 05:30:00, 0.0
8.0, 0.0, 0.0, -5.0, 8.5, 1989-04-06 15:00:00, 0.0
0.0, 2.0, 2.0, -5.0, 7.0, 1989-04-07 05:30:00, 2.0
6.0, 0.0, 0.0, 0.0, 8.0, 1989-04-07 15:00:00, 0.0
-4.0, None, None, -7.0, 5.0, 1989-04-08 07:00:00, None
9.0, None, None, -4.0, 9.0, 1989-04-08 15:00:00, None
-3.0, None, None, -4.5, 9.0, 1989-04-09 07:00:00, None
13.5, None, None, -3.0, 13.5, 1989-04-09 15:00:00, None
-3.0, 0.0, 0.0, -7.0, 15.0, 1989-04-10 07:00:00, 0.0
