station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-5.0, 90.0, None, None, None, None, 1982-11-26 06:00:00, None, None
-2.0, 75.0, 1.0, None, -8.0, -2.0, 1982-11-26 14:30:00, None, 4.0
-3.0, 94.0, None, None, -5.0, -2.0, 1982-11-27 06:00:00, None, None
-1.0, 96.0, None, None, -3.0, 0.5, 1982-11-27 18:00:00, None, None
-1.0, 96.0, None, None, -2.0, -1.0, 1982-11-28 06:00:00, None, None
0.0, 97.0, None, None, -1.0, 2.0, 1982-11-28 18:00:00, None, None
0.0, 96.0, None, None, 0.0, 0.0, 1982-11-29 06:00:00, None, None
0.0, 96.0, None, None, -1.0, 0.5, 1982-11-29 18:00:00, None, None
-2.5, 89.0, None, None, -2.5, 0.0, 1982-11-30 06:00:00, None, None
-2.0, 92.0, None, None, -2.5, 0.0, 1982-11-30 18:00:00, None, None
-2.0, 95.0, None, None, -2.0, -2.0, 1982-12-01 06:00:00, None, None
-2.0, 93.0, None, None, -2.0, 0.5, 1982-12-01 18:00:00, None, None
-4.0, 94.0, None, None, -6.0, -2.0, 1982-12-02 06:00:00, None, None
-2.0, 96.0, None, None, -4.0, 0.0, 1982-12-02 18:00:00, None, None
-1.0, 96.0, None, None, -2.0, -1.0, 1982-12-03 06:00:00, None, None
-1.0, 96.0, None, None, -2.0, 0.0, 1982-12-03 18:00:00, None, None
-7.0, 90.0, None, None, -7.0, 1.0, 1982-12-04 06:00:00, None, None
-8.0, 95.0, None, None, -8.0, -1.0, 1982-12-04 18:00:00, None, None
-14.0, 89.0, None, None, -14.0, -8.0, 1982-12-05 06:00:00, None, None
-13.0, 89.0, None, None, -14.0, -7.5, 1982-12-05 18:00:00, None, None
-7.0, 86.0, None, None, -14.0, 2.0, 1982-12-06 11:00:00, None, 25.0
-12.0, 89.0, None, None, -12.0, -8.0, 1982-12-06 18:00:00, None, None
-12.0, 85.0, None, None, -17.0, -7.0, 1982-12-07 06:30:00, None, 24.0
-14.0, 88.0, None, None, -14.0, -9.0, 1982-12-07 18:00:00, None, None
-11.0, 89.0, None, None, -14.0, -11.0, 1982-12-08 06:00:00, None, None
-11.0, 92.0, None, None, -14.0, 2.0, 1982-12-08 06:30:00, None, 22.0
-7.0, 91.0, None, None, -20.5, -5.5, 1982-12-09 10:50:00, None, 22.0
-8.0, 92.0, None, None, -9.0, -6.5, 1982-12-09 18:00:00, None, None
-9.0, 92.0, None, None, -9.0, -6.0, 1982-12-10 06:45:00, None, 22.0
-11.0, 90.0, None, None, -11.0, -7.0, 1982-12-10 18:00:00, None, None
-9.0, 91.0, None, None, -10.0, -7.0, 1982-12-11 06:45:00, None, 22.0
-8.0, 91.0, None, None, -9.0, -7.0, 1982-12-11 18:00:00, None, None
-4.0, 93.0, 1.0, 1.0, -9.0, -3.5, 1982-12-12 06:45:00, None, 23.0
-3.0, 97.0, None, None, -4.0, -2.0, 1982-12-12 18:00:00, None, None
-2.0, 92.0, 3.0, 3.0, -4.0, -1.0, 1982-12-13 06:45:00, None, 23.0
-9.0, 95.0, None, None, -9.0, -1.0, 1982-12-13 18:00:00, None, None
-6.0, 92.0, None, None, -10.0, 0.0, 1982-12-14 06:45:00, None, 22.0
-4.0, 94.0, None, None, -6.0, -4.0, 1982-12-14 18:00:00, None, None
-1.0, 94.0, 5.0, 5.0, -6.0, -1.0, 1982-12-15 10:20:00, None, 28.0
-1.0, 97.0, None, None, -4.0, 0.0, 1982-12-15 18:00:00, None, None
0.0, 97.0, 8.0, 8.0, -1.0, 1.0, 1982-12-16 06:30:00, None, 32.0
-5.0, 98.0, None, None, -5.0, 4.0, 1982-12-16 18:00:00, None, None
-3.0, 97.0, None, None, -4.0, -1.0, 1982-12-17 06:00:00, None, None
-6.0, 96.0, None, None, -6.0, -1.0, 1982-12-17 18:00:00, None, None
2.0, None, 7.0, 7.0, -5.5, 5.0, 1982-12-18 11:00:00, None, 35.0
-2.0, 97.0, None, None, -2.0, -1.0, 1982-12-18 18:00:00, None, None
-1.0, 97.0, None, None, -2.0, 0.0, 1982-12-19 06:00:00, None, None
1.0, 75.0, None, None, 0.0, 2.5, 1982-12-19 15:30:00, None, 35.0
-5.5, 80.0, None, None, -13.0, 1.0, 1982-12-20 12:10:00, None, 35.0
-10.0, 92.0, None, None, -10.0, -5.0, 1982-12-20 18:00:00, None, None
-9.0, 92.0, 2.0, 2.0, -10.5, -4.5, 1982-12-21 11:00:00, None, 34.0
-7.0, 94.0, None, None, -11.0, -6.0, 1982-12-21 18:00:00, None, None
-5.0, 90.0, 3.0, 3.0, -11.5, -4.5, 1982-12-22 13:00:00, None, 37.0
-15.0, 95.0, None, None, -15.0, -5.0, 1982-12-22 18:00:00, None, None
-6.5, 93.0, None, None, -14.5, -4.0, 1982-12-23 12:10:00, None, 34.0
-16.0, 90.0, None, None, -16.0, -5.0, 1982-12-23 18:00:00, None, None
-8.5, 91.0, None, None, -17.0, -5.5, 1982-12-24 09:25:00, None, 32.0
-2.0, 84.0, None, None, -14.0, 0.0, 1982-12-24 18:00:00, None, None
-9.0, 90.0, None, None, -9.0, -4.0, 1982-12-27 06:00:00, None, None
-10.0, 90.0, 2.0, 2.0, -22.0, 4.0, 1982-12-27 13:40:00, None, 34.0
-19.0, 84.0, None, None, -19.0, -9.0, 1982-12-28 06:45:00, None, 33.0
-19.0, 86.0, None, None, -19.0, -10.0, 1982-12-28 18:00:00, None, None
-17.0, 85.0, None, None, -20.0, -10.0, 1982-12-29 07:15:00, None, 33.0
-18.0, 87.0, None, None, -18.0, -10.0, 1982-12-29 18:00:00, None, None
-19.0, None, None, None, -20.0, -10.0, 1982-12-30 06:45:00, None, 33.0
-18.0, 86.0, None, None, -18.0, -9.0, 1982-12-30 18:00:00, None, None
-16.0, 86.0, None, None, -20.0, -9.0, 1982-12-31 06:45:00, None, 33.0
-12.0, 89.0, None, None, -15.0, -9.0, 1982-12-31 18:00:00, None, None
