station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-8.0, None, None, 18.0, None, None, None, 1977-11-24 07:00:00, None, None
-4.0, None, None, 23.0, None, None, None, 1977-11-26 07:00:00, None, None
-2.0, None, None, 4.0, None, None, None, 1977-12-01 07:00:00, None, None
-2.0, None, None, 20.0, None, None, None, 1977-12-02 07:00:00, None, None
None, None, None, 1.0, None, None, None, 1977-12-04 07:00:00, None, None
-8.0, None, None, 22.0, None, None, None, 1977-12-06 07:00:00, None, None
-4.0, None, None, 18.0, None, None, None, 1977-12-07 07:00:00, None, None
-14.0, None, None, None, None, None, None, 1977-12-08 07:00:00, None, None
-14.0, None, None, 5.0, None, None, None, 1977-12-09 16:00:00, None, None
None, None, None, 35.0, None, None, None, 1977-12-11 07:00:00, None, None
3.0, None, None, None, None, None, None, 1977-12-12 07:00:00, None, None
-4.0, None, None, 6.0, None, None, None, 1977-12-19 07:00:00, None, None
-10.0, None, None, None, None, None, None, 1977-12-20 07:00:00, None, None
-11.0, None, None, None, None, None, None, 1977-12-21 16:00:00, None, None
-8.0, None, None, None, None, None, None, 1977-12-22 07:00:00, None, None
-8.0, None, None, None, None, None, None, 1977-12-23 07:00:00, None, None
-10.0, None, None, None, None, None, None, 1977-12-24 07:00:00, None, None
-10.0, None, None, 5.0, None, None, None, 1977-12-25 07:00:00, None, None
-11.0, None, None, None, None, None, None, 1977-12-26 07:00:00, None, None
-12.0, None, None, None, None, None, None, 1977-12-27 07:00:00, None, None
-12.0, None, None, None, None, None, None, 1977-12-28 07:00:00, None, None
-12.0, None, None, 14.0, None, None, None, 1977-12-29 07:00:00, None, None
-10.0, None, None, 5.0, None, None, None, 1977-12-30 07:00:00, None, None
-15.0, None, None, None, None, None, None, 1978-01-02 07:00:00, None, None
-15.0, None, None, 1.0, None, None, None, 1978-01-03 07:00:00, None, None
-10.0, None, None, None, None, None, None, 1978-01-04 07:00:00, None, None
-10.0, None, None, 15.0, None, None, None, 1978-01-05 07:00:00, None, None
-10.0, None, None, None, None, None, None, 1978-01-06 07:00:00, None, None
-4.0, None, None, 30.0, None, None, None, 1978-01-09 07:00:00, None, None
-4.0, None, None, None, None, None, None, 1978-01-10 07:00:00, None, None
-8.0, None, None, None, None, None, None, 1978-01-11 07:00:00, None, None
-7.0, None, None, None, None, None, None, 1978-01-12 07:00:00, None, None
-9.0, None, None, None, None, None, None, 1978-01-13 07:00:00, None, None
None, None, None, 8.0, None, None, None, 1978-01-15 07:00:00, None, None
-6.0, None, None, None, None, None, None, 1978-01-16 07:00:00, None, None
-4.0, None, None, 1.0, None, None, None, 1978-01-17 07:00:00, None, None
-1.0, None, None, None, None, None, None, 1978-01-18 07:00:00, None, None
0.0, None, None, None, None, None, None, 1978-01-19 07:00:00, None, None
-3.0, None, None, None, None, None, None, 1978-01-20 07:00:00, None, None
-14.0, None, None, None, None, None, None, 1978-01-23 07:00:00, None, None
-3.0, None, None, None, None, None, None, 1978-01-24 07:00:00, None, None
-3.0, None, None, 1.0, None, None, None, 1978-01-25 07:00:00, None, None
-3.0, None, None, None, None, None, None, 1978-01-26 07:00:00, None, None
-3.0, None, None, 3.0, None, None, None, 1978-01-27 07:00:00, None, None
-8.0, None, None, None, None, None, None, 1978-01-28 07:00:00, None, None
-9.0, None, None, 2.0, None, None, None, 1978-01-29 07:00:00, None, None
-11.0, None, None, None, None, None, None, 1978-01-30 07:00:00, None, None
-11.0, None, None, None, None, None, None, 1978-01-31 07:00:00, None, None
-9.0, None, None, 5.0, None, None, None, 1978-02-01 07:00:00, None, None
-10.0, None, None, 5.0, None, None, None, 1978-02-02 07:00:00, None, None
-7.0, None, None, 6.0, None, None, None, 1978-02-03 07:00:00, None, None
-3.0, None, None, 4.0, None, None, None, 1978-02-04 07:00:00, None, None
0.0, None, None, None, None, None, None, 1978-02-07 07:00:00, None, None
2.0, None, None, None, None, None, None, 1978-02-08 07:00:00, None, None
-1.0, None, None, None, None, None, None, 1978-02-10 17:00:00, None, None
5.0, None, None, None, None, None, None, 1978-02-11 17:00:00, None, None
-3.0, None, None, None, None, None, None, 1978-02-12 17:00:00, None, None
-2.0, None, None, None, None, None, None, 1978-02-13 07:00:00, None, None
-5.0, None, None, None, None, None, None, 1978-02-14 07:00:00, None, None
-4.0, None, None, None, None, None, None, 1978-02-15 07:00:00, None, None
None, None, None, None, 2.0, None, 7.0, 1978-02-16 17:00:00, None, None
None, None, None, None, 2.0, None, 7.0, 1978-02-17 17:00:00, None, None
1.0, None, None, None, None, None, None, 1978-02-20 07:00:00, None, None
1.0, None, None, None, None, None, None, 1978-02-21 07:00:00, None, None
0.0, None, None, None, None, None, None, 1978-02-22 07:00:00, None, None
4.0, None, None, None, None, None, None, 1978-02-23 07:00:00, None, None
-7.0, None, None, None, None, None, None, 1978-02-25 07:00:00, None, None
-4.0, None, None, None, None, None, None, 1978-02-26 07:00:00, None, None
-3.0, None, None, None, None, None, None, 1978-02-28 07:00:00, None, None
-13.0, None, None, None, None, None, None, 1978-03-03 07:00:00, None, None
-14.0, None, None, None, None, None, None, 1978-03-04 07:00:00, None, None
-11.0, None, None, None, None, None, None, 1978-03-05 07:00:00, None, None
-4.0, None, None, 2.0, None, None, None, 1978-03-06 07:00:00, None, None
1.0, None, None, None, 1.0, None, 8.0, 1978-03-12 07:00:00, None, None
3.0, None, None, None, None, None, None, 1978-11-01 07:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1978-11-02 07:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1978-11-03 07:00:00, None, 0.0
3.0, None, None, None, None, None, None, 1978-11-06 07:00:00, None, 0.0
5.0, None, None, None, None, None, None, 1978-11-07 07:00:00, None, 0.0
6.0, None, None, None, None, None, None, 1978-11-08 07:00:00, None, 0.0
0.0, None, None, None, None, None, None, 1978-11-09 07:00:00, None, 0.0
-4.0, None, None, None, None, None, None, 1978-11-12 07:00:00, None, 0.0
-5.0, None, None, None, None, None, None, 1978-11-13 07:00:00, None, 0.0
-8.0, None, None, None, None, None, None, 1978-11-14 07:00:00, None, 0.0
-7.0, None, None, None, None, None, None, 1978-11-15 07:00:00, None, 0.0
0.0, None, None, 7.0, None, None, None, 1978-11-16 07:00:00, None, 7.0
-10.0, None, None, None, None, None, None, 1978-11-19 07:00:00, None, 6.0
-8.0, None, None, None, None, None, None, 1978-11-21 07:00:00, None, 0.0
-4.0, None, None, None, None, None, None, 1978-11-22 07:00:00, None, 0.0
-3.0, None, None, None, None, None, None, 1978-11-23 07:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1978-11-24 07:00:00, None, 0.0
-1.0, None, None, None, None, None, None, 1978-11-25 06:00:00, None, 0.0
1.0, None, None, None, None, None, None, 1978-11-26 06:00:00, None, 0.0
4.0, None, None, None, None, None, None, 1978-11-27 08:00:00, None, 0.0
0.0, None, None, 6.0, None, None, None, 1978-11-28 06:00:00, None, 6.0
