station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
0.0, None, None, None, None, None, None, 1977-01-28 08:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-01-28 16:00:00, 0.0
-5.0, None, None, None, None, None, None, 1977-01-29 08:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-01-29 16:00:00, 0.0
-3.0, None, None, None, None, None, None, 1977-01-30 08:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-01-30 16:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-01-31 08:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-02-01 08:00:00, None
4.0, None, None, None, None, None, None, 1977-02-01 16:00:00, None
-1.0, None, None, None, None, None, None, 1977-02-02 08:00:00, None
0.0, None, None, None, None, None, None, 1977-02-02 16:00:00, None
-1.0, None, None, None, None, None, None, 1977-02-03 08:00:00, None
4.0, None, None, None, None, None, None, 1977-02-03 16:00:00, None
3.0, None, None, None, None, None, None, 1977-02-04 08:00:00, None
4.0, None, None, None, None, None, None, 1977-02-04 16:00:00, None
0.0, None, None, None, None, None, None, 1977-02-05 08:00:00, None
2.0, None, None, None, None, None, None, 1977-02-05 16:00:00, None
0.0, None, None, None, None, None, None, 1977-02-06 08:00:00, None
4.0, None, None, None, None, None, None, 1977-02-06 16:00:00, None
0.0, None, None, None, None, None, None, 1977-02-07 08:00:00, None
4.0, None, None, None, None, None, None, 1977-02-07 16:00:00, None
-1.0, None, None, None, None, None, None, 1977-02-08 08:00:00, None
2.0, None, None, None, None, None, None, 1977-02-08 16:00:00, None
1.0, None, None, None, None, None, None, 1977-02-09 08:00:00, None
5.0, None, None, None, None, None, None, 1977-02-09 16:00:00, None
1.0, None, None, 5.0, None, None, None, 1977-02-10 08:00:00, None
3.0, None, None, None, None, None, None, 1977-02-10 16:00:00, None
2.0, None, None, None, None, None, None, 1977-02-11 08:00:00, None
8.0, None, None, None, None, None, None, 1977-02-11 16:00:00, None
5.0, None, None, None, None, None, None, 1977-02-12 08:00:00, None
9.0, None, None, None, None, None, None, 1977-02-12 16:00:00, None
6.0, None, None, None, None, None, None, 1977-02-13 07:00:00, None
8.0, None, None, None, None, None, None, 1977-02-13 15:00:00, None
-2.0, None, None, None, None, None, None, 1977-02-14 08:00:00, None
6.0, None, None, None, None, None, None, 1977-02-14 16:00:00, None
-1.0, None, None, None, None, None, None, 1977-02-15 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-02-15 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-02-16 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-02-16 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-02-17 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-02-17 16:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-02-18 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-02-18 16:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-02-19 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-02-19 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-02-20 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-02-20 16:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-02-21 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-02-21 16:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-02-22 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-02-22 16:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-02-23 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-02-23 16:00:00, 0.0
-3.0, None, None, None, None, None, None, 1977-02-24 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-02-24 16:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-02-25 16:00:00, 0.0
0.0, None, None, 5.0, None, None, None, 1977-02-26 08:00:00, 5.0
6.0, None, None, None, None, None, None, 1977-02-26 16:00:00, 2.0
0.0, None, None, 3.0, None, None, None, 1977-02-27 08:00:00, 5.0
7.0, None, None, None, None, None, None, 1977-02-27 16:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-02-28 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-02-28 16:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-03-01 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-03-01 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-02 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-02 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-03 08:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-03-04 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-03-04 16:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-03-05 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-03-06 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-06 16:00:00, 0.0
7.0, None, None, None, None, None, None, 1977-03-07 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-03-07 21:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-08 16:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-03-09 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-09 16:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-03-10 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-10 16:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-11 16:00:00, 0.0
None, None, None, None, None, None, None, 1977-03-12 08:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-03-12 16:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-03-13 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-13 16:00:00, 0.0
-6.0, None, None, None, None, None, None, 1977-03-14 08:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-14 16:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-03-15 08:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-15 16:00:00, 0.0
0.0, None, None, 4.0, None, None, None, 1977-03-16 08:00:00, 4.0
8.0, None, None, None, None, None, None, 1977-03-16 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-17 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-03-17 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-18 08:00:00, 0.0
7.0, None, None, None, None, None, None, 1977-03-18 16:00:00, 0.0
None, None, None, 3.0, None, None, None, 1977-03-19 08:00:00, 3.0
4.0, None, None, None, None, None, None, 1977-03-19 16:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-03-20 08:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-03-21 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-03-21 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-22 08:00:00, 0.0
12.0, None, None, None, None, None, None, 1977-03-22 16:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-03-23 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-03-24 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-03-24 16:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-03-25 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-03-25 16:00:00, 0.0
-3.0, None, None, None, None, None, None, 1977-03-26 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-03-26 19:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-03-27 08:00:00, 0.0
7.0, None, None, None, None, None, None, 1977-03-27 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-28 08:00:00, 0.0
12.0, None, None, None, None, None, None, 1977-03-28 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-03-29 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-03-29 21:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-03-30 08:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-03-30 16:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-03-31 08:00:00, 0.0
9.0, None, None, None, None, None, None, 1977-03-31 16:00:00, 0.0
4.0, None, None, None, None, None, None, 1977-04-01 08:00:00, 0.0
4.0, None, None, None, None, None, None, 1977-04-02 07:00:00, 0.0
9.0, None, None, None, None, None, None, 1977-04-02 21:00:00, 0.0
10.0, None, None, None, None, None, None, 1977-04-03 16:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-04-04 08:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-04-05 08:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-04-06 08:00:00, 0.0
4.0, None, None, None, None, None, None, 1977-04-07 08:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-04-12 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-04-14 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-04-15 08:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-04-18 08:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-04-19 08:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-11-01 08:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-11-01 15:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-11-02 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-11-02 15:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-11-03 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-11-03 15:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-11-04 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-11-04 15:00:00, 0.0
4.0, None, None, None, None, None, None, 1977-11-05 08:00:00, 0.0
2.0, None, None, None, None, None, None, 1977-11-05 16:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-11-06 08:00:00, 0.0
4.0, None, None, None, None, None, None, 1977-11-06 16:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-11-07 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-11-07 15:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-11-08 08:00:00, 0.0
-6.0, None, None, None, None, None, None, 1977-11-08 15:00:00, 0.0
0.0, None, None, 3.0, None, None, None, 1977-11-09 08:00:00, 3.0
2.0, None, None, 1.0, None, None, None, 1977-11-09 15:00:00, 3.0
4.0, None, None, None, None, None, None, 1977-11-10 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-11-10 15:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-11-11 07:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-11-12 08:00:00, 0.0
5.0, None, None, None, None, None, None, 1977-11-13 08:00:00, 0.0
7.0, None, None, None, None, None, None, 1977-11-13 15:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-11-14 08:00:00, 0.0
12.0, None, None, None, None, None, None, 1977-11-14 16:00:00, 0.0
2.0, None, None, 5.0, None, None, None, 1977-11-15 08:00:00, 5.0
6.0, None, None, None, None, None, None, 1977-11-15 16:00:00, 2.0
2.0, None, None, None, None, None, None, 1977-11-16 08:00:00, 0.0
8.0, None, None, None, None, None, None, 1977-11-16 16:00:00, 0.0
6.0, None, None, None, None, None, None, 1977-11-17 08:00:00, 0.0
-2.0, None, None, 5.0, None, None, None, 1977-11-17 16:00:00, 5.0
-2.0, None, None, 2.0, None, None, None, 1977-11-18 08:00:00, 2.0
1.0, None, None, None, None, None, None, 1977-11-18 16:00:00, 2.0
-4.0, None, None, None, None, None, None, 1977-11-19 08:00:00, 0.0
None, None, None, None, None, None, None, 1977-11-19 15:00:00, 0.0
-10.0, None, None, None, None, None, None, 1977-11-20 08:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-11-20 15:00:00, 0.0
-14.0, None, None, None, None, None, None, 1977-11-21 08:00:00, 0.0
-6.0, None, None, None, None, None, None, 1977-11-21 16:00:00, 0.0
-8.0, None, None, None, None, None, None, 1977-11-22 08:00:00, 0.0
-3.0, None, None, None, None, None, None, 1977-11-22 16:00:00, 0.0
-6.0, None, None, None, None, None, None, 1977-11-23 08:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-11-23 16:00:00, 0.0
-3.0, None, None, 7.0, None, None, None, 1977-11-24 08:00:00, 7.0
-1.0, None, None, None, None, None, None, 1977-11-24 16:00:00, 7.0
-1.0, None, None, None, None, None, None, 1977-11-25 08:00:00, 5.0
1.0, None, None, 9.0, None, None, None, 1977-11-25 16:00:00, 12.0
4.0, None, None, None, None, None, None, 1977-11-26 08:00:00, None
3.0, None, None, None, None, None, None, 1977-11-26 15:00:00, None
1.0, None, None, None, None, None, None, 1977-11-27 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-11-27 15:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-11-28 08:00:00, 0.0
4.0, None, None, None, None, None, None, 1977-11-28 16:00:00, 0.0
3.0, None, None, None, None, None, None, 1977-11-29 08:00:00, 0.0
7.0, None, None, None, None, None, None, 1977-11-29 16:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-11-30 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-11-30 16:00:00, 0.0
-2.0, None, None, 1.0, None, None, None, 1977-12-01 08:00:00, 1.0
0.0, None, None, 10.0, None, None, None, 1977-12-01 16:00:00, 10.0
0.0, None, None, 7.0, None, None, None, 1977-12-02 08:00:00, 16.0
3.0, None, None, None, None, None, None, 1977-12-02 16:00:00, 14.0
4.0, None, None, None, None, None, None, 1977-12-03 08:00:00, 5.0
8.0, None, None, None, None, None, None, 1977-12-03 15:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-12-04 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-12-04 15:00:00, 0.0
-5.0, None, None, 3.0, None, None, None, 1977-12-05 08:00:00, 3.0
-3.0, None, None, None, None, None, None, 1977-12-05 16:00:00, 3.0
-4.0, None, None, 12.0, None, None, None, 1977-12-06 08:00:00, 14.0
-8.0, None, None, 2.0, None, None, None, 1977-12-06 16:00:00, 14.0
-11.0, None, None, None, None, None, None, 1977-12-07 08:00:00, 4.0
-2.0, None, None, None, None, None, None, 1977-12-07 16:00:00, 4.0
-10.0, None, None, None, None, None, None, 1977-12-08 08:00:00, 4.0
-6.0, None, None, 1.0, None, None, None, 1977-12-08 16:00:00, 34.0
-9.0, None, None, None, None, None, None, 1977-12-09 08:00:00, None
-7.0, None, None, None, None, None, None, 1977-12-09 16:00:00, None
-5.0, None, None, 13.0, None, None, None, 1977-12-10 08:00:00, None
-4.0, None, None, 3.0, None, None, None, 1977-12-10 15:00:00, None
3.0, None, None, 12.0, None, None, None, 1977-12-11 08:00:00, None
2.0, None, None, None, None, None, None, 1977-12-11 15:00:00, None
2.0, None, None, None, None, None, None, 1977-12-12 08:00:00, 5.0
3.0, None, None, None, None, None, None, 1977-12-12 16:00:00, 5.0
2.0, None, None, None, None, None, None, 1977-12-13 08:00:00, 2.0
3.0, None, None, None, None, None, None, 1977-12-13 16:00:00, 2.0
3.0, None, None, None, None, None, None, 1977-12-14 08:00:00, 2.0
1.0, None, None, None, None, None, None, 1977-12-14 16:00:00, 2.0
3.0, None, None, None, None, None, None, 1977-12-15 08:00:00, 1.0
3.0, None, None, None, None, None, None, 1977-12-15 16:00:00, 1.0
4.0, None, None, None, None, None, None, 1977-12-16 08:00:00, 1.0
4.0, None, None, None, None, None, None, 1977-12-16 16:00:00, 1.0
0.0, None, None, None, None, None, None, 1977-12-17 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-12-17 15:00:00, 0.0
0.0, None, None, None, None, None, None, 1977-12-18 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1977-12-18 15:00:00, 0.0
-3.0, None, None, None, None, None, None, 1977-12-19 08:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-12-19 16:00:00, 0.0
-5.0, None, None, None, None, None, None, 1977-12-20 08:00:00, 0.0
-1.0, None, None, None, None, None, None, 1977-12-20 15:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-12-21 08:00:00, 0.0
-2.0, None, None, None, None, None, None, 1977-12-21 16:00:00, 0.0
-4.0, None, None, None, None, None, None, 1977-12-22 08:00:00, 0.0
-3.0, None, None, None, None, None, None, 1977-12-22 16:00:00, 0.0
-5.0, None, None, 1.0, None, None, None, 1977-12-23 08:00:00, 1.0
None, None, None, None, None, None, None, 1977-12-23 16:00:00, 0.0
-13.0, None, None, None, None, None, None, 1977-12-24 08:00:00, 0.0
-6.0, None, None, None, None, None, None, 1977-12-24 15:00:00, 0.0
-7.0, None, None, None, None, None, None, 1977-12-25 08:00:00, 0.0
None, None, None, None, None, None, None, 1977-12-25 15:00:00, 0.0
-8.0, None, None, None, None, None, None, 1977-12-26 08:00:00, 0.0
-7.0, None, None, None, None, None, None, 1977-12-27 08:00:00, 0.0
-10.0, None, None, None, None, None, None, 1977-12-28 08:00:00, 0.0
-5.0, None, None, None, None, None, None, 1977-12-28 16:00:00, 0.0
-6.0, None, None, 4.0, None, None, None, 1977-12-29 08:00:00, 4.0
-4.0, None, None, None, None, None, None, 1977-12-29 16:00:00, 4.0
-5.0, None, None, 3.0, None, None, None, 1977-12-30 08:00:00, 6.0
-3.0, None, None, None, None, None, None, 1977-12-30 16:00:00, 6.0
-8.0, None, None, 1.0, None, None, None, 1977-12-31 08:00:00, 5.0
-6.0, None, None, None, None, None, None, 1977-12-31 15:00:00, 5.0
-4.0, None, None, None, None, None, None, 1978-01-01 08:00:00, None
-5.0, None, None, None, None, None, None, 1978-01-01 15:00:00, None
-5.0, None, None, 3.0, None, None, None, 1978-01-02 08:00:00, 5.0
-4.0, None, None, 1.0, None, None, None, 1978-01-02 15:00:00, 6.0
-8.0, None, None, 3.0, None, None, None, 1978-01-03 08:00:00, 8.0
-6.0, None, None, 3.0, None, None, None, 1978-01-03 16:00:00, 10.0
-8.0, None, None, 4.0, None, None, None, 1978-01-04 08:00:00, 13.0
-6.0, None, None, 1.0, None, None, None, 1978-01-04 15:00:00, 14.0
-3.0, None, None, 12.0, None, None, None, 1978-01-05 08:00:00, 28.0
-2.0, None, None, 2.0, None, None, None, 1978-01-05 16:00:00, 30.0
4.0, None, None, None, None, None, None, 1978-01-06 08:00:00, 30.0
3.0, None, None, None, None, None, None, 1978-01-06 15:00:00, 30.0
-2.0, None, None, None, None, None, None, 1978-01-07 08:00:00, 30.0
-1.0, None, None, 1.0, None, None, None, 1978-01-07 15:00:00, 30.0
-1.0, None, None, 19.0, None, None, None, 1978-01-08 08:00:00, 38.0
0.0, None, None, 1.0, None, None, None, 1978-01-08 15:00:00, 38.0
0.0, None, None, None, None, None, None, 1978-01-09 08:00:00, 38.0
2.0, None, None, None, None, None, None, 1978-01-09 15:00:00, 38.0
-1.0, None, None, None, None, None, None, 1978-01-10 09:00:00, 34.0
0.0, None, None, None, None, None, None, 1978-01-10 16:00:00, 26.0
-1.0, None, None, None, None, None, None, 1978-01-11 08:00:00, 25.0
0.0, None, None, None, None, None, None, 1978-01-11 16:00:00, 25.0
-3.0, None, None, None, None, None, None, 1978-01-12 08:00:00, 24.0
0.0, None, None, None, None, None, None, 1978-01-12 15:00:00, 24.0
-2.0, None, None, None, None, None, None, 1978-01-13 08:00:00, 24.0
-2.0, None, None, None, None, None, None, 1978-01-13 16:00:00, 24.0
-2.0, None, None, 5.0, None, None, None, 1978-01-14 08:00:00, 28.0
0.0, None, None, 1.0, None, None, None, 1978-01-14 15:00:00, 28.0
2.0, None, None, None, None, None, None, 1978-01-15 08:00:00, 26.0
4.0, None, None, None, None, None, None, 1978-01-15 15:00:00, 28.0
0.0, None, None, None, None, None, None, 1978-01-16 08:00:00, 20.0
1.0, None, None, None, None, None, None, 1978-01-16 15:00:00, 20.0
0.0, None, None, 4.0, None, None, None, 1978-01-17 08:00:00, 24.0
2.0, None, None, None, None, None, None, 1978-01-17 16:00:00, 24.0
1.0, None, None, None, None, None, None, 1978-01-18 08:00:00, 20.0
3.0, None, None, None, None, None, None, 1978-01-18 16:00:00, 20.0
0.0, None, None, None, None, None, None, 1978-01-19 08:00:00, 18.0
3.0, None, None, None, None, None, None, 1978-01-19 16:00:00, 18.0
0.0, None, None, None, None, None, None, 1978-01-20 08:00:00, 16.0
1.0, None, None, None, None, None, None, 1978-01-20 16:00:00, 16.0
1.0, None, None, None, None, None, None, 1978-01-21 08:00:00, 14.0
2.0, None, None, None, None, None, None, 1978-01-21 15:00:00, 14.0
2.0, None, None, None, None, None, None, 1978-01-22 08:00:00, 12.0
4.0, None, None, None, None, None, None, 1978-01-22 15:00:00, 12.0
-1.0, None, None, None, None, None, None, 1978-01-23 08:00:00, 12.0
0.0, None, None, None, None, None, None, 1978-01-23 15:00:00, 12.0
-4.0, None, None, None, None, None, None, 1978-01-24 08:00:00, 11.0
1.0, None, None, None, None, None, None, 1978-01-24 15:00:00, 11.0
-2.0, None, None, 1.0, None, None, None, 1978-01-25 08:00:00, 12.0
2.0, None, None, None, None, None, None, 1978-01-25 16:00:00, 12.0
0.0, None, None, None, None, None, None, 1978-01-26 08:00:00, 12.0
4.0, None, None, None, None, None, None, 1978-01-26 16:00:00, 12.0
1.0, None, None, 1.0, None, None, None, 1978-01-27 08:00:00, 13.0
4.0, None, None, None, None, None, None, 1978-01-27 16:00:00, 13.0
-3.0, None, None, None, None, None, None, 1978-01-28 08:00:00, 11.0
0.0, None, None, 1.0, None, None, None, 1978-01-28 15:00:00, 12.0
-4.0, None, None, 2.0, None, None, None, 1978-01-29 08:00:00, 14.0
0.0, None, None, None, None, None, None, 1978-01-29 15:00:00, 14.0
-11.0, None, None, None, None, None, None, 1978-01-30 08:00:00, 14.0
-1.0, None, None, None, None, None, None, 1978-01-30 16:00:00, 14.0
-5.0, None, None, 1.0, None, None, None, 1978-01-31 08:00:00, 15.0
-3.0, None, None, 2.0, None, None, None, 1978-01-31 16:00:00, 16.0
-5.0, None, None, 7.0, None, None, None, 1978-02-01 08:00:00, 23.0
-4.0, None, None, None, None, None, None, 1978-02-01 16:00:00, 23.0
-6.0, None, None, 5.0, None, None, None, 1978-02-02 08:00:00, 28.0
-1.0, None, None, 1.0, None, None, None, 1978-02-02 16:00:00, 29.0
-1.0, None, None, 8.0, None, None, None, 1978-02-03 08:00:00, 37.0
-2.0, None, None, None, None, None, None, 1978-02-03 16:00:00, 37.0
1.0, None, None, None, None, None, None, 1978-02-04 08:00:00, 19.0
4.0, None, None, None, None, None, None, 1978-02-04 15:00:00, 17.0
1.0, None, None, None, None, None, None, 1978-02-05 08:00:00, 16.0
4.0, None, None, None, None, None, None, 1978-02-05 15:00:00, 15.0
2.0, None, None, None, None, None, None, 1978-02-06 08:00:00, 8.0
4.0, None, None, None, None, None, None, 1978-02-06 16:00:00, 7.0
2.0, None, None, None, None, None, None, 1978-02-07 08:00:00, 6.0
4.0, None, None, None, None, None, None, 1978-02-07 16:00:00, 6.0
3.0, None, None, None, None, None, None, 1978-02-08 08:00:00, 4.0
3.0, None, None, None, None, None, None, 1978-02-08 16:00:00, 4.0
1.0, None, None, None, None, None, None, 1978-02-09 08:00:00, 2.0
4.0, None, None, None, None, None, None, 1978-02-09 16:00:00, 2.0
2.0, None, None, None, None, None, None, 1978-02-10 08:00:00, 0.0
6.0, None, None, None, None, None, None, 1978-02-10 16:00:00, 0.0
0.0, None, None, None, None, None, None, 1978-02-11 08:00:00, 0.0
3.0, None, None, None, None, None, None, 1978-02-11 15:00:00, 0.0
-4.0, None, None, None, None, None, None, 1978-02-12 08:00:00, 0.0
1.0, None, None, None, None, None, None, 1978-02-12 15:00:00, 0.0
-1.0, None, None, None, None, None, None, 1978-02-13 08:00:00, 0.0
