station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-2.0, None, None, None, None, None, 1961-03-10 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1961-03-11 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1961-03-12 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1961-03-13 07:00:00, None, None, None
4.0, None, None, None, None, None, 1961-03-14 07:00:00, None, None, None
3.0, None, None, None, None, None, 1961-03-15 07:00:00, None, None, None
4.0, None, None, None, None, None, 1961-03-16 07:00:00, None, None, None
7.0, None, None, None, None, None, 1961-03-17 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-03-18 07:00:00, None, None, None
7.0, None, None, None, None, None, 1961-03-19 07:00:00, None, None, None
0.0, None, None, None, None, None, 1961-03-20 07:00:00, None, None, None
6.0, None, None, None, None, None, 1961-03-21 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1961-03-22 07:00:00, None, None, None
3.0, None, None, None, None, None, 1961-03-23 07:00:00, None, None, None
2.0, None, None, None, None, None, 1961-03-24 07:00:00, None, None, None
4.0, None, None, None, None, None, 1961-03-25 07:00:00, None, None, None
4.0, None, None, None, None, None, 1961-03-26 07:00:00, None, None, None
-5.0, None, None, None, None, None, 1961-03-27 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1961-03-28 07:00:00, None, None, None
3.0, None, None, None, None, None, 1961-03-29 07:00:00, None, None, None
3.0, None, None, None, None, None, 1961-03-30 07:00:00, None, None, None
5.0, None, None, None, None, None, 1961-03-31 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-01 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-02 07:00:00, None, None, None
11.0, None, None, None, None, None, 1961-04-03 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-04-04 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-04-05 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-06 07:00:00, None, None, None
7.0, None, None, None, None, None, 1961-04-07 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-08 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-04-09 07:00:00, None, None, None
11.0, None, None, None, None, None, 1961-04-10 07:00:00, None, None, None
11.0, None, None, None, None, None, 1961-04-11 07:00:00, None, None, None
12.0, None, None, None, None, None, 1961-04-12 07:00:00, None, None, None
11.0, None, None, None, None, None, 1961-04-13 07:00:00, None, None, None
11.0, None, None, None, None, None, 1961-04-16 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-04-17 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-18 07:00:00, None, None, None
6.0, None, None, None, None, None, 1961-04-19 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-20 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-04-21 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-22 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-23 07:00:00, None, None, None
10.0, None, None, None, None, None, 1961-04-24 07:00:00, None, None, None
12.0, None, None, None, None, None, 1961-04-25 07:00:00, None, None, None
11.0, None, None, None, None, None, 1961-04-26 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-27 07:00:00, None, None, None
9.0, None, None, None, None, None, 1961-04-28 07:00:00, None, None, None
7.0, None, None, None, None, None, 1961-04-30 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1961-11-14 07:00:00, None, None, None
1.0, None, None, None, None, None, 1961-11-15 07:00:00, None, None, None
1.0, None, None, None, None, None, 1961-11-16 07:00:00, None, None, None
5.0, None, None, None, None, None, 1961-11-23 07:00:00, None, None, None
1.0, None, None, None, None, None, 1961-11-24 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1961-11-30 07:00:00, None, None, None
3.0, None, None, None, None, None, 1961-12-05 07:00:00, None, None, None
2.0, None, None, None, None, None, 1961-12-06 07:00:00, None, None, None
0.0, None, None, None, None, None, 1961-12-08 07:00:00, None, None, None
7.0, None, None, None, None, None, 1963-01-07 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1963-01-09 07:00:00, None, None, None
-16.0, None, None, None, None, None, 1963-01-10 07:00:00, None, None, None
-12.0, None, None, None, None, None, 1963-01-11 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1963-01-12 07:00:00, None, None, None
4.0, None, None, None, None, None, 1963-01-17 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1963-01-27 07:00:00, None, None, None
-6.0, None, None, None, None, None, 1963-01-28 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1963-01-29 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1963-01-30 07:00:00, None, None, None
10.0, None, None, None, None, None, 1963-02-10 07:00:00, None, None, None
4.0, None, None, None, None, None, 1963-02-11 07:00:00, None, None, None
6.0, None, None, None, None, None, 1964-01-01 07:00:00, None, None, None
2.0, None, None, None, None, None, 1964-01-08 07:00:00, None, None, None
None, None, None, 10.0, None, None, 1964-01-19 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1964-01-21 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1964-01-22 07:00:00, None, None, None
None, None, None, 3.0, None, None, 1964-01-24 07:00:00, None, None, None
1.0, None, None, None, None, None, 1964-01-25 07:00:00, None, None, None
3.0, None, None, None, None, None, 1964-01-28 07:00:00, None, None, None
None, None, None, 5.0, None, None, 1964-01-31 07:00:00, None, None, None
None, None, None, 5.0, None, None, 1964-03-01 07:00:00, None, None, None
None, None, None, 5.0, None, None, 1964-03-02 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1964-03-23 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1964-03-24 07:00:00, None, None, None
None, None, None, 10.0, None, None, 1964-03-25 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1964-11-26 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1964-11-27 07:00:00, None, None, None
-11.0, None, None, None, None, None, 1964-11-28 07:00:00, None, None, None
-20.0, None, None, None, None, None, 1964-12-15 07:00:00, None, None, None
-20.0, None, None, None, None, None, 1964-12-16 07:00:00, None, None, None
0.0, None, None, None, None, None, 1964-12-17 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1964-12-18 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1964-12-21 07:00:00, None, None, None
-11.0, None, None, None, None, None, 1964-12-22 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1964-12-28 07:00:00, None, None, None
-11.0, None, None, None, None, None, 1964-12-29 07:00:00, None, None, 69.0
-9.0, None, None, None, None, None, 1965-01-01 07:00:00, None, None, None
0.0, None, None, None, None, None, 1965-01-04 07:00:00, None, None, None
-16.0, None, None, None, None, None, 1965-01-05 07:00:00, None, None, None
-16.0, None, None, 3.0, None, None, 1965-01-06 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1965-01-07 07:00:00, None, None, None
-5.0, None, None, 25.0, None, None, 1965-01-08 07:00:00, None, None, None
-6.0, None, None, 13.0, None, None, 1965-01-10 07:00:00, None, None, None
-4.0, None, None, 15.0, None, None, 1965-01-11 07:00:00, None, None, None
3.0, None, None, None, None, None, 1965-01-13 07:00:00, None, None, None
3.0, None, None, None, None, None, 1965-01-14 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1965-01-15 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1965-01-16 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1965-01-17 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1965-01-18 07:00:00, None, None, None
2.0, None, None, None, None, None, 1965-01-20 07:00:00, None, None, None
1.0, None, None, None, None, None, 1965-01-21 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1965-01-25 07:00:00, None, None, None
None, None, None, 20.0, None, None, 1965-01-27 07:00:00, None, None, None
2.0, None, None, None, None, None, 1965-01-29 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1965-02-02 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1965-02-03 07:00:00, None, None, None
0.0, None, None, 23.0, None, None, 1965-02-04 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1965-02-05 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1965-02-06 07:00:00, None, None, None
4.0, None, None, 25.0, None, None, 1965-02-08 07:00:00, None, None, None
2.0, None, None, 3.0, None, None, 1965-02-10 07:00:00, None, None, None
2.0, None, None, 10.0, None, None, 1965-02-11 07:00:00, None, None, None
None, None, None, 8.0, None, None, 1965-02-12 07:00:00, None, None, None
None, None, None, 15.0, None, None, 1965-02-14 07:00:00, None, None, None
3.0, None, None, None, None, None, 1965-02-16 07:00:00, None, None, None
None, None, None, 15.0, None, None, 1965-02-21 07:00:00, None, None, None
None, None, None, 8.0, None, None, 1965-11-19 07:00:00, None, None, None
None, None, None, 8.0, None, None, 1965-11-21 07:00:00, None, None, None
None, None, None, 8.0, None, None, 1965-11-23 07:00:00, None, None, None
None, None, None, 3.0, None, None, 1965-12-13 07:00:00, None, None, None
None, None, None, 8.0, None, None, 1965-12-17 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1965-12-25 07:00:00, None, None, None
-14.0, None, None, None, None, None, 1965-12-26 07:00:00, None, None, None
-17.0, None, None, None, None, None, 1965-12-27 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1966-01-01 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1966-01-02 07:00:00, None, None, None
-21.0, None, None, None, None, None, 1966-01-03 07:00:00, None, None, None
-21.0, None, None, None, None, None, 1966-01-04 07:00:00, None, None, None
-19.0, None, None, None, None, None, 1966-01-05 07:00:00, None, None, None
-17.0, None, None, None, None, None, 1966-01-06 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1966-01-07 07:00:00, None, None, None
-4.0, None, None, 10.0, None, None, 1966-01-09 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-01-10 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-01-11 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-01-17 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1966-01-18 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1966-01-20 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1966-01-21 07:00:00, None, None, None
-8.0, None, None, 25.0, None, None, 1966-01-22 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1966-01-23 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1966-01-24 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1966-01-25 07:00:00, None, None, None
-8.0, None, None, 3.0, None, None, 1966-01-26 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1966-01-27 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1966-01-28 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-01-29 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-01-31 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1966-02-03 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1966-02-04 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1966-02-05 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-02-07 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-02-08 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-02-09 07:00:00, None, None, None
1.0, None, None, None, None, None, 1966-02-10 07:00:00, None, None, None
3.0, None, None, None, None, None, 1966-02-11 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1966-02-14 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-02-15 07:00:00, None, None, None
1.0, None, None, None, None, None, 1966-02-21 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-02-22 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-02-23 07:00:00, None, None, None
0.0, None, None, None, None, None, 1966-02-24 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-02-25 07:00:00, None, None, None
1.0, None, None, None, None, None, 1966-02-26 07:00:00, None, None, None
-6.0, None, None, None, None, None, 1966-03-01 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1966-03-02 07:00:00, None, None, None
-6.0, None, None, None, None, None, 1966-03-03 07:00:00, None, None, None
-4.0, None, None, None, None, None, 1966-03-04 07:00:00, None, None, None
1.0, None, None, None, None, None, 1966-03-05 07:00:00, None, None, None
None, None, None, 5.0, None, None, 1966-03-10 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-03-28 07:00:00, None, None, None
9.0, None, None, None, None, None, 1966-03-29 07:00:00, None, None, None
1.0, None, None, None, None, None, 1966-03-30 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1966-11-16 07:00:00, None, None, None
6.0, None, None, None, None, None, 1966-11-21 07:00:00, None, None, None
None, None, None, 10.0, None, None, 1966-11-26 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1966-11-28 07:00:00, None, None, None
-4.0, None, None, None, None, None, 1966-11-29 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1966-11-30 07:00:00, None, None, None
-4.0, None, None, None, None, None, 1966-12-02 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1966-12-04 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1966-12-05 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1966-12-06 07:00:00, None, None, None
-9.0, None, None, None, None, None, 1966-12-08 07:00:00, None, None, None
-7.0, None, None, 5.0, None, None, 1966-12-09 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-12-12 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-12-13 07:00:00, None, None, None
1.0, None, None, None, None, None, 1966-12-19 07:00:00, None, None, None
3.0, None, None, None, None, None, 1966-12-20 07:00:00, None, None, None
2.0, None, None, None, None, None, 1966-12-21 07:00:00, None, None, None
7.0, None, None, None, None, None, 1966-12-22 07:00:00, None, None, None
4.0, None, None, None, None, None, 1966-12-23 07:00:00, None, None, None
-6.0, None, None, 3.0, None, None, 1967-01-03 07:00:00, None, None, 127.0
-3.0, None, None, None, None, None, 1967-01-04 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1967-01-05 07:00:00, None, None, None
None, None, None, 8.0, None, None, 1967-01-07 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1967-01-08 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1967-01-09 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1967-01-10 07:00:00, None, None, None
-12.0, None, None, 25.0, None, None, 1967-01-11 07:00:00, None, None, None
-6.0, None, None, 10.0, None, None, 1967-01-12 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1967-01-13 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-01-14 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-01-15 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-01-16 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-01-17 07:00:00, None, None, None
0.0, None, None, 10.0, None, None, 1967-01-18 07:00:00, None, None, None
-1.0, None, None, 15.0, None, None, 1967-01-19 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-01-22 07:00:00, None, None, None
6.0, None, None, None, None, None, 1967-01-23 07:00:00, None, None, None
4.0, None, None, None, None, None, 1967-01-24 07:00:00, None, None, None
-3.0, None, None, 5.0, None, None, 1967-01-25 07:00:00, None, None, None
-11.0, None, None, None, None, None, 1967-01-26 07:00:00, None, None, None
-12.0, None, None, None, None, None, 1967-01-27 07:00:00, None, None, None
-12.0, None, None, None, None, None, 1967-01-28 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1967-01-29 07:00:00, None, None, None
-10.0, None, None, None, None, None, 1967-01-30 07:00:00, None, None, None
-6.0, None, None, None, None, None, 1967-01-31 07:00:00, None, None, None
None, None, None, None, None, None, 1967-02-01 07:00:00, None, None, 38.0
-2.0, None, None, None, None, None, 1967-02-02 07:00:00, None, None, None
0.0, None, None, None, None, None, 1967-02-03 07:00:00, None, None, None
1.0, None, None, 13.0, None, None, 1967-02-04 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1967-02-05 07:00:00, None, None, None
-4.0, None, None, None, None, None, 1967-02-06 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1967-02-07 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1967-02-08 07:00:00, None, None, None
-2.0, None, None, None, None, None, 1967-02-09 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1967-02-10 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-02-11 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-02-12 07:00:00, None, None, None
0.0, None, None, None, None, None, 1967-02-13 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-02-14 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1967-02-15 07:00:00, None, None, None
0.0, None, None, None, None, None, 1967-02-16 07:00:00, None, None, None
0.0, None, None, None, None, None, 1967-02-17 07:00:00, None, None, None
1.0, None, None, 5.0, None, None, 1967-02-18 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-02-19 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-02-20 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-02-21 07:00:00, None, None, None
1.0, None, None, None, None, None, 1967-02-22 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-02-24 07:00:00, None, None, None
5.0, None, None, None, None, None, 1967-02-25 07:00:00, None, None, None
1.0, None, None, None, None, None, 1967-02-26 07:00:00, None, None, None
6.0, None, None, None, None, None, 1967-02-27 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-02-28 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-03-01 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-03-02 07:00:00, None, None, None
1.0, None, None, None, None, None, 1967-03-03 07:00:00, None, None, None
4.0, None, None, None, None, None, 1967-03-04 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-03-05 07:00:00, None, None, None
1.0, None, None, None, None, None, 1967-03-06 07:00:00, None, None, None
1.0, None, None, None, None, None, 1967-03-07 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-03-08 07:00:00, None, None, None
6.0, None, None, None, None, None, 1967-03-11 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-03-12 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-03-13 07:00:00, None, None, None
0.0, None, None, None, None, None, 1967-03-14 07:00:00, None, None, None
0.0, None, None, None, None, None, 1967-03-15 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-03-16 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-03-17 07:00:00, None, None, None
2.0, None, None, None, None, None, 1967-03-18 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-03-19 07:00:00, None, None, None
5.0, None, None, None, None, None, 1967-03-20 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-03-21 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-03-22 07:00:00, None, None, None
3.0, None, None, None, None, None, 1967-04-01 07:00:00, None, None, None
4.0, None, None, None, None, None, 1967-04-02 07:00:00, None, None, None
7.0, None, None, None, None, None, 1967-04-03 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-04-05 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-04-06 07:00:00, None, None, None
7.0, None, None, None, None, None, 1967-04-08 07:00:00, None, None, None
8.0, None, None, None, None, None, 1967-04-09 07:00:00, None, None, None
1.0, None, None, 5.0, None, None, 1967-04-12 07:00:00, None, None, None
4.0, None, None, None, None, None, 1967-04-15 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-04-16 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-04-17 07:00:00, None, None, None
10.0, None, None, None, None, None, 1967-04-18 07:00:00, None, None, None
8.0, None, None, None, None, None, 1967-04-23 07:00:00, None, None, None
8.0, None, None, None, None, None, 1967-04-24 07:00:00, None, None, None
9.0, None, None, None, None, None, 1967-04-25 07:00:00, None, None, None
10.0, None, None, None, None, None, 1967-04-26 07:00:00, None, None, None
13.0, None, None, None, None, None, 1967-04-30 07:00:00, None, None, None
4.0, None, None, None, None, None, 1967-11-15 07:00:00, None, None, None
-4.0, None, None, None, None, None, 1967-11-16 07:00:00, None, None, None
None, None, None, 20.0, None, None, 1967-12-02 07:00:00, None, None, None
None, None, None, 33.0, None, None, 1967-12-03 07:00:00, None, None, None
-1.0, None, None, 15.0, None, None, 1967-12-04 07:00:00, None, None, None
None, None, None, 5.0, None, None, 1967-12-05 07:00:00, None, None, None
-23.0, None, None, 20.0, None, None, 1967-12-28 07:00:00, None, None, None
-24.0, None, None, None, None, None, 1967-12-29 07:00:00, None, None, None
-22.0, None, None, None, None, None, 1967-12-30 07:00:00, None, None, None
-20.0, None, None, None, None, None, 1967-12-31 07:00:00, None, None, None
-7.0, None, None, 5.0, None, None, 1968-01-02 07:00:00, None, None, 91.0
0.0, None, None, None, None, None, 1968-01-03 07:00:00, None, None, None
0.0, None, None, None, None, None, 1968-01-04 07:00:00, None, None, None
-1.0, None, None, None, None, None, 1968-01-05 07:00:00, None, None, None
-2.0, None, None, 23.0, None, None, 1968-01-06 07:00:00, None, None, None
-2.0, None, None, 10.0, None, None, 1968-01-07 07:00:00, None, None, None
-3.0, None, None, None, None, None, 1968-01-08 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1968-01-09 07:00:00, None, None, None
-7.0, None, None, None, None, None, 1968-01-10 07:00:00, None, None, None
-16.0, None, None, None, None, None, 1968-01-13 07:00:00, None, None, None
-16.0, None, None, None, None, None, 1968-01-14 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1968-01-15 07:00:00, None, None, None
-11.0, None, None, None, None, None, 1968-01-16 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1968-01-17 07:00:00, None, None, None
-14.0, None, None, None, None, None, 1968-01-20 07:00:00, None, None, None
-16.0, None, None, None, None, None, 1968-01-21 07:00:00, None, None, None
-18.0, None, None, None, None, None, 1968-01-22 07:00:00, None, None, None
-16.0, None, None, None, None, None, 1968-01-27 07:00:00, None, None, None
-13.0, None, None, None, None, None, 1968-01-28 07:00:00, None, None, None
-11.0, None, None, None, None, None, 1968-01-29 07:00:00, None, None, None
-8.0, None, None, None, None, None, 1968-01-30 07:00:00, None, None, None
-6.0, None, None, 15.0, None, None, 1968-01-31 07:00:00, None, None, None
-2.0, None, None, 20.0, None, None, 1968-02-01 07:00:00, None, None, None
0.0, None, None, 36.0, None, None, 1968-02-02 07:00:00, None, None, None
-1.0, None, None, 36.0, None, None, 1968-02-03 07:00:00, None, None, None
