station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-22.0, 82.0, None, None, -24.0, None, -22.0, 1979-01-15 16:00:00, None, None, 150.0
-20.0, 86.0, None, 13.0, -22.0, None, -20.0, 1979-01-16 10:00:00, None, None, 155.0
-17.0, 87.0, None, None, -20.0, None, -17.0, 1979-01-16 16:00:00, None, None, 155.0
-14.0, 92.0, None, None, -17.0, None, -13.0, 1979-01-17 07:00:00, None, None, None
-13.0, 90.0, None, None, -14.0, None, -12.0, 1979-01-17 16:00:00, None, None, None
-6.0, 96.0, None, None, -17.0, None, -6.0, 1979-01-18 10:00:00, None, None, None
-5.0, 96.0, None, None, -6.0, None, -5.0, 1979-01-18 16:00:00, None, None, None
-6.0, 97.0, None, None, -7.0, None, -2.0, 1979-01-19 07:00:00, None, None, None
-5.0, 95.0, None, None, -6.0, None, -5.0, 1979-01-19 16:00:00, None, None, None
-4.0, 97.0, None, None, -7.0, None, -4.0, 1979-01-20 10:00:00, None, None, 195.0
-5.0, 95.0, None, None, -5.0, None, -4.0, 1979-01-20 16:00:00, None, None, 195.0
-8.0, 95.0, None, 2.0, -8.0, None, -4.0, 1979-01-21 08:00:00, None, None, 197.0
-7.0, 91.0, None, None, -9.0, None, -7.0, 1979-01-21 16:00:00, None, None, 197.0
-7.0, 95.0, None, None, -7.0, None, -7.0, 1979-01-22 09:00:00, None, None, 192.0
-5.0, 94.0, None, None, -7.0, None, -5.0, 1979-01-22 16:00:00, None, None, 192.0
-3.0, 98.0, None, 43.0, -5.0, None, -3.0, 1979-01-23 10:00:00, None, None, 223.0
0.0, 95.0, None, None, -3.0, None, 0.0, 1979-01-23 16:00:00, None, None, 223.0
-6.0, 93.0, None, None, -6.0, None, 0.0, 1979-01-24 09:00:00, None, None, 215.0
-6.0, 96.0, None, None, -7.0, None, -6.0, 1979-01-24 16:00:00, None, None, 215.0
-7.0, 95.0, None, 2.0, -11.0, None, -6.0, 1979-01-25 09:00:00, None, None, 210.0
-6.0, 94.0, None, None, -7.0, None, -6.0, 1979-01-25 16:00:00, None, None, 210.0
-4.0, 95.0, None, 25.0, -6.0, None, -4.0, 1979-01-26 10:00:00, None, None, 225.0
-3.0, 94.0, None, None, -4.0, None, -3.0, 1979-01-26 16:00:00, None, None, 225.0
-7.0, 94.0, None, None, -7.0, None, -3.0, 1979-01-27 07:00:00, None, None, 225.0
-12.0, 97.0, None, None, -12.0, None, -7.0, 1979-01-27 16:00:00, None, None, 225.0
-7.0, 95.0, None, None, -13.0, None, -7.0, 1979-01-28 07:00:00, None, None, 220.0
-6.0, 93.0, None, None, -7.0, None, -6.0, 1979-01-28 16:00:00, None, None, 215.0
-7.0, 93.0, None, None, -7.0, None, -6.0, 1979-01-29 10:00:00, None, None, 210.0
-7.0, 90.0, None, None, -7.0, None, -6.0, 1979-01-29 16:00:00, None, None, 210.0
-9.0, 93.0, None, None, -9.0, None, -7.0, 1979-01-30 09:00:00, None, None, 210.0
-8.0, 90.0, None, None, -11.0, None, -8.0, 1979-01-30 16:00:00, None, None, 210.0
-13.0, 90.0, None, None, -17.0, None, -8.0, 1979-01-31 10:00:00, None, None, 210.0
-16.0, 86.0, None, None, -18.0, None, -13.0, 1979-01-31 16:00:00, None, None, 210.0
-16.0, 88.0, None, None, -19.0, None, -11.0, 1979-02-01 07:00:00, None, None, 205.0
-14.0, 87.0, None, None, -16.0, None, -14.0, 1979-02-01 16:00:00, None, None, 208.0
-13.0, 90.0, None, 5.0, -17.0, None, -13.0, 1979-02-02 09:00:00, None, None, 210.0
-10.0, 88.0, None, None, -13.0, None, -10.0, 1979-02-02 16:00:00, None, None, 210.0
-6.0, 95.0, None, 3.0, -13.0, None, -5.0, 1979-02-03 08:00:00, None, None, 213.0
-1.0, 80.0, None, None, -6.0, None, 0.0, 1979-02-03 16:00:00, None, None, 233.0
None, None, None, None, None, None, None, 1979-02-03 18:00:00, 3.0, None, None
-2.0, 97.0, None, None, -6.0, None, 2.0, 1979-02-04 10:00:00, None, None, 238.0
-2.0, 97.0, None, None, -2.5, None, -1.0, 1979-02-04 18:00:00, None, None, None
-3.0, 95.0, None, 28.0, -7.0, None, 0.0, 1979-02-05 09:00:00, None, None, 235.0
-2.0, 92.0, None, None, -2.0, None, 0.0, 1979-02-05 16:00:00, None, None, 235.0
-2.0, 93.0, None, None, -5.0, None, -2.0, 1979-02-06 10:00:00, None, None, 230.0
0.0, 93.0, None, None, -2.0, None, 0.0, 1979-02-06 16:00:00, None, None, 228.0
-16.0, 80.0, None, 31.0, -16.0, None, 0.0, 1979-02-07 10:00:00, None, None, 250.0
-13.0, 77.0, None, None, -15.0, None, -13.0, 1979-02-07 16:00:00, None, None, 250.0
-15.0, 80.0, None, 5.0, -17.0, None, -9.0, 1979-02-08 09:00:00, None, None, 245.0
-12.0, 78.0, None, None, -13.0, None, -11.0, 1979-02-08 16:00:00, None, None, 245.0
-15.0, 82.0, None, 12.0, -16.0, None, -14.0, 1979-02-09 10:00:00, None, None, 240.0
-14.0, 78.0, None, None, -14.0, None, -14.0, 1979-02-09 16:00:00, None, None, 240.0
-16.0, 75.0, None, 5.0, -17.0, None, -14.0, 1979-02-10 10:00:00, None, None, 240.0
-15.0, 75.0, None, None, -15.0, None, -14.0, 1979-02-10 11:00:00, None, None, 240.0
-14.0, 78.0, None, None, -15.0, None, -14.0, 1979-02-10 16:00:00, None, None, 240.0
-16.0, 77.0, None, 6.0, -17.0, None, -14.0, 1979-02-11 10:00:00, None, None, 240.0
-14.0, 70.0, None, None, -16.0, None, -14.0, 1979-02-11 16:00:00, None, None, 240.0
-18.0, 70.0, None, None, -19.0, None, -15.0, 1979-02-12 11:00:00, None, None, 240.0
-13.0, 64.0, None, None, -16.0, None, -13.0, 1979-02-12 16:00:00, None, None, 240.0
-22.0, 47.0, None, None, -22.0, None, -15.0, 1979-02-13 10:00:00, None, None, 240.0
-17.0, 47.0, None, None, -17.0, None, -16.0, 1979-02-13 16:00:00, None, None, 240.0
-20.0, 77.0, None, None, -20.0, None, -17.0, 1979-02-14 07:00:00, None, None, 235.0
-19.0, 79.0, None, None, -20.0, None, -19.0, 1979-02-14 16:00:00, None, None, 235.0
-19.0, 83.0, None, 18.0, -22.0, None, -18.0, 1979-02-15 10:00:00, None, None, 230.0
-14.0, 75.0, None, None, -19.0, None, -14.0, 1979-02-15 16:00:00, None, None, 230.0
-12.0, 76.0, None, None, -14.0, None, -12.0, 1979-02-16 10:00:00, None, None, 230.0
-10.0, 72.0, None, None, -12.0, None, -10.0, 1979-02-16 16:00:00, None, None, 230.0
-10.0, 78.0, None, 1.0, -15.0, None, -10.0, 1979-02-17 10:00:00, None, None, 231.0
-10.0, 85.0, None, None, -10.0, None, -10.0, 1979-02-17 16:00:00, None, None, 231.0
-6.0, 87.0, None, 14.0, -15.0, None, -3.0, 1979-02-18 09:00:00, None, None, 245.0
-4.0, 87.0, None, None, -6.0, None, -4.0, 1979-02-18 16:00:00, None, None, 245.0
-6.0, 95.0, None, 3.0, -15.0, None, -2.0, 1979-02-19 10:00:00, None, None, 248.0
-11.0, 92.0, None, None, -11.0, None, -6.0, 1979-02-19 16:00:00, None, None, 248.0
-4.0, 95.0, None, None, -11.0, None, -2.0, 1979-02-20 10:00:00, None, None, 235.0
-3.0, 90.0, None, None, -7.0, None, -3.0, 1979-02-20 16:00:00, None, None, 235.0
-8.0, 86.0, None, None, -15.0, None, -2.0, 1979-02-21 10:00:00, None, None, 235.0
-6.0, 73.0, None, None, -9.0, None, -6.0, 1979-02-21 16:00:00, None, None, 235.0
-10.0, 70.0, None, None, -10.0, None, -2.0, 1979-02-22 09:00:00, None, None, 235.0
-10.0, 55.0, None, None, -10.0, None, -8.0, 1979-02-22 16:00:00, None, None, None
-15.0, 73.0, None, None, -16.0, None, -10.0, 1979-02-23 07:00:00, None, None, 235.0
-15.0, None, None, None, -16.0, None, -2.0, 1979-02-23 08:00:00, None, None, 235.0
-11.0, 60.0, None, None, -16.0, None, -11.0, 1979-02-23 16:00:00, None, None, 235.0
-9.0, 92.0, None, None, -16.0, None, -2.0, 1979-02-24 08:00:00, None, None, 235.0
-11.0, 90.0, None, None, -14.0, None, -11.0, 1979-02-24 16:00:00, None, None, 235.0
-11.0, 94.0, None, None, -14.0, None, -9.0, 1979-02-25 10:00:00, None, None, 256.0
-6.0, 88.0, None, None, -10.0, None, -6.0, 1979-02-25 16:00:00, None, None, 256.0
-10.0, 95.0, None, None, -11.0, None, -6.0, 1979-02-26 09:00:00, None, None, 258.0
-7.0, 88.0, None, None, -9.0, None, -7.0, 1979-02-26 16:00:00, None, None, 258.0
-5.0, 96.0, None, 45.0, -10.0, None, -2.0, 1979-02-27 10:00:00, None, None, 270.0
-3.0, 95.0, None, None, -7.0, None, -3.0, 1979-02-27 16:00:00, None, None, 270.0
-4.0, 97.0, None, 10.0, -6.0, None, 0.0, 1979-02-28 09:00:00, None, None, 270.0
-1.0, 87.0, None, None, -4.0, None, -1.0, 1979-02-28 16:00:00, None, None, 270.0
-11.0, 43.0, None, None, -12.0, None, 0.0, 1979-03-01 09:00:00, None, None, 235.0
-1.0, None, None, 21.0, -13.0, None, 1.0, 1979-03-02 11:00:00, None, None, 256.0
-0.5, 98.0, None, None, -1.0, None, 0.0, 1979-03-02 18:00:00, None, None, None
1.0, 97.0, None, None, -1.0, None, 1.0, 1979-03-03 10:00:00, None, None, 260.0
1.0, 97.0, None, None, 1.0, None, 3.0, 1979-03-03 18:00:00, None, None, None
0.5, 99.0, None, None, 0.5, None, 1.0, 1979-03-04 06:00:00, None, None, None
3.0, 97.0, None, None, 0.5, None, 3.5, 1979-03-04 18:00:00, None, None, None
2.0, None, None, None, -1.0, None, 4.0, 1979-03-05 10:00:00, None, None, 210.0
0.0, 97.0, None, None, 0.0, None, 2.0, 1979-03-05 18:00:00, None, None, None
2.0, 100.0, None, None, -1.0, None, 5.0, 1979-03-06 09:00:00, None, None, 210.0
0.0, 98.0, None, None, -1.0, None, 2.0, 1979-03-06 18:00:00, None, None, None
-1.0, 88.0, None, None, -1.0, None, 4.0, 1979-03-07 08:00:00, None, None, 215.0
1.0, 88.0, None, None, -1.0, None, 4.0, 1979-03-07 18:00:00, None, None, None
-2.0, 93.0, None, 3.0, -3.0, None, 4.0, 1979-03-08 08:00:00, None, None, 210.0
1.0, 80.0, None, None, -3.0, None, 3.0, 1979-03-08 18:00:00, None, None, None
-1.0, 97.0, None, None, -1.0, None, 1.0, 1979-03-09 06:00:00, 2.0, None, None
2.5, 80.0, None, None, -2.0, None, 4.5, 1979-03-09 18:00:00, None, None, None
0.0, 98.0, None, None, -3.0, None, 3.0, 1979-03-10 08:00:00, None, None, 208.0
4.0, 98.0, None, None, 0.0, None, 7.0, 1979-03-10 18:00:00, None, None, None
1.0, 98.0, None, None, 0.0, None, 2.5, 1979-03-11 10:00:00, None, None, 208.0
3.0, 95.0, None, None, 1.0, None, 3.0, 1979-03-11 18:00:00, None, None, None
2.0, None, None, None, 1.0, None, 3.0, 1979-03-12 10:00:00, None, None, 205.0
1.5, 92.0, None, None, 1.5, None, 3.0, 1979-03-12 18:00:00, None, None, None
-3.0, None, None, None, -3.0, None, 1.5, 1979-03-13 09:00:00, None, None, 200.0
3.0, 60.0, None, None, -3.0, None, 5.5, 1979-03-13 18:00:00, None, None, None
1.0, None, None, None, -2.0, None, 3.0, 1979-03-14 09:00:00, None, None, 200.0
2.0, 92.0, None, None, 1.0, None, 5.0, 1979-03-14 18:00:00, None, None, None
0.0, 94.0, None, None, 0.0, None, 2.0, 1979-03-15 06:00:00, None, None, None
2.0, 94.0, None, None, 0.0, None, 6.0, 1979-03-15 18:00:00, None, None, None
1.0, None, None, None, -2.0, None, 2.0, 1979-03-16 09:00:00, None, None, 200.0
2.0, 87.0, None, None, 1.0, None, 5.0, 1979-03-16 18:00:00, None, None, None
-0.5, 97.0, None, None, -0.5, None, 2.0, 1979-03-17 06:00:00, None, None, None
2.0, 80.0, None, None, -0.5, None, 6.0, 1979-03-17 18:00:00, None, None, None
1.0, 99.0, None, None, 1.0, None, 2.0, 1979-03-18 06:00:00, None, None, None
4.0, 78.0, None, None, 2.0, None, 6.0, 1979-03-18 18:00:00, None, None, None
-1.5, 98.0, None, None, -1.5, None, 4.0, 1979-03-19 06:00:00, None, None, None
4.0, 97.0, None, None, -1.5, None, 5.0, 1979-03-19 18:00:00, None, None, None
-1.0, 90.0, None, None, -1.0, None, 4.0, 1979-03-20 06:00:00, None, None, None
3.5, 80.0, None, None, -1.0, None, 8.0, 1979-03-20 18:00:00, None, None, None
-3.0, 90.0, None, None, -3.0, None, 3.5, 1979-03-21 06:00:00, None, None, None
0.0, 90.0, None, None, 0.0, None, 10.0, 1979-03-21 18:00:00, None, None, None
-1.0, None, None, None, -4.0, None, 0.0, 1979-03-22 09:00:00, None, None, 180.0
-1.0, None, None, None, -2.0, None, 10.0, 1979-03-23 09:00:00, None, None, 180.0
2.0, None, None, None, -1.0, None, 10.0, 1979-03-24 08:00:00, None, None, 180.0
2.0, None, None, None, -1.0, None, 9.0, 1979-03-25 09:00:00, None, None, 180.0
0.0, 45.0, None, None, -2.0, None, 7.0, 1979-03-26 09:00:00, None, None, 175.0
3.0, 38.0, None, None, 3.0, None, 5.0, 1979-03-26 18:00:00, None, None, None
-3.0, 78.0, None, None, -5.0, None, 3.0, 1979-03-27 09:00:00, None, None, 175.0
1.5, 70.0, None, None, -3.0, None, 4.0, 1979-03-27 18:00:00, None, None, None
-7.5, 99.0, None, None, -7.5, None, 1.5, 1979-03-28 06:00:00, None, None, None
1.5, 60.0, None, None, -7.5, None, 5.0, 1979-03-28 18:00:00, None, None, None
-4.0, 97.0, None, None, -8.0, None, 1.5, 1979-03-29 08:00:00, None, None, 175.0
2.0, 76.0, None, None, -4.0, None, 5.0, 1979-03-29 18:00:00, None, None, None
-3.0, 90.0, None, 4.0, -4.0, None, 2.0, 1979-03-30 08:00:00, None, None, 179.0
0.0, 42.0, None, None, -3.0, None, 3.0, 1979-03-30 18:00:00, None, None, None
-12.0, 91.0, None, None, -12.0, None, 0.0, 1979-03-31 06:00:00, None, None, None
1.0, 48.0, None, None, -12.0, None, 3.0, 1979-03-31 18:00:00, None, None, None
-6.5, 90.0, None, None, -6.5, None, 1.0, 1979-04-01 06:00:00, None, None, None
2.5, 87.0, None, None, -6.5, None, 3.0, 1979-04-01 18:00:00, None, None, None
-4.0, None, None, None, -9.0, None, 2.5, 1979-04-02 09:00:00, None, None, 175.0
1.0, 50.0, None, None, -4.0, None, 3.0, 1979-04-02 18:00:00, None, None, None
-2.0, 98.0, None, None, -2.0, None, 1.0, 1979-04-03 06:00:00, None, None, None
2.0, 93.0, None, None, -2.0, None, 4.5, 1979-04-03 18:00:00, None, None, None
0.5, 99.0, None, None, 0.5, None, 2.0, 1979-04-04 06:00:00, None, None, None
4.5, 80.0, None, None, 0.5, None, 5.0, 1979-04-04 18:00:00, None, None, None
1.0, 99.0, None, None, 1.0, None, 4.5, 1979-04-05 06:00:00, 2.0, None, None
2.5, 94.0, None, None, 1.0, None, 4.0, 1979-04-05 18:00:00, 3.0, None, None
1.0, 83.0, None, None, 1.0, None, 2.5, 1979-04-06 06:00:00, None, None, None
3.5, 63.0, None, None, 1.0, None, 5.0, 1979-04-06 18:00:00, None, None, None
-0.5, 98.0, None, None, -0.5, None, 3.5, 1979-04-07 06:00:00, 2.0, None, None
2.0, 92.0, None, None, -0.5, None, 2.0, 1979-04-07 18:00:00, 5.0, None, None
-0.5, 80.0, None, None, -3.5, None, 2.0, 1979-04-08 06:00:00, None, None, None
