station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-1.0, 96.0, 0.0, 0.0, -1.5, 6.0, 1990-10-31 06:40:00, 0.0, None, 0.0
4.0, 70.0, 0.0, 0.0, -1.0, 4.0, 1990-10-31 15:20:00, 0.0, None, 0.0
-1.5, 95.0, 0.0, 0.0, -1.5, 4.0, 1990-11-01 06:40:00, 0.0, None, 0.0
0.0, 75.0, 0.0, 0.0, -2.0, 2.5, 1990-11-01 16:30:00, 0.0, None, 0.0
-2.5, 80.0, 0.0, 0.0, -3.0, 0.0, 1990-11-02 06:35:00, 0.0, None, 0.0
1.5, 65.0, 0.0, 0.0, -2.5, 2.5, 1990-11-02 15:40:00, 0.0, None, 0.0
0.5, 97.0, 0.0, 1.0, -0.5, 1.5, 1990-11-03 06:40:00, 0.0, None, 1.0
3.0, 93.0, 0.0, 0.0, 0.5, 3.5, 1990-11-03 15:40:00, 1.0, None, 0.0
1.0, 97.0, 0.0, 0.0, 0.0, 3.0, 1990-11-04 06:30:00, 0.0, None, 0.0
3.5, 93.0, 0.0, 0.0, 0.0, 6.0, 1990-11-04 15:55:00, 4.0, None, 0.0
0.5, 97.0, 0.0, 0.0, 0.5, 3.5, 1990-11-05 06:30:00, 0.0, None, 0.0
0.5, 95.0, 0.0, 0.0, 0.0, 3.0, 1990-11-05 16:00:00, 0.0, None, 0.0
-4.0, 90.0, 0.0, 0.0, -4.0, 0.0, 1990-11-06 06:40:00, 0.0, None, 0.0
0.0, 42.0, 0.0, 0.0, -4.0, 1.0, 1990-11-06 15:45:00, 0.0, None, 0.0
1.5, 96.0, 0.0, 0.0, -1.0, 1.5, 1990-11-07 06:30:00, 0.0, None, 0.0
6.5, 53.0, 0.0, 0.0, 1.5, 7.0, 1990-11-07 16:35:00, 0.0, None, 0.0
1.0, 87.0, 0.0, 0.0, 1.0, 6.5, 1990-11-08 06:25:00, 0.0, None, 0.0
4.5, 60.0, 0.0, 0.0, 0.5, 6.0, 1990-11-08 16:25:00, 0.0, None, 0.0
0.0, 97.0, 5.0, 5.0, 0.0, 4.5, 1990-11-09 06:25:00, 8.0, None, 5.0
2.5, 96.0, 0.0, 0.0, 0.0, 2.5, 1990-11-09 16:27:00, 0.0, None, 5.0
3.0, 97.0, 0.0, 0.0, 2.0, 3.5, 1990-11-10 06:25:00, 7.0, None, 2.0
4.5, 97.0, 0.0, 0.0, 3.0, 4.5, 1990-11-10 16:10:00, 16.0, None, 0.0
6.5, 92.0, 0.0, 0.0, 4.0, 6.5, 1990-11-11 08:05:00, 9.0, None, 0.0
10.5, 60.0, 0.0, 0.0, 6.5, 13.0, 1990-11-11 16:00:00, 0.0, None, 0.0
11.0, 70.0, 0.0, 0.0, 9.0, 12.5, 1990-11-12 06:15:00, 0.0, None, 0.0
9.5, 89.0, 0.0, 0.0, 9.5, 17.5, 1990-11-12 15:35:00, 1.0, None, 0.0
5.5, 96.0, 0.0, 0.0, 5.0, 10.0, 1990-11-13 06:35:00, 41.0, None, 0.0
3.0, 95.0, 0.0, 0.0, 3.0, 6.5, 1990-11-13 16:00:00, 2.0, None, 0.0
1.0, 94.0, 0.0, 0.0, 0.5, 6.5, 1990-11-14 06:30:00, 0.0, None, 0.0
3.5, 73.0, 0.0, 0.0, 1.0, 4.0, 1990-11-14 16:05:00, 1.0, None, 0.0
-0.5, 96.0, 0.0, 0.0, -1.0, 3.5, 1990-11-15 06:30:00, 0.0, None, 0.0
5.5, 57.0, 0.0, 0.0, -1.0, 6.0, 1990-11-15 16:25:00, 0.0, None, 0.0
1.5, 97.0, 0.0, 0.0, 1.0, 5.5, 1990-11-16 06:25:00, 0.0, None, 0.0
5.5, 81.0, 0.0, 0.0, 0.5, 7.5, 1990-11-16 16:20:00, 0.0, None, 0.0
3.0, 92.0, 0.0, 0.0, 3.0, 5.5, 1990-11-17 06:30:00, 3.0, None, 0.0
1.0, 95.0, 0.0, 0.0, 1.0, 4.5, 1990-11-17 16:20:00, 2.0, None, 0.0
-2.0, 88.0, 0.0, 0.0, -3.0, 1.0, 1990-11-18 06:03:00, 0.0, None, 0.0
0.0, 88.0, 0.0, 0.0, -3.0, 1.0, 1990-11-18 16:15:00, 0.0, None, 0.0
-0.5, 90.0, 0.0, 1.0, -0.5, 1.0, 1990-11-19 06:10:00, 0.0, None, 0.0
1.5, 86.0, 0.0, 0.0, -1.5, 2.0, 1990-11-19 15:30:00, 0.0, None, 1.0
-3.0, 96.0, 11.0, 11.0, -4.0, 3.5, 1990-11-20 06:35:00, 5.0, None, 11.0
-3.0, 92.0, 0.0, 0.0, -3.0, -0.5, 1990-11-20 15:40:00, 0.0, None, 9.0
-3.0, 95.0, 0.0, 0.0, -4.0, -3.0, 1990-11-21 06:20:00, 0.0, None, 8.0
-1.0, 92.0, 0.0, 0.0, -3.0, -1.0, 1990-11-21 15:45:00, 1.0, None, 7.0
1.5, 95.0, 0.0, 0.0, -3.0, 3.5, 1990-11-22 06:25:00, 3.0, None, 5.0
3.0, 94.0, 0.0, 0.0, 1.0, 6.0, 1990-11-22 16:40:00, 1.0, None, 3.0
6.0, 95.0, 0.0, 0.0, 1.5, 6.0, 1990-11-23 05:40:00, 6.0, None, 1.0
6.5, 95.0, 0.0, 0.0, 5.5, 7.5, 1990-11-23 16:00:00, 33.0, None, 0.0
-1.5, 75.0, 4.0, 4.0, -2.0, 11.5, 1990-11-24 06:40:00, 10.0, None, 4.0
-3.0, 90.0, 6.0, 6.0, -3.0, -1.5, 1990-11-24 15:55:00, 2.0, None, 10.0
-6.5, 86.0, 6.0, 6.0, -6.5, -1.5, 1990-11-25 06:10:00, 3.0, None, 14.0
-8.0, 90.0, 1.0, 1.0, -8.0, -5.0, 1990-11-25 15:40:00, 0.0, None, 13.0
-11.5, 90.0, 0.0, 0.0, -13.0, -5.0, 1990-11-26 05:55:00, 0.0, None, 12.0
-6.0, 88.0, 0.0, 0.0, -11.5, -6.0, 1990-11-26 16:10:00, 0.0, None, 10.0
-6.5, 92.0, 1.0, 1.0, -11.5, -6.0, 1990-11-27 06:00:00, 1.0, None, 10.0
-3.5, 95.0, 0.0, 0.0, -7.0, -3.5, 1990-11-27 15:30:00, 0.0, None, 9.0
-1.5, 94.0, 0.0, 0.0, -5.0, -1.5, 1990-11-28 06:15:00, 0.0, None, 8.0
3.5, 77.0, 0.0, 0.0, -1.5, 3.5, 1990-11-28 15:45:00, 0.0, None, 7.0
2.0, 97.0, 1.0, 1.0, 0.0, 5.5, 1990-11-29 08:00:00, 12.0, None, 3.0
-1.0, 90.0, 0.0, 0.0, -1.0, 2.5, 1990-11-29 16:35:00, 1.0, None, 3.0
-4.5, 90.0, 1.0, 1.0, -5.0, 6.5, 1990-11-30 05:55:00, 1.0, None, 4.0
-2.0, 85.0, 0.0, 0.0, -5.0, -1.0, 1990-11-30 16:10:00, 0.0, None, 4.0
-6.5, 90.0, 0.0, 0.0, -7.0, -2.0, 1990-12-01 06:05:00, 0.0, None, 4.0
-3.5, 92.0, 1.0, 1.0, -7.0, -2.0, 1990-12-01 16:05:00, 1.0, None, 5.0
-7.0, 92.0, 17.0, 17.0, -7.0, -3.0, 1990-12-02 06:05:00, 2.0, None, 19.0
-2.5, 91.0, 0.0, 0.0, -7.5, -2.0, 1990-12-02 15:50:00, -2.0, None, 15.0
-1.0, 96.0, 0.0, 0.0, -4.0, -1.0, 1990-12-03 05:55:00, 0.0, None, 14.0
9.5, 59.0, 0.0, 0.0, -4.0, 10.5, 1990-12-03 15:45:00, 0.0, None, 4.0
0.0, 95.0, 0.0, 0.0, 0.0, 10.5, 1990-12-04 06:00:00, 23.0, None, 4.0
1.0, 97.0, 8.0, 8.0, 0.0, 10.0, 1990-12-04 15:30:00, 14.0, None, 10.0
-1.0, 96.0, 0.0, 0.0, -2.0, 1.0, 1990-12-05 05:55:00, 0.0, None, 8.0
1.0, 97.0, 0.0, 0.0, -2.0, 3.0, 1990-12-05 16:05:00, 0.0, None, 8.0
0.0, 97.0, 0.0, 0.0, -1.5, 1.0, 1990-12-06 06:00:00, 0.0, None, 7.0
1.5, 92.0, 0.0, 0.0, -1.5, 3.0, 1990-12-06 16:30:00, 0.0, None, 7.0
-1.5, 96.0, 0.0, 0.0, -2.0, 1.5, 1990-12-07 06:00:00, 0.0, None, 7.0
-1.0, 97.0, 0.0, 0.0, -3.0, 1.5, 1990-12-07 15:45:00, 0.0, None, 7.0
1.5, 97.0, 0.0, 0.0, -2.0, 1.5, 1990-12-08 05:45:00, 4.0, None, 7.0
2.0, 97.0, 0.0, 0.0, 1.0, 3.0, 1990-12-08 15:50:00, 8.0, None, 6.0
1.0, 97.0, 0.0, 0.0, 0.5, 2.0, 1990-12-09 05:55:00, 2.0, None, 6.0
1.0, 97.0, 0.0, 0.0, 0.5, 1.0, 1990-12-09 16:25:00, 5.0, None, 5.0
-0.5, 97.0, 0.0, 0.0, -0.5, 1.0, 1990-12-10 05:55:00, 0.0, None, 5.0
-1.0, 94.0, 0.0, 0.0, -2.0, -0.5, 1990-12-10 15:50:00, 0.0, None, 5.0
-2.0, 95.0, 6.0, 6.0, -5.0, -1.0, 1990-12-11 06:05:00, 4.0, None, 11.0
-2.0, None, 0.0, 0.1, -2.0, 0.0, 1990-12-11 16:10:00, 0.0, None, 11.0
-5.0, 93.0, 0.0, 0.0, -6.0, 0.0, 1990-12-12 05:50:00, 0.0, None, 11.0
-2.5, 92.0, 0.0, 0.0, -6.5, -2.5, 1990-12-12 15:45:00, 0.0, None, 10.0
-7.0, 88.0, 0.1, 0.1, -8.0, -2.5, 1990-12-13 06:00:00, 0.0, None, 10.0
-4.5, 90.0, 0.0, 0.0, -8.0, -4.5, 1990-12-13 16:25:00, 0.0, None, 10.0
-3.5, 92.0, 0.0, 0.0, -8.0, -3.0, 1990-12-14 06:00:00, 0.0, None, 10.0
-2.0, 95.0, 0.0, 0.0, -4.0, -1.0, 1990-12-14 16:33:00, 0.0, None, 10.0
-1.0, 96.0, 3.0, 3.0, -4.0, -1.0, 1990-12-15 06:30:00, 3.0, None, 12.0
-3.0, 90.0, 0.0, 12.0, -3.5, -0.5, 1990-12-15 16:30:00, 7.0, None, 23.0
-6.5, 92.0, 0.1, 0.1, -9.0, -3.0, 1990-12-16 05:50:00, 0.0, None, 23.0
-1.5, 93.0, 0.0, 0.0, -6.5, -1.5, 1990-12-16 16:15:00, 0.0, None, 21.0
-1.5, 96.0, 0.0, 0.1, -4.0, -1.0, 1990-12-17 06:00:00, 1.0, None, 20.0
1.0, 95.0, 0.0, 0.0, -1.5, 1.5, 1990-12-17 15:50:00, 1.0, None, 20.0
-4.0, 70.0, 3.0, 3.0, -4.0, 2.0, 1990-12-18 05:50:00, 3.0, None, 21.0
-17.0, 41.0, 0.0, 0.0, -17.0, -6.5, 1990-12-18 15:45:00, 0.0, None, 21.0
-19.5, 42.0, 0.0, 0.0, -20.0, -17.0, 1990-12-19 05:50:00, 0.0, None, 21.0
-19.0, 44.0, 0.0, 0.0, -21.0, -19.0, 1990-12-19 15:45:00, 0.0, None, 21.0
-19.5, 43.0, 0.0, 0.0, -20.0, -18.5, 1990-12-20 06:00:00, 0.0, None, 20.0
-18.0, 52.0, 0.0, 0.0, -20.0, -16.5, 1990-12-20 15:30:00, 0.0, None, 20.0
-20.5, 82.0, 0.0, 0.0, -22.5, -18.0, 1990-12-21 07:30:00, 0.0, None, 20.0
-18.5, 74.0, 0.0, 1.0, -20.5, -18.5, 1990-12-21 15:30:00, 0.0, None, 21.0
-16.5, 82.0, 4.0, 4.0, -19.0, -16.5, 1990-12-22 06:00:00, 1.0, None, 24.0
-14.0, 80.0, 2.0, 2.0, -17.0, -14.0, 1990-12-22 15:45:00, 0.0, None, 25.0
-17.5, 88.0, 0.0, 0.0, -18.0, -14.0, 1990-12-23 06:05:00, 0.0, None, 25.0
-12.0, 85.0, 0.0, 0.0, -17.5, -12.0, 1990-12-23 16:20:00, 0.0, None, 23.0
-9.0, 91.0, 6.0, 6.0, -12.5, -9.0, 1990-12-24 05:50:00, 1.0, None, 29.0
-7.5, 83.0, 10.0, 5.0, -9.0, -6.5, 1990-12-24 15:30:00, 7.0, None, 33.0
-8.5, 90.0, 1.0, 1.0, -11.0, -7.5, 1990-12-25 06:00:00, 1.0, None, 33.0
-4.5, 92.0, 12.0, 11.0, -8.5, -4.5, 1990-12-25 15:35:00, 10.0, None, 41.0
-8.0, 90.0, 11.0, 1.0, -9.0, -3.5, 1990-12-26 06:00:00, 0.0, None, 41.0
-1.0, 90.0, 0.0, 0.1, -8.5, -1.0, 1990-12-26 16:25:00, 0.0, None, 41.0
-3.5, 95.0, 0.0, 0.0, -9.5, 1.0, 1990-12-27 05:35:00, 0.0, None, 41.0
-10.0, 60.0, 4.0, 4.0, -10.0, -0.5, 1990-12-27 15:45:00, 1.0, None, 40.0
-23.5, 46.0, 0.1, 0.1, -23.5, -10.0, 1990-12-28 05:30:00, 0.0, None, 40.0
-23.5, 62.0, 0.0, 0.0, -25.0, -22.5, 1990-12-28 15:30:00, 0.0, None, 33.0
-27.5, 74.0, 0.0, 0.0, -28.5, -23.5, 1990-12-29 06:00:00, 0.0, None, 32.0
-21.0, 60.0, 0.0, 0.0, -28.0, -21.0, 1990-12-29 15:45:00, 0.0, None, 32.0
-15.0, 82.0, 2.0, 2.0, -21.0, -15.0, 1990-12-30 05:35:00, 2.0, None, 34.0
-9.5, 82.0, 0.1, 0.1, -15.0, -9.5, 1990-12-30 15:35:00, 0.0, None, 34.0
-9.0, 86.0, 3.0, 3.0, -10.0, -8.5, 1990-12-31 06:00:00, 1.0, None, 35.0
-5.5, 78.0, 7.0, 4.0, -9.0, -5.5, 1990-12-31 16:25:00, 2.0, None, 38.0
-8.5, 85.0, 10.0, 3.0, -8.5, -4.5, 1991-01-01 05:45:00, 1.0, None, 40.0
-12.5, 80.0, 10.0, 0.1, -12.5, -7.5, 1991-01-01 15:30:00, 1.0, None, 38.0
-17.0, 82.0, 0.0, 0.0, -17.5, -12.5, 1991-01-02 05:30:00, 0.0, None, 37.0
-16.5, 81.0, 0.0, 0.0, -17.0, -14.5, 1991-01-02 16:20:00, 0.0, None, 36.0
-17.0, 80.0, 0.0, 0.0, -18.5, -16.5, 1991-01-03 05:35:00, 0.0, None, 35.0
-17.5, 81.0, 0.0, 0.0, -19.0, -15.0, 1991-01-03 16:30:00, 0.0, None, 34.0
-22.5, 78.0, 0.0, 0.0, -23.0, -17.5, 1991-01-04 05:50:00, 0.0, None, 34.0
-21.0, None, 0.0, 0.0, -24.0, -21.0, 1991-01-04 15:55:00, 0.0, None, 34.0
-25.0, 76.0, 0.0, 0.0, -25.5, -20.5, 1991-01-05 06:00:00, 0.0, None, 34.0
-20.5, 78.0, 0.0, 0.0, -25.0, -20.0, 1991-01-05 15:55:00, 0.0, None, 32.0
-21.5, 77.0, 0.0, 0.0, -23.5, -20.5, 1991-01-06 06:10:00, 0.0, None, 32.0
-20.5, 75.0, 0.0, 0.0, -22.5, -20.0, 1991-01-06 16:05:00, 0.0, None, 32.0
-18.0, 76.0, 2.0, 2.0, -21.0, -18.0, 1991-01-07 06:25:00, 2.0, None, 35.0
-15.5, 78.0, 4.0, 2.0, -21.0, -15.5, 1991-01-07 16:20:00, 1.0, None, 37.0
-18.0, 77.0, 5.0, 1.0, -19.0, -15.0, 1991-01-08 06:00:00, 2.0, None, 38.0
-16.0, 71.0, 6.0, 0.1, -18.5, -16.0, 1991-01-08 15:35:00, 0.0, None, 38.0
-17.0, 79.0, 1.0, 1.0, -18.0, -16.0, 1991-01-09 06:15:00, 1.0, None, 39.0
-16.0, 75.0, 1.0, 0.1, -18.0, -15.5, 1991-01-09 16:10:00, 1.0, None, 39.0
-15.5, 82.0, 0.0, 0.0, -15.5, -15.0, 1991-01-10 05:55:00, 0.0, None, 38.0
-12.0, 76.0, 0.0, 0.0, -15.5, -12.0, 1991-01-10 15:30:00, 0.0, None, 38.0
-8.5, 87.0, 0.1, 0.1, -14.0, -8.5, 1991-01-11 06:25:00, 0.0, None, 37.0
-5.5, 89.0, 4.0, 4.0, -8.5, -5.5, 1991-01-11 15:50:00, 3.0, None, 41.0
-3.0, 93.0, 5.0, 1.0, -5.5, -3.0, 1991-01-12 06:25:00, 1.0, None, 42.0
0.5, 95.0, 5.0, 0.0, -3.0, 0.5, 1991-01-12 16:10:00, 1.0, None, 38.0
0.0, 96.0, None, None, 0.0, 2.0, 1991-01-13 06:00:00, 3.0, None, None
3.0, 93.0, None, None, 0.0, 3.0, 1991-01-13 16:00:00, None, None, None
-0.5, 95.0, 0.0, 0.0, -2.0, 3.5, 1991-01-14 07:45:00, 0.0, None, 34.0
1.0, 93.0, 0.0, 0.0, -1.0, 3.0, 1991-01-14 16:15:00, 0.0, None, 34.0
-1.0, 95.0, 0.0, 0.0, -1.5, 1.0, 1991-01-15 06:10:00, 0.0, None, 34.0
0.5, 93.0, 0.0, 0.0, -2.0, 0.5, 1991-01-15 16:05:00, 0.0, None, 34.0
0.5, 88.0, 0.0, 0.0, -2.0, 1.0, 1991-01-16 06:05:00, 0.0, None, 34.0
2.0, 96.0, 0.0, 0.0, 0.0, 2.5, 1991-01-16 16:10:00, 0.0, None, 33.0
-0.5, 95.0, 0.0, 0.0, -0.5, 2.0, 1991-01-17 06:15:00, 0.0, None, 33.0
4.5, 76.0, 0.0, 0.0, -1.0, 6.5, 1991-01-17 15:30:00, 0.0, None, 33.0
1.0, 95.0, 0.0, 0.0, -1.0, 6.5, 1991-01-18 07:10:00, 10.0, None, 32.0
0.5, 93.0, 0.0, 0.0, 0.5, 3.5, 1991-01-18 15:40:00, 1.0, None, 31.0
-4.0, 85.0, 0.0, 0.0, -4.5, 0.5, 1991-01-19 06:15:00, 0.0, None, 31.0
-4.0, 87.0, 0.0, 0.0, -4.5, -1.5, 1991-01-19 16:25:00, 0.0, None, 31.0
-7.5, 93.0, 0.0, 0.0, -8.0, -4.0, 1991-01-20 06:10:00, 0.0, None, 31.0
-6.5, 93.0, 0.0, 0.0, -8.5, -6.0, 1991-01-20 16:35:00, 0.0, None, None
-8.0, 92.0, 0.0, 0.0, -9.0, -4.5, 1991-01-21 06:20:00, 0.0, None, 31.0
-5.5, 88.0, 0.0, 0.0, -8.5, -4.5, 1991-01-21 16:25:00, 0.0, None, 31.0
-8.5, 90.0, 0.0, 0.0, -9.0, -5.5, 1991-01-22 06:25:00, 0.0, None, 31.0
-6.5, 91.0, 0.0, 0.0, -10.0, -6.5, 1991-01-22 15:45:00, 0.0, None, 31.0
-9.0, 90.0, 0.0, 0.0, -10.0, -6.5, 1991-01-23 06:25:00, 0.0, None, 31.0
-7.0, 91.0, 0.0, 0.0, -10.0, -5.5, 1991-01-23 16:25:00, 0.0, None, 31.0
-5.5, 92.0, 0.0, 0.0, -8.0, -5.5, 1991-01-24 06:25:00, 0.0, None, 31.0
-1.0, 61.0, 0.0, 0.0, -5.5, -1.0, 1991-01-24 15:30:00, 0.0, None, 31.0
-3.0, 56.0, 0.0, 0.0, -3.5, -1.0, 1991-01-25 06:30:00, 0.0, None, 31.0
-3.0, 45.0, 0.0, 0.0, -7.0, -3.0, 1991-01-25 16:00:00, 0.0, None, 31.0
-10.0, 86.0, 0.0, 0.0, -10.0, -3.0, 1991-01-26 06:15:00, 0.0, None, 31.0
-5.5, 54.0, 0.0, 0.0, -11.0, -5.0, 1991-01-26 16:30:00, 0.0, None, 31.0
-9.5, 91.0, 0.0, 0.0, -10.0, -4.5, 1991-01-27 06:35:00, 0.0, None, 31.0
-5.5, 82.0, 0.0, 0.0, -10.5, -5.0, 1991-01-27 16:40:00, 0.0, None, 31.0
-3.0, 30.0, 0.0, 0.0, -9.0, -3.0, 1991-01-28 06:10:00, 0.0, None, 31.0
-8.5, 60.0, 0.0, 0.0, -9.0, -3.5, 1991-01-28 16:25:00, 0.0, None, 31.0
-10.5, 77.0, 0.0, 0.0, -12.0, -8.5, 1991-01-29 06:40:00, 0.0, None, 31.0
-5.0, 62.0, 0.0, 0.0, -10.5, -3.5, 1991-01-29 15:45:00, 0.0, None, 31.0
-6.5, 88.0, 0.0, 0.0, -8.0, -5.0, 1991-01-30 06:30:00, 0.0, None, 31.0
-2.0, 60.0, 0.0, 0.0, -7.0, -1.5, 1991-01-30 16:35:00, 0.0, None, 31.0
-4.0, 87.0, 0.0, 0.0, -5.0, -2.0, 1991-01-31 06:25:00, 0.0, None, 31.0
5.5, 57.0, 0.0, 0.0, -4.5, 5.5, 1991-01-31 15:30:00, 0.0, None, 30.0
