station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-4.0, None, None, None, -5.0, 0.0, 1978-01-31 08:00:00, 23.0
-3.0, None, None, None, -6.0, -3.0, 1978-01-31 16:00:00, 24.0
-5.0, None, None, 4.0, -5.0, -3.0, 1978-02-01 08:00:00, 28.0
-5.0, None, None, 1.0, -5.0, -3.0, 1978-02-01 16:00:00, 28.0
-6.0, None, None, 16.0, -6.0, -5.0, 1978-02-02 08:00:00, 46.0
-3.0, None, None, None, -6.0, -2.0, 1978-02-02 16:00:00, 44.0
0.0, None, None, 2.0, -3.0, 0.0, 1978-02-03 08:00:00, 43.0
0.0, None, None, None, 0.0, 1.0, 1978-02-03 16:00:00, 43.0
1.0, None, None, None, 0.0, 2.0, 1978-02-04 08:00:00, 34.0
3.0, None, None, None, 1.0, 4.0, 1978-02-04 16:00:00, 33.0
0.0, None, None, None, -1.0, 3.0, 1978-02-05 08:00:00, 32.0
4.0, None, None, None, 0.0, 5.0, 1978-02-05 16:00:00, 31.0
2.0, None, None, None, 1.0, 4.0, 1978-02-06 08:00:00, 30.0
3.0, None, None, None, 1.0, 4.0, 1978-02-06 16:00:00, 29.0
0.0, None, None, None, 0.0, 4.0, 1978-02-07 08:00:00, 29.0
4.0, None, None, None, -1.0, 6.0, 1978-02-07 16:00:00, 28.0
2.0, None, None, None, 1.0, 4.0, 1978-02-08 08:00:00, 27.0
4.0, None, None, None, 2.0, 5.0, 1978-02-08 16:00:00, 27.0
5.0, None, None, None, 1.0, 7.0, 1978-02-09 08:00:00, 26.0
5.0, None, None, None, 4.0, 7.0, 1978-02-09 16:00:00, 24.0
-2.0, None, None, None, -3.0, 5.0, 1978-02-10 08:00:00, 23.0
1.0, None, None, None, -2.0, 1.0, 1978-02-10 16:00:00, 23.0
-3.0, None, None, None, -4.0, 1.0, 1978-02-11 08:00:00, 23.0
0.0, None, None, None, -3.0, 7.0, 1978-02-11 16:00:00, 22.0
-2.0, None, None, None, -4.0, 6.0, 1978-02-12 08:00:00, 22.0
5.0, None, None, None, -2.0, 8.0, 1978-02-12 16:00:00, 21.0
0.0, None, None, None, -2.0, 5.0, 1978-02-13 08:00:00, 21.0
4.0, None, None, None, 0.0, 4.0, 1978-02-13 16:00:00, 21.0
1.0, None, None, None, 0.0, 5.0, 1978-02-14 08:00:00, 21.0
5.0, None, None, None, 0.0, 7.0, 1978-02-14 16:00:00, 21.0
3.0, None, None, None, 1.0, 5.0, 1978-02-15 08:00:00, 21.0
7.0, None, None, None, 3.0, 7.0, 1978-02-15 16:00:00, 20.0
-1.0, None, None, None, -1.0, 7.0, 1978-02-16 08:00:00, 20.0
3.0, None, None, None, -1.0, 3.0, 1978-02-16 16:00:00, 20.0
-2.0, None, None, None, -4.0, 3.0, 1978-02-17 08:00:00, 20.0
1.0, None, None, None, -2.0, 1.0, 1978-02-17 16:00:00, 20.0
3.0, None, None, None, -1.0, 3.0, 1978-02-18 08:00:00, 19.0
5.0, None, None, None, 3.0, 5.0, 1978-02-18 16:00:00, 19.0
-1.0, None, None, None, -1.0, 5.0, 1978-02-19 08:00:00, 19.0
8.0, None, None, None, -1.0, 8.0, 1978-02-19 16:00:00, 18.0
1.0, None, None, None, 1.0, 8.0, 1978-02-20 08:00:00, 18.0
6.0, None, None, None, 1.0, 9.0, 1978-02-20 16:00:00, 18.0
3.0, None, None, None, 3.0, 9.0, 1978-02-21 08:00:00, 16.0
6.0, None, None, None, 3.0, 7.0, 1978-02-21 16:00:00, 15.0
2.0, None, None, None, 2.0, 7.0, 1978-02-22 08:00:00, 14.0
9.0, None, None, None, 2.0, 10.0, 1978-02-22 16:00:00, 13.0
5.0, None, None, None, 4.0, 9.0, 1978-02-23 08:00:00, 11.0
8.0, None, None, None, 5.0, 8.0, 1978-02-23 16:00:00, 10.0
0.0, None, None, None, 0.0, 8.0, 1978-02-24 08:00:00, 9.0
9.0, None, None, None, 0.0, 9.0, 1978-02-24 16:00:00, 7.0
6.0, None, None, None, 0.0, 9.0, 1978-02-25 08:00:00, 7.0
8.0, None, None, None, 6.0, 9.0, 1978-02-25 16:00:00, 5.0
0.0, None, None, None, 0.0, 10.0, 1978-02-26 08:00:00, 5.0
10.0, None, None, None, 0.0, 10.0, 1978-02-26 16:00:00, 4.0
-1.0, None, None, None, -4.0, 11.0, 1978-02-27 08:00:00, 4.0
6.0, None, None, None, -1.0, 8.0, 1978-02-27 16:00:00, 4.0
0.0, None, None, None, -1.0, 6.0, 1978-02-28 08:00:00, 4.0
9.0, None, None, None, 0.0, 9.0, 1978-02-28 16:00:00, 4.0
0.0, None, None, None, -2.0, 9.0, 1978-03-01 08:00:00, 4.0
5.0, None, None, None, 0.0, 8.0, 1978-03-01 16:00:00, 4.0
0.0, None, None, None, -3.0, 5.0, 1978-03-02 08:00:00, 4.0
9.0, None, None, None, 0.0, 10.0, 1978-03-02 16:00:00, 3.0
-1.0, None, None, None, -3.0, 9.0, 1978-03-03 08:00:00, 2.0
6.0, None, None, None, -1.0, 10.0, 1978-03-03 16:00:00, 1.0
0.0, None, None, None, -3.0, 7.0, 1978-03-04 08:00:00, 1.0
9.0, None, None, None, 0.0, 11.0, 1978-03-04 16:00:00, 1.0
0.0, None, None, None, -2.0, 9.0, 1978-03-05 08:00:00, 0.0
12.0, None, None, None, 0.0, 12.0, 1978-03-05 16:00:00, 0.0
2.0, None, None, None, 0.0, 12.0, 1978-03-06 08:00:00, 0.0
9.0, None, None, None, 2.0, 12.0, 1978-03-06 16:00:00, 0.0
4.0, None, None, None, 4.0, 9.0, 1978-03-07 08:00:00, 0.0
7.0, None, None, None, 4.0, 8.0, 1978-03-07 16:00:00, 0.0
2.0, None, None, None, 1.0, 7.0, 1978-03-08 08:00:00, 0.0
10.0, None, None, None, 2.0, 11.0, 1978-03-08 16:00:00, 0.0
5.0, None, None, None, 4.0, 10.0, 1978-03-09 08:00:00, 0.0
10.0, None, None, None, 5.0, 10.0, 1978-03-09 16:00:00, 0.0
1.0, None, None, None, 1.0, 10.0, 1978-03-10 08:00:00, 0.0
11.0, None, None, None, 1.0, 12.0, 1978-03-10 16:00:00, 0.0
5.0, None, None, None, 5.0, 12.0, 1978-03-11 08:00:00, 0.0
7.0, None, None, None, 5.0, 7.0, 1978-03-11 16:00:00, 0.0
4.0, None, None, None, 3.0, 7.0, 1978-03-12 08:00:00, 0.0
9.0, None, None, None, 4.0, 9.0, 1978-03-12 16:00:00, 0.0
4.0, None, None, None, 4.0, 9.0, 1978-03-13 08:00:00, 0.0
7.0, None, None, None, 4.0, 7.0, 1978-03-13 16:00:00, 0.0
4.0, None, None, None, 3.0, 7.0, 1978-03-14 08:00:00, 0.0
7.0, None, None, None, 4.0, 8.0, 1978-03-14 16:00:00, 0.0
1.0, None, None, None, -1.0, 8.0, 1978-03-15 08:00:00, 0.0
12.0, None, None, None, 1.0, 12.0, 1978-03-15 16:00:00, 0.0
6.0, None, None, None, 5.0, 12.0, 1978-03-16 08:00:00, 0.0
13.0, None, None, None, 6.0, 14.0, 1978-03-16 16:00:00, 0.0
5.0, None, None, None, 4.0, 13.0, 1978-03-17 08:00:00, 0.0
13.0, None, None, None, 5.0, 14.0, 1978-03-17 16:00:00, 0.0
8.0, None, None, None, 7.0, 14.0, 1978-03-18 08:00:00, 0.0
13.0, None, None, None, 8.0, 15.0, 1978-03-18 16:00:00, 0.0
6.0, None, None, None, 4.0, 13.0, 1978-03-19 08:00:00, 0.0
14.0, None, None, None, 5.0, 14.0, 1978-03-19 16:00:00, 0.0
6.0, None, None, None, 2.0, 14.0, 1978-03-20 08:00:00, 0.0
14.0, None, None, None, 6.0, 14.0, 1978-03-20 16:00:00, 0.0
6.0, None, None, None, 3.0, 14.0, 1978-03-21 08:00:00, 0.0
19.0, None, None, None, 6.0, 20.0, 1978-03-21 16:00:00, 0.0
9.0, None, None, None, 5.0, 20.0, 1978-03-22 08:00:00, 0.0
14.0, None, None, None, 9.0, 17.0, 1978-03-22 16:00:00, 0.0
7.0, None, None, None, 6.0, 15.0, 1978-03-23 08:00:00, 0.0
11.0, None, None, None, 7.0, 11.0, 1978-03-23 16:00:00, 0.0
9.0, None, None, None, 8.0, 11.0, 1978-03-24 08:00:00, 0.0
15.0, None, None, None, 9.0, 16.0, 1978-03-24 16:00:00, 0.0
8.0, None, None, None, 8.0, 15.0, 1978-03-25 08:00:00, 0.0
10.0, None, None, None, 7.0, 10.0, 1978-03-25 16:00:00, 0.0
8.0, None, None, None, 8.0, 10.0, 1978-03-26 08:00:00, 0.0
10.0, None, None, None, 8.0, 10.0, 1978-03-26 16:00:00, 0.0
8.0, None, None, None, 8.0, 10.0, 1978-03-27 08:00:00, 0.0
12.0, None, None, None, 8.0, 12.0, 1978-03-27 16:00:00, 0.0
9.0, None, None, None, 9.0, 12.0, 1978-03-28 08:00:00, 0.0
12.0, None, None, None, 9.0, 12.0, 1978-03-28 16:00:00, 0.0
11.0, None, None, None, 7.0, 12.0, 1978-03-29 08:00:00, 0.0
16.0, None, None, None, 11.0, 18.0, 1978-03-29 16:00:00, 0.0
10.0, None, None, None, 10.0, 16.0, 1978-03-30 08:00:00, 0.0
12.0, None, None, None, 9.0, 12.0, 1978-03-30 16:00:00, 0.0
7.0, None, None, None, 2.0, 14.0, 1978-03-31 08:00:00, 0.0
16.0, None, None, None, 7.0, 19.0, 1978-03-31 16:00:00, 0.0
0.0, None, None, None, 0.0, 7.0, 1978-11-01 08:00:00, 0.0
8.0, None, None, None, 0.0, 8.0, 1978-11-01 16:00:00, 0.0
1.0, None, None, None, 0.0, 9.0, 1978-11-02 08:00:00, 0.0
7.0, None, None, None, 0.0, 7.0, 1978-11-02 16:00:00, 0.0
5.0, None, None, None, 5.0, 7.0, 1978-11-03 08:00:00, 0.0
6.0, None, None, None, 5.0, 7.0, 1978-11-03 16:00:00, 0.0
5.0, None, None, None, 1.0, 9.0, 1978-11-06 08:00:00, 0.0
8.0, None, None, None, 5.0, 9.0, 1978-11-06 16:00:00, 0.0
10.0, None, None, None, 8.0, 11.0, 1978-11-07 08:00:00, 0.0
10.0, None, None, None, 10.0, 12.0, 1978-11-07 16:00:00, 0.0
7.0, None, None, None, 6.0, 10.0, 1978-11-08 08:00:00, 0.0
8.0, None, None, None, 6.0, 12.0, 1978-11-08 16:00:00, 0.0
-1.0, None, None, 1.0, -1.0, 8.0, 1978-11-09 07:00:00, 1.0
3.0, None, None, None, -1.0, 3.0, 1978-11-09 16:00:00, 0.0
-2.0, None, None, None, -2.0, 4.0, 1978-11-10 08:00:00, 0.0
-3.0, None, None, None, -7.0, 3.0, 1978-11-14 07:00:00, 0.0
-2.0, None, None, None, -3.0, 0.0, 1978-11-14 16:00:00, 0.0
2.0, None, None, None, -2.0, 4.0, 1978-11-15 08:00:00, 0.0
3.0, None, None, None, -5.0, 4.0, 1978-11-15 16:00:00, 0.0
2.0, None, None, None, 1.0, 4.0, 1978-11-16 08:00:00, 0.0
3.0, None, None, None, 2.0, 4.0, 1978-11-16 16:00:00, 0.0
-4.0, None, None, 1.0, -8.0, 7.0, 1978-11-20 07:00:00, 1.0
-2.0, None, None, None, -4.0, 5.0, 1978-11-20 16:00:00, 1.0
-5.0, None, None, None, -10.0, -1.0, 1978-11-21 16:00:00, 1.0
-8.0, None, None, None, -9.0, -3.0, 1978-11-22 08:00:00, 1.0
-4.0, None, None, None, -8.0, -4.0, 1978-11-22 16:00:00, 1.0
-2.0, None, None, 5.0, -4.0, -2.0, 1978-11-23 08:00:00, 8.0
0.0, None, None, None, -2.0, 0.0, 1978-11-23 16:00:00, 8.0
1.0, None, None, None, -1.0, 1.0, 1978-11-24 08:00:00, 8.0
3.0, None, None, None, 0.0, 5.0, 1978-11-24 16:00:00, 5.0
0.0, None, None, None, -3.0, 6.0, 1978-11-27 08:00:00, 0.0
1.0, None, None, None, -1.0, 2.0, 1978-11-27 16:00:00, 0.0
5.0, None, None, None, 1.0, 5.0, 1978-11-28 08:00:00, 0.0
4.0, None, None, None, 4.0, 5.0, 1978-11-28 16:00:00, 0.0
0.0, None, None, None, 0.0, 4.0, 1978-11-29 08:00:00, 0.0
5.0, None, None, None, 0.0, 5.0, 1978-11-29 16:00:00, 0.0
4.0, None, None, None, 2.0, 6.0, 1978-11-30 08:00:00, 0.0
5.0, None, None, None, 4.0, 6.0, 1978-11-30 16:00:00, 0.0
1.0, None, None, None, 1.0, 6.0, 1978-12-01 08:00:00, 0.0
4.0, None, None, None, -1.0, 9.0, 1978-12-04 08:00:00, 0.0
1.0, None, None, None, 1.0, 5.0, 1978-12-04 16:00:00, 0.0
3.0, None, None, None, 2.0, 3.0, 1978-12-05 08:00:00, 0.0
-1.0, None, None, None, -3.0, 3.0, 1978-12-05 16:00:00, 0.0
-5.0, None, None, None, -5.0, 0.0, 1978-12-06 08:00:00, 0.0
-1.0, None, None, None, -5.0, -1.0, 1978-12-06 16:00:00, 0.0
-7.0, None, None, None, -7.0, -1.0, 1978-12-07 08:00:00, 0.0
0.0, None, None, None, -7.0, 0.0, 1978-12-07 16:00:00, 0.0
-2.0, None, None, None, -3.0, 0.0, 1978-12-08 08:00:00, 0.0
1.0, None, None, None, -2.0, 2.0, 1978-12-08 16:00:00, 0.0
