station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
None, None, None, None, None, None, None, 1983-11-14 07:00:00, None, None, None, 0.0
5.0, 100.0, None, None, 5.0, None, 7.5, 1983-11-16 07:00:00, None, None, None, 0.0
6.0, 100.0, None, None, None, None, None, 1983-11-16 14:00:00, None, None, None, None
5.0, 100.0, None, None, 5.0, None, 7.0, 1983-11-17 07:00:00, None, None, None, 0.0
7.0, 72.0, None, None, 4.0, None, 7.0, 1983-11-17 14:00:00, None, None, None, None
2.5, 100.0, None, None, 2.5, None, 3.5, 1983-11-18 07:00:00, None, None, None, 0.0
4.5, 98.0, None, None, 2.5, None, 5.0, 1983-11-18 14:00:00, None, None, None, None
0.0, 100.0, None, None, -0.5, None, 4.5, 1983-11-19 07:00:00, None, None, None, 0.0
2.5, 91.0, None, None, 0.0, None, 2.5, 1983-11-19 14:00:00, None, None, None, None
0.0, 100.0, None, None, 0.0, None, 3.0, 1983-11-20 07:00:00, None, None, None, None
2.0, 95.0, None, None, -0.5, None, 2.0, 1983-11-20 14:00:00, None, None, None, None
0.0, 100.0, None, None, -1.0, None, 4.0, 1983-11-21 07:00:00, None, None, None, 0.0
3.0, 81.0, None, None, 1.0, None, 3.0, 1983-11-21 14:00:00, None, None, None, None
-0.5, 100.0, None, None, -0.5, None, 2.5, 1983-11-22 07:00:00, None, None, None, 0.0
1.0, 100.0, None, None, -0.5, None, 1.0, 1983-11-22 14:00:00, None, None, None, None
0.0, 97.0, None, None, 0.0, None, 1.0, 1983-11-23 07:00:00, None, None, None, 0.0
3.0, 92.0, None, None, 0.0, None, 3.0, 1983-11-23 14:00:00, None, None, None, None
1.5, 92.0, None, None, 0.0, None, 3.0, 1983-11-24 07:00:00, None, None, None, 0.0
3.5, 98.0, None, None, 2.0, None, 4.0, 1983-11-24 14:00:00, None, None, None, None
0.5, 100.0, 14.0, 14.0, -0.5, None, 1.5, 1983-11-25 07:00:00, None, None, None, 14.0
1.0, 100.0, None, None, 0.5, None, 2.0, 1983-11-25 16:00:00, None, None, None, 10.0
0.0, 100.0, None, None, -0.5, None, 1.0, 1983-11-26 07:00:00, None, None, None, 0.0
