station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-14.0, None, None, 2.0, -14.0, None, -2.0, 1975-12-01 07:00:00, None, None, None
-5.0, None, None, None, -14.0, None, -2.0, 1975-12-01 16:00:00, None, None, None
-10.0, None, None, 1.0, -10.0, None, -5.0, 1975-12-02 07:00:00, None, None, None
-10.0, None, None, 4.0, None, None, -10.0, 1975-12-03 07:00:00, None, None, None
-12.0, None, None, 3.0, -14.0, None, -12.0, 1975-12-04 07:00:00, None, None, None
-8.0, None, None, 16.0, None, None, None, 1975-12-05 07:00:00, None, None, None
-3.0, None, None, 12.0, None, None, None, 1975-12-06 07:00:00, None, None, None
5.0, None, None, None, None, None, None, 1975-12-06 16:00:00, None, None, None
6.0, None, None, None, None, None, None, 1975-12-07 07:00:00, None, None, None
-2.0, None, None, 3.0, None, None, None, 1975-12-08 07:00:00, None, None, None
-2.0, None, None, 2.0, None, None, None, 1975-12-09 07:00:00, None, None, None
-8.0, None, None, 2.0, None, None, None, 1975-12-10 07:00:00, None, None, None
-8.0, None, None, 11.0, None, None, None, 1975-12-11 07:00:00, None, None, None
-8.0, None, None, 7.0, None, None, None, 1975-12-12 07:00:00, None, None, None
-8.0, None, None, 27.0, None, None, None, 1975-12-14 09:00:00, None, None, None
-10.0, None, None, 1.0, None, None, None, 1975-12-15 07:00:00, None, None, None
-8.0, None, None, None, None, None, None, 1975-12-16 07:00:00, None, None, None
-6.0, None, None, 6.0, None, None, None, 1975-12-17 07:00:00, None, None, None
-5.0, None, None, 10.0, None, None, None, 1975-12-18 07:00:00, None, None, None
2.0, None, None, 2.0, None, None, None, 1975-12-19 07:00:00, None, None, None
2.0, None, None, 4.0, None, None, None, 1975-12-22 07:00:00, None, None, None
0.0, None, None, 10.0, None, None, None, 1975-12-23 07:00:00, None, None, None
None, None, None, 2.0, None, None, None, 1975-12-24 07:00:00, None, None, None
5.0, None, None, 25.0, None, None, None, 1975-12-28 12:00:00, None, None, None
2.0, None, None, 13.0, None, None, None, 1975-12-29 07:00:00, None, None, None
5.0, None, None, 10.0, None, None, None, 1975-12-29 16:00:00, None, None, None
-2.0, None, None, 2.0, None, None, None, 1975-12-30 07:00:00, None, None, None
-13.0, None, None, None, None, None, None, 1975-12-31 07:00:00, None, None, None
-7.0, None, None, 10.0, None, None, None, 1976-01-02 07:00:00, None, None, None
-12.0, None, None, 20.0, None, None, None, 1976-01-05 07:00:00, None, None, None
-16.0, None, None, 4.0, None, None, None, 1976-01-06 07:00:00, None, None, None
-18.0, None, None, 1.0, None, None, None, 1976-01-07 07:00:00, None, None, None
-16.0, None, None, 10.0, None, None, None, 1976-01-08 07:00:00, None, None, None
-15.0, None, None, None, None, None, None, 1976-01-09 07:00:00, None, None, None
-22.0, None, None, 13.0, None, None, None, 1976-01-12 07:00:00, None, None, None
-26.0, None, None, None, None, None, None, 1976-01-13 07:00:00, None, None, None
-12.0, None, None, 3.0, None, None, None, 1976-01-14 07:00:00, None, None, None
-12.0, None, None, 16.0, None, None, None, 1976-01-15 07:00:00, None, None, None
-8.0, None, None, 40.0, None, None, None, 1976-01-16 07:00:00, None, None, None
-2.0, None, None, 50.0, None, None, None, 1976-01-17 07:00:00, None, None, None
8.0, None, None, None, None, None, None, 1976-01-19 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-01-20 07:00:00, None, None, None
-1.0, None, None, None, None, None, None, 1976-01-21 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-01-22 07:00:00, None, None, None
-5.0, None, None, None, None, None, None, 1976-01-23 07:00:00, None, None, None
-3.0, None, None, None, None, None, None, 1976-01-24 07:00:00, None, None, None
-7.0, None, None, None, None, None, None, 1976-01-26 07:00:00, None, None, None
3.0, None, None, None, None, None, None, 1976-01-27 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-01-28 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-01-29 06:00:00, None, None, None
3.0, None, None, None, None, None, None, 1976-01-30 06:00:00, None, None, None
3.0, None, None, None, None, None, None, 1976-01-31 07:00:00, None, None, None
2.0, None, None, 12.0, None, None, None, 1976-02-01 07:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-02-02 07:00:00, None, None, None
-7.0, None, None, None, None, None, None, 1976-02-03 07:00:00, None, None, None
-15.0, None, None, None, None, None, None, 1976-02-04 07:00:00, None, None, None
-15.0, None, None, None, None, None, None, 1976-02-05 07:00:00, None, None, None
-17.0, None, None, None, None, None, None, 1976-02-06 07:00:00, None, None, None
-3.0, None, None, 1.0, None, None, None, 1976-02-09 06:00:00, None, None, None
-8.0, None, None, 2.0, None, None, None, 1976-02-10 07:00:00, None, None, None
-13.0, None, None, None, None, None, None, 1976-02-11 07:00:00, None, None, None
-7.0, None, None, 10.0, None, None, None, 1976-02-16 07:00:00, None, None, None
-5.0, None, None, 2.0, None, None, None, 1976-02-17 07:00:00, None, None, None
-7.0, None, None, None, None, None, None, 1976-02-18 07:00:00, None, None, None
-13.0, None, None, None, None, None, None, 1976-02-19 07:00:00, None, None, None
-8.0, None, None, 12.0, None, None, None, 1976-02-20 07:00:00, None, None, None
-8.0, None, None, 12.0, None, None, None, 1976-02-23 07:00:00, None, None, None
-5.0, None, None, None, None, None, None, 1976-02-24 07:00:00, None, None, None
-6.0, None, None, None, None, None, None, 1976-02-25 07:00:00, None, None, None
-6.0, None, None, None, None, None, None, 1976-02-26 07:00:00, None, None, None
-8.0, None, None, None, None, None, None, 1976-02-27 07:00:00, None, None, None
-22.0, None, None, None, None, None, None, 1976-02-28 07:00:00, None, None, None
-22.0, None, None, None, None, None, None, 1976-02-29 07:00:00, None, None, None
-4.0, None, None, None, None, None, None, 1976-03-01 07:00:00, None, None, None
-30.0, None, None, None, None, None, None, 1976-03-02 07:00:00, None, None, None
-17.0, None, None, None, None, None, None, 1976-03-03 07:00:00, None, None, None
-19.0, None, None, None, None, None, None, 1976-03-04 07:00:00, None, None, None
-9.0, None, None, None, None, None, None, 1976-03-05 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-03-08 07:00:00, None, None, None
-13.0, None, None, None, None, None, None, 1976-03-11 07:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-03-12 07:00:00, None, None, None
-3.0, None, None, None, None, None, None, 1976-03-15 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-03-16 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-03-17 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-03-18 07:00:00, None, None, None
-7.0, None, None, None, None, None, None, 1976-03-19 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-03-22 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-03-23 07:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-03-24 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-03-25 07:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-03-26 07:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-03-29 07:00:00, None, None, None
-5.0, None, None, None, None, None, None, 1976-03-30 07:00:00, None, None, None
0.0, None, None, 3.0, None, None, None, 1976-11-01 07:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-11-02 07:00:00, None, None, None
7.0, None, None, None, None, None, None, 1976-11-03 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-11-04 07:00:00, None, None, None
4.0, None, None, None, None, None, None, 1976-11-05 07:00:00, None, None, None
4.0, None, None, None, None, None, None, 1976-11-06 07:00:00, None, None, None
10.0, None, None, None, None, None, None, 1976-11-07 06:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-11-08 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-11-09 07:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-11-10 07:00:00, None, None, None
5.0, None, None, None, None, None, None, 1976-11-12 07:00:00, None, None, None
10.0, None, None, 3.0, None, None, None, 1976-11-15 07:00:00, None, None, None
1.0, None, None, None, None, None, None, 1976-11-16 07:00:00, None, None, None
1.0, None, None, None, None, None, None, 1976-11-17 07:00:00, None, None, None
1.0, None, None, 1.0, None, None, None, 1976-11-18 06:00:00, None, None, None
0.0, None, None, 21.0, None, None, None, 1976-11-19 06:00:00, None, None, None
1.0, None, None, None, None, None, None, 1976-11-20 08:00:00, None, None, None
0.0, None, None, 8.0, None, None, None, 1976-11-21 08:00:00, None, None, None
1.0, None, None, 2.0, None, None, None, 1976-11-22 06:00:00, None, None, None
2.0, None, None, None, None, None, None, 1976-11-23 06:00:00, None, None, None
-1.0, None, None, None, None, None, None, 1976-11-24 06:00:00, None, None, None
-3.0, None, None, None, None, None, None, 1976-11-25 06:00:00, None, None, None
-4.0, None, None, None, None, None, None, 1976-11-26 06:00:00, None, None, None
-6.0, None, None, None, None, None, None, 1976-11-27 06:00:00, None, None, None
-5.0, None, None, None, None, None, None, 1976-11-28 06:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-11-29 06:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-11-30 06:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-01 06:00:00, None, None, None
-2.0, None, None, 10.0, None, None, None, 1976-12-02 06:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-03 06:00:00, None, None, None
-5.0, None, None, 17.0, None, None, None, 1976-12-06 06:00:00, None, None, None
0.0, None, None, None, None, None, None, 1976-12-07 06:00:00, None, None, None
-1.0, None, None, 17.0, None, None, None, 1976-12-08 06:00:00, None, None, None
-4.0, None, None, 4.0, None, None, None, 1976-12-09 06:00:00, None, None, None
2.0, None, None, 10.0, None, None, None, 1976-12-10 06:00:00, None, None, None
1.0, None, None, 3.0, None, None, None, 1976-12-12 08:00:00, None, None, None
0.0, None, None, 22.0, None, None, None, 1976-12-15 06:00:00, None, None, None
-4.0, None, None, None, None, None, None, 1976-12-16 06:00:00, None, None, None
-7.0, None, None, 17.0, None, None, None, 1976-12-17 06:00:00, None, None, None
-14.0, None, None, None, None, None, None, 1976-12-18 07:00:00, None, None, None
-8.0, None, None, 12.0, None, None, None, 1976-12-19 08:00:00, None, None, None
0.0, None, None, 16.0, None, None, None, 1976-12-20 06:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-21 06:00:00, None, None, None
-1.0, None, None, 19.0, None, None, None, 1976-12-22 06:00:00, None, None, None
0.0, None, None, 11.0, None, None, None, 1976-12-23 06:00:00, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-24 06:00:00, None, None, None
