station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
3.0, 0.0, 0.0, -11.0, 3.0, 1988-12-03 17:15:00, None, 10.0
1.5, 0.0, 0.0, -11.5, 4.0, 1988-12-04 06:30:00, None, 10.0
2.0, 0.0, 0.0, -11.0, 4.0, 1988-12-04 17:30:00, None, 10.0
-0.5, 0.0, 0.0, -1.0, 3.0, 1988-12-05 06:00:00, None, 10.0
-5.0, 0.0, 0.0, -11.0, 2.0, 1988-12-05 17:15:00, None, 8.0
-8.0, 0.0, 0.0, -11.0, -3.5, 1988-12-06 06:00:00, None, 9.0
-11.0, 0.0, 0.0, -15.5, -4.0, 1988-12-06 17:15:00, None, 9.0
-13.0, 0.0, 0.0, -16.0, -11.0, 1988-12-07 06:00:00, None, 9.0
-8.0, 0.0, 0.0, -15.5, -8.0, 1988-12-07 17:15:00, None, 9.0
-6.0, 14.0, 14.0, -15.5, -6.0, 1988-12-08 06:30:00, None, 21.0
-8.0, 0.0, 0.0, -15.5, -4.0, 1988-12-08 17:15:00, None, 21.0
-9.0, 0.0, 0.0, -10.5, -7.0, 1988-12-09 06:00:00, None, 21.0
-2.0, 0.0, 0.0, -9.5, 0.0, 1988-12-09 17:15:00, None, 21.0
-2.0, 0.0, 0.0, -9.0, 0.0, 1988-12-10 06:30:00, None, 21.0
-2.0, 0.0, 0.0, -10.0, 1.0, 1988-12-10 17:00:00, None, 21.0
-3.0, 0.0, 0.0, -10.0, -1.0, 1988-12-11 07:00:00, None, 18.0
-2.0, 0.0, 0.0, -10.0, 0.5, 1988-12-11 17:00:00, None, 20.0
-11.0, 0.0, 0.0, -11.0, -4.5, 1988-12-12 06:00:00, None, 20.0
-2.0, 0.0, 0.0, -11.5, 0.0, 1988-12-12 17:15:00, None, 20.0
0.0, 15.0, 15.0, -12.0, 1.0, 1988-12-13 06:00:00, None, 34.0
-2.0, 19.0, 4.0, -2.0, 0.0, 1988-12-13 17:00:00, None, 34.0
-10.0, 0.0, 0.0, -12.0, -2.0, 1988-12-14 06:15:00, None, 34.0
-10.5, 0.0, 0.0, -15.5, -6.0, 1988-12-14 17:00:00, None, 34.0
-11.5, 0.0, 0.0, -16.0, -7.0, 1988-12-15 06:15:00, None, 34.0
-10.0, 0.0, 0.0, -15.5, -8.0, 1988-12-15 17:30:00, None, 34.0
-13.5, 0.0, 0.0, -19.0, -9.0, 1988-12-16 06:15:00, None, 34.0
-14.0, 0.0, 0.0, -14.0, -10.0, 1988-12-16 17:00:00, None, 34.0
-16.0, 0.0, 0.0, -17.0, -16.0, 1988-12-17 07:00:00, None, 34.0
-14.0, 0.0, 0.0, -17.0, -11.0, 1988-12-17 17:00:00, None, 34.0
-10.0, 0.0, 0.0, -17.0, -10.0, 1988-12-18 07:00:00, None, 34.0
-1.5, 0.0, 0.0, -17.0, 0.0, 1988-12-18 17:00:00, None, 34.0
-14.0, 0.0, 0.0, -17.0, 0.0, 1988-12-19 06:15:00, None, 34.0
-12.0, 0.0, 0.0, -17.0, 1.0, 1988-12-19 17:00:00, None, 34.0
-11.0, 0.0, 0.0, -17.0, -10.0, 1988-12-20 06:15:00, None, 34.0
-10.0, 0.0, 0.0, -11.0, -9.0, 1988-12-20 17:05:00, None, 34.0
-11.0, 0.0, 0.0, -11.0, -9.0, 1988-12-21 06:00:00, None, 34.0
-9.5, 0.0, 0.0, -11.0, -8.5, 1988-12-21 17:00:00, None, 34.0
-10.0, 0.0, 0.0, -11.0, -6.0, 1988-12-22 06:00:00, None, 34.0
-7.5, 0.0, 0.0, -11.0, -2.0, 1988-12-22 17:00:00, None, 34.0
-9.0, None, 4.0, -11.0, -7.0, 1988-12-23 06:45:00, None, 30.0
-7.0, 0.0, 0.0, -10.0, -6.0, 1988-12-23 17:00:00, None, 30.0
-9.0, None, 1.0, -9.0, -9.0, 1988-12-24 06:45:00, None, 31.0
-7.0, None, None, -9.0, -6.0, 1988-12-24 17:00:00, None, None
-22.0, None, None, -22.0, -7.0, 1988-12-25 06:00:00, None, None
-16.0, None, None, -24.0, -16.0, 1988-12-25 17:00:00, None, None
-19.0, None, None, -21.0, -16.0, 1988-12-26 06:00:00, None, None
-13.0, None, None, -19.0, -13.0, 1988-12-26 17:00:00, None, None
-12.0, 7.0, 3.0, -26.0, -6.0, 1988-12-27 06:00:00, None, 38.0
-12.0, 0.0, 0.0, -12.0, -12.0, 1988-12-27 17:00:00, None, 38.0
-13.0, 0.0, 0.0, -17.0, -10.0, 1988-12-28 06:00:00, None, 38.0
-8.0, 4.0, 3.0, -13.0, -7.0, 1988-12-28 17:15:00, None, 37.0
-3.0, 0.0, 0.0, -13.0, -3.0, 1988-12-29 06:00:00, None, 37.0
-4.0, 0.0, 0.0, -5.5, -2.0, 1988-12-29 17:15:00, None, 37.0
-6.0, 0.0, 0.0, -8.0, -3.0, 1988-12-30 06:00:00, None, 38.0
-9.0, 0.0, 0.0, -9.0, -3.0, 1988-12-30 17:30:00, None, 38.0
-22.0, None, None, -22.0, -10.0, 1988-12-31 06:00:00, None, None
-14.0, None, None, -22.0, -14.0, 1988-12-31 17:00:00, None, None
-12.0, None, None, -16.0, -12.0, 1989-01-01 06:00:00, None, None
-9.0, None, None, -12.0, -8.0, 1989-01-01 17:00:00, None, None
-8.0, 1.0, 1.0, -23.0, -5.0, 1989-01-02 06:10:00, None, 38.0
-9.0, 0.0, 0.0, -22.0, -5.0, 1989-01-02 17:30:00, None, 38.0
-6.0, 6.0, 6.0, -23.0, -6.0, 1989-01-03 06:00:00, None, 41.0
-12.0, 0.0, 0.0, -12.0, -6.0, 1989-01-03 17:15:00, None, 41.0
-15.0, 0.0, 0.0, -15.0, -8.5, 1989-01-04 06:15:00, None, 41.0
-11.0, 0.0, 0.0, -15.0, -8.0, 1989-01-04 17:15:00, None, 41.0
-9.0, 1.0, 1.0, -15.0, -8.5, 1989-01-05 06:15:00, None, 42.0
-9.0, 0.0, 0.0, -15.0, -6.0, 1989-01-05 17:30:00, None, 42.0
-23.0, 1.0, 1.0, -23.0, -7.0, 1989-01-06 06:15:00, None, 42.0
-25.0, 0.0, 0.0, -27.0, -6.0, 1989-01-06 18:30:00, None, 42.0
-34.0, 0.0, 0.0, -36.0, -8.0, 1989-01-07 06:30:00, None, 42.0
-27.0, 0.0, 0.0, -36.0, -13.0, 1989-01-07 17:30:00, None, 42.0
-22.0, 4.0, 4.0, -35.5, -17.0, 1989-01-08 06:30:00, None, 43.0
-21.0, 6.0, 4.0, -35.0, -13.0, 1989-01-08 16:50:00, None, 46.0
-21.0, 10.0, 10.0, -21.0, -15.0, 1989-01-09 06:15:00, None, 51.0
-15.0, 0.0, 0.0, -21.0, -14.0, 1989-01-09 16:45:00, None, 53.0
-16.0, 1.0, 1.0, -17.0, -16.0, 1989-01-10 06:00:00, None, 53.0
-16.0, 0.0, 0.0, -17.0, -11.5, 1989-01-10 16:50:00, None, 53.0
-15.0, 0.0, 0.0, -15.0, -11.0, 1989-01-11 06:15:00, None, 53.0
-10.5, 0.0, 0.0, -15.5, -10.0, 1989-01-11 16:55:00, None, 53.0
-2.0, 0.0, 0.0, -17.0, -1.0, 1989-01-12 06:15:00, None, 53.0
1.0, 1.0, 1.0, -4.0, 4.0, 1989-01-12 17:10:00, None, 54.0
-11.0, 0.0, 0.0, -11.0, 1.0, 1989-01-13 06:15:00, None, 54.0
-8.0, 0.0, 0.0, -14.0, -8.0, 1989-01-13 17:00:00, None, 54.0
-17.0, 0.0, 0.0, -20.0, -4.5, 1989-01-14 06:30:00, None, 54.0
-13.0, 0.0, 0.0, -20.0, -12.0, 1989-01-14 17:15:00, None, 54.0
-8.0, 1.0, 1.0, -20.0, -8.0, 1989-01-15 06:30:00, None, 55.0
-2.0, 1.0, 1.0, -20.0, -2.0, 1989-01-15 17:00:00, None, 55.0
-2.0, 10.0, 10.0, -20.0, -2.0, 1989-01-16 06:15:00, None, 53.0
0.0, 0.0, 0.0, -20.0, 4.0, 1989-01-16 17:10:00, None, 53.0
-2.0, 0.0, 0.0, -4.0, -2.0, 1989-01-17 06:15:00, None, 53.0
-3.0, 0.0, 0.0, -5.0, 3.5, 1989-01-17 16:55:00, None, 53.0
0.0, 0.0, 0.0, -10.5, 3.0, 1989-01-18 06:15:00, None, 53.0
-0.5, 0.0, 0.0, -1.5, 0.5, 1989-01-18 16:55:00, None, 53.0
-3.0, 0.0, 0.0, -6.5, 1.0, 1989-01-19 06:15:00, None, 53.0
0.0, 0.0, 0.0, -6.5, 2.0, 1989-01-19 17:00:00, None, 53.0
-4.5, 1.0, 0.0, -5.5, -1.0, 1989-01-20 06:15:00, None, 53.0
0.0, 0.0, 0.0, -7.0, 4.5, 1989-01-20 17:00:00, None, 53.0
-7.0, 0.0, 0.0, -7.5, 0.0, 1989-01-21 06:30:00, None, 53.0
-3.0, 0.0, 0.0, -11.0, -2.0, 1989-01-21 17:00:00, None, 53.0
-21.5, 0.0, 0.0, -25.5, -1.5, 1989-01-22 06:30:00, None, 53.0
-14.0, 0.0, 0.0, -20.0, -7.0, 1989-01-22 17:00:00, None, 53.0
-23.0, 0.0, 0.0, -24.0, -13.5, 1989-01-23 06:15:00, None, 53.0
-12.0, 0.0, 0.0, -24.0, -12.0, 1989-01-23 17:00:00, None, 53.0
-13.5, 0.0, 0.0, -24.0, -10.0, 1989-01-24 06:15:00, None, 53.0
-6.0, 0.0, 0.0, -24.0, -6.0, 1989-01-24 17:00:00, None, 53.0
-7.0, 6.0, 6.0, -24.0, -3.0, 1989-01-25 06:15:00, None, 53.0
5.0, 0.0, 0.0, -10.0, 8.0, 1989-01-25 17:15:00, None, 50.0
0.0, 0.0, 0.0, -9.0, 6.0, 1989-01-26 06:15:00, None, 49.0
5.0, 0.0, 0.0, -1.0, 8.0, 1989-01-26 17:15:00, None, 47.0
-2.5, 0.0, 0.0, -3.5, 5.0, 1989-01-27 06:15:00, None, 46.0
0.0, 0.0, 0.0, -4.0, 5.0, 1989-01-27 17:15:00, None, 45.0
0.0, 0.0, 0.0, -4.0, 5.0, 1989-01-28 06:30:00, None, 48.0
3.0, 0.0, 0.0, -4.0, 6.0, 1989-01-28 17:15:00, None, 45.0
0.0, 0.0, 0.0, -3.5, 4.0, 1989-01-29 06:30:00, None, 45.0
3.0, 0.0, 0.0, -3.5, 4.0, 1989-01-29 17:15:00, None, 43.0
0.0, 2.0, 2.0, 0.0, 4.0, 1989-01-30 06:15:00, None, 45.0
-21.0, 6.0, 6.0, -21.0, 4.5, 1989-01-30 17:15:00, None, 47.0
-31.0, 10.0, 2.0, -31.0, 4.0, 1989-01-31 06:15:00, None, 48.0
-27.0, 0.0, 0.0, -32.0, -25.0, 1989-01-31 17:30:00, None, 48.0
-25.0, 0.0, 0.0, -33.0, -25.0, 1989-02-01 06:15:00, None, 48.0
-24.0, 0.0, 0.0, -32.0, -23.0, 1989-02-01 17:15:00, None, 48.0
-23.0, 0.0, 0.0, -32.0, -22.0, 1989-02-02 06:15:00, None, 48.0
-22.0, 0.0, 0.0, -25.0, -21.0, 1989-02-02 17:00:00, None, 48.0
-31.0, 0.0, 0.0, -31.0, -22.0, 1989-02-03 06:15:00, None, 48.0
-20.0, 0.0, 0.0, -33.0, -16.0, 1989-02-03 17:15:00, None, 48.0
-30.0, 0.0, 0.0, -33.0, -18.5, 1989-02-04 06:30:00, None, 48.0
-18.0, 0.0, 0.0, -33.0, -10.0, 1989-02-04 17:15:00, None, 42.0
-30.0, 0.0, 0.0, -30.0, -21.0, 1989-02-05 06:30:00, None, 48.0
-18.0, 0.0, 0.0, -30.0, -17.5, 1989-02-05 16:50:00, None, 45.0
-31.0, 0.0, 0.0, -32.0, -16.0, 1989-02-06 06:15:00, None, 45.0
-10.0, 0.0, 0.0, -30.0, -10.0, 1989-02-06 17:15:00, None, 48.0
-28.0, 0.0, 0.0, -30.0, -16.0, 1989-02-07 06:15:00, None, 48.0
-16.5, 0.0, 0.0, -30.5, -16.0, 1989-02-07 17:00:00, None, 48.0
-28.0, 0.0, 0.0, -28.0, -16.0, 1989-02-08 06:15:00, None, 48.0
-16.0, 0.0, 0.0, -29.0, -15.0, 1989-02-08 16:55:00, None, 48.0
-27.5, 0.0, 0.0, -27.5, -15.5, 1989-02-09 06:15:00, None, 48.0
-15.0, 0.0, 0.0, -28.0, -15.0, 1989-02-09 16:55:00, None, 48.0
-26.0, 0.0, 0.0, -28.0, -15.5, 1989-02-10 06:15:00, None, 48.0
-13.0, 0.0, 0.0, -23.0, -11.5, 1989-02-10 17:00:00, None, 48.0
-24.0, 0.0, 0.0, -28.0, -13.5, 1989-02-11 06:30:00, None, 48.0
-11.0, 0.0, 0.0, -23.0, -10.0, 1989-02-11 17:00:00, None, 48.0
-12.0, 0.0, 0.0, -15.0, -9.0, 1989-02-12 06:30:00, None, 48.0
-3.0, 0.0, 0.0, -13.0, -3.0, 1989-02-12 16:55:00, None, 48.0
-14.0, 0.0, 0.0, -14.5, -3.0, 1989-02-13 06:15:00, None, 48.0
-3.0, 0.0, 0.0, -15.5, -2.0, 1989-02-13 16:55:00, None, 47.0
-9.0, 0.0, 0.0, -15.5, -2.0, 1989-02-14 06:15:00, None, 47.0
-1.0, 0.0, 0.0, -15.5, 0.5, 1989-02-14 17:00:00, None, 47.0
-9.0, 1.0, 1.0, -13.0, 1.0, 1989-02-15 06:15:00, None, 47.0
-10.5, 4.0, 4.0, -13.0, 1.0, 1989-02-15 17:00:00, None, 49.0
-29.0, 0.0, 0.0, -29.0, 1.0, 1989-02-16 06:15:00, None, 49.0
-10.0, 0.0, 0.0, -30.0, -7.5, 1989-02-16 17:00:00, None, 49.0
-28.5, 0.0, 0.0, -28.5, -8.0, 1989-02-17 06:15:00, None, 49.0
-13.0, 0.0, 0.0, -30.0, -10.5, 1989-02-17 17:00:00, None, 49.0
-28.0, 0.0, 0.0, -30.0, -10.0, 1989-02-18 06:30:00, None, 49.0
-11.0, 0.0, 0.0, -29.0, -10.0, 1989-02-18 17:00:00, None, 49.0
-17.0, 0.0, 0.0, -29.0, -9.0, 1989-02-19 06:30:00, None, 49.0
-7.0, 0.0, 0.0, -17.0, -5.0, 1989-02-19 17:00:00, None, 49.0
-16.5, 0.1, 0.1, -19.0, -7.5, 1989-02-20 06:15:00, None, 49.0
-5.5, 0.0, 0.0, -19.0, -2.5, 1989-02-20 16:15:00, None, 49.0
-16.0, 0.0, 0.0, -16.0, -3.5, 1989-02-21 06:15:00, None, 49.0
0.0, 0.0, 0.0, -16.0, 0.5, 1989-02-21 17:15:00, None, 49.0
-1.5, 3.0, 3.0, -2.0, -1.0, 1989-02-22 06:15:00, None, 50.0
1.0, 2.0, 1.0, -2.0, 1.0, 1989-02-22 17:15:00, None, 49.0
-1.0, 3.0, 3.0, -2.0, 1.0, 1989-02-23 06:15:00, None, 52.0
1.0, 0.0, 0.0, -4.5, 4.0, 1989-02-23 17:15:00, None, 52.0
-2.0, 0.0, 0.0, -5.0, 0.5, 1989-02-24 06:15:00, None, 52.0
1.0, 0.0, 0.0, -5.0, 3.0, 1989-02-24 17:00:00, None, 50.0
-9.5, 0.0, 0.0, -9.5, 2.0, 1989-02-25 06:15:00, None, 50.0
-4.0, 0.0, 0.0, -9.5, -0.5, 1989-02-25 17:15:00, None, 50.0
-16.0, 0.0, 0.0, -16.0, -4.0, 1989-02-26 06:30:00, None, 50.0
3.5, 0.0, 0.0, -14.0, 3.5, 1989-02-26 17:15:00, None, 50.0
-2.0, 0.0, 0.0, -3.0, 2.0, 1989-02-27 06:15:00, None, 50.0
-8.0, 0.0, 0.0, -8.0, -7.5, 1989-02-27 17:15:00, None, 49.0
-17.0, 0.0, 0.0, -17.0, 2.0, 1989-02-28 06:15:00, None, 49.0
-14.0, 0.0, 0.0, -17.5, -13.0, 1989-02-28 17:15:00, None, 49.0
-29.0, 0.0, 0.0, -30.0, -15.5, 1989-03-01 06:15:00, None, 49.0
-13.0, 0.0, 0.0, -30.0, -12.0, 1989-03-01 17:15:00, None, 49.0
-24.5, 0.0, 0.0, -29.0, -14.0, 1989-03-02 06:15:00, None, 49.0
-7.0, 0.0, 0.0, -25.0, -5.5, 1989-03-02 17:15:00, None, 49.0
-15.0, 0.0, 0.0, -25.0, -8.5, 1989-03-03 06:15:00, None, 49.0
-4.5, 0.0, 0.0, -15.5, -4.0, 1989-03-03 17:15:00, None, 49.0
-9.0, 0.0, 0.0, -14.0, -5.5, 1989-03-04 06:30:00, None, 49.0
-0.5, 0.0, 0.0, -9.0, 1.0, 1989-03-04 17:15:00, None, 49.0
-4.5, 1.0, 1.0, -7.0, -0.5, 1989-03-05 06:30:00, None, 50.0
3.0, 0.0, 0.0, -4.5, 5.0, 1989-03-05 17:00:00, None, 49.0
-8.5, 10.0, 10.0, -8.5, 5.0, 1989-03-06 06:15:00, None, 50.0
-1.0, 2.0, 2.0, -10.0, 5.5, 1989-03-06 16:55:00, None, 50.0
-12.5, 0.0, 0.0, -14.5, 6.0, 1989-03-07 06:15:00, None, 50.0
0.0, 0.0, 0.0, -14.0, 1.0, 1989-03-07 16:55:00, None, 50.0
-13.0, 0.0, 0.0, -14.5, -2.0, 1989-03-08 06:15:00, None, 50.0
3.0, 0.0, 0.0, -14.0, 3.5, 1989-03-08 16:55:00, None, 50.0
-9.0, 0.0, 0.0, -11.5, 3.0, 1989-03-09 06:15:00, None, 50.0
2.5, 0.0, 0.0, -11.0, 4.0, 1989-03-09 17:00:00, None, 50.0
-15.5, 2.0, 2.0, -15.5, 4.0, 1989-03-10 06:15:00, None, 50.0
-11.0, 2.0, 2.0, -15.5, -10.5, 1989-03-10 17:00:00, None, 52.0
-17.0, 1.0, 1.0, -21.0, -11.0, 1989-03-11 06:45:00, None, 53.0
-12.0, 14.0, 14.0, -21.5, -11.5, 1989-03-11 17:00:00, None, 58.0
-12.5, 16.0, 2.0, -21.5, -12.0, 1989-03-12 06:30:00, None, 60.0
-4.0, 0.0, 0.0, -12.0, -4.0, 1989-03-12 17:00:00, None, 60.0
-6.0, 13.0, 13.0, -6.0, -6.0, 1989-03-13 06:00:00, None, 72.0
-1.0, 7.0, 7.0, -6.0, -1.0, 1989-03-13 17:00:00, None, 79.0
-6.0, 6.0, 6.0, -8.5, -3.0, 1989-03-14 06:00:00, None, 79.0
0.0, 0.0, 0.0, -7.0, 0.5, 1989-03-14 17:00:00, None, 79.0
-4.0, 0.1, 0.1, -7.0, 0.0, 1989-03-15 06:15:00, None, 79.0
0.0, 0.0, 0.0, -7.0, 0.0, 1989-03-15 17:00:00, None, 79.0
-19.0, 0.0, 0.0, -19.0, -1.0, 1989-03-16 06:15:00, None, 70.0
-6.0, 0.0, 0.0, -20.0, -6.0, 1989-03-16 17:05:00, None, 70.0
-28.0, 0.0, 0.0, -28.0, -6.0, 1989-03-17 06:15:00, None, 70.0
-5.5, 0.0, 0.0, -28.0, -4.0, 1989-03-17 17:00:00, None, 70.0
-18.0, 0.0, 0.0, -25.0, -4.0, 1989-03-18 06:30:00, None, 70.0
2.0, 0.0, 0.0, -25.0, 2.5, 1989-03-18 17:00:00, None, 68.0
-16.0, 0.0, 0.0, -25.0, 2.0, 1989-03-19 06:30:00, None, 68.0
6.0, 0.0, 0.0, -16.0, 7.0, 1989-03-19 17:15:00, None, 64.0
-12.0, 0.0, 0.0, -17.0, 7.0, 1989-03-20 06:15:00, None, 65.0
3.0, 0.0, 0.0, -12.0, 3.5, 1989-03-20 17:15:00, None, 64.0
-2.0, 0.0, 0.0, -2.5, 3.0, 1989-03-21 06:00:00, None, 64.0
5.0, None, None, -2.0, 5.5, 1989-03-21 17:15:00, None, 60.0
-11.0, 0.0, 0.0, -11.0, 5.0, 1989-03-22 06:15:00, None, 60.0
5.0, 0.0, 0.0, -11.0, 6.5, 1989-03-22 17:15:00, None, 58.0
0.0, 0.0, 0.0, -2.0, 4.0, 1989-03-23 06:00:00, None, 58.0
5.0, None, None, 0.0, 6.5, 1989-03-23 17:00:00, None, None
-6.0, 0.0, 0.0, -6.0, 7.0, 1989-03-24 06:15:00, None, 57.0
6.0, 0.0, 0.0, -7.0, 7.0, 1989-03-24 17:15:00, None, 57.0
-5.0, 0.0, 0.0, -5.0, -2.0, 1989-03-25 06:00:00, None, 57.0
5.0, 0.0, 0.0, -5.0, 7.0, 1989-03-25 17:15:00, None, 54.0
-2.0, 0.0, 0.0, -2.0, 7.0, 1989-03-26 06:30:00, None, 54.0
7.0, 0.0, 0.0, -1.0, 7.0, 1989-03-26 17:15:00, None, 53.0
-2.0, 0.0, 0.0, -2.0, 7.0, 1989-03-27 06:15:00, None, 54.0
3.0, 0.0, 0.0, -2.0, 7.0, 1989-03-27 17:15:00, None, 51.0
-4.0, 0.0, 0.0, -5.0, 3.0, 1989-03-28 06:10:00, None, 52.0
6.0, 0.0, 0.0, -4.0, 7.0, 1989-03-28 17:15:00, None, 50.0
-8.5, 0.0, 0.0, -8.5, 4.5, 1989-03-29 06:10:00, None, 50.0
8.0, 0.0, 0.0, -9.5, 8.5, 1989-03-29 17:00:00, None, 46.0
-9.0, 0.0, 0.0, -9.5, 8.5, 1989-03-30 06:00:00, None, 45.0
3.5, 0.0, 0.0, -9.0, 8.5, 1989-03-30 17:00:00, None, 44.0
-2.0, 0.0, 0.0, -2.0, 5.0, 1989-03-31 06:03:00, None, 43.0
4.0, 0.0, 0.0, -1.0, 8.0, 1989-03-31 17:00:00, None, 42.0
-5.0, 0.0, 0.0, -5.0, 4.5, 1989-04-01 06:30:00, None, 42.0
3.0, 0.0, 0.0, -5.0, 6.0, 1989-04-01 17:00:00, None, 41.0
-1.0, 0.0, 0.0, -1.0, 1.0, 1989-04-02 06:30:00, None, 41.0
5.5, 0.0, 0.0, -3.0, 5.5, 1989-04-02 17:00:00, None, 40.0
-3.0, 0.0, 0.0, -3.5, 7.0, 1989-04-03 06:30:00, None, 40.0
8.0, 0.0, 0.0, -4.0, 8.0, 1989-04-03 14:30:00, None, 40.0
-4.5, 0.0, 0.0, -6.0, 8.0, 1989-04-04 06:30:00, None, 38.0
6.5, 0.0, 0.0, -6.0, 7.0, 1989-04-04 14:30:00, None, 35.0
-2.0, 0.0, 0.0, -4.0, 8.0, 1989-04-05 06:30:00, None, 35.0
7.0, 0.0, 0.0, -3.0, 7.0, 1989-04-05 14:00:00, None, 34.0
-3.0, 0.0, 0.0, -4.5, 8.0, 1989-04-06 06:30:00, None, 34.0
2.0, 0.0, 0.0, -3.0, 2.0, 1989-04-06 15:00:00, None, 32.0
-0.5, 3.0, 3.0, -3.0, 2.5, 1989-04-07 06:30:00, None, 35.0
4.5, 0.0, 0.0, -0.5, 5.0, 1989-04-07 14:30:00, None, 32.0
-3.0, None, None, -3.0, 5.0, 1989-04-08 07:00:00, None, None
3.0, None, None, -3.0, 3.0, 1989-04-08 15:00:00, None, None
-8.5, None, None, -8.5, 6.0, 1989-04-09 07:00:00, None, None
7.0, None, None, -10.0, 7.0, 1989-04-09 15:00:00, None, None
-8.5, 0.0, 0.0, -9.0, 12.0, 1989-04-10 06:30:00, None, 24.0
14.5, 0.0, 0.0, -8.5, 14.5, 1989-04-10 15:15:00, None, 20.0
3.0, 0.0, 0.0, 3.0, 14.5, 1989-04-11 06:30:00, None, 18.0
15.0, 0.0, 0.0, 3.0, 15.0, 1989-04-11 15:30:00, None, 15.0
1.0, 0.0, 0.0, 0.5, 15.0, 1989-04-12 06:30:00, None, 15.0
12.0, 0.0, 0.0, 1.0, 16.0, 1989-04-12 15:15:00, None, 12.0
-3.0, 0.0, 0.0, -3.0, 15.0, 1989-04-13 06:30:00, None, 10.0
13.0, 0.0, 0.0, -2.0, 13.0, 1989-04-13 15:15:00, None, 7.0
