station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
11.5, 75.0, 0.0, 0.0, 2.5, None, 11.5, 1980-01-30 05:30:00, 13.0, 5.0, None, 0.0
11.0, 75.0, None, None, 8.5, None, 11.5, 1983-03-14 14:20:00, 0.0, None, None, 0.0
5.0, 95.0, None, None, 5.0, None, 11.0, 1983-03-15 06:00:00, 0.0, None, None, None
6.0, 94.0, None, None, 5.0, None, 11.5, 1983-03-15 06:53:00, 0.0, None, None, 0.0
4.5, 90.0, None, None, -2.5, None, 12.0, 1983-03-16 06:45:00, 1.0, None, None, 0.0
5.5, 85.0, None, None, 4.0, None, 5.5, 1983-03-16 08:30:00, 0.0, None, None, 0.0
18.0, 40.0, None, None, 5.0, None, 18.0, 1983-03-16 15:00:00, 0.0, None, None, 0.0
6.5, 78.0, None, None, -1.5, None, 17.5, 1983-03-17 06:00:00, 0.0, None, None, 0.0
15.0, 55.0, None, None, 6.0, None, 17.5, 1983-03-17 16:30:00, 0.0, None, None, 0.0
6.0, 80.0, None, None, 4.0, None, 18.0, 1983-03-18 06:00:00, 0.0, None, None, 0.0
9.0, 73.0, None, None, 5.0, None, 18.0, 1983-03-18 16:00:00, 0.0, None, None, 0.0
5.0, 86.0, None, None, 4.0, None, 8.0, 1983-03-19 06:25:00, 0.0, None, None, 0.0
14.0, 76.0, None, None, 4.0, None, 14.0, 1983-03-19 16:45:00, 0.0, None, None, 0.0
4.5, 87.0, None, None, 4.5, None, 13.0, 1983-03-20 06:25:00, 0.0, None, None, 0.0
14.0, 64.0, None, None, 4.0, None, 14.0, 1983-03-20 15:30:00, 0.0, None, None, 0.0
6.5, 85.0, None, None, 5.0, None, 13.0, 1983-03-21 06:30:00, 0.0, None, None, 0.0
10.5, 77.0, None, None, 4.0, None, 14.0, 1983-03-21 16:00:00, 0.0, None, None, 0.0
6.5, 95.0, None, None, -1.0, None, 13.0, 1983-03-22 06:00:00, 1.0, None, None, 0.0
12.0, 73.0, None, None, 6.0, None, 13.5, 1983-03-22 16:15:00, 1.0, None, None, 0.0
9.0, 75.0, None, None, 0.5, None, 13.0, 1983-03-23 06:00:00, 2.0, None, None, 0.0
8.0, 93.0, None, None, 7.0, None, 12.0, 1983-03-23 16:00:00, 4.0, None, None, 0.0
3.5, 90.0, None, None, -3.5, None, 8.0, 1983-03-24 06:00:00, 1.0, None, None, 0.0
13.0, 65.0, None, None, 3.0, None, 14.0, 1983-03-24 16:00:00, 0.0, None, None, 0.0
4.5, 90.0, None, None, 3.0, None, 14.0, 1983-03-25 06:00:00, 0.0, None, None, 0.0
13.5, 71.0, None, None, 3.0, None, 14.0, 1983-03-25 16:00:00, 0.0, None, None, 0.0
6.5, 90.0, None, None, 6.0, None, 13.5, 1983-03-26 06:00:00, None, None, None, 0.0
11.5, 62.0, None, None, 6.0, None, 12.5, 1983-03-26 16:00:00, None, None, None, 0.0
4.0, 96.0, None, None, 2.0, None, 12.5, 1983-03-27 06:00:00, None, None, None, 0.0
10.0, 76.0, None, None, 4.0, None, 11.5, 1983-03-27 16:30:00, None, None, None, 0.0
5.0, 93.0, None, None, 4.5, None, 12.5, 1983-03-28 06:00:00, None, None, None, 0.0
5.5, 95.0, None, None, 4.5, None, 7.0, 1983-03-28 16:30:00, None, None, None, 0.0
6.0, 93.0, None, None, 4.5, None, 6.0, 1983-03-29 06:00:00, None, None, None, 0.0
7.0, 96.0, None, None, 5.5, None, 8.0, 1983-03-29 16:00:00, None, None, None, 0.0
6.0, 95.0, None, None, 6.0, None, 9.5, 1983-03-30 06:00:00, 1.0, None, None, 0.0
7.5, 96.0, None, None, 5.5, None, 10.0, 1983-03-30 16:00:00, 11.0, None, None, 0.0
5.0, 96.0, None, None, 4.5, None, 7.0, 1983-03-31 06:00:00, 9.0, None, None, 0.0
11.0, 81.0, None, None, 4.0, None, 12.0, 1983-03-31 16:00:00, 0.0, None, None, 0.0
4.5, 85.0, None, None, 4.0, None, 10.0, 1983-04-01 06:00:00, 0.0, None, None, None
3.0, 97.0, None, None, 3.0, None, 6.0, 1983-04-01 18:00:00, 18.0, None, None, None
3.0, 97.0, None, None, 2.5, None, 3.5, 1983-04-02 06:00:00, 2.0, None, None, None
4.0, 97.0, None, None, 2.5, None, 7.5, 1983-04-02 18:00:00, 0.0, None, None, None
2.5, 96.0, None, None, 2.5, None, 4.0, 1983-04-03 06:00:00, 0.0, None, None, None
7.0, 94.0, None, None, 2.5, None, 9.0, 1983-04-03 18:00:00, 0.0, None, None, None
1.0, 97.0, None, None, 0.5, None, 7.0, 1983-04-04 06:00:00, 0.0, None, None, None
10.0, 90.0, None, None, 1.0, None, 12.0, 1983-04-04 18:00:00, 0.0, None, None, None
2.0, 96.0, None, None, 2.0, None, 10.0, 1983-04-05 06:00:00, 0.0, None, None, None
9.0, 85.0, None, None, 2.0, None, 12.5, 1983-04-05 18:00:00, 0.0, None, None, None
9.0, 96.0, None, None, 4.0, None, 15.5, 1983-04-06 08:30:00, 0.0, None, None, 0.0
13.0, 79.0, None, None, 6.0, None, 13.0, 1983-04-06 12:45:00, 0.0, None, None, 0.0
8.0, 85.0, None, None, 6.0, None, 14.0, 1983-04-07 09:35:00, 0.0, None, None, 0.0
10.5, 96.0, None, None, 7.5, None, 19.5, 1983-10-03 08:15:00, 0.0, None, None, 0.0
11.0, 95.0, None, None, 7.5, None, 11.0, 1983-10-03 15:50:00, 0.0, None, None, 0.0
7.0, 95.0, None, None, 7.0, None, 11.0, 1983-10-04 08:00:00, 0.0, None, None, 0.0
16.5, 68.0, None, None, 7.0, None, 16.5, 1983-10-04 15:55:00, 0.0, None, None, 0.0
7.0, 92.0, None, None, 6.0, None, 16.5, 1983-10-05 08:10:00, 0.0, None, None, 0.0
15.0, 79.0, None, None, 6.5, None, 15.0, 1983-10-05 16:00:00, 0.0, None, None, 0.0
9.0, 94.0, None, None, 7.0, None, 15.0, 1983-10-06 08:25:00, 0.0, None, None, 0.0
15.5, 74.0, None, None, 9.0, None, 15.5, 1983-10-06 15:50:00, 0.0, None, None, 0.0
7.0, 98.0, None, None, 6.0, None, 15.5, 1983-10-07 08:00:00, 0.0, None, None, 0.0
14.0, 76.0, None, None, 6.0, None, 14.0, 1983-10-07 16:05:00, 0.0, None, None, 0.0
