station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
4.0, None, None, None, None, 1975-11-06 07:00:00, 0.0
7.0, None, None, None, None, 1975-11-06 16:00:00, 0.0
-1.0, None, None, None, None, 1975-11-07 07:00:00, 0.0
6.0, None, None, None, None, 1975-11-07 16:00:00, 0.0
None, None, None, None, None, 1975-11-08 07:00:00, 0.0
None, None, None, None, None, 1975-11-08 16:00:00, 0.0
None, None, 2.0, None, None, 1975-11-09 07:00:00, 2.0
None, None, None, None, None, 1975-11-09 16:00:00, 0.0
-1.0, None, None, None, None, 1975-11-10 07:00:00, 0.0
1.0, None, None, None, None, 1975-11-10 16:00:00, 0.0
-5.0, None, None, -8.0, None, 1975-11-11 07:00:00, 0.0
-5.0, None, None, None, 8.0, 1975-11-11 16:00:00, 0.0
-4.0, None, None, -8.0, 5.0, 1975-11-12 07:00:00, 0.0
8.0, None, None, -7.0, 8.0, 1975-11-12 16:00:00, 0.0
-6.0, None, None, -7.0, 8.0, 1975-11-13 07:00:00, 0.0
7.0, None, None, -6.0, 7.0, 1975-11-13 16:00:00, 0.0
2.0, None, None, -4.0, 8.0, 1975-11-14 07:00:00, 0.0
8.0, None, None, 2.0, 8.0, 1975-11-14 16:00:00, 0.0
7.0, None, None, -3.0, 8.0, 1975-11-15 07:00:00, 0.0
7.0, None, None, -3.0, 10.0, 1975-11-15 16:00:00, 90.0
4.0, None, None, -1.0, 7.0, 1975-11-16 07:00:00, 0.0
4.0, None, None, -1.0, 5.0, 1975-11-16 16:00:00, 0.0
-1.0, None, 15.0, -2.0, 4.0, 1975-11-17 07:00:00, 15.0
6.0, None, None, -1.0, 6.0, 1975-11-17 16:00:00, 10.0
-3.0, None, None, -6.0, 6.0, 1975-11-18 07:00:00, None
7.0, None, None, -3.0, 7.0, 1975-11-18 16:00:00, None
9.0, None, None, 7.0, 9.0, 1975-11-19 07:00:00, 0.0
-1.0, None, None, -9.0, 9.0, 1975-11-19 16:00:00, 0.0
11.0, None, None, -1.0, 11.0, 1975-11-20 07:00:00, 0.0
2.0, None, None, 1.0, 9.0, 1975-11-21 07:00:00, 0.0
0.0, None, None, -13.0, 2.0, 1975-11-21 16:00:00, 0.0
-6.0, None, None, -11.0, -1.0, 1975-11-22 07:00:00, 0.0
-1.0, None, 2.0, -17.0, 1.0, 1975-11-22 16:00:00, 2.0
