station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
3.0, 96.0, None, None, 3.0, None, 13.0, 1979-12-07 18:00:00, None, None
2.0, 97.0, None, None, 2.0, None, 3.0, 1979-12-08 06:00:00, None, None
2.0, 97.0, None, None, 2.0, None, 2.5, 1979-12-08 18:00:00, None, None
3.0, 97.0, None, None, 2.0, None, 3.0, 1979-12-09 06:00:00, None, None
-2.0, 95.0, None, None, -2.0, None, 3.5, 1979-12-09 18:00:00, None, None
-3.0, 92.0, None, None, -3.0, None, -2.0, 1979-12-10 06:00:00, None, None
-3.0, 95.0, None, None, -4.0, None, -3.0, 1979-12-10 18:00:00, None, None
-2.0, 93.0, None, None, -3.0, None, -2.0, 1979-12-11 06:00:00, None, None
1.0, 93.0, None, None, -2.0, None, 1.0, 1979-12-11 18:00:00, None, None
-3.0, 90.0, None, None, -3.0, None, 0.5, 1979-12-12 06:00:00, None, None
-2.0, 93.0, None, None, -3.0, None, -2.0, 1979-12-12 18:00:00, None, None
-2.5, 96.0, None, None, -2.5, None, -2.5, 1979-12-13 06:00:00, None, None
0.5, 97.0, None, None, -2.5, None, 0.5, 1979-12-13 18:00:00, None, None
2.5, 97.0, None, None, 0.5, None, 2.5, 1979-12-14 06:00:00, None, None
-8.0, 68.0, None, None, -8.0, None, 2.0, 1979-12-14 18:00:00, None, None
-13.0, 60.0, None, None, -13.0, None, -8.0, 1979-12-15 06:00:00, None, None
-12.0, 70.0, None, None, -12.0, None, -12.0, 1979-12-15 18:00:00, None, None
-8.0, 87.0, None, None, -12.0, None, -8.0, 1979-12-16 06:00:00, None, None
-2.0, 97.0, None, None, -8.0, None, -2.0, 1979-12-16 18:00:00, None, None
1.0, 97.0, None, None, -3.0, None, 1.0, 1979-12-17 06:00:00, None, None
1.0, 97.0, None, None, 1.0, None, 1.0, 1979-12-17 18:00:00, None, None
1.0, 97.0, None, None, 1.0, None, 1.0, 1979-12-18 06:00:00, None, None
1.0, 97.0, None, None, 1.0, None, 2.5, 1979-12-18 18:00:00, None, None
1.0, 97.0, None, None, 1.0, None, 1.5, 1979-12-19 06:00:00, None, None
1.0, 97.0, None, None, 1.0, None, 1.5, 1979-12-19 18:00:00, None, None
0.0, 97.0, None, None, 0.0, None, 0.5, 1979-12-20 06:00:00, None, None
0.5, 97.0, None, None, 0.5, None, 2.0, 1979-12-20 18:00:00, None, None
3.0, 96.0, None, None, 0.0, None, 3.0, 1979-12-21 06:00:00, None, None
1.0, 86.0, None, None, 1.0, None, 2.0, 1979-12-21 18:00:00, None, None
-1.0, 90.0, None, None, -2.5, None, -1.0, 1979-12-22 06:00:00, None, None
-3.0, 56.0, None, None, -6.0, None, -1.0, 1979-12-22 18:00:00, None, None
0.0, 52.0, None, None, -3.0, None, 0.0, 1979-12-23 06:00:00, None, None
0.0, 59.0, None, None, 0.0, None, 1.0, 1979-12-23 18:00:00, None, None
-3.0, 88.0, None, None, -3.0, None, 0.0, 1979-12-24 06:00:00, None, None
-2.0, 97.0, None, None, -2.0, None, 0.0, 1979-12-24 18:00:00, None, None
-2.0, 97.0, None, None, -3.0, None, -2.0, 1979-12-25 06:00:00, None, None
0.0, 97.0, None, None, -1.5, None, 1.5, 1979-12-25 18:00:00, None, None
0.5, 97.0, None, None, 0.5, None, 0.5, 1979-12-26 06:00:00, None, None
1.0, 97.0, None, None, 0.5, None, 1.5, 1979-12-26 18:00:00, None, None
-2.5, 97.0, None, None, -2.5, None, 1.0, 1979-12-27 06:00:00, None, None
-2.0, 97.0, None, None, -2.5, None, 3.0, 1979-12-27 18:00:00, None, None
-6.0, 95.0, None, None, -6.0, None, 3.0, 1979-12-28 06:00:00, None, None
-0.5, 97.0, None, None, -6.0, None, -0.5, 1979-12-28 18:00:00, None, None
-4.0, 96.0, None, None, -4.0, None, 0.0, 1979-12-29 06:00:00, None, None
