station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-7.0, None, None, None, None, None, None, 1981-11-04 18:00:00, None, None, None
-2.0, None, None, None, -2.0, None, 7.0, 1981-11-05 06:00:00, None, None, None
2.5, None, None, None, -2.0, None, 8.5, 1981-11-05 18:00:00, None, None, None
-2.5, None, None, None, -3.0, None, 2.5, 1981-11-06 06:00:00, None, None, None
4.0, None, None, None, -2.5, None, 6.5, 1981-11-06 18:00:00, None, None, None
2.5, None, None, None, 2.5, None, 4.0, 1981-11-07 06:00:00, None, None, None
7.5, None, None, None, 2.5, None, 12.0, 1981-11-07 18:00:00, None, None, None
1.0, None, None, None, 1.0, None, 7.5, 1981-11-08 06:00:00, None, None, None
5.5, None, None, None, 1.0, None, 8.5, 1981-11-08 18:00:00, None, None, None
2.5, None, None, None, 2.5, None, 6.5, 1981-11-09 06:00:00, None, None, None
7.0, None, None, None, 2.5, None, 11.5, 1981-11-09 18:00:00, None, None, None
-0.5, None, None, None, -0.5, None, 7.0, 1981-11-10 06:00:00, None, None, None
7.0, None, None, None, -0.5, None, 9.0, 1981-11-10 18:00:00, None, None, None
9.5, None, None, None, 6.5, None, 9.5, 1981-11-11 06:00:00, None, None, None
12.0, None, None, None, 9.5, None, 14.5, 1981-11-11 18:00:00, None, None, None
6.5, None, None, None, 6.5, None, 13.0, 1981-11-12 07:30:00, None, None, None
8.0, 85.0, None, None, 6.5, None, 9.0, 1981-11-12 15:30:00, None, None, None
3.0, 94.0, None, None, 2.5, None, 8.0, 1981-11-13 07:00:00, None, None, None
7.0, 72.0, None, None, 3.0, None, 7.5, 1981-11-13 15:30:00, None, None, None
5.0, 90.0, None, None, 4.0, None, 7.0, 1981-11-14 07:00:00, None, None, None
7.5, 75.0, None, None, 5.0, None, 7.5, 1981-11-14 15:00:00, None, None, None
4.0, 85.0, None, None, 4.0, None, 8.5, 1981-11-15 07:00:00, None, None, None
6.0, 80.0, None, None, 3.0, None, 7.0, 1981-11-15 15:00:00, None, None, None
3.5, 97.0, None, None, 3.5, None, 6.0, 1981-11-16 07:00:00, None, None, None
10.0, 55.0, None, None, 3.0, None, 11.5, 1981-11-16 15:15:00, None, None, None
1.0, 83.0, None, None, 0.0, None, 10.0, 1981-11-17 07:00:00, None, None, None
3.0, 88.0, None, None, 1.0, None, 4.5, 1981-11-17 15:30:00, None, None, None
2.0, 93.0, None, None, 1.5, None, 3.0, 1981-11-18 07:00:00, None, None, None
5.5, 85.0, None, None, 2.0, None, 5.5, 1981-11-18 15:00:00, None, None, None
2.0, 95.0, None, None, 2.0, None, 5.5, 1981-11-19 06:00:00, None, None, None
5.0, 80.0, None, None, 2.0, None, 6.5, 1981-11-19 18:00:00, None, None, None
4.5, 90.0, None, None, 4.0, None, 5.0, 1981-11-20 07:00:00, None, None, None
8.0, 75.0, None, None, 4.5, None, 8.0, 1981-11-20 15:00:00, None, None, None
6.0, 89.0, None, None, 5.5, None, 7.0, 1981-11-21 07:00:00, None, None, None
8.0, 73.0, None, None, 4.0, None, 8.0, 1981-11-21 15:30:00, None, None, None
6.0, 70.0, None, None, None, None, None, 1981-11-23 15:00:00, None, None, None
1.0, 95.0, None, None, 1.0, None, 6.0, 1981-11-24 07:00:00, None, None, None
5.0, 70.0, None, None, 1.0, None, 6.0, 1981-11-24 15:30:00, None, None, None
-1.0, 92.0, None, None, -1.0, None, 5.0, 1981-11-25 07:00:00, None, None, None
2.0, 82.0, None, None, -1.0, None, 2.5, 1981-11-25 15:30:00, None, None, None
1.0, 79.0, None, None, 0.0, None, 1.0, 1981-11-26 06:30:00, None, None, None
3.5, None, None, None, 1.0, None, 4.0, 1981-11-26 18:00:00, None, None, None
-1.5, 60.0, None, None, -1.5, None, 4.0, 1981-11-27 07:00:00, None, None, None
1.0, 55.0, None, None, -1.5, None, 2.0, 1981-11-27 15:00:00, None, None, None
-3.0, 76.0, None, None, -5.0, None, 1.0, 1981-11-28 07:00:00, None, None, None
0.5, 63.0, None, None, -3.0, None, 1.0, 1981-11-28 15:00:00, None, None, None
2.0, 87.0, None, None, 0.0, None, 3.0, 1981-11-29 07:00:00, None, None, None
5.0, 67.0, None, None, 2.0, None, 6.5, 1981-11-29 15:00:00, None, None, None
-2.0, 95.0, None, None, -2.5, None, 5.0, 1981-11-30 07:00:00, None, None, None
1.0, 70.0, None, None, -2.0, None, 1.0, 1981-11-30 15:30:00, None, None, None
2.5, 92.0, None, None, 2.0, None, 5.0, 1981-12-01 07:00:00, None, None, None
8.5, 40.0, None, None, 1.0, None, 9.0, 1981-12-01 15:00:00, None, None, None
1.0, 98.0, None, None, 1.0, None, 8.5, 1981-12-02 07:00:00, None, None, None
4.0, 70.0, None, None, 0.0, None, 7.0, 1981-12-02 15:00:00, None, None, None
-3.5, 96.0, None, None, -3.5, None, 4.0, 1981-12-03 07:00:00, None, None, None
0.5, 68.0, None, None, -3.5, None, 1.0, 1981-12-03 15:00:00, None, None, None
-1.0, 95.0, None, None, -2.5, None, 0.5, 1981-12-04 07:00:00, None, None, None
2.0, 79.0, None, None, -1.0, None, 2.0, 1981-12-04 15:00:00, None, None, None
6.5, 85.0, None, None, 1.5, None, 6.5, 1981-12-05 07:00:00, None, None, None
5.5, 95.0, None, None, 3.5, None, 6.5, 1981-12-05 15:00:00, None, None, None
-0.5, 100.0, None, None, -1.0, None, 5.5, 1981-12-06 07:00:00, None, None, None
1.5, 96.0, None, None, -0.5, None, 4.0, 1981-12-06 15:00:00, None, None, None
-0.5, 98.0, None, None, -1.0, None, 1.5, 1981-12-07 07:00:00, None, None, None
2.0, 90.0, None, None, -0.5, None, 2.0, 1981-12-07 15:00:00, None, None, None
-5.5, 95.0, None, None, -5.5, None, 2.0, 1981-12-08 07:00:00, None, None, None
-2.0, 70.0, None, None, -5.5, None, -2.0, 1981-12-08 15:00:00, None, None, None
-4.5, 92.0, None, None, -4.5, None, -1.5, 1981-12-09 07:00:00, None, None, None
-3.5, 95.0, None, None, -4.5, None, -3.0, 1981-12-09 15:00:00, None, None, None
-3.0, 98.0, None, None, -4.0, None, -3.0, 1981-12-10 07:00:00, None, None, None
1.0, 96.0, None, None, -3.0, None, 1.0, 1981-12-10 15:00:00, None, None, None
-7.0, 95.0, None, None, -7.0, None, 1.5, 1981-12-11 07:00:00, None, None, None
-3.0, 80.0, None, None, -7.0, None, -2.5, 1981-12-11 15:00:00, None, None, None
-11.0, 89.0, None, None, -11.0, None, -3.0, 1981-12-12 07:00:00, None, None, None
-9.0, 79.0, None, None, -11.0, None, -5.5, 1981-12-12 15:00:00, None, None, None
-14.0, 79.0, None, None, -14.5, None, -9.0, 1981-12-13 07:00:00, None, None, None
-9.0, 70.0, None, None, -14.0, None, -8.0, 1981-12-13 14:00:00, None, None, None
