station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
-4.0, 65.0, None, None, -5.0, None, -1.0, 1981-12-28 18:30:00, None, None, 0.0
-7.0, 80.0, None, None, -13.0, None, -2.0, 1981-12-29 07:30:00, None, None, 0.0
-5.0, 90.0, None, None, -7.0, None, -3.0, 1981-12-29 19:15:00, None, None, 0.0
-5.0, 82.0, None, None, -11.0, None, -5.0, 1981-12-30 07:45:00, None, None, 0.0
-1.0, 58.0, 1.0, 1.0, -19.0, None, -1.0, 1981-12-30 21:00:00, None, None, 1.0
-6.0, 72.0, 25.0, 25.0, -7.0, None, -1.0, 1981-12-31 07:45:00, None, None, 25.0
-5.0, 69.0, 1.0, 1.0, -19.0, None, -1.0, 1981-12-31 20:45:00, None, None, 1.0
-8.0, 65.0, None, None, -19.0, None, -1.0, 1982-01-02 19:00:00, None, None, 1.0
-12.0, None, None, None, -18.0, None, -8.0, 1982-01-03 06:45:00, None, None, 0.0
-11.0, 70.0, None, None, -12.0, None, -8.0, 1982-01-03 19:05:00, None, None, 0.0
-12.0, None, None, None, -16.0, None, -9.0, 1982-01-04 06:45:00, None, None, 0.0
-13.0, None, None, None, -16.0, None, -8.0, 1982-01-04 19:00:00, None, None, 0.0
-10.5, None, None, None, -13.0, None, -9.0, 1982-01-05 09:30:00, None, None, 0.0
-4.0, 85.0, None, None, -10.5, None, -4.0, 1982-01-05 18:30:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-01-06 06:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-01-06 18:00:00, 23.0, None, None
None, None, None, None, None, None, None, 1982-01-07 06:00:00, 38.0, None, None
5.0, 95.0, None, None, -10.0, None, 5.0, 1982-01-07 17:55:00, None, None, 5.0
None, None, None, None, None, None, None, 1982-01-07 18:00:00, 28.0, None, None
None, None, None, None, None, None, None, 1982-01-08 06:00:00, 32.0, None, None
7.0, 95.0, None, None, -11.0, None, 7.0, 1982-01-08 17:30:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-01-08 18:00:00, 43.0, None, None
None, None, None, None, None, None, None, 1982-01-09 06:00:00, 30.0, None, None
None, None, None, None, None, None, None, 1982-01-09 18:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-01-10 06:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-01-10 18:00:00, 9.0, None, None
None, None, None, None, None, None, None, 1982-01-11 06:00:00, 13.0, None, None
None, None, None, None, None, None, None, 1982-01-11 18:00:00, 7.0, None, None
2.0, 95.0, None, None, -2.0, None, 7.0, 1982-01-11 19:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-01-12 06:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-01-12 18:00:00, 2.0, None, None
5.0, 90.0, None, None, -2.0, None, 7.0, 1982-01-12 19:00:00, None, None, 0.0
7.0, 94.0, None, None, -3.0, None, 8.0, 1982-01-13 14:10:00, None, None, 0.0
6.0, 86.0, None, None, 6.0, None, 8.0, 1982-01-13 21:10:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-01-14 06:00:00, 14.0, None, None
7.0, 92.0, None, None, 6.0, None, 7.0, 1982-01-14 08:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-01-14 18:00:00, 4.0, None, None
4.0, 90.0, None, None, 3.0, None, 7.0, 1982-01-14 19:10:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-01-15 06:00:00, 0.0, None, None
2.5, 70.0, None, None, -1.0, None, 11.0, 1982-01-15 08:00:00, None, None, 0.0
0.0, 79.0, 2.0, 2.0, -2.0, None, 7.0, 1982-01-15 18:30:00, None, None, 2.0
None, None, None, None, None, None, None, 1982-01-16 06:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-01-16 18:00:00, 2.0, None, None
-5.0, 91.0, 10.0, 10.0, -5.0, None, 2.0, 1982-01-17 08:00:00, None, None, 15.0
None, None, None, None, None, None, None, 1982-01-17 18:00:00, 1.0, None, None
-3.0, None, 3.0, 3.0, -7.0, None, -2.0, 1982-01-17 21:45:00, None, None, 3.0
None, None, None, None, None, None, None, 1982-01-18 06:00:00, 1.0, None, None
-3.0, 96.0, 3.0, None, -6.0, None, -3.0, 1982-01-18 09:42:00, None, None, 6.0
-2.0, 93.0, 3.0, 1.0, -6.0, None, -1.0, 1982-01-18 19:00:00, None, None, 6.0
-3.0, 92.0, 2.0, 1.0, -6.0, None, -1.0, 1982-01-19 04:30:00, None, None, 5.0
None, None, None, None, None, None, None, 1982-01-19 06:00:00, 0.0, None, None
-4.0, 82.0, 2.0, None, -5.0, None, -2.0, 1982-01-19 19:00:00, None, None, 5.0
-7.0, 76.0, 2.0, None, -8.0, None, -2.0, 1982-01-20 05:30:00, None, None, 5.0
None, None, None, None, None, None, None, 1982-01-20 06:00:00, 0.0, None, None
-11.0, None, None, None, -11.0, None, -2.0, 1982-01-20 19:00:00, None, None, 5.0
-14.0, None, None, None, -15.0, None, -2.0, 1982-01-21 05:20:00, None, None, 5.0
None, None, None, None, None, None, None, 1982-01-21 06:00:00, 0.0, None, None
-14.0, 73.0, None, None, -16.0, None, -2.0, 1982-01-21 19:00:00, None, None, 5.0
-15.0, 73.0, None, None, -16.0, None, -2.0, 1982-01-22 05:10:00, None, None, 5.0
None, None, None, None, None, None, None, 1982-01-22 06:00:00, 0.0, None, None
-8.0, 78.0, None, None, -16.0, None, -2.0, 1982-01-22 18:45:00, None, None, 5.0
-6.0, 79.0, 5.0, 5.0, -15.0, None, -2.0, 1982-01-23 05:20:00, None, None, 8.0
None, None, None, None, None, None, None, 1982-01-23 06:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-01-23 18:00:00, 4.0, None, None
-3.0, None, 30.0, 25.0, -7.0, None, -3.0, 1982-01-23 19:00:00, None, None, 25.0
None, None, None, None, None, None, None, 1982-01-24 06:00:00, 9.0, None, None
None, None, None, None, None, None, None, 1982-01-24 18:00:00, 3.0, None, None
2.0, 92.0, 40.0, 10.0, -13.0, None, 2.0, 1982-01-24 22:00:00, None, None, 30.0
None, None, None, None, None, None, None, 1982-01-25 06:00:00, 12.0, None, None
2.0, 78.0, None, None, 1.0, None, 3.0, 1982-01-25 10:02:00, None, None, 25.0
None, None, None, None, None, None, None, 1982-01-26 06:00:00, 0.0, None, None
4.0, 80.0, None, None, 2.0, None, 4.0, 1982-01-26 06:30:00, None, None, 20.0
-3.0, 89.0, None, None, -3.0, None, 3.0, 1982-01-26 18:00:00, None, None, 20.0
None, None, None, None, None, None, None, 1982-01-27 06:00:00, 0.0, None, None
0.0, 95.0, 3.0, 3.0, -5.0, None, 0.0, 1982-01-27 07:00:00, None, None, 25.0
-1.0, 95.0, None, None, -6.0, None, 4.0, 1982-01-27 19:15:00, None, None, 20.0
1.5, 75.0, None, None, -2.0, None, 1.5, 1982-01-28 07:00:00, None, None, 20.0
None, None, None, None, None, None, None, 1982-01-28 18:00:00, 2.0, None, None
2.0, 92.0, None, None, -2.0, None, 2.0, 1982-01-28 18:30:00, None, None, 20.0
None, None, None, None, None, None, None, 1982-01-29 06:00:00, 9.0, None, None
3.0, 97.0, None, None, -2.0, None, 3.0, 1982-01-29 06:10:00, None, None, 10.0
None, None, None, None, None, None, None, 1982-01-29 18:00:00, 20.0, None, None
4.0, 92.0, None, None, -2.0, None, 5.0, 1982-01-29 18:45:00, None, None, 10.0
5.0, 94.0, None, None, -3.0, None, 6.0, 1982-01-30 05:15:00, None, None, None
None, None, None, None, None, None, None, 1982-01-30 06:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-01-30 18:00:00, 4.0, None, None
2.0, 95.0, None, None, -2.0, None, 4.0, 1982-01-30 21:30:00, None, None, 8.0
None, None, None, None, None, None, None, 1982-01-31 06:00:00, 9.0, None, None
2.0, 97.0, None, None, 0.0, None, 4.0, 1982-01-31 18:00:00, 11.0, None, 5.0
2.0, 98.0, None, None, 0.0, None, 3.0, 1982-02-01 05:30:00, None, None, 3.0
None, None, None, None, None, None, None, 1982-02-01 06:00:00, 13.0, None, None
None, None, None, None, None, None, None, 1982-02-01 18:00:00, 12.0, None, None
3.0, 98.0, None, None, 0.0, None, 4.0, 1982-02-01 20:45:00, None, None, 3.0
None, None, None, None, None, None, None, 1982-02-02 06:00:00, 4.0, None, None
3.0, 98.0, None, None, -4.0, None, 3.0, 1982-02-02 06:30:00, None, None, 2.0
4.0, 96.0, None, None, 0.0, None, 6.0, 1982-02-02 19:05:00, None, None, 2.0
None, None, None, None, None, None, None, 1982-02-03 06:00:00, 0.0, None, None
3.0, 96.0, None, None, -7.0, None, 5.0, 1982-02-03 06:30:00, None, None, 0.0
2.0, 97.0, None, None, 0.0, None, 3.0, 1982-02-03 18:30:00, None, None, 1.0
2.0, 95.0, None, None, -6.0, None, 3.0, 1982-02-04 06:00:00, 0.0, None, 0.0
2.0, 96.0, None, None, -1.0, None, 4.0, 1982-02-04 19:45:00, None, None, 0.0
3.0, 98.0, None, None, -2.0, None, 5.0, 1982-02-05 05:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-02-05 06:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-02-05 18:00:00, 1.0, None, None
1.0, 97.0, None, None, 0.0, None, 5.0, 1982-02-05 19:15:00, None, None, 0.0
1.0, 99.0, None, None, 0.0, None, 4.0, 1982-02-06 05:40:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-02-06 06:00:00, 1.0, None, None
0.0, 96.0, None, None, 0.0, None, 4.0, 1982-02-06 20:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-02-07 06:00:00, 0.0, None, None
-3.0, 97.0, None, None, None, None, 3.0, 1982-02-07 07:00:00, None, None, 0.0
1.0, 98.0, None, None, -4.0, None, 4.0, 1982-02-07 19:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-02-08 06:00:00, 0.0, None, None
-2.0, 95.0, None, None, -8.0, None, 2.0, 1982-02-08 06:45:00, None, None, 0.0
-1.0, 82.0, None, None, -3.0, None, 7.0, 1982-02-08 19:30:00, None, None, 0.0
0.0, 56.0, None, None, -12.0, None, 8.0, 1982-02-09 06:30:00, None, None, 0.0
1.0, 92.0, 2.0, 2.0, -5.0, None, 2.0, 1982-02-09 18:40:00, None, None, 2.0
None, None, None, None, None, None, None, 1982-02-10 06:00:00, 9.0, None, None
1.0, 90.0, 7.0, 7.0, -5.0, None, 1.5, 1982-02-10 09:03:00, None, None, 7.0
None, None, None, None, None, None, None, 1982-02-10 18:00:00, 1.0, None, None
0.0, 84.0, None, None, -1.0, None, 3.0, 1982-02-10 19:20:00, None, None, 6.0
1.0, 65.0, None, None, -7.0, None, 3.0, 1982-02-11 06:00:00, 0.0, None, 6.0
1.0, 80.0, 1.0, 1.0, -1.0, None, 3.0, 1982-02-11 19:15:00, None, None, 7.0
1.0, 60.0, None, None, -1.0, None, 3.0, 1982-02-12 05:00:00, None, None, 5.0
None, None, None, None, None, None, None, 1982-02-12 06:00:00, 0.0, None, None
0.0, 75.0, 1.0, 1.0, -1.0, None, 3.0, 1982-02-12 18:30:00, None, None, 6.0
-1.0, 80.0, 1.0, None, -2.0, None, 4.0, 1982-02-13 05:30:00, None, None, 6.0
None, None, None, None, None, None, None, 1982-02-13 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1982-02-14 06:00:00, 0.0, None, None
-8.0, 95.0, None, None, -14.0, None, -3.0, 1982-02-14 06:30:00, None, None, 2.0
-6.0, 93.0, None, None, -10.0, None, 1.0, 1982-02-14 19:30:00, None, None, 3.0
-7.0, 95.0, None, None, -17.0, None, -6.0, 1982-02-15 06:45:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-02-15 18:00:00, 3.0, None, None
-1.0, 97.0, 6.0, 6.0, -10.0, None, 0.0, 1982-02-15 18:45:00, None, None, 6.0
None, None, None, None, None, None, None, 1982-02-16 06:00:00, 23.0, None, None
0.0, 95.0, 35.0, 35.0, -10.0, None, 0.0, 1982-02-16 10:00:00, None, None, 35.0
None, None, None, None, None, None, None, 1982-02-16 18:00:00, 6.0, None, None
0.0, 96.0, 30.0, 3.0, -10.0, None, 2.0, 1982-02-16 19:00:00, None, None, 40.0
None, None, None, None, None, None, None, 1982-02-17 06:00:00, 14.0, None, None
0.0, 96.0, 44.0, 23.0, 0.0, None, 1.0, 1982-02-17 06:40:00, None, None, 55.0
None, None, None, None, None, None, None, 1982-02-17 18:00:00, 10.0, None, None
0.0, 81.0, 39.0, 1.0, 0.0, None, 2.5, 1982-02-17 18:30:00, None, None, 52.0
None, None, None, None, None, None, None, 1982-02-18 06:00:00, 1.0, None, None
2.0, 95.0, None, None, -7.0, None, 3.0, 1982-02-18 08:45:00, None, None, 45.0
None, None, None, None, None, None, None, 1982-02-18 18:00:00, 15.0, None, None
2.0, 87.0, None, None, 0.0, None, 5.0, 1982-02-18 19:40:00, None, None, 40.0
None, None, None, None, None, None, None, 1982-02-19 06:00:00, 9.0, None, None
1.0, 95.0, 15.0, 7.0, 0.0, None, 5.0, 1982-02-19 08:30:00, None, None, 40.0
None, None, None, None, None, None, None, 1982-02-19 18:00:00, 5.0, None, None
0.0, 85.0, None, None, -1.0, None, 5.0, 1982-02-19 19:10:00, None, None, 40.0
0.0, 95.0, 25.0, 20.0, -1.0, None, 5.0, 1982-02-20 05:45:00, None, None, 60.0
None, None, None, None, None, None, None, 1982-02-20 06:00:00, 12.0, None, None
0.0, 96.0, 30.0, 5.0, -1.0, None, 5.0, 1982-02-20 17:30:00, None, None, 65.0
None, None, None, None, None, None, None, 1982-02-20 18:00:00, 3.0, None, None
0.0, 80.0, 30.0, 10.0, -4.0, None, 0.0, 1982-02-21 05:30:00, None, None, 35.0
None, None, None, None, None, None, None, 1982-02-21 06:00:00, 4.0, None, None
None, None, None, None, None, None, None, 1982-02-21 18:00:00, 12.0, None, None
-1.0, 88.0, 45.0, 25.0, -2.0, None, 0.0, 1982-02-21 19:15:00, None, None, 80.0
None, None, None, None, None, None, None, 1982-02-22 06:00:00, 3.0, None, None
-2.0, 94.0, 10.0, 10.0, -3.0, None, -1.0, 1982-02-22 06:30:00, None, None, 85.0
None, None, None, None, None, None, None, 1982-02-22 18:00:00, 2.0, None, None
-1.0, 97.0, 10.0, 6.0, -3.0, None, 1.0, 1982-02-22 18:45:00, None, None, 82.0
-7.0, 91.0, 6.0, 6.0, -12.0, None, -1.0, 1982-02-23 06:00:00, 2.0, None, 87.0
-3.0, 87.0, None, None, -9.0, None, 3.0, 1982-02-23 18:30:00, None, None, 80.0
-1.0, 84.0, None, None, -8.0, None, 3.0, 1982-02-24 09:30:00, None, None, 78.0
None, None, None, None, None, None, None, 1982-02-24 18:00:00, 1.0, None, None
-4.0, 90.0, 5.0, 5.0, -9.0, None, 0.0, 1982-02-24 18:15:00, None, None, 80.0
-2.0, 65.0, 15.0, 15.0, -8.5, None, 0.0, 1982-02-25 09:00:00, None, None, 70.0
-1.0, 63.0, None, None, -2.0, None, 1.0, 1982-02-25 17:40:00, None, None, 70.0
None, None, None, None, None, None, None, 1982-02-26 06:00:00, 3.0, None, None
1.0, 70.0, 9.0, 9.0, -3.0, None, 2.0, 1982-02-26 07:15:00, None, None, 75.0
1.0, 79.0, None, None, -3.0, None, 5.0, 1982-02-26 17:35:00, None, None, 73.0
1.0, 80.0, None, None, -2.0, None, 4.0, 1982-02-27 05:30:00, None, None, 73.0
None, None, None, None, None, None, None, 1982-02-27 06:00:00, 0.0, None, None
1.0, 65.0, None, None, -3.0, None, 5.0, 1982-02-27 19:45:00, None, None, 73.0
1.0, 73.0, None, None, -7.0, None, 3.0, 1982-02-28 05:45:00, None, None, 65.0
None, None, None, None, None, None, None, 1982-02-28 06:00:00, 0.0, None, None
5.0, 58.0, None, None, -1.0, None, 5.0, 1982-02-28 19:30:00, None, None, 60.0
5.0, 70.0, None, None, -3.0, None, 7.0, 1982-03-01 06:00:00, 0.0, None, 56.0
4.0, 63.0, None, None, 3.0, None, 7.0, 1982-03-01 18:30:00, None, None, 55.0
None, None, None, None, None, None, None, 1982-03-02 06:00:00, 0.0, None, None
2.0, 65.0, None, None, -6.0, None, 4.0, 1982-03-02 06:30:00, None, None, 55.0
-1.0, 85.0, None, None, -1.0, None, 9.0, 1982-03-02 19:55:00, None, None, 54.0
None, None, None, None, None, None, None, 1982-03-03 06:00:00, 0.0, None, None
-5.0, 92.0, None, None, -12.0, None, 6.0, 1982-03-03 06:15:00, None, None, 53.0
0.0, 86.0, None, None, -5.0, None, 6.0, 1982-03-03 18:40:00, None, None, 53.0
None, None, None, None, None, None, None, 1982-03-04 06:00:00, 0.0, None, None
-4.0, 95.0, None, None, -6.0, None, 6.0, 1982-03-04 07:15:00, None, None, 53.0
2.0, 64.0, None, None, -6.0, None, 7.0, 1982-03-04 18:30:00, None, None, 53.0
-4.0, 96.0, None, None, -6.0, None, 6.0, 1982-03-05 05:00:00, None, None, 53.0
None, None, None, None, None, None, None, 1982-03-05 18:00:00, 4.0, None, None
2.0, 95.0, None, None, -5.0, None, 7.0, 1982-03-05 18:40:00, None, None, 52.0
3.0, 95.0, None, None, -5.0, None, 8.0, 1982-03-06 05:00:00, None, None, 51.0
None, None, None, None, None, None, None, 1982-03-06 06:00:00, 3.0, None, None
None, None, None, None, None, None, None, 1982-03-06 18:00:00, 3.0, None, None
4.0, 93.0, None, None, -6.0, None, 6.0, 1982-03-06 18:45:00, None, None, 50.0
None, None, None, None, None, None, None, 1982-03-07 06:00:00, 1.0, None, None
2.0, 97.0, None, None, -5.0, None, 4.0, 1982-03-07 06:30:00, None, None, 42.0
None, None, None, None, None, None, None, 1982-03-07 18:00:00, 1.0, None, None
5.0, 92.0, None, None, 2.0, None, 8.0, 1982-03-07 18:15:00, None, None, 40.0
None, None, None, None, None, None, None, 1982-03-08 06:00:00, 13.0, None, None
3.0, 97.0, None, None, -5.0, None, 5.0, 1982-03-08 06:15:00, None, None, 38.0
4.0, 93.0, None, None, 2.0, None, 4.0, 1982-03-08 18:00:00, 2.0, None, 36.0
None, None, None, None, None, None, None, 1982-03-09 06:00:00, 2.0, None, None
3.0, 87.0, None, None, -6.0, None, 4.0, 1982-03-09 06:30:00, None, None, 32.0
None, None, None, None, None, None, None, 1982-03-09 18:00:00, 8.0, None, None
4.0, 80.0, None, None, 1.0, None, 6.0, 1982-03-09 19:00:00, None, None, 32.0
None, None, None, None, None, None, None, 1982-03-10 06:00:00, 11.0, None, None
2.0, 95.0, None, None, 1.0, None, 7.0, 1982-03-10 06:30:00, None, None, 30.0
None, None, None, None, None, None, None, 1982-03-10 18:00:00, 5.0, None, None
2.0, 80.0, None, None, 0.0, None, 3.5, 1982-03-10 18:25:00, None, None, 30.0
0.0, 95.0, 9.0, 9.0, -5.5, None, 3.0, 1982-03-11 05:00:00, None, None, 30.0
None, None, None, None, None, None, None, 1982-03-11 06:00:00, 3.0, None, None
1.0, 95.0, 5.0, 5.0, -1.0, None, 3.0, 1982-03-11 18:00:00, 5.0, None, 35.0
None, None, None, None, None, None, None, 1982-03-12 06:00:00, 12.0, None, None
2.0, 94.0, 5.0, 1.0, -1.0, None, 3.0, 1982-03-12 07:35:00, None, None, 35.0
None, None, None, None, None, None, None, 1982-03-12 18:00:00, 7.0, None, None
2.0, 92.0, None, None, -1.0, None, 3.0, 1982-03-12 19:25:00, None, None, 33.0
2.0, 90.0, 1.0, None, -1.0, None, 3.0, 1982-03-13 05:30:00, None, None, 30.0
None, None, None, None, None, None, None, 1982-03-13 06:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-03-13 18:00:00, 13.0, None, None
2.0, 93.0, None, None, 1.0, None, 3.0, 1982-03-13 18:30:00, None, None, 30.0
None, None, None, None, None, None, None, 1982-03-14 06:00:00, 3.0, None, None
2.0, 85.0, None, None, 0.0, None, 2.0, 1982-03-14 06:30:00, None, None, 20.0
None, None, None, None, None, None, None, 1982-03-14 18:00:00, 3.0, None, None
1.0, 95.0, None, None, 0.0, None, 4.0, 1982-03-14 18:30:00, None, None, 19.0
None, None, None, None, None, None, None, 1982-03-15 06:00:00, 0.0, None, None
0.0, None, None, None, -1.0, None, 2.0, 1982-03-15 06:30:00, None, None, 28.0
0.0, 95.0, None, None, -1.0, None, 7.0, 1982-03-15 19:45:00, None, None, 30.0
-4.0, 95.0, None, None, -4.0, None, 7.0, 1982-03-16 05:30:00, None, None, 28.0
None, None, None, None, None, None, None, 1982-03-16 06:00:00, 0.0, None, None
5.0, None, None, None, -5.0, None, 8.0, 1982-03-16 18:00:00, None, None, 30.0
-4.0, 95.0, None, None, -4.5, None, 8.0, 1982-03-17 05:30:00, None, None, 28.0
None, None, None, None, None, None, None, 1982-03-17 06:00:00, 0.0, None, None
4.0, 65.0, None, None, -5.0, None, 10.0, 1982-03-17 18:35:00, None, None, 25.0
None, None, None, None, None, None, None, 1982-03-18 06:00:00, 0.0, None, None
-4.0, 93.0, None, None, -5.0, None, 10.0, 1982-03-18 06:30:00, None, None, 24.0
7.0, 49.0, None, None, -5.0, None, 11.0, 1982-03-18 18:30:00, None, None, 24.0
-4.0, 90.0, None, None, -5.0, None, 10.0, 1982-03-19 05:45:00, None, None, 24.0
None, None, None, None, None, None, None, 1982-03-19 06:00:00, 0.0, None, None
4.0, 72.0, None, None, -5.0, None, 11.0, 1982-03-19 18:30:00, None, None, 23.0
1.0, 95.0, None, None, -6.0, None, 11.0, 1982-03-20 05:30:00, None, None, 23.0
None, None, None, None, None, None, None, 1982-03-20 06:00:00, 0.0, None, None
0.0, 95.0, None, None, 0.0, None, 5.0, 1982-03-21 06:15:00, None, None, 22.0
None, None, None, None, None, None, None, 1982-03-21 18:00:00, 1.0, None, None
2.5, 97.0, None, None, 0.0, None, 8.0, 1982-03-22 04:30:00, None, None, 14.0
None, None, None, None, None, None, None, 1982-03-22 06:00:00, 7.0, None, None
None, None, None, None, None, None, None, 1982-03-22 18:00:00, 3.0, None, None
4.0, 85.0, None, None, 0.0, None, 8.0, 1982-03-23 05:40:00, None, None, 10.0
5.0, 67.0, None, None, 0.0, None, 9.0, 1982-03-23 18:35:00, None, None, 10.0
1.0, 90.0, None, None, 0.0, None, 8.0, 1982-03-24 05:00:00, None, None, 10.0
None, None, None, None, None, None, None, 1982-03-24 06:00:00, 5.0, None, None
None, None, None, None, None, None, None, 1982-03-24 18:00:00, 11.0, None, None
4.0, 90.0, None, None, 0.0, None, 9.0, 1982-03-24 18:40:00, None, None, 9.0
0.0, 98.0, 1.0, 1.0, 0.0, None, 9.0, 1982-03-25 06:00:00, 3.0, None, 8.0
2.0, 85.0, None, None, 0.0, None, 7.0, 1982-03-25 19:05:00, None, None, 6.0
0.0, 90.0, None, None, 0.0, None, 2.5, 1982-03-26 05:30:00, None, None, 4.0
None, None, None, None, None, None, None, 1982-03-26 06:00:00, 0.0, None, None
8.0, 50.0, None, None, 0.0, None, 9.0, 1982-03-26 17:00:00, None, None, 4.0
2.0, 85.0, None, None, 0.0, None, 8.0, 1982-03-27 05:15:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-03-27 06:00:00, 0.0, None, None
None, None, None, None, None, None, None, 1982-03-28 06:00:00, 0.0, None, None
-3.0, 98.0, None, None, -3.0, None, 7.5, 1982-03-28 07:15:00, None, None, 0.0
-1.0, 96.0, None, None, -2.0, None, 9.0, 1982-03-29 08:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-03-29 18:00:00, 2.0, None, None
None, None, None, None, None, None, None, 1982-03-30 06:00:00, 0.0, None, None
-2.0, 95.0, None, None, -2.0, None, 7.0, 1982-03-30 07:00:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-03-31 06:00:00, 0.0, None, None
-1.0, 95.0, None, None, -2.0, None, 10.0, 1982-03-31 07:45:00, None, None, 0.0
None, None, None, None, None, None, None, 1982-04-01 06:00:00, 0.0, None, None
5.0, 60.0, None, None, -1.0, None, 11.0, 1982-04-01 08:30:00, None, None, 0.0
