station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, min_air_temp_snc_last_reset, time, snw_dpth, dwpt_temp
None, None, -3.009, 73.93, None, None, None, None, None, 2019-11-21 16:00:00, None, None
None, None, -4.014, 78.6, None, None, None, None, None, 2019-11-21 17:00:00, None, None
None, None, -4.532, 81.3, None, None, None, None, None, 2019-11-21 18:00:00, None, None
None, None, -4.42, 77.93, None, None, None, None, None, 2019-11-21 19:00:00, None, None
None, None, -4.277, 73.73, None, None, None, None, None, 2019-11-21 20:00:00, None, None
None, None, -4.547, 74.87, None, None, None, None, None, 2019-11-21 21:00:00, None, None
None, None, -4.853, 74.99, None, None, None, None, None, 2019-11-21 22:00:00, None, None
None, None, -6.007, 79.98, None, None, None, None, None, 2019-11-21 23:00:00, None, None
None, None, -6.324, 84.4, None, None, None, None, None, 2019-11-22 00:00:00, None, None
None, None, -6.314, 80.9, None, None, None, None, None, 2019-11-22 01:00:00, None, None
None, None, -6.37, 78.42, None, None, None, None, None, 2019-11-22 02:00:00, None, None
None, None, -5.918, 84.8, None, None, None, None, None, 2019-11-22 03:00:00, None, None
None, None, -5.177, 80.1, None, None, None, None, None, 2019-11-22 04:00:00, None, None
None, None, -6.111, 82.6, None, None, None, None, None, 2019-11-22 05:00:00, None, None
None, None, -6.507, 84.1, None, None, None, None, None, 2019-11-22 06:00:00, None, None
None, None, -7.358, 85.6, None, None, None, None, None, 2019-11-22 07:00:00, None, None
None, None, -6.296, 83.4, None, None, None, None, None, 2019-11-22 08:00:00, None, None
None, None, -1.453, 69.51, None, None, None, None, None, 2019-11-22 09:00:00, None, None
None, None, 0.619, 63.12, None, None, None, None, None, 2019-11-22 10:00:00, None, None
None, None, -0.786, 69.89, None, None, None, None, None, 2019-11-22 11:00:00, None, None
None, None, -0.087, 67.24, None, None, None, None, None, 2019-11-22 12:00:00, None, None
None, None, 0.467, 66.24, None, None, None, None, None, 2019-11-22 13:00:00, None, None
None, None, 0.118, 68.99, None, None, None, None, None, 2019-11-22 14:00:00, None, None
None, None, -1.505, 76.52, None, None, None, None, None, 2019-11-22 15:00:00, None, None
None, None, -2.849, 77.9, None, None, None, None, None, 2019-11-22 16:00:00, None, None
None, None, -3.564, 80.1, None, None, None, None, None, 2019-11-22 17:00:00, None, None
None, None, -3.7, 82.2, None, None, None, None, None, 2019-11-22 18:00:00, None, None
None, None, -3.486, 85.4, None, None, None, None, None, 2019-11-22 19:00:00, None, None
None, None, -3.82, 86.9, None, None, None, None, None, 2019-11-22 20:00:00, None, None
None, None, -2.909, 86.4, None, None, None, None, None, 2019-11-22 21:00:00, None, None
None, None, -3.223, 90.1, None, None, None, None, None, 2019-11-22 22:00:00, None, None
None, None, -3.032, 89.5, None, None, None, None, None, 2019-11-22 23:00:00, None, None
None, None, -2.762, 88.6, None, None, None, None, None, 2019-11-23 00:00:00, None, None
None, None, -3.513, 93.5, None, None, None, None, None, 2019-11-23 01:00:00, None, None
None, None, -2.945, 92.8, None, None, None, None, None, 2019-11-23 02:00:00, None, None
None, None, -3.553, 97.5, None, None, None, None, None, 2019-11-23 03:00:00, None, None
None, None, -3.458, 97.0, None, None, None, None, None, 2019-11-23 04:00:00, None, None
None, None, -3.259, 94.9, None, None, None, None, None, 2019-11-23 05:00:00, None, None
None, None, -3.498, 97.6, None, None, None, None, None, 2019-11-23 06:00:00, None, None
None, None, -3.243, 98.0, None, None, None, None, None, 2019-11-23 07:00:00, None, None
None, None, -3.243, 96.9, None, None, None, None, None, 2019-11-23 08:00:00, None, None
None, None, -3.3, 96.7, None, None, None, None, None, 2019-11-23 09:00:00, None, None
None, None, -3.18, 96.6, None, None, None, None, None, 2019-11-23 10:00:00, None, None
None, None, -3.056, 96.5, None, None, None, None, None, 2019-11-23 11:00:00, None, None
None, None, -3.139, 96.6, None, None, None, None, None, 2019-11-23 12:00:00, None, None
None, None, -3.002, 96.6, None, None, None, None, None, 2019-11-23 13:00:00, None, None
None, None, -2.942, 96.6, None, None, None, None, None, 2019-11-23 14:00:00, None, None
None, None, -3.243, 96.5, None, None, None, None, None, 2019-11-23 15:00:00, None, None
None, None, -3.317, 96.4, None, None, None, None, None, 2019-11-23 16:00:00, None, None
None, None, -3.295, 96.4, None, None, None, None, None, 2019-11-23 17:00:00, None, None
None, None, -3.239, 96.4, None, None, None, None, None, 2019-11-23 18:00:00, None, None
None, None, -3.296, 96.4, None, None, None, None, None, 2019-11-23 19:00:00, None, None
None, None, -3.374, 96.4, None, None, None, None, None, 2019-11-23 20:00:00, None, None
None, None, -3.323, 96.5, None, None, None, None, None, 2019-11-23 21:00:00, None, None
None, None, -3.287, 96.5, None, None, None, None, None, 2019-11-23 22:00:00, None, None
None, None, -3.342, 96.4, None, None, None, None, None, 2019-11-23 23:00:00, None, None
None, None, -3.406, 96.3, None, None, None, None, None, 2019-11-24 00:00:00, None, None
None, None, -3.43, 96.3, None, None, None, None, None, 2019-11-24 01:00:00, None, None
None, None, -3.267, 96.4, None, None, None, None, None, 2019-11-24 02:00:00, None, None
None, None, -3.191, 96.5, None, None, None, None, None, 2019-11-24 03:00:00, None, None
None, None, -0.741, 98.6, None, None, None, None, None, 2019-11-24 04:00:00, None, None
None, None, 0.042, 88.6, None, None, None, None, None, 2019-11-24 05:00:00, None, None
None, None, 0.155, 76.52, None, None, None, None, None, 2019-11-24 06:00:00, None, None
None, None, 0.113, 72.37, None, None, None, None, None, 2019-11-24 07:00:00, None, None
None, None, 1.39, 65.64, None, None, None, None, None, 2019-11-24 10:00:00, None, None
None, None, 2.023, 63.05, None, None, None, None, None, 2019-11-24 11:00:00, None, None
None, None, 1.704, 62.23, None, None, None, None, None, 2019-11-24 12:00:00, None, None
None, None, 2.205, 60.34, None, None, None, None, None, 2019-11-24 13:00:00, None, None
None, None, 1.588, 61.31, None, None, None, None, None, 2019-11-24 14:00:00, None, None
None, None, 0.054, 68.67, None, None, None, None, None, 2019-11-24 15:00:00, None, None
None, None, -0.536, 68.27, None, None, None, None, None, 2019-11-24 16:00:00, None, None
None, None, -0.872, 69.4, None, None, None, None, None, 2019-11-24 17:00:00, None, None
None, None, -1.489, 72.54, None, None, None, None, None, 2019-11-24 18:00:00, None, None
None, None, -0.94, 70.86, None, None, None, None, None, 2019-11-24 19:00:00, None, None
None, None, -1.632, 72.92, None, None, None, None, None, 2019-11-24 20:00:00, None, None
None, None, -2.635, 74.33, None, None, None, None, None, 2019-11-24 21:00:00, None, None
None, None, -2.304, 72.86, None, None, None, None, None, 2019-11-24 22:00:00, None, None
None, None, -3.144, 75.54, None, None, None, None, None, 2019-11-24 23:00:00, None, None
None, None, -3.334, 80.2, None, None, None, None, None, 2019-11-25 00:00:00, None, None
None, None, -3.207, 81.0, None, None, None, None, None, 2019-11-25 01:00:00, None, None
None, None, -3.609, 87.6, None, None, None, None, None, 2019-11-25 02:00:00, None, None
None, None, -3.0, 80.5, None, None, None, None, None, 2019-11-25 03:00:00, None, None
None, None, -3.299, 81.6, None, None, None, None, None, 2019-11-25 04:00:00, None, None
None, None, -3.513, 84.9, None, None, None, None, None, 2019-11-25 05:00:00, None, None
None, None, -4.09, 78.27, None, None, None, None, None, 2019-11-25 06:00:00, None, None
None, None, -3.859, 74.56, None, None, None, None, None, 2019-11-25 07:00:00, None, None
None, None, -5.422, 81.5, None, None, None, None, None, 2019-11-25 08:00:00, None, None
None, None, -3.215, 70.63, None, None, None, None, None, 2019-11-25 09:00:00, None, None
None, None, -1.592, 60.29, None, None, None, None, None, 2019-11-25 10:00:00, None, None
None, None, -1.403, 58.32, None, None, None, None, None, 2019-11-25 11:00:00, None, None
None, None, -1.199, 54.58, None, None, None, None, None, 2019-11-25 12:00:00, None, None
None, None, -2.041, 57.98, None, None, None, None, None, 2019-11-25 13:00:00, None, None
None, None, -2.112, 58.73, None, None, None, None, None, 2019-11-25 14:00:00, None, None
None, None, -3.761, 82.7, None, None, None, None, None, 2019-11-25 15:00:00, None, None
None, None, -4.011, 76.98, None, None, None, None, None, 2019-11-25 16:00:00, None, None
None, None, -5.928, 78.98, None, None, None, None, None, 2019-11-25 17:00:00, None, None
None, None, -7.288, 85.0, None, None, None, None, None, 2019-11-25 18:00:00, None, None
None, None, -7.518, 81.6, None, None, None, None, None, 2019-11-25 19:00:00, None, None
None, None, -7.741, 80.6, None, None, None, None, None, 2019-11-25 20:00:00, None, None
None, None, -9.27, 82.8, None, None, None, None, None, 2019-11-25 21:00:00, None, None
None, None, -9.07, 81.3, None, None, None, None, None, 2019-11-25 22:00:00, None, None
None, None, -8.08, 78.17, None, None, None, None, None, 2019-11-25 23:00:00, None, None
None, None, -9.5, 81.2, None, None, None, None, None, 2019-11-26 00:00:00, None, None
None, None, -10.16, 82.0, None, None, None, None, None, 2019-11-26 01:00:00, None, None
None, None, -10.39, 81.8, None, None, None, None, None, 2019-11-26 02:00:00, None, None
None, None, -9.3, 79.86, None, None, None, None, None, 2019-11-26 03:00:00, None, None
None, None, -10.28, 82.6, None, None, None, None, None, 2019-11-26 04:00:00, None, None
None, None, -10.16, 83.3, None, None, None, None, None, 2019-11-26 05:00:00, None, None
None, None, -10.19, 78.43, None, None, None, None, None, 2019-11-26 06:00:00, None, None
None, None, -11.23, 82.3, None, None, None, None, None, 2019-11-26 07:00:00, None, None
None, None, -10.65, 80.8, None, None, None, None, None, 2019-11-26 08:00:00, None, None
None, None, -8.79, 75.52, None, None, None, None, None, 2019-11-26 09:00:00, None, None
None, None, -5.866, 68.85, None, None, None, None, None, 2019-11-26 10:00:00, None, None
None, None, -5.9, 69.69, None, None, None, None, None, 2019-11-26 11:00:00, None, None
None, None, -5.006, 69.63, None, None, None, None, None, 2019-11-26 12:00:00, None, None
None, None, -5.185, 73.16, None, None, None, None, None, 2019-11-26 13:00:00, None, None
None, None, -4.879, 72.78, None, None, None, None, None, 2019-11-26 14:00:00, None, None
None, None, -7.047, 92.6, None, None, None, None, None, 2019-11-26 15:00:00, None, None
None, None, -7.615, 93.0, None, None, None, None, None, 2019-11-26 16:00:00, None, None
None, None, -9.56, 88.8, None, None, None, None, None, 2019-11-26 17:00:00, None, None
None, None, -8.88, 88.4, None, None, None, None, None, 2019-11-26 18:00:00, None, None
None, None, -7.873, 86.7, None, None, None, None, None, 2019-11-26 19:00:00, None, None
None, None, -8.4, 87.4, None, None, None, None, None, 2019-11-26 20:00:00, None, None
None, None, -8.25, 85.9, None, None, None, None, None, 2019-11-26 21:00:00, None, None
None, None, -7.709, 82.1, None, None, None, None, None, 2019-11-26 22:00:00, None, None
None, None, -7.336, 76.71, None, None, None, None, None, 2019-11-26 23:00:00, None, None
None, None, -7.051, 72.02, None, None, None, None, None, 2019-11-27 00:00:00, None, None
None, None, -7.288, 70.51, None, None, None, None, None, 2019-11-27 01:00:00, None, None
None, None, -7.219, 65.58, None, None, None, None, None, 2019-11-27 02:00:00, None, None
None, None, -7.257, 62.64, None, None, None, None, None, 2019-11-27 03:00:00, None, None
None, None, -6.879, 56.8, None, None, None, None, None, 2019-11-27 04:00:00, None, None
None, None, -6.631, 51.61, None, None, None, None, None, 2019-11-27 05:00:00, None, None
None, None, -6.616, 49.61, None, None, None, None, None, 2019-11-27 06:00:00, None, None
None, None, -7.077, 52.91, None, None, None, None, None, 2019-11-27 07:00:00, None, None
None, None, -7.101, 49.06, None, None, None, None, None, 2019-11-27 08:00:00, None, None
None, None, -7.024, 47.29, None, None, None, None, None, 2019-11-27 09:00:00, None, None
None, None, -6.556, 46.08, None, None, None, None, None, 2019-11-27 10:00:00, None, None
None, None, -6.071, 42.94, None, None, None, None, None, 2019-11-27 11:00:00, None, None
None, None, -7.252, 66.58, None, None, None, None, None, 2019-11-27 12:00:00, None, None
None, None, -6.206, 52.54, None, None, None, None, None, 2019-11-27 13:00:00, None, None
None, None, -5.836, 46.07, None, None, None, None, None, 2019-11-27 14:00:00, None, None
None, None, -6.186, 48.5, None, None, None, None, None, 2019-11-27 15:00:00, None, None
None, None, -6.667, 51.71, None, None, None, None, None, 2019-11-27 16:00:00, None, None
None, None, -7.342, 51.0, None, None, None, None, None, 2019-11-27 18:00:00, None, None
None, None, -7.707, 52.89, None, None, None, None, None, 2019-11-27 19:00:00, None, None
None, None, -8.4, 56.37, None, None, None, None, None, 2019-11-27 20:00:00, None, None
None, None, -8.46, 55.55, None, None, None, None, None, 2019-11-27 22:00:00, None, None
None, None, -8.31, 55.99, None, None, None, None, None, 2019-11-27 23:00:00, None, None
None, None, -9.46, 57.07, None, None, None, None, None, 2019-11-28 00:00:00, None, None
None, None, -10.68, 60.97, None, None, None, None, None, 2019-11-28 01:00:00, None, None
None, None, -9.98, 58.56, None, None, None, None, None, 2019-11-28 02:00:00, None, None
None, None, -10.17, 57.58, None, None, None, None, None, 2019-11-28 03:00:00, None, None
None, None, -11.05, 60.35, None, None, None, None, None, 2019-11-28 04:00:00, None, None
None, None, -11.47, 61.16, None, None, None, None, None, 2019-11-28 05:00:00, None, None
None, None, -11.63, 60.6, None, None, None, None, None, 2019-11-28 06:00:00, None, None
None, None, -11.84, 59.79, None, None, None, None, None, 2019-11-28 07:00:00, None, None
None, None, -12.24, 63.99, None, None, None, None, None, 2019-11-28 08:00:00, None, None
None, None, -10.5, 56.82, None, None, None, None, None, 2019-11-28 09:00:00, None, None
None, None, -9.53, 53.81, None, None, None, None, None, 2019-11-28 10:00:00, None, None
None, None, -8.76, 52.39, None, None, None, None, None, 2019-11-28 11:00:00, None, None
None, None, -8.65, 54.86, None, None, None, None, None, 2019-11-28 12:00:00, None, None
None, None, -8.23, 52.46, None, None, None, None, None, 2019-11-28 13:00:00, None, None
None, None, -7.638, 49.65, None, None, None, None, None, 2019-11-28 14:00:00, None, None
None, None, -9.09, 55.47, None, None, None, None, None, 2019-11-28 15:00:00, None, None
None, None, -10.07, 59.34, None, None, None, None, None, 2019-11-28 16:00:00, None, None
None, None, -10.99, 60.64, None, None, None, None, None, 2019-11-28 17:00:00, None, None
None, None, -12.15, 64.5, None, None, None, None, None, 2019-11-28 18:00:00, None, None
None, None, -11.61, 64.01, None, None, None, None, None, 2019-11-28 19:00:00, None, None
None, None, -13.45, 69.26, None, None, None, None, None, 2019-11-28 20:00:00, None, None
None, None, -13.54, 69.19, None, None, None, None, None, 2019-11-28 21:00:00, None, None
None, None, -13.38, 68.12, None, None, None, None, None, 2019-11-28 22:00:00, None, None
None, None, -14.54, 73.34, None, None, None, None, None, 2019-11-28 23:00:00, None, None
None, None, -14.82, 73.4, None, None, None, None, None, 2019-11-29 00:00:00, None, None
None, None, -14.73, 73.58, None, None, None, None, None, 2019-11-29 01:00:00, None, None
None, None, -15.46, 75.84, None, None, None, None, None, 2019-11-29 02:00:00, None, None
None, None, -15.93, 77.35, None, None, None, None, None, 2019-11-29 03:00:00, None, None
None, None, -16.02, 77.05, None, None, None, None, None, 2019-11-29 04:00:00, None, None
None, None, -16.34, 77.54, None, None, None, None, None, 2019-11-29 05:00:00, None, None
None, None, -16.2, 76.94, None, None, None, None, None, 2019-11-29 06:00:00, None, None
None, None, -16.65, 78.71, None, None, None, None, None, 2019-11-29 07:00:00, None, None
None, None, -16.14, 76.82, None, None, None, None, None, 2019-11-29 08:00:00, None, None
None, None, -12.16, 66.19, None, None, None, None, None, 2019-11-29 09:00:00, None, None
None, None, -10.55, 59.51, None, None, None, None, None, 2019-11-29 10:00:00, None, None
None, None, -10.35, 61.69, None, None, None, None, None, 2019-11-29 11:00:00, None, None
None, None, -9.48, 58.46, None, None, None, None, None, 2019-11-29 12:00:00, None, None
None, None, -9.71, 67.21, None, None, None, None, None, 2019-11-29 13:00:00, None, None
None, None, -9.01, 65.3, None, None, None, None, None, 2019-11-29 14:00:00, None, None
None, None, -10.57, 70.18, None, None, None, None, None, 2019-11-29 15:00:00, None, None
None, None, -9.09, 59.43, None, None, None, None, None, 2019-11-29 16:00:00, None, None
None, None, -11.79, 72.06, None, None, None, None, None, 2019-11-29 17:00:00, None, None
None, None, -11.38, 66.93, None, None, None, None, None, 2019-11-29 21:00:00, None, None
None, None, -12.98, 68.35, None, None, None, None, None, 2019-11-29 22:00:00, None, None
None, None, -12.82, 71.36, None, None, None, None, None, 2019-11-29 23:00:00, None, None
None, None, -12.73, 69.84, None, None, None, None, None, 2019-11-30 00:00:00, None, None
None, None, -13.78, 74.11, None, None, None, None, None, 2019-11-30 01:00:00, None, None
None, None, -13.66, 75.22, None, None, None, None, None, 2019-11-30 02:00:00, None, None
None, None, -13.77, 73.88, None, None, None, None, None, 2019-11-30 03:00:00, None, None
None, None, -13.85, 75.89, None, None, None, None, None, 2019-11-30 04:00:00, None, None
None, None, -12.56, 75.89, None, None, None, None, None, 2019-11-30 05:00:00, None, None
None, None, -12.96, 75.89, None, None, None, None, None, 2019-11-30 06:00:00, None, None
None, None, -13.02, 75.85, None, None, None, None, None, 2019-11-30 07:00:00, None, None
None, None, -12.58, 78.53, None, None, None, None, None, 2019-11-30 08:00:00, None, None
None, None, -9.35, 63.53, None, None, None, None, None, 2019-11-30 10:00:00, None, None
None, None, -9.1, 61.84, None, None, None, None, None, 2019-11-30 11:00:00, None, None
None, None, -8.82, 59.81, None, None, None, None, None, 2019-11-30 12:00:00, None, None
None, None, -8.1, 60.23, None, None, None, None, None, 2019-11-30 13:00:00, None, None
None, None, -6.811, 59.36, None, None, None, None, None, 2019-11-30 14:00:00, None, None
None, None, -7.362, 61.5, None, None, None, None, None, 2019-11-30 15:00:00, None, None
None, None, -7.721, 67.06, None, None, None, None, None, 2019-11-30 16:00:00, None, None
None, None, -8.32, 69.95, None, None, None, None, None, 2019-11-30 17:00:00, None, None
None, None, -8.59, 74.57, None, None, None, None, None, 2019-11-30 18:00:00, None, None
None, None, -9.43, 76.58, None, None, None, None, None, 2019-11-30 19:00:00, None, None
None, None, -10.82, 80.1, None, None, None, None, None, 2019-11-30 20:00:00, None, None
None, None, -11.74, 80.6, None, None, None, None, None, 2019-11-30 21:00:00, None, None
None, None, -12.34, 83.9, None, None, None, None, None, 2019-11-30 22:00:00, None, None
None, None, -11.99, 85.8, None, None, None, None, None, 2019-11-30 23:00:00, None, None
None, None, -11.95, 82.9, None, None, None, None, None, 2019-12-01 00:00:00, None, None
None, None, -12.18, 85.1, None, None, None, None, None, 2019-12-01 01:00:00, None, None
None, None, -11.31, 82.9, None, None, None, None, None, 2019-12-01 02:00:00, None, None
None, None, -10.98, 87.6, None, None, None, None, None, 2019-12-01 03:00:00, None, None
None, None, -11.55, 85.7, None, None, None, None, None, 2019-12-01 04:00:00, None, None
None, None, -11.77, 84.3, None, None, None, None, None, 2019-12-01 05:00:00, None, None
None, None, -12.44, 86.4, None, None, None, None, None, 2019-12-01 06:00:00, None, None
None, None, -11.87, 86.8, None, None, None, None, None, 2019-12-01 07:00:00, None, None
None, None, -10.18, 85.8, None, None, None, None, None, 2019-12-01 08:00:00, None, None
None, None, -8.93, 82.5, None, None, None, None, None, 2019-12-01 09:00:00, None, None
None, None, -8.85, 82.5, None, None, None, None, None, 2019-12-01 10:00:00, None, None
None, None, -8.5, 83.8, None, None, None, None, None, 2019-12-01 11:00:00, None, None
None, None, -8.5, 88.2, None, None, None, None, None, 2019-12-01 12:00:00, None, None
None, None, -7.825, 86.7, None, None, None, None, None, 2019-12-01 13:00:00, None, None
None, None, -7.856, 88.8, None, None, None, None, None, 2019-12-01 14:00:00, None, None
None, None, -7.371, 86.5, None, None, None, None, None, 2019-12-01 15:00:00, None, None
None, None, -7.697, 90.2, None, None, None, None, None, 2019-12-01 16:00:00, None, None
None, None, -8.05, 92.2, None, None, None, None, None, 2019-12-01 17:00:00, None, None
None, None, -8.27, 91.9, None, None, None, None, None, 2019-12-01 18:00:00, None, None
None, None, -7.888, 90.5, None, None, None, None, None, 2019-12-01 19:00:00, None, None
None, None, -7.562, 91.8, None, None, None, None, None, 2019-12-01 20:00:00, None, None
None, None, -7.462, 92.1, None, None, None, None, None, 2019-12-01 21:00:00, None, None
None, None, -7.335, 92.8, None, None, None, None, None, 2019-12-01 22:00:00, None, None
None, None, -7.12, 93.0, None, None, None, None, None, 2019-12-01 23:00:00, None, None
None, None, -7.073, 93.0, None, None, None, None, None, 2019-12-02 00:00:00, None, None
None, None, -7.049, 92.8, None, None, None, None, None, 2019-12-02 01:00:00, None, None
None, None, -6.922, 93.0, None, None, None, None, None, 2019-12-02 02:00:00, None, None
None, None, -6.866, 93.1, None, None, None, None, None, 2019-12-02 03:00:00, None, None
None, None, -6.723, 93.5, None, None, None, None, None, 2019-12-02 04:00:00, None, None
None, None, -6.679, 93.4, None, None, None, None, None, 2019-12-02 05:00:00, None, None
None, None, -6.679, 93.6, None, None, None, None, None, 2019-12-02 06:00:00, None, None
None, None, -6.731, 93.9, None, None, None, None, None, 2019-12-02 07:00:00, None, None
None, None, -6.544, 93.5, None, None, None, None, None, 2019-12-02 08:00:00, None, None
None, None, -5.991, 93.3, None, None, None, None, None, 2019-12-02 09:00:00, None, None
None, None, -5.955, 93.4, None, None, None, None, None, 2019-12-02 10:00:00, None, None
None, None, -5.534, 93.5, None, None, None, None, None, 2019-12-02 11:00:00, None, None
None, None, -5.294, 93.1, None, None, None, None, None, 2019-12-02 12:00:00, None, None
None, None, -5.348, 92.9, None, None, None, None, None, 2019-12-02 13:00:00, None, None
None, None, -5.133, 93.2, None, None, None, None, None, 2019-12-02 14:00:00, None, None
None, None, -5.183, 94.6, None, None, None, None, None, 2019-12-02 15:00:00, None, None
None, None, -5.339, 95.0, None, None, None, None, None, 2019-12-02 16:00:00, None, None
None, None, -5.43, 94.5, None, None, None, None, None, 2019-12-02 17:00:00, None, None
None, None, -5.494, 94.4, None, None, None, None, None, 2019-12-02 18:00:00, None, None
None, None, -5.669, 94.4, None, None, None, None, None, 2019-12-02 19:00:00, None, None
None, None, -5.462, 94.5, None, None, None, None, None, 2019-12-02 20:00:00, None, None
None, None, -5.49, 94.3, None, None, None, None, None, 2019-12-02 21:00:00, None, None
None, None, -5.764, 94.0, None, None, None, None, None, 2019-12-02 22:00:00, None, None
None, None, -5.792, 94.0, None, None, None, None, None, 2019-12-02 23:00:00, None, None
None, None, -5.844, 94.0, None, None, None, None, None, 2019-12-03 00:00:00, None, None
None, None, -5.876, 94.0, None, None, None, None, None, 2019-12-03 01:00:00, None, None
None, None, -6.055, 93.8, None, None, None, None, None, 2019-12-03 02:00:00, None, None
None, None, -6.015, 94.1, None, None, None, None, None, 2019-12-03 03:00:00, None, None
None, None, -6.027, 94.0, None, None, None, None, None, 2019-12-03 04:00:00, None, None
None, None, -5.88, 94.1, None, None, None, None, None, 2019-12-03 05:00:00, None, None
None, None, -5.741, 94.0, None, None, None, None, None, 2019-12-03 06:00:00, None, None
None, None, -6.226, 93.7, None, None, None, None, None, 2019-12-03 07:00:00, None, None
None, None, -5.967, 94.1, None, None, None, None, None, 2019-12-03 08:00:00, None, None
None, None, -5.665, 93.9, None, None, None, None, None, 2019-12-03 09:00:00, None, None
None, None, -5.387, 94.3, None, None, None, None, None, 2019-12-03 10:00:00, None, None
None, None, -4.892, 94.7, None, None, None, None, None, 2019-12-03 11:00:00, None, None
None, None, -4.377, 95.0, None, None, None, None, None, 2019-12-03 12:00:00, None, None
None, None, -3.992, 95.1, None, None, None, None, None, 2019-12-03 13:00:00, None, None
None, None, -3.686, 95.4, None, None, None, None, None, 2019-12-03 14:00:00, None, None
None, None, -3.69, 95.7, None, None, None, None, None, 2019-12-03 15:00:00, None, None
None, None, -4.652, 94.8, None, None, None, None, None, 2019-12-03 16:00:00, None, None
None, None, -4.49, 95.3, None, None, None, None, None, 2019-12-03 17:00:00, None, None
None, None, -3.649, 95.9, None, None, None, None, None, 2019-12-03 18:00:00, None, None
None, None, -3.157, 96.3, None, None, None, None, None, 2019-12-03 19:00:00, None, None
None, None, -3.436, 96.1, None, None, None, None, None, 2019-12-03 20:00:00, None, None
None, None, -3.198, 96.3, None, None, None, None, None, 2019-12-03 21:00:00, None, None
None, None, -2.966, 96.4, None, None, None, None, None, 2019-12-03 22:00:00, None, None
None, None, -3.297, 96.3, None, None, None, None, None, 2019-12-03 23:00:00, None, None
None, None, -3.231, 96.3, None, None, None, None, None, 2019-12-04 00:00:00, None, None
None, None, -3.037, 96.5, None, None, None, None, None, 2019-12-04 01:00:00, None, None
None, None, -2.805, 96.7, None, None, None, None, None, 2019-12-04 02:00:00, None, None
None, None, -2.755, 96.7, None, None, None, None, None, 2019-12-04 03:00:00, None, None
None, None, -2.518, 97.0, None, None, None, None, None, 2019-12-04 04:00:00, None, None
None, None, -2.315, 97.2, None, None, None, None, None, 2019-12-04 05:00:00, None, None
None, None, -2.305, 97.2, None, None, None, None, None, 2019-12-04 06:00:00, None, None
None, None, -2.129, 97.3, None, None, None, None, None, 2019-12-04 07:00:00, None, None
None, None, -2.087, 97.3, None, None, None, None, None, 2019-12-04 08:00:00, None, None
None, None, -1.864, 97.3, None, None, None, None, None, 2019-12-04 09:00:00, None, None
None, None, -1.073, 97.8, None, None, None, None, None, 2019-12-04 10:00:00, None, None
None, None, -0.962, 97.6, None, None, None, None, None, 2019-12-04 11:00:00, None, None
None, None, -0.446, 97.7, None, None, None, None, None, 2019-12-04 12:00:00, None, None
None, None, -1.296, 90.4, None, None, None, None, None, 2019-12-04 13:00:00, None, None
None, None, -1.415, 85.0, None, None, None, None, None, 2019-12-04 14:00:00, None, None
None, None, -1.371, 80.3, None, None, None, None, None, 2019-12-04 15:00:00, None, None
None, None, -1.904, 79.69, None, None, None, None, None, 2019-12-04 16:00:00, None, None
None, None, -2.254, 81.3, None, None, None, None, None, 2019-12-04 17:00:00, None, None
None, None, -2.649, 83.2, None, None, None, None, None, 2019-12-04 18:00:00, None, None
None, None, -3.003, 83.3, None, None, None, None, None, 2019-12-04 19:00:00, None, None
None, None, -2.909, 78.66, None, None, None, None, None, 2019-12-04 20:00:00, None, None
None, None, -2.73, 75.48, None, None, None, None, None, 2019-12-04 21:00:00, None, None
None, None, -5.888, 88.5, None, None, None, None, None, 2019-12-04 22:00:00, None, None
None, None, -6.95, 87.6, None, None, None, None, None, 2019-12-04 23:00:00, None, None
None, None, -7.758, 87.1, None, None, None, None, None, 2019-12-05 00:00:00, None, None
None, None, -7.431, 84.0, None, None, None, None, None, 2019-12-05 01:00:00, None, None
None, None, -8.13, 87.6, None, None, None, None, None, 2019-12-05 02:00:00, None, None
None, None, -8.2, 87.1, None, None, None, None, None, 2019-12-05 03:00:00, None, None
None, None, -8.72, 88.8, None, None, None, None, None, 2019-12-05 04:00:00, None, None
None, None, -7.995, 89.8, None, None, None, None, None, 2019-12-05 05:00:00, None, None
None, None, -7.784, 88.0, None, None, None, None, None, 2019-12-05 06:00:00, None, None
None, None, -8.25, 91.3, None, None, None, None, None, 2019-12-05 07:00:00, None, None
None, None, -6.902, 89.6, None, None, None, None, None, 2019-12-05 08:00:00, None, None
None, None, -5.433, 92.3, None, None, None, None, None, 2019-12-05 09:00:00, None, None
None, None, -4.893, 89.6, None, None, None, None, None, 2019-12-05 10:00:00, None, None
None, None, -4.711, 88.9, None, None, None, None, None, 2019-12-05 11:00:00, None, None
None, None, -4.38, 88.5, None, None, None, None, None, 2019-12-05 12:00:00, None, None
None, None, -4.433, 88.5, None, None, None, None, None, 2019-12-05 13:00:00, None, None
None, None, -4.453, 91.3, None, None, None, None, None, 2019-12-05 14:00:00, None, None
None, None, -4.299, 92.3, None, None, None, None, None, 2019-12-05 15:00:00, None, None
None, None, -4.309, 93.6, None, None, None, None, None, 2019-12-05 16:00:00, None, None
