station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, min_air_temp_snc_last_reset, time, snw_dpth, dwpt_temp
None, None, -4.965, 65.31, None, None, None, None, None, 2020-02-01 20:00:00, None, None
None, None, -5.959, 70.27, None, None, None, None, None, 2020-02-01 21:00:00, None, None
None, None, -5.999, 62.88, None, None, None, None, None, 2020-02-01 22:00:00, None, None
None, None, -6.48, 63.66, None, None, None, None, None, 2020-02-01 23:00:00, None, None
None, None, -6.687, 68.72, None, None, None, None, None, 2020-02-02 00:00:00, None, None
None, None, -6.898, 67.03, None, None, None, None, None, 2020-02-02 01:00:00, None, None
None, None, -7.073, 63.38, None, None, None, None, None, 2020-02-02 02:00:00, None, None
None, None, -6.972, 62.92, None, None, None, None, None, 2020-02-02 03:00:00, None, None
None, None, -8.23, 69.94, None, None, None, None, None, 2020-02-02 04:00:00, None, None
None, None, -8.43, 69.4, None, None, None, None, None, 2020-02-02 05:00:00, None, None
None, None, -9.82, 76.8, None, None, None, None, None, 2020-02-02 06:00:00, None, None
None, None, -10.57, 81.4, None, None, None, None, None, 2020-02-02 07:00:00, None, None
None, None, -9.07, 76.44, None, None, None, None, None, 2020-02-02 08:00:00, None, None
None, None, -7.208, 70.38, None, None, None, None, None, 2020-02-02 09:00:00, None, None
None, None, -6.663, 67.91, None, None, None, None, None, 2020-02-02 10:00:00, None, None
None, None, -6.337, 65.6, None, None, None, None, None, 2020-02-02 11:00:00, None, None
None, -5.5, -5.458, 59.08, 0.0, 0.0, -5.2, 59.0, -11.2, 2020-02-02 12:00:00, -6999.0, -11.0
None, -5.3, -5.339, 59.15, 0.0, 0.0, -5.1, 59.0, -11.2, 2020-02-02 13:00:00, -6999.0, -11.0
None, -4.2, -4.218, 54.14, 0.0, 0.0, -3.8, 54.0, -11.2, 2020-02-02 14:00:00, -6999.0, -11.0
None, -4.4, -4.379, 56.63, 0.0, 0.0, -3.8, 57.0, -11.2, 2020-02-02 15:00:00, -6999.0, -11.0
None, -4.8, -4.835, 58.82, 0.0, 0.0, -3.8, 59.0, -11.2, 2020-02-02 16:00:00, -6999.0, -11.0
None, -6.3, -6.29, 63.76, 0.0, 0.0, -3.8, 64.0, -11.2, 2020-02-02 17:00:00, -6999.0, -12.0
None, -7.0, -7.049, 65.97, 0.0, 0.0, -3.8, 66.0, -11.2, 2020-02-02 18:00:00, -6999.0, -12.0
None, -7.1, -7.085, 68.55, 0.0, 0.0, -5.9, 69.0, -7.1, 2020-02-02 19:00:00, -6999.0, -11.0
None, -7.9, -7.944, 72.85, 0.0, 0.0, -5.9, 73.0, -7.9, 2020-02-02 20:00:00, -6999.0, -11.0
None, -8.6, -8.64, 74.14, 0.0, 0.0, -5.9, 74.0, -8.8, 2020-02-02 21:00:00, -6999.0, -12.0
None, -8.7, -8.65, 77.06, 0.0, 0.0, -5.9, 77.0, -9.3, 2020-02-02 22:00:00, -6999.0, -12.0
None, -6.6, -6.553, 71.29, 0.0, 0.0, -5.9, 71.0, -9.3, 2020-02-02 23:00:00, -6999.0, -10.0
None, -6.3, -6.28, 73.42, 0.0, 0.0, -5.9, 73.0, -9.3, 2020-02-03 00:00:00, -6999.0, -10.0
None, -6.7, -6.734, 84.0, 0.1, 0.0, -5.9, 84.0, -9.3, 2020-02-03 01:00:00, -6999.0, -9.0
None, -7.2, -7.176, 85.4, 0.9, 1.0, -5.9, 85.0, -9.3, 2020-02-03 02:00:00, -6999.0, -9.0
None, -7.7, -7.713, 74.67, 0.2, 0.0, -5.9, 75.0, -9.3, 2020-02-03 03:00:00, -6999.0, -11.0
None, -8.3, -8.27, 69.79, 0.0, 0.0, -5.9, 70.0, -9.3, 2020-02-03 04:00:00, -6999.0, -13.0
None, -8.3, -8.3, 61.2, 0.0, 0.0, -5.9, 61.0, -9.3, 2020-02-03 05:00:00, -6999.0, -14.0
None, -8.9, -8.91, 65.4, 0.0, 0.0, -5.9, 65.0, -9.3, 2020-02-03 06:00:00, -6999.0, -14.0
None, -9.2, -9.22, 66.39, 0.0, 0.0, -8.8, 66.0, -9.4, 2020-02-03 07:00:00, -6999.0, -14.0
None, -10.0, -9.98, 69.82, 0.0, 0.0, -8.8, 70.0, -10.1, 2020-02-03 08:00:00, -6999.0, -14.0
None, -10.0, -10.01, 67.45, 0.0, 0.0, -8.8, 67.0, -10.3, 2020-02-03 09:00:00, -6999.0, -14.0
None, -8.3, -8.32, 59.24, 0.0, 0.0, -8.4, 59.0, -10.3, 2020-02-03 10:00:00, -6999.0, -14.0
1.1, -8.0, -8.0, 54.23, 0.0, 0.0, -7.8, 54.0, -10.3, 2020-02-03 11:00:00, -6999.0, -15.0
1.1, -8.6, -8.58, 56.52, 0.0, 0.0, -7.7, 57.0, -10.3, 2020-02-03 12:00:00, -6999.0, -15.0
1.1, -7.7, -7.71, 51.46, 0.0, 0.0, -7.7, 51.0, -10.3, 2020-02-03 13:00:00, -6999.0, -15.0
1.1, -7.0, -6.973, 45.99, 0.0, 0.0, -6.6, 46.0, -10.3, 2020-02-03 14:00:00, -6999.0, -16.0
1.1, -6.8, -6.841, 46.04, 0.0, 0.0, -6.6, 46.0, -10.3, 2020-02-03 15:00:00, -6999.0, -15.0
1.1, -8.3, -8.32, 51.09, 0.0, 0.0, -6.6, 51.0, -10.3, 2020-02-03 16:00:00, -6999.0, -16.0
1.1, -10.2, -10.2, 62.09, 0.0, 0.0, -6.6, 62.0, -10.3, 2020-02-03 17:00:00, -6999.0, -15.0
1.1, -10.3, -10.32, 62.55, 0.0, 0.0, -6.6, 63.0, -11.0, 2020-02-03 18:00:00, -6999.0, -15.0
1.1, -11.6, -11.58, 66.28, 0.0, 0.0, -10.3, 66.0, -11.7, 2020-02-03 19:00:00, -6999.0, -16.0
1.1, -11.9, -11.92, 64.83, 0.0, 0.0, -10.3, 65.0, -12.0, 2020-02-03 20:00:00, -6999.0, -17.0
1.1, -12.6, -12.62, 65.17, 0.0, 0.0, -10.3, 65.0, -12.6, 2020-02-03 21:00:00, -6999.0, -17.0
1.1, -12.7, -12.73, 63.8, 0.0, 0.0, -10.3, 64.0, -13.7, 2020-02-03 22:00:00, -6999.0, -18.0
1.1, -12.7, -12.7, 65.79, 0.0, 0.0, -10.3, 66.0, -13.9, 2020-02-03 23:00:00, -6999.0, -17.0
1.1, -13.1, -13.05, 69.56, 0.0, 0.0, -10.3, 70.0, -13.9, 2020-02-04 00:00:00, -6999.0, -17.0
1.1, -12.7, -12.68, 71.69, 0.0, 0.0, -10.3, 72.0, -13.9, 2020-02-04 01:00:00, -6999.0, -16.0
0.2, -11.4, -11.41, 71.33, 0.0, 0.0, -10.3, 71.0, -13.9, 2020-02-04 02:00:00, -6999.0, -15.0
0.0, -11.0, -11.01, 72.72, 0.0, 0.0, -10.3, 73.0, -13.9, 2020-02-04 03:00:00, -6999.0, -15.0
0.0, -12.1, -12.07, 76.33, 0.0, 0.0, -10.3, 76.0, -13.9, 2020-02-04 04:00:00, -6999.0, -15.0
0.0, -12.0, -12.01, 74.68, 0.0, 0.0, -10.3, 75.0, -13.9, 2020-02-04 05:00:00, -6999.0, -15.0
0.0, -12.6, -12.55, 79.87, 0.0, 0.0, -10.3, 80.0, -13.9, 2020-02-04 06:00:00, -6999.0, -15.0
0.0, -12.0, -12.01, 82.8, 0.0, 0.0, -11.8, 83.0, -12.6, 2020-02-04 07:00:00, -6999.0, -14.0
0.0, -11.9, -11.93, 87.2, 0.1, 0.0, -11.8, 87.0, -12.6, 2020-02-04 08:00:00, -6999.0, -13.0
0.3, -11.7, -11.71, 87.1, 0.3, 0.0, -11.7, 87.0, -12.6, 2020-02-04 09:00:00, -6999.0, -13.0
0.9, -11.4, -11.35, 86.9, 0.6, 1.0, -11.4, 87.0, -12.6, 2020-02-04 10:00:00, -6999.0, -13.0
1.1, -11.1, -11.11, 88.8, 0.2, 0.0, -10.8, 89.0, -12.6, 2020-02-04 11:00:00, -6999.0, -12.0
1.3, -11.1, -11.08, 89.0, 0.2, 0.0, -10.8, 89.0, -12.6, 2020-02-04 12:00:00, -6999.0, -12.0
1.3, -11.2, -11.24, 89.8, 0.0, 0.0, -10.8, 90.0, -12.6, 2020-02-04 13:00:00, -6999.0, -13.0
1.3, -10.5, -10.54, 90.3, 0.0, 0.0, -10.4, 90.0, -12.6, 2020-02-04 14:00:00, -6999.0, -12.0
1.3, -10.4, -10.41, 90.1, 0.0, 0.0, -10.3, 90.0, -12.6, 2020-02-04 15:00:00, -6999.0, -11.0
1.3, -10.4, -10.44, 90.2, 0.0, 0.0, -10.2, 90.0, -12.6, 2020-02-04 16:00:00, -6999.0, -12.0
1.3, -10.3, -10.25, 90.3, 0.0, 0.0, -10.2, 90.0, -12.6, 2020-02-04 17:00:00, -6999.0, -11.0
1.3, -10.1, -10.11, 90.5, 0.0, 0.0, -10.1, 91.0, -12.6, 2020-02-04 18:00:00, -6999.0, -11.0
1.3, -10.2, -10.16, 90.4, 0.0, 0.0, -10.0, 90.0, -10.4, 2020-02-04 19:00:00, -6999.0, -11.0
1.3, -9.9, -9.92, 90.7, 0.0, 0.0, -9.8, 91.0, -10.4, 2020-02-04 20:00:00, -6999.0, -11.0
1.3, -9.7, -9.7, 90.7, 0.1, 0.0, -9.7, 91.0, -10.4, 2020-02-04 21:00:00, -6999.0, -11.0
1.5, -9.6, -9.59, 90.9, 0.2, 0.0, -9.5, 91.0, -10.4, 2020-02-04 22:00:00, -6999.0, -11.0
1.8, -9.4, -9.42, 90.9, 0.3, 0.0, -9.2, 91.0, -10.4, 2020-02-04 23:00:00, -6999.0, -11.0
1.8, -9.3, -9.26, 91.2, 0.1, 0.0, -9.1, 91.0, -10.4, 2020-02-05 00:00:00, -6999.0, -10.0
2.0, -9.1, -9.11, 91.2, 0.2, 0.0, -9.0, 91.0, -10.4, 2020-02-05 01:00:00, -6999.0, -10.0
2.2, -8.7, -8.74, 91.5, 0.2, 0.0, -8.7, 92.0, -10.4, 2020-02-05 02:00:00, -6999.0, -10.0
2.4, -9.0, -8.97, 91.3, 0.2, 0.0, -8.7, 91.0, -10.4, 2020-02-05 03:00:00, -6999.0, -10.0
2.6, -9.0, -8.95, 91.4, 0.2, 0.0, -8.7, 91.0, -10.4, 2020-02-05 04:00:00, -6999.0, -10.0
2.6, -8.6, -8.63, 91.7, 0.1, 0.0, -8.7, 92.0, -10.4, 2020-02-05 05:00:00, -6999.0, -10.0
2.6, -8.4, -8.37, 91.9, 0.1, 0.0, -8.4, 92.0, -10.4, 2020-02-05 06:00:00, -6999.0, -9.0
2.6, -8.3, -8.27, 92.0, 0.1, 0.0, -8.2, 92.0, -8.6, 2020-02-05 07:00:00, -6999.0, -9.0
2.6, -8.0, -8.04, 92.1, 0.1, 0.0, -8.0, 92.0, -8.6, 2020-02-05 08:00:00, -6999.0, -9.0
2.3, -7.8, -7.785, 92.1, 0.1, 0.0, -7.7, 92.0, -8.6, 2020-02-05 09:00:00, -6999.0, -9.0
1.9, -7.2, -7.192, 92.5, 0.2, 0.0, -7.2, 93.0, -8.6, 2020-02-05 10:00:00, -6999.0, -8.0
2.0, -7.1, -7.075, 92.6, 0.3, 0.0, -6.9, 93.0, -8.6, 2020-02-05 11:00:00, -6999.0, -8.0
2.3, -6.7, -6.733, 92.6, 0.5, 1.0, -6.5, 93.0, -8.6, 2020-02-05 12:00:00, -6999.0, -8.0
2.7, -6.4, -6.437, 93.0, 0.4, 0.0, -6.4, 93.0, -8.6, 2020-02-05 13:00:00, -6999.0, -7.0
3.1, -6.4, -6.367, 93.3, 0.4, 0.0, -6.1, 93.0, -8.6, 2020-02-05 14:00:00, -6999.0, -7.0
3.4, -0.1, -0.131, 93.2, 0.3, 0.0, -0.1, 93.0, -8.6, 2020-02-05 15:00:00, -6999.0, -1.0
3.7, 0.2, 0.159, 89.6, 0.3, 0.0, 0.3, 90.0, -8.6, 2020-02-05 16:00:00, -6999.0, -1.0
3.9, -5.1, -5.149, 95.6, 0.2, 0.0, 0.4, 96.0, -8.6, 2020-02-05 17:00:00, -6999.0, -5.0
3.9, -2.0, -2.001, 83.7, 0.1, 0.0, 0.4, 84.0, -8.6, 2020-02-05 18:00:00, -6999.0, -5.0
3.9, -5.8, -5.767, 95.4, 0.0, 0.0, -1.1, 95.0, -6.0, 2020-02-05 19:00:00, -6999.0, -7.0
3.9, -3.9, -3.887, 97.3, 0.1, 0.0, -1.1, 97.0, -6.0, 2020-02-05 20:00:00, -6999.0, -4.0
3.9, -5.6, -5.642, 95.0, 0.1, 0.0, 0.0, 95.0, -6.0, 2020-02-05 21:00:00, -6999.0, -6.0
3.7, -4.6, -4.647, 95.3, 0.1, 0.0, 0.0, 95.0, -6.0, 2020-02-05 22:00:00, -6999.0, -5.0
3.8, -1.1, -1.058, 97.6, 0.4, 0.0, 0.0, 98.0, -6.0, 2020-02-05 23:00:00, -6999.0, -1.0
3.8, -1.9, -1.92, 96.5, 0.0, 0.0, 0.0, 97.0, -6.0, 2020-02-06 00:00:00, -6999.0, -3.0
3.9, -0.7, -0.687, 98.0, 0.3, 0.0, 0.0, 98.0, -6.0, 2020-02-06 01:00:00, -6999.0, -1.0
4.2, 0.5, 0.498, 85.2, 0.5, 0.0, 0.5, 85.0, -6.0, 2020-02-06 02:00:00, -6999.0, -2.0
4.3, 0.7, 0.665, 84.3, 0.3, 0.0, 0.6, 84.0, -6.0, 2020-02-06 03:00:00, -6999.0, -2.0
4.7, -0.3, -0.298, 95.1, 0.6, 1.0, 0.7, 95.0, -6.0, 2020-02-06 04:00:00, -6999.0, -1.0
4.7, -0.7, -0.711, 92.2, 0.0, 0.0, 0.7, 92.0, -6.0, 2020-02-06 05:00:00, -6999.0, -2.0
4.7, -0.9, -0.878, 96.7, 0.0, 0.0, 0.7, 97.0, -6.0, 2020-02-06 06:00:00, -6999.0, -1.0
4.7, -1.3, -1.347, 96.2, 0.0, 0.0, -0.8, 96.0, -1.5, 2020-02-06 07:00:00, -6999.0, -2.0
4.7, -2.2, -2.163, 95.5, 0.0, 0.0, -0.8, 96.0, -2.3, 2020-02-06 08:00:00, -6999.0, -3.0
4.7, -0.6, -0.64, 91.4, 0.0, 0.0, -0.6, 91.0, -2.3, 2020-02-06 09:00:00, -6999.0, -2.0
4.5, -0.6, -0.64, 93.2, 0.0, 0.0, -0.4, 93.0, -2.3, 2020-02-06 10:00:00, -6999.0, -1.0
4.6, -0.2, -0.244, 93.3, 0.4, 0.0, -0.2, 93.0, -2.3, 2020-02-06 11:00:00, -6999.0, -1.0
4.1, -1.0, -1.032, 97.3, 0.0, 0.0, -0.2, 97.0, -2.3, 2020-02-06 12:00:00, -6999.0, -1.0
4.0, -0.6, -0.637, 97.4, 0.3, 0.0, -0.2, 97.0, -2.3, 2020-02-06 13:00:00, -6999.0, -1.0
4.5, -1.3, -1.265, 97.4, 0.9, 1.0, -0.2, 97.0, -2.3, 2020-02-06 14:00:00, -6999.0, -2.0
4.9, -1.5, -1.467, 95.9, 0.7, 1.0, -0.2, 96.0, -2.3, 2020-02-06 15:00:00, -6999.0, -2.0
5.3, -1.7, -1.71, 96.2, 0.7, 1.0, -0.2, 96.0, -2.3, 2020-02-06 16:00:00, -6999.0, -2.0
5.6, -2.2, -2.226, 96.7, 0.5, 1.0, -0.2, 97.0, -2.3, 2020-02-06 17:00:00, -6999.0, -3.0
6.1, -2.5, -2.462, 97.3, 0.5, 1.0, -0.2, 97.0, -2.5, 2020-02-06 18:00:00, -6999.0, -3.0
6.5, -2.6, -2.585, 97.0, 0.4, 0.0, -2.4, 97.0, -2.7, 2020-02-06 19:00:00, -6999.0, -3.0
7.0, -2.6, -2.648, 96.6, 0.5, 0.0, -2.4, 97.0, -2.7, 2020-02-06 20:00:00, -6999.0, -3.0
7.0, -2.7, -2.74, 96.1, 0.1, 0.0, -2.4, 96.0, -2.8, 2020-02-06 21:00:00, -6999.0, -3.0
7.2, -2.8, -2.799, 93.3, 0.2, 0.0, -2.4, 93.0, -2.8, 2020-02-06 22:00:00, -6999.0, -4.0
6.8, -3.4, -3.398, 92.9, 0.0, 0.0, -2.4, 93.0, -3.4, 2020-02-06 23:00:00, -6999.0, -4.0
6.8, -3.8, -3.767, 93.3, 0.0, 0.0, -2.4, 93.0, -3.9, 2020-02-07 00:00:00, -6999.0, -4.0
6.5, -3.0, -3.027, 93.1, 0.0, 0.0, -2.4, 93.0, -3.9, 2020-02-07 01:00:00, -6999.0, -4.0
6.0, -2.9, -2.931, 90.6, 0.0, 0.0, -2.4, 91.0, -3.9, 2020-02-07 02:00:00, -6999.0, -4.0
5.7, -2.7, -2.68, 88.4, 0.0, 0.0, -2.4, 88.0, -3.9, 2020-02-07 03:00:00, -6999.0, -4.0
5.1, -3.1, -3.072, 90.5, 0.0, 0.0, -2.4, 91.0, -3.9, 2020-02-07 04:00:00, -6999.0, -4.0
5.1, -3.1, -3.074, 91.0, 0.0, 0.0, -2.4, 91.0, -3.9, 2020-02-07 05:00:00, -6999.0, -4.0
5.1, -4.7, -4.715, 90.8, 0.0, 0.0, -2.4, 91.0, -4.8, 2020-02-07 06:00:00, -6999.0, -6.0
5.1, -4.9, -4.917, 89.9, 0.0, 0.0, -4.3, 90.0, -4.9, 2020-02-07 07:00:00, -6999.0, -6.0
5.1, -4.3, -4.285, 86.0, 0.0, 0.0, -4.1, 86.0, -5.1, 2020-02-07 08:00:00, -6999.0, -6.0
5.1, -4.0, -4.003, 90.2, 0.0, 0.0, -4.0, 90.0, -5.1, 2020-02-07 09:00:00, -6999.0, -5.0
5.1, -3.4, -3.415, 89.5, 0.1, 0.0, -3.1, 90.0, -5.1, 2020-02-07 10:00:00, -6999.0, -5.0
5.3, -3.3, -3.308, 91.8, 0.6, 1.0, -3.1, 92.0, -5.1, 2020-02-07 11:00:00, -6999.0, -5.0
6.1, -3.4, -3.352, 92.0, 0.8, 1.0, -3.0, 92.0, -5.1, 2020-02-07 12:00:00, -6999.0, -4.0
5.8, -3.8, -3.761, 94.7, 0.1, 0.0, -3.0, 95.0, -5.1, 2020-02-07 13:00:00, -6999.0, -4.0
4.9, -3.6, -3.638, 94.6, 0.1, 0.0, -3.0, 95.0, -5.1, 2020-02-07 14:00:00, -6999.0, -4.0
4.4, -4.0, -3.964, 95.1, 0.2, 0.0, -3.0, 95.0, -5.1, 2020-02-07 15:00:00, -6999.0, -4.0
3.7, -4.0, -3.96, 95.9, 0.1, 0.0, -3.0, 96.0, -5.1, 2020-02-07 16:00:00, -6999.0, -4.0
3.2, -4.0, -3.976, 96.1, 0.1, 0.0, -3.0, 96.0, -5.1, 2020-02-07 17:00:00, -6999.0, -5.0
2.9, -4.2, -4.177, 96.0, 0.2, 0.0, -3.0, 96.0, -5.1, 2020-02-07 18:00:00, -6999.0, -5.0
2.7, -4.3, -4.281, 95.9, 0.2, 0.0, -4.1, 96.0, -4.3, 2020-02-07 19:00:00, -6999.0, -5.0
2.4, -4.2, -4.218, 95.8, 0.2, 0.0, -4.1, 96.0, -4.3, 2020-02-07 20:00:00, -6999.0, -5.0
3.4, -3.5, -3.483, 96.4, 1.0, 1.0, -3.5, 96.0, -4.3, 2020-02-07 21:00:00, -6999.0, -4.0
3.2, -4.2, -4.222, 96.0, 0.0, 0.0, -3.4, 96.0, -4.3, 2020-02-07 22:00:00, -6999.0, -4.0
3.2, -3.6, -3.573, 94.4, 0.0, 0.0, -3.4, 94.0, -4.5, 2020-02-07 23:00:00, -6999.0, -4.0
3.2, -4.7, -4.699, 90.1, 0.0, 0.0, -2.8, 90.0, -4.7, 2020-02-08 00:00:00, -6999.0, -6.0
3.2, -3.9, -3.935, 90.9, 0.0, 0.0, -2.8, 91.0, -5.1, 2020-02-08 01:00:00, -6999.0, -5.0
3.2, -2.9, -2.917, 93.4, 0.1, 0.0, -2.5, 93.0, -5.1, 2020-02-08 02:00:00, -6999.0, -4.0
3.6, -2.0, -1.994, 88.9, 0.4, 0.0, -1.9, 89.0, -5.1, 2020-02-08 03:00:00, -6999.0, -4.0
3.6, -3.2, -3.245, 95.2, 0.1, 0.0, -1.9, 95.0, -5.1, 2020-02-08 04:00:00, -6999.0, -4.0
3.8, -2.4, -2.42, 93.1, 0.2, 0.0, -1.9, 93.0, -5.1, 2020-02-08 05:00:00, -6999.0, -3.0
3.8, -2.8, -2.806, 77.93, 0.1, 0.0, -1.9, 78.0, -5.1, 2020-02-08 06:00:00, -6999.0, -6.0
3.8, -3.3, -3.283, 80.9, 0.1, 0.0, -2.8, 81.0, -3.4, 2020-02-08 07:00:00, -6999.0, -6.0
3.8, -4.3, -4.329, 84.0, 0.1, 0.0, -2.8, 84.0, -4.3, 2020-02-08 08:00:00, -6999.0, -6.0
4.2, -4.5, -4.46, 86.6, 0.4, 0.0, -2.8, 87.0, -4.6, 2020-02-08 09:00:00, -6999.0, -6.0
4.4, -3.8, -3.848, 78.21, 0.2, 0.0, -2.8, 78.0, -4.6, 2020-02-08 10:00:00, -6999.0, -7.0
3.8, -3.5, -3.495, 75.01, 0.1, 0.0, -2.8, 75.0, -4.6, 2020-02-08 11:00:00, -6999.0, -7.0
3.0, -3.8, -3.814, 76.93, 0.1, 0.0, -2.8, 77.0, -4.6, 2020-02-08 12:00:00, -6999.0, -6.0
3.0, -4.1, -4.096, 77.96, 0.0, 0.0, -2.8, 78.0, -4.6, 2020-02-08 13:00:00, -6999.0, -7.0
3.0, -4.2, -4.204, 75.71, 0.0, 0.0, -2.8, 76.0, -4.6, 2020-02-08 14:00:00, -6999.0, -7.0
2.8, -4.5, -4.493, 78.56, 0.1, 0.0, -2.8, 79.0, -4.6, 2020-02-08 15:00:00, -6999.0, -7.0
2.8, -4.8, -4.787, 79.78, 0.1, 0.0, -2.8, 80.0, -4.8, 2020-02-08 16:00:00, -6999.0, -7.0
3.0, -5.4, -5.356, 81.2, 0.2, 0.0, -2.8, 81.0, -5.3, 2020-02-08 17:00:00, -6999.0, -8.0
2.8, -5.3, -5.295, 80.5, 0.0, 0.0, -2.8, 81.0, -5.5, 2020-02-08 18:00:00, -6999.0, -8.0
None, None, -5.45, 79.07, None, None, None, None, None, 2020-02-08 19:00:00, None, None
None, None, -5.482, 77.91, None, None, None, None, None, 2020-02-08 20:00:00, None, None
None, -5.6, -5.613, 77.34, 0.0, 0.0, -5.2, 77.0, -5.7, 2020-02-08 21:00:00, -6999.0, -8.0
None, -5.7, -5.709, 74.88, 0.0, 0.0, -5.2, 75.0, -5.9, 2020-02-08 22:00:00, -6999.0, -9.0
None, -5.8, -5.84, 76.35, 0.0, 0.0, -5.2, 76.0, -6.0, 2020-02-08 23:00:00, -6999.0, -9.0
None, -6.9, -6.946, 77.94, 0.0, 0.0, -5.2, 78.0, -7.1, 2020-02-09 00:00:00, -6999.0, -10.0
None, -6.6, -6.588, 76.39, 0.0, 0.0, -5.2, 76.0, -7.2, 2020-02-09 01:00:00, -6999.0, -10.0
None, -9.0, -9.0, 83.0, 0.0, 0.0, -5.2, 83.0, -9.6, 2020-02-09 02:00:00, -6999.0, -11.0
None, -8.5, -8.52, 78.36, 0.0, 0.0, -5.2, 78.0, -9.6, 2020-02-09 03:00:00, -6999.0, -11.0
None, -9.3, -9.34, 77.87, 0.0, 0.0, -5.2, 78.0, -9.6, 2020-02-09 04:00:00, -6999.0, -12.0
None, -8.4, -8.36, 79.35, 0.0, 0.0, -5.2, 79.0, -9.9, 2020-02-09 05:00:00, -6999.0, -11.0
None, -7.5, -7.492, 81.0, 0.0, 0.0, -5.2, 81.0, -9.9, 2020-02-09 06:00:00, -6999.0, -10.0
None, -6.4, -6.359, 72.94, 0.0, 0.0, -6.2, 73.0, -7.7, 2020-02-09 07:00:00, -6999.0, -10.0
None, -6.1, -6.057, 73.88, 0.0, 0.0, -6.1, 74.0, -7.7, 2020-02-09 08:00:00, -6999.0, -10.0
None, -5.5, -5.454, 73.26, 0.0, 0.0, -5.3, 73.0, -7.7, 2020-02-09 09:00:00, -6999.0, -9.0
None, -4.6, -4.623, 68.71, 0.0, 0.0, -4.6, 69.0, -7.7, 2020-02-09 10:00:00, -6999.0, -9.0
None, -4.0, -4.044, 68.12, 0.0, 0.0, -4.1, 68.0, -7.7, 2020-02-09 11:00:00, -6999.0, -8.0
None, -3.0, -2.954, 68.21, 0.0, 0.0, -2.9, 68.0, -7.7, 2020-02-09 12:00:00, -6999.0, -7.0
None, -2.1, -2.143, 66.11, 0.0, 0.0, -1.4, 66.0, -7.7, 2020-02-09 13:00:00, -6999.0, -7.0
None, -1.1, -1.095, 62.59, 0.0, 0.0, -1.1, 63.0, -7.7, 2020-02-09 14:00:00, -6999.0, -6.0
None, 2.8, 2.763, 58.35, 0.0, 0.0, 2.8, 58.0, -7.7, 2020-02-09 15:00:00, -6999.0, -4.0
None, 1.5, 1.516, 62.17, 0.0, 0.0, 2.8, 62.0, -7.7, 2020-02-09 16:00:00, -6999.0, -5.0
None, 1.0, 1.005, 64.64, 0.0, 0.0, 2.8, 65.0, -7.7, 2020-02-09 17:00:00, -6999.0, -5.0
None, 0.7, 0.724, 66.51, 0.0, 0.0, 2.8, 67.0, -7.7, 2020-02-09 18:00:00, -6999.0, -5.0
None, 0.0, 0.036, 68.54, 0.0, 0.0, 0.8, 69.0, -0.5, 2020-02-09 19:00:00, -6999.0, -4.0
0.0, 0.2, 0.207, 67.71, 0.0, 0.0, 0.8, 68.0, -0.5, 2020-02-09 20:00:00, -6999.0, -5.0
0.0, -0.3, -0.262, 69.75, 0.0, 0.0, 0.8, 70.0, -0.5, 2020-02-09 21:00:00, -6999.0, -5.0
0.0, -0.5, -0.465, 69.99, 0.0, 0.0, 0.8, 70.0, -0.8, 2020-02-09 22:00:00, -6999.0, -5.0
0.0, -0.6, -0.601, 68.81, 0.0, 0.0, 0.8, 69.0, -0.8, 2020-02-09 23:00:00, -6999.0, -5.0
0.0, -1.2, -1.182, 70.58, 0.0, 0.0, 0.8, 71.0, -1.3, 2020-02-10 00:00:00, -6999.0, -5.0
0.0, -1.2, -1.153, 68.22, 0.0, 0.0, 0.8, 68.0, -1.5, 2020-02-10 01:00:00, -6999.0, -6.0
0.0, -1.8, -1.799, 68.16, 0.0, 0.0, 0.8, 68.0, -2.0, 2020-02-10 02:00:00, -6999.0, -6.0
0.0, -2.1, -2.066, 67.54, 0.0, 0.0, 0.8, 68.0, -2.1, 2020-02-10 03:00:00, -6999.0, -7.0
0.0, -2.7, -2.742, 69.39, 0.0, 0.0, 0.8, 69.0, -3.0, 2020-02-10 04:00:00, -6999.0, -7.0
0.0, -2.8, -2.794, 69.8, 0.0, 0.0, 0.8, 70.0, -3.0, 2020-02-10 05:00:00, -6999.0, -7.0
0.0, -3.3, -3.323, 70.98, 0.0, 0.0, 0.8, 71.0, -3.3, 2020-02-10 06:00:00, -6999.0, -7.0
0.0, -4.6, -4.635, 77.6, 0.0, 0.0, -3.0, 78.0, -4.9, 2020-02-10 07:00:00, -6999.0, -8.0
0.0, -5.2, -5.188, 78.63, 0.0, 0.0, -3.0, 79.0, -6.1, 2020-02-10 08:00:00, -6999.0, -8.0
0.0, -3.0, -3.036, 69.84, 0.0, 0.0, -2.1, 70.0, -6.1, 2020-02-10 09:00:00, -6999.0, -7.0
0.0, -2.2, -2.238, 68.39, 0.0, 0.0, -2.1, 68.0, -6.1, 2020-02-10 10:00:00, -6999.0, -7.0
0.0, -0.8, -0.838, 63.83, 0.0, 0.0, -0.8, 64.0, -6.1, 2020-02-10 11:00:00, -6999.0, -6.0
0.0, -0.2, -0.187, 62.8, 0.0, 0.0, 0.1, 63.0, -6.1, 2020-02-10 12:00:00, -6999.0, -6.0
