station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_DIRECTION1
None, -0.2, 98.0, None, -0.2, 1989-11-02 11:00:00, 115.0, 236.0, 21.0
None, -0.2, 98.0, None, -0.2, 1989-11-02 12:00:00, 115.0, 240.0, 21.0
None, -0.2, 99.0, None, -0.2, 1989-11-02 13:00:00, 115.0, 241.0, 21.0
None, -0.1, 99.0, None, -0.1, 1989-11-02 14:00:00, 115.0, 241.0, 21.0
None, 0.0, 99.0, None, 0.0, 1989-11-02 15:00:00, 115.0, 241.0, 21.0
None, 0.1, 100.0, None, 0.1, 1989-11-02 16:00:00, 115.0, 242.0, 21.0
None, 0.2, 100.0, None, 0.2, 1989-11-02 17:00:00, 115.0, 242.0, 21.0
None, 0.2, 100.0, None, 0.2, 1989-11-02 18:00:00, 115.0, 242.0, 21.0
None, 0.2, 100.0, 0.2, 0.2, 1989-11-02 19:00:00, 115.0, 0.0, 21.0
None, 0.2, 100.0, 0.2, 0.2, 1989-11-02 20:00:00, 115.0, 0.0, 21.0
None, 0.3, 100.0, 0.2, 0.3, 1989-11-02 21:00:00, 115.0, 1.0, 21.0
None, 0.4, 100.0, 0.2, 0.4, 1989-11-02 22:00:00, 115.0, 1.0, 21.0
None, 0.3, 100.0, 0.2, 0.4, 1989-11-02 23:00:00, 115.0, 1.0, 21.0
None, 0.2, 100.0, 0.2, 0.4, 1989-11-03 00:00:00, 115.0, 1.0, 21.0
None, 0.3, 100.0, 0.2, 0.4, 1989-11-03 01:00:00, 115.0, 1.0, 21.0
None, 0.3, 100.0, 0.2, 0.4, 1989-11-03 02:00:00, 115.0, 1.0, 21.0
None, 0.3, 100.0, 0.2, 0.4, 1989-11-03 03:00:00, 115.0, 3.0, 21.0
None, 0.3, 100.0, 0.2, 0.4, 1989-11-03 04:00:00, 115.0, 4.0, 21.0
None, 0.3, 100.0, 0.2, 0.4, 1989-11-03 05:00:00, 115.0, 4.0, 21.0
None, 0.5, 100.0, 0.2, 0.5, 1989-11-03 06:00:00, 115.0, 4.0, 21.0
None, 0.6, 100.0, 0.6, 0.6, 1989-11-03 07:00:00, 115.0, 1.0, 21.0
None, 0.6, 100.0, 0.6, 0.6, 1989-11-03 08:00:00, 115.0, 1.0, 21.0
None, 0.7, 100.0, 0.6, 0.7, 1989-11-03 09:00:00, 115.0, 2.0, 21.0
None, 1.0, 100.0, 0.6, 1.0, 1989-11-03 10:00:00, 115.0, 2.0, 21.0
None, 1.0, 100.0, 0.6, 1.0, 1989-11-03 11:00:00, 115.0, 2.0, 21.0
None, 1.4, 100.0, 0.6, 1.4, 1989-11-03 12:00:00, 115.0, 3.0, 21.0
None, 1.7, 100.0, 0.6, 1.7, 1989-11-03 13:00:00, 115.0, 3.0, 21.0
None, 1.8, 100.0, 0.6, 1.8, 1989-11-03 14:00:00, 115.0, 3.0, 21.0
None, 1.4, 100.0, 0.6, 1.8, 1989-11-03 15:00:00, 115.0, 3.0, 21.0
None, 2.6, 99.0, 0.6, 2.6, 1989-11-03 16:00:00, 115.0, 4.0, 21.0
None, 1.3, 99.0, 0.6, 2.6, 1989-11-03 17:00:00, 115.0, 3.0, 21.0
None, 1.0, 99.0, 0.6, 2.6, 1989-11-03 18:00:00, 115.0, 3.0, 21.0
None, 0.8, 99.0, 0.8, 0.8, 1989-11-03 19:00:00, 115.0, 0.0, 21.0
None, 0.6, 99.0, 0.6, 0.8, 1989-11-03 20:00:00, 115.0, 0.0, 21.0
None, 0.9, 99.0, 0.6, 0.9, 1989-11-03 21:00:00, 115.0, 0.0, 21.0
None, 0.8, 98.0, 0.6, 0.9, 1989-11-03 22:00:00, 115.0, 0.0, 21.0
None, 0.4, 99.0, 0.4, 0.9, 1989-11-03 23:00:00, 115.0, -2.0, 21.0
None, 0.3, 99.0, 0.3, 0.9, 1989-11-04 00:00:00, 115.0, -2.0, 21.0
None, 0.4, 99.0, 0.3, 0.9, 1989-11-04 01:00:00, 115.0, -2.0, 21.0
None, 0.5, 99.0, 0.3, 0.9, 1989-11-04 02:00:00, 115.0, -2.0, 21.0
None, 0.3, 98.0, 0.3, 0.9, 1989-11-04 03:00:00, 115.0, -3.0, 21.0
None, 0.4, 98.0, 0.3, 0.9, 1989-11-04 04:00:00, 115.0, -2.0, 21.0
None, 0.2, 98.0, 0.2, 0.9, 1989-11-04 05:00:00, None, None, None
None, 0.5, 96.0, 0.2, 0.9, 1989-11-04 06:00:00, 115.0, -3.0, 21.0
None, 0.6, 94.0, 0.6, 0.6, 1989-11-04 07:00:00, 115.0, 0.0, 21.0
None, 0.2, 93.0, 0.2, 0.6, 1989-11-04 08:00:00, 115.0, 0.0, 21.0
None, 0.1, 93.0, 0.1, 0.6, 1989-11-04 09:00:00, 115.0, 0.0, 21.0
None, 0.4, 92.0, 0.1, 0.6, 1989-11-04 10:00:00, None, None, None
None, None, None, None, None, 1989-11-04 11:00:00, 115.0, 2.0, 21.0
None, 1.4, 93.0, 0.1, 1.4, 1989-11-04 12:00:00, 115.0, 3.0, 21.0
None, 2.3, 83.0, 0.1, 2.3, 1989-11-04 13:00:00, 115.0, 4.0, 21.0
None, 2.7, 85.0, 0.1, 2.7, 1989-11-04 14:00:00, None, None, None
None, None, None, None, None, 1989-11-04 15:00:00, 115.0, 5.0, 21.0
None, 2.2, 90.0, 0.1, 2.7, 1989-11-04 16:00:00, 115.0, 4.0, 21.0
None, None, None, None, None, 1989-11-04 17:00:00, 115.0, 0.0, 21.0
None, 0.5, 96.0, 0.1, 2.7, 1989-11-04 18:00:00, 115.0, 0.0, 21.0
None, 0.3, 96.0, 0.3, 0.3, 1989-11-04 19:00:00, 115.0, 0.0, 21.0
None, 0.3, 95.0, 0.3, 0.3, 1989-11-04 20:00:00, 115.0, 0.0, 21.0
None, 0.2, 96.0, 0.2, 0.3, 1989-11-04 21:00:00, 115.0, 0.0, 21.0
None, 0.1, 96.0, 0.1, 0.3, 1989-11-04 22:00:00, 115.0, 1.0, 21.0
None, 0.0, 97.0, 0.0, 0.3, 1989-11-04 23:00:00, 115.0, 1.0, 21.0
None, -0.2, 99.0, -0.2, 0.3, 1989-11-05 00:00:00, 115.0, 1.0, 21.0
None, -0.4, 99.0, -0.4, 0.3, 1989-11-05 01:00:00, None, None, None
None, -0.7, 99.0, -0.7, 0.3, 1989-11-05 02:00:00, 115.0, 1.0, 21.0
None, -1.1, 98.0, -1.1, 0.3, 1989-11-05 03:00:00, 115.0, 2.0, 21.0
None, None, None, None, None, 1989-11-05 04:00:00, 115.0, 2.0, 21.0
None, -0.9, 97.0, -1.1, 0.3, 1989-11-05 05:00:00, 115.0, 2.0, 21.0
None, -0.9, 97.0, -1.1, 0.3, 1989-11-05 06:00:00, None, None, None
None, -1.2, 96.0, -1.2, -1.2, 1989-11-05 07:00:00, 115.0, 0.0, 21.0
None, None, None, None, None, 1989-11-05 08:00:00, 115.0, 0.0, 21.0
None, None, None, None, None, 1989-11-05 09:00:00, 115.0, 0.0, 21.0
None, -0.5, 94.0, -1.2, -0.5, 1989-11-05 10:00:00, None, None, None
None, 0.4, 91.0, -1.2, 0.4, 1989-11-05 11:00:00, 115.0, 2.0, 21.0
None, None, None, None, None, 1989-11-05 12:00:00, 115.0, 3.0, 21.0
None, None, None, None, None, 1989-11-05 13:00:00, 115.0, 3.0, 21.0
None, 0.7, 88.0, -1.2, 0.8, 1989-11-05 14:00:00, 115.0, 3.0, 21.0
None, 0.3, 92.0, -1.2, 0.8, 1989-11-05 15:00:00, 115.0, 3.0, 21.0
None, -0.5, 97.0, -1.2, 0.8, 1989-11-05 16:00:00, 115.0, 4.0, 21.0
None, -1.4, 97.0, -1.4, 0.8, 1989-11-05 17:00:00, 115.0, 3.0, 21.0
None, None, None, None, None, 1989-11-05 18:00:00, 115.0, 3.0, 21.0
None, -3.6, 99.0, -3.6, -3.6, 1989-11-05 19:00:00, None, None, None
None, -4.6, 99.0, -4.6, -3.6, 1989-11-05 20:00:00, 115.0, -2.0, 21.0
None, -4.6, 99.0, -4.6, -3.6, 1989-11-05 21:00:00, None, None, None
None, -4.1, 99.0, -4.6, -3.6, 1989-11-05 22:00:00, 115.0, -3.0, 21.0
None, None, None, None, None, 1989-11-05 23:00:00, 115.0, -3.0, 21.0
None, -3.9, 98.0, -4.6, -3.6, 1989-11-06 00:00:00, 115.0, -3.0, 21.0
None, -3.9, 98.0, -4.6, -3.6, 1989-11-06 01:00:00, None, None, None
None, -4.3, 97.0, -4.6, -3.6, 1989-11-06 02:00:00, None, None, None
None, -4.7, 96.0, -4.7, -3.6, 1989-11-06 03:00:00, 115.0, -4.0, 21.0
None, -5.6, 96.0, -5.6, -3.6, 1989-11-06 04:00:00, 115.0, -4.0, 21.0
None, -5.3, 96.0, -5.6, -3.6, 1989-11-06 05:00:00, 115.0, -3.0, 21.0
None, -5.6, 96.0, -5.6, -3.6, 1989-11-06 06:00:00, None, None, None
None, -5.2, 95.0, -5.2, -5.2, 1989-11-06 07:00:00, 115.0, 3.0, 21.0
None, -4.7, 91.0, -5.2, -4.7, 1989-11-06 08:00:00, 115.0, 3.0, 21.0
None, -4.7, 93.0, -5.2, -4.7, 1989-11-06 09:00:00, 115.0, 3.0, 21.0
None, -4.3, 94.0, -5.2, -4.3, 1989-11-06 10:00:00, 115.0, 4.0, 21.0
None, -3.8, 94.0, -5.2, -3.8, 1989-11-06 11:00:00, 115.0, 5.0, 21.0
None, -3.3, 93.0, -5.2, -3.3, 1989-11-06 12:00:00, 115.0, 5.0, 21.0
None, None, None, None, None, 1989-11-06 13:00:00, 115.0, 6.0, 21.0
None, None, None, None, None, 1989-11-06 14:00:00, 115.0, 7.0, 21.0
None, -2.5, 95.0, -5.2, -1.9, 1989-11-06 15:00:00, 115.0, 8.0, 21.0
None, -2.8, 95.0, -5.2, -1.9, 1989-11-06 16:00:00, None, None, None
None, -13.4, 94.0, -13.6, -13.1, 1989-11-11 09:00:00, 115.0, 0.0, 21.0
None, None, None, None, None, 1989-11-11 10:00:00, 115.0, 4.0, 21.0
None, -8.8, 92.0, -13.6, -8.8, 1989-11-11 11:00:00, 115.0, 6.0, 21.0
None, -8.2, 90.0, -13.6, -8.2, 1989-11-11 12:00:00, 115.0, 7.0, 21.0
None, -7.3, 84.0, -13.6, -7.3, 1989-11-11 13:00:00, 115.0, 8.0, 21.0
None, -7.5, 81.0, -13.6, -7.3, 1989-11-11 14:00:00, 115.0, 8.0, 21.0
None, -7.6, 79.0, -13.6, -7.3, 1989-11-11 15:00:00, 115.0, 8.0, 21.0
None, -9.1, 83.0, -13.6, -7.3, 1989-11-11 16:00:00, 115.0, 7.0, 21.0
None, -9.4, 86.0, -13.6, -7.3, 1989-11-11 17:00:00, 115.0, 6.0, 21.0
None, -9.4, 89.0, -13.6, -7.3, 1989-11-11 18:00:00, 115.0, 5.0, 21.0
None, -9.1, 94.0, -9.1, -9.1, 1989-11-11 19:00:00, 115.0, 1.0, 21.0
None, -9.0, 96.0, -9.1, -9.0, 1989-11-11 20:00:00, None, None, None
None, -9.1, 97.0, -9.1, -9.0, 1989-11-11 21:00:00, 115.0, 3.0, 21.0
None, -9.0, 95.0, -9.1, -9.0, 1989-11-11 22:00:00, None, None, None
None, -8.7, 93.0, -9.1, -8.7, 1989-11-11 23:00:00, 115.0, 4.0, 21.0
None, -9.1, 94.0, -9.1, -8.7, 1989-11-12 00:00:00, 115.0, 4.0, 21.0
None, -9.0, 94.0, -9.1, -8.7, 1989-11-12 01:00:00, 115.0, 4.0, 21.0
None, -9.6, 94.0, -9.6, -8.7, 1989-11-12 02:00:00, 115.0, 3.0, 21.0
None, -10.6, 94.0, -10.6, -8.7, 1989-11-12 03:00:00, 115.0, 2.0, 21.0
None, -10.1, 95.0, -10.6, -8.7, 1989-11-12 04:00:00, None, None, None
None, -10.0, 95.0, -10.6, -8.7, 1989-11-12 05:00:00, 115.0, 2.0, 21.0
None, -10.0, 94.0, -10.6, -8.7, 1989-11-12 06:00:00, 115.0, 2.0, 21.0
None, -12.0, 87.0, -12.0, -12.0, 1989-11-12 07:00:00, None, None, None
None, -16.6, 82.0, -16.6, -12.0, 1989-11-12 08:00:00, None, None, None
None, -17.9, 85.0, -17.9, -12.0, 1989-11-12 09:00:00, 115.0, -6.0, 21.0
None, -15.7, 91.0, -17.9, -12.0, 1989-11-12 10:00:00, 115.0, -2.0, 21.0
None, -12.4, 93.0, -17.9, -12.0, 1989-11-12 11:00:00, 115.0, 0.0, 21.0
None, -10.6, 89.0, -17.9, -10.6, 1989-11-12 12:00:00, None, None, None
None, None, None, None, None, 1989-11-12 13:00:00, 115.0, 2.0, 21.0
None, None, None, None, None, 1989-11-12 14:00:00, 115.0, 2.0, 21.0
None, None, None, None, None, 1989-11-12 15:00:00, 115.0, 2.0, 21.0
None, -9.4, 84.0, -17.9, -9.2, 1989-11-12 16:00:00, None, None, None
None, -10.4, 89.0, -17.9, -9.2, 1989-11-12 17:00:00, 115.0, 2.0, 21.0
None, -11.4, 92.0, -17.9, -9.2, 1989-11-12 18:00:00, 115.0, 0.0, 21.0
None, None, None, None, None, 1989-11-12 19:00:00, 115.0, 0.0, 21.0
None, -10.6, 94.0, -11.1, -10.6, 1989-11-12 20:00:00, 115.0, 1.0, 21.0
None, -8.8, 95.0, -11.1, -8.8, 1989-11-12 21:00:00, None, None, None
None, -8.8, 96.0, -11.1, -8.8, 1989-11-12 22:00:00, 115.0, 3.0, 21.0
None, -8.9, 96.0, -11.1, -8.8, 1989-11-12 23:00:00, 115.0, 3.0, 21.0
None, -8.6, 97.0, -11.1, -8.6, 1989-11-13 00:00:00, 115.0, 4.0, 21.0
None, -8.3, 97.0, -11.1, -8.3, 1989-11-13 01:00:00, 115.0, 4.0, 21.0
None, -8.3, 97.0, -11.1, -8.3, 1989-11-13 02:00:00, 115.0, 5.0, 21.0
None, -9.6, 96.0, -11.1, -8.3, 1989-11-13 03:00:00, 115.0, 4.0, 21.0
None, None, None, None, None, 1989-11-13 04:00:00, 115.0, 5.0, 21.0
None, -9.2, 96.0, -11.1, -8.3, 1989-11-13 05:00:00, 115.0, 5.0, 21.0
None, -8.8, 96.0, -11.1, -8.3, 1989-11-13 06:00:00, 115.0, 5.0, 21.0
None, None, None, None, None, 1989-11-13 07:00:00, 115.0, 1.0, 21.0
None, -8.5, 97.0, -8.6, -8.5, 1989-11-13 08:00:00, 115.0, 2.0, 21.0
None, -8.8, 96.0, -8.8, -8.5, 1989-11-13 09:00:00, 115.0, 2.0, 21.0
None, -7.7, 97.0, -8.8, -7.7, 1989-11-13 10:00:00, 115.0, 4.0, 21.0
None, -6.6, 95.0, -8.8, -6.6, 1989-11-13 11:00:00, 115.0, 4.0, 21.0
None, -6.0, 93.0, -8.8, -6.0, 1989-11-13 12:00:00, 115.0, 5.0, 21.0
None, -5.3, 90.0, -8.8, -5.3, 1989-11-13 13:00:00, 115.0, 6.0, 21.0
None, -5.0, 90.0, -8.8, -5.0, 1989-11-13 14:00:00, None, None, None
None, -5.2, 91.0, -8.8, -5.0, 1989-11-13 15:00:00, 115.0, 7.0, 21.0
None, -5.5, 91.0, -8.8, -5.0, 1989-11-13 16:00:00, 115.0, 6.0, 21.0
None, -6.5, 92.0, -8.8, -5.0, 1989-11-13 17:00:00, 115.0, 5.0, 21.0
None, -7.3, 94.0, -8.8, -5.0, 1989-11-13 18:00:00, 115.0, 4.0, 21.0
None, -7.6, 95.0, -7.6, -7.6, 1989-11-13 19:00:00, 115.0, 0.0, 21.0
None, -7.2, 97.0, -7.6, -7.2, 1989-11-13 20:00:00, 115.0, 1.0, 21.0
None, -6.9, 98.0, -7.6, -6.9, 1989-11-13 21:00:00, 115.0, 1.0, 21.0
None, -7.0, 97.0, -7.6, -6.9, 1989-11-13 22:00:00, 115.0, 1.0, 21.0
None, -7.6, 96.0, -7.6, -6.9, 1989-11-13 23:00:00, 115.0, 1.0, 21.0
None, -7.4, 96.0, -7.6, -6.9, 1989-11-14 00:00:00, 115.0, 2.0, 21.0
None, -7.8, 96.0, -7.8, -6.9, 1989-11-14 01:00:00, 115.0, 1.0, 21.0
None, -9.4, 90.0, -9.4, -6.9, 1989-11-14 02:00:00, None, None, None
None, -10.8, 92.0, -10.8, -6.9, 1989-11-14 03:00:00, 115.0, 0.0, 21.0
None, -9.9, 94.0, -10.8, -6.9, 1989-11-14 04:00:00, 115.0, -1.0, 21.0
None, -10.0, 88.0, -10.8, -6.9, 1989-11-14 05:00:00, 115.0, -2.0, 21.0
None, -9.9, 86.0, -10.8, -6.9, 1989-11-14 06:00:00, 115.0, -2.0, 21.0
None, -9.9, 84.0, -9.9, -9.9, 1989-11-14 07:00:00, 115.0, 0.0, 21.0
None, -9.7, 89.0, -9.9, -9.7, 1989-11-14 08:00:00, 115.0, 0.0, 21.0
None, -9.6, 88.0, -9.9, -9.6, 1989-11-14 09:00:00, 115.0, -1.0, 21.0
None, -9.7, 87.0, -9.9, -9.6, 1989-11-14 10:00:00, 115.0, -3.0, 21.0
3.1, -9.5, 14.0, -9.9, -9.5, 1989-11-14 11:00:00, None, None, None
None, -1.0, 98.0, -2.0, -1.0, 1989-12-13 11:00:00, 115.0, 1.0, 21.0
None, -0.2, 97.0, -2.0, -0.2, 1989-12-13 12:00:00, 115.0, 1.0, 21.0
None, 0.2, 97.0, -2.0, 0.2, 1989-12-13 13:00:00, 115.0, 1.0, 21.0
None, None, None, None, None, 1989-12-13 14:00:00, None, None, None
None, 0.6, 95.0, -2.0, 0.6, 1989-12-13 15:00:00, 115.0, 4.0, 21.0
None, 0.5, 95.0, -2.0, 0.6, 1989-12-13 16:00:00, 115.0, 2.0, 21.0
None, 0.3, 96.0, -2.0, 0.6, 1989-12-13 17:00:00, 115.0, 3.0, 21.0
None, 0.2, 96.0, -2.0, 0.6, 1989-12-13 18:00:00, 115.0, 2.0, 21.0
None, 0.1, 96.0, 0.1, 0.1, 1989-12-13 19:00:00, 115.0, -1.0, 21.0
None, -0.1, 97.0, -0.1, 0.1, 1989-12-13 20:00:00, 115.0, -1.0, 21.0
None, 0.0, 96.0, -0.1, 0.1, 1989-12-13 21:00:00, 115.0, 0.0, 21.0
None, 0.0, 96.0, -0.1, 0.1, 1989-12-13 22:00:00, 115.0, 0.0, 21.0
None, 0.1, 96.0, -0.1, 0.1, 1989-12-13 23:00:00, 115.0, 0.0, 21.0
None, -0.1, 96.0, -0.1, 0.1, 1989-12-14 00:00:00, 115.0, 0.0, 21.0
None, -0.7, 96.0, -0.7, 0.1, 1989-12-14 01:00:00, 115.0, 0.0, 21.0
None, -1.1, 97.0, -1.1, 0.1, 1989-12-14 02:00:00, 115.0, 0.0, 21.0
None, -1.1, 97.0, -1.1, 0.1, 1989-12-14 03:00:00, 115.0, -1.0, 21.0
None, -1.1, 96.0, -1.1, 0.1, 1989-12-14 04:00:00, 115.0, 0.0, 21.0
None, -1.0, 96.0, -1.1, 0.1, 1989-12-14 05:00:00, 115.0, 0.0, 21.0
None, -0.9, 97.0, -1.1, 0.1, 1989-12-14 06:00:00, 115.0, 0.0, 21.0
None, -0.6, 97.0, -0.6, -0.6, 1989-12-14 07:00:00, 115.0, 0.0, 21.0
None, -0.7, 97.0, -0.7, -0.6, 1989-12-14 08:00:00, 115.0, 0.0, 21.0
None, -0.4, 96.0, -0.7, -0.4, 1989-12-14 09:00:00, 115.0, 0.0, 21.0
None, -0.1, 95.0, -0.7, -0.1, 1989-12-14 10:00:00, 115.0, 0.0, 21.0
None, 0.0, 94.0, -0.7, 0.0, 1989-12-14 11:00:00, 115.0, 0.0, 21.0
None, -0.1, 94.0, -0.7, 0.0, 1989-12-14 12:00:00, 115.0, 0.0, 21.0
None, -0.4, 94.0, -0.7, 0.0, 1989-12-14 13:00:00, 115.0, -1.0, 21.0
None, 0.3, 93.0, -0.7, 0.3, 1989-12-14 14:00:00, 115.0, 0.0, 21.0
None, 0.1, 93.0, -0.7, 0.3, 1989-12-14 15:00:00, 115.0, 0.0, 21.0
None, -1.8, 96.0, -1.8, 0.3, 1989-12-14 17:00:00, 115.0, -3.0, 21.0
None, -2.5, 98.0, -2.5, 0.3, 1989-12-14 18:00:00, 115.0, -4.0, 21.0
None, -2.9, 98.0, -2.9, -2.9, 1989-12-14 19:00:00, 115.0, -1.0, 21.0
None, -3.2, 99.0, -3.2, -2.9, 1989-12-14 20:00:00, 115.0, -1.0, 21.0
None, -3.5, 99.0, -3.5, -2.9, 1989-12-14 21:00:00, 115.0, -2.0, 21.0
None, -4.0, 99.0, -4.0, -2.9, 1989-12-14 22:00:00, 115.0, -2.0, 21.0
None, -4.6, 99.0, -4.6, -2.9, 1989-12-14 23:00:00, 115.0, -2.0, 21.0
None, -4.8, 99.0, -4.8, -2.9, 1989-12-15 00:00:00, 115.0, -2.0, 21.0
None, -5.4, 99.0, -5.4, -2.9, 1989-12-15 01:00:00, 115.0, -2.0, 21.0
None, -5.2, 98.0, -5.4, -2.9, 1989-12-15 02:00:00, 115.0, -2.0, 21.0
None, -5.1, 98.0, -5.4, -2.9, 1989-12-15 03:00:00, 115.0, -2.0, 21.0
None, -5.5, 98.0, -5.5, -2.9, 1989-12-15 04:00:00, 115.0, -2.0, 21.0
None, -6.1, 97.0, -6.1, -2.9, 1989-12-15 06:00:00, 115.0, -3.0, 21.0
None, -5.4, 98.0, -5.4, -5.4, 1989-12-15 07:00:00, 115.0, 2.0, 21.0
None, -5.0, 98.0, -5.4, -5.0, 1989-12-15 08:00:00, 115.0, 2.0, 21.0
None, -5.0, 98.0, -5.4, -5.0, 1989-12-15 09:00:00, 115.0, 2.0, 21.0
None, -4.8, 98.0, -5.4, -4.8, 1989-12-15 10:00:00, 115.0, 2.0, 21.0
None, -4.4, 98.0, -5.4, -4.4, 1989-12-15 11:00:00, 115.0, 2.0, 21.0
None, -4.1, 98.0, -5.4, -4.1, 1989-12-15 12:00:00, 115.0, 3.0, 21.0
None, -3.2, 98.0, -5.4, -3.2, 1989-12-15 13:00:00, 115.0, 3.0, 21.0
None, -3.6, 97.0, -5.4, -3.2, 1989-12-15 14:00:00, 115.0, 3.0, 21.0
None, -4.1, 96.0, -5.4, -3.2, 1989-12-15 15:00:00, 115.0, 2.0, 21.0
None, -5.1, 96.0, -5.4, -3.2, 1989-12-15 16:00:00, 115.0, 1.0, 21.0
None, -6.2, 97.0, -6.2, -3.2, 1989-12-15 17:00:00, 115.0, 0.0, 21.0
None, -6.1, 98.0, -6.1, -6.1, 1989-12-15 19:00:00, 115.0, 1.0, 21.0
None, -5.9, 98.0, -6.1, -5.9, 1989-12-15 20:00:00, None, None, None
None, None, None, None, None, 1989-12-15 21:00:00, 115.0, 1.0, 21.0
None, -6.1, 98.0, -6.1, -5.8, 1989-12-15 22:00:00, 115.0, 1.0, 21.0
None, -6.1, 98.0, -6.1, -5.8, 1989-12-15 23:00:00, 115.0, 1.0, 21.0
None, -6.1, 98.0, -6.1, -5.8, 1989-12-16 00:00:00, 115.0, 1.0, 21.0
None, -6.4, 98.0, -6.4, -5.8, 1989-12-16 01:00:00, 115.0, 1.0, 21.0
None, -6.7, 98.0, -6.7, -5.8, 1989-12-16 02:00:00, 115.0, 1.0, 21.0
None, -7.5, 97.0, -7.5, -5.8, 1989-12-16 03:00:00, 115.0, 0.0, 21.0
None, None, None, None, None, 1989-12-16 04:00:00, 115.0, 3.0, 21.0
None, -7.7, 97.0, -7.7, -5.8, 1989-12-16 05:00:00, 115.0, 0.0, 21.0
None, -8.7, 97.0, -8.7, -5.8, 1989-12-16 06:00:00, 115.0, -1.0, 21.0
None, -9.2, 97.0, -9.2, -9.2, 1989-12-16 07:00:00, None, None, None
None, -9.0, 97.0, -9.2, -9.0, 1989-12-16 08:00:00, None, None, None
None, -8.3, 98.0, -9.2, -8.3, 1989-12-16 09:00:00, None, None, None
None, -6.9, 98.0, -9.2, -6.9, 1989-12-16 11:00:00, 115.0, 3.0, 21.0
None, -6.0, 97.0, -9.2, -6.0, 1989-12-16 12:00:00, 115.0, 4.0, 21.0
None, None, None, None, None, 1989-12-16 13:00:00, 115.0, 5.0, 21.0
None, -5.6, 97.0, -9.2, -5.6, 1989-12-16 14:00:00, 115.0, 5.0, 21.0
None, -5.6, 97.0, -9.2, -5.6, 1989-12-16 15:00:00, 115.0, 5.0, 21.0
None, -5.9, 97.0, -9.2, -5.6, 1989-12-16 16:00:00, 115.0, 5.0, 21.0
None, -6.1, 97.0, -9.2, -5.6, 1989-12-16 17:00:00, 115.0, 5.0, 21.0
None, -6.3, 97.0, -9.2, -5.6, 1989-12-16 18:00:00, 115.0, 5.0, 21.0
None, -6.4, 98.0, -6.4, -6.4, 1989-12-16 19:00:00, 115.0, 0.0, 21.0
None, -6.5, 97.0, -6.5, -6.4, 1989-12-16 20:00:00, 115.0, -1.0, 21.0
None, -7.0, 97.0, -7.0, -6.4, 1989-12-16 21:00:00, None, None, None
None, -8.3, 97.0, -8.3, -6.4, 1989-12-16 22:00:00, 115.0, -3.0, 21.0
None, -9.3, 96.0, -9.3, -6.4, 1989-12-16 23:00:00, 115.0, -4.0, 21.0
None, -9.8, 96.0, -9.8, -6.4, 1989-12-17 00:00:00, 115.0, -5.0, 21.0
None, -10.6, 96.0, -10.6, -6.4, 1989-12-17 01:00:00, 115.0, -6.0, 21.0
None, -11.3, 95.0, -11.3, -6.4, 1989-12-17 02:00:00, 115.0, -6.0, 21.0
None, -12.1, 95.0, -12.1, -6.4, 1989-12-17 03:00:00, 115.0, -5.0, 21.0
None, -12.9, 94.0, -12.9, -6.4, 1989-12-17 04:00:00, 115.0, -6.0, 21.0
None, -14.2, 94.0, -14.2, -6.4, 1989-12-17 06:00:00, 115.0, -6.0, 21.0
None, -14.6, 94.0, -14.6, -14.6, 1989-12-17 07:00:00, 115.0, 0.0, 21.0
None, -15.0, 94.0, -15.0, -14.6, 1989-12-17 08:00:00, 115.0, -1.0, 21.0
None, -15.4, 93.0, -15.4, -14.6, 1989-12-17 09:00:00, 115.0, -2.0, 21.0
None, -15.6, 93.0, -15.6, -14.6, 1989-12-17 10:00:00, 115.0, -2.0, 21.0
None, -15.4, 93.0, -15.6, -14.6, 1989-12-17 11:00:00, 115.0, -2.0, 21.0
None, -15.0, 93.0, -15.6, -14.6, 1989-12-17 12:00:00, 115.0, -1.0, 21.0
None, -14.7, 91.0, -15.6, -14.6, 1989-12-17 13:00:00, 115.0, 1.0, 21.0
None, -13.9, 89.0, -15.6, -13.9, 1989-12-17 14:00:00, 115.0, 2.0, 21.0
None, -13.6, 89.0, -15.6, -13.6, 1989-12-17 15:00:00, 115.0, 2.0, 21.0
None, -14.4, 89.0, -15.6, -13.6, 1989-12-17 16:00:00, 115.0, 2.0, 21.0
None, -15.3, 89.0, -15.6, -13.6, 1989-12-17 17:00:00, 115.0, 0.0, 21.0
None, -15.9, 91.0, -15.9, -13.6, 1989-12-17 18:00:00, 115.0, 0.0, 21.0
None, -16.2, 91.0, -16.2, -16.2, 1989-12-17 19:00:00, 115.0, -1.0, 21.0
None, -16.4, 92.0, -16.4, -16.2, 1989-12-17 20:00:00, 115.0, -1.0, 21.0
None, -15.9, 92.0, -16.4, -15.9, 1989-12-17 21:00:00, 115.0, 1.0, 21.0
None, -16.0, 92.0, -16.4, -15.9, 1989-12-17 22:00:00, 115.0, 1.0, 21.0
None, -16.3, 91.0, -16.4, -15.9, 1989-12-17 23:00:00, 115.0, 0.0, 21.0
None, -15.9, 92.0, -16.4, -15.9, 1989-12-18 00:00:00, 115.0, 1.0, 21.0
